Orthogroup	Prav	Prbd
OG0000189	Prav.g_00111	Prbd.g_01198
OG0000190	Prav.g_00113	Prbd.g_01196
OG0000191	Prav.g_00114	Prbd.g_01195
OG0000192	Prav.g_00115	Prbd.g_01194
OG0000193	Prav.g_00116	Prbd.g_01192
OG0000194	Prav.g_00117	Prbd.g_01191
OG0000195	Prav.g_00118	Prbd.g_01190
OG0000196	Prav.g_00119	Prbd.g_01189
OG0000197	Prav.g_00121	Prbd.g_01187
OG0000198	Prav.g_00122	Prbd.g_01186
OG0000199	Prav.g_00123	Prbd.g_01185
OG0000200	Prav.g_00129	Prbd.g_01180
OG0000201	Prav.g_00130	Prbd.g_01179
OG0000202	Prav.g_00131	Prbd.g_01178
OG0000203	Prav.g_00134	Prbd.g_01175
OG0000204	Prav.g_00135	Prbd.g_01174
OG0000205	Prav.g_00138	Prbd.g_01171
OG0000206	Prav.g_00140	Prbd.g_01169
OG0000207	Prav.g_00142	Prbd.g_01167
OG0000208	Prav.g_00143	Prbd.g_01166
OG0000209	Prav.g_00144	Prbd.g_01165
OG0000210	Prav.g_00145	Prbd.g_01164
OG0000211	Prav.g_00146	Prbd.g_01163
OG0000212	Prav.g_00147	Prbd.g_01162
OG0000213	Prav.g_00148	Prbd.g_01161
OG0000214	Prav.g_00149	Prbd.g_01160
OG0000215	Prav.g_00150	Prbd.g_01159
OG0000216	Prav.g_00151	Prbd.g_01158
OG0000217	Prav.g_00153	Prbd.g_01156
OG0000218	Prav.g_00154	Prbd.g_01155
OG0000219	Prav.g_00155	Prbd.g_01154
OG0000220	Prav.g_00156	Prbd.g_01153
OG0000221	Prav.g_00159	Prbd.g_01150
OG0000222	Prav.g_00160	Prbd.g_01149
OG0000223	Prav.g_00161	Prbd.g_01148
OG0000224	Prav.g_00162	Prbd.g_01147
OG0000225	Prav.g_00163	Prbd.g_01146
OG0000226	Prav.g_00164	Prbd.g_01145
OG0000227	Prav.g_00165	Prbd.g_01144
OG0000228	Prav.g_00166	Prbd.g_01143
OG0000229	Prav.g_00167	Prbd.g_01142
OG0000230	Prav.g_00168	Prbd.g_01141
OG0000231	Prav.g_00169	Prbd.g_01140
OG0000232	Prav.g_00171	Prbd.g_01138
OG0000233	Prav.g_00172	Prbd.g_01137
OG0000234	Prav.g_00173	Prbd.g_01136
OG0000235	Prav.g_00174	Prbd.g_01135
OG0000236	Prav.g_00175	Prbd.g_01134
OG0000237	Prav.g_00176	Prbd.g_01133
OG0000238	Prav.g_00177	Prbd.g_01132
OG0000239	Prav.g_00179	Prbd.g_01130
OG0000240	Prav.g_00180	Prbd.g_01128
OG0000241	Prav.g_00181	Prbd.g_01127
OG0000242	Prav.g_00182	Prbd.g_01126
OG0000243	Prav.g_00185	Prbd.g_01123
OG0000244	Prav.g_00187	Prbd.g_01121
OG0000245	Prav.g_00188	Prbd.g_01120
OG0000246	Prav.g_00189	Prbd.g_01119
OG0000247	Prav.g_00192	Prbd.g_01116
OG0000248	Prav.g_00194	Prbd.g_01114
OG0000249	Prav.g_00195	Prbd.g_01113
OG0000250	Prav.g_00196	Prbd.g_01112
OG0000251	Prav.g_00197	Prbd.g_01111
OG0000252	Prav.g_00198	Prbd.g_01110
OG0000253	Prav.g_00199	Prbd.g_01109
OG0000254	Prav.g_00201	Prbd.g_01107
OG0000255	Prav.g_00202	Prbd.g_01106
OG0000256	Prav.g_00205	Prbd.g_01102
OG0000257	Prav.g_00207	Prbd.g_01100
OG0000258	Prav.g_00212	Prbd.g_01095
OG0000259	Prav.g_00213	Prbd.g_01094
OG0000260	Prav.g_00214	Prbd.g_01093
OG0000261	Prav.g_00215	Prbd.g_01092
OG0000262	Prav.g_00216	Prbd.g_01091
OG0000263	Prav.g_00887	Prbd.g_01089
OG0000264	Prav.g_00886	Prbd.g_01088
OG0000265	Prav.g_00885	Prbd.g_01087
OG0000266	Prav.g_00884	Prbd.g_01086
OG0000267	Prav.g_00883	Prbd.g_01085
OG0000268	Prav.g_00882	Prbd.g_01084
OG0000269	Prav.g_00880	Prbd.g_01082
OG0000270	Prav.g_00879	Prbd.g_01081
OG0000271	Prav.g_00878	Prbd.g_01080
OG0000272	Prav.g_00877	Prbd.g_01079
OG0000273	Prav.g_00876	Prbd.g_01078
OG0000274	Prav.g_00875	Prbd.g_01077
OG0000275	Prav.g_00874	Prbd.g_01076
OG0000276	Prav.g_00873	Prbd.g_01075
OG0000277	Prav.g_00871	Prbd.g_01073
OG0000278	Prav.g_00870	Prbd.g_01072
OG0000279	Prav.g_00869	Prbd.g_01071
OG0000280	Prav.g_00867	Prbd.g_01069
OG0000281	Prav.g_00865	Prbd.g_01067
OG0000282	Prav.g_00864	Prbd.g_01066
OG0000283	Prav.g_00863	Prbd.g_01065
OG0000284	Prav.g_00862	Prbd.g_01064
OG0000285	Prav.g_00861	Prbd.g_01063
OG0000286	Prav.g_00860	Prbd.g_01062
OG0000287	Prav.g_00859	Prbd.g_01061
OG0000288	Prav.g_00857	Prbd.g_01059
OG0000289	Prav.g_00856	Prbd.g_01058
OG0000290	Prav.g_00855	Prbd.g_01057
OG0000291	Prav.g_00853	Prbd.g_01055
OG0000292	Prav.g_00852	Prbd.g_01054
OG0000293	Prav.g_00851	Prbd.g_01053
OG0000294	Prav.g_00850	Prbd.g_01052
OG0000295	Prav.g_00849	Prbd.g_01051
OG0000296	Prav.g_00848	Prbd.g_01050
OG0000297	Prav.g_00847	Prbd.g_01049
OG0000298	Prav.g_00845	Prbd.g_01047
OG0000299	Prav.g_00844	Prbd.g_01046
OG0000300	Prav.g_00843	Prbd.g_01045
OG0000301	Prav.g_00842	Prbd.g_01044
OG0000302	Prav.g_00841	Prbd.g_01043
OG0000303	Prav.g_00840	Prbd.g_01042
OG0000304	Prav.g_00838	Prbd.g_01040
OG0000305	Prav.g_00837	Prbd.g_01039
OG0000306	Prav.g_00834	Prbd.g_01036
OG0000307	Prav.g_00833	Prbd.g_01035
OG0000308	Prav.g_00832	Prbd.g_01034
OG0000309	Prav.g_00831	Prbd.g_01033
OG0000310	Prav.g_00830	Prbd.g_01032
OG0000311	Prav.g_00829	Prbd.g_01031
OG0000312	Prav.g_00828	Prbd.g_01030
OG0000313	Prav.g_00827	Prbd.g_01029
OG0000314	Prav.g_00826	Prbd.g_01028
OG0000315	Prav.g_00825	Prbd.g_01027
OG0000316	Prav.g_00824	Prbd.g_01026
OG0000317	Prav.g_00823	Prbd.g_01025
OG0000318	Prav.g_00822	Prbd.g_01024
OG0000319	Prav.g_00821	Prbd.g_01023
OG0000320	Prav.g_00820	Prbd.g_01022
OG0000321	Prav.g_00819	Prbd.g_01021
OG0000322	Prav.g_00818	Prbd.g_01020
OG0000323	Prav.g_00817	Prbd.g_01019
OG0000324	Prav.g_00816	Prbd.g_01018
OG0000325	Prav.g_00815	Prbd.g_01017
OG0000326	Prav.g_00814	Prbd.g_01016
OG0000327	Prav.g_00813	Prbd.g_01015
OG0000328	Prav.g_00812	Prbd.g_01013
OG0000329	Prav.g_00811	Prbd.g_01012
OG0000330	Prav.g_00810	Prbd.g_01011
OG0000331	Prav.g_00809	Prbd.g_01010
OG0000332	Prav.g_00808	Prbd.g_01009
OG0000333	Prav.g_00807	Prbd.g_01008
OG0000334	Prav.g_00806	Prbd.g_01007
OG0000335	Prav.g_00805	Prbd.g_01006
OG0000336	Prav.g_00803	Prbd.g_01004
OG0000337	Prav.g_00802	Prbd.g_01003
OG0000338	Prav.g_00798	Prbd.g_00999
OG0000339	Prav.g_01889	Prbd.g_00997
OG0000340	Prav.g_01891	Prbd.g_00995
OG0000341	Prav.g_01892	Prbd.g_00994
OG0000342	Prav.g_01893	Prbd.g_00993
OG0000343	Prav.g_01894	Prbd.g_00992
OG0000344	Prav.g_01897	Prbd.g_00989
OG0000345	Prav.g_01900	Prbd.g_00986
OG0000346	Prav.g_01901	Prbd.g_00985
OG0000347	Prav.g_01904	Prbd.g_00982
OG0000348	Prav.g_01906	Prbd.g_00980
OG0000349	Prav.g_01907	Prbd.g_00979
OG0000350	Prav.g_01909	Prbd.g_00977
OG0000351	Prav.g_01910	Prbd.g_00976
OG0000352	Prav.g_01911	Prbd.g_00975
OG0000353	Prav.g_01912	Prbd.g_00974
OG0000354	Prav.g_01913	Prbd.g_00973
OG0000355	Prav.g_01914	Prbd.g_00972
OG0000356	Prav.g_01915	Prbd.g_00971
OG0000357	Prav.g_01916	Prbd.g_00970
OG0000358	Prav.g_01917	Prbd.g_00969
OG0000359	Prav.g_01918	Prbd.g_00968
OG0000360	Prav.g_01921	Prbd.g_00964
OG0000361	Prav.g_01922	Prbd.g_00963
OG0000362	Prav.g_01923	Prbd.g_00962
OG0000363	Prav.g_01924	Prbd.g_00961
OG0000364	Prav.g_01928	Prbd.g_00957
OG0000365	Prav.g_01929	Prbd.g_00956
OG0000366	Prav.g_01931	Prbd.g_00954
OG0000367	Prav.g_01932	Prbd.g_00953
OG0000368	Prav.g_01933	Prbd.g_00952
OG0000369	Prav.g_01934	Prbd.g_00951
OG0000370	Prav.g_01935	Prbd.g_00950
OG0000371	Prav.g_01936	Prbd.g_00949
OG0000372	Prav.g_01937	Prbd.g_00948
OG0000373	Prav.g_01938	Prbd.g_00947
OG0000374	Prav.g_01940	Prbd.g_00945
OG0000375	Prav.g_01941	Prbd.g_00944
OG0000376	Prav.g_01944	Prbd.g_00941
OG0000377	Prav.g_01945	Prbd.g_00940
OG0000378	Prav.g_01946	Prbd.g_00939
OG0000379	Prav.g_01947	Prbd.g_00938
OG0000380	Prav.g_01948	Prbd.g_00937
OG0000381	Prav.g_01949	Prbd.g_00936
OG0000382	Prav.g_01950	Prbd.g_00935
OG0000383	Prav.g_01951	Prbd.g_00934
OG0000384	Prav.g_01954	Prbd.g_00931
OG0000385	Prav.g_01955	Prbd.g_00930
OG0000386	Prav.g_01956	Prbd.g_00929
OG0000387	Prav.g_01957	Prbd.g_00928
OG0000388	Prav.g_01958	Prbd.g_00927
OG0000389	Prav.g_01959	Prbd.g_00926
OG0000390	Prav.g_01960	Prbd.g_00925
OG0000391	Prav.g_01961	Prbd.g_00924
OG0000392	Prav.g_01962	Prbd.g_00923
OG0000393	Prav.g_01963	Prbd.g_00922
OG0000394	Prav.g_01964	Prbd.g_00921
OG0000395	Prav.g_01965	Prbd.g_00920
OG0000396	Prav.g_01967	Prbd.g_00918
OG0000397	Prav.g_01969	Prbd.g_00916
OG0000398	Prav.g_01970	Prbd.g_00915
OG0000399	Prav.g_01973	Prbd.g_00912
OG0000400	Prav.g_01974	Prbd.g_00911
OG0000401	Prav.g_01975	Prbd.g_00910
OG0000402	Prav.g_01980	Prbd.g_00905
OG0000403	Prav.g_01981	Prbd.g_00904
OG0000404	Prav.g_01982	Prbd.g_00903
OG0000405	Prav.g_01984	Prbd.g_00901
OG0000406	Prav.g_01987	Prbd.g_00898
OG0000407	Prav.g_01988	Prbd.g_00897
OG0000408	Prav.g_01991	Prbd.g_00894
OG0000409	Prav.g_01992	Prbd.g_00893
OG0000410	Prav.g_01993	Prbd.g_00892
OG0000411	Prav.g_01994	Prbd.g_00891
OG0000412	Prav.g_01995	Prbd.g_00890
OG0000413	Prav.g_01996	Prbd.g_00889
OG0000414	Prav.g_01997	Prbd.g_00888
OG0000415	Prav.g_01998	Prbd.g_00887
OG0000416	Prav.g_00974	Prbd.g_00884
OG0000417	Prav.g_00975	Prbd.g_00883
OG0000418	Prav.g_00976	Prbd.g_00882
OG0000419	Prav.g_00977	Prbd.g_00881
OG0000420	Prav.g_00978	Prbd.g_00880
OG0000421	Prav.g_00990	Prbd.g_00867
OG0000422	Prav.g_00996	Prbd.g_00859
OG0000423	Prav.g_00997	Prbd.g_00858
OG0000424	Prav.g_01001	Prbd.g_00852
OG0000425	Prav.g_01030	Prbd.g_00811
OG0000426	Prav.g_01031	Prbd.g_00810
OG0000427	Prav.g_01032	Prbd.g_00809
OG0000428	Prav.g_01034	Prbd.g_00807
OG0000429	Prav.g_01035	Prbd.g_00806
OG0000430	Prav.g_01037	Prbd.g_00804
OG0000431	Prav.g_01038	Prbd.g_00803
OG0000432	Prav.g_01039	Prbd.g_00802
OG0000433	Prav.g_01040	Prbd.g_00801
OG0000434	Prav.g_01041	Prbd.g_00800
OG0000435	Prav.g_01042	Prbd.g_00799
OG0000436	Prav.g_01043	Prbd.g_00798
OG0000437	Prav.g_01044	Prbd.g_00797
OG0000438	Prav.g_01045	Prbd.g_00796
OG0000439	Prav.g_01046	Prbd.g_00795
OG0000440	Prav.g_01047	Prbd.g_00794
OG0000441	Prav.g_01048	Prbd.g_00793
OG0000442	Prav.g_01049	Prbd.g_00792
OG0000443	Prav.g_01050	Prbd.g_00791
OG0000444	Prav.g_01051	Prbd.g_00790
OG0000445	Prav.g_01052	Prbd.g_00789
OG0000446	Prav.g_01053	Prbd.g_00787
OG0000447	Prav.g_01054	Prbd.g_00786
OG0000448	Prav.g_01056	Prbd.g_00784
OG0000449	Prav.g_01059	Prbd.g_00781
OG0000450	Prav.g_01060	Prbd.g_00780
OG0000451	Prav.g_01061	Prbd.g_00779
OG0000452	Prav.g_01062	Prbd.g_00778
OG0000453	Prav.g_01063	Prbd.g_00777
OG0000454	Prav.g_01069	Prbd.g_00771
OG0000455	Prav.g_01071	Prbd.g_00769
OG0000456	Prav.g_01075	Prbd.g_00765
OG0000457	Prav.g_01076	Prbd.g_00764
OG0000458	Prav.g_01077	Prbd.g_00763
OG0000459	Prav.g_01079	Prbd.g_00761
OG0000460	Prav.g_01081	Prbd.g_00759
OG0000461	Prav.g_01082	Prbd.g_00758
OG0000462	Prav.g_01083	Prbd.g_00757
OG0000463	Prav.g_01085	Prbd.g_00755
OG0000464	Prav.g_01086	Prbd.g_00754
OG0000465	Prav.g_01087	Prbd.g_00753
OG0000466	Prav.g_01088	Prbd.g_00752
OG0000467	Prav.g_01089	Prbd.g_00751
OG0000468	Prav.g_01090	Prbd.g_00750
OG0000469	Prav.g_01091	Prbd.g_00749
OG0000470	Prav.g_01092	Prbd.g_00748
OG0000471	Prav.g_01093	Prbd.g_00747
OG0000472	Prav.g_01098	Prbd.g_00742
OG0000473	Prav.g_01099	Prbd.g_00741
OG0000474	Prav.g_01100	Prbd.g_00740
OG0000475	Prav.g_01101	Prbd.g_00739
OG0000476	Prav.g_01103	Prbd.g_00737
OG0000477	Prav.g_01104	Prbd.g_00736
OG0000478	Prav.g_01105	Prbd.g_00735
OG0000479	Prav.g_01106	Prbd.g_00734
OG0000480	Prav.g_01108	Prbd.g_00732
OG0000481	Prav.g_01110	Prbd.g_00730
OG0000482	Prav.g_01111	Prbd.g_00729
OG0000483	Prav.g_01113	Prbd.g_00727
OG0000484	Prav.g_01114	Prbd.g_00726
OG0000485	Prav.g_01115	Prbd.g_00725
OG0000486	Prav.g_01116	Prbd.g_00724
OG0000487	Prav.g_01121	Prbd.g_00719
OG0000488	Prav.g_01123	Prbd.g_00717
OG0000489	Prav.g_01124	Prbd.g_00716
OG0000490	Prav.g_01125	Prbd.g_00715
OG0000491	Prav.g_01126	Prbd.g_00714
OG0000492	Prav.g_01127	Prbd.g_00713
OG0000493	Prav.g_01128	Prbd.g_00712
OG0000494	Prav.g_01129	Prbd.g_00711
OG0000495	Prav.g_01132	Prbd.g_00708
OG0000496	Prav.g_01133	Prbd.g_00707
OG0000497	Prav.g_01134	Prbd.g_00706
OG0000498	Prav.g_01135	Prbd.g_00705
OG0000499	Prav.g_01136	Prbd.g_00704
OG0000500	Prav.g_01138	Prbd.g_00702
OG0000501	Prav.g_01139	Prbd.g_00701
OG0000502	Prav.g_01140	Prbd.g_00700
OG0000503	Prav.g_01142	Prbd.g_00698
OG0000504	Prav.g_01143	Prbd.g_00697
OG0000505	Prav.g_01144	Prbd.g_00696
OG0000506	Prav.g_01145	Prbd.g_00695
OG0000507	Prav.g_01146	Prbd.g_00694
OG0000508	Prav.g_01147	Prbd.g_00693
OG0000509	Prav.g_01148	Prbd.g_00692
OG0000510	Prav.g_01149	Prbd.g_00691
OG0000511	Prav.g_01151	Prbd.g_00689
OG0000512	Prav.g_01152	Prbd.g_00688
OG0000513	Prav.g_01153	Prbd.g_00687
OG0000514	Prav.g_01154	Prbd.g_00686
OG0000515	Prav.g_01155	Prbd.g_00685
OG0000516	Prav.g_01156	Prbd.g_00684
OG0000517	Prav.g_01158	Prbd.g_00682
OG0000518	Prav.g_01159	Prbd.g_00681
OG0000519	Prav.g_01160	Prbd.g_00680
OG0000520	Prav.g_01161	Prbd.g_00679
OG0000521	Prav.g_01162	Prbd.g_00678
OG0000522	Prav.g_01163	Prbd.g_00677
OG0000523	Prav.g_01164	Prbd.g_00676
OG0000524	Prav.g_01165	Prbd.g_00675
OG0000525	Prav.g_01166	Prbd.g_00674
OG0000526	Prav.g_01167	Prbd.g_00673
OG0000527	Prav.g_01168	Prbd.g_00672
OG0000528	Prav.g_01169	Prbd.g_00671
OG0000529	Prav.g_01170	Prbd.g_00670
OG0000530	Prav.g_01171	Prbd.g_00669
OG0000531	Prav.g_01172	Prbd.g_00668
OG0000532	Prav.g_01173	Prbd.g_00667
OG0000533	Prav.g_01175	Prbd.g_00665
OG0000534	Prav.g_01176	Prbd.g_00664
OG0000535	Prav.g_01177	Prbd.g_00663
OG0000536	Prav.g_01178	Prbd.g_00662
OG0000537	Prav.g_01179	Prbd.g_00661
OG0000538	Prav.g_01180	Prbd.g_00660
OG0000539	Prav.g_01183	Prbd.g_00657
OG0000540	Prav.g_01184	Prbd.g_00656
OG0000541	Prav.g_01185	Prbd.g_00655
OG0000542	Prav.g_01187	Prbd.g_00653
OG0000543	Prav.g_01188	Prbd.g_00652
OG0000544	Prav.g_01189	Prbd.g_00651
OG0000545	Prav.g_01190	Prbd.g_00650
OG0000546	Prav.g_01191	Prbd.g_00649
OG0000547	Prav.g_01192	Prbd.g_00648
OG0000548	Prav.g_01193	Prbd.g_00647
