Orthogroup	Prav	Prar
OG0000104	Prav.g_00204	Prar.g_00189
OG0000105	Prav.g_00868	Prar.g_00157
OG0000106	Prav.g_00854	Prar.g_00143
OG0000107	Prav.g_00846	Prar.g_00135
OG0000108	Prav.g_00836	Prar.g_00125
OG0000109	Prav.g_00799	Prar.g_00088
OG0000110	Prav.g_01898	Prar.g_00076
OG0000111	Prav.g_01920	Prar.g_00313
OG0000112	Prav.g_01930	Prar.g_00303
OG0000113	Prav.g_01943	Prar.g_00290
OG0000114	Prav.g_01971	Prar.g_00262
OG0000115	Prav.g_01072	Prar.g_00524
OG0000116	Prav.g_01074	Prar.g_00526
OG0000117	Prav.g_01078	Prar.g_00530
OG0000118	Prav.g_01097	Prar.g_01330
OG0000119	Prav.g_01130	Prar.g_01362
OG0000120	Prav.g_01131	Prar.g_01363
OG0000121	Prav.g_01141	Prar.g_01373
OG0000122	Prav.g_01150	Prar.g_01382
OG0000123	Prav.g_01181	Prar.g_01413
OG0000124	Prav.g_01249	Prar.g_01481
OG0000125	Prav.g_01250	Prar.g_01482
OG0000126	Prav.g_01251	Prar.g_01483
OG0000127	Prav.g_01284	Prar.g_01516
OG0000128	Prav.g_00308	Prar.g_01601
OG0000129	Prav.g_00328	Prar.g_01621
OG0000130	Prav.g_00381	Prar.g_01668
OG0000131	Prav.g_00395	Prar.g_01682
OG0000132	Prav.g_00430	Prar.g_01717
OG0000133	Prav.g_00515	Prar.g_01792
OG0000134	Prav.g_00525	Prar.g_01801
OG0000135	Prav.g_00560	Prar.g_01837
OG0000136	Prav.g_00930	Prar.g_01901
OG0000137	Prav.g_00036	Prar.g_01293
OG0000138	Prav.g_00060	Prar.g_01268
OG0000139	Prav.g_00071	Prar.g_01257
OG0000140	Prav.g_01824	Prar.g_01206
OG0000141	Prav.g_02003	Prar.g_00376
OG0000142	Prav.g_01450	Prar.g_00943
OG0000143	Prav.g_01473	Prar.g_00911
OG0000144	Prav.g_01565	Prar.g_00352
OG0000145	Prav.g_01579	Prar.g_00338
OG0000146	Prav.g_01615	Prar.g_00810
OG0000147	Prav.g_01655	Prar.g_00770
OG0000148	Prav.g_01656	Prar.g_00769
OG0000149	Prav.g_01759	Prar.g_01145
OG0000150	Prav.g_01797	Prar.g_01959
OG0000151	Prav.g_01800	Prar.g_01956, Prar.g_00595
OG0000152	Prav.g_00264	Prar.g_01119
OG0000153	Prav.g_00591	Prar.g_01068
OG0000154	Prav.g_00627	Prar.g_01032
OG0000155	Prav.g_00645	Prar.g_01015
OG0000156	Prav.g_00674	Prar.g_00638
OG0000157	Prav.g_00706	Prar.g_00669
OG0000158	Prav.g_00768	Prar.g_00055
OG0000160	Prav.g_00787	Prar.g_00037
OG0000161	Prav.g_00788	Prar.g_00036
OG0000162	Prav.g_00790	Prar.g_00034
OG0000163	Prav.g_00791	Prar.g_00033
OG0000164	Prav.g_00792	Prar.g_00032
OG0000165	Prav.g_00793	Prar.g_00031
OG0000166	Prav.g_00794	Prar.g_00030
OG0000167	Prav.g_00795	Prar.g_00029
OG0000168	Prav.g_00078	Prar.g_00028
OG0000169	Prav.g_00080	Prar.g_00026
OG0000170	Prav.g_00082	Prar.g_00024
OG0000171	Prav.g_00083	Prar.g_00023
OG0000172	Prav.g_00084	Prar.g_00022
OG0000173	Prav.g_00085	Prar.g_00021
OG0000174	Prav.g_00086	Prar.g_00020
OG0000175	Prav.g_00087	Prar.g_00019
OG0000176	Prav.g_00088	Prar.g_00018
OG0000177	Prav.g_00089	Prar.g_00017
OG0000178	Prav.g_00090	Prar.g_00016
OG0000179	Prav.g_00092	Prar.g_00014
OG0000180	Prav.g_00093	Prar.g_00013
OG0000181	Prav.g_00094	Prar.g_00012
OG0000182	Prav.g_00095	Prar.g_00011
OG0000183	Prav.g_00096	Prar.g_00010
OG0000184	Prav.g_00097	Prar.g_00009
OG0000185	Prav.g_00100	Prar.g_00006
OG0000186	Prav.g_00103	Prar.g_00002
OG0000187	Prav.g_00104	Prar.g_00001
OG0000188	Prav.g_00105	Prar.g_00594
OG0000189	Prav.g_00111	Prar.g_00580
OG0000190	Prav.g_00113	Prar.g_00578
OG0000191	Prav.g_00114	Prar.g_00577
OG0000192	Prav.g_00115	Prar.g_00576
OG0000193	Prav.g_00116	Prar.g_00574
OG0000194	Prav.g_00117	Prar.g_00573
OG0000195	Prav.g_00118	Prar.g_00572
OG0000196	Prav.g_00119	Prar.g_00571
OG0000197	Prav.g_00121	Prar.g_00569
OG0000198	Prav.g_00122	Prar.g_00568
OG0000199	Prav.g_00123	Prar.g_00567
OG0000200	Prav.g_00129	Prar.g_00554
OG0000201	Prav.g_00130	Prar.g_00553
OG0000202	Prav.g_00131	Prar.g_00552
OG0000203	Prav.g_00134	Prar.g_00549
OG0000204	Prav.g_00135	Prar.g_00548
OG0000205	Prav.g_00138	Prar.g_00255
OG0000206	Prav.g_00140	Prar.g_00253
OG0000207	Prav.g_00142	Prar.g_00251
OG0000208	Prav.g_00143	Prar.g_00250
OG0000209	Prav.g_00144	Prar.g_00249
OG0000210	Prav.g_00145	Prar.g_00248
OG0000211	Prav.g_00146	Prar.g_00247
OG0000212	Prav.g_00147	Prar.g_00246
OG0000213	Prav.g_00148	Prar.g_00245
OG0000214	Prav.g_00149	Prar.g_00244
OG0000215	Prav.g_00150	Prar.g_00243
OG0000216	Prav.g_00151	Prar.g_00242
OG0000217	Prav.g_00153	Prar.g_00240
OG0000218	Prav.g_00154	Prar.g_00239
OG0000219	Prav.g_00155	Prar.g_00238
OG0000220	Prav.g_00156	Prar.g_00237
OG0000221	Prav.g_00159	Prar.g_00234
OG0000222	Prav.g_00160	Prar.g_00233
OG0000223	Prav.g_00161	Prar.g_00232
OG0000224	Prav.g_00162	Prar.g_00231
OG0000225	Prav.g_00163	Prar.g_00230
OG0000226	Prav.g_00164	Prar.g_00229
OG0000227	Prav.g_00165	Prar.g_00228
OG0000228	Prav.g_00166	Prar.g_00227
OG0000229	Prav.g_00167	Prar.g_00226
OG0000230	Prav.g_00168	Prar.g_00225
OG0000231	Prav.g_00169	Prar.g_00224
OG0000232	Prav.g_00171	Prar.g_00222
OG0000233	Prav.g_00172	Prar.g_00221
OG0000234	Prav.g_00173	Prar.g_00220
OG0000235	Prav.g_00174	Prar.g_00219
OG0000236	Prav.g_00175	Prar.g_00218
OG0000237	Prav.g_00176	Prar.g_00217
OG0000238	Prav.g_00177	Prar.g_00216
OG0000239	Prav.g_00179	Prar.g_00214
OG0000240	Prav.g_00180	Prar.g_00213
OG0000241	Prav.g_00181	Prar.g_00212
OG0000242	Prav.g_00182	Prar.g_00211
OG0000243	Prav.g_00185	Prar.g_00208
OG0000244	Prav.g_00187	Prar.g_00206
OG0000245	Prav.g_00188	Prar.g_00205
OG0000246	Prav.g_00189	Prar.g_00204
OG0000247	Prav.g_00192	Prar.g_00201
OG0000248	Prav.g_00194	Prar.g_00199
OG0000249	Prav.g_00195	Prar.g_00198
OG0000250	Prav.g_00196	Prar.g_00197
OG0000251	Prav.g_00197	Prar.g_00196
OG0000252	Prav.g_00198	Prar.g_00195
OG0000253	Prav.g_00199	Prar.g_00194
OG0000254	Prav.g_00201	Prar.g_00192
OG0000255	Prav.g_00202	Prar.g_00191
OG0000256	Prav.g_00205	Prar.g_00188
OG0000257	Prav.g_00207	Prar.g_00186
OG0000258	Prav.g_00212	Prar.g_00182
OG0000259	Prav.g_00213	Prar.g_00181
OG0000260	Prav.g_00214	Prar.g_00180
OG0000261	Prav.g_00215	Prar.g_00179
OG0000262	Prav.g_00216	Prar.g_00178
OG0000263	Prav.g_00887	Prar.g_00176
OG0000264	Prav.g_00886	Prar.g_00175
OG0000265	Prav.g_00885	Prar.g_00174
OG0000266	Prav.g_00884	Prar.g_00173
OG0000267	Prav.g_00883	Prar.g_00172
OG0000268	Prav.g_00882	Prar.g_00171
OG0000269	Prav.g_00880	Prar.g_00169
OG0000270	Prav.g_00879	Prar.g_00168
OG0000271	Prav.g_00878	Prar.g_00167
OG0000272	Prav.g_00877	Prar.g_00166
OG0000273	Prav.g_00876	Prar.g_00165
OG0000274	Prav.g_00875	Prar.g_00164
OG0000275	Prav.g_00874	Prar.g_00163
OG0000276	Prav.g_00873	Prar.g_00162
OG0000277	Prav.g_00871	Prar.g_00160
OG0000278	Prav.g_00870	Prar.g_00159
OG0000279	Prav.g_00869	Prar.g_00158
OG0000280	Prav.g_00867	Prar.g_00156
OG0000281	Prav.g_00865	Prar.g_00154
OG0000282	Prav.g_00864	Prar.g_00153
OG0000283	Prav.g_00863	Prar.g_00152
OG0000284	Prav.g_00862	Prar.g_00151
OG0000285	Prav.g_00861	Prar.g_00150
OG0000286	Prav.g_00860	Prar.g_00149
OG0000287	Prav.g_00859	Prar.g_00148
OG0000288	Prav.g_00857	Prar.g_00146
OG0000289	Prav.g_00856	Prar.g_00145
OG0000290	Prav.g_00855	Prar.g_00144
OG0000291	Prav.g_00853	Prar.g_00142
OG0000292	Prav.g_00852	Prar.g_00141
OG0000293	Prav.g_00851	Prar.g_00140
OG0000294	Prav.g_00850	Prar.g_00139
OG0000295	Prav.g_00849	Prar.g_00138
OG0000296	Prav.g_00848	Prar.g_00137
OG0000297	Prav.g_00847	Prar.g_00136
OG0000298	Prav.g_00845	Prar.g_00134
OG0000299	Prav.g_00844	Prar.g_00133
OG0000300	Prav.g_00843	Prar.g_00132
OG0000301	Prav.g_00842	Prar.g_00131
OG0000302	Prav.g_00841	Prar.g_00130
OG0000303	Prav.g_00840	Prar.g_00129
OG0000304	Prav.g_00838	Prar.g_00127
OG0000305	Prav.g_00837	Prar.g_00126
OG0000306	Prav.g_00834	Prar.g_00123
OG0000307	Prav.g_00833	Prar.g_00122
OG0000308	Prav.g_00832	Prar.g_00121
OG0000309	Prav.g_00831	Prar.g_00120
OG0000310	Prav.g_00830	Prar.g_00119
OG0000311	Prav.g_00829	Prar.g_00118
OG0000312	Prav.g_00828	Prar.g_00117
OG0000313	Prav.g_00827	Prar.g_00116
OG0000314	Prav.g_00826	Prar.g_00115
OG0000315	Prav.g_00825	Prar.g_00114
OG0000316	Prav.g_00824	Prar.g_00113
OG0000317	Prav.g_00823	Prar.g_00112
OG0000318	Prav.g_00822	Prar.g_00111
OG0000319	Prav.g_00821	Prar.g_00110
OG0000320	Prav.g_00820	Prar.g_00109
OG0000321	Prav.g_00819	Prar.g_00108
OG0000322	Prav.g_00818	Prar.g_00107
OG0000323	Prav.g_00817	Prar.g_00106
OG0000324	Prav.g_00816	Prar.g_00105
OG0000325	Prav.g_00815	Prar.g_00104
OG0000326	Prav.g_00814	Prar.g_00103
OG0000327	Prav.g_00813	Prar.g_00102
OG0000328	Prav.g_00812	Prar.g_00101
OG0000329	Prav.g_00811	Prar.g_00100
OG0000330	Prav.g_00810	Prar.g_00099
OG0000331	Prav.g_00809	Prar.g_00098
OG0000332	Prav.g_00808	Prar.g_00097
OG0000333	Prav.g_00807	Prar.g_00096
OG0000334	Prav.g_00806	Prar.g_00095
OG0000335	Prav.g_00805	Prar.g_00094
OG0000336	Prav.g_00803	Prar.g_00092
OG0000337	Prav.g_00802	Prar.g_00091
OG0000338	Prav.g_00798	Prar.g_00087
OG0000339	Prav.g_01889	Prar.g_00085
OG0000340	Prav.g_01891	Prar.g_00083
OG0000341	Prav.g_01892	Prar.g_00082
OG0000342	Prav.g_01893	Prar.g_00081
OG0000343	Prav.g_01894	Prar.g_00080
OG0000344	Prav.g_01897	Prar.g_00077
OG0000345	Prav.g_01900	Prar.g_00334
OG0000346	Prav.g_01901	Prar.g_00333
OG0000347	Prav.g_01904	Prar.g_00330
OG0000348	Prav.g_01906	Prar.g_00328
OG0000349	Prav.g_01907	Prar.g_00327
OG0000350	Prav.g_01909	Prar.g_00325
OG0000351	Prav.g_01910	Prar.g_00324
OG0000352	Prav.g_01911	Prar.g_00323
OG0000353	Prav.g_01912	Prar.g_00322
OG0000354	Prav.g_01913	Prar.g_00321
OG0000355	Prav.g_01914	Prar.g_00320
OG0000356	Prav.g_01915	Prar.g_00319
OG0000357	Prav.g_01916	Prar.g_00318
OG0000358	Prav.g_01917	Prar.g_00317
OG0000359	Prav.g_01918	Prar.g_00316
OG0000360	Prav.g_01921	Prar.g_00312
OG0000361	Prav.g_01922	Prar.g_00311
OG0000362	Prav.g_01923	Prar.g_00310
OG0000363	Prav.g_01924	Prar.g_00309
OG0000364	Prav.g_01928	Prar.g_00305
OG0000365	Prav.g_01929	Prar.g_00304
OG0000366	Prav.g_01931	Prar.g_00302
OG0000367	Prav.g_01932	Prar.g_00301
OG0000368	Prav.g_01933	Prar.g_00300
OG0000369	Prav.g_01934	Prar.g_00299
OG0000370	Prav.g_01935	Prar.g_00298
OG0000371	Prav.g_01936	Prar.g_00297
OG0000372	Prav.g_01937	Prar.g_00296
OG0000373	Prav.g_01938	Prar.g_00295
OG0000374	Prav.g_01940	Prar.g_00293
OG0000375	Prav.g_01941	Prar.g_00292
OG0000376	Prav.g_01944	Prar.g_00289
OG0000377	Prav.g_01945	Prar.g_00288
OG0000378	Prav.g_01946	Prar.g_00287
OG0000379	Prav.g_01947	Prar.g_00286
OG0000380	Prav.g_01948	Prar.g_00285
OG0000381	Prav.g_01949	Prar.g_00284
OG0000382	Prav.g_01950	Prar.g_00283
OG0000383	Prav.g_01951	Prar.g_00282
OG0000384	Prav.g_01954	Prar.g_00279
OG0000385	Prav.g_01955	Prar.g_00278
OG0000386	Prav.g_01956	Prar.g_00277
OG0000387	Prav.g_01957	Prar.g_00276
OG0000388	Prav.g_01958	Prar.g_00275
OG0000389	Prav.g_01959	Prar.g_00274
OG0000390	Prav.g_01960	Prar.g_00273
OG0000391	Prav.g_01961	Prar.g_00272
OG0000392	Prav.g_01962	Prar.g_00271
OG0000393	Prav.g_01963	Prar.g_00270
OG0000394	Prav.g_01964	Prar.g_00269
OG0000395	Prav.g_01965	Prar.g_00268
OG0000396	Prav.g_01967	Prar.g_00266
OG0000397	Prav.g_01969	Prar.g_00264
OG0000398	Prav.g_01970	Prar.g_00263
OG0000399	Prav.g_01973	Prar.g_00260
OG0000400	Prav.g_01974	Prar.g_00259
OG0000401	Prav.g_01975	Prar.g_00258
OG0000402	Prav.g_01980	Prar.g_00394
OG0000403	Prav.g_01981	Prar.g_00395
OG0000404	Prav.g_01982	Prar.g_00396
OG0000405	Prav.g_01984	Prar.g_00398
OG0000406	Prav.g_01987	Prar.g_00401
OG0000407	Prav.g_01988	Prar.g_00402
OG0000408	Prav.g_01991	Prar.g_00405
OG0000409	Prav.g_01992	Prar.g_00406
OG0000410	Prav.g_01993	Prar.g_00407
OG0000411	Prav.g_01994	Prar.g_00408
OG0000412	Prav.g_01995	Prar.g_00409
OG0000413	Prav.g_01996	Prar.g_00410
OG0000414	Prav.g_01997	Prar.g_00411
OG0000415	Prav.g_01998	Prar.g_00412
OG0000416	Prav.g_00974	Prar.g_00415
OG0000417	Prav.g_00975	Prar.g_00416
OG0000418	Prav.g_00976	Prar.g_00417
OG0000419	Prav.g_00977	Prar.g_00418
OG0000420	Prav.g_00978	Prar.g_00419
OG0000421	Prav.g_00990	Prar.g_00432
OG0000422	Prav.g_00996	Prar.g_00440
OG0000423	Prav.g_00997	Prar.g_00441
OG0000424	Prav.g_01001	Prar.g_00446
OG0000425	Prav.g_01030	Prar.g_00479
OG0000426	Prav.g_01031	Prar.g_00480
OG0000427	Prav.g_01032	Prar.g_00481
OG0000428	Prav.g_01034	Prar.g_00483
OG0000429	Prav.g_01035	Prar.g_00484
OG0000430	Prav.g_01037	Prar.g_00486
OG0000431	Prav.g_01038	Prar.g_00487
OG0000432	Prav.g_01039	Prar.g_00488
OG0000433	Prav.g_01040	Prar.g_00489
OG0000434	Prav.g_01041	Prar.g_00490
OG0000435	Prav.g_01042	Prar.g_00491
OG0000436	Prav.g_01043	Prar.g_00492
OG0000437	Prav.g_01044	Prar.g_00493
OG0000438	Prav.g_01045	Prar.g_00494
OG0000439	Prav.g_01046	Prar.g_00495
OG0000440	Prav.g_01047	Prar.g_00496
OG0000441	Prav.g_01048	Prar.g_00497
OG0000442	Prav.g_01049	Prar.g_00498
OG0000443	Prav.g_01050	Prar.g_00499
OG0000444	Prav.g_01051	Prar.g_00500
OG0000445	Prav.g_01052	Prar.g_00501
OG0000446	Prav.g_01053	Prar.g_00503
OG0000447	Prav.g_01054	Prar.g_00504
OG0000448	Prav.g_01056	Prar.g_00506
OG0000449	Prav.g_01059	Prar.g_00510
OG0000450	Prav.g_01060	Prar.g_00511
OG0000451	Prav.g_01061	Prar.g_00512
OG0000452	Prav.g_01062	Prar.g_00513
OG0000453	Prav.g_01063	Prar.g_00514
OG0000454	Prav.g_01069	Prar.g_00521
OG0000455	Prav.g_01071	Prar.g_00523
OG0000456	Prav.g_01075	Prar.g_00527
OG0000457	Prav.g_01076	Prar.g_00528
OG0000458	Prav.g_01077	Prar.g_00529
OG0000459	Prav.g_01079	Prar.g_00531
OG0000460	Prav.g_01081	Prar.g_00533
OG0000461	Prav.g_01082	Prar.g_00534
OG0000462	Prav.g_01083	Prar.g_00535
OG0000463	Prav.g_01085	Prar.g_00537
OG0000464	Prav.g_01086	Prar.g_00538
OG0000465	Prav.g_01087	Prar.g_00539
OG0000466	Prav.g_01088	Prar.g_00540
OG0000467	Prav.g_01089	Prar.g_00541
OG0000468	Prav.g_01090	Prar.g_00542
OG0000469	Prav.g_01091	Prar.g_00543
OG0000470	Prav.g_01092	Prar.g_00544
OG0000471	Prav.g_01093	Prar.g_00545
OG0000472	Prav.g_01098	Prar.g_01331
OG0000473	Prav.g_01099	Prar.g_01332
OG0000474	Prav.g_01100	Prar.g_01333
OG0000475	Prav.g_01101	Prar.g_01334
OG0000476	Prav.g_01103	Prar.g_01336
OG0000477	Prav.g_01104	Prar.g_01337
OG0000478	Prav.g_01105	Prar.g_01338
OG0000479	Prav.g_01106	Prar.g_01339
OG0000480	Prav.g_01108	Prar.g_01341
OG0000481	Prav.g_01110	Prar.g_01343
OG0000482	Prav.g_01111	Prar.g_01344
OG0000483	Prav.g_01113	Prar.g_01345
OG0000484	Prav.g_01114	Prar.g_01346
OG0000485	Prav.g_01115	Prar.g_01347
OG0000486	Prav.g_01116	Prar.g_01348
OG0000487	Prav.g_01121	Prar.g_01353
OG0000488	Prav.g_01123	Prar.g_01355
OG0000489	Prav.g_01124	Prar.g_01356
OG0000490	Prav.g_01125	Prar.g_01357
OG0000491	Prav.g_01126	Prar.g_01358
OG0000492	Prav.g_01127	Prar.g_01359
OG0000493	Prav.g_01128	Prar.g_01360
OG0000494	Prav.g_01129	Prar.g_01361
OG0000495	Prav.g_01132	Prar.g_01364
OG0000496	Prav.g_01133	Prar.g_01365
OG0000497	Prav.g_01134	Prar.g_01366
OG0000498	Prav.g_01135	Prar.g_01367
OG0000499	Prav.g_01136	Prar.g_01368
OG0000500	Prav.g_01138	Prar.g_01370
OG0000501	Prav.g_01139	Prar.g_01371
OG0000502	Prav.g_01140	Prar.g_01372
OG0000503	Prav.g_01142	Prar.g_01374
OG0000504	Prav.g_01143	Prar.g_01375
OG0000505	Prav.g_01144	Prar.g_01376
OG0000506	Prav.g_01145	Prar.g_01377
OG0000507	Prav.g_01146	Prar.g_01378
OG0000508	Prav.g_01147	Prar.g_01379
OG0000509	Prav.g_01148	Prar.g_01380
OG0000510	Prav.g_01149	Prar.g_01381
OG0000511	Prav.g_01151	Prar.g_01383
OG0000512	Prav.g_01152	Prar.g_01384
OG0000513	Prav.g_01153	Prar.g_01385
OG0000514	Prav.g_01154	Prar.g_01386
OG0000515	Prav.g_01155	Prar.g_01387
OG0000516	Prav.g_01156	Prar.g_01388
OG0000517	Prav.g_01158	Prar.g_01390
OG0000518	Prav.g_01159	Prar.g_01391
OG0000519	Prav.g_01160	Prar.g_01392
OG0000520	Prav.g_01161	Prar.g_01393
OG0000521	Prav.g_01162	Prar.g_01394
OG0000522	Prav.g_01163	Prar.g_01395
OG0000523	Prav.g_01164	Prar.g_01396
OG0000524	Prav.g_01165	Prar.g_01397
OG0000525	Prav.g_01166	Prar.g_01398
OG0000526	Prav.g_01167	Prar.g_01399
OG0000527	Prav.g_01168	Prar.g_01400
OG0000528	Prav.g_01169	Prar.g_01401
OG0000529	Prav.g_01170	Prar.g_01402
OG0000530	Prav.g_01171	Prar.g_01403
OG0000531	Prav.g_01172	Prar.g_01404
OG0000532	Prav.g_01173	Prar.g_01405
OG0000533	Prav.g_01175	Prar.g_01407
OG0000534	Prav.g_01176	Prar.g_01408
OG0000535	Prav.g_01177	Prar.g_01409
OG0000536	Prav.g_01178	Prar.g_01410
OG0000537	Prav.g_01179	Prar.g_01411
OG0000538	Prav.g_01180	Prar.g_01412
OG0000539	Prav.g_01183	Prar.g_01415
OG0000540	Prav.g_01184	Prar.g_01416
OG0000541	Prav.g_01185	Prar.g_01417
OG0000542	Prav.g_01187	Prar.g_01420
OG0000543	Prav.g_01188	Prar.g_01422
OG0000544	Prav.g_01189	Prar.g_01423
OG0000545	Prav.g_01190	Prar.g_01424
OG0000546	Prav.g_01191	Prar.g_01425
OG0000547	Prav.g_01192	Prar.g_01426
OG0000548	Prav.g_01193	Prar.g_01427
OG0000549	Prav.g_01195	Prar.g_01429
OG0000550	Prav.g_01196	Prar.g_01430
OG0000551	Prav.g_01197	Prar.g_01431
OG0000552	Prav.g_01198	Prar.g_01432
OG0000553	Prav.g_01199	Prar.g_01433
OG0000554	Prav.g_01200	Prar.g_01434
OG0000555	Prav.g_01201	Prar.g_01435
OG0000556	Prav.g_01202	Prar.g_01436
OG0000557	Prav.g_01203	Prar.g_01437
OG0000558	Prav.g_01204	Prar.g_01438
OG0000559	Prav.g_01205	Prar.g_01439
OG0000560	Prav.g_01206	Prar.g_01440
OG0000561	Prav.g_01207	Prar.g_01441
OG0000562	Prav.g_01208	Prar.g_01442
OG0000563	Prav.g_01209	Prar.g_01443
OG0000564	Prav.g_01210	Prar.g_01444
OG0000565	Prav.g_01211	Prar.g_01445
OG0000566	Prav.g_01212	Prar.g_01446
OG0000567	Prav.g_01213	Prar.g_01447
OG0000568	Prav.g_01214	Prar.g_01448
OG0000569	Prav.g_01219	Prar.g_01451
OG0000570	Prav.g_01220	Prar.g_01452
OG0000571	Prav.g_01222	Prar.g_01454
OG0000572	Prav.g_01223	Prar.g_01455
