Orthogroup	Prav	Prbb
OG0000039	Prav.g_01385	Prbb.g_01919, Prbb.g_00014
OG0000040	Prav.g_01407	Prbb.g_01229
OG0000040	Prav.g_01014	Prbb.g_01368
OG0000041	Prav.g_01221	Prbb.g_01111
OG0000043	Prav.g_01877	Prbb.g_01449
OG0000045	Prav.g_01182	Prbb.g_01882
OG0000046	Prav.g_00360	Prbb.g_01231
OG0000047	Prav.g_00065	Prbb.g_01517
OG0000048	Prav.g_01533	Prbb.g_00112
OG0000049	Prav.g_01512	Prbb.g_00851
OG0000050	Prav.g_00872	Prbb.g_00223
OG0000051	Prav.g_00979	Prbb.g_01373, Prbb.g_01411
OG0000053	Prav.g_00306	Prbb.g_00713
OG0000054	Prav.g_01754	Prbb.g_01816
OG0000055	Prav.g_00689	Prbb.g_02061
OG0000056	Prav.g_00099, Prav.g_01324	Prbb.g_00032
OG0000057	Prav.g_00881	Prbb.g_00214
OG0000058	Prav.g_00989	Prbb.g_01197, Prbb.g_01329
OG0000059	Prav.g_01137	Prbb.g_00542
OG0000060	Prav.g_01336	Prbb.g_00726
OG0000061	Prav.g_01325	Prbb.g_00053
OG0000062	Prav.g_00419	Prbb.g_00807, Prbb.g_01218
OG0000063	Prav.g_00021, Prav.g_01388	Prbb.g_00054
OG0000065	Prav.g_00801	Prbb.g_00294
OG0000066	Prav.g_01073	Prbb.g_00478
OG0000067	Prav.g_01296	Prbb.g_01359, Prbb.g_00706
OG0000069	Prav.g_00031, Prav.g_00576	Prbb.g_01627
OG0000070	Prav.g_00933	Prbb.g_01070
OG0000071	Prav.g_01390	Prbb.g_01399
OG0000072	Prav.g_01438	Prbb.g_01586
OG0000073	Prav.g_01752	Prbb.g_01187
OG0000073	Prav.g_01717	Prbb.g_01270, Prbb.g_01432
OG0000074	Prav.g_01513	Prbb.g_00678
OG0000075	Prav.g_00632	Prbb.g_02001
OG0000077	Prav.g_00079	Prbb.g_00012
OG0000078	Prav.g_01968	Prbb.g_00373
OG0000079	Prav.g_00999	Prbb.g_01326
OG0000080	Prav.g_01267	Prbb.g_00673
OG0000081	Prav.g_01289	Prbb.g_00697, Prbb.g_00698
OG0000082	Prav.g_00404	Prbb.g_00790
OG0000083	Prav.g_00467	Prbb.g_00909, Prbb.g_01198
OG0000084	Prav.g_00556	Prbb.g_00991
OG0000085	Prav.g_00261, Prav.g_01552	Prbb.g_01238
OG0000086	Prav.g_00033	Prbb.g_01887
OG0000088	Prav.g_01395	Prbb.g_01306
OG0000090	Prav.g_01514	Prbb.g_00388
OG0000091	Prav.g_01586	Prbb.g_01694
OG0000092	Prav.g_01705	Prbb.g_01208
OG0000093	Prav.g_00292	Prbb.g_01946
OG0000094	Prav.g_00629	Prbb.g_01997
OG0000095	Prav.g_00663	Prbb.g_02034
OG0000096	Prav.g_00733	Prbb.g_02123
OG0000098	Prav.g_00789	Prbb.g_00003
OG0000099	Prav.g_00091	Prbb.g_00024
OG0000101	Prav.g_00120	Prbb.g_00064
OG0000102	Prav.g_00178	Prbb.g_00170
OG0000103	Prav.g_00186	Prbb.g_00179
OG0000104	Prav.g_00204	Prbb.g_00196
OG0000105	Prav.g_00868	Prbb.g_00227
OG0000106	Prav.g_00854	Prbb.g_00240
OG0000107	Prav.g_00846	Prbb.g_00249
OG0000108	Prav.g_00836	Prbb.g_00259
OG0000109	Prav.g_00799	Prbb.g_00041, Prbb.g_00297
OG0000110	Prav.g_01898	Prbb.g_00307
OG0000111	Prav.g_01920	Prbb.g_00327
OG0000113	Prav.g_01943	Prbb.g_00348
OG0000114	Prav.g_00955, Prav.g_01971	Prbb.g_00376
OG0000115	Prav.g_01072	Prbb.g_00477
OG0000116	Prav.g_01074	Prbb.g_00479
OG0000117	Prav.g_01078	Prbb.g_00484, Prbb.g_00485
OG0000118	Prav.g_01097	Prbb.g_00503
OG0000119	Prav.g_01130	Prbb.g_00535
OG0000120	Prav.g_01131	Prbb.g_00536
OG0000121	Prav.g_01141, Prav.g_00954	Prbb.g_00546
OG0000122	Prav.g_01150	Prbb.g_00556
OG0000123	Prav.g_01181	Prbb.g_00586
OG0000124	Prav.g_01249	Prbb.g_00652
OG0000125	Prav.g_01250	Prbb.g_00653
OG0000126	Prav.g_01251	Prbb.g_00654
OG0000127	Prav.g_01284	Prbb.g_00692
OG0000128	Prav.g_00308	Prbb.g_00715
OG0000129	Prav.g_00328	Prbb.g_00737
OG0000130	Prav.g_00381	Prbb.g_00954
OG0000131	Prav.g_00395	Prbb.g_00781
OG0000132	Prav.g_00430	Prbb.g_00817
OG0000133	Prav.g_00515	Prbb.g_00950
OG0000134	Prav.g_00525	Prbb.g_00768
OG0000135	Prav.g_00560	Prbb.g_00995
OG0000136	Prav.g_00930	Prbb.g_01067
OG0000137	Prav.g_00036	Prbb.g_01890
OG0000138	Prav.g_00060	Prbb.g_01523
OG0000139	Prav.g_00071	Prbb.g_01510
OG0000140	Prav.g_01824	Prbb.g_01456
OG0000141	Prav.g_02003	Prbb.g_01060
OG0000142	Prav.g_01450	Prbb.g_01598
OG0000143	Prav.g_01473	Prbb.g_01639
OG0000144	Prav.g_01565	Prbb.g_01673
OG0000145	Prav.g_01579	Prbb.g_01687
OG0000146	Prav.g_01615	Prbb.g_01721
OG0000147	Prav.g_01655	Prbb.g_01767
OG0000148	Prav.g_01656	Prbb.g_01768
OG0000149	Prav.g_01759	Prbb.g_01821
OG0000150	Prav.g_01797	Prbb.g_01858
OG0000151	Prav.g_01800	Prbb.g_01860
OG0000152	Prav.g_00264	Prbb.g_01880
OG0000153	Prav.g_00591	Prbb.g_01959
OG0000154	Prav.g_00627	Prbb.g_01995
OG0000155	Prav.g_00645	Prbb.g_02014
OG0000156	Prav.g_00674	Prbb.g_02046
OG0000157	Prav.g_00706	Prbb.g_02082
OG0000158	Prav.g_00768	Prbb.g_02168
OG0000160	Prav.g_00787	Prbb.g_00001
OG0000161	Prav.g_00788	Prbb.g_00002
OG0000162	Prav.g_00790	Prbb.g_00004
OG0000163	Prav.g_00791	Prbb.g_00005
OG0000164	Prav.g_00792	Prbb.g_00007
OG0000165	Prav.g_00793	Prbb.g_00008
OG0000166	Prav.g_00794	Prbb.g_00009
OG0000167	Prav.g_00795	Prbb.g_00010
OG0000168	Prav.g_00078	Prbb.g_00011
OG0000169	Prav.g_00080	Prbb.g_00013
OG0000170	Prav.g_00082	Prbb.g_00015
OG0000171	Prav.g_00083	Prbb.g_00016
OG0000172	Prav.g_00084	Prbb.g_00017
OG0000173	Prav.g_00085	Prbb.g_00018
OG0000174	Prav.g_00086	Prbb.g_00019
OG0000175	Prav.g_00087	Prbb.g_00020
OG0000176	Prav.g_00088	Prbb.g_00021
OG0000177	Prav.g_00089	Prbb.g_00022
OG0000178	Prav.g_00090	Prbb.g_00023
OG0000179	Prav.g_00092	Prbb.g_00025
OG0000180	Prav.g_00093	Prbb.g_00026
OG0000181	Prav.g_00094	Prbb.g_00027
OG0000182	Prav.g_00095	Prbb.g_00028
OG0000183	Prav.g_00096	Prbb.g_00029
OG0000184	Prav.g_00097	Prbb.g_00030
OG0000185	Prav.g_00100	Prbb.g_00033
OG0000186	Prav.g_00103	Prbb.g_00035
OG0000187	Prav.g_00104	Prbb.g_00036
OG0000188	Prav.g_00105	Prbb.g_00037
OG0000189	Prav.g_00111	Prbb.g_00055
OG0000190	Prav.g_00113	Prbb.g_00057
OG0000191	Prav.g_00114	Prbb.g_00058
OG0000192	Prav.g_00115	Prbb.g_00059
OG0000193	Prav.g_00116	Prbb.g_00060
OG0000194	Prav.g_00117	Prbb.g_00061
OG0000195	Prav.g_00118	Prbb.g_00062
OG0000196	Prav.g_00119	Prbb.g_00063
OG0000197	Prav.g_00121	Prbb.g_00065
OG0000198	Prav.g_00122	Prbb.g_00066
OG0000199	Prav.g_00123	Prbb.g_00067
OG0000200	Prav.g_00129	Prbb.g_00119
OG0000201	Prav.g_00130	Prbb.g_00120
OG0000202	Prav.g_00131	Prbb.g_00121
OG0000203	Prav.g_00134	Prbb.g_00124
OG0000204	Prav.g_00135	Prbb.g_00125
OG0000205	Prav.g_00138	Prbb.g_00128
OG0000206	Prav.g_00140	Prbb.g_00130
OG0000207	Prav.g_00142	Prbb.g_00132
OG0000208	Prav.g_00143	Prbb.g_00133
OG0000209	Prav.g_00144	Prbb.g_00134
OG0000210	Prav.g_00145	Prbb.g_00135
OG0000211	Prav.g_00146	Prbb.g_00136
OG0000212	Prav.g_00147	Prbb.g_00137
OG0000213	Prav.g_00148	Prbb.g_00138
OG0000214	Prav.g_00149	Prbb.g_00139
OG0000215	Prav.g_00150	Prbb.g_00140
OG0000216	Prav.g_00151	Prbb.g_00141
OG0000217	Prav.g_00153	Prbb.g_00143
OG0000218	Prav.g_00154	Prbb.g_00144
OG0000219	Prav.g_00155	Prbb.g_00145
OG0000220	Prav.g_00156	Prbb.g_00146
OG0000221	Prav.g_00159	Prbb.g_00149
OG0000222	Prav.g_00160	Prbb.g_00150
OG0000223	Prav.g_00161	Prbb.g_00151
OG0000224	Prav.g_00162	Prbb.g_00152
OG0000225	Prav.g_00163	Prbb.g_00153
OG0000226	Prav.g_00164	Prbb.g_00154
OG0000227	Prav.g_00165	Prbb.g_00156
OG0000228	Prav.g_00166	Prbb.g_00157
OG0000229	Prav.g_00167	Prbb.g_00158
OG0000230	Prav.g_00168	Prbb.g_00159
OG0000231	Prav.g_00169	Prbb.g_00160
OG0000232	Prav.g_00171	Prbb.g_00161
OG0000233	Prav.g_00172	Prbb.g_00162
OG0000234	Prav.g_00173	Prbb.g_00163
OG0000235	Prav.g_00174	Prbb.g_00164
OG0000236	Prav.g_00175	Prbb.g_00167
OG0000237	Prav.g_00176	Prbb.g_00168
OG0000238	Prav.g_00177	Prbb.g_00169
OG0000239	Prav.g_00179	Prbb.g_00171
OG0000240	Prav.g_00180	Prbb.g_00173
OG0000241	Prav.g_00181	Prbb.g_00174
OG0000242	Prav.g_00182	Prbb.g_00175
OG0000243	Prav.g_00185	Prbb.g_00177
OG0000244	Prav.g_00187	Prbb.g_00180
OG0000245	Prav.g_00188	Prbb.g_00181
OG0000246	Prav.g_00189	Prbb.g_00182
OG0000247	Prav.g_00192	Prbb.g_00185
OG0000248	Prav.g_00194	Prbb.g_00187
OG0000249	Prav.g_00195	Prbb.g_00189
OG0000250	Prav.g_00196	Prbb.g_00190
OG0000251	Prav.g_00197	Prbb.g_00191
OG0000252	Prav.g_00198	Prbb.g_00192
OG0000253	Prav.g_00199	Prbb.g_00193
OG0000254	Prav.g_00201	Prbb.g_01101
OG0000255	Prav.g_00202	Prbb.g_00194
OG0000256	Prav.g_00205	Prbb.g_00197
OG0000257	Prav.g_00207	Prbb.g_00200
OG0000258	Prav.g_00212	Prbb.g_00202
OG0000259	Prav.g_00213	Prbb.g_00203
OG0000260	Prav.g_00214	Prbb.g_00204
OG0000261	Prav.g_00215	Prbb.g_00205
OG0000262	Prav.g_00216	Prbb.g_00206
OG0000263	Prav.g_00887	Prbb.g_00208
OG0000264	Prav.g_00886	Prbb.g_00209
OG0000265	Prav.g_00885	Prbb.g_00210
OG0000266	Prav.g_00884	Prbb.g_00211
OG0000267	Prav.g_00883	Prbb.g_00212
OG0000268	Prav.g_00882	Prbb.g_00213
OG0000269	Prav.g_00880	Prbb.g_00215
OG0000270	Prav.g_00879	Prbb.g_00216
OG0000271	Prav.g_00878	Prbb.g_00217
OG0000272	Prav.g_00877	Prbb.g_00218
OG0000273	Prav.g_00876	Prbb.g_00219
OG0000274	Prav.g_00875	Prbb.g_00220
OG0000275	Prav.g_00874	Prbb.g_00221
OG0000276	Prav.g_00873	Prbb.g_00222
OG0000277	Prav.g_00871	Prbb.g_00224
OG0000278	Prav.g_00870	Prbb.g_00225
OG0000279	Prav.g_00869	Prbb.g_00226
OG0000280	Prav.g_00867	Prbb.g_00228
OG0000281	Prav.g_00865	Prbb.g_00229
OG0000282	Prav.g_00864	Prbb.g_00230
OG0000283	Prav.g_00863	Prbb.g_00231
OG0000284	Prav.g_00862	Prbb.g_00232
OG0000285	Prav.g_00861	Prbb.g_00233
OG0000286	Prav.g_00860	Prbb.g_00234
OG0000287	Prav.g_00859	Prbb.g_00235
OG0000288	Prav.g_00857	Prbb.g_00237
OG0000289	Prav.g_00856	Prbb.g_00238
OG0000290	Prav.g_00855	Prbb.g_00239
OG0000291	Prav.g_00853	Prbb.g_00241
OG0000292	Prav.g_00852	Prbb.g_00243
OG0000293	Prav.g_00851	Prbb.g_00244
OG0000294	Prav.g_00850	Prbb.g_00245
OG0000295	Prav.g_00849	Prbb.g_00246
OG0000296	Prav.g_00848	Prbb.g_00247
OG0000297	Prav.g_00847	Prbb.g_00248
OG0000298	Prav.g_00845	Prbb.g_00250
OG0000299	Prav.g_00844	Prbb.g_00251
OG0000300	Prav.g_00843	Prbb.g_00252
OG0000301	Prav.g_00842	Prbb.g_00253
OG0000302	Prav.g_00841	Prbb.g_00254
OG0000303	Prav.g_00840	Prbb.g_00255
OG0000304	Prav.g_00838	Prbb.g_00257
OG0000305	Prav.g_00837	Prbb.g_00258
OG0000306	Prav.g_00834	Prbb.g_00260
OG0000307	Prav.g_00833	Prbb.g_00261
OG0000308	Prav.g_00832	Prbb.g_00262
OG0000309	Prav.g_00831	Prbb.g_00263
OG0000310	Prav.g_00830	Prbb.g_00264
OG0000311	Prav.g_00829	Prbb.g_00265
OG0000312	Prav.g_00828	Prbb.g_00266
OG0000313	Prav.g_00827	Prbb.g_00267
OG0000314	Prav.g_00826	Prbb.g_00268
OG0000315	Prav.g_00825	Prbb.g_00269
OG0000316	Prav.g_00824	Prbb.g_00270
OG0000317	Prav.g_00823	Prbb.g_00271
OG0000318	Prav.g_00822	Prbb.g_00272
OG0000319	Prav.g_00821	Prbb.g_00273
OG0000320	Prav.g_00820	Prbb.g_00274
OG0000321	Prav.g_00819	Prbb.g_00275
OG0000322	Prav.g_00818	Prbb.g_00276
OG0000323	Prav.g_00817	Prbb.g_00277
OG0000324	Prav.g_00816	Prbb.g_00278
OG0000325	Prav.g_00815	Prbb.g_00279
OG0000326	Prav.g_00814	Prbb.g_00280
OG0000327	Prav.g_00813	Prbb.g_00281
OG0000328	Prav.g_00812	Prbb.g_00282
OG0000329	Prav.g_00811	Prbb.g_00283
OG0000330	Prav.g_00810	Prbb.g_00284
OG0000331	Prav.g_00809	Prbb.g_00285
OG0000332	Prav.g_00808	Prbb.g_00286
OG0000333	Prav.g_00807	Prbb.g_00287
OG0000334	Prav.g_00806	Prbb.g_00288
OG0000335	Prav.g_00805	Prbb.g_00290
OG0000336	Prav.g_00803	Prbb.g_00292
OG0000337	Prav.g_00802	Prbb.g_00293
OG0000338	Prav.g_00798	Prbb.g_00298
OG0000339	Prav.g_01889	Prbb.g_00300
OG0000340	Prav.g_01891	Prbb.g_00302
OG0000341	Prav.g_01892	Prbb.g_00303
OG0000342	Prav.g_01893	Prbb.g_00304
OG0000343	Prav.g_01894	Prbb.g_00305
OG0000344	Prav.g_01897	Prbb.g_00306
OG0000345	Prav.g_01900	Prbb.g_00309
OG0000346	Prav.g_01901	Prbb.g_00310
OG0000347	Prav.g_01904	Prbb.g_00313
OG0000348	Prav.g_01906	Prbb.g_00314
OG0000349	Prav.g_01907	Prbb.g_00315
OG0000350	Prav.g_01909	Prbb.g_00316
OG0000351	Prav.g_01910	Prbb.g_00317
OG0000352	Prav.g_01911	Prbb.g_00318
OG0000353	Prav.g_01912	Prbb.g_00319
OG0000354	Prav.g_01913	Prbb.g_00320
OG0000355	Prav.g_01914	Prbb.g_00321
OG0000356	Prav.g_01915	Prbb.g_00322
OG0000357	Prav.g_01916	Prbb.g_00323
OG0000358	Prav.g_01917	Prbb.g_00324
OG0000359	Prav.g_01918	Prbb.g_00326
OG0000360	Prav.g_01921	Prbb.g_00328
OG0000361	Prav.g_01922	Prbb.g_00329
OG0000362	Prav.g_01923	Prbb.g_00330
OG0000363	Prav.g_01924	Prbb.g_00331
OG0000364	Prav.g_01928	Prbb.g_00334
OG0000365	Prav.g_01929	Prbb.g_00335
OG0000366	Prav.g_01931	Prbb.g_00337
OG0000367	Prav.g_01932	Prbb.g_00338
OG0000368	Prav.g_01933	Prbb.g_00339
OG0000369	Prav.g_01934	Prbb.g_00340
OG0000370	Prav.g_01935	Prbb.g_00341
OG0000371	Prav.g_01936	Prbb.g_00342
OG0000372	Prav.g_01937	Prbb.g_00343
OG0000373	Prav.g_01938	Prbb.g_00344
OG0000374	Prav.g_01940	Prbb.g_00345
OG0000375	Prav.g_01941	Prbb.g_00346
OG0000376	Prav.g_01944	Prbb.g_00349
OG0000377	Prav.g_01945	Prbb.g_00350
OG0000378	Prav.g_01946	Prbb.g_00351
OG0000379	Prav.g_01947	Prbb.g_00352
OG0000380	Prav.g_01948	Prbb.g_00353
OG0000381	Prav.g_01949	Prbb.g_00354
OG0000382	Prav.g_01950	Prbb.g_00355
OG0000383	Prav.g_01951	Prbb.g_00356
OG0000384	Prav.g_01954	Prbb.g_00359
OG0000385	Prav.g_01955	Prbb.g_00360
OG0000386	Prav.g_01956	Prbb.g_00361
OG0000387	Prav.g_01957	Prbb.g_00362
OG0000388	Prav.g_01958	Prbb.g_00363
OG0000389	Prav.g_01959	Prbb.g_00364
OG0000390	Prav.g_01960	Prbb.g_00365
OG0000391	Prav.g_01961	Prbb.g_00366
OG0000392	Prav.g_01962	Prbb.g_00367
OG0000393	Prav.g_01963	Prbb.g_00368
OG0000394	Prav.g_01964	Prbb.g_00369
OG0000395	Prav.g_01965	Prbb.g_00370
OG0000396	Prav.g_01967	Prbb.g_00372
OG0000397	Prav.g_01969	Prbb.g_00374
OG0000398	Prav.g_01970	Prbb.g_00375
OG0000399	Prav.g_01973	Prbb.g_00378
OG0000400	Prav.g_01974	Prbb.g_00384
OG0000401	Prav.g_01975	Prbb.g_00739
OG0000402	Prav.g_01980	Prbb.g_00394
OG0000403	Prav.g_01981	Prbb.g_00396
OG0000404	Prav.g_01982	Prbb.g_00397
OG0000405	Prav.g_01984	Prbb.g_00398
OG0000406	Prav.g_01987	Prbb.g_00401
OG0000407	Prav.g_01988	Prbb.g_00402
OG0000408	Prav.g_01991	Prbb.g_00404
OG0000409	Prav.g_01992	Prbb.g_00405
OG0000410	Prav.g_01993	Prbb.g_00406
OG0000411	Prav.g_01994	Prbb.g_00407
OG0000412	Prav.g_01995	Prbb.g_00408
OG0000413	Prav.g_01996	Prbb.g_00409
OG0000414	Prav.g_01997	Prbb.g_00410
OG0000415	Prav.g_01998	Prbb.g_00411
OG0000416	Prav.g_00974	Prbb.g_00415
OG0000417	Prav.g_00975	Prbb.g_00416
OG0000418	Prav.g_00976	Prbb.g_00418
OG0000419	Prav.g_00977	Prbb.g_00419
OG0000420	Prav.g_00978	Prbb.g_00836
OG0000421	Prav.g_00990	Prbb.g_01094
OG0000422	Prav.g_00996	Prbb.g_01124
OG0000423	Prav.g_00997	Prbb.g_01288
OG0000424	Prav.g_01001	Prbb.g_01923
OG0000425	Prav.g_01030	Prbb.g_00436
OG0000426	Prav.g_01031	Prbb.g_00437
OG0000427	Prav.g_01032	Prbb.g_00438
OG0000428	Prav.g_01034	Prbb.g_00440
OG0000429	Prav.g_01035	Prbb.g_00441
OG0000430	Prav.g_01037	Prbb.g_00443
OG0000431	Prav.g_01038	Prbb.g_00444
OG0000432	Prav.g_01039	Prbb.g_00445
OG0000433	Prav.g_01040	Prbb.g_00446
OG0000434	Prav.g_01041	Prbb.g_00447
OG0000435	Prav.g_01042	Prbb.g_00448
OG0000436	Prav.g_01043	Prbb.g_00449
OG0000437	Prav.g_01044	Prbb.g_00450
OG0000438	Prav.g_01045	Prbb.g_00451
OG0000439	Prav.g_01046	Prbb.g_00452
OG0000440	Prav.g_01047	Prbb.g_00453
OG0000441	Prav.g_01048	Prbb.g_00454
OG0000442	Prav.g_01049	Prbb.g_00455
OG0000443	Prav.g_01050	Prbb.g_00456
OG0000444	Prav.g_01051	Prbb.g_00457
OG0000445	Prav.g_01052	Prbb.g_00458
OG0000446	Prav.g_01053	Prbb.g_00460
OG0000447	Prav.g_01054	Prbb.g_00461
OG0000448	Prav.g_01056	Prbb.g_00462
OG0000449	Prav.g_01059	Prbb.g_00468
OG0000450	Prav.g_01060	Prbb.g_00469
OG0000451	Prav.g_01061	Prbb.g_00470
OG0000452	Prav.g_01062	Prbb.g_00472
OG0000453	Prav.g_01063	Prbb.g_00473
OG0000454	Prav.g_01069	Prbb.g_00475
OG0000455	Prav.g_01071	Prbb.g_00476
OG0000456	Prav.g_01075	Prbb.g_00480
OG0000457	Prav.g_01076	Prbb.g_00482
OG0000458	Prav.g_01077	Prbb.g_00483
OG0000459	Prav.g_01079	Prbb.g_00486
OG0000460	Prav.g_01081	Prbb.g_00488
OG0000461	Prav.g_01082	Prbb.g_00489
OG0000462	Prav.g_01083	Prbb.g_00490
OG0000463	Prav.g_01085	Prbb.g_00491
OG0000464	Prav.g_01086	Prbb.g_00492
OG0000465	Prav.g_01087	Prbb.g_00493
OG0000466	Prav.g_01088	Prbb.g_00494
OG0000467	Prav.g_01089	Prbb.g_00495
OG0000468	Prav.g_01090	Prbb.g_00496
OG0000469	Prav.g_01091	Prbb.g_00497
OG0000470	Prav.g_01092	Prbb.g_00498
OG0000471	Prav.g_01093	Prbb.g_00499
OG0000472	Prav.g_01098	Prbb.g_00504
OG0000473	Prav.g_01099	Prbb.g_00505
OG0000474	Prav.g_01100	Prbb.g_00506
OG0000475	Prav.g_01101	Prbb.g_00507
OG0000476	Prav.g_01103	Prbb.g_00509
OG0000477	Prav.g_01104	Prbb.g_00510
OG0000478	Prav.g_01105	Prbb.g_00511
OG0000479	Prav.g_01106	Prbb.g_00512
OG0000480	Prav.g_01108	Prbb.g_00514
OG0000481	Prav.g_01110	Prbb.g_00516
OG0000482	Prav.g_01111	Prbb.g_00517
OG0000483	Prav.g_01113	Prbb.g_00519
OG0000484	Prav.g_01114	Prbb.g_00520
OG0000485	Prav.g_01115	Prbb.g_00521
OG0000486	Prav.g_01116	Prbb.g_00523
OG0000487	Prav.g_01121	Prbb.g_00527
OG0000488	Prav.g_01123	Prbb.g_00528
OG0000489	Prav.g_01124	Prbb.g_00529
OG0000490	Prav.g_01125	Prbb.g_00530
OG0000491	Prav.g_01126	Prbb.g_00531
OG0000492	Prav.g_01127	Prbb.g_00532
OG0000493	Prav.g_01128	Prbb.g_00533
OG0000494	Prav.g_01129	Prbb.g_00534
OG0000495	Prav.g_01132	Prbb.g_00537
OG0000496	Prav.g_01133	Prbb.g_00538
OG0000497	Prav.g_01134	Prbb.g_00539
OG0000498	Prav.g_01135	Prbb.g_00540
OG0000499	Prav.g_01136	Prbb.g_00541
OG0000500	Prav.g_01138	Prbb.g_00543
OG0000501	Prav.g_01139	Prbb.g_00544
OG0000502	Prav.g_01140	Prbb.g_00545
OG0000503	Prav.g_01142	Prbb.g_00547
OG0000504	Prav.g_01143	Prbb.g_00548
OG0000505	Prav.g_01144	Prbb.g_00550
OG0000506	Prav.g_01145	Prbb.g_00551
OG0000507	Prav.g_01146	Prbb.g_00552
OG0000508	Prav.g_01147	Prbb.g_00553
OG0000509	Prav.g_01148	Prbb.g_00554
OG0000510	Prav.g_01149	Prbb.g_00555
OG0000511	Prav.g_01151	Prbb.g_00557
OG0000512	Prav.g_01152	Prbb.g_00558
OG0000513	Prav.g_01153	Prbb.g_00559
OG0000514	Prav.g_01154	Prbb.g_00560
OG0000515	Prav.g_01155	Prbb.g_00561
OG0000516	Prav.g_01156	Prbb.g_00562
OG0000517	Prav.g_01158	Prbb.g_00564
OG0000518	Prav.g_01159	Prbb.g_00565
OG0000519	Prav.g_01160	Prbb.g_00566
OG0000520	Prav.g_01161	Prbb.g_00567
OG0000521	Prav.g_01162	Prbb.g_00568
OG0000522	Prav.g_01163	Prbb.g_00569
OG0000523	Prav.g_01164	Prbb.g_00570
OG0000524	Prav.g_01165	Prbb.g_00571
OG0000525	Prav.g_01166	Prbb.g_00572
OG0000526	Prav.g_01167	Prbb.g_00573
OG0000527	Prav.g_01168	Prbb.g_00574
OG0000528	Prav.g_01169	Prbb.g_00575
OG0000529	Prav.g_01170	Prbb.g_00576
OG0000530	Prav.g_01171	Prbb.g_00577
OG0000531	Prav.g_01172	Prbb.g_00578
OG0000532	Prav.g_01173	Prbb.g_00579
OG0000533	Prav.g_01175	Prbb.g_00580
OG0000534	Prav.g_01176	Prbb.g_00581
OG0000535	Prav.g_01177	Prbb.g_00582
OG0000536	Prav.g_01178	Prbb.g_00583
OG0000537	Prav.g_01179	Prbb.g_00584
OG0000538	Prav.g_01180	Prbb.g_00585
OG0000539	Prav.g_01183	Prbb.g_00587
OG0000540	Prav.g_01184	Prbb.g_00588
OG0000541	Prav.g_01185	Prbb.g_00589
OG0000542	Prav.g_01187	Prbb.g_00591
OG0000543	Prav.g_01188	Prbb.g_00592
