Orthogroup	Syan	Syal
OG0000068	Syan.g_00845, Syan.g_00257, Syan.g_02773	Syal.g_02888
OG0000070	Syan.g_00289	Syal.g_00509
OG0000071	Syan.g_01213	Syal.g_01601, Syal.g_02099
OG0000072	Syan.g_03038	Syal.g_00914
OG0000073	Syan.g_02741	Syal.g_02920
OG0000075	Syan.g_00981, Syan.g_01937	Syal.g_01350
OG0000076	Syan.g_01896	Syal.g_01459
OG0000077	Syan.g_02919	Syal.g_00506
OG0000079	Syan.g_02079, Syan.g_02067, Syan.g_02085	Syal.g_01213
OG0000080	Syan.g_01083, Syan.g_01962, Syan.g_01110	Syal.g_01394
OG0000082	Syan.g_00952	Syal.g_02769
OG0000084	Syan.g_01283	Syal.g_01896
OG0000085	Syan.g_01387	Syal.g_00575
OG0000086	Syan.g_02946, Syan.g_02515, Syan.g_00114	Syal.g_00784
OG0000087	Syan.g_02268	Syal.g_00871
OG0000088	Syan.g_03031	Syal.g_00908
OG0000089	Syan.g_02316	Syal.g_00555
OG0000090	Syan.g_01166	Syal.g_02838
OG0000091	Syan.g_00235, Syan.g_00808	Syal.g_02628
OG0000092	Syan.g_02502	Syal.g_00470
OG0000093	Syan.g_00708	Syal.g_02233
OG0000094	Syan.g_00353	Syal.g_01907
OG0000095	Syan.g_00290	Syal.g_01823
OG0000097	Syan.g_00733	Syal.g_01553
OG0000098	Syan.g_00043	Syal.g_02196
OG0000099	Syan.g_01968	Syal.g_01323
OG0000100	Syan.g_00658	Syal.g_02448
OG0000102	Syan.g_01891	Syal.g_01488
OG0000103	Syan.g_01692	Syal.g_01897
OG0000104	Syan.g_01792	Syal.g_00092
OG0000105	Syan.g_02031	Syal.g_01255
OG0000106	Syan.g_00076	Syal.g_02577
OG0000107	Syan.g_02106	Syal.g_00194
OG0000108	Syan.g_02764	Syal.g_02897
OG0000109	Syan.g_02748	Syal.g_02913
OG0000110	Syan.g_00882	Syal.g_02782
OG0000111	Syan.g_00187	Syal.g_01813
OG0000112	Syan.g_00556, Syan.g_00252	Syal.g_02000
OG0000113	Syan.g_00664	Syal.g_02443
OG0000114	Syan.g_00741	Syal.g_02286
OG0000115	Syan.g_02810	Syal.g_00404
OG0000116	Syan.g_02710, Syan.g_00460	Syal.g_01630
OG0000117	Syan.g_02644	Syal.g_01704
OG0000118	Syan.g_01241, Syan.g_01237	Syal.g_01583
OG0000119	Syan.g_02672	Syal.g_02056
OG0000120	Syan.g_01966	Syal.g_01324
OG0000121	Syan.g_01273	Syal.g_00374
OG0000123	Syan.g_02190	Syal.g_00283
OG0000124	Syan.g_01873	Syal.g_01519
OG0000125	Syan.g_01573	Syal.g_01075
OG0000126	Syan.g_01705	Syal.g_00090
OG0000127	Syan.g_00162	Syal.g_00720
OG0000128	Syan.g_01768	Syal.g_00109
OG0000129	Syan.g_01563	Syal.g_01062
OG0000130	Syan.g_02906, Syan.g_02907	Syal.g_00751
OG0000131	Syan.g_03008	Syal.g_00886
OG0000132	Syan.g_03029	Syal.g_00906
OG0000133	Syan.g_00561	Syal.g_01995
OG0000134	Syan.g_02319	Syal.g_00552
OG0000135	Syan.g_01616	Syal.g_01119
OG0000136	Syan.g_01342	Syal.g_00520
OG0000137	Syan.g_02846	Syal.g_00463
OG0000138	Syan.g_02747	Syal.g_02914
OG0000140	Syan.g_00042	Syal.g_02830
OG0000141	Syan.g_01032	Syal.g_02738
OG0000142	Syan.g_00816	Syal.g_02636
OG0000143	Syan.g_00812	Syal.g_02632
OG0000144	Syan.g_00782	Syal.g_02515
OG0000145	Syan.g_02740	Syal.g_02921
OG0000146	Syan.g_00555, Syan.g_00253	Syal.g_02001
OG0000147	Syan.g_00254, Syan.g_00554	Syal.g_02002
OG0000148	Syan.g_00670	Syal.g_02437
OG0000149	Syan.g_00393	Syal.g_02475
OG0000150	Syan.g_01031	Syal.g_02737
OG0000151	Syan.g_00731	Syal.g_02263
OG0000152	Syan.g_00565	Syal.g_01991
OG0000153	Syan.g_00601	Syal.g_01958
OG0000154	Syan.g_00363	Syal.g_01918
OG0000155	Syan.g_02654	Syal.g_01695
OG0000156	Syan.g_02717	Syal.g_01620
OG0000157	Syan.g_02718	Syal.g_01619
OG0000158	Syan.g_01078, Syan.g_01926	Syal.g_01431
OG0000159	Syan.g_01126	Syal.g_01400
OG0000160	Syan.g_01274	Syal.g_00372
OG0000161	Syan.g_01268	Syal.g_00384
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Syal.g_00396
OG0000163	Syan.g_02405	Syal.g_02971
OG0000164	Syan.g_01440	Syal.g_00623
OG0000165	Syan.g_01448	Syal.g_00632
OG0000166	Syan.g_02239	Syal.g_00236
OG0000167	Syan.g_01941	Syal.g_01347
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Syal.g_01433
OG0000169	Syan.g_01912	Syal.g_01447
OG0000170	Syan.g_01901	Syal.g_01454
OG0000171	Syan.g_01875	Syal.g_01518
OG0000172	Syan.g_01810	Syal.g_00174, Syal.g_00173
OG0000173	Syan.g_01720	Syal.g_00155
OG0000174	Syan.g_01619	Syal.g_01121
OG0000175	Syan.g_01678, Syan.g_00258	Syal.g_01172
OG0000176	Syan.g_01801	Syal.g_00101
OG0000177	Syan.g_01775	Syal.g_00102
OG0000178	Syan.g_01774	Syal.g_00103
OG0000179	Syan.g_01759	Syal.g_00118
OG0000180	Syan.g_01758	Syal.g_00119
OG0000181	Syan.g_01757	Syal.g_00120
OG0000182	Syan.g_01756	Syal.g_00121
OG0000183	Syan.g_01752	Syal.g_00125
OG0000184	Syan.g_01549	Syal.g_02678, Syal.g_01050
OG0000185	Syan.g_01540	Syal.g_01025
OG0000186	Syan.g_02902	Syal.g_02684, Syal.g_00747
OG0000187	Syan.g_02904	Syal.g_02685, Syal.g_00748
OG0000188	Syan.g_02926	Syal.g_00771
OG0000189	Syan.g_02966	Syal.g_00807
OG0000190	Syan.g_00971	Syal.g_01364
OG0000191	Syan.g_02300	Syal.g_00841
OG0000192	Syan.g_02294	Syal.g_00847
OG0000193	Syan.g_03009	Syal.g_00887
OG0000194	Syan.g_03012	Syal.g_00890
OG0000196	Syan.g_03026	Syal.g_00903
OG0000197	Syan.g_03027	Syal.g_00904
OG0000198	Syan.g_03028	Syal.g_00905
OG0000199	Syan.g_03037	Syal.g_00913
OG0000200	Syan.g_03055	Syal.g_00932
OG0000201	Syan.g_03074	Syal.g_00949
OG0000202	Syan.g_03075	Syal.g_00950
OG0000203	Syan.g_03076	Syal.g_00951
OG0000204	Syan.g_03077	Syal.g_00952
OG0000205	Syan.g_03087	Syal.g_00959
OG0000206	Syan.g_03095	Syal.g_00971
OG0000207	Syan.g_03100	Syal.g_00974
OG0000208	Syan.g_03101	Syal.g_00975
OG0000209	Syan.g_01521	Syal.g_01000
OG0000210	Syan.g_01522	Syal.g_01001
OG0000211	Syan.g_02416	Syal.g_00688
OG0000212	Syan.g_01508, Syan.g_02438	Syal.g_00679
OG0000213	Syan.g_02059	Syal.g_01229
OG0000214	Syan.g_02040	Syal.g_01246
OG0000215	Syan.g_02010	Syal.g_01277
OG0000216	Syan.g_02006	Syal.g_01281
OG0000217	Syan.g_02001	Syal.g_01285
OG0000218	Syan.g_01999	Syal.g_01287
OG0000219	Syan.g_01998	Syal.g_01288
OG0000220	Syan.g_01997	Syal.g_01289
OG0000221	Syan.g_01994	Syal.g_01297
OG0000222	Syan.g_01981	Syal.g_01309
OG0000223	Syan.g_00228	Syal.g_01327
OG0000224	Syan.g_01959	Syal.g_01329
OG0000225	Syan.g_02997	Syal.g_00363
OG0000226	Syan.g_02990	Syal.g_00367
OG0000227	Syan.g_02988	Syal.g_00369
OG0000228	Syan.g_02315	Syal.g_00556
OG0000229	Syan.g_02396	Syal.g_00525
OG0000230	Syan.g_02398	Syal.g_00523
OG0000231	Syan.g_01333	Syal.g_00510
OG0000232	Syan.g_02801	Syal.g_00495
OG0000233	Syan.g_02876	Syal.g_00487
OG0000234	Syan.g_02844	Syal.g_00461
OG0000235	Syan.g_02765	Syal.g_02896
OG0000236	Syan.g_02749	Syal.g_02912
OG0000237	Syan.g_02731	Syal.g_02930
OG0000238	Syan.g_02726	Syal.g_02935
OG0000239	Syan.g_01187	Syal.g_02951
OG0000240	Syan.g_01186	Syal.g_02952
OG0000241	Syan.g_00822	Syal.g_02696
OG0000242	Syan.g_01168	Syal.g_02840
OG0000243	Syan.g_00840	Syal.g_02822
OG0000244	Syan.g_00848	Syal.g_02815
OG0000245	Syan.g_00850	Syal.g_02813
OG0000246	Syan.g_00854	Syal.g_02809
OG0000247	Syan.g_00866	Syal.g_02797
OG0000248	Syan.g_00869	Syal.g_02794
OG0000249	Syan.g_00871	Syal.g_02792
OG0000250	Syan.g_00878	Syal.g_02786
OG0000251	Syan.g_00961	Syal.g_02760
OG0000252	Syan.g_00966	Syal.g_02757
OG0000253	Syan.g_01000	Syal.g_02755
OG0000254	Syan.g_01026	Syal.g_02732
OG0000255	Syan.g_00978	Syal.g_02719
OG0000256	Syan.g_00001, Syan.g_01135	Syal.g_02705
OG0000257	Syan.g_00827	Syal.g_02697
OG0000258	Syan.g_00803	Syal.g_02623
OG0000259	Syan.g_00772	Syal.g_02182
OG0000260	Syan.g_00769	Syal.g_02188
OG0000261	Syan.g_00765	Syal.g_02199
OG0000262	Syan.g_00760	Syal.g_02204
OG0000263	Syan.g_02618	Syal.g_01720
OG0000264	Syan.g_00540	Syal.g_01788
OG0000266	Syan.g_00330	Syal.g_02421
OG0000267	Syan.g_00470	Syal.g_02043
OG0000268	Syan.g_00471	Syal.g_02042
OG0000269	Syan.g_00695	Syal.g_02409
OG0000270	Syan.g_00692	Syal.g_02412
OG0000271	Syan.g_00684	Syal.g_01871
OG0000272	Syan.g_00683	Syal.g_01872
OG0000273	Syan.g_00654	Syal.g_02454
OG0000274	Syan.g_00653	Syal.g_02455
OG0000275	Syan.g_00373	Syal.g_02458
OG0000276	Syan.g_00380	Syal.g_02467
OG0000277	Syan.g_00381	Syal.g_02468
OG0000278	Syan.g_00384	Syal.g_02471
OG0000279	Syan.g_00398	Syal.g_02479
OG0000280	Syan.g_00518	Syal.g_02493
OG0000282	Syan.g_00739	Syal.g_02284
OG0000283	Syan.g_00491	Syal.g_02131, Syal.g_02028
OG0000284	Syan.g_00497	Syal.g_02023
OG0000285	Syan.g_00533	Syal.g_02012
OG0000286	Syan.g_00564	Syal.g_01992
OG0000287	Syan.g_00593	Syal.g_01965
OG0000288	Syan.g_00364	Syal.g_01919
OG0000289	Syan.g_00350	Syal.g_01904
OG0000290	Syan.g_00293	Syal.g_01826
OG0000291	Syan.g_00291	Syal.g_01824
OG0000292	Syan.g_01703	Syal.g_00089
OG0000293	Syan.g_02709	Syal.g_01631
OG0000294	Syan.g_02708	Syal.g_01632
OG0000295	Syan.g_02662	Syal.g_01687
OG0000296	Syan.g_02660	Syal.g_01689
OG0000298	Syan.g_02645	Syal.g_01703
OG0000299	Syan.g_02601	Syal.g_01732
OG0000300	Syan.g_02593, Syan.g_02594	Syal.g_01738
OG0000301	Syan.g_02592	Syal.g_01739
OG0000302	Syan.g_02591	Syal.g_01740
OG0000303	Syan.g_02582	Syal.g_01763
OG0000304	Syan.g_02556	Syal.g_01756
OG0000305	Syan.g_00195	Syal.g_01821
OG0000306	Syan.g_00087	Syal.g_02579
OG0000307	Syan.g_02782	Syal.g_02880
OG0000308	Syan.g_02784	Syal.g_02878
OG0000309	Syan.g_02883	Syal.g_02873
OG0000310	Syan.g_01304	Syal.g_01537
OG0000311	Syan.g_01299	Syal.g_00061
OG0000312	Syan.g_01290	Syal.g_00031
OG0000313	Syan.g_01271	Syal.g_00381
OG0000314	Syan.g_02823	Syal.g_00416
OG0000315	Syan.g_02833	Syal.g_00426
OG0000316	Syan.g_01354	Syal.g_02987
OG0000317	Syan.g_01396	Syal.g_00583
OG0000318	Syan.g_01401	Syal.g_00588
OG0000319	Syan.g_01425	Syal.g_00608
OG0000320	Syan.g_01427	Syal.g_00610
OG0000321	Syan.g_01428	Syal.g_00611
OG0000322	Syan.g_01429	Syal.g_00612
OG0000323	Syan.g_01442	Syal.g_00626
OG0000324	Syan.g_01472	Syal.g_00656
OG0000325	Syan.g_02107	Syal.g_00195
OG0000326	Syan.g_02114	Syal.g_00202
OG0000327	Syan.g_02244	Syal.g_00230
OG0000328	Syan.g_02243	Syal.g_00231
OG0000329	Syan.g_02225	Syal.g_00249
OG0000330	Syan.g_02224	Syal.g_00250
OG0000331	Syan.g_02223	Syal.g_00251
OG0000332	Syan.g_02208	Syal.g_00266
OG0000333	Syan.g_02205	Syal.g_00269
OG0000334	Syan.g_00247, Syan.g_02194	Syal.g_00279
OG0000335	Syan.g_02189	Syal.g_00284
OG0000336	Syan.g_02185	Syal.g_00288
OG0000337	Syan.g_01949	Syal.g_01343
OG0000338	Syan.g_01943	Syal.g_01345
OG0000339	Syan.g_01935, Syan.g_00264	Syal.g_01351
OG0000340	Syan.g_01923	Syal.g_01434
OG0000341	Syan.g_01921	Syal.g_01436
OG0000342	Syan.g_01920	Syal.g_01437
OG0000343	Syan.g_01918	Syal.g_01441
OG0000344	Syan.g_01914	Syal.g_01445
OG0000345	Syan.g_01900	Syal.g_01455
OG0000346	Syan.g_01895	Syal.g_01460
OG0000347	Syan.g_01867	Syal.g_01525
OG0000348	Syan.g_01803	Syal.g_00170
OG0000349	Syan.g_01727	Syal.g_00148
OG0000350	Syan.g_02121	Syal.g_00209
OG0000351	Syan.g_01682	Syal.g_01175
OG0000352	Syan.g_01683	Syal.g_01176
OG0000353	Syan.g_01795	Syal.g_00095
OG0000354	Syan.g_02720	Syal.g_02941
OG0000354	Syan.g_01761	Syal.g_00116
OG0000355	Syan.g_01797	Syal.g_00098
OG0000356	Syan.g_01798	Syal.g_00099
OG0000357	Syan.g_01800	Syal.g_00100
OG0000358	Syan.g_01773	Syal.g_00104
OG0000359	Syan.g_01771	Syal.g_00106
OG0000360	Syan.g_01770	Syal.g_00107
OG0000361	Syan.g_01769	Syal.g_00108
OG0000362	Syan.g_01767	Syal.g_00110
OG0000363	Syan.g_01765	Syal.g_00112
OG0000364	Syan.g_01398	Syal.g_00113
OG0000365	Syan.g_01755	Syal.g_00122
OG0000366	Syan.g_01754	Syal.g_00123
OG0000367	Syan.g_01753	Syal.g_00124
OG0000368	Syan.g_01751	Syal.g_00126
OG0000369	Syan.g_01750	Syal.g_00127
OG0000370	Syan.g_01749	Syal.g_00128
OG0000371	Syan.g_01740	Syal.g_00135
OG0000372	Syan.g_01734	Syal.g_00141
OG0000373	Syan.g_01733	Syal.g_00142
OG0000374	Syan.g_01732	Syal.g_00143
OG0000375	Syan.g_01731	Syal.g_00144
OG0000376	Syan.g_01729	Syal.g_00146
OG0000377	Syan.g_01555	Syal.g_01061
OG0000378	Syan.g_01543	Syal.g_01027
OG0000379	Syan.g_01539	Syal.g_01024, Syal.g_02681
OG0000380	Syan.g_02905	Syal.g_00749
OG0000381	Syan.g_02908	Syal.g_00752
OG0000382	Syan.g_02925	Syal.g_00770
OG0000383	Syan.g_02936	Syal.g_00775
OG0000384	Syan.g_02937	Syal.g_00776
OG0000385	Syan.g_02938	Syal.g_00777
OG0000386	Syan.g_02939	Syal.g_00778
OG0000387	Syan.g_00967	Syal.g_00811
OG0000388	Syan.g_02970	Syal.g_00815
OG0000389	Syan.g_02973	Syal.g_00819
OG0000390	Syan.g_02306	Syal.g_00835
OG0000391	Syan.g_02301	Syal.g_00840
OG0000392	Syan.g_02295	Syal.g_00846
OG0000393	Syan.g_02292	Syal.g_00849
OG0000394	Syan.g_02291	Syal.g_00850
OG0000395	Syan.g_02290	Syal.g_00851
OG0000396	Syan.g_02287	Syal.g_00854
OG0000397	Syan.g_02285	Syal.g_00857
OG0000398	Syan.g_02279	Syal.g_00862
OG0000399	Syan.g_02278	Syal.g_00863
OG0000400	Syan.g_02277	Syal.g_00864
OG0000401	Syan.g_02274	Syal.g_00865
OG0000402	Syan.g_02272	Syal.g_00867
OG0000403	Syan.g_02271	Syal.g_00868
OG0000404	Syan.g_02269	Syal.g_00870
OG0000405	Syan.g_03005	Syal.g_00883
OG0000406	Syan.g_03010	Syal.g_00888
OG0000407	Syan.g_03011	Syal.g_00889
OG0000408	Syan.g_03013	Syal.g_00891
OG0000409	Syan.g_03015	Syal.g_00893
OG0000410	Syan.g_03016	Syal.g_00894
OG0000411	Syan.g_03017	Syal.g_00895
OG0000412	Syan.g_03018	Syal.g_00896
OG0000413	Syan.g_03020	Syal.g_00898
OG0000414	Syan.g_03021	Syal.g_00899
OG0000415	Syan.g_03022	Syal.g_00900
OG0000416	Syan.g_03023	Syal.g_00901
OG0000417	Syan.g_03025	Syal.g_00902
OG0000418	Syan.g_03030	Syal.g_00907
OG0000419	Syan.g_03033	Syal.g_00909
OG0000420	Syan.g_03035	Syal.g_00911
OG0000421	Syan.g_03040	Syal.g_00916
OG0000422	Syan.g_03041	Syal.g_00917
OG0000423	Syan.g_03042	Syal.g_00918
OG0000424	Syan.g_03043	Syal.g_00919
OG0000425	Syan.g_03044	Syal.g_00920
OG0000426	Syan.g_03045	Syal.g_00921
OG0000427	Syan.g_03046	Syal.g_00922
OG0000428	Syan.g_03049	Syal.g_00925
OG0000429	Syan.g_03051	Syal.g_00929
OG0000430	Syan.g_03053	Syal.g_00931
OG0000431	Syan.g_03058	Syal.g_00934
OG0000432	Syan.g_03065	Syal.g_00940
OG0000433	Syan.g_03068	Syal.g_00943
OG0000434	Syan.g_03069	Syal.g_00944
OG0000435	Syan.g_03071	Syal.g_00946
OG0000436	Syan.g_03079	Syal.g_00953
OG0000437	Syan.g_03080	Syal.g_00954
OG0000438	Syan.g_03083	Syal.g_00955
OG0000439	Syan.g_03085	Syal.g_00957
OG0000440	Syan.g_03086	Syal.g_00958
OG0000441	Syan.g_03089	Syal.g_00962
OG0000442	Syan.g_03090	Syal.g_00964
OG0000443	Syan.g_03094	Syal.g_00966
OG0000444	Syan.g_03102	Syal.g_00978
OG0000445	Syan.g_03103	Syal.g_00979
OG0000446	Syan.g_03105	Syal.g_00981
OG0000447	Syan.g_03111	Syal.g_00989
OG0000448	Syan.g_03112	Syal.g_00990
OG0000449	Syan.g_03113	Syal.g_00991
OG0000450	Syan.g_01518	Syal.g_00997
OG0000451	Syan.g_01519	Syal.g_00998
OG0000452	Syan.g_01523	Syal.g_01002
OG0000453	Syan.g_01524	Syal.g_01003
OG0000454	Syan.g_01525	Syal.g_01004
OG0000455	Syan.g_01526	Syal.g_01005
OG0000456	Syan.g_01527	Syal.g_01006
OG0000457	Syan.g_01529	Syal.g_01008
OG0000458	Syan.g_01530	Syal.g_01009
OG0000459	Syan.g_01531	Syal.g_01010
OG0000460	Syan.g_02423	Syal.g_00686
OG0000461	Syan.g_02099	Syal.g_01199
OG0000462	Syan.g_02096	Syal.g_01202
OG0000463	Syan.g_02095	Syal.g_01203
OG0000464	Syan.g_02094	Syal.g_01204
OG0000465	Syan.g_02092	Syal.g_01205
OG0000466	Syan.g_02087	Syal.g_01210
OG0000467	Syan.g_02086	Syal.g_01212
OG0000468	Syan.g_02063	Syal.g_01225
OG0000469	Syan.g_02046	Syal.g_01240
OG0000470	Syan.g_02044	Syal.g_01242
OG0000471	Syan.g_02043	Syal.g_01243
OG0000472	Syan.g_02041	Syal.g_01245
OG0000473	Syan.g_02039	Syal.g_01247
OG0000474	Syan.g_02038	Syal.g_01248
OG0000475	Syan.g_02037	Syal.g_01249
OG0000476	Syan.g_02035	Syal.g_01251
OG0000477	Syan.g_02029	Syal.g_01257
OG0000478	Syan.g_02028	Syal.g_01258
OG0000479	Syan.g_02027	Syal.g_01259
OG0000480	Syan.g_02020	Syal.g_01266
OG0000481	Syan.g_00975	Syal.g_01268
OG0000482	Syan.g_02018	Syal.g_01269
OG0000483	Syan.g_02014	Syal.g_01273
OG0000484	Syan.g_02013	Syal.g_01274
OG0000485	Syan.g_02012	Syal.g_01275
OG0000486	Syan.g_02011	Syal.g_01276
OG0000487	Syan.g_02005	Syal.g_01282
OG0000488	Syan.g_02000	Syal.g_01286
OG0000489	Syan.g_01993	Syal.g_01298
OG0000490	Syan.g_01985	Syal.g_01307
OG0000491	Syan.g_01983	Syal.g_01308
OG0000492	Syan.g_01980	Syal.g_01310
OG0000493	Syan.g_01979	Syal.g_01311
OG0000494	Syan.g_01978	Syal.g_01312
OG0000495	Syan.g_01977	Syal.g_01313
OG0000496	Syan.g_01976	Syal.g_01314
OG0000497	Syan.g_01975	Syal.g_01315
OG0000498	Syan.g_01974	Syal.g_01316
OG0000499	Syan.g_01973	Syal.g_01317
OG0000500	Syan.g_01972	Syal.g_01318
OG0000501	Syan.g_01969	Syal.g_01321
OG0000502	Syan.g_01961	Syal.g_01328
OG0000503	Syan.g_02144	Syal.g_00347
OG0000504	Syan.g_02142	Syal.g_00349
OG0000505	Syan.g_02141	Syal.g_00350
OG0000506	Syan.g_02139	Syal.g_00352
OG0000507	Syan.g_02133	Syal.g_00358
OG0000508	Syan.g_02998	Syal.g_00362
OG0000509	Syan.g_02993	Syal.g_00364
OG0000510	Syan.g_02992	Syal.g_00365
OG0000511	Syan.g_02991	Syal.g_00366
OG0000512	Syan.g_02989	Syal.g_00368
OG0000513	Syan.g_02320	Syal.g_00551
OG0000514	Syan.g_02326	Syal.g_00539
OG0000515	Syan.g_02327	Syal.g_00538
OG0000516	Syan.g_02389	Syal.g_00534
OG0000517	Syan.g_02395	Syal.g_00526
OG0000518	Syan.g_01336	Syal.g_00514
OG0000519	Syan.g_01335	Syal.g_00513
OG0000520	Syan.g_01334	Syal.g_00512
OG0000521	Syan.g_02805	Syal.g_00502
OG0000522	Syan.g_02803	Syal.g_00500
OG0000523	Syan.g_02802	Syal.g_00499
OG0000524	Syan.g_02878	Syal.g_00491
OG0000525	Syan.g_02853	Syal.g_00473
OG0000526	Syan.g_02852	Syal.g_00471
OG0000527	Syan.g_02848	Syal.g_00465
OG0000528	Syan.g_02767	Syal.g_02893
OG0000529	Syan.g_02763	Syal.g_02898
OG0000530	Syan.g_02760	Syal.g_02901
OG0000531	Syan.g_02759	Syal.g_02902
OG0000532	Syan.g_02756	Syal.g_02905
OG0000533	Syan.g_02754	Syal.g_02907
OG0000534	Syan.g_02753	Syal.g_02908
OG0000535	Syan.g_02752	Syal.g_02909
OG0000536	Syan.g_02751	Syal.g_02910
OG0000537	Syan.g_02750	Syal.g_02911
OG0000538	Syan.g_02738	Syal.g_02923
OG0000539	Syan.g_02737	Syal.g_02924
OG0000540	Syan.g_02736	Syal.g_02925
OG0000541	Syan.g_02735	Syal.g_02926
OG0000542	Syan.g_02732	Syal.g_02929
OG0000543	Syan.g_02730	Syal.g_02931
OG0000544	Syan.g_02729	Syal.g_02932
OG0000545	Syan.g_02727	Syal.g_02934
OG0000546	Syan.g_02725	Syal.g_02936
OG0000547	Syan.g_02723	Syal.g_02938
OG0000548	Syan.g_02722	Syal.g_02939
OG0000549	Syan.g_01194	Syal.g_02945
OG0000550	Syan.g_01189	Syal.g_02949
OG0000551	Syan.g_01184	Syal.g_02953
OG0000552	Syan.g_01183	Syal.g_02954
OG0000553	Syan.g_01179	Syal.g_02843
OG0000554	Syan.g_01165	Syal.g_02837
OG0000555	Syan.g_00839	Syal.g_02823
OG0000556	Syan.g_00842	Syal.g_02819
OG0000557	Syan.g_00847	Syal.g_02816
OG0000558	Syan.g_00849	Syal.g_02814
OG0000559	Syan.g_00853	Syal.g_02305, Syal.g_02810
OG0000560	Syan.g_00856	Syal.g_02807
OG0000561	Syan.g_00857	Syal.g_02806
OG0000562	Syan.g_00858	Syal.g_02805
OG0000563	Syan.g_00859	Syal.g_02804
OG0000564	Syan.g_00860	Syal.g_02803
OG0000565	Syan.g_00864	Syal.g_02799
OG0000566	Syan.g_00868	Syal.g_02795
OG0000567	Syan.g_00872	Syal.g_02791
OG0000568	Syan.g_00874	Syal.g_02789
OG0000569	Syan.g_00875	Syal.g_02788
OG0000570	Syan.g_00876	Syal.g_02787
OG0000571	Syan.g_00879	Syal.g_02784
OG0000572	Syan.g_00954	Syal.g_02767
OG0000573	Syan.g_00963	Syal.g_02759
