Orthogroup	Syan	Syat
OG0000090	Syan.g_01166	Syat.g_03270
OG0000091	Syan.g_00235	Syat.g_00939
OG0000092	Syan.g_02502	Syat.g_00825
OG0000094	Syan.g_00353	Syat.g_00698
OG0000094	Syan.g_00065	Syat.g_01034
OG0000095	Syan.g_00290	Syat.g_00808
OG0000097	Syan.g_00160, Syan.g_00733	Syat.g_00535
OG0000098	Syan.g_00043	Syat.g_03281
OG0000099	Syan.g_01968	Syat.g_02130
OG0000100	Syan.g_00658	Syat.g_00517
OG0000101	Syan.g_02199	Syat.g_01661
OG0000102	Syan.g_01891	Syat.g_00974
OG0000103	Syan.g_01692	Syat.g_02399
OG0000105	Syan.g_02031	Syat.g_02052
OG0000106	Syan.g_00076	Syat.g_00957
OG0000107	Syan.g_02106	Syat.g_01862
OG0000108	Syan.g_02764	Syat.g_03170
OG0000109	Syan.g_02748	Syat.g_03187
OG0000110	Syan.g_00882	Syat.g_00049
OG0000111	Syan.g_00187	Syat.g_00816
OG0000112	Syan.g_00556, Syan.g_00252	Syat.g_00593
OG0000113	Syan.g_00664	Syat.g_00509
OG0000114	Syan.g_00741	Syat.g_00426
OG0000115	Syan.g_02810	Syat.g_01328
OG0000116	Syan.g_00460	Syat.g_02641
OG0000117	Syan.g_02644	Syat.g_00224
OG0000118	Syan.g_01241, Syan.g_01237	Syat.g_01168
OG0000119	Syan.g_02672	Syat.g_00309
OG0000120	Syan.g_01966	Syat.g_02132
OG0000121	Syan.g_01273	Syat.g_01223
OG0000123	Syan.g_02190	Syat.g_01653
OG0000124	Syan.g_01873	Syat.g_02231
OG0000127	Syan.g_00162	Syat.g_00175
OG0000128	Syan.g_01768	Syat.g_02331
OG0000129	Syan.g_01563	Syat.g_02693
OG0000130	Syan.g_02906, Syan.g_02907	Syat.g_01469
OG0000131	Syan.g_03008	Syat.g_02898
OG0000132	Syan.g_03029	Syat.g_02864
OG0000133	Syan.g_00561	Syat.g_00588
OG0000134	Syan.g_02319	Syat.g_02956
OG0000135	Syan.g_01616	Syat.g_02501
OG0000136	Syan.g_01342	Syat.g_01292
OG0000137	Syan.g_02846	Syat.g_01371
OG0000138	Syan.g_02747	Syat.g_03188
OG0000139	Syan.g_01160	Syat.g_03276
OG0000140	Syan.g_00042	Syat.g_03280
OG0000141	Syan.g_01032	Syat.g_03398
OG0000142	Syan.g_00816	Syat.g_00117
OG0000143	Syan.g_00812	Syat.g_00130
OG0000144	Syan.g_00782	Syat.g_00369
OG0000145	Syan.g_02740	Syat.g_03202
OG0000146	Syan.g_00555, Syan.g_00253	Syat.g_00594
OG0000147	Syan.g_00254, Syan.g_00554	Syat.g_00595
OG0000148	Syan.g_00670	Syat.g_00503
OG0000149	Syan.g_00393	Syat.g_00747
OG0000150	Syan.g_01031	Syat.g_03399
OG0000151	Syan.g_00731	Syat.g_00801, Syat.g_00440
OG0000152	Syan.g_00565	Syat.g_00578
OG0000153	Syan.g_00601	Syat.g_00542
OG0000154	Syan.g_00363	Syat.g_00708
OG0000155	Syan.g_02654	Syat.g_00287
OG0000156	Syan.g_02717	Syat.g_03228
OG0000157	Syan.g_02718	Syat.g_02012, Syat.g_03227
OG0000158	Syan.g_01078, Syan.g_01926	Syat.g_02163
OG0000159	Syan.g_01120, Syan.g_01126	Syat.g_01187
OG0000160	Syan.g_01274	Syat.g_01224
OG0000161	Syan.g_01268	Syat.g_01180
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Syat.g_01281
OG0000163	Syan.g_02405	Syat.g_02979
OG0000164	Syan.g_01440	Syat.g_03040
OG0000165	Syan.g_01448	Syat.g_03033
OG0000166	Syan.g_02239	Syat.g_01822
OG0000167	Syan.g_01941	Syat.g_02148
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Syat.g_02164
OG0000169	Syan.g_01912	Syat.g_02192
OG0000170	Syan.g_01901	Syat.g_02201
OG0000171	Syan.g_01875	Syat.g_02230
OG0000172	Syan.g_01810	Syat.g_02260
OG0000173	Syan.g_01720	Syat.g_02284
OG0000174	Syan.g_01619	Syat.g_02504
OG0000175	Syan.g_01678, Syan.g_00258	Syat.g_02416
OG0000176	Syan.g_01801	Syat.g_02372
OG0000177	Syan.g_01775	Syat.g_02338
OG0000178	Syan.g_01774	Syat.g_02337
OG0000179	Syan.g_01759	Syat.g_02322
OG0000180	Syan.g_01758	Syat.g_02321
OG0000181	Syan.g_01757	Syat.g_02320
OG0000182	Syan.g_01756	Syat.g_02319
OG0000183	Syan.g_01752	Syat.g_02315
OG0000184	Syan.g_01549	Syat.g_02704
OG0000185	Syan.g_01540	Syat.g_02719
OG0000186	Syan.g_02902	Syat.g_01463
OG0000187	Syan.g_02904	Syat.g_01467
OG0000188	Syan.g_02926	Syat.g_01489
OG0000189	Syan.g_02966	Syat.g_01557
OG0000190	Syan.g_00971	Syat.g_00330
OG0000191	Syan.g_02300	Syat.g_03344, Syat.g_02939
OG0000192	Syan.g_02294	Syat.g_02933
OG0000193	Syan.g_03009	Syat.g_02897
OG0000194	Syan.g_03012	Syat.g_02894
OG0000195	Syan.g_03014	Syat.g_02892
OG0000196	Syan.g_03026	Syat.g_02867
OG0000197	Syan.g_03027	Syat.g_02866
OG0000198	Syan.g_03028	Syat.g_02865
OG0000199	Syan.g_03037	Syat.g_02857
OG0000200	Syan.g_03055	Syat.g_02840
OG0000201	Syan.g_03074	Syat.g_02821
OG0000202	Syan.g_03075	Syat.g_02820
OG0000203	Syan.g_03076	Syat.g_02819
OG0000204	Syan.g_03077	Syat.g_02818
OG0000205	Syan.g_03087	Syat.g_02809
OG0000206	Syan.g_03095	Syat.g_02785
OG0000207	Syan.g_03100	Syat.g_02778
OG0000208	Syan.g_03101	Syat.g_02777
OG0000209	Syan.g_01521	Syat.g_02735
OG0000210	Syan.g_01522	Syat.g_02734
OG0000211	Syan.g_02416	Syat.g_01452
OG0000212	Syan.g_01508, Syan.g_02438	Syat.g_01442
OG0000213	Syan.g_02059	Syat.g_01889
OG0000214	Syan.g_02040	Syat.g_02042
OG0000215	Syan.g_02010	Syat.g_02075
OG0000216	Syan.g_02006	Syat.g_02079
OG0000217	Syan.g_02001	Syat.g_02085
OG0000218	Syan.g_01999	Syat.g_02087
OG0000219	Syan.g_01998	Syat.g_02088
OG0000220	Syan.g_01997	Syat.g_02089
OG0000221	Syan.g_01994	Syat.g_02095
OG0000222	Syan.g_01981	Syat.g_02109
OG0000223	Syan.g_00228	Syat.g_02570
OG0000224	Syan.g_01959	Syat.g_02139
OG0000225	Syan.g_02997	Syat.g_01595
OG0000226	Syan.g_02990	Syat.g_01588
OG0000228	Syan.g_02315	Syat.g_02952
OG0000229	Syan.g_02396	Syat.g_02970
OG0000230	Syan.g_02398	Syat.g_02972
OG0000231	Syan.g_01333	Syat.g_01283
OG0000232	Syan.g_02801	Syat.g_01313
OG0000233	Syan.g_02876	Syat.g_01407
OG0000234	Syan.g_02844	Syat.g_01369
OG0000235	Syan.g_02765	Syat.g_03169
OG0000236	Syan.g_02749	Syat.g_03186
OG0000237	Syan.g_02731	Syat.g_03214
OG0000238	Syan.g_02726	Syat.g_03219
OG0000239	Syan.g_01187	Syat.g_01105
OG0000240	Syan.g_01186	Syat.g_01104
OG0000241	Syan.g_00822	Syat.g_00111
OG0000242	Syan.g_01168	Syat.g_01077
OG0000243	Syan.g_00840	Syat.g_00092
OG0000244	Syan.g_00848	Syat.g_00082
OG0000245	Syan.g_00850	Syat.g_00080
OG0000246	Syan.g_00854	Syat.g_00076
OG0000247	Syan.g_00866	Syat.g_00065
OG0000248	Syan.g_00869	Syat.g_00062
OG0000249	Syan.g_00871	Syat.g_00060
OG0000250	Syan.g_00878	Syat.g_00053
OG0000251	Syan.g_00961	Syat.g_00027
OG0000252	Syan.g_00966	Syat.g_00022
OG0000253	Syan.g_01000	Syat.g_00021
OG0000254	Syan.g_01026	Syat.g_03407
OG0000255	Syan.g_00978	Syat.g_02405
OG0000256	Syan.g_00001, Syan.g_01135	Syat.g_03306
OG0000257	Syan.g_00827	Syat.g_00109
OG0000258	Syan.g_00803	Syat.g_00382
OG0000259	Syan.g_00772	Syat.g_00342
OG0000260	Syan.g_00769	Syat.g_00392
OG0000261	Syan.g_00765	Syat.g_00400
OG0000262	Syan.g_00760	Syat.g_00407
OG0000263	Syan.g_02618	Syat.g_00200
OG0000266	Syan.g_00330	Syat.g_00671
OG0000267	Syan.g_00470	Syat.g_00636
OG0000268	Syan.g_00471	Syat.g_00634
OG0000269	Syan.g_00695	Syat.g_00474, Syat.g_00126
OG0000270	Syan.g_00692	Syat.g_00477
OG0000271	Syan.g_00684	Syat.g_00485
OG0000272	Syan.g_00683	Syat.g_00486
OG0000273	Syan.g_00654	Syat.g_00520
OG0000274	Syan.g_00653	Syat.g_00521
OG0000275	Syan.g_00373	Syat.g_00718
OG0000276	Syan.g_00380	Syat.g_00725
OG0000277	Syan.g_00381	Syat.g_00738
OG0000278	Syan.g_00384	Syat.g_00741
OG0000279	Syan.g_00398	Syat.g_00755
OG0000280	Syan.g_00518	Syat.g_01669
OG0000282	Syan.g_00739	Syat.g_00431
OG0000283	Syan.g_00491	Syat.g_00620
OG0000284	Syan.g_00497	Syat.g_00614
OG0000285	Syan.g_00533	Syat.g_00607
OG0000286	Syan.g_00564	Syat.g_00579
OG0000287	Syan.g_00593	Syat.g_00550
OG0000288	Syan.g_00364	Syat.g_00709
OG0000289	Syan.g_00350	Syat.g_00695
OG0000290	Syan.g_00293	Syat.g_00805
OG0000291	Syan.g_00291	Syat.g_00807
OG0000292	Syan.g_01703	Syat.g_02388
OG0000293	Syan.g_02709	Syat.g_03241
OG0000294	Syan.g_02708	Syat.g_03248
OG0000295	Syan.g_02662	Syat.g_00297
OG0000296	Syan.g_02660	Syat.g_00295
OG0000297	Syan.g_02646	Syat.g_00226
OG0000298	Syan.g_02645	Syat.g_00225
OG0000299	Syan.g_02601	Syat.g_00910
OG0000300	Syan.g_02593, Syan.g_02594	Syat.g_00904
OG0000301	Syan.g_02592	Syat.g_00903
OG0000302	Syan.g_02591	Syat.g_00901
OG0000303	Syan.g_02582	Syat.g_00892
OG0000304	Syan.g_02556	Syat.g_00885
OG0000305	Syan.g_00195	Syat.g_00809
OG0000306	Syan.g_00087	Syat.g_01704
OG0000307	Syan.g_02782	Syat.g_01304
OG0000308	Syan.g_02784	Syat.g_01306
OG0000309	Syan.g_02883	Syat.g_01417
OG0000310	Syan.g_01304	Syat.g_01246
OG0000311	Syan.g_01299	Syat.g_01242
OG0000312	Syan.g_01290	Syat.g_01237
OG0000313	Syan.g_01271	Syat.g_01183
OG0000314	Syan.g_02823	Syat.g_01341
OG0000315	Syan.g_02833	Syat.g_01351
OG0000316	Syan.g_01354	Syat.g_03082
OG0000317	Syan.g_01396	Syat.g_03120
OG0000318	Syan.g_01401	Syat.g_03125
OG0000319	Syan.g_01425	Syat.g_03055
OG0000320	Syan.g_01427	Syat.g_03053
OG0000321	Syan.g_01428	Syat.g_03052
OG0000322	Syan.g_01429	Syat.g_03051
OG0000323	Syan.g_01442	Syat.g_03038
OG0000324	Syan.g_01472	Syat.g_02998
OG0000325	Syan.g_02107	Syat.g_01861
OG0000326	Syan.g_02114	Syat.g_01854
OG0000327	Syan.g_02244	Syat.g_01827
OG0000328	Syan.g_02243	Syat.g_01826
OG0000329	Syan.g_02225	Syat.g_01808
OG0000330	Syan.g_02224	Syat.g_01807
OG0000331	Syan.g_02223	Syat.g_01806
OG0000332	Syan.g_02208	Syat.g_01790
OG0000333	Syan.g_02205	Syat.g_01787
OG0000334	Syan.g_00247, Syan.g_02194	Syat.g_01657
OG0000335	Syan.g_02189	Syat.g_01652
OG0000336	Syan.g_02185	Syat.g_01648
OG0000337	Syan.g_01949	Syat.g_02144
OG0000338	Syan.g_01943	Syat.g_02146
OG0000339	Syan.g_00264	Syat.g_02155, Syat.g_01055
OG0000340	Syan.g_01923	Syat.g_02165
OG0000341	Syan.g_01921	Syat.g_02167
OG0000342	Syan.g_01920	Syat.g_02168
OG0000343	Syan.g_01918	Syat.g_02185
OG0000344	Syan.g_01914	Syat.g_02189
OG0000345	Syan.g_01900	Syat.g_02202
OG0000346	Syan.g_01895	Syat.g_02207
OG0000347	Syan.g_01867	Syat.g_02234
OG0000348	Syan.g_01803	Syat.g_02264
OG0000349	Syan.g_01727	Syat.g_02291
OG0000350	Syan.g_02121	Syat.g_01847
OG0000351	Syan.g_01682	Syat.g_02411
OG0000352	Syan.g_01683	Syat.g_02410
OG0000353	Syan.g_01795	Syat.g_00955, Syat.g_02377
OG0000354	Syan.g_02720	Syat.g_03225
OG0000354	Syan.g_01761	Syat.g_02325
OG0000355	Syan.g_01797	Syat.g_02375
OG0000356	Syan.g_01798	Syat.g_02374
OG0000357	Syan.g_01800	Syat.g_02373
OG0000358	Syan.g_01773	Syat.g_02336
OG0000359	Syan.g_01771	Syat.g_02334
OG0000360	Syan.g_01770	Syat.g_02333
OG0000361	Syan.g_01769	Syat.g_02332
OG0000362	Syan.g_01767	Syat.g_02330
OG0000363	Syan.g_01765	Syat.g_02328
OG0000364	Syan.g_01398	Syat.g_03122
OG0000365	Syan.g_01755	Syat.g_02318
OG0000366	Syan.g_01754	Syat.g_02317
OG0000367	Syan.g_01753	Syat.g_02316
OG0000368	Syan.g_01751	Syat.g_02314
OG0000369	Syan.g_01750	Syat.g_02313
OG0000370	Syan.g_01749	Syat.g_02312
OG0000371	Syan.g_01740	Syat.g_02304
OG0000372	Syan.g_01734	Syat.g_02298
OG0000373	Syan.g_01733	Syat.g_02297
OG0000374	Syan.g_01732	Syat.g_02296
OG0000375	Syan.g_01731	Syat.g_02295
OG0000376	Syan.g_01729	Syat.g_02293
OG0000377	Syan.g_01555	Syat.g_02695
OG0000378	Syan.g_01543	Syat.g_02715
OG0000379	Syan.g_01539	Syat.g_02720
OG0000380	Syan.g_02905	Syat.g_01468
OG0000381	Syan.g_02908	Syat.g_01470
OG0000382	Syan.g_02925	Syat.g_01488
OG0000383	Syan.g_02936	Syat.g_01521
OG0000384	Syan.g_02937	Syat.g_01522
OG0000385	Syan.g_02938	Syat.g_01523
OG0000386	Syan.g_02939	Syat.g_01524
OG0000387	Syan.g_00967	Syat.g_01561
OG0000388	Syan.g_02970	Syat.g_01565
OG0000389	Syan.g_02973	Syat.g_01569
OG0000390	Syan.g_02306	Syat.g_02945
OG0000391	Syan.g_02301	Syat.g_02940
OG0000392	Syan.g_02295	Syat.g_02934
OG0000393	Syan.g_02292	Syat.g_02931
OG0000394	Syan.g_02291	Syat.g_02930
OG0000395	Syan.g_02290	Syat.g_02929
OG0000396	Syan.g_02287	Syat.g_02927
OG0000397	Syan.g_02285	Syat.g_02925
OG0000398	Syan.g_02279	Syat.g_02920
OG0000399	Syan.g_02278	Syat.g_02919
OG0000400	Syan.g_02277	Syat.g_02918
OG0000401	Syan.g_02274	Syat.g_02917
OG0000402	Syan.g_02272	Syat.g_02915
OG0000403	Syan.g_02271	Syat.g_02914
OG0000404	Syan.g_02269	Syat.g_02913
OG0000405	Syan.g_03005	Syat.g_02900
OG0000406	Syan.g_03010	Syat.g_02896
OG0000407	Syan.g_03011	Syat.g_02895
OG0000408	Syan.g_03013	Syat.g_02893
OG0000409	Syan.g_03015	Syat.g_02891
OG0000410	Syan.g_03016	Syat.g_02890
OG0000411	Syan.g_03017	Syat.g_02889
OG0000412	Syan.g_03018	Syat.g_02888
OG0000413	Syan.g_03020	Syat.g_02886
OG0000414	Syan.g_03021	Syat.g_02885
OG0000415	Syan.g_03022	Syat.g_02884
OG0000416	Syan.g_03023	Syat.g_02883
OG0000417	Syan.g_03025	Syat.g_02868
OG0000418	Syan.g_03030	Syat.g_02863
OG0000419	Syan.g_03033	Syat.g_02861
OG0000420	Syan.g_03035	Syat.g_02859
OG0000421	Syan.g_03040	Syat.g_02855
OG0000422	Syan.g_03041	Syat.g_02854
OG0000423	Syan.g_03042	Syat.g_02853
OG0000424	Syan.g_03043	Syat.g_02852
OG0000425	Syan.g_03044	Syat.g_02851
OG0000426	Syan.g_03045	Syat.g_02850
OG0000427	Syan.g_03046	Syat.g_02849
OG0000428	Syan.g_03049	Syat.g_02846
OG0000429	Syan.g_03051	Syat.g_02843
OG0000430	Syan.g_03053	Syat.g_02841
OG0000431	Syan.g_03058	Syat.g_02838
OG0000432	Syan.g_03065	Syat.g_02832
OG0000433	Syan.g_03068	Syat.g_02829
OG0000434	Syan.g_03069	Syat.g_02828
OG0000435	Syan.g_03071	Syat.g_02824
OG0000436	Syan.g_03079	Syat.g_02817
OG0000437	Syan.g_03080	Syat.g_02558
OG0000438	Syan.g_03083	Syat.g_02813
OG0000439	Syan.g_03085	Syat.g_02811
OG0000440	Syan.g_03086	Syat.g_02810
OG0000441	Syan.g_03089	Syat.g_02807
OG0000442	Syan.g_03090	Syat.g_02797
OG0000443	Syan.g_03094	Syat.g_02787
OG0000444	Syan.g_03102	Syat.g_02756
OG0000445	Syan.g_03103	Syat.g_02755
OG0000446	Syan.g_03105	Syat.g_02753
OG0000447	Syan.g_03111	Syat.g_02749
OG0000448	Syan.g_03112	Syat.g_02748
OG0000449	Syan.g_03113	Syat.g_02747
OG0000450	Syan.g_01518	Syat.g_02738
OG0000451	Syan.g_01519	Syat.g_02737
OG0000452	Syan.g_01523	Syat.g_02732
OG0000453	Syan.g_01524	Syat.g_02731
OG0000454	Syan.g_01525	Syat.g_02730
OG0000455	Syan.g_01526	Syat.g_02729
OG0000456	Syan.g_01527	Syat.g_02728
OG0000457	Syan.g_01529	Syat.g_02726
OG0000458	Syan.g_01530	Syat.g_02725
OG0000459	Syan.g_01531	Syat.g_02724
OG0000460	Syan.g_02423	Syat.g_01450
OG0000461	Syan.g_02099	Syat.g_01866
OG0000462	Syan.g_02096	Syat.g_01868
OG0000463	Syan.g_02095	Syat.g_01869
OG0000464	Syan.g_02094	Syat.g_01870
OG0000465	Syan.g_02092	Syat.g_01872
OG0000466	Syan.g_02087	Syat.g_01877
OG0000467	Syan.g_02086	Syat.g_01878
OG0000468	Syan.g_02063	Syat.g_01884
OG0000469	Syan.g_02046	Syat.g_02000
OG0000470	Syan.g_02044	Syat.g_02038
OG0000471	Syan.g_02043	Syat.g_02039
OG0000472	Syan.g_02041	Syat.g_02041
OG0000473	Syan.g_02039	Syat.g_02043
OG0000474	Syan.g_02038	Syat.g_02044
OG0000475	Syan.g_02037	Syat.g_02045
OG0000476	Syan.g_02035	Syat.g_02047
OG0000477	Syan.g_02029	Syat.g_02053
OG0000478	Syan.g_02028	Syat.g_02054
OG0000479	Syan.g_02027	Syat.g_02056
OG0000480	Syan.g_02020	Syat.g_02063
OG0000481	Syan.g_00975	Syat.g_02066
OG0000482	Syan.g_02018	Syat.g_02067
OG0000483	Syan.g_02014	Syat.g_02071
OG0000484	Syan.g_02013	Syat.g_02072
OG0000485	Syan.g_02012	Syat.g_02073
OG0000486	Syan.g_02011	Syat.g_02074
OG0000487	Syan.g_02005	Syat.g_02080
OG0000488	Syan.g_02000	Syat.g_02086
OG0000489	Syan.g_01993	Syat.g_02097
OG0000490	Syan.g_01985	Syat.g_02106
OG0000491	Syan.g_01983	Syat.g_02107
OG0000492	Syan.g_01980	Syat.g_02110
OG0000493	Syan.g_01979	Syat.g_02111
OG0000494	Syan.g_01978	Syat.g_02112
OG0000495	Syan.g_01977	Syat.g_02120
OG0000496	Syan.g_01976	Syat.g_02121
OG0000497	Syan.g_01975	Syat.g_02122
OG0000498	Syan.g_01974	Syat.g_02123
OG0000499	Syan.g_01973	Syat.g_02124
OG0000500	Syan.g_01972	Syat.g_02125
OG0000501	Syan.g_01969	Syat.g_02128
OG0000502	Syan.g_01961	Syat.g_02135
OG0000503	Syan.g_02144	Syat.g_01614
OG0000504	Syan.g_02142	Syat.g_01612
OG0000505	Syan.g_02141	Syat.g_01611
OG0000506	Syan.g_02139	Syat.g_01609
OG0000507	Syan.g_02133	Syat.g_01603
OG0000508	Syan.g_02998	Syat.g_01596
OG0000509	Syan.g_02993	Syat.g_01591
OG0000510	Syan.g_02992	Syat.g_01590
OG0000511	Syan.g_02991	Syat.g_01589
OG0000512	Syan.g_02989	Syat.g_01587
OG0000513	Syan.g_02320	Syat.g_02957
OG0000514	Syan.g_02326	Syat.g_02962
OG0000515	Syan.g_02327	Syat.g_02963
OG0000516	Syan.g_02389	Syat.g_02965
OG0000517	Syan.g_02395	Syat.g_02969
OG0000518	Syan.g_01336	Syat.g_01286
OG0000519	Syan.g_01335	Syat.g_01285
OG0000520	Syan.g_01334	Syat.g_01284
OG0000521	Syan.g_02805	Syat.g_01319
OG0000522	Syan.g_02803	Syat.g_01317
OG0000523	Syan.g_02802	Syat.g_01316
OG0000524	Syan.g_02878	Syat.g_01409
OG0000525	Syan.g_02853	Syat.g_01382
OG0000526	Syan.g_02852	Syat.g_01380
OG0000527	Syan.g_02848	Syat.g_01373
OG0000528	Syan.g_02767	Syat.g_03167
OG0000529	Syan.g_02763	Syat.g_03171
OG0000530	Syan.g_02760	Syat.g_03174
OG0000531	Syan.g_02759	Syat.g_03175
OG0000532	Syan.g_02756	Syat.g_03178
OG0000533	Syan.g_02754	Syat.g_03180
OG0000534	Syan.g_02753	Syat.g_03181
OG0000535	Syan.g_02752	Syat.g_03182
OG0000536	Syan.g_02751	Syat.g_03183
OG0000537	Syan.g_02750	Syat.g_03185
OG0000538	Syan.g_02738	Syat.g_03204
OG0000539	Syan.g_02737	Syat.g_03206
OG0000540	Syan.g_02736	Syat.g_03207
OG0000541	Syan.g_02735	Syat.g_03208
OG0000542	Syan.g_02732	Syat.g_03213
OG0000543	Syan.g_02730	Syat.g_03215
OG0000544	Syan.g_02729	Syat.g_03216
OG0000545	Syan.g_02727	Syat.g_03218
OG0000546	Syan.g_02725	Syat.g_03220
OG0000547	Syan.g_02723	Syat.g_03222
OG0000548	Syan.g_02722	Syat.g_03223
OG0000549	Syan.g_01194	Syat.g_01795
OG0000550	Syan.g_01189	Syat.g_01107
OG0000551	Syan.g_01184	Syat.g_01103
OG0000552	Syan.g_01183	Syat.g_01102
OG0000553	Syan.g_01179	Syat.g_01098
OG0000554	Syan.g_01165	Syat.g_03271
OG0000555	Syan.g_00839	Syat.g_00093
OG0000556	Syan.g_00842	Syat.g_00088
OG0000557	Syan.g_00847	Syat.g_00083
OG0000558	Syan.g_00849	Syat.g_00081
OG0000559	Syan.g_00853	Syat.g_00077
OG0000560	Syan.g_00856	Syat.g_00074
OG0000561	Syan.g_00857	Syat.g_00073
OG0000562	Syan.g_00858	Syat.g_00072
OG0000563	Syan.g_00859	Syat.g_00071
OG0000564	Syan.g_00860	Syat.g_00070
OG0000565	Syan.g_00864	Syat.g_00067
OG0000566	Syan.g_00868	Syat.g_00063
OG0000567	Syan.g_00872	Syat.g_00059
OG0000568	Syan.g_00874	Syat.g_00057
