Orthogroup	Syan	Syaj
OG0000304	Syan.g_02556	Syaj.g_00566
OG0000305	Syan.g_00195	Syaj.g_00429
OG0000306	Syan.g_00087	Syaj.g_01126
OG0000307	Syan.g_02782	Syaj.g_00051
OG0000308	Syan.g_02784	Syaj.g_00049
OG0000309	Syan.g_02883	Syaj.g_00044
OG0000310	Syan.g_01304	Syaj.g_01358
OG0000311	Syan.g_01299	Syaj.g_01362
OG0000312	Syan.g_01290	Syaj.g_01368
OG0000313	Syan.g_01271	Syaj.g_01386
OG0000314	Syan.g_02823	Syaj.g_01420
OG0000315	Syan.g_02833	Syaj.g_01430
OG0000316	Syan.g_01354	Syaj.g_01664
OG0000317	Syan.g_01396	Syaj.g_01715
OG0000318	Syan.g_01401	Syaj.g_01722
OG0000319	Syan.g_01425	Syaj.g_01741
OG0000320	Syan.g_01427	Syaj.g_01743
OG0000321	Syan.g_01428	Syaj.g_01744
OG0000322	Syan.g_01429	Syaj.g_01745
OG0000323	Syan.g_01442	Syaj.g_01760
OG0000324	Syan.g_01472	Syaj.g_01609
OG0000325	Syan.g_02107	Syaj.g_02638
OG0000327	Syan.g_02244	Syaj.g_02693
OG0000328	Syan.g_02243	Syaj.g_02694
OG0000329	Syan.g_02225	Syaj.g_02712
OG0000330	Syan.g_02224	Syaj.g_02713
OG0000331	Syan.g_02223	Syaj.g_02714
OG0000333	Syan.g_02205	Syaj.g_02732
OG0000334	Syan.g_00247, Syan.g_02194	Syaj.g_02741
OG0000335	Syan.g_02189	Syaj.g_02746
OG0000336	Syan.g_02185	Syaj.g_02750
OG0000337	Syan.g_01949	Syaj.g_02466
OG0000338	Syan.g_01943	Syaj.g_02462
OG0000339	Syan.g_01935, Syan.g_00264	Syaj.g_02455
OG0000340	Syan.g_01923	Syaj.g_02443
OG0000341	Syan.g_01921	Syaj.g_02441
OG0000342	Syan.g_01920	Syaj.g_02440
OG0000343	Syan.g_01918	Syaj.g_02437
OG0000344	Syan.g_01914	Syaj.g_02433
OG0000345	Syan.g_01900	Syaj.g_02421
OG0000346	Syan.g_01895	Syaj.g_02416
OG0000347	Syan.g_01867	Syaj.g_02383
OG0000348	Syan.g_01803	Syaj.g_02333
OG0000349	Syan.g_01727	Syaj.g_02314
OG0000350	Syan.g_02121	Syaj.g_02652
OG0000351	Syan.g_01682	Syaj.g_02234
OG0000352	Syan.g_01683	Syaj.g_02235
OG0000353	Syan.g_01795	Syaj.g_02261
OG0000354	Syan.g_02720	Syaj.g_00114
OG0000354	Syan.g_01761	Syaj.g_02281
OG0000355	Syan.g_01797	Syaj.g_02263
OG0000356	Syan.g_01798	Syaj.g_02264
OG0000357	Syan.g_01800	Syaj.g_02265
OG0000358	Syan.g_01773	Syaj.g_02269
OG0000359	Syan.g_01771	Syaj.g_02271
OG0000360	Syan.g_01770	Syaj.g_02272
OG0000361	Syan.g_01769	Syaj.g_02273
OG0000362	Syan.g_01767	Syaj.g_02275
OG0000363	Syan.g_01765	Syaj.g_02277
OG0000364	Syan.g_01398	Syaj.g_02278
OG0000365	Syan.g_01755	Syaj.g_02287
OG0000366	Syan.g_01754	Syaj.g_02288
OG0000367	Syan.g_01753	Syaj.g_02289
OG0000368	Syan.g_01751	Syaj.g_02291
OG0000369	Syan.g_01750	Syaj.g_02292
OG0000370	Syan.g_01749	Syaj.g_02293
OG0000371	Syan.g_01740	Syaj.g_02301
OG0000372	Syan.g_01734	Syaj.g_02307
OG0000373	Syan.g_01733	Syaj.g_02308
OG0000374	Syan.g_01732	Syaj.g_02309
OG0000375	Syan.g_01731	Syaj.g_02310
OG0000376	Syan.g_01729	Syaj.g_02312
OG0000377	Syan.g_01555	Syaj.g_02105
OG0000378	Syan.g_01543	Syaj.g_02091
OG0000379	Syan.g_01539	Syaj.g_02086
OG0000380	Syan.g_02905	Syaj.g_01815
OG0000381	Syan.g_02908	Syaj.g_01819
OG0000382	Syan.g_02925	Syaj.g_01836
OG0000383	Syan.g_02936	Syaj.g_01839
OG0000384	Syan.g_02937	Syaj.g_01840
OG0000385	Syan.g_02938	Syaj.g_01841
OG0000386	Syan.g_02939	Syaj.g_01842
OG0000387	Syan.g_00967	Syaj.g_01878
OG0000388	Syan.g_02970	Syaj.g_01882
OG0000389	Syan.g_02973	Syaj.g_01886
OG0000390	Syan.g_02306	Syaj.g_01904
OG0000391	Syan.g_02301	Syaj.g_01909
OG0000392	Syan.g_02295	Syaj.g_01918
OG0000393	Syan.g_02292	Syaj.g_01922
OG0000394	Syan.g_02291	Syaj.g_01923
OG0000395	Syan.g_02290	Syaj.g_01924
OG0000396	Syan.g_02287	Syaj.g_01928
OG0000397	Syan.g_02285	Syaj.g_01930
OG0000398	Syan.g_02279	Syaj.g_01935
OG0000399	Syan.g_02278	Syaj.g_01936
OG0000400	Syan.g_02277	Syaj.g_01937
OG0000401	Syan.g_02274	Syaj.g_01938
OG0000402	Syan.g_02272	Syaj.g_01940
OG0000403	Syan.g_02271	Syaj.g_01941
OG0000404	Syan.g_02269	Syaj.g_01943
OG0000405	Syan.g_03005	Syaj.g_01961
OG0000406	Syan.g_03010	Syaj.g_01966
OG0000407	Syan.g_03011	Syaj.g_01967
OG0000408	Syan.g_03013	Syaj.g_01970
OG0000409	Syan.g_03015	Syaj.g_01972
OG0000410	Syan.g_03016	Syaj.g_01973
OG0000411	Syan.g_03017	Syaj.g_01974
OG0000412	Syan.g_03018	Syaj.g_01975
OG0000413	Syan.g_03020	Syaj.g_01977
OG0000415	Syan.g_03022	Syaj.g_01978
OG0000416	Syan.g_03023	Syaj.g_01979
OG0000417	Syan.g_03025	Syaj.g_01980
OG0000418	Syan.g_03030	Syaj.g_01985
OG0000419	Syan.g_03033	Syaj.g_01987
OG0000420	Syan.g_03035	Syaj.g_01989
OG0000421	Syan.g_03040	Syaj.g_01994
OG0000422	Syan.g_03041	Syaj.g_01995
OG0000423	Syan.g_03042	Syaj.g_01996
OG0000424	Syan.g_03043	Syaj.g_01997
OG0000425	Syan.g_03044	Syaj.g_01998
OG0000426	Syan.g_03045	Syaj.g_01999
OG0000427	Syan.g_03046	Syaj.g_02000
OG0000428	Syan.g_03049	Syaj.g_02003
OG0000429	Syan.g_03051	Syaj.g_02005
OG0000430	Syan.g_03053	Syaj.g_02007
OG0000431	Syan.g_03058	Syaj.g_02010
OG0000432	Syan.g_03065	Syaj.g_02017
OG0000433	Syan.g_03068	Syaj.g_02020
OG0000434	Syan.g_03069	Syaj.g_02021
OG0000435	Syan.g_03071	Syaj.g_02023
OG0000436	Syan.g_03079	Syaj.g_02029
OG0000437	Syan.g_03080	Syaj.g_02030
OG0000438	Syan.g_03083	Syaj.g_02031
OG0000439	Syan.g_03085	Syaj.g_02033
OG0000440	Syan.g_03086	Syaj.g_02034
OG0000441	Syan.g_03089	Syaj.g_02038
OG0000442	Syan.g_03090	Syaj.g_02039
OG0000443	Syan.g_03094	Syaj.g_02040
OG0000444	Syan.g_03102	Syaj.g_02052
OG0000445	Syan.g_03103	Syaj.g_02053
OG0000446	Syan.g_03105	Syaj.g_02055
OG0000447	Syan.g_03111	Syaj.g_02058
OG0000448	Syan.g_03112	Syaj.g_02059
OG0000449	Syan.g_03113	Syaj.g_02060
OG0000450	Syan.g_01518	Syaj.g_02067
OG0000451	Syan.g_01519	Syaj.g_02068
OG0000452	Syan.g_01523	Syaj.g_02072
OG0000453	Syan.g_01524	Syaj.g_02073
OG0000454	Syan.g_01525	Syaj.g_02074
OG0000455	Syan.g_01526	Syaj.g_02075
OG0000456	Syan.g_01527	Syaj.g_02076
OG0000457	Syan.g_01529	Syaj.g_02078
OG0000458	Syan.g_01530	Syaj.g_02079
OG0000459	Syan.g_01531	Syaj.g_02080
OG0000460	Syan.g_02423	Syaj.g_02858
OG0000461	Syan.g_02099	Syaj.g_02623
OG0000462	Syan.g_02096	Syaj.g_02620
OG0000463	Syan.g_02095	Syaj.g_02619
OG0000464	Syan.g_02094	Syaj.g_02618
OG0000465	Syan.g_02092	Syaj.g_02617
OG0000466	Syan.g_02087	Syaj.g_02612
OG0000467	Syan.g_02086	Syaj.g_02610
OG0000468	Syan.g_02063	Syaj.g_02605
OG0000469	Syan.g_02046	Syaj.g_02590
OG0000470	Syan.g_02044	Syaj.g_02586
OG0000471	Syan.g_02043	Syaj.g_02585
OG0000472	Syan.g_02041	Syaj.g_02583
OG0000473	Syan.g_02039	Syaj.g_02581
OG0000474	Syan.g_02038	Syaj.g_02580
OG0000475	Syan.g_02037	Syaj.g_02579
OG0000476	Syan.g_02035	Syaj.g_02577
OG0000477	Syan.g_02029	Syaj.g_02571
OG0000478	Syan.g_02028	Syaj.g_02570
OG0000479	Syan.g_02027	Syaj.g_02569
OG0000480	Syan.g_02020	Syaj.g_02562
OG0000481	Syan.g_00975	Syaj.g_02560
OG0000482	Syan.g_02018	Syaj.g_02559
OG0000483	Syan.g_02014	Syaj.g_02555
OG0000484	Syan.g_02013	Syaj.g_02554
OG0000485	Syan.g_02012	Syaj.g_02553
OG0000486	Syan.g_02011	Syaj.g_02552
OG0000487	Syan.g_02005	Syaj.g_02546
OG0000488	Syan.g_02000	Syaj.g_02542
OG0000489	Syan.g_01993	Syaj.g_02529
OG0000490	Syan.g_01985	Syaj.g_02519
OG0000491	Syan.g_01983	Syaj.g_02517
OG0000492	Syan.g_01980	Syaj.g_02515
OG0000493	Syan.g_01979	Syaj.g_02514
OG0000494	Syan.g_01978	Syaj.g_02513
OG0000495	Syan.g_01977	Syaj.g_02512
OG0000496	Syan.g_01976	Syaj.g_02511
OG0000497	Syan.g_01975	Syaj.g_02510
OG0000498	Syan.g_01974	Syaj.g_02509
OG0000499	Syan.g_01973	Syaj.g_02508
OG0000500	Syan.g_01972	Syaj.g_02507
OG0000501	Syan.g_01969	Syaj.g_02504
OG0000502	Syan.g_01961	Syaj.g_02492
OG0000503	Syan.g_02144	Syaj.g_02805
OG0000504	Syan.g_02142	Syaj.g_02807
OG0000505	Syan.g_02141	Syaj.g_02808
OG0000506	Syan.g_02139	Syaj.g_02810
OG0000507	Syan.g_02133	Syaj.g_02816
OG0000508	Syan.g_02998	Syaj.g_02820
OG0000509	Syan.g_02993	Syaj.g_02822
OG0000510	Syan.g_02992	Syaj.g_02823
OG0000511	Syan.g_02991	Syaj.g_02824
OG0000512	Syan.g_02989	Syaj.g_02826
OG0000513	Syan.g_02320	Syaj.g_02833
OG0000514	Syan.g_02326	Syaj.g_02839
OG0000515	Syan.g_02327	Syaj.g_02840
OG0000516	Syan.g_02389	Syaj.g_01561
OG0000517	Syan.g_02395	Syaj.g_01556
OG0000518	Syan.g_01336	Syaj.g_01544
OG0000519	Syan.g_01335	Syaj.g_01543
OG0000520	Syan.g_01334	Syaj.g_01542
OG0000521	Syan.g_02805	Syaj.g_00271
OG0000522	Syan.g_02803	Syaj.g_00273
OG0000523	Syan.g_02802	Syaj.g_00274
OG0000524	Syan.g_02878	Syaj.g_01485
OG0000525	Syan.g_02853	Syaj.g_01454
OG0000526	Syan.g_02852	Syaj.g_01451
OG0000527	Syan.g_02848	Syaj.g_01446
OG0000528	Syan.g_02767	Syaj.g_00065
OG0000529	Syan.g_02763	Syaj.g_00073
OG0000530	Syan.g_02760	Syaj.g_00076
OG0000531	Syan.g_02759	Syaj.g_00077
OG0000532	Syan.g_02756	Syaj.g_00080
OG0000533	Syan.g_02754	Syaj.g_00081
OG0000534	Syan.g_02753	Syaj.g_00082
OG0000535	Syan.g_02752	Syaj.g_00083
OG0000536	Syan.g_02751	Syaj.g_00084
OG0000537	Syan.g_02750	Syaj.g_00085
OG0000538	Syan.g_02738	Syaj.g_00096
OG0000539	Syan.g_02737	Syaj.g_00097
OG0000540	Syan.g_02736	Syaj.g_00098
OG0000541	Syan.g_02735	Syaj.g_00099
OG0000542	Syan.g_02732	Syaj.g_00102
OG0000543	Syan.g_02730	Syaj.g_00104
OG0000544	Syan.g_02729	Syaj.g_00105
OG0000545	Syan.g_02727	Syaj.g_00107
OG0000546	Syan.g_02725	Syaj.g_00109
OG0000547	Syan.g_02723	Syaj.g_00111
OG0000548	Syan.g_02722	Syaj.g_00112
OG0000549	Syan.g_01194	Syaj.g_00118
OG0000550	Syan.g_01189	Syaj.g_00123
OG0000551	Syan.g_01184	Syaj.g_00128
OG0000552	Syan.g_01183	Syaj.g_00129
OG0000553	Syan.g_01179	Syaj.g_00133
OG0000554	Syan.g_01165	Syaj.g_00145
OG0000555	Syan.g_00839	Syaj.g_00163
OG0000556	Syan.g_00842	Syaj.g_00167
OG0000557	Syan.g_00847	Syaj.g_00178
OG0000558	Syan.g_00849	Syaj.g_00181
OG0000559	Syan.g_00853	Syaj.g_00185
OG0000560	Syan.g_00856	Syaj.g_00188
OG0000561	Syan.g_00857	Syaj.g_00189
OG0000562	Syan.g_00858	Syaj.g_00190
OG0000563	Syan.g_00859	Syaj.g_00191
OG0000564	Syan.g_00860	Syaj.g_00192
OG0000565	Syan.g_00864	Syaj.g_00195
OG0000566	Syan.g_00868	Syaj.g_00199
OG0000567	Syan.g_00872	Syaj.g_00203
OG0000568	Syan.g_00874	Syaj.g_00207
OG0000569	Syan.g_00875	Syaj.g_00208
OG0000570	Syan.g_00876	Syaj.g_00209
OG0000571	Syan.g_00879	Syaj.g_00213
OG0000572	Syan.g_00954	Syaj.g_00230
OG0000573	Syan.g_00963	Syaj.g_00238
