Orthogroup	Syan	Prad
OG0000079	Syan.g_02079, Syan.g_02067, Syan.g_02085	Prad.g_01739
OG0000082	Syan.g_00952	Prad.g_01374
OG0000085	Syan.g_01387	Prad.g_00948
OG0000086	Syan.g_02946, Syan.g_02515, Syan.g_00114	Prad.g_01905
OG0000087	Syan.g_02268	Prad.g_01854
OG0000088	Syan.g_03031	Prad.g_01825
OG0000089	Syan.g_02316	Prad.g_00755
OG0000090	Syan.g_01166	Prad.g_00096
OG0000091	Syan.g_00235, Syan.g_00808	Prad.g_01431
OG0000092	Syan.g_02502	Prad.g_00240
OG0000094	Syan.g_00353, Syan.g_00065	Prad.g_01038
OG0000097	Syan.g_00160, Syan.g_00733	Prad.g_01454
OG0000098	Syan.g_00043	Prad.g_00612
OG0000099	Syan.g_01968	Prad.g_00566
OG0000100	Syan.g_00658	Prad.g_00440
OG0000101	Syan.g_02199	Prad.g_00807
OG0000102	Syan.g_01891	Prad.g_01626
OG0000103	Syan.g_01692	Prad.g_01548
OG0000104	Syan.g_01792	Prad.g_01540
OG0000105	Syan.g_02031	Prad.g_01717
OG0000106	Syan.g_00076	Prad.g_00739
OG0000107	Syan.g_02106	Prad.g_00724
OG0000108	Syan.g_02764	Prad.g_00027
OG0000109	Syan.g_02748	Prad.g_00013
OG0000110	Syan.g_00882	Prad.g_01364
OG0000111	Syan.g_00187	Prad.g_01273
OG0000112	Syan.g_00556, Syan.g_00252	Prad.g_01109
OG0000113	Syan.g_00664	Prad.g_01168
OG0000114	Syan.g_00741	Prad.g_00245
OG0000115	Syan.g_02810	Prad.g_00641
OG0000116	Syan.g_02710, Syan.g_00460	Prad.g_01506
OG0000117	Syan.g_02644	Prad.g_01214
OG0000118	Syan.g_01241, Syan.g_01237	Prad.g_00616
OG0000119	Syan.g_02672	Prad.g_00598
OG0000120	Syan.g_01966	Prad.g_00564
OG0000121	Syan.g_01273	Prad.g_00513
OG0000123	Syan.g_02190	Prad.g_00800
OG0000124	Syan.g_01873	Prad.g_01616
OG0000125	Syan.g_01573	Prad.g_01580
OG0000126	Syan.g_01705	Prad.g_01541
OG0000128	Syan.g_01768	Prad.g_01975
OG0000129	Syan.g_01563	Prad.g_01943
OG0000130	Syan.g_02906, Syan.g_02907	Prad.g_01924
OG0000131	Syan.g_03008	Prad.g_01846
OG0000132	Syan.g_03029	Prad.g_01827
OG0000133	Syan.g_00561	Prad.g_01669
OG0000134	Syan.g_02319	Prad.g_00754
OG0000135	Syan.g_01616	Prad.g_00727
OG0000136	Syan.g_01342	Prad.g_00066
OG0000137	Syan.g_02846	Prad.g_00032
OG0000138	Syan.g_02747	Prad.g_00012
OG0000140	Syan.g_00042	Prad.g_00091
OG0000141	Syan.g_01032	Prad.g_01396
OG0000142	Syan.g_00816	Prad.g_01424
OG0000143	Syan.g_00812	Prad.g_01428
OG0000144	Syan.g_00782	Prad.g_01226
OG0000145	Syan.g_02740	Prad.g_01107
OG0000146	Syan.g_00555, Syan.g_00253	Prad.g_01110
OG0000147	Syan.g_00254, Syan.g_00554	Prad.g_01111
OG0000148	Syan.g_00670	Prad.g_01162
OG0000149	Syan.g_00393	Prad.g_00301
OG0000150	Syan.g_01031	Prad.g_00293
OG0000151	Syan.g_00731	Prad.g_00235
OG0000152	Syan.g_00565	Prad.g_00186
OG0000153	Syan.g_00601	Prad.g_00167
OG0000154	Syan.g_00363	Prad.g_00139
OG0000155	Syan.g_02654	Prad.g_01476
OG0000156	Syan.g_02717	Prad.g_00359
OG0000157	Syan.g_02718	Prad.g_00360
OG0000158	Syan.g_01078, Syan.g_01926	Prad.g_00567
OG0000159	Syan.g_01120	Prad.g_00563
OG0000160	Syan.g_01274	Prad.g_00514
OG0000161	Syan.g_01268	Prad.g_00508
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Prad.g_00502
OG0000163	Syan.g_02405	Prad.g_00467
OG0000164	Syan.g_01440	Prad.g_00917
OG0000165	Syan.g_01448	Prad.g_00910
OG0000166	Syan.g_02239	Prad.g_00843
OG0000167	Syan.g_01941	Prad.g_00777
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Prad.g_00767
OG0000169	Syan.g_01912	Prad.g_01637
OG0000170	Syan.g_01901	Prad.g_01635
OG0000171	Syan.g_01875	Prad.g_01617
OG0000172	Syan.g_01810	Prad.g_01609
OG0000173	Syan.g_01720	Prad.g_01594
OG0000174	Syan.g_01619	Prad.g_01566
OG0000175	Syan.g_01678, Syan.g_00258	Prad.g_01556
OG0000176	Syan.g_01801	Prad.g_01532
OG0000177	Syan.g_01775	Prad.g_01531
OG0000178	Syan.g_01774	Prad.g_01530
OG0000179	Syan.g_01759	Prad.g_01970
OG0000180	Syan.g_01758	Prad.g_01969
OG0000181	Syan.g_01757	Prad.g_01968
OG0000182	Syan.g_01756	Prad.g_01967
OG0000183	Syan.g_01752	Prad.g_01963
OG0000184	Syan.g_01549	Prad.g_01940
OG0000185	Syan.g_01540	Prad.g_01937
OG0000186	Syan.g_02902	Prad.g_01929
OG0000187	Syan.g_02904	Prad.g_01928
OG0000188	Syan.g_02926	Prad.g_01911
OG0000189	Syan.g_02966	Prad.g_01897
OG0000190	Syan.g_00971	Prad.g_01896
OG0000191	Syan.g_02300	Prad.g_01876
OG0000192	Syan.g_02294	Prad.g_01872
OG0000193	Syan.g_03009	Prad.g_01845
OG0000194	Syan.g_03012	Prad.g_01842
OG0000195	Syan.g_03014	Prad.g_01840
OG0000196	Syan.g_03026	Prad.g_01830
OG0000197	Syan.g_03027	Prad.g_01829
OG0000198	Syan.g_03028	Prad.g_01828
OG0000199	Syan.g_03037	Prad.g_01821
OG0000200	Syan.g_03055	Prad.g_01807
OG0000201	Syan.g_03074	Prad.g_01799
OG0000202	Syan.g_03075	Prad.g_01798
OG0000203	Syan.g_03076	Prad.g_01797
OG0000204	Syan.g_03077	Prad.g_01796
OG0000205	Syan.g_03087	Prad.g_01789
OG0000206	Syan.g_03095	Prad.g_01784
OG0000207	Syan.g_03100	Prad.g_01782
OG0000208	Syan.g_03101	Prad.g_01781
OG0000209	Syan.g_01521	Prad.g_01772
OG0000210	Syan.g_01522	Prad.g_01771
OG0000211	Syan.g_02416	Prad.g_01758
OG0000212	Syan.g_01508, Syan.g_02438	Prad.g_01751
OG0000213	Syan.g_02059	Prad.g_01734
OG0000214	Syan.g_02040	Prad.g_01724
OG0000215	Syan.g_02010	Prad.g_01699
OG0000216	Syan.g_02006	Prad.g_01697
OG0000217	Syan.g_02001	Prad.g_01694
OG0000218	Syan.g_01999	Prad.g_01692
OG0000219	Syan.g_01998	Prad.g_01691
OG0000220	Syan.g_01997	Prad.g_01690
OG0000221	Syan.g_01994	Prad.g_01689
OG0000222	Syan.g_01981	Prad.g_01681
OG0000223	Syan.g_00228	Prad.g_01668
OG0000224	Syan.g_01959	Prad.g_01666
OG0000225	Syan.g_02997	Prad.g_01645
OG0000226	Syan.g_02990	Prad.g_00761
OG0000227	Syan.g_02988	Prad.g_00759
OG0000228	Syan.g_02315	Prad.g_00756
OG0000229	Syan.g_02396	Prad.g_00666
OG0000230	Syan.g_02398	Prad.g_00069
OG0000231	Syan.g_01333	Prad.g_00058
OG0000232	Syan.g_02801	Prad.g_00049
OG0000233	Syan.g_02876	Prad.g_00043
OG0000234	Syan.g_02844	Prad.g_00031
OG0000235	Syan.g_02765	Prad.g_00028
OG0000236	Syan.g_02749	Prad.g_00014
OG0000237	Syan.g_02731	Prad.g_00123
OG0000238	Syan.g_02726	Prad.g_00117
OG0000239	Syan.g_01187	Prad.g_00104
OG0000240	Syan.g_01186	Prad.g_00103
OG0000241	Syan.g_00822	Prad.g_00099
OG0000242	Syan.g_01168	Prad.g_00097
OG0000243	Syan.g_00840	Prad.g_01333
OG0000244	Syan.g_00848	Prad.g_01336
OG0000245	Syan.g_00850	Prad.g_01338
OG0000246	Syan.g_00854	Prad.g_01342
OG0000247	Syan.g_00866	Prad.g_01352
OG0000248	Syan.g_00869	Prad.g_01354
OG0000249	Syan.g_00871	Prad.g_01356
OG0000250	Syan.g_00878	Prad.g_01361
OG0000251	Syan.g_00961	Prad.g_01380
OG0000252	Syan.g_00966	Prad.g_01383
OG0000253	Syan.g_01000	Prad.g_01384
OG0000254	Syan.g_01026	Prad.g_01400
OG0000255	Syan.g_00978	Prad.g_01406
OG0000256	Syan.g_00001, Syan.g_01135	Prad.g_01416
OG0000257	Syan.g_00827	Prad.g_01419
OG0000258	Syan.g_00803	Prad.g_01432
OG0000259	Syan.g_00772	Prad.g_01234
OG0000260	Syan.g_00769	Prad.g_01237
OG0000261	Syan.g_00765	Prad.g_01239
OG0000262	Syan.g_00760	Prad.g_01243
OG0000263	Syan.g_02618	Prad.g_01255
OG0000264	Syan.g_00540	Prad.g_01265
OG0000266	Syan.g_00330	Prad.g_01059
OG0000267	Syan.g_00470	Prad.g_01070
OG0000268	Syan.g_00471	Prad.g_01071
OG0000269	Syan.g_00695	Prad.g_01141
OG0000270	Syan.g_00692	Prad.g_01144
OG0000271	Syan.g_00684	Prad.g_01152
OG0000272	Syan.g_00683	Prad.g_01153
OG0000273	Syan.g_00654	Prad.g_01176
OG0000274	Syan.g_00653	Prad.g_01177
OG0000275	Syan.g_00373	Prad.g_01180
OG0000276	Syan.g_00380	Prad.g_01185
OG0000277	Syan.g_00381	Prad.g_00308
OG0000278	Syan.g_00384	Prad.g_00305
OG0000279	Syan.g_00398	Prad.g_00298
OG0000280	Syan.g_00518	Prad.g_00297
OG0000282	Syan.g_00739	Prad.g_00243
OG0000283	Syan.g_00491	Prad.g_00209
OG0000284	Syan.g_00497	Prad.g_00204
OG0000285	Syan.g_00533	Prad.g_00199
OG0000286	Syan.g_00564	Prad.g_00187
OG0000287	Syan.g_00593	Prad.g_00170
OG0000288	Syan.g_00364	Prad.g_00140
OG0000289	Syan.g_00350	Prad.g_01035
OG0000290	Syan.g_00293	Prad.g_01021
OG0000291	Syan.g_00291	Prad.g_01019
OG0000292	Syan.g_01703	Prad.g_00972
OG0000293	Syan.g_02709	Prad.g_01505
OG0000294	Syan.g_02708	Prad.g_01504
OG0000295	Syan.g_02662	Prad.g_01484
OG0000296	Syan.g_02660	Prad.g_01482
OG0000299	Syan.g_02601	Prad.g_01455
OG0000301	Syan.g_02592	Prad.g_01451
OG0000302	Syan.g_02591	Prad.g_01449
OG0000303	Syan.g_02582	Prad.g_01442
OG0000304	Syan.g_02556	Prad.g_01438
OG0000305	Syan.g_00195	Prad.g_00602
OG0000306	Syan.g_00087	Prad.g_00599
OG0000307	Syan.g_02782	Prad.g_00585
OG0000308	Syan.g_02784	Prad.g_00584
OG0000309	Syan.g_02883	Prad.g_00580
OG0000310	Syan.g_01304	Prad.g_00530
OG0000311	Syan.g_01299	Prad.g_00528
OG0000312	Syan.g_01290	Prad.g_00525
OG0000313	Syan.g_01271	Prad.g_00511
OG0000314	Syan.g_02823	Prad.g_00487
OG0000315	Syan.g_02833	Prad.g_00477
OG0000316	Syan.g_01354	Prad.g_00457
OG0000317	Syan.g_01396	Prad.g_00943
OG0000318	Syan.g_01401	Prad.g_00940
OG0000319	Syan.g_01425	Prad.g_00927
OG0000320	Syan.g_01427	Prad.g_00925
OG0000321	Syan.g_01428	Prad.g_00924
OG0000322	Syan.g_01429	Prad.g_00923
OG0000323	Syan.g_01442	Prad.g_00914
OG0000324	Syan.g_01472	Prad.g_00887
OG0000325	Syan.g_02107	Prad.g_00878
OG0000326	Syan.g_02114	Prad.g_00872
OG0000327	Syan.g_02244	Prad.g_00848
OG0000328	Syan.g_02243	Prad.g_00847
OG0000329	Syan.g_02225	Prad.g_00830
OG0000330	Syan.g_02224	Prad.g_00829
OG0000331	Syan.g_02223	Prad.g_00828
OG0000332	Syan.g_02208	Prad.g_00814
OG0000333	Syan.g_02205	Prad.g_00812
OG0000334	Syan.g_00247, Syan.g_02194	Prad.g_00804
OG0000335	Syan.g_02189	Prad.g_00799
OG0000336	Syan.g_02185	Prad.g_00795
OG0000337	Syan.g_01949	Prad.g_00779
OG0000338	Syan.g_01943	Prad.g_00778
OG0000339	Syan.g_01935, Syan.g_00264	Prad.g_00774
OG0000340	Syan.g_01923	Prad.g_00766, Prad.g_01294
OG0000341	Syan.g_01921	Prad.g_00764
OG0000342	Syan.g_01920	Prad.g_00763
OG0000343	Syan.g_01918	Prad.g_00762
OG0000344	Syan.g_01914	Prad.g_01639
OG0000345	Syan.g_01900	Prad.g_01634
OG0000346	Syan.g_01895	Prad.g_01630
OG0000347	Syan.g_01867	Prad.g_01615
OG0000348	Syan.g_01803	Prad.g_01606
OG0000349	Syan.g_01727	Prad.g_01589
OG0000350	Syan.g_02121	Prad.g_01570
OG0000351	Syan.g_01682	Prad.g_01553
OG0000352	Syan.g_01683	Prad.g_01552
OG0000353	Syan.g_01795	Prad.g_01537
OG0000354	Syan.g_01761	Prad.g_01041
OG0000355	Syan.g_01797	Prad.g_01535
OG0000356	Syan.g_01798	Prad.g_01534
OG0000357	Syan.g_01800	Prad.g_01533
OG0000358	Syan.g_01773	Prad.g_01529
OG0000359	Syan.g_01771	Prad.g_01528
OG0000360	Syan.g_01770	Prad.g_01527
OG0000361	Syan.g_01769	Prad.g_01976
OG0000362	Syan.g_01767	Prad.g_01974
OG0000363	Syan.g_01765	Prad.g_01972
OG0000364	Syan.g_01398	Prad.g_01971
OG0000365	Syan.g_01755	Prad.g_01966
OG0000366	Syan.g_01754	Prad.g_01965
OG0000367	Syan.g_01753	Prad.g_01964
OG0000368	Syan.g_01751	Prad.g_01962
OG0000369	Syan.g_01750	Prad.g_01961
OG0000370	Syan.g_01749	Prad.g_01960
OG0000371	Syan.g_01740	Prad.g_01954
OG0000372	Syan.g_01734	Prad.g_01951
OG0000373	Syan.g_01733	Prad.g_01950
OG0000374	Syan.g_01732	Prad.g_01949
OG0000375	Syan.g_01731	Prad.g_01947
OG0000376	Syan.g_01729	Prad.g_01945
OG0000377	Syan.g_01555	Prad.g_01941
OG0000378	Syan.g_01543	Prad.g_01939
OG0000379	Syan.g_01539	Prad.g_01936
OG0000380	Syan.g_02905	Prad.g_01927
OG0000381	Syan.g_02908	Prad.g_01923
OG0000382	Syan.g_02925	Prad.g_01912
OG0000383	Syan.g_02936	Prad.g_01910
OG0000384	Syan.g_02937	Prad.g_01909
OG0000385	Syan.g_02938	Prad.g_01908
OG0000386	Syan.g_02939	Prad.g_01907
OG0000387	Syan.g_00967	Prad.g_01894
OG0000388	Syan.g_02970	Prad.g_01891
OG0000389	Syan.g_02973	Prad.g_01887
OG0000390	Syan.g_02306	Prad.g_00011, Prad.g_01880
OG0000391	Syan.g_02301	Prad.g_01877
OG0000392	Syan.g_02295	Prad.g_01873
OG0000393	Syan.g_02292	Prad.g_01871
OG0000394	Syan.g_02291	Prad.g_01870
OG0000395	Syan.g_02290	Prad.g_01869
OG0000396	Syan.g_02287	Prad.g_01866
OG0000397	Syan.g_02285	Prad.g_01864
OG0000398	Syan.g_02279	Prad.g_01862
OG0000399	Syan.g_02278	Prad.g_01861
OG0000400	Syan.g_02277	Prad.g_01860
OG0000401	Syan.g_02274	Prad.g_01859
OG0000402	Syan.g_02272	Prad.g_01857
OG0000403	Syan.g_02271	Prad.g_01856
OG0000404	Syan.g_02269	Prad.g_01855
OG0000405	Syan.g_03005	Prad.g_01851
OG0000406	Syan.g_03010	Prad.g_01844
OG0000407	Syan.g_03011	Prad.g_01843
OG0000408	Syan.g_03013	Prad.g_01841
OG0000409	Syan.g_03015	Prad.g_01839
OG0000410	Syan.g_03016	Prad.g_01838
OG0000411	Syan.g_03017	Prad.g_01837
OG0000412	Syan.g_03018	Prad.g_01836
OG0000413	Syan.g_03020	Prad.g_01835
OG0000414	Syan.g_03021	Prad.g_01834
OG0000415	Syan.g_03022	Prad.g_01833
OG0000416	Syan.g_03023	Prad.g_01832
OG0000417	Syan.g_03025	Prad.g_01831
OG0000418	Syan.g_03030	Prad.g_01826
OG0000419	Syan.g_03033	Prad.g_01824
OG0000420	Syan.g_03035	Prad.g_01823
OG0000421	Syan.g_03040	Prad.g_01818
OG0000422	Syan.g_03041	Prad.g_01817
OG0000423	Syan.g_03042	Prad.g_01816
OG0000424	Syan.g_03043	Prad.g_01815
OG0000425	Syan.g_03044	Prad.g_01814
OG0000426	Syan.g_03045	Prad.g_01813
OG0000427	Syan.g_03046	Prad.g_01812
OG0000428	Syan.g_03049	Prad.g_01810
OG0000429	Syan.g_03051	Prad.g_01809
OG0000430	Syan.g_03053	Prad.g_01808
OG0000431	Syan.g_03058	Prad.g_01806
OG0000432	Syan.g_03065	Prad.g_01803
OG0000433	Syan.g_03068	Prad.g_01802
OG0000434	Syan.g_03069	Prad.g_01801
OG0000435	Syan.g_03071	Prad.g_01800
OG0000436	Syan.g_03079	Prad.g_01795
OG0000437	Syan.g_03080	Prad.g_01794
OG0000438	Syan.g_03083	Prad.g_01793
OG0000439	Syan.g_03085	Prad.g_01791
OG0000440	Syan.g_03086	Prad.g_01790
OG0000441	Syan.g_03089	Prad.g_01787
OG0000442	Syan.g_03090	Prad.g_01786
OG0000443	Syan.g_03094	Prad.g_01785
OG0000444	Syan.g_03102	Prad.g_01780
OG0000445	Syan.g_03103	Prad.g_01779
OG0000446	Syan.g_03105	Prad.g_01778
OG0000447	Syan.g_03111	Prad.g_01777
OG0000448	Syan.g_03112	Prad.g_01776
OG0000449	Syan.g_03113	Prad.g_01775
OG0000450	Syan.g_01518	Prad.g_01774
OG0000451	Syan.g_01519	Prad.g_01773
OG0000452	Syan.g_01523	Prad.g_01770
OG0000453	Syan.g_01524	Prad.g_01769
OG0000454	Syan.g_01525	Prad.g_01768
OG0000455	Syan.g_01526	Prad.g_01767
OG0000456	Syan.g_01527	Prad.g_01766
OG0000457	Syan.g_01529	Prad.g_01765
OG0000458	Syan.g_01530	Prad.g_01764
OG0000459	Syan.g_01531	Prad.g_01763
OG0000460	Syan.g_02423	Prad.g_01756
OG0000461	Syan.g_02099	Prad.g_01749
OG0000462	Syan.g_02096	Prad.g_01747
OG0000463	Syan.g_02095	Prad.g_01746
OG0000464	Syan.g_02094	Prad.g_01745
OG0000465	Syan.g_02092	Prad.g_01744
OG0000466	Syan.g_02087	Prad.g_01741
OG0000467	Syan.g_02086	Prad.g_01740
OG0000468	Syan.g_02063	Prad.g_01738
OG0000469	Syan.g_02046	Prad.g_01729
OG0000470	Syan.g_02044	Prad.g_01727
OG0000471	Syan.g_02043	Prad.g_01726
OG0000472	Syan.g_02041	Prad.g_01725
OG0000473	Syan.g_02039	Prad.g_01723
OG0000474	Syan.g_02038	Prad.g_01722
OG0000475	Syan.g_02037	Prad.g_01721
OG0000476	Syan.g_02035	Prad.g_01720
OG0000477	Syan.g_02029	Prad.g_01716
OG0000478	Syan.g_02028	Prad.g_01715
OG0000479	Syan.g_02027	Prad.g_01714
OG0000480	Syan.g_02020	Prad.g_01709
OG0000481	Syan.g_00975	Prad.g_01707
OG0000482	Syan.g_02018	Prad.g_01706
OG0000483	Syan.g_02014	Prad.g_01703
OG0000484	Syan.g_02013	Prad.g_01702
OG0000485	Syan.g_02012	Prad.g_01701
OG0000486	Syan.g_02011	Prad.g_01700
OG0000487	Syan.g_02005	Prad.g_01696
OG0000488	Syan.g_02000	Prad.g_01693
OG0000489	Syan.g_01993	Prad.g_01688
OG0000490	Syan.g_01985	Prad.g_01683
OG0000491	Syan.g_01983	Prad.g_01682
OG0000492	Syan.g_01980	Prad.g_01680
OG0000493	Syan.g_01979	Prad.g_01679
OG0000494	Syan.g_01978	Prad.g_01678
OG0000495	Syan.g_01977	Prad.g_01677
OG0000496	Syan.g_01976	Prad.g_01676
OG0000497	Syan.g_01975	Prad.g_01675
OG0000498	Syan.g_01974	Prad.g_01674
OG0000499	Syan.g_01973	Prad.g_01673
OG0000500	Syan.g_01972	Prad.g_01672
OG0000501	Syan.g_01969	Prad.g_01670
OG0000502	Syan.g_01961	Prad.g_01667
OG0000503	Syan.g_02144	Prad.g_01657
OG0000504	Syan.g_02142	Prad.g_01656
OG0000505	Syan.g_02141	Prad.g_01655
OG0000506	Syan.g_02139	Prad.g_01653
OG0000507	Syan.g_02133	Prad.g_01650
OG0000508	Syan.g_02998	Prad.g_01646
OG0000509	Syan.g_02993	Prad.g_01644
OG0000510	Syan.g_02992	Prad.g_01643
OG0000511	Syan.g_02991	Prad.g_01642
OG0000512	Syan.g_02989	Prad.g_00760
OG0000513	Syan.g_02320	Prad.g_00753
OG0000514	Syan.g_02326	Prad.g_00671
OG0000515	Syan.g_02327	Prad.g_00670
OG0000516	Syan.g_02389	Prad.g_00669
OG0000517	Syan.g_02395	Prad.g_00667
OG0000518	Syan.g_01336	Prad.g_00061
OG0000519	Syan.g_01335	Prad.g_00060
OG0000520	Syan.g_01334	Prad.g_00059
OG0000521	Syan.g_02805	Prad.g_00054
OG0000522	Syan.g_02803	Prad.g_00052
OG0000523	Syan.g_02802	Prad.g_00051
OG0000524	Syan.g_02878	Prad.g_00045
OG0000525	Syan.g_02853	Prad.g_00042
OG0000526	Syan.g_02852	Prad.g_00041
OG0000527	Syan.g_02848	Prad.g_00034
OG0000528	Syan.g_02767	Prad.g_00029
OG0000529	Syan.g_02763	Prad.g_00026
OG0000530	Syan.g_02760	Prad.g_00023
OG0000531	Syan.g_02759	Prad.g_00022
OG0000532	Syan.g_02756	Prad.g_00020
OG0000533	Syan.g_02754	Prad.g_00019
OG0000534	Syan.g_02753	Prad.g_00018
OG0000535	Syan.g_02752	Prad.g_00017
OG0000536	Syan.g_02751	Prad.g_00016
OG0000537	Syan.g_02750	Prad.g_00015
OG0000538	Syan.g_02738	Prad.g_00129
OG0000539	Syan.g_02737	Prad.g_00128
OG0000540	Syan.g_02736	Prad.g_00127
OG0000541	Syan.g_02735	Prad.g_00126
OG0000542	Syan.g_02732	Prad.g_00124
OG0000543	Syan.g_02730	Prad.g_00122
OG0000544	Syan.g_02729	Prad.g_00121
OG0000545	Syan.g_02727	Prad.g_00119
OG0000546	Syan.g_02725	Prad.g_00116
OG0000547	Syan.g_02723	Prad.g_00114
OG0000548	Syan.g_02722	Prad.g_00113
OG0000549	Syan.g_01194	Prad.g_00111
OG0000550	Syan.g_01189	Prad.g_00106
OG0000551	Syan.g_01184	Prad.g_00102
OG0000552	Syan.g_01183	Prad.g_00101
OG0000553	Syan.g_01179	Prad.g_00100
OG0000554	Syan.g_01165	Prad.g_00095
OG0000555	Syan.g_00839	Prad.g_01332
OG0000556	Syan.g_00842	Prad.g_01334
OG0000557	Syan.g_00847	Prad.g_01335
OG0000558	Syan.g_00849	Prad.g_01337
OG0000559	Syan.g_00853	Prad.g_01341
OG0000560	Syan.g_00856	Prad.g_01344
OG0000561	Syan.g_00857	Prad.g_01345
OG0000562	Syan.g_00858	Prad.g_01346
OG0000563	Syan.g_00859	Prad.g_01347
OG0000564	Syan.g_00860	Prad.g_01348
OG0000565	Syan.g_00864	Prad.g_01351
OG0000566	Syan.g_00868	Prad.g_01353
OG0000567	Syan.g_00872	Prad.g_01357
OG0000568	Syan.g_00874	Prad.g_01358
OG0000569	Syan.g_00875	Prad.g_01359
OG0000570	Syan.g_00876	Prad.g_01360
OG0000571	Syan.g_00879	Prad.g_01362
OG0000572	Syan.g_00954	Prad.g_01375
OG0000573	Syan.g_00963	Prad.g_01381
OG0000574	Syan.g_00965	Prad.g_01382
OG0000575	Syan.g_01003	Prad.g_01386
OG0000576	Syan.g_01007	Prad.g_01388
OG0000577	Syan.g_01008	Prad.g_01389
OG0000578	Syan.g_01009	Prad.g_01390
OG0000579	Syan.g_01010	Prad.g_01391
OG0000580	Syan.g_01011	Prad.g_01392
OG0000581	Syan.g_01018	Prad.g_01394
OG0000582	Syan.g_01030	Prad.g_01397
OG0000583	Syan.g_01029	Prad.g_01398
OG0000584	Syan.g_01028	Prad.g_01399
OG0000585	Syan.g_01024	Prad.g_01401
OG0000586	Syan.g_01022	Prad.g_01402
OG0000587	Syan.g_01020	Prad.g_01403
OG0000588	Syan.g_00215	Prad.g_01407
OG0000589	Syan.g_00016	Prad.g_01410
OG0000590	Syan.g_00015	Prad.g_01411
OG0000591	Syan.g_00003	Prad.g_01414
OG0000592	Syan.g_00002	Prad.g_01415
OG0000593	Syan.g_00820	Prad.g_01421
OG0000594	Syan.g_00819	Prad.g_01422
OG0000595	Syan.g_00818	Prad.g_01423
OG0000596	Syan.g_00813	Prad.g_01427
