Orthogroup	Syan	Prba
OG0000221	Syan.g_01994	Prba.g_00518
OG0000222	Syan.g_01981	Prba.g_00526
OG0000223	Syan.g_00228	Prba.g_00539
OG0000224	Syan.g_01959	Prba.g_00541
OG0000225	Syan.g_02997	Prba.g_00562
OG0000226	Syan.g_02990	Prba.g_00221
OG0000227	Syan.g_02988	Prba.g_00223
OG0000228	Syan.g_02315	Prba.g_00849
OG0000229	Syan.g_02396	Prba.g_01025
OG0000230	Syan.g_02398	Prba.g_01023
OG0000231	Syan.g_01333	Prba.g_01012
OG0000232	Syan.g_02801	Prba.g_01003
OG0000233	Syan.g_02876	Prba.g_00998
OG0000234	Syan.g_02844	Prba.g_00985
OG0000235	Syan.g_02765	Prba.g_00982
OG0000236	Syan.g_02749	Prba.g_00968
OG0000237	Syan.g_02731	Prba.g_00955
OG0000238	Syan.g_02726	Prba.g_00949
OG0000239	Syan.g_01187	Prba.g_00936
OG0000240	Syan.g_01186	Prba.g_00935
OG0000241	Syan.g_00822	Prba.g_00931
OG0000242	Syan.g_01168	Prba.g_00929
OG0000243	Syan.g_00840	Prba.g_01772
OG0000244	Syan.g_00848	Prba.g_01769
OG0000245	Syan.g_00850	Prba.g_01767
OG0000246	Syan.g_00854	Prba.g_01763
OG0000247	Syan.g_00866	Prba.g_01753
OG0000248	Syan.g_00869	Prba.g_01751
OG0000249	Syan.g_00871	Prba.g_01749
OG0000250	Syan.g_00878	Prba.g_01744
OG0000251	Syan.g_00961	Prba.g_01726
OG0000252	Syan.g_00966	Prba.g_01723
OG0000253	Syan.g_01000	Prba.g_01722
OG0000254	Syan.g_01026	Prba.g_01706
OG0000255	Syan.g_00978	Prba.g_01700
OG0000256	Syan.g_00001, Syan.g_01135	Prba.g_01690
OG0000257	Syan.g_00827	Prba.g_01687
OG0000258	Syan.g_00803	Prba.g_01674
OG0000259	Syan.g_00772	Prba.g_01657
OG0000260	Syan.g_00769	Prba.g_01654
OG0000261	Syan.g_00765	Prba.g_01652
OG0000262	Syan.g_00760	Prba.g_01648
OG0000263	Syan.g_02618	Prba.g_01636
OG0000264	Syan.g_00540	Prba.g_01626
OG0000266	Syan.g_00330	Prba.g_01584
OG0000267	Syan.g_00470	Prba.g_01573
OG0000268	Syan.g_00471	Prba.g_01572
OG0000269	Syan.g_00695	Prba.g_01504
OG0000270	Syan.g_00692	Prba.g_01501
OG0000271	Syan.g_00684	Prba.g_01493
OG0000272	Syan.g_00683	Prba.g_01492
OG0000273	Syan.g_00654	Prba.g_01469
OG0000274	Syan.g_00653	Prba.g_01468
OG0000275	Syan.g_00373	Prba.g_01465
OG0000276	Syan.g_00380	Prba.g_01460
OG0000277	Syan.g_00381	Prba.g_01459
OG0000278	Syan.g_00384	Prba.g_01456
OG0000279	Syan.g_00398	Prba.g_01449
OG0000280	Syan.g_00518	Prba.g_01448
OG0000282	Syan.g_00739	Prba.g_01393
OG0000283	Syan.g_00491	Prba.g_01360
OG0000284	Syan.g_00497	Prba.g_01355
OG0000285	Syan.g_00533	Prba.g_01350
OG0000286	Syan.g_00564	Prba.g_01338
OG0000287	Syan.g_00593	Prba.g_01321
OG0000288	Syan.g_00364	Prba.g_01291
OG0000289	Syan.g_00350	Prba.g_01280
OG0000290	Syan.g_00293	Prba.g_01267
OG0000291	Syan.g_00291	Prba.g_01265
OG0000292	Syan.g_01703	Prba.g_01216
OG0000293	Syan.g_02709	Prba.g_00073
OG0000294	Syan.g_02708	Prba.g_00072
OG0000295	Syan.g_02662	Prba.g_00051
OG0000296	Syan.g_02660	Prba.g_00049
OG0000299	Syan.g_02601	Prba.g_00023
OG0000301	Syan.g_02592	Prba.g_00019
OG0000302	Syan.g_02591	Prba.g_00017
OG0000303	Syan.g_02582	Prba.g_00010
OG0000304	Syan.g_02556	Prba.g_00006
OG0000305	Syan.g_00195	Prba.g_00204
OG0000306	Syan.g_00087	Prba.g_00201
OG0000307	Syan.g_02782	Prba.g_00187
OG0000308	Syan.g_02784	Prba.g_00186
OG0000309	Syan.g_02883	Prba.g_00182
OG0000310	Syan.g_01304	Prba.g_00112
OG0000311	Syan.g_01299	Prba.g_00110
OG0000312	Syan.g_01290	Prba.g_00107
OG0000313	Syan.g_01271	Prba.g_00709
OG0000314	Syan.g_02823	Prba.g_00686
OG0000315	Syan.g_02833	Prba.g_00351, Prba.g_00676
OG0000316	Syan.g_01354	Prba.g_00331
OG0000317	Syan.g_01396	Prba.g_00228
OG0000318	Syan.g_01401	Prba.g_00619
OG0000319	Syan.g_01425	Prba.g_00606
OG0000320	Syan.g_01427	Prba.g_00604
OG0000321	Syan.g_01428	Prba.g_00603
OG0000322	Syan.g_01429	Prba.g_00602
OG0000323	Syan.g_01442	Prba.g_00593
OG0000324	Syan.g_01472	Prba.g_00567
OG0000325	Syan.g_02107	Prba.g_00358
OG0000326	Syan.g_02114	Prba.g_00364
OG0000327	Syan.g_02244	Prba.g_00388
OG0000328	Syan.g_02243	Prba.g_00389
OG0000329	Syan.g_02225	Prba.g_00406
OG0000330	Syan.g_02224	Prba.g_00407
OG0000331	Syan.g_02223	Prba.g_00408
OG0000332	Syan.g_02208	Prba.g_00422
OG0000333	Syan.g_02205	Prba.g_00424
OG0000334	Syan.g_00247, Syan.g_02194	Prba.g_00432
OG0000335	Syan.g_02189	Prba.g_00437
OG0000336	Syan.g_02185	Prba.g_01050
OG0000337	Syan.g_01949	Prba.g_01067
OG0000338	Syan.g_01943	Prba.g_01068
OG0000339	Syan.g_01935, Syan.g_00264	Prba.g_01072
OG0000340	Syan.g_01923	Prba.g_00752
OG0000341	Syan.g_01921	Prba.g_00754
OG0000342	Syan.g_01920	Prba.g_00755
OG0000343	Syan.g_01918	Prba.g_00756
OG0000344	Syan.g_01914	Prba.g_00759
OG0000345	Syan.g_01900	Prba.g_00764
OG0000346	Syan.g_01895	Prba.g_00769
OG0000347	Syan.g_01867	Prba.g_00785
OG0000348	Syan.g_01803	Prba.g_00795
OG0000349	Syan.g_01727	Prba.g_00812
OG0000350	Syan.g_02121	Prba.g_00831
OG0000351	Syan.g_01682	Prba.g_00848, Prba.g_01776
OG0000352	Syan.g_01683	Prba.g_01777
OG0000353	Syan.g_01795	Prba.g_01792
OG0000355	Syan.g_01797	Prba.g_01794
OG0000356	Syan.g_01798	Prba.g_01795
OG0000357	Syan.g_01800	Prba.g_01796
OG0000358	Syan.g_01773	Prba.g_01800
OG0000359	Syan.g_01771	Prba.g_01801
OG0000360	Syan.g_01770	Prba.g_01802
OG0000361	Syan.g_01769	Prba.g_01803
OG0000362	Syan.g_01767	Prba.g_01805
OG0000363	Syan.g_01765	Prba.g_01807
OG0000364	Syan.g_01398	Prba.g_01808
OG0000365	Syan.g_01755	Prba.g_01813
OG0000366	Syan.g_01754	Prba.g_01814
OG0000367	Syan.g_01753	Prba.g_01815
OG0000368	Syan.g_01751	Prba.g_01817
OG0000369	Syan.g_01750	Prba.g_01818
OG0000370	Syan.g_01749	Prba.g_01819
OG0000371	Syan.g_01740	Prba.g_01825
OG0000372	Syan.g_01734	Prba.g_01828
OG0000373	Syan.g_01733	Prba.g_01829
OG0000374	Syan.g_01732	Prba.g_01830
OG0000375	Syan.g_01731	Prba.g_01834
OG0000376	Syan.g_01729	Prba.g_01836
OG0000377	Syan.g_01555	Prba.g_01839
OG0000378	Syan.g_01543	Prba.g_01841
OG0000379	Syan.g_01539	Prba.g_01844
OG0000380	Syan.g_02905	Prba.g_01854
OG0000381	Syan.g_02908	Prba.g_01858
OG0000382	Syan.g_02925	Prba.g_01869
OG0000383	Syan.g_02936	Prba.g_01871
OG0000384	Syan.g_02937	Prba.g_01872
OG0000385	Syan.g_02938	Prba.g_01873
OG0000386	Syan.g_02939	Prba.g_01874
OG0000387	Syan.g_00967	Prba.g_01887
OG0000388	Syan.g_02970	Prba.g_01890
OG0000389	Syan.g_02973	Prba.g_01894
OG0000390	Syan.g_02306	Prba.g_01901
OG0000391	Syan.g_02301	Prba.g_01904
OG0000392	Syan.g_02295	Prba.g_01908
OG0000393	Syan.g_02292	Prba.g_01910
OG0000394	Syan.g_02291	Prba.g_01911
OG0000395	Syan.g_02290	Prba.g_01912
OG0000396	Syan.g_02287	Prba.g_01915
OG0000397	Syan.g_02285	Prba.g_01917
OG0000398	Syan.g_02279	Prba.g_01919
OG0000399	Syan.g_02278	Prba.g_01920
OG0000400	Syan.g_02277	Prba.g_01921
OG0000401	Syan.g_02274	Prba.g_01922
OG0000402	Syan.g_02272	Prba.g_01924
OG0000403	Syan.g_02271	Prba.g_01925
OG0000404	Syan.g_02269	Prba.g_01926
OG0000405	Syan.g_03005	Prba.g_01930
OG0000406	Syan.g_03010	Prba.g_01935
OG0000407	Syan.g_03011	Prba.g_01936
OG0000408	Syan.g_03013	Prba.g_01938
OG0000409	Syan.g_03015	Prba.g_01940
OG0000410	Syan.g_03016	Prba.g_01941
OG0000411	Syan.g_03017	Prba.g_01942
OG0000412	Syan.g_03018	Prba.g_01943
OG0000413	Syan.g_03020	Prba.g_01944
OG0000414	Syan.g_03021	Prba.g_01945
OG0000415	Syan.g_03022	Prba.g_01946
OG0000416	Syan.g_03023	Prba.g_01947
OG0000417	Syan.g_03025	Prba.g_01948
OG0000418	Syan.g_03030	Prba.g_01953
OG0000419	Syan.g_03033	Prba.g_00623
OG0000420	Syan.g_03035	Prba.g_00624
OG0000421	Syan.g_03040	Prba.g_00629
OG0000422	Syan.g_03041	Prba.g_00630
OG0000423	Syan.g_03042	Prba.g_00631
OG0000424	Syan.g_03043	Prba.g_00632
OG0000425	Syan.g_03044	Prba.g_00633
OG0000426	Syan.g_03045	Prba.g_00634
OG0000427	Syan.g_03046	Prba.g_00635
OG0000428	Syan.g_03049	Prba.g_00637
OG0000429	Syan.g_03051	Prba.g_00638
OG0000430	Syan.g_03053	Prba.g_00639
OG0000431	Syan.g_03058	Prba.g_00641
OG0000432	Syan.g_03065	Prba.g_00644
OG0000433	Syan.g_03068	Prba.g_00645
OG0000434	Syan.g_03069	Prba.g_00646
OG0000435	Syan.g_03071	Prba.g_00647
OG0000436	Syan.g_03079	Prba.g_00652
OG0000437	Syan.g_03080	Prba.g_00653
OG0000438	Syan.g_03083	Prba.g_00654
OG0000439	Syan.g_03085	Prba.g_00656
OG0000440	Syan.g_03086	Prba.g_00657
OG0000441	Syan.g_03089	Prba.g_00660
OG0000442	Syan.g_03090	Prba.g_00661
OG0000443	Syan.g_03094	Prba.g_00662
OG0000444	Syan.g_03102	Prba.g_00667
OG0000445	Syan.g_03103	Prba.g_00668
OG0000446	Syan.g_03105	Prba.g_00669
OG0000447	Syan.g_03111	Prba.g_00670
OG0000448	Syan.g_03112	Prba.g_00671
OG0000449	Syan.g_03113	Prba.g_00672
OG0000450	Syan.g_01518	Prba.g_00673
OG0000451	Syan.g_01519	Prba.g_00674
OG0000452	Syan.g_01523	Prba.g_00440
OG0000453	Syan.g_01524	Prba.g_00441
OG0000454	Syan.g_01525	Prba.g_00442
OG0000455	Syan.g_01526	Prba.g_00443
OG0000456	Syan.g_01527	Prba.g_00444
OG0000457	Syan.g_01529	Prba.g_00445
OG0000458	Syan.g_01530	Prba.g_00446
OG0000459	Syan.g_01531	Prba.g_00447
OG0000460	Syan.g_02423	Prba.g_00454
OG0000461	Syan.g_02099	Prba.g_00461
OG0000462	Syan.g_02096	Prba.g_00463
OG0000463	Syan.g_02095	Prba.g_00464
OG0000464	Syan.g_02094	Prba.g_00465
OG0000465	Syan.g_02092	Prba.g_00466
OG0000466	Syan.g_02087	Prba.g_00469
OG0000467	Syan.g_02086	Prba.g_00470
OG0000468	Syan.g_02063	Prba.g_00472
OG0000469	Syan.g_02046	Prba.g_00480
OG0000470	Syan.g_02044	Prba.g_00482
OG0000471	Syan.g_02043	Prba.g_00483
OG0000472	Syan.g_02041	Prba.g_00484
OG0000473	Syan.g_02039	Prba.g_00486
OG0000474	Syan.g_02038	Prba.g_00487
OG0000475	Syan.g_02037	Prba.g_00488
OG0000476	Syan.g_02035	Prba.g_00489
OG0000477	Syan.g_02029	Prba.g_00492
OG0000478	Syan.g_02028	Prba.g_00493
OG0000479	Syan.g_02027	Prba.g_00494
OG0000480	Syan.g_02020	Prba.g_00499
OG0000481	Syan.g_00975	Prba.g_00501
OG0000482	Syan.g_02018	Prba.g_00502
OG0000483	Syan.g_02014	Prba.g_00505
OG0000484	Syan.g_02013	Prba.g_00506
OG0000485	Syan.g_02012	Prba.g_00507
OG0000486	Syan.g_02011	Prba.g_00508
OG0000487	Syan.g_02005	Prba.g_00511
OG0000488	Syan.g_02000	Prba.g_00514
OG0000489	Syan.g_01993	Prba.g_00519
OG0000490	Syan.g_01985	Prba.g_00524
OG0000491	Syan.g_01983	Prba.g_00525
OG0000492	Syan.g_01980	Prba.g_00527
OG0000493	Syan.g_01979	Prba.g_00528
OG0000494	Syan.g_01978	Prba.g_00529
OG0000495	Syan.g_01977	Prba.g_00530
OG0000496	Syan.g_01976	Prba.g_00531
OG0000497	Syan.g_01975	Prba.g_00532
OG0000498	Syan.g_01974	Prba.g_00533
OG0000499	Syan.g_01973	Prba.g_00534
OG0000500	Syan.g_01972	Prba.g_00535
OG0000501	Syan.g_01969	Prba.g_00537
OG0000502	Syan.g_01961	Prba.g_00540
OG0000503	Syan.g_02144	Prba.g_00550
OG0000504	Syan.g_02142	Prba.g_00551
OG0000505	Syan.g_02141	Prba.g_00552
OG0000506	Syan.g_02139	Prba.g_00554
OG0000507	Syan.g_02133	Prba.g_00557
OG0000508	Syan.g_02998	Prba.g_00561
OG0000509	Syan.g_02993	Prba.g_00218
OG0000510	Syan.g_02992	Prba.g_00219
OG0000511	Syan.g_02991	Prba.g_00220
OG0000512	Syan.g_02989	Prba.g_00222
OG0000513	Syan.g_02320	Prba.g_00852
OG0000514	Syan.g_02326	Prba.g_01030
OG0000515	Syan.g_02327	Prba.g_01029
OG0000516	Syan.g_02389	Prba.g_01028
OG0000517	Syan.g_02395	Prba.g_01026
OG0000518	Syan.g_01336	Prba.g_01015
OG0000519	Syan.g_01335	Prba.g_01014
OG0000520	Syan.g_01334	Prba.g_01013
OG0000521	Syan.g_02805	Prba.g_01008
OG0000522	Syan.g_02803	Prba.g_01006
OG0000523	Syan.g_02802	Prba.g_01005
OG0000524	Syan.g_02878	Prba.g_01000
OG0000525	Syan.g_02853	Prba.g_00997
OG0000526	Syan.g_02852	Prba.g_00996
OG0000527	Syan.g_02848	Prba.g_00988
OG0000528	Syan.g_02767	Prba.g_00983
OG0000529	Syan.g_02763	Prba.g_00980
OG0000530	Syan.g_02760	Prba.g_00977
OG0000531	Syan.g_02759	Prba.g_00976
OG0000532	Syan.g_02756	Prba.g_00974
OG0000533	Syan.g_02754	Prba.g_00973
OG0000534	Syan.g_02753	Prba.g_00972
OG0000535	Syan.g_02752	Prba.g_00971
OG0000536	Syan.g_02751	Prba.g_00970
OG0000537	Syan.g_02750	Prba.g_00969
OG0000538	Syan.g_02738	Prba.g_00961
OG0000539	Syan.g_02737	Prba.g_00960
OG0000540	Syan.g_02736	Prba.g_00959
OG0000541	Syan.g_02735	Prba.g_00958
OG0000542	Syan.g_02732	Prba.g_00956
OG0000543	Syan.g_02730	Prba.g_00954
OG0000544	Syan.g_02729	Prba.g_00953
OG0000545	Syan.g_02727	Prba.g_00951
OG0000546	Syan.g_02725	Prba.g_00948
OG0000547	Syan.g_02723	Prba.g_00946
OG0000548	Syan.g_02722	Prba.g_00945
OG0000549	Syan.g_01194	Prba.g_00943
OG0000550	Syan.g_01189	Prba.g_00938
OG0000551	Syan.g_01184	Prba.g_00934
OG0000552	Syan.g_01183	Prba.g_00933
OG0000553	Syan.g_01179	Prba.g_00932
OG0000554	Syan.g_01165	Prba.g_00927
OG0000555	Syan.g_00839	Prba.g_01773
OG0000556	Syan.g_00842	Prba.g_01771
OG0000557	Syan.g_00847	Prba.g_01770
OG0000558	Syan.g_00849	Prba.g_01768
OG0000559	Syan.g_00853	Prba.g_01764
OG0000560	Syan.g_00856	Prba.g_01761
OG0000561	Syan.g_00857	Prba.g_01760
OG0000562	Syan.g_00858	Prba.g_01759
OG0000563	Syan.g_00859	Prba.g_01758
OG0000564	Syan.g_00860	Prba.g_01757
OG0000565	Syan.g_00864	Prba.g_01754
OG0000566	Syan.g_00868	Prba.g_01752
OG0000567	Syan.g_00872	Prba.g_01748
OG0000568	Syan.g_00874	Prba.g_01747
OG0000569	Syan.g_00875	Prba.g_01746
OG0000570	Syan.g_00876	Prba.g_01745
OG0000571	Syan.g_00879	Prba.g_01743
OG0000572	Syan.g_00954	Prba.g_01730
OG0000573	Syan.g_00963	Prba.g_01725
OG0000574	Syan.g_00965	Prba.g_01724
OG0000575	Syan.g_01003	Prba.g_01720
OG0000576	Syan.g_01007	Prba.g_01718
OG0000577	Syan.g_01008	Prba.g_01717
OG0000578	Syan.g_01009	Prba.g_01716
OG0000579	Syan.g_01010	Prba.g_01715
OG0000580	Syan.g_01011	Prba.g_01714
OG0000581	Syan.g_01018	Prba.g_01712
OG0000582	Syan.g_01030	Prba.g_01709
OG0000583	Syan.g_01029	Prba.g_01708
OG0000584	Syan.g_01028	Prba.g_01707
OG0000585	Syan.g_01024	Prba.g_01705
OG0000586	Syan.g_01022	Prba.g_01704
OG0000587	Syan.g_01020	Prba.g_01703
OG0000588	Syan.g_00215	Prba.g_01699
OG0000589	Syan.g_00016	Prba.g_01696
OG0000590	Syan.g_00015	Prba.g_01695
OG0000591	Syan.g_00003	Prba.g_01692
OG0000592	Syan.g_00002	Prba.g_01691
OG0000593	Syan.g_00820	Prba.g_01685
OG0000594	Syan.g_00819	Prba.g_01684
OG0000595	Syan.g_00818	Prba.g_01683
OG0000596	Syan.g_00813	Prba.g_01679
