Orthogroup	Syan	Prae
OG0000345	Syan.g_01900	Prae.g_01812
OG0000346	Syan.g_01895	Prae.g_01816
OG0000347	Syan.g_01867	Prae.g_01832
OG0000348	Syan.g_01803	Prae.g_01841
OG0000349	Syan.g_01727	Prae.g_01858
OG0000350	Syan.g_02121	Prae.g_01877
OG0000351	Syan.g_01682	Prae.g_01894
OG0000352	Syan.g_01683	Prae.g_01895
OG0000353	Syan.g_01795	Prae.g_01910
OG0000354	Syan.g_01761	Prae.g_00689
OG0000355	Syan.g_01797	Prae.g_00001
OG0000356	Syan.g_01798	Prae.g_00002
OG0000357	Syan.g_01800	Prae.g_00003
OG0000358	Syan.g_01773	Prae.g_00007
OG0000359	Syan.g_01771	Prae.g_00008
OG0000360	Syan.g_01770	Prae.g_00009
OG0000361	Syan.g_01769	Prae.g_00010
OG0000362	Syan.g_01767	Prae.g_00012
OG0000363	Syan.g_01765	Prae.g_00014
OG0000364	Syan.g_01398	Prae.g_00015
OG0000365	Syan.g_01755	Prae.g_00020
OG0000366	Syan.g_01754	Prae.g_00021
OG0000367	Syan.g_01753	Prae.g_00022
OG0000368	Syan.g_01751	Prae.g_00024
OG0000369	Syan.g_01750	Prae.g_00025
OG0000370	Syan.g_01749	Prae.g_00026
OG0000371	Syan.g_01740	Prae.g_00032
OG0000372	Syan.g_01734	Prae.g_00035
OG0000373	Syan.g_01733	Prae.g_00036
OG0000374	Syan.g_01732	Prae.g_00037
OG0000375	Syan.g_01731	Prae.g_00042
OG0000376	Syan.g_01729	Prae.g_00044
OG0000377	Syan.g_01555	Prae.g_00047
OG0000378	Syan.g_01543	Prae.g_00049
OG0000379	Syan.g_01539	Prae.g_00052
OG0000380	Syan.g_02905	Prae.g_00066
OG0000381	Syan.g_02908	Prae.g_00070
OG0000382	Syan.g_02925	Prae.g_00081
OG0000383	Syan.g_02936	Prae.g_00083
OG0000384	Syan.g_02937	Prae.g_00084
OG0000385	Syan.g_02938	Prae.g_00085
OG0000386	Syan.g_02939	Prae.g_00086
OG0000387	Syan.g_00967	Prae.g_00099
OG0000388	Syan.g_02970	Prae.g_00102
OG0000389	Syan.g_02973	Prae.g_00105
OG0000390	Syan.g_02306	Prae.g_00112
OG0000391	Syan.g_02301	Prae.g_00116
OG0000392	Syan.g_02295	Prae.g_00120
OG0000393	Syan.g_02292	Prae.g_00122
OG0000394	Syan.g_02291	Prae.g_00123
OG0000395	Syan.g_02290	Prae.g_00124
OG0000396	Syan.g_02287	Prae.g_00127
OG0000397	Syan.g_02285	Prae.g_00129
OG0000398	Syan.g_02279	Prae.g_00131
OG0000399	Syan.g_02278	Prae.g_00132
OG0000400	Syan.g_02277	Prae.g_00133
OG0000401	Syan.g_02274	Prae.g_00134
OG0000402	Syan.g_02272	Prae.g_00136
OG0000403	Syan.g_02271	Prae.g_00137
OG0000404	Syan.g_02269	Prae.g_00138
OG0000405	Syan.g_03005	Prae.g_00142
OG0000406	Syan.g_03010	Prae.g_00150
OG0000407	Syan.g_03011	Prae.g_00151
OG0000408	Syan.g_03013	Prae.g_00153
OG0000409	Syan.g_03015	Prae.g_00155
OG0000410	Syan.g_03016	Prae.g_00156
OG0000411	Syan.g_03017	Prae.g_00157
OG0000412	Syan.g_03018	Prae.g_00158
OG0000413	Syan.g_03020	Prae.g_00159
OG0000414	Syan.g_03021	Prae.g_00160
OG0000415	Syan.g_03022	Prae.g_00161
OG0000416	Syan.g_03023	Prae.g_00162
OG0000417	Syan.g_03025	Prae.g_00163
OG0000418	Syan.g_03030	Prae.g_00168
OG0000419	Syan.g_03033	Prae.g_00170
OG0000420	Syan.g_03035	Prae.g_00171
OG0000421	Syan.g_03040	Prae.g_00176
OG0000422	Syan.g_03041	Prae.g_00177
OG0000423	Syan.g_03042	Prae.g_00178
OG0000424	Syan.g_03043	Prae.g_00179
OG0000425	Syan.g_03044	Prae.g_00180
OG0000426	Syan.g_03045	Prae.g_00181
OG0000427	Syan.g_03046	Prae.g_00182
OG0000428	Syan.g_03049	Prae.g_00184
OG0000429	Syan.g_03051	Prae.g_00185
OG0000430	Syan.g_03053	Prae.g_00186
OG0000431	Syan.g_03058	Prae.g_00188
OG0000432	Syan.g_03065	Prae.g_00191
OG0000433	Syan.g_03068	Prae.g_00192
OG0000434	Syan.g_03069	Prae.g_00193
OG0000435	Syan.g_03071	Prae.g_00194
OG0000436	Syan.g_03079	Prae.g_00199
OG0000437	Syan.g_03080	Prae.g_00200
OG0000438	Syan.g_03083	Prae.g_00201
OG0000439	Syan.g_03085	Prae.g_00203
OG0000440	Syan.g_03086	Prae.g_00204
OG0000441	Syan.g_03089	Prae.g_00207
OG0000442	Syan.g_03090	Prae.g_00208
OG0000443	Syan.g_03094	Prae.g_00209
OG0000444	Syan.g_03102	Prae.g_00214
OG0000445	Syan.g_03103	Prae.g_00215
OG0000446	Syan.g_03105	Prae.g_00216
OG0000447	Syan.g_03111	Prae.g_00217
OG0000448	Syan.g_03112	Prae.g_00218
OG0000449	Syan.g_03113	Prae.g_00219
OG0000450	Syan.g_01518	Prae.g_00220
OG0000451	Syan.g_01519	Prae.g_00221
OG0000452	Syan.g_01523	Prae.g_00224
OG0000453	Syan.g_01524	Prae.g_00225
OG0000454	Syan.g_01525	Prae.g_00226
OG0000455	Syan.g_01526	Prae.g_00227
OG0000456	Syan.g_01527	Prae.g_00228
OG0000457	Syan.g_01529	Prae.g_00229
OG0000458	Syan.g_01530	Prae.g_00230
OG0000459	Syan.g_01531	Prae.g_00231
OG0000460	Syan.g_02423	Prae.g_00238
OG0000461	Syan.g_02099	Prae.g_00245
OG0000462	Syan.g_02096	Prae.g_00247
OG0000463	Syan.g_02095	Prae.g_00248
OG0000464	Syan.g_02094	Prae.g_00249
OG0000465	Syan.g_02092	Prae.g_00250
OG0000466	Syan.g_02087	Prae.g_00253
OG0000467	Syan.g_02086	Prae.g_00254
OG0000468	Syan.g_02063	Prae.g_00256
OG0000469	Syan.g_02046	Prae.g_00265
OG0000470	Syan.g_02044	Prae.g_00267
OG0000471	Syan.g_02043	Prae.g_00268
OG0000472	Syan.g_02041	Prae.g_00269
OG0000473	Syan.g_02039	Prae.g_00271
OG0000474	Syan.g_02038	Prae.g_00272
OG0000475	Syan.g_02037	Prae.g_00273
OG0000476	Syan.g_02035	Prae.g_00274
OG0000477	Syan.g_02029	Prae.g_00276
OG0000478	Syan.g_02028	Prae.g_00277
OG0000479	Syan.g_02027	Prae.g_00278
OG0000480	Syan.g_02020	Prae.g_00283
OG0000481	Syan.g_00975	Prae.g_00285
OG0000482	Syan.g_02018	Prae.g_00286
OG0000483	Syan.g_02014	Prae.g_00289
OG0000484	Syan.g_02013	Prae.g_00290
OG0000485	Syan.g_02012	Prae.g_00291
OG0000486	Syan.g_02011	Prae.g_00292
OG0000487	Syan.g_02005	Prae.g_00296
OG0000488	Syan.g_02000	Prae.g_00299
OG0000489	Syan.g_01993	Prae.g_00304
OG0000490	Syan.g_01985	Prae.g_00309
OG0000491	Syan.g_01983	Prae.g_00310
OG0000492	Syan.g_01980	Prae.g_00312
OG0000493	Syan.g_01979	Prae.g_00313
OG0000494	Syan.g_01978	Prae.g_00314
OG0000495	Syan.g_01977	Prae.g_00315
OG0000496	Syan.g_01976	Prae.g_00316
OG0000497	Syan.g_01975	Prae.g_00317
OG0000498	Syan.g_01974	Prae.g_00318
OG0000499	Syan.g_01973	Prae.g_00319
OG0000500	Syan.g_01972	Prae.g_00320
OG0000501	Syan.g_01969	Prae.g_00322
OG0000502	Syan.g_01961	Prae.g_00325
OG0000503	Syan.g_02144	Prae.g_00335
OG0000504	Syan.g_02142	Prae.g_00336
OG0000505	Syan.g_02141	Prae.g_00337
OG0000506	Syan.g_02139	Prae.g_00338
OG0000507	Syan.g_02133	Prae.g_00341
OG0000508	Syan.g_02998	Prae.g_00344
OG0000509	Syan.g_02993	Prae.g_00346
OG0000510	Syan.g_02992	Prae.g_00347
OG0000511	Syan.g_02991	Prae.g_00348
OG0000512	Syan.g_02989	Prae.g_00350
OG0000513	Syan.g_02320	Prae.g_00357
OG0000514	Syan.g_02326	Prae.g_00405
OG0000515	Syan.g_02327	Prae.g_00406
OG0000516	Syan.g_02389	Prae.g_00407
OG0000517	Syan.g_02395	Prae.g_00409
OG0000518	Syan.g_01336	Prae.g_00420
OG0000519	Syan.g_01335	Prae.g_00421
OG0000520	Syan.g_01334	Prae.g_00422
OG0000521	Syan.g_02805	Prae.g_00427
OG0000522	Syan.g_02803	Prae.g_00429
OG0000523	Syan.g_02802	Prae.g_00430
OG0000524	Syan.g_02878	Prae.g_00435
OG0000525	Syan.g_02853	Prae.g_00438
OG0000526	Syan.g_02852	Prae.g_00439
OG0000527	Syan.g_02848	Prae.g_00447
OG0000528	Syan.g_02767	Prae.g_00452
OG0000529	Syan.g_02763	Prae.g_00455
OG0000530	Syan.g_02760	Prae.g_00458
OG0000531	Syan.g_02759	Prae.g_00459
OG0000532	Syan.g_02756	Prae.g_00461
OG0000533	Syan.g_02754	Prae.g_00462
OG0000534	Syan.g_02753	Prae.g_00463
OG0000535	Syan.g_02752	Prae.g_00464
OG0000536	Syan.g_02751	Prae.g_00465
OG0000537	Syan.g_02750	Prae.g_00466
OG0000538	Syan.g_02738	Prae.g_00474
OG0000539	Syan.g_02737	Prae.g_00475
OG0000540	Syan.g_02736	Prae.g_00476
OG0000541	Syan.g_02735	Prae.g_00477
OG0000542	Syan.g_02732	Prae.g_00479
OG0000543	Syan.g_02730	Prae.g_00481
OG0000544	Syan.g_02729	Prae.g_00482
OG0000545	Syan.g_02727	Prae.g_00484
OG0000546	Syan.g_02725	Prae.g_00487
OG0000547	Syan.g_02723	Prae.g_00489
OG0000548	Syan.g_02722	Prae.g_00490
OG0000549	Syan.g_01194	Prae.g_00492
OG0000550	Syan.g_01189	Prae.g_00497
OG0000551	Syan.g_01184	Prae.g_00501
OG0000552	Syan.g_01183	Prae.g_00502
OG0000553	Syan.g_01179	Prae.g_00503
OG0000554	Syan.g_01165	Prae.g_00509
OG0000555	Syan.g_00839	Prae.g_00517
OG0000556	Syan.g_00842	Prae.g_00519
OG0000557	Syan.g_00847	Prae.g_00520
OG0000558	Syan.g_00849	Prae.g_00522
OG0000559	Syan.g_00853	Prae.g_00526
OG0000560	Syan.g_00856	Prae.g_00529
OG0000561	Syan.g_00857	Prae.g_00530
OG0000562	Syan.g_00858	Prae.g_00531
OG0000563	Syan.g_00859	Prae.g_00532
OG0000564	Syan.g_00860	Prae.g_00533
OG0000565	Syan.g_00864	Prae.g_00536
OG0000566	Syan.g_00868	Prae.g_00538
OG0000567	Syan.g_00872	Prae.g_00542
OG0000568	Syan.g_00874	Prae.g_00543
OG0000569	Syan.g_00875	Prae.g_00544
OG0000570	Syan.g_00876	Prae.g_00545
OG0000571	Syan.g_00879	Prae.g_00547
OG0000572	Syan.g_00954	Prae.g_00560
OG0000573	Syan.g_00963	Prae.g_00566
OG0000574	Syan.g_00965	Prae.g_00567
OG0000575	Syan.g_01003	Prae.g_00571
OG0000576	Syan.g_01007	Prae.g_00573
OG0000577	Syan.g_01008	Prae.g_00574
OG0000578	Syan.g_01009	Prae.g_00575
OG0000579	Syan.g_01010	Prae.g_00576
OG0000580	Syan.g_01011	Prae.g_00577
OG0000581	Syan.g_01018	Prae.g_00579
OG0000582	Syan.g_01030	Prae.g_00582
OG0000583	Syan.g_01029	Prae.g_00583
OG0000584	Syan.g_01028	Prae.g_00584
OG0000585	Syan.g_01024	Prae.g_00586
OG0000586	Syan.g_01022	Prae.g_00587
OG0000587	Syan.g_01020	Prae.g_00588
OG0000588	Syan.g_00215	Prae.g_00592
OG0000589	Syan.g_00016	Prae.g_00595
OG0000590	Syan.g_00015	Prae.g_00596
OG0000591	Syan.g_00003	Prae.g_00599
OG0000592	Syan.g_00002	Prae.g_00600
OG0000593	Syan.g_00820	Prae.g_00606
OG0000594	Syan.g_00819	Prae.g_00607
OG0000595	Syan.g_00818	Prae.g_00608
OG0000596	Syan.g_00813	Prae.g_00612
OG0000597	Syan.g_00810	Prae.g_00614
OG0000598	Syan.g_00809	Prae.g_00615
OG0000599	Syan.g_00802	Prae.g_00618
OG0000600	Syan.g_00801	Prae.g_00619
