Orthogroup	Syan	Pral
OG0000123	Syan.g_02190	Pral.g_00250
OG0000124	Syan.g_01873	Pral.g_00322
OG0000125	Syan.g_01573	Pral.g_00358
OG0000126	Syan.g_01705	Pral.g_00405
OG0000128	Syan.g_01768	Pral.g_00421
OG0000129	Syan.g_01563	Pral.g_01000
OG0000130	Syan.g_02906, Syan.g_02907	Pral.g_00978
OG0000131	Syan.g_03008	Pral.g_00900
OG0000132	Syan.g_03029	Pral.g_00880
OG0000133	Syan.g_00561	Pral.g_00717
OG0000134	Syan.g_02319	Pral.g_00674
OG0000135	Syan.g_01616	Pral.g_01034
OG0000136	Syan.g_01342	Pral.g_00653
OG0000137	Syan.g_02846	Pral.g_00617
OG0000138	Syan.g_02747	Pral.g_00595
OG0000140	Syan.g_00042	Pral.g_00552
OG0000141	Syan.g_01032	Pral.g_00481
OG0000142	Syan.g_00816	Pral.g_01436
OG0000143	Syan.g_00812	Pral.g_01440
OG0000144	Syan.g_00782	Pral.g_01453
OG0000145	Syan.g_02740	Pral.g_01037
OG0000146	Syan.g_00555, Syan.g_00253	Pral.g_01636
OG0000147	Syan.g_00254, Syan.g_00554	Pral.g_01637
OG0000148	Syan.g_00670	Pral.g_01505
OG0000149	Syan.g_00393	Pral.g_01535
OG0000150	Syan.g_01031	Pral.g_01545
OG0000151	Syan.g_00731	Pral.g_01789
OG0000152	Syan.g_00565	Pral.g_01627
OG0000153	Syan.g_00601	Pral.g_01578
OG0000154	Syan.g_00363	Pral.g_01595
OG0000155	Syan.g_02654	Pral.g_01390
OG0000156	Syan.g_02717	Pral.g_01292
OG0000157	Syan.g_02718	Pral.g_01291
OG0000158	Syan.g_01078, Syan.g_01926	Pral.g_00287
OG0000159	Syan.g_01120	Pral.g_01263
OG0000160	Syan.g_01274	Pral.g_01160
OG0000161	Syan.g_01268	Pral.g_01154
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Pral.g_01148
OG0000163	Syan.g_02405	Pral.g_01106
OG0000164	Syan.g_01440	Pral.g_00131
OG0000165	Syan.g_01448	Pral.g_00138
OG0000166	Syan.g_02239	Pral.g_00206
OG0000167	Syan.g_01941	Pral.g_00277
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Pral.g_00288
OG0000169	Syan.g_01912	Pral.g_00298
OG0000170	Syan.g_01901	Pral.g_00301
OG0000171	Syan.g_01875	Pral.g_00321
OG0000172	Syan.g_01810	Pral.g_00328
OG0000173	Syan.g_01720	Pral.g_00343
OG0000174	Syan.g_01619	Pral.g_00375
OG0000175	Syan.g_01678, Syan.g_00258	Pral.g_00387
OG0000176	Syan.g_01801	Pral.g_00414
OG0000177	Syan.g_01775	Pral.g_00415
OG0000178	Syan.g_01774	Pral.g_00416
OG0000179	Syan.g_01759	Pral.g_01028
OG0000180	Syan.g_01758	Pral.g_01027
OG0000181	Syan.g_01757	Pral.g_01026
OG0000182	Syan.g_01756	Pral.g_01025
OG0000183	Syan.g_01752	Pral.g_01021
OG0000184	Syan.g_01549	Pral.g_00996
OG0000185	Syan.g_01540	Pral.g_00993
OG0000186	Syan.g_02902	Pral.g_00984
OG0000187	Syan.g_02904	Pral.g_00983
OG0000188	Syan.g_02926	Pral.g_00965
OG0000189	Syan.g_02966	Pral.g_00951
OG0000190	Syan.g_00971	Pral.g_00950
OG0000191	Syan.g_02300	Pral.g_00928
OG0000192	Syan.g_02294	Pral.g_00923
OG0000193	Syan.g_03009	Pral.g_00899
OG0000194	Syan.g_03012	Pral.g_00896
OG0000195	Syan.g_03014	Pral.g_00894
OG0000196	Syan.g_03026	Pral.g_00883
OG0000197	Syan.g_03027	Pral.g_00882
OG0000198	Syan.g_03028	Pral.g_00881
OG0000199	Syan.g_03037	Pral.g_00873
OG0000200	Syan.g_03055	Pral.g_00860
OG0000201	Syan.g_03074	Pral.g_00851
OG0000202	Syan.g_03075	Pral.g_00850
OG0000203	Syan.g_03076	Pral.g_00849
OG0000204	Syan.g_03077	Pral.g_00848
OG0000205	Syan.g_03087	Pral.g_00842
OG0000206	Syan.g_03095	Pral.g_00837
OG0000207	Syan.g_03100	Pral.g_00835
OG0000208	Syan.g_03101	Pral.g_00834
OG0000209	Syan.g_01521	Pral.g_00825
OG0000210	Syan.g_01522	Pral.g_00824
OG0000211	Syan.g_02416	Pral.g_00807
OG0000212	Syan.g_01508, Syan.g_02438	Pral.g_00799
OG0000213	Syan.g_02059	Pral.g_00781
OG0000214	Syan.g_02040	Pral.g_00772
OG0000215	Syan.g_02010	Pral.g_00746
OG0000216	Syan.g_02006	Pral.g_00744
OG0000217	Syan.g_02001	Pral.g_00741
OG0000218	Syan.g_01999	Pral.g_00739
OG0000219	Syan.g_01998	Pral.g_00738
OG0000220	Syan.g_01997	Pral.g_00737
OG0000221	Syan.g_01994	Pral.g_00736
OG0000222	Syan.g_01981	Pral.g_00729
OG0000223	Syan.g_00228	Pral.g_00716
OG0000224	Syan.g_01959	Pral.g_00714
OG0000225	Syan.g_02997	Pral.g_00686
OG0000226	Syan.g_02990	Pral.g_00682
OG0000227	Syan.g_02988	Pral.g_00680
OG0000228	Syan.g_02315	Pral.g_00677
OG0000229	Syan.g_02396	Pral.g_00658
OG0000230	Syan.g_02398	Pral.g_00656
OG0000231	Syan.g_01333	Pral.g_00644
OG0000232	Syan.g_02801	Pral.g_00631
OG0000233	Syan.g_02876	Pral.g_00625
OG0000234	Syan.g_02844	Pral.g_00616
OG0000235	Syan.g_02765	Pral.g_00612
OG0000236	Syan.g_02749	Pral.g_00597
OG0000237	Syan.g_02731	Pral.g_00584
OG0000238	Syan.g_02726	Pral.g_00578
OG0000239	Syan.g_01187	Pral.g_00565
OG0000240	Syan.g_01186	Pral.g_00564
OG0000241	Syan.g_00822	Pral.g_00560
OG0000242	Syan.g_01168	Pral.g_00558
OG0000243	Syan.g_00840	Pral.g_00547
OG0000244	Syan.g_00848	Pral.g_00544
OG0000245	Syan.g_00850	Pral.g_00542
OG0000246	Syan.g_00854	Pral.g_00538
OG0000247	Syan.g_00866	Pral.g_00527
OG0000248	Syan.g_00869	Pral.g_00524
OG0000249	Syan.g_00871	Pral.g_00522
OG0000250	Syan.g_00878	Pral.g_00516
OG0000251	Syan.g_00961	Pral.g_00498
OG0000252	Syan.g_00966	Pral.g_00495
OG0000253	Syan.g_01000	Pral.g_00494
OG0000254	Syan.g_01026	Pral.g_00477
OG0000255	Syan.g_00978	Pral.g_00470
OG0000256	Syan.g_00001, Syan.g_01135	Pral.g_00460
OG0000257	Syan.g_00827	Pral.g_01430
OG0000258	Syan.g_00803	Pral.g_01444
OG0000259	Syan.g_00772	Pral.g_01461
OG0000260	Syan.g_00769	Pral.g_01464
OG0000261	Syan.g_00765	Pral.g_01467
OG0000262	Syan.g_00760	Pral.g_01471
OG0000263	Syan.g_02618	Pral.g_01761
OG0000264	Syan.g_00540	Pral.g_01750
OG0000266	Syan.g_00330	Pral.g_01719
OG0000267	Syan.g_00470	Pral.g_01706
OG0000268	Syan.g_00471	Pral.g_01705
OG0000269	Syan.g_00695	Pral.g_01483
OG0000270	Syan.g_00692	Pral.g_01486
OG0000271	Syan.g_00684	Pral.g_01494
OG0000272	Syan.g_00683	Pral.g_01495
OG0000273	Syan.g_00654	Pral.g_01518
OG0000274	Syan.g_00653	Pral.g_01519
OG0000275	Syan.g_00373	Pral.g_01522
OG0000276	Syan.g_00380	Pral.g_01527
OG0000277	Syan.g_00381	Pral.g_01528
OG0000278	Syan.g_00384	Pral.g_01531
OG0000279	Syan.g_00398	Pral.g_01538
OG0000280	Syan.g_00518	Pral.g_01539
OG0000282	Syan.g_00739	Pral.g_01797
OG0000283	Syan.g_00491	Pral.g_01655
OG0000284	Syan.g_00497	Pral.g_01650
OG0000285	Syan.g_00533	Pral.g_01644
OG0000286	Syan.g_00564	Pral.g_01628
OG0000287	Syan.g_00593	Pral.g_00050
OG0000288	Syan.g_00364	Pral.g_01594
OG0000289	Syan.g_00350	Pral.g_01609
OG0000290	Syan.g_00293	Pral.g_01564
OG0000291	Syan.g_00291	Pral.g_01562
OG0000292	Syan.g_01703	Pral.g_01316
OG0000293	Syan.g_02709	Pral.g_01357
OG0000294	Syan.g_02708	Pral.g_01358
OG0000295	Syan.g_02662	Pral.g_01382
OG0000296	Syan.g_02660	Pral.g_01384
OG0000299	Syan.g_02601	Pral.g_01415
OG0000301	Syan.g_02592	Pral.g_01420
OG0000302	Syan.g_02591	Pral.g_01422
OG0000303	Syan.g_02582	Pral.g_01428
OG0000304	Syan.g_02556	Pral.g_00455
OG0000305	Syan.g_00195	Pral.g_01323
OG0000306	Syan.g_00087	Pral.g_01550
OG0000307	Syan.g_02782	Pral.g_01213
OG0000308	Syan.g_02784	Pral.g_01212
OG0000309	Syan.g_02883	Pral.g_01208
OG0000310	Syan.g_01304	Pral.g_01181
OG0000311	Syan.g_01299	Pral.g_01179
OG0000312	Syan.g_01290	Pral.g_01176
OG0000313	Syan.g_01271	Pral.g_01157
OG0000314	Syan.g_02823	Pral.g_01133
OG0000315	Syan.g_02833	Pral.g_01123
OG0000316	Syan.g_01354	Pral.g_01095
OG0000317	Syan.g_01396	Pral.g_00104
OG0000318	Syan.g_01401	Pral.g_00108
OG0000319	Syan.g_01425	Pral.g_00121
OG0000320	Syan.g_01427	Pral.g_00123
OG0000321	Syan.g_01428	Pral.g_00124
OG0000322	Syan.g_01429	Pral.g_00125
OG0000323	Syan.g_01442	Pral.g_00134
OG0000324	Syan.g_01472	Pral.g_00162
OG0000325	Syan.g_02107	Pral.g_00172
OG0000326	Syan.g_02114	Pral.g_00179
OG0000327	Syan.g_02244	Pral.g_00201
OG0000328	Syan.g_02243	Pral.g_00202
OG0000329	Syan.g_02225	Pral.g_00219
OG0000330	Syan.g_02224	Pral.g_00220
OG0000331	Syan.g_02223	Pral.g_00221
OG0000332	Syan.g_02208	Pral.g_00235
OG0000333	Syan.g_02205	Pral.g_00237
OG0000334	Syan.g_00247, Syan.g_02194	Pral.g_00246
OG0000335	Syan.g_02189	Pral.g_00251
OG0000336	Syan.g_02185	Pral.g_00255
OG0000337	Syan.g_01949	Pral.g_00274
OG0000338	Syan.g_01943	Pral.g_00275
OG0000339	Syan.g_01935, Syan.g_00264	Pral.g_00280
OG0000340	Syan.g_01923	Pral.g_00289
OG0000341	Syan.g_01921	Pral.g_00291
OG0000342	Syan.g_01920	Pral.g_00292
OG0000343	Syan.g_01918	Pral.g_00293
OG0000344	Syan.g_01914	Pral.g_00296
OG0000345	Syan.g_01900	Pral.g_00302
OG0000346	Syan.g_01895	Pral.g_00306
OG0000347	Syan.g_01867	Pral.g_00323
OG0000348	Syan.g_01803	Pral.g_00331
OG0000349	Syan.g_01727	Pral.g_00349
OG0000350	Syan.g_02121	Pral.g_00370
OG0000351	Syan.g_01682	Pral.g_00390
OG0000352	Syan.g_01683	Pral.g_00391
OG0000353	Syan.g_01795	Pral.g_00409
OG0000354	Syan.g_01761	Pral.g_01677
OG0000355	Syan.g_01797	Pral.g_00411
OG0000356	Syan.g_01798	Pral.g_00412
OG0000357	Syan.g_01800	Pral.g_00413
OG0000358	Syan.g_01773	Pral.g_00417
OG0000359	Syan.g_01771	Pral.g_00418
OG0000360	Syan.g_01770	Pral.g_00419
OG0000361	Syan.g_01769	Pral.g_00420
OG0000362	Syan.g_01767	Pral.g_00422
OG0000363	Syan.g_01765	Pral.g_01030
OG0000364	Syan.g_01398	Pral.g_01029
OG0000365	Syan.g_01755	Pral.g_01024
OG0000366	Syan.g_01754	Pral.g_01023
OG0000367	Syan.g_01753	Pral.g_01022
OG0000368	Syan.g_01751	Pral.g_01020
OG0000369	Syan.g_01750	Pral.g_01019
OG0000370	Syan.g_01749	Pral.g_01018
OG0000371	Syan.g_01740	Pral.g_01011
OG0000372	Syan.g_01734	Pral.g_01009
OG0000373	Syan.g_01733	Pral.g_01008
OG0000374	Syan.g_01732	Pral.g_01007
OG0000375	Syan.g_01731	Pral.g_01005
OG0000376	Syan.g_01729	Pral.g_01003
OG0000377	Syan.g_01555	Pral.g_00999
OG0000378	Syan.g_01543	Pral.g_00995
OG0000379	Syan.g_01539	Pral.g_00992
OG0000380	Syan.g_02905	Pral.g_00982
OG0000381	Syan.g_02908	Pral.g_00977
OG0000382	Syan.g_02925	Pral.g_00966
OG0000383	Syan.g_02936	Pral.g_00964
OG0000384	Syan.g_02937	Pral.g_00963
OG0000385	Syan.g_02938	Pral.g_00962
OG0000386	Syan.g_02939	Pral.g_00961
OG0000387	Syan.g_00967	Pral.g_00948
OG0000388	Syan.g_02970	Pral.g_00944
OG0000389	Syan.g_02973	Pral.g_00941
OG0000390	Syan.g_02306	Pral.g_00932
OG0000391	Syan.g_02301	Pral.g_00929
OG0000392	Syan.g_02295	Pral.g_00925
OG0000393	Syan.g_02292	Pral.g_00922
OG0000394	Syan.g_02291	Pral.g_00921
OG0000395	Syan.g_02290	Pral.g_00920
OG0000396	Syan.g_02287	Pral.g_00918
OG0000397	Syan.g_02285	Pral.g_00916
OG0000398	Syan.g_02279	Pral.g_00913
OG0000399	Syan.g_02278	Pral.g_00912
OG0000400	Syan.g_02277	Pral.g_00911
OG0000401	Syan.g_02274	Pral.g_00910
OG0000402	Syan.g_02272	Pral.g_00450
OG0000403	Syan.g_02271	Pral.g_00908
OG0000404	Syan.g_02269	Pral.g_00907
OG0000405	Syan.g_03005	Pral.g_00903
OG0000406	Syan.g_03010	Pral.g_00898
OG0000407	Syan.g_03011	Pral.g_00897
OG0000408	Syan.g_03013	Pral.g_00895
OG0000409	Syan.g_03015	Pral.g_00893
OG0000410	Syan.g_03016	Pral.g_00892
OG0000411	Syan.g_03017	Pral.g_00891
OG0000412	Syan.g_03018	Pral.g_00890
OG0000413	Syan.g_03020	Pral.g_00888
OG0000414	Syan.g_03021	Pral.g_00887
OG0000415	Syan.g_03022	Pral.g_00886
OG0000416	Syan.g_03023	Pral.g_00885
OG0000417	Syan.g_03025	Pral.g_00884
OG0000418	Syan.g_03030	Pral.g_00879
OG0000419	Syan.g_03033	Pral.g_00877
OG0000420	Syan.g_03035	Pral.g_00875
OG0000421	Syan.g_03040	Pral.g_00871
OG0000422	Syan.g_03041	Pral.g_00870
OG0000423	Syan.g_03042	Pral.g_00869
OG0000424	Syan.g_03043	Pral.g_00868
OG0000425	Syan.g_03044	Pral.g_00867
OG0000426	Syan.g_03045	Pral.g_00866
OG0000427	Syan.g_03046	Pral.g_00865
OG0000428	Syan.g_03049	Pral.g_00863
OG0000429	Syan.g_03051	Pral.g_00862
OG0000430	Syan.g_03053	Pral.g_00861
OG0000431	Syan.g_03058	Pral.g_00859
OG0000432	Syan.g_03065	Pral.g_00855
OG0000433	Syan.g_03068	Pral.g_00854
OG0000434	Syan.g_03069	Pral.g_00853
OG0000435	Syan.g_03071	Pral.g_00852
OG0000436	Syan.g_03079	Pral.g_00847
OG0000437	Syan.g_03080	Pral.g_00846
OG0000438	Syan.g_03083	Pral.g_00845
OG0000439	Syan.g_03085	Pral.g_00844
OG0000440	Syan.g_03086	Pral.g_00843
OG0000441	Syan.g_03089	Pral.g_00840
OG0000442	Syan.g_03090	Pral.g_00839
OG0000443	Syan.g_03094	Pral.g_00838
OG0000444	Syan.g_03102	Pral.g_00833
OG0000445	Syan.g_03103	Pral.g_00832
OG0000446	Syan.g_03105	Pral.g_00831
OG0000447	Syan.g_03111	Pral.g_00830
OG0000448	Syan.g_03112	Pral.g_00829
OG0000449	Syan.g_03113	Pral.g_00828
OG0000450	Syan.g_01518	Pral.g_00827
OG0000451	Syan.g_01519	Pral.g_00826
OG0000452	Syan.g_01523	Pral.g_00823
OG0000453	Syan.g_01524	Pral.g_00822
OG0000454	Syan.g_01525	Pral.g_00821
OG0000455	Syan.g_01526	Pral.g_00820
OG0000456	Syan.g_01527	Pral.g_00819
OG0000457	Syan.g_01529	Pral.g_00817
OG0000458	Syan.g_01530	Pral.g_00816
OG0000459	Syan.g_01531	Pral.g_00815
OG0000460	Syan.g_02423	Pral.g_00805
OG0000461	Syan.g_02099	Pral.g_00796
OG0000462	Syan.g_02096	Pral.g_00795
OG0000463	Syan.g_02095	Pral.g_00794
OG0000464	Syan.g_02094	Pral.g_00793
OG0000465	Syan.g_02092	Pral.g_00792
OG0000466	Syan.g_02087	Pral.g_00789
OG0000467	Syan.g_02086	Pral.g_00788
OG0000468	Syan.g_02063	Pral.g_00785
OG0000469	Syan.g_02046	Pral.g_00777
OG0000470	Syan.g_02044	Pral.g_00775
OG0000471	Syan.g_02043	Pral.g_00774
OG0000472	Syan.g_02041	Pral.g_00773
OG0000473	Syan.g_02039	Pral.g_00771
OG0000474	Syan.g_02038	Pral.g_00770
OG0000475	Syan.g_02037	Pral.g_00769
OG0000476	Syan.g_02035	Pral.g_00767
OG0000477	Syan.g_02029	Pral.g_00764
OG0000478	Syan.g_02028	Pral.g_00763
OG0000479	Syan.g_02027	Pral.g_00762
OG0000480	Syan.g_02020	Pral.g_00756
OG0000481	Syan.g_00975	Pral.g_00754
OG0000482	Syan.g_02018	Pral.g_00753
OG0000483	Syan.g_02014	Pral.g_00750
OG0000484	Syan.g_02013	Pral.g_00749
OG0000485	Syan.g_02012	Pral.g_00748
OG0000486	Syan.g_02011	Pral.g_00747
OG0000487	Syan.g_02005	Pral.g_00743
OG0000488	Syan.g_02000	Pral.g_00740
OG0000489	Syan.g_01993	Pral.g_00735
OG0000490	Syan.g_01985	Pral.g_00731
OG0000491	Syan.g_01983	Pral.g_00730
OG0000492	Syan.g_01980	Pral.g_00728
OG0000493	Syan.g_01979	Pral.g_00727
OG0000494	Syan.g_01978	Pral.g_00726
OG0000495	Syan.g_01977	Pral.g_00725
OG0000496	Syan.g_01976	Pral.g_00724
OG0000497	Syan.g_01975	Pral.g_00723
OG0000498	Syan.g_01974	Pral.g_00722
OG0000499	Syan.g_01973	Pral.g_00721
OG0000500	Syan.g_01972	Pral.g_00720
OG0000501	Syan.g_01969	Pral.g_00718
OG0000502	Syan.g_01961	Pral.g_00715
OG0000503	Syan.g_02144	Pral.g_00698
OG0000504	Syan.g_02142	Pral.g_00696
OG0000505	Syan.g_02141	Pral.g_00695
OG0000506	Syan.g_02139	Pral.g_00694
OG0000507	Syan.g_02133	Pral.g_00691
OG0000508	Syan.g_02998	Pral.g_00687
OG0000509	Syan.g_02993	Pral.g_00685
OG0000510	Syan.g_02992	Pral.g_00684
OG0000511	Syan.g_02991	Pral.g_00683
OG0000512	Syan.g_02989	Pral.g_00681
OG0000513	Syan.g_02320	Pral.g_00673
OG0000514	Syan.g_02326	Pral.g_00663
OG0000515	Syan.g_02327	Pral.g_00662
OG0000516	Syan.g_02389	Pral.g_00661
OG0000517	Syan.g_02395	Pral.g_00659
OG0000518	Syan.g_01336	Pral.g_00647
OG0000519	Syan.g_01335	Pral.g_00646
OG0000520	Syan.g_01334	Pral.g_00645
OG0000521	Syan.g_02805	Pral.g_00635
OG0000522	Syan.g_02803	Pral.g_00633
OG0000523	Syan.g_02802	Pral.g_00632
OG0000524	Syan.g_02878	Pral.g_00627
OG0000525	Syan.g_02853	Pral.g_00623
OG0000526	Syan.g_02852	Pral.g_00622
OG0000527	Syan.g_02848	Pral.g_00619
OG0000528	Syan.g_02767	Pral.g_00613
OG0000529	Syan.g_02763	Pral.g_00610
OG0000530	Syan.g_02760	Pral.g_00607
OG0000531	Syan.g_02759	Pral.g_00606
OG0000532	Syan.g_02756	Pral.g_00603
OG0000533	Syan.g_02754	Pral.g_00602
OG0000534	Syan.g_02753	Pral.g_00601
OG0000535	Syan.g_02752	Pral.g_00600
OG0000536	Syan.g_02751	Pral.g_00599
OG0000537	Syan.g_02750	Pral.g_00598
OG0000538	Syan.g_02738	Pral.g_00590
OG0000539	Syan.g_02737	Pral.g_00589
OG0000540	Syan.g_02736	Pral.g_00588
OG0000541	Syan.g_02735	Pral.g_00587
OG0000542	Syan.g_02732	Pral.g_00585
OG0000543	Syan.g_02730	Pral.g_00583
OG0000544	Syan.g_02729	Pral.g_00582
OG0000545	Syan.g_02727	Pral.g_00580
OG0000546	Syan.g_02725	Pral.g_00577
OG0000547	Syan.g_02723	Pral.g_00575
OG0000548	Syan.g_02722	Pral.g_00574
OG0000549	Syan.g_01194	Pral.g_00571
OG0000550	Syan.g_01189	Pral.g_00566
OG0000551	Syan.g_01184	Pral.g_00563
OG0000552	Syan.g_01183	Pral.g_00562
OG0000553	Syan.g_01179	Pral.g_00561
OG0000554	Syan.g_01165	Pral.g_00556
OG0000555	Syan.g_00839	Pral.g_00548
OG0000556	Syan.g_00842	Pral.g_00546
OG0000557	Syan.g_00847	Pral.g_00545
OG0000558	Syan.g_00849	Pral.g_00543
OG0000559	Syan.g_00853	Pral.g_00539
OG0000560	Syan.g_00856	Pral.g_00536
OG0000561	Syan.g_00857	Pral.g_00535
OG0000562	Syan.g_00858	Pral.g_00534
OG0000563	Syan.g_00859	Pral.g_00533
OG0000564	Syan.g_00860	Pral.g_00532
OG0000565	Syan.g_00864	Pral.g_00529
OG0000566	Syan.g_00868	Pral.g_00525
OG0000567	Syan.g_00872	Pral.g_00521
OG0000568	Syan.g_00874	Pral.g_00520
OG0000569	Syan.g_00875	Pral.g_00519
OG0000570	Syan.g_00876	Pral.g_00518
OG0000571	Syan.g_00879	Pral.g_00515
OG0000572	Syan.g_00954	Pral.g_00503
OG0000573	Syan.g_00963	Pral.g_00497
OG0000574	Syan.g_00965	Pral.g_00496
OG0000575	Syan.g_01003	Pral.g_00492
OG0000576	Syan.g_01007	Pral.g_00490
OG0000577	Syan.g_01008	Pral.g_00489
OG0000578	Syan.g_01009	Pral.g_00488
OG0000579	Syan.g_01010	Pral.g_00487
OG0000580	Syan.g_01011	Pral.g_00486
OG0000581	Syan.g_01018	Pral.g_00483
OG0000582	Syan.g_01030	Pral.g_00480
OG0000583	Syan.g_01029	Pral.g_00479
OG0000584	Syan.g_01028	Pral.g_00478
OG0000585	Syan.g_01024	Pral.g_00476
OG0000586	Syan.g_01022	Pral.g_00475
OG0000587	Syan.g_01020	Pral.g_00474
OG0000588	Syan.g_00215	Pral.g_00469
OG0000589	Syan.g_00016	Pral.g_00466
