Orthogroup	Syan	Praa
OG0000191	Syan.g_02300	Praa.g_00117
OG0000192	Syan.g_02294	Praa.g_00121
OG0000193	Syan.g_03009	Praa.g_00146
OG0000194	Syan.g_03012	Praa.g_00149
OG0000195	Syan.g_03014	Praa.g_00151
OG0000196	Syan.g_03026	Praa.g_00161
OG0000197	Syan.g_03027	Praa.g_00162
OG0000198	Syan.g_03028	Praa.g_00163
OG0000199	Syan.g_03037	Praa.g_00170
OG0000200	Syan.g_03055	Praa.g_00184
OG0000201	Syan.g_03074	Praa.g_00192
OG0000202	Syan.g_03075	Praa.g_00193
OG0000203	Syan.g_03076	Praa.g_00194
OG0000204	Syan.g_03077	Praa.g_00195
OG0000205	Syan.g_03087	Praa.g_00202
OG0000206	Syan.g_03095	Praa.g_00207
OG0000207	Syan.g_03100	Praa.g_00209
OG0000208	Syan.g_03101	Praa.g_00210
OG0000209	Syan.g_01521	Praa.g_00219
OG0000210	Syan.g_01522	Praa.g_00220
OG0000211	Syan.g_02416	Praa.g_00233
OG0000212	Syan.g_01508, Syan.g_02438	Praa.g_00240
OG0000213	Syan.g_02059	Praa.g_00257
OG0000214	Syan.g_02040	Praa.g_00267
OG0000215	Syan.g_02010	Praa.g_00292
OG0000216	Syan.g_02006	Praa.g_00294
OG0000217	Syan.g_02001	Praa.g_00297
OG0000218	Syan.g_01999	Praa.g_00299
OG0000219	Syan.g_01998	Praa.g_00300
OG0000220	Syan.g_01997	Praa.g_00301
OG0000221	Syan.g_01994	Praa.g_00302
OG0000222	Syan.g_01981	Praa.g_00310
OG0000223	Syan.g_00228	Praa.g_00323
OG0000224	Syan.g_01959	Praa.g_00325
OG0000225	Syan.g_02997	Praa.g_00345
OG0000226	Syan.g_02990	Praa.g_00349
OG0000227	Syan.g_02988	Praa.g_00351
OG0000228	Syan.g_02315	Praa.g_00354
OG0000229	Syan.g_02396	Praa.g_00436
OG0000230	Syan.g_02398	Praa.g_00437
OG0000231	Syan.g_01333	Praa.g_00448
OG0000232	Syan.g_02801	Praa.g_00457
OG0000233	Syan.g_02876	Praa.g_00463
OG0000234	Syan.g_02844	Praa.g_00476
OG0000235	Syan.g_02765	Praa.g_00479
OG0000236	Syan.g_02749	Praa.g_00493
OG0000237	Syan.g_02731	Praa.g_00506
OG0000238	Syan.g_02726	Praa.g_00512
OG0000239	Syan.g_01187	Praa.g_00525
OG0000240	Syan.g_01186	Praa.g_00526
OG0000241	Syan.g_00822	Praa.g_00530
OG0000242	Syan.g_01168	Praa.g_00532
OG0000243	Syan.g_00840	Praa.g_00544
OG0000244	Syan.g_00848	Praa.g_00547
OG0000245	Syan.g_00850	Praa.g_00549
OG0000246	Syan.g_00854	Praa.g_00553
OG0000247	Syan.g_00866	Praa.g_00563
OG0000248	Syan.g_00869	Praa.g_00565
OG0000249	Syan.g_00871	Praa.g_00567
OG0000250	Syan.g_00878	Praa.g_00572
OG0000251	Syan.g_00961	Praa.g_00591
OG0000252	Syan.g_00966	Praa.g_00594
OG0000253	Syan.g_01000	Praa.g_00595
OG0000254	Syan.g_01026	Praa.g_00611
OG0000255	Syan.g_00978	Praa.g_00617
OG0000256	Syan.g_00001, Syan.g_01135	Praa.g_00627
OG0000257	Syan.g_00827	Praa.g_00630
OG0000258	Syan.g_00803	Praa.g_00643
OG0000259	Syan.g_00772	Praa.g_00660
OG0000260	Syan.g_00769	Praa.g_00663
OG0000261	Syan.g_00765	Praa.g_00665
OG0000262	Syan.g_00760	Praa.g_00669
OG0000263	Syan.g_02618	Praa.g_00681
OG0000264	Syan.g_00540	Praa.g_00691
OG0000266	Syan.g_00330	Praa.g_00721
OG0000267	Syan.g_00470	Praa.g_00732
OG0000268	Syan.g_00471	Praa.g_00733
OG0000269	Syan.g_00695	Praa.g_00798
OG0000270	Syan.g_00692	Praa.g_00801
OG0000271	Syan.g_00684	Praa.g_00809
OG0000272	Syan.g_00683	Praa.g_00810, Praa.g_00811
OG0000273	Syan.g_00654	Praa.g_00834
OG0000274	Syan.g_00653	Praa.g_00835
OG0000275	Syan.g_00373	Praa.g_00838
OG0000276	Syan.g_00380	Praa.g_00843
OG0000277	Syan.g_00381	Praa.g_00844
OG0000278	Syan.g_00384	Praa.g_00847
OG0000279	Syan.g_00398	Praa.g_00854
OG0000280	Syan.g_00518	Praa.g_00855
OG0000282	Syan.g_00739	Praa.g_00909
OG0000283	Syan.g_00491	Praa.g_00941
OG0000284	Syan.g_00497	Praa.g_00946
OG0000285	Syan.g_00533	Praa.g_00951
OG0000286	Syan.g_00564	Praa.g_00963
OG0000287	Syan.g_00593	Praa.g_00980
OG0000288	Syan.g_00364	Praa.g_01012
OG0000289	Syan.g_00350	Praa.g_01023
OG0000290	Syan.g_00293	Praa.g_01036
OG0000291	Syan.g_00291	Praa.g_01038
OG0000292	Syan.g_01703	Praa.g_01089
OG0000293	Syan.g_02709	Praa.g_01151
OG0000294	Syan.g_02708	Praa.g_01152
OG0000295	Syan.g_02662	Praa.g_01171
OG0000296	Syan.g_02660	Praa.g_01173
OG0000299	Syan.g_02601	Praa.g_01199
OG0000301	Syan.g_02592	Praa.g_01203
OG0000302	Syan.g_02591	Praa.g_01205
OG0000303	Syan.g_02582	Praa.g_01212
OG0000304	Syan.g_02556	Praa.g_01216
OG0000305	Syan.g_00195	Praa.g_01358
OG0000306	Syan.g_00087	Praa.g_01361
OG0000307	Syan.g_02782	Praa.g_01375
OG0000308	Syan.g_02784	Praa.g_01376
OG0000309	Syan.g_02883	Praa.g_01380
OG0000310	Syan.g_01304	Praa.g_01461
OG0000311	Syan.g_01299	Praa.g_01463
OG0000312	Syan.g_01290	Praa.g_01466
OG0000313	Syan.g_01271	Praa.g_01480
OG0000314	Syan.g_02823	Praa.g_01503
OG0000315	Syan.g_02833	Praa.g_01513
OG0000316	Syan.g_01354	Praa.g_01533
OG0000317	Syan.g_01396	Praa.g_01633
OG0000318	Syan.g_01401	Praa.g_01636
OG0000319	Syan.g_01425	Praa.g_01649
OG0000320	Syan.g_01427	Praa.g_01651
OG0000321	Syan.g_01428	Praa.g_01652
OG0000322	Syan.g_01429	Praa.g_01653
OG0000323	Syan.g_01442	Praa.g_01662
OG0000324	Syan.g_01472	Praa.g_01690
OG0000325	Syan.g_02107	Praa.g_01700
OG0000326	Syan.g_02114	Praa.g_01706
OG0000327	Syan.g_02244	Praa.g_01734
OG0000328	Syan.g_02243	Praa.g_01735
OG0000329	Syan.g_02225	Praa.g_01752
OG0000330	Syan.g_02224	Praa.g_01753
OG0000331	Syan.g_02223	Praa.g_01754
OG0000332	Syan.g_02208	Praa.g_01768
OG0000333	Syan.g_02205	Praa.g_01770
OG0000334	Syan.g_00247, Syan.g_02194	Praa.g_01778
OG0000335	Syan.g_02189	Praa.g_01783
OG0000336	Syan.g_02185	Praa.g_01787
OG0000337	Syan.g_01949	Praa.g_01804
OG0000338	Syan.g_01943	Praa.g_01805
OG0000339	Syan.g_01935, Syan.g_00264	Praa.g_01809
OG0000340	Syan.g_01923	Praa.g_01817
OG0000341	Syan.g_01921	Praa.g_01819
OG0000342	Syan.g_01920	Praa.g_01820
OG0000343	Syan.g_01918	Praa.g_01821
OG0000344	Syan.g_01914	Praa.g_01824
OG0000345	Syan.g_01900	Praa.g_01829
OG0000346	Syan.g_01895	Praa.g_01833
OG0000347	Syan.g_01867	Praa.g_01849
OG0000348	Syan.g_01803	Praa.g_01859
OG0000349	Syan.g_01727	Praa.g_01876
OG0000350	Syan.g_02121	Praa.g_01894
OG0000351	Syan.g_01682	Praa.g_01911
OG0000352	Syan.g_01683	Praa.g_01912
OG0000353	Syan.g_01795	Praa.g_01927
OG0000355	Syan.g_01797	Praa.g_00001
OG0000356	Syan.g_01798	Praa.g_00002
OG0000357	Syan.g_01800	Praa.g_00003
OG0000358	Syan.g_01773	Praa.g_00007
OG0000359	Syan.g_01771	Praa.g_00008
OG0000360	Syan.g_01770	Praa.g_00009
OG0000361	Syan.g_01769	Praa.g_00010
OG0000362	Syan.g_01767	Praa.g_00012
OG0000363	Syan.g_01765	Praa.g_00014
OG0000364	Syan.g_01398	Praa.g_00015
OG0000365	Syan.g_01755	Praa.g_00020
OG0000366	Syan.g_01754	Praa.g_00021
OG0000367	Syan.g_01753	Praa.g_00022
OG0000368	Syan.g_01751	Praa.g_00024
OG0000369	Syan.g_01750	Praa.g_00025
OG0000370	Syan.g_01749	Praa.g_00026
OG0000371	Syan.g_01740	Praa.g_00032
OG0000372	Syan.g_01734	Praa.g_00035
OG0000373	Syan.g_01733	Praa.g_00036
OG0000374	Syan.g_01732	Praa.g_00037
OG0000375	Syan.g_01731	Praa.g_00040
OG0000376	Syan.g_01729	Praa.g_00042
OG0000377	Syan.g_01555	Praa.g_00045
OG0000378	Syan.g_01543	Praa.g_00047
OG0000379	Syan.g_01539	Praa.g_00050
OG0000380	Syan.g_02905	Praa.g_00066
OG0000381	Syan.g_02908	Praa.g_00070
OG0000382	Syan.g_02925	Praa.g_00081
OG0000383	Syan.g_02936	Praa.g_00083
OG0000384	Syan.g_02937	Praa.g_00084
OG0000385	Syan.g_02938	Praa.g_00085
OG0000386	Syan.g_02939	Praa.g_00086
OG0000387	Syan.g_00967	Praa.g_00099
OG0000388	Syan.g_02970	Praa.g_00102
OG0000389	Syan.g_02973	Praa.g_00106
OG0000390	Syan.g_02306	Praa.g_00113
OG0000391	Syan.g_02301	Praa.g_00116
OG0000392	Syan.g_02295	Praa.g_00120
OG0000393	Syan.g_02292	Praa.g_00122
OG0000394	Syan.g_02291	Praa.g_00123
OG0000395	Syan.g_02290	Praa.g_00124
OG0000396	Syan.g_02287	Praa.g_00127
OG0000397	Syan.g_02285	Praa.g_00129
OG0000398	Syan.g_02279	Praa.g_00131
OG0000399	Syan.g_02278	Praa.g_00132
OG0000400	Syan.g_02277	Praa.g_00133
OG0000401	Syan.g_02274	Praa.g_00134
OG0000402	Syan.g_02272	Praa.g_00136
OG0000403	Syan.g_02271	Praa.g_00137
OG0000404	Syan.g_02269	Praa.g_00138
OG0000405	Syan.g_03005	Praa.g_00142
OG0000406	Syan.g_03010	Praa.g_00147
OG0000407	Syan.g_03011	Praa.g_00148
OG0000408	Syan.g_03013	Praa.g_00150
OG0000409	Syan.g_03015	Praa.g_00152
OG0000410	Syan.g_03016	Praa.g_00153
OG0000411	Syan.g_03017	Praa.g_00154
OG0000412	Syan.g_03018	Praa.g_00155
OG0000413	Syan.g_03020	Praa.g_00156
OG0000414	Syan.g_03021	Praa.g_00157
OG0000415	Syan.g_03022	Praa.g_00158
OG0000416	Syan.g_03023	Praa.g_00159
OG0000417	Syan.g_03025	Praa.g_00160
OG0000418	Syan.g_03030	Praa.g_00165
OG0000419	Syan.g_03033	Praa.g_00167
OG0000420	Syan.g_03035	Praa.g_00168
OG0000421	Syan.g_03040	Praa.g_00173
OG0000422	Syan.g_03041	Praa.g_00174
OG0000423	Syan.g_03042	Praa.g_00175
OG0000424	Syan.g_03043	Praa.g_00176
OG0000425	Syan.g_03044	Praa.g_00177
OG0000426	Syan.g_03045	Praa.g_00178
OG0000427	Syan.g_03046	Praa.g_00179
OG0000428	Syan.g_03049	Praa.g_00181
OG0000429	Syan.g_03051	Praa.g_00182
OG0000430	Syan.g_03053	Praa.g_00183
OG0000431	Syan.g_03058	Praa.g_00185
OG0000432	Syan.g_03065	Praa.g_00188
OG0000433	Syan.g_03068	Praa.g_00189
OG0000434	Syan.g_03069	Praa.g_00190
OG0000435	Syan.g_03071	Praa.g_00191
OG0000436	Syan.g_03079	Praa.g_00196
OG0000437	Syan.g_03080	Praa.g_00197
OG0000438	Syan.g_03083	Praa.g_00198
OG0000439	Syan.g_03085	Praa.g_00200
OG0000440	Syan.g_03086	Praa.g_00201
OG0000441	Syan.g_03089	Praa.g_00204
OG0000442	Syan.g_03090	Praa.g_00205
OG0000443	Syan.g_03094	Praa.g_00206
OG0000444	Syan.g_03102	Praa.g_00211
OG0000445	Syan.g_03103	Praa.g_00212
OG0000446	Syan.g_03105	Praa.g_00213
OG0000447	Syan.g_03111	Praa.g_00214
OG0000448	Syan.g_03112	Praa.g_00215
OG0000449	Syan.g_03113	Praa.g_00216
OG0000450	Syan.g_01518	Praa.g_00217
OG0000451	Syan.g_01519	Praa.g_00218
OG0000452	Syan.g_01523	Praa.g_00221
OG0000453	Syan.g_01524	Praa.g_00222
OG0000454	Syan.g_01525	Praa.g_00223
OG0000455	Syan.g_01526	Praa.g_00224
OG0000456	Syan.g_01527	Praa.g_00225
OG0000457	Syan.g_01529	Praa.g_00226
OG0000458	Syan.g_01530	Praa.g_00227
OG0000459	Syan.g_01531	Praa.g_00228
OG0000460	Syan.g_02423	Praa.g_00235
OG0000461	Syan.g_02099	Praa.g_00242
OG0000462	Syan.g_02096	Praa.g_00244
OG0000463	Syan.g_02095	Praa.g_00245
OG0000464	Syan.g_02094	Praa.g_00246
OG0000465	Syan.g_02092	Praa.g_00247
OG0000466	Syan.g_02087	Praa.g_00250
OG0000467	Syan.g_02086	Praa.g_00251
OG0000468	Syan.g_02063	Praa.g_00253
OG0000469	Syan.g_02046	Praa.g_00262
OG0000470	Syan.g_02044	Praa.g_00264
OG0000471	Syan.g_02043	Praa.g_00265
OG0000472	Syan.g_02041	Praa.g_00266
OG0000473	Syan.g_02039	Praa.g_00268
OG0000474	Syan.g_02038	Praa.g_00269
OG0000475	Syan.g_02037	Praa.g_00270
OG0000476	Syan.g_02035	Praa.g_00271
OG0000477	Syan.g_02029	Praa.g_00275
OG0000478	Syan.g_02028	Praa.g_00276
OG0000479	Syan.g_02027	Praa.g_00277
OG0000480	Syan.g_02020	Praa.g_00282
OG0000481	Syan.g_00975	Praa.g_00284
OG0000482	Syan.g_02018	Praa.g_00285
OG0000483	Syan.g_02014	Praa.g_00288
OG0000484	Syan.g_02013	Praa.g_00289
OG0000485	Syan.g_02012	Praa.g_00290
OG0000486	Syan.g_02011	Praa.g_00291
OG0000487	Syan.g_02005	Praa.g_00295
OG0000488	Syan.g_02000	Praa.g_00298
OG0000489	Syan.g_01993	Praa.g_00303
OG0000490	Syan.g_01985	Praa.g_00308
OG0000491	Syan.g_01983	Praa.g_00309
OG0000492	Syan.g_01980	Praa.g_00311
OG0000493	Syan.g_01979	Praa.g_00312
OG0000494	Syan.g_01978	Praa.g_00313
OG0000495	Syan.g_01977	Praa.g_00314
OG0000496	Syan.g_01976	Praa.g_00315
OG0000497	Syan.g_01975	Praa.g_00316
OG0000498	Syan.g_01974	Praa.g_00317
OG0000499	Syan.g_01973	Praa.g_00318
OG0000500	Syan.g_01972	Praa.g_00319
OG0000501	Syan.g_01969	Praa.g_00321
OG0000502	Syan.g_01961	Praa.g_00324
OG0000503	Syan.g_02144	Praa.g_00334
OG0000504	Syan.g_02142	Praa.g_00335
OG0000505	Syan.g_02141	Praa.g_00336
OG0000506	Syan.g_02139	Praa.g_00338
OG0000507	Syan.g_02133	Praa.g_00340
OG0000508	Syan.g_02998	Praa.g_00344
OG0000509	Syan.g_02993	Praa.g_00346
OG0000510	Syan.g_02992	Praa.g_00347
OG0000511	Syan.g_02991	Praa.g_00348
OG0000512	Syan.g_02989	Praa.g_00350
OG0000513	Syan.g_02320	Praa.g_00357
OG0000514	Syan.g_02326	Praa.g_00431
OG0000515	Syan.g_02327	Praa.g_00432
OG0000516	Syan.g_02389	Praa.g_00433
OG0000517	Syan.g_02395	Praa.g_00435
OG0000518	Syan.g_01336	Praa.g_00445
OG0000519	Syan.g_01335	Praa.g_00446
OG0000520	Syan.g_01334	Praa.g_00447
OG0000521	Syan.g_02805	Praa.g_00452
OG0000522	Syan.g_02803	Praa.g_00454
OG0000523	Syan.g_02802	Praa.g_00455
OG0000524	Syan.g_02878	Praa.g_00461
OG0000525	Syan.g_02853	Praa.g_00464
OG0000526	Syan.g_02852	Praa.g_00465
OG0000527	Syan.g_02848	Praa.g_00473
OG0000528	Syan.g_02767	Praa.g_00478
OG0000529	Syan.g_02763	Praa.g_00481
OG0000530	Syan.g_02760	Praa.g_00484
OG0000531	Syan.g_02759	Praa.g_00485
OG0000532	Syan.g_02756	Praa.g_00487
OG0000533	Syan.g_02754	Praa.g_00488
OG0000534	Syan.g_02753	Praa.g_00489
OG0000535	Syan.g_02752	Praa.g_00490
OG0000536	Syan.g_02751	Praa.g_00491
OG0000537	Syan.g_02750	Praa.g_00492
OG0000538	Syan.g_02738	Praa.g_00500
OG0000539	Syan.g_02737	Praa.g_00501
OG0000540	Syan.g_02736	Praa.g_00502
OG0000541	Syan.g_02735	Praa.g_00503
OG0000542	Syan.g_02732	Praa.g_00505
OG0000543	Syan.g_02730	Praa.g_00507
OG0000544	Syan.g_02729	Praa.g_00508
OG0000545	Syan.g_02727	Praa.g_00510
OG0000546	Syan.g_02725	Praa.g_00513
OG0000547	Syan.g_02723	Praa.g_00515
OG0000548	Syan.g_02722	Praa.g_00516
OG0000549	Syan.g_01194	Praa.g_00518
OG0000550	Syan.g_01189	Praa.g_00523
OG0000551	Syan.g_01184	Praa.g_00527
OG0000552	Syan.g_01183	Praa.g_00528
OG0000553	Syan.g_01179	Praa.g_00529
OG0000554	Syan.g_01165	Praa.g_00534
OG0000555	Syan.g_00839	Praa.g_00543
OG0000556	Syan.g_00842	Praa.g_00545
OG0000557	Syan.g_00847	Praa.g_00546
OG0000558	Syan.g_00849	Praa.g_00548
OG0000559	Syan.g_00853	Praa.g_00552
OG0000560	Syan.g_00856	Praa.g_00555
OG0000561	Syan.g_00857	Praa.g_00556
OG0000562	Syan.g_00858	Praa.g_00557
OG0000563	Syan.g_00859	Praa.g_00558
OG0000564	Syan.g_00860	Praa.g_00559
OG0000565	Syan.g_00864	Praa.g_00562
OG0000566	Syan.g_00868	Praa.g_00564
OG0000567	Syan.g_00872	Praa.g_00568
OG0000568	Syan.g_00874	Praa.g_00569
OG0000569	Syan.g_00875	Praa.g_00570
OG0000570	Syan.g_00876	Praa.g_00571
OG0000571	Syan.g_00879	Praa.g_00573
OG0000572	Syan.g_00954	Praa.g_00586
OG0000573	Syan.g_00963	Praa.g_00592
OG0000574	Syan.g_00965	Praa.g_00593
OG0000575	Syan.g_01003	Praa.g_00597
OG0000576	Syan.g_01007	Praa.g_00599
OG0000577	Syan.g_01008	Praa.g_00600
OG0000578	Syan.g_01009	Praa.g_00601
OG0000579	Syan.g_01010	Praa.g_00602
OG0000580	Syan.g_01011	Praa.g_00603
OG0000581	Syan.g_01018	Praa.g_00605
OG0000582	Syan.g_01030	Praa.g_00608
OG0000583	Syan.g_01029	Praa.g_00609
OG0000584	Syan.g_01028	Praa.g_00610
OG0000585	Syan.g_01024	Praa.g_00612
OG0000586	Syan.g_01022	Praa.g_00613
OG0000587	Syan.g_01020	Praa.g_00614
OG0000588	Syan.g_00215	Praa.g_00618
OG0000589	Syan.g_00016	Praa.g_00621
OG0000590	Syan.g_00015	Praa.g_00622
OG0000591	Syan.g_00003	Praa.g_00625
OG0000592	Syan.g_00002	Praa.g_00626
OG0000593	Syan.g_00820	Praa.g_00632
OG0000594	Syan.g_00819	Praa.g_00633
OG0000595	Syan.g_00818	Praa.g_00634
OG0000596	Syan.g_00813	Praa.g_00638
OG0000597	Syan.g_00810	Praa.g_00640
OG0000598	Syan.g_00809	Praa.g_00641
OG0000599	Syan.g_00802	Praa.g_00644
