Orthogroup	Syan	Prav
OG0000071	Syan.g_01213	Prav.g_01438
OG0000072	Syan.g_03038, Syan.g_02999	Prav.g_00867
OG0000073	Syan.g_02741	Prav.g_01097
OG0000075	Syan.g_00981, Syan.g_01937	Prav.g_00665
OG0000076	Syan.g_01896	Prav.g_00689
OG0000079	Syan.g_02079, Syan.g_02067, Syan.g_02085	Prav.g_01899
OG0000082	Syan.g_00952	Prav.g_01182
OG0000085	Syan.g_01387	Prav.g_01754
OG0000086	Syan.g_02946, Syan.g_02515, Syan.g_00114	Prav.g_00153
OG0000087	Syan.g_02268	Prav.g_00204
OG0000088	Syan.g_03031	Prav.g_00872
OG0000089	Syan.g_02316	Prav.g_00975
OG0000090	Syan.g_01166	Prav.g_01131
OG0000091	Syan.g_00235, Syan.g_00808	Prav.g_01240
OG0000092	Syan.g_02502	Prav.g_00504, Prav.g_01735
OG0000093	Syan.g_02934	Prav.g_01497
OG0000094	Syan.g_00353, Syan.g_00065	Prav.g_00914
OG0000097	Syan.g_00160, Syan.g_00733	Prav.g_01840
OG0000098	Syan.g_00043	Prav.g_01455
OG0000099	Syan.g_01968	Prav.g_01514
OG0000100	Syan.g_00658	Prav.g_01652
OG0000101	Syan.g_02199	Prav.g_00632
OG0000102	Syan.g_01891	Prav.g_00694
OG0000103	Syan.g_01692	Prav.g_00773
OG0000104	Syan.g_01792	Prav.g_00782
OG0000105	Syan.g_02031	Prav.g_01920
OG0000106	Syan.g_00076	Prav.g_00989
OG0000107	Syan.g_02106	Prav.g_01001
OG0000108	Syan.g_02764	Prav.g_01078
OG0000109	Syan.g_02748	Prav.g_01092
OG0000110	Syan.g_00882	Prav.g_01172
OG0000111	Syan.g_00187	Prav.g_01297
OG0000112	Syan.g_00556, Syan.g_00252	Prav.g_00364
OG0000113	Syan.g_00664	Prav.g_00419
OG0000114	Syan.g_00741	Prav.g_00499
OG0000115	Syan.g_02810	Prav.g_00010
OG0000116	Syan.g_02710, Syan.g_00460	Prav.g_00055
OG0000117	Syan.g_02644	Prav.g_01390
OG0000118	Syan.g_01241, Syan.g_01237	Prav.g_01450
OG0000119	Syan.g_02672	Prav.g_01469
OG0000120	Syan.g_01966	Prav.g_01513
OG0000121	Syan.g_01273	Prav.g_01580
OG0000123	Syan.g_02190	Prav.g_00639
OG0000124	Syan.g_01873	Prav.g_00705
OG0000125	Syan.g_01573	Prav.g_00741
OG0000126	Syan.g_01705	Prav.g_00781
OG0000127	Syan.g_01071	Prav.g_00965
OG0000128	Syan.g_01768	Prav.g_00079
OG0000129	Syan.g_01563	Prav.g_00115
OG0000130	Syan.g_02906, Syan.g_02907	Prav.g_00134
OG0000131	Syan.g_03008	Prav.g_00212
OG0000132	Syan.g_03029	Prav.g_00874
OG0000133	Syan.g_00561	Prav.g_01968
OG0000134	Syan.g_02319	Prav.g_00976
OG0000135	Syan.g_01616	Prav.g_00999
OG0000136	Syan.g_01342	Prav.g_01040
OG0000137	Syan.g_02846	Prav.g_01073
OG0000138	Syan.g_02747	Prav.g_01093
OG0000140	Syan.g_00042	Prav.g_01136
OG0000141	Syan.g_01032	Prav.g_01203
OG0000142	Syan.g_00816	Prav.g_01233
OG0000143	Syan.g_00812	Prav.g_01237
OG0000144	Syan.g_00782	Prav.g_01250
OG0000145	Syan.g_02740	Prav.g_00362
OG0000146	Syan.g_00555, Syan.g_00253	Prav.g_00365
OG0000147	Syan.g_00254, Syan.g_00554	Prav.g_00366
OG0000148	Syan.g_00670	Prav.g_00413
OG0000149	Syan.g_00393	Prav.g_00443
OG0000150	Syan.g_01031	Prav.g_00451
OG0000151	Syan.g_00731	Prav.g_00509
OG0000152	Syan.g_00565	Prav.g_00556
OG0000153	Syan.g_00601	Prav.g_00575
OG0000154	Syan.g_00363	Prav.g_00907
OG0000155	Syan.g_02654	Prav.g_01861
OG0000156	Syan.g_02717	Prav.g_01427
OG0000157	Syan.g_02718	Prav.g_01428
OG0000158	Syan.g_01078, Syan.g_01926	Prav.g_01505
OG0000159	Syan.g_01120	Prav.g_01506
OG0000160	Syan.g_01274	Prav.g_01579
OG0000161	Syan.g_01268	Prav.g_01585
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Prav.g_01591
OG0000163	Syan.g_02405	Prav.g_01625
OG0000164	Syan.g_01440	Prav.g_01785
OG0000165	Syan.g_01448	Prav.g_01792
OG0000166	Syan.g_02239	Prav.g_00596
OG0000167	Syan.g_01941	Prav.g_00663
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Prav.g_00673
OG0000169	Syan.g_01912	Prav.g_00683
OG0000170	Syan.g_01901	Prav.g_00685
OG0000171	Syan.g_01875	Prav.g_00704
OG0000172	Syan.g_01810	Prav.g_00712
OG0000173	Syan.g_01720	Prav.g_00727
OG0000174	Syan.g_01619	Prav.g_00755
OG0000175	Syan.g_01678, Syan.g_00258	Prav.g_00765
OG0000176	Syan.g_01801	Prav.g_00790
OG0000177	Syan.g_01775	Prav.g_00791
OG0000178	Syan.g_01774	Prav.g_00792
OG0000179	Syan.g_01759	Prav.g_00084
OG0000180	Syan.g_01758	Prav.g_00085
OG0000181	Syan.g_01757	Prav.g_00086
OG0000182	Syan.g_01756	Prav.g_00087
OG0000183	Syan.g_01752	Prav.g_00091
OG0000184	Syan.g_01549	Prav.g_00117
OG0000185	Syan.g_01540	Prav.g_00120
OG0000186	Syan.g_02902	Prav.g_00129
OG0000187	Syan.g_02904	Prav.g_00130
OG0000188	Syan.g_02926	Prav.g_00147
OG0000189	Syan.g_02966	Prav.g_00161
OG0000190	Syan.g_00971	Prav.g_00162
OG0000191	Syan.g_02300	Prav.g_00182
OG0000192	Syan.g_02294	Prav.g_00186
OG0000193	Syan.g_03009	Prav.g_00213
OG0000194	Syan.g_03012	Prav.g_00216
OG0000195	Syan.g_03014	Prav.g_00887
OG0000196	Syan.g_03026	Prav.g_00877
OG0000197	Syan.g_03027	Prav.g_00876
OG0000198	Syan.g_03028	Prav.g_00875
OG0000199	Syan.g_03037	Prav.g_00868
OG0000200	Syan.g_03055	Prav.g_00854
OG0000201	Syan.g_03074	Prav.g_00846
OG0000202	Syan.g_03075	Prav.g_00845
OG0000203	Syan.g_03076	Prav.g_00844
OG0000204	Syan.g_03077	Prav.g_00843
OG0000205	Syan.g_03087	Prav.g_00836
OG0000206	Syan.g_03095	Prav.g_00831
OG0000207	Syan.g_03100	Prav.g_00829
OG0000208	Syan.g_03101	Prav.g_00828
OG0000209	Syan.g_01521	Prav.g_00819
OG0000210	Syan.g_01522	Prav.g_00818
OG0000211	Syan.g_02416	Prav.g_00805
OG0000212	Syan.g_01508, Syan.g_02438	Prav.g_00798
OG0000213	Syan.g_02059	Prav.g_01904
OG0000214	Syan.g_02040	Prav.g_01914
OG0000215	Syan.g_02010	Prav.g_01938
OG0000216	Syan.g_02006	Prav.g_01940
OG0000217	Syan.g_02001	Prav.g_01943
OG0000218	Syan.g_01999	Prav.g_01945
OG0000219	Syan.g_01998	Prav.g_01946
OG0000220	Syan.g_01997	Prav.g_01947
OG0000221	Syan.g_01994	Prav.g_01948
OG0000222	Syan.g_01981	Prav.g_01956
OG0000223	Syan.g_00228	Prav.g_01969
OG0000224	Syan.g_01959	Prav.g_01971
OG0000225	Syan.g_02997	Prav.g_01992
OG0000226	Syan.g_02990	Prav.g_01996
OG0000227	Syan.g_02988	Prav.g_01998
OG0000228	Syan.g_02315	Prav.g_00974
OG0000229	Syan.g_02396	Prav.g_01035
OG0000230	Syan.g_02398	Prav.g_01037
OG0000231	Syan.g_01333	Prav.g_01048
OG0000232	Syan.g_02801	Prav.g_01056
OG0000233	Syan.g_02876	Prav.g_01061
OG0000234	Syan.g_02844	Prav.g_01074
OG0000235	Syan.g_02765	Prav.g_01077
OG0000236	Syan.g_02749	Prav.g_01091
OG0000237	Syan.g_02731	Prav.g_01104
OG0000238	Syan.g_02726	Prav.g_01110
OG0000239	Syan.g_01187	Prav.g_01123
OG0000240	Syan.g_01186	Prav.g_01124
OG0000241	Syan.g_00822	Prav.g_01128
OG0000242	Syan.g_01168	Prav.g_01130
OG0000243	Syan.g_00840	Prav.g_00954, Prav.g_01141
OG0000244	Syan.g_00848	Prav.g_01144
OG0000245	Syan.g_00850	Prav.g_01146
OG0000246	Syan.g_00854	Prav.g_01150
OG0000247	Syan.g_00866	Prav.g_01160
OG0000248	Syan.g_00869	Prav.g_01162
OG0000249	Syan.g_00871	Prav.g_01164
OG0000250	Syan.g_00878	Prav.g_01169
OG0000251	Syan.g_00961	Prav.g_01187
OG0000252	Syan.g_00966	Prav.g_01190
OG0000253	Syan.g_01000	Prav.g_01191
OG0000254	Syan.g_01026	Prav.g_01207
OG0000255	Syan.g_00978	Prav.g_01213
OG0000256	Syan.g_00001, Syan.g_01135	Prav.g_01225
OG0000257	Syan.g_00827	Prav.g_01228
OG0000258	Syan.g_00803	Prav.g_01241
OG0000259	Syan.g_00772	Prav.g_01258
OG0000260	Syan.g_00769	Prav.g_01261
OG0000261	Syan.g_00765	Prav.g_01263
OG0000262	Syan.g_00760	Prav.g_01267
OG0000263	Syan.g_02618	Prav.g_01279
OG0000264	Syan.g_00540	Prav.g_01289
OG0000266	Syan.g_00330	Prav.g_00316
OG0000267	Syan.g_00470	Prav.g_00327
OG0000268	Syan.g_00471	Prav.g_00328
OG0000269	Syan.g_00695	Prav.g_00392
OG0000270	Syan.g_00692	Prav.g_00395
OG0000271	Syan.g_00684	Prav.g_00403
OG0000272	Syan.g_00683	Prav.g_00404
OG0000273	Syan.g_00654	Prav.g_00427
OG0000274	Syan.g_00653	Prav.g_00428
OG0000275	Syan.g_00373	Prav.g_00430
OG0000276	Syan.g_00380	Prav.g_00435
OG0000277	Syan.g_00381	Prav.g_00436
OG0000278	Syan.g_00384	Prav.g_00439
OG0000279	Syan.g_00398	Prav.g_00446
OG0000280	Syan.g_00518	Prav.g_00447
OG0000282	Syan.g_00739	Prav.g_00501
OG0000283	Syan.g_00491	Prav.g_00533
OG0000284	Syan.g_00497	Prav.g_00538
OG0000285	Syan.g_00533	Prav.g_00543
OG0000286	Syan.g_00564	Prav.g_00555
OG0000287	Syan.g_00593	Prav.g_00572
OG0000288	Syan.g_00364	Prav.g_00906
OG0000289	Syan.g_00350	Prav.g_00917
OG0000290	Syan.g_00293	Prav.g_00930
OG0000291	Syan.g_00291	Prav.g_00932
OG0000292	Syan.g_01703	Prav.g_00261
OG0000293	Syan.g_02709	Prav.g_00056
OG0000294	Syan.g_02708	Prav.g_00057
OG0000295	Syan.g_02662	Prav.g_00077
OG0000296	Syan.g_02660	Prav.g_01867
OG0000299	Syan.g_02601	Prav.g_01841
OG0000301	Syan.g_02592	Prav.g_00955, Prav.g_01837
OG0000302	Syan.g_02591	Prav.g_01835
OG0000303	Syan.g_02582	Prav.g_01828
OG0000304	Syan.g_02556	Prav.g_01824
OG0000305	Syan.g_00195	Prav.g_01465
OG0000306	Syan.g_00087	Prav.g_01468
OG0000307	Syan.g_02782	Prav.g_01482
OG0000308	Syan.g_02784	Prav.g_01483
OG0000309	Syan.g_02883	Prav.g_01487
OG0000310	Syan.g_01304	Prav.g_01563
OG0000311	Syan.g_01299	Prav.g_01565
OG0000312	Syan.g_01290	Prav.g_01568
OG0000313	Syan.g_01271	Prav.g_01582
OG0000314	Syan.g_02823	Prav.g_01605
OG0000315	Syan.g_02833	Prav.g_01615
OG0000316	Syan.g_01354	Prav.g_01635
OG0000317	Syan.g_01396	Prav.g_01759
OG0000318	Syan.g_01401	Prav.g_01762
OG0000319	Syan.g_01425	Prav.g_01775
OG0000320	Syan.g_01427	Prav.g_01777
OG0000321	Syan.g_01428	Prav.g_01778
OG0000322	Syan.g_01429	Prav.g_01779
OG0000323	Syan.g_01442	Prav.g_01788
OG0000324	Syan.g_01472	Prav.g_01815
OG0000325	Syan.g_02107	Prav.g_00269
OG0000326	Syan.g_02114	Prav.g_00275
OG0000327	Syan.g_02244	Prav.g_00591
OG0000328	Syan.g_02243	Prav.g_00592
OG0000329	Syan.g_02225	Prav.g_00609
OG0000330	Syan.g_02224	Prav.g_00610
OG0000331	Syan.g_02223	Prav.g_00611
OG0000332	Syan.g_02208	Prav.g_00625
OG0000333	Syan.g_02205	Prav.g_00627
OG0000334	Syan.g_00247, Syan.g_02194	Prav.g_00635
OG0000335	Syan.g_02189	Prav.g_00640
OG0000336	Syan.g_02185	Prav.g_00644
OG0000337	Syan.g_01949	Prav.g_00661
OG0000338	Syan.g_01943	Prav.g_00662
OG0000339	Syan.g_01935, Syan.g_00264	Prav.g_00666
OG0000340	Syan.g_01923	Prav.g_00674
OG0000341	Syan.g_01921	Prav.g_00676
OG0000342	Syan.g_01920	Prav.g_00677
OG0000343	Syan.g_01918	Prav.g_00678
OG0000344	Syan.g_01914	Prav.g_00681
OG0000345	Syan.g_01900	Prav.g_00686
OG0000346	Syan.g_01895	Prav.g_00690
OG0000347	Syan.g_01867	Prav.g_00706
OG0000348	Syan.g_01803	Prav.g_00715
OG0000349	Syan.g_01727	Prav.g_00732
OG0000350	Syan.g_02121	Prav.g_00751
OG0000351	Syan.g_01682	Prav.g_00768
OG0000352	Syan.g_01683	Prav.g_00769
OG0000353	Syan.g_01795	Prav.g_00785
OG0000354	Syan.g_01761	Prav.g_01352
OG0000355	Syan.g_01797	Prav.g_00787
OG0000356	Syan.g_01798	Prav.g_00788
OG0000357	Syan.g_01800	Prav.g_00789
OG0000358	Syan.g_01773	Prav.g_00793
OG0000359	Syan.g_01771	Prav.g_00794
OG0000360	Syan.g_01770	Prav.g_00795
OG0000361	Syan.g_01769	Prav.g_00078
OG0000362	Syan.g_01767	Prav.g_00080
OG0000363	Syan.g_01765	Prav.g_00082
OG0000364	Syan.g_01398	Prav.g_00083
OG0000365	Syan.g_01755	Prav.g_00088
OG0000366	Syan.g_01754	Prav.g_00089
OG0000367	Syan.g_01753	Prav.g_00090
OG0000368	Syan.g_01751	Prav.g_00092
OG0000369	Syan.g_01750	Prav.g_00093
OG0000370	Syan.g_01749	Prav.g_00094
OG0000371	Syan.g_01740	Prav.g_00100
OG0000372	Syan.g_01734	Prav.g_00103
OG0000373	Syan.g_01733	Prav.g_00104
OG0000374	Syan.g_01732	Prav.g_00105
OG0000375	Syan.g_01731	Prav.g_00111
OG0000376	Syan.g_01729	Prav.g_00113
OG0000377	Syan.g_01555	Prav.g_00116
OG0000378	Syan.g_01543	Prav.g_00118
OG0000379	Syan.g_01539	Prav.g_00121
OG0000380	Syan.g_02905	Prav.g_00131
OG0000381	Syan.g_02908	Prav.g_00135
OG0000382	Syan.g_02925	Prav.g_00146
OG0000383	Syan.g_02936	Prav.g_00148
OG0000384	Syan.g_02937	Prav.g_00149
OG0000385	Syan.g_02938	Prav.g_00150
OG0000386	Syan.g_02939	Prav.g_00151
OG0000387	Syan.g_00967	Prav.g_00164
OG0000388	Syan.g_02970	Prav.g_00167
OG0000389	Syan.g_02973	Prav.g_00171
OG0000390	Syan.g_02306	Prav.g_00178
OG0000391	Syan.g_02301	Prav.g_00181
OG0000392	Syan.g_02295	Prav.g_00185
OG0000393	Syan.g_02292	Prav.g_00187
OG0000394	Syan.g_02291	Prav.g_00188
OG0000395	Syan.g_02290	Prav.g_00189
OG0000396	Syan.g_02287	Prav.g_00192
OG0000397	Syan.g_02285	Prav.g_00194
OG0000398	Syan.g_02279	Prav.g_00196
OG0000399	Syan.g_02278	Prav.g_00197
OG0000400	Syan.g_02277	Prav.g_00198
OG0000401	Syan.g_02274	Prav.g_00199
OG0000402	Syan.g_02272	Prav.g_00201
OG0000403	Syan.g_02271	Prav.g_00202
OG0000404	Syan.g_02269	Prav.g_00203
OG0000405	Syan.g_03005	Prav.g_00207
OG0000406	Syan.g_03010	Prav.g_00214
OG0000407	Syan.g_03011	Prav.g_00215
OG0000409	Syan.g_03015	Prav.g_00886
OG0000410	Syan.g_03016	Prav.g_00885
OG0000411	Syan.g_03017	Prav.g_00884
OG0000412	Syan.g_03018	Prav.g_00883
OG0000413	Syan.g_03020	Prav.g_00882
OG0000414	Syan.g_03021	Prav.g_00881
OG0000415	Syan.g_03022	Prav.g_00880
OG0000416	Syan.g_03023	Prav.g_00879
OG0000417	Syan.g_03025	Prav.g_00878
OG0000418	Syan.g_03030	Prav.g_00873
OG0000419	Syan.g_03033	Prav.g_00871
OG0000420	Syan.g_03035	Prav.g_00870
OG0000421	Syan.g_03040	Prav.g_00865
OG0000422	Syan.g_03041	Prav.g_00864
OG0000423	Syan.g_03042	Prav.g_00863
OG0000424	Syan.g_03043	Prav.g_00862
OG0000425	Syan.g_03044	Prav.g_00861
OG0000426	Syan.g_03045	Prav.g_00860
OG0000427	Syan.g_03046	Prav.g_00859
OG0000428	Syan.g_03049	Prav.g_00857
OG0000429	Syan.g_03051	Prav.g_00856
OG0000430	Syan.g_03053	Prav.g_00855
OG0000431	Syan.g_03058	Prav.g_00853
OG0000432	Syan.g_03065	Prav.g_00850
OG0000433	Syan.g_03068	Prav.g_00849
OG0000434	Syan.g_03069	Prav.g_00848
OG0000435	Syan.g_03071	Prav.g_00847
OG0000436	Syan.g_03079	Prav.g_00842
OG0000437	Syan.g_03080	Prav.g_00841
OG0000438	Syan.g_03083	Prav.g_00840
OG0000439	Syan.g_03085	Prav.g_00838
OG0000440	Syan.g_03086	Prav.g_00837
OG0000441	Syan.g_03089	Prav.g_00834
OG0000442	Syan.g_03090	Prav.g_00833
OG0000443	Syan.g_03094	Prav.g_00832
OG0000444	Syan.g_03102	Prav.g_00827
OG0000445	Syan.g_03103	Prav.g_00826
OG0000446	Syan.g_03105	Prav.g_00825
OG0000447	Syan.g_03111	Prav.g_00824
OG0000448	Syan.g_03112	Prav.g_00823
OG0000449	Syan.g_03113	Prav.g_00822
OG0000450	Syan.g_01518	Prav.g_00821
OG0000451	Syan.g_01519	Prav.g_00820
OG0000452	Syan.g_01523	Prav.g_00817
OG0000453	Syan.g_01524	Prav.g_00816
OG0000454	Syan.g_01525	Prav.g_00815
OG0000455	Syan.g_01526	Prav.g_00814
OG0000456	Syan.g_01527	Prav.g_00813
OG0000457	Syan.g_01529	Prav.g_00812
OG0000458	Syan.g_01530	Prav.g_00811
OG0000459	Syan.g_01531	Prav.g_00810
OG0000460	Syan.g_02423	Prav.g_00803
OG0000461	Syan.g_02099	Prav.g_01889
OG0000462	Syan.g_02096	Prav.g_01891
OG0000463	Syan.g_02095	Prav.g_01892
OG0000464	Syan.g_02094	Prav.g_01893
OG0000465	Syan.g_02092	Prav.g_01894
OG0000466	Syan.g_02087	Prav.g_01897
OG0000467	Syan.g_02086	Prav.g_01898
OG0000468	Syan.g_02063	Prav.g_01900
OG0000469	Syan.g_02046	Prav.g_01909
OG0000470	Syan.g_02044	Prav.g_01911
OG0000471	Syan.g_02043	Prav.g_01912
OG0000472	Syan.g_02041	Prav.g_01913
OG0000473	Syan.g_02039	Prav.g_01915
OG0000474	Syan.g_02038	Prav.g_01916
OG0000475	Syan.g_02037	Prav.g_01917
OG0000476	Syan.g_02035	Prav.g_01918
OG0000477	Syan.g_02029	Prav.g_01921
OG0000478	Syan.g_02028	Prav.g_01922
OG0000479	Syan.g_02027	Prav.g_01923
OG0000480	Syan.g_02020	Prav.g_01928
OG0000481	Syan.g_00975	Prav.g_01930
OG0000482	Syan.g_02018	Prav.g_01931
OG0000483	Syan.g_02014	Prav.g_01934
OG0000484	Syan.g_02013	Prav.g_01935
OG0000485	Syan.g_02012	Prav.g_01936
OG0000486	Syan.g_02011	Prav.g_01937
OG0000487	Syan.g_02005	Prav.g_01941
OG0000488	Syan.g_02000	Prav.g_01944
OG0000489	Syan.g_01993	Prav.g_01949
OG0000490	Syan.g_01985	Prav.g_01954
OG0000491	Syan.g_01983	Prav.g_01955
OG0000492	Syan.g_01980	Prav.g_01957
OG0000493	Syan.g_01979	Prav.g_01958
OG0000494	Syan.g_01978	Prav.g_01959
OG0000495	Syan.g_01977	Prav.g_01960
OG0000496	Syan.g_01976	Prav.g_01961
OG0000497	Syan.g_01975	Prav.g_01962
OG0000498	Syan.g_01974	Prav.g_01963
OG0000499	Syan.g_01973	Prav.g_01964
OG0000500	Syan.g_01972	Prav.g_01965
OG0000501	Syan.g_01969	Prav.g_01967
OG0000502	Syan.g_01961	Prav.g_01970
OG0000503	Syan.g_02144	Prav.g_01980
OG0000504	Syan.g_02142	Prav.g_01981
OG0000505	Syan.g_02141	Prav.g_01982
OG0000506	Syan.g_02139	Prav.g_01984
OG0000507	Syan.g_02133	Prav.g_01987
OG0000508	Syan.g_02998	Prav.g_01991
OG0000509	Syan.g_02993	Prav.g_01993
OG0000510	Syan.g_02992	Prav.g_01994
OG0000511	Syan.g_02991	Prav.g_01995
OG0000512	Syan.g_02989	Prav.g_01997
OG0000513	Syan.g_02320	Prav.g_00977
OG0000514	Syan.g_02326	Prav.g_01030
OG0000515	Syan.g_02327	Prav.g_01031
OG0000516	Syan.g_02389	Prav.g_01032
OG0000517	Syan.g_02395	Prav.g_01034
OG0000518	Syan.g_01336	Prav.g_01045
OG0000519	Syan.g_01335	Prav.g_01046
OG0000520	Syan.g_01334	Prav.g_01047
OG0000521	Syan.g_02805	Prav.g_01052
OG0000522	Syan.g_02803	Prav.g_01053
OG0000523	Syan.g_02802	Prav.g_01054
OG0000524	Syan.g_02878	Prav.g_01059
OG0000525	Syan.g_02853	Prav.g_01062
OG0000526	Syan.g_02852	Prav.g_01063
OG0000527	Syan.g_02848	Prav.g_01071
OG0000528	Syan.g_02767	Prav.g_01076
OG0000529	Syan.g_02763	Prav.g_01079
OG0000530	Syan.g_02760	Prav.g_01082
OG0000531	Syan.g_02759	Prav.g_01083
OG0000532	Syan.g_02756	Prav.g_01085
OG0000533	Syan.g_02754	Prav.g_01086
OG0000534	Syan.g_02753	Prav.g_01087
OG0000535	Syan.g_02752	Prav.g_01088
OG0000536	Syan.g_02751	Prav.g_01089
OG0000537	Syan.g_02750	Prav.g_01090
OG0000538	Syan.g_02738	Prav.g_01098
OG0000539	Syan.g_02737	Prav.g_01099
OG0000540	Syan.g_02736	Prav.g_01100
OG0000541	Syan.g_02735	Prav.g_01101
OG0000542	Syan.g_02732	Prav.g_01103
OG0000543	Syan.g_02730	Prav.g_01105
OG0000544	Syan.g_02729	Prav.g_01106
OG0000545	Syan.g_02727	Prav.g_01108
OG0000546	Syan.g_02725	Prav.g_01111
OG0000547	Syan.g_02723	Prav.g_01113
OG0000548	Syan.g_02722	Prav.g_01114
OG0000549	Syan.g_01194	Prav.g_01116
OG0000550	Syan.g_01189	Prav.g_01121
OG0000551	Syan.g_01184	Prav.g_01125
OG0000552	Syan.g_01183	Prav.g_01126
OG0000553	Syan.g_01179	Prav.g_01127
OG0000554	Syan.g_01165	Prav.g_01132
OG0000555	Syan.g_00839	Prav.g_01140
OG0000556	Syan.g_00842	Prav.g_01142
OG0000557	Syan.g_00847	Prav.g_01143
OG0000558	Syan.g_00849	Prav.g_01145
OG0000559	Syan.g_00853	Prav.g_01149
OG0000560	Syan.g_00856	Prav.g_01152
OG0000561	Syan.g_00857	Prav.g_01153
OG0000562	Syan.g_00858	Prav.g_01154
OG0000563	Syan.g_00859	Prav.g_01155
OG0000564	Syan.g_00860	Prav.g_01156
OG0000565	Syan.g_00864	Prav.g_01159
OG0000566	Syan.g_00868	Prav.g_01161
OG0000567	Syan.g_00872	Prav.g_01165
OG0000568	Syan.g_00874	Prav.g_01166
OG0000569	Syan.g_00875	Prav.g_01167
OG0000570	Syan.g_00876	Prav.g_01168
OG0000571	Syan.g_00879	Prav.g_01170
OG0000572	Syan.g_00954	Prav.g_01183
OG0000573	Syan.g_00963	Prav.g_01188
OG0000574	Syan.g_00965	Prav.g_01189
OG0000575	Syan.g_01003	Prav.g_01193
OG0000576	Syan.g_01007	Prav.g_01195
OG0000577	Syan.g_01008	Prav.g_01196
OG0000578	Syan.g_01009	Prav.g_01197
OG0000579	Syan.g_01010	Prav.g_01198
OG0000580	Syan.g_01011	Prav.g_01199
OG0000581	Syan.g_01018	Prav.g_01201
OG0000582	Syan.g_01030	Prav.g_01204
OG0000583	Syan.g_01029	Prav.g_01205
OG0000584	Syan.g_01028	Prav.g_01206
OG0000585	Syan.g_01024	Prav.g_01208
OG0000586	Syan.g_01022	Prav.g_01209
OG0000587	Syan.g_01020	Prav.g_01210
OG0000588	Syan.g_00215	Prav.g_01214
OG0000589	Syan.g_00016	Prav.g_01219
OG0000590	Syan.g_00015	Prav.g_01220
OG0000591	Syan.g_00003	Prav.g_01223
OG0000592	Syan.g_00002	Prav.g_01224
OG0000593	Syan.g_00820	Prav.g_01230
OG0000594	Syan.g_00819	Prav.g_01231
