Orthogroup	Syan	Prbn
OG0000199	Syan.g_03037	Prbn.g_01243, Prbn.g_00384
OG0000200	Syan.g_03055	Prbn.g_00370
OG0000201	Syan.g_03074	Prbn.g_00361
OG0000202	Syan.g_03075	Prbn.g_00360
OG0000203	Syan.g_03076	Prbn.g_00359
OG0000204	Syan.g_03077	Prbn.g_00358
OG0000205	Syan.g_03087	Prbn.g_00351
OG0000206	Syan.g_03095	Prbn.g_00346
OG0000207	Syan.g_03100	Prbn.g_00343
OG0000208	Syan.g_03101	Prbn.g_00342
OG0000209	Syan.g_01521	Prbn.g_00333
OG0000210	Syan.g_01522	Prbn.g_00332
OG0000211	Syan.g_02416	Prbn.g_00317
OG0000212	Syan.g_01508, Syan.g_02438	Prbn.g_00309
OG0000213	Syan.g_02059	Prbn.g_00024
OG0000214	Syan.g_02040	Prbn.g_00034
OG0000215	Syan.g_02010	Prbn.g_00061
OG0000216	Syan.g_02006	Prbn.g_00062
OG0000217	Syan.g_02001	Prbn.g_00065
OG0000218	Syan.g_01999	Prbn.g_00067
OG0000219	Syan.g_01998	Prbn.g_00068
OG0000220	Syan.g_01997	Prbn.g_00069
OG0000221	Syan.g_01994	Prbn.g_00070
OG0000222	Syan.g_01981	Prbn.g_00077
OG0000223	Syan.g_00228	Prbn.g_00089
OG0000224	Syan.g_01959	Prbn.g_00091
OG0000225	Syan.g_02997	Prbn.g_00117
OG0000226	Syan.g_02990	Prbn.g_00121
OG0000227	Syan.g_02988	Prbn.g_00123
OG0000228	Syan.g_02315	Prbn.g_00697
OG0000229	Syan.g_02396	Prbn.g_00677
OG0000230	Syan.g_02398	Prbn.g_00675
OG0000231	Syan.g_01333	Prbn.g_00664
OG0000232	Syan.g_02801	Prbn.g_00653
OG0000233	Syan.g_02876	Prbn.g_00647
OG0000234	Syan.g_02844	Prbn.g_00638
OG0000235	Syan.g_02765	Prbn.g_00635
OG0000236	Syan.g_02749	Prbn.g_00621
OG0000237	Syan.g_02731	Prbn.g_00608
OG0000238	Syan.g_02726	Prbn.g_00602
OG0000239	Syan.g_01187	Prbn.g_00591
OG0000240	Syan.g_01186	Prbn.g_00590
OG0000241	Syan.g_00822	Prbn.g_00586
OG0000242	Syan.g_01168	Prbn.g_00584
OG0000243	Syan.g_00840	Prbn.g_00573
OG0000244	Syan.g_00848	Prbn.g_00570
OG0000245	Syan.g_00850	Prbn.g_00568
OG0000246	Syan.g_00854	Prbn.g_00564
OG0000247	Syan.g_00866	Prbn.g_00554
OG0000248	Syan.g_00869	Prbn.g_00551
OG0000249	Syan.g_00871	Prbn.g_00549
OG0000250	Syan.g_00878	Prbn.g_00544
OG0000251	Syan.g_00961	Prbn.g_00524
OG0000252	Syan.g_00966	Prbn.g_00521
OG0000253	Syan.g_01000	Prbn.g_00520
OG0000254	Syan.g_01026	Prbn.g_00503
OG0000255	Syan.g_00978	Prbn.g_00497
OG0000256	Syan.g_00001, Syan.g_01135	Prbn.g_00487
OG0000257	Syan.g_00827	Prbn.g_00421
OG0000258	Syan.g_00803	Prbn.g_00435
OG0000259	Syan.g_00772	Prbn.g_00835
OG0000260	Syan.g_00769	Prbn.g_00838
OG0000261	Syan.g_00765	Prbn.g_00841
OG0000262	Syan.g_00760	Prbn.g_00845
OG0000263	Syan.g_02618	Prbn.g_01583
OG0000264	Syan.g_00540	Prbn.g_01572
OG0000266	Syan.g_00330	Prbn.g_00864
OG0000267	Syan.g_00470	Prbn.g_01350
OG0000268	Syan.g_00471	Prbn.g_01351
OG0000269	Syan.g_00695	Prbn.g_01551
OG0000270	Syan.g_00692	Prbn.g_01548
OG0000271	Syan.g_00684	Prbn.g_01540
OG0000272	Syan.g_00683	Prbn.g_01539
OG0000273	Syan.g_00654	Prbn.g_01515
OG0000274	Syan.g_00653	Prbn.g_01514
OG0000275	Syan.g_00373	Prbn.g_01511
OG0000276	Syan.g_00380	Prbn.g_01505
OG0000277	Syan.g_00381	Prbn.g_01504
OG0000278	Syan.g_00384	Prbn.g_01501
OG0000279	Syan.g_00398	Prbn.g_01494
OG0000280	Syan.g_00518	Prbn.g_01493
OG0000282	Syan.g_00739	Prbn.g_01619
OG0000283	Syan.g_00491	Prbn.g_01442
OG0000284	Syan.g_00497	Prbn.g_01437
OG0000285	Syan.g_00533	Prbn.g_01432
OG0000286	Syan.g_00564	Prbn.g_01419
OG0000287	Syan.g_00593	Prbn.g_01123
OG0000288	Syan.g_00364	Prbn.g_01380
OG0000289	Syan.g_00350	Prbn.g_01364
OG0000290	Syan.g_00293	Prbn.g_01468
OG0000291	Syan.g_00291	Prbn.g_01470
OG0000292	Syan.g_01703	Prbn.g_01144
OG0000293	Syan.g_02709	Prbn.g_01179
OG0000294	Syan.g_02708	Prbn.g_01180
OG0000295	Syan.g_02662	Prbn.g_01203
OG0000296	Syan.g_02660	Prbn.g_01205
OG0000299	Syan.g_02601	Prbn.g_00407
OG0000301	Syan.g_02592	Prbn.g_00411
OG0000302	Syan.g_02591	Prbn.g_00413
OG0000303	Syan.g_02582	Prbn.g_00419
OG0000304	Syan.g_02556	Prbn.g_00482
OG0000305	Syan.g_00195	Prbn.g_01146
OG0000306	Syan.g_00087	Prbn.g_01482
OG0000307	Syan.g_02782	Prbn.g_00159
OG0000308	Syan.g_02784	Prbn.g_00160
OG0000309	Syan.g_02883	Prbn.g_00164
OG0000310	Syan.g_01304	Prbn.g_00198
OG0000311	Syan.g_01299	Prbn.g_00200
OG0000312	Syan.g_01290	Prbn.g_00203
OG0000313	Syan.g_01271	Prbn.g_00216
OG0000314	Syan.g_02823	Prbn.g_00239
OG0000315	Syan.g_02833	Prbn.g_00249
OG0000316	Syan.g_01354	Prbn.g_00274
OG0000317	Syan.g_01396	Prbn.g_01742
OG0000318	Syan.g_01401	Prbn.g_01746
OG0000319	Syan.g_01425	Prbn.g_01759
OG0000320	Syan.g_01427	Prbn.g_01761
OG0000321	Syan.g_01428	Prbn.g_01762
OG0000322	Syan.g_01429	Prbn.g_01763
OG0000323	Syan.g_01442	Prbn.g_01773
OG0000324	Syan.g_01472	Prbn.g_01800
OG0000325	Syan.g_02107	Prbn.g_01811
OG0000326	Syan.g_02114	Prbn.g_01818
OG0000327	Syan.g_02244	Prbn.g_01839
OG0000328	Syan.g_02243	Prbn.g_01840
OG0000329	Syan.g_02225	Prbn.g_01857
OG0000330	Syan.g_02224	Prbn.g_01858
OG0000331	Syan.g_02223	Prbn.g_01859
OG0000332	Syan.g_02208	Prbn.g_01873
OG0000333	Syan.g_02205	Prbn.g_01875
OG0000334	Syan.g_00247, Syan.g_02194	Prbn.g_01884
OG0000335	Syan.g_02189	Prbn.g_01889
OG0000336	Syan.g_02185	Prbn.g_01893
OG0000337	Syan.g_01949	Prbn.g_01911
OG0000338	Syan.g_01943	Prbn.g_01912
OG0000339	Syan.g_01935, Syan.g_00264	Prbn.g_01918
OG0000340	Syan.g_01923	Prbn.g_01012
OG0000341	Syan.g_01921	Prbn.g_01010
OG0000342	Syan.g_01920	Prbn.g_01009
OG0000343	Syan.g_01918	Prbn.g_01008
OG0000344	Syan.g_01914	Prbn.g_01005
OG0000345	Syan.g_01900	Prbn.g_00999
OG0000346	Syan.g_01895	Prbn.g_00995
OG0000347	Syan.g_01867	Prbn.g_00978
OG0000348	Syan.g_01803	Prbn.g_00970
OG0000349	Syan.g_01727	Prbn.g_00953
OG0000350	Syan.g_02121	Prbn.g_00798
OG0000351	Syan.g_01682	Prbn.g_00913
OG0000352	Syan.g_01683	Prbn.g_00912
OG0000353	Syan.g_01795	Prbn.g_00299
OG0000355	Syan.g_01797	Prbn.g_00301
OG0000356	Syan.g_01798	Prbn.g_00302
OG0000357	Syan.g_01800	Prbn.g_00011
OG0000358	Syan.g_01773	Prbn.g_00007
OG0000359	Syan.g_01771	Prbn.g_00006
OG0000360	Syan.g_01770	Prbn.g_00005
OG0000361	Syan.g_01769	Prbn.g_00004
OG0000362	Syan.g_01767	Prbn.g_00001
OG0000363	Syan.g_01765	Prbn.g_00768
OG0000364	Syan.g_01398	Prbn.g_00767
OG0000365	Syan.g_01755	Prbn.g_00762
OG0000366	Syan.g_01754	Prbn.g_00761
OG0000367	Syan.g_01753	Prbn.g_00760
OG0000368	Syan.g_01751	Prbn.g_00758
OG0000369	Syan.g_01750	Prbn.g_00757
OG0000370	Syan.g_01749	Prbn.g_00756
OG0000371	Syan.g_01740	Prbn.g_00749
OG0000372	Syan.g_01734	Prbn.g_00746
OG0000373	Syan.g_01733	Prbn.g_00745
OG0000374	Syan.g_01732	Prbn.g_00744
OG0000375	Syan.g_01731	Prbn.g_00742
OG0000376	Syan.g_01729	Prbn.g_00740
OG0000377	Syan.g_01555	Prbn.g_00736
OG0000378	Syan.g_01543	Prbn.g_00732
OG0000379	Syan.g_01539	Prbn.g_00729
OG0000380	Syan.g_02905	Prbn.g_00712
OG0000381	Syan.g_02908	Prbn.g_00707
OG0000382	Syan.g_02925	Prbn.g_01340
OG0000383	Syan.g_02936	Prbn.g_01338
OG0000384	Syan.g_02937	Prbn.g_01337
OG0000385	Syan.g_02938	Prbn.g_01336
OG0000386	Syan.g_02939	Prbn.g_01335
OG0000387	Syan.g_00967	Prbn.g_01321
OG0000388	Syan.g_02970	Prbn.g_01317
OG0000389	Syan.g_02973	Prbn.g_01314
OG0000390	Syan.g_02306	Prbn.g_01304
OG0000391	Syan.g_02301	Prbn.g_01301
OG0000392	Syan.g_02295	Prbn.g_01297
OG0000393	Syan.g_02292	Prbn.g_01294
OG0000394	Syan.g_02291	Prbn.g_01293
OG0000395	Syan.g_02290	Prbn.g_01292
OG0000396	Syan.g_02287	Prbn.g_01290
OG0000397	Syan.g_02285	Prbn.g_01288
OG0000398	Syan.g_02279	Prbn.g_01285
OG0000399	Syan.g_02278	Prbn.g_01284
OG0000400	Syan.g_02277	Prbn.g_01283
OG0000401	Syan.g_02274	Prbn.g_01282
OG0000402	Syan.g_02272	Prbn.g_01356
OG0000403	Syan.g_02271	Prbn.g_01280
OG0000404	Syan.g_02269	Prbn.g_01279
OG0000405	Syan.g_03005	Prbn.g_01275
OG0000406	Syan.g_03010	Prbn.g_01267
OG0000407	Syan.g_03011	Prbn.g_01266
OG0000408	Syan.g_03013	Prbn.g_01264
OG0000409	Syan.g_03015	Prbn.g_01262
OG0000410	Syan.g_03016	Prbn.g_01261
OG0000411	Syan.g_03017	Prbn.g_01260
OG0000412	Syan.g_03018	Prbn.g_01259
OG0000413	Syan.g_03020	Prbn.g_01257
OG0000414	Syan.g_03021	Prbn.g_01256
OG0000415	Syan.g_03022	Prbn.g_01255
OG0000416	Syan.g_03023	Prbn.g_01254
OG0000417	Syan.g_03025	Prbn.g_01253
OG0000418	Syan.g_03030	Prbn.g_01248
OG0000419	Syan.g_03033	Prbn.g_01246
OG0000420	Syan.g_03035	Prbn.g_01245
OG0000421	Syan.g_03040	Prbn.g_00381
OG0000422	Syan.g_03041	Prbn.g_00380
OG0000423	Syan.g_03042	Prbn.g_00379
OG0000424	Syan.g_03043	Prbn.g_00378
OG0000425	Syan.g_03044	Prbn.g_00377
OG0000426	Syan.g_03045	Prbn.g_00376
OG0000427	Syan.g_03046	Prbn.g_00375
OG0000428	Syan.g_03049	Prbn.g_00373
OG0000429	Syan.g_03051	Prbn.g_00372
OG0000430	Syan.g_03053	Prbn.g_00371
OG0000431	Syan.g_03058	Prbn.g_00369
OG0000432	Syan.g_03065	Prbn.g_00365
OG0000433	Syan.g_03068	Prbn.g_00364
OG0000434	Syan.g_03069	Prbn.g_00363
OG0000435	Syan.g_03071	Prbn.g_00362
OG0000436	Syan.g_03079	Prbn.g_00357
OG0000437	Syan.g_03080	Prbn.g_00356
OG0000438	Syan.g_03083	Prbn.g_00355
OG0000439	Syan.g_03085	Prbn.g_00353
OG0000440	Syan.g_03086	Prbn.g_00352
OG0000441	Syan.g_03089	Prbn.g_00349
OG0000442	Syan.g_03090	Prbn.g_00348
OG0000443	Syan.g_03094	Prbn.g_00347
OG0000444	Syan.g_03102	Prbn.g_00341
OG0000445	Syan.g_03103	Prbn.g_00340
OG0000446	Syan.g_03105	Prbn.g_00339
OG0000447	Syan.g_03111	Prbn.g_00338
OG0000448	Syan.g_03112	Prbn.g_00337
OG0000449	Syan.g_03113	Prbn.g_00336
OG0000450	Syan.g_01518	Prbn.g_00335
OG0000451	Syan.g_01519	Prbn.g_00334
OG0000452	Syan.g_01523	Prbn.g_00331
OG0000453	Syan.g_01524	Prbn.g_00330
OG0000454	Syan.g_01525	Prbn.g_00329
OG0000455	Syan.g_01526	Prbn.g_00328
OG0000456	Syan.g_01527	Prbn.g_00327
OG0000457	Syan.g_01529	Prbn.g_00325
OG0000458	Syan.g_01530	Prbn.g_00324
OG0000459	Syan.g_01531	Prbn.g_00323
OG0000460	Syan.g_02423	Prbn.g_00315
OG0000461	Syan.g_02099	Prbn.g_00307
OG0000462	Syan.g_02096	Prbn.g_00305
OG0000463	Syan.g_02095	Prbn.g_00304
OG0000464	Syan.g_02094	Prbn.g_00012
OG0000465	Syan.g_02092	Prbn.g_00013
OG0000466	Syan.g_02087	Prbn.g_00016
OG0000467	Syan.g_02086	Prbn.g_00017
OG0000468	Syan.g_02063	Prbn.g_00020
OG0000469	Syan.g_02046	Prbn.g_00028
OG0000470	Syan.g_02044	Prbn.g_00030
OG0000471	Syan.g_02043	Prbn.g_00031
OG0000472	Syan.g_02041	Prbn.g_00033
OG0000473	Syan.g_02039	Prbn.g_00035
OG0000474	Syan.g_02038	Prbn.g_00036
OG0000475	Syan.g_02037	Prbn.g_00037
OG0000476	Syan.g_02035	Prbn.g_00039
OG0000477	Syan.g_02029	Prbn.g_00042
OG0000478	Syan.g_02028	Prbn.g_00043
OG0000479	Syan.g_02027	Prbn.g_00044
OG0000480	Syan.g_02020	Prbn.g_00049
OG0000481	Syan.g_00975	Prbn.g_00052
OG0000482	Syan.g_02018	Prbn.g_00053
OG0000483	Syan.g_02014	Prbn.g_00056
OG0000484	Syan.g_02013	Prbn.g_00057
OG0000485	Syan.g_02012	Prbn.g_00059
OG0000486	Syan.g_02011	Prbn.g_00060
OG0000487	Syan.g_02005	Prbn.g_00063
OG0000488	Syan.g_02000	Prbn.g_00066
OG0000489	Syan.g_01993	Prbn.g_00071
OG0000490	Syan.g_01985	Prbn.g_00075
OG0000491	Syan.g_01983	Prbn.g_00076
OG0000492	Syan.g_01980	Prbn.g_00078
OG0000493	Syan.g_01979	Prbn.g_00079
OG0000494	Syan.g_01978	Prbn.g_00080
OG0000495	Syan.g_01977	Prbn.g_00081
OG0000496	Syan.g_01976	Prbn.g_00082
OG0000497	Syan.g_01975	Prbn.g_00083
OG0000498	Syan.g_01974	Prbn.g_00084
OG0000499	Syan.g_01973	Prbn.g_00085
OG0000500	Syan.g_01972	Prbn.g_00086
OG0000501	Syan.g_01969	Prbn.g_00087
OG0000502	Syan.g_01961	Prbn.g_00090
OG0000503	Syan.g_02144	Prbn.g_00105
OG0000504	Syan.g_02142	Prbn.g_00107
OG0000505	Syan.g_02141	Prbn.g_00108
OG0000506	Syan.g_02139	Prbn.g_00109
OG0000507	Syan.g_02133	Prbn.g_00112
OG0000508	Syan.g_02998	Prbn.g_00116
OG0000509	Syan.g_02993	Prbn.g_00118
OG0000510	Syan.g_02992	Prbn.g_00119
OG0000511	Syan.g_02991	Prbn.g_00120
OG0000512	Syan.g_02989	Prbn.g_00122
OG0000513	Syan.g_02320	Prbn.g_00693
OG0000514	Syan.g_02326	Prbn.g_00682
OG0000515	Syan.g_02327	Prbn.g_00681
OG0000516	Syan.g_02389	Prbn.g_00680
OG0000517	Syan.g_02395	Prbn.g_00678
OG0000518	Syan.g_01336	Prbn.g_00667
OG0000519	Syan.g_01335	Prbn.g_00666
OG0000520	Syan.g_01334	Prbn.g_00665
OG0000521	Syan.g_02805	Prbn.g_00657
OG0000522	Syan.g_02803	Prbn.g_00655
OG0000523	Syan.g_02802	Prbn.g_00654
OG0000524	Syan.g_02878	Prbn.g_00649
OG0000525	Syan.g_02853	Prbn.g_00645
OG0000526	Syan.g_02852	Prbn.g_00644
OG0000527	Syan.g_02848	Prbn.g_00641
OG0000528	Syan.g_02767	Prbn.g_00636
OG0000529	Syan.g_02763	Prbn.g_00633
OG0000530	Syan.g_02760	Prbn.g_00630
OG0000531	Syan.g_02759	Prbn.g_00629
OG0000532	Syan.g_02756	Prbn.g_00627
OG0000533	Syan.g_02754	Prbn.g_00626
OG0000534	Syan.g_02753	Prbn.g_00625
OG0000535	Syan.g_02752	Prbn.g_00624
OG0000536	Syan.g_02751	Prbn.g_00623
OG0000537	Syan.g_02750	Prbn.g_00622
OG0000538	Syan.g_02738	Prbn.g_00613
OG0000539	Syan.g_02737	Prbn.g_00612
OG0000540	Syan.g_02736	Prbn.g_00611
OG0000541	Syan.g_02735	Prbn.g_00610
OG0000542	Syan.g_02732	Prbn.g_00609
OG0000543	Syan.g_02730	Prbn.g_00607
OG0000544	Syan.g_02729	Prbn.g_00606
OG0000545	Syan.g_02727	Prbn.g_00604
OG0000546	Syan.g_02725	Prbn.g_00601
OG0000547	Syan.g_02723	Prbn.g_00599
OG0000548	Syan.g_02722	Prbn.g_00598
OG0000549	Syan.g_01194	Prbn.g_00596
OG0000550	Syan.g_01189	Prbn.g_00592
OG0000551	Syan.g_01184	Prbn.g_00589
OG0000552	Syan.g_01183	Prbn.g_00588
OG0000553	Syan.g_01179	Prbn.g_00587
OG0000554	Syan.g_01165	Prbn.g_00582
OG0000555	Syan.g_00839	Prbn.g_00574
OG0000556	Syan.g_00842	Prbn.g_00572
OG0000557	Syan.g_00847	Prbn.g_00571
OG0000558	Syan.g_00849	Prbn.g_00569
OG0000559	Syan.g_00853	Prbn.g_00565
OG0000560	Syan.g_00856	Prbn.g_00562
OG0000561	Syan.g_00857	Prbn.g_00561
OG0000562	Syan.g_00858	Prbn.g_00560
OG0000563	Syan.g_00859	Prbn.g_00559
OG0000564	Syan.g_00860	Prbn.g_00558
OG0000565	Syan.g_00864	Prbn.g_00556
OG0000566	Syan.g_00868	Prbn.g_00552
OG0000567	Syan.g_00872	Prbn.g_00548
