Orthogroup	Praa	Syag
OG0000204	Praa.g_00195	Syag.g_02020, Syag.g_02026
OG0000205	Praa.g_00202	Syag.g_02035
OG0000206	Praa.g_00207	Syag.g_02047
OG0000207	Praa.g_00209	Syag.g_02051
OG0000208	Praa.g_00210	Syag.g_02052
OG0000209	Praa.g_00219	Syag.g_02069
OG0000210	Praa.g_00220	Syag.g_02070
OG0000211	Praa.g_00233	Syag.g_01788
OG0000212	Praa.g_00240	Syag.g_01777
OG0000213	Praa.g_00257	Syag.g_02632
OG0000214	Praa.g_00267	Syag.g_02615
OG0000215	Praa.g_00292	Syag.g_02584
OG0000216	Praa.g_00294	Syag.g_02580
OG0000217	Praa.g_00297	Syag.g_02576
OG0000218	Praa.g_00299	Syag.g_02574
OG0000219	Praa.g_00300	Syag.g_02573
OG0000220	Praa.g_00301	Syag.g_02572
OG0000221	Praa.g_00302	Syag.g_02566
OG0000222	Praa.g_00310	Syag.g_02550
OG0000223	Praa.g_00323	Syag.g_02475
OG0000224	Praa.g_00325	Syag.g_02471
OG0000225	Praa.g_00345	Syag.g_02861
OG0000226	Praa.g_00349	Syag.g_02865
OG0000227	Praa.g_00351	Syag.g_02867
OG0000228	Praa.g_00354	Syag.g_00004
OG0000229	Praa.g_00436	Syag.g_00033
OG0000230	Praa.g_00437	Syag.g_00035
OG0000231	Praa.g_00448	Syag.g_00048
OG0000232	Praa.g_00457	Syag.g_00059
OG0000233	Praa.g_00463	Syag.g_01330
OG0000234	Praa.g_00476	Syag.g_01358
OG0000235	Praa.g_00479	Syag.g_01529
OG0000236	Praa.g_00493	Syag.g_01513
OG0000237	Praa.g_00506	Syag.g_01495
OG0000238	Praa.g_00512	Syag.g_01490
OG0000239	Praa.g_00525	Syag.g_01472
OG0000240	Praa.g_00526	Syag.g_01471
OG0000241	Praa.g_00530	Syag.g_00396
OG0000242	Praa.g_00532	Syag.g_01456
OG0000243	Praa.g_00544	Syag.g_00255
OG0000244	Praa.g_00547	Syag.g_00268
OG0000245	Praa.g_00549	Syag.g_00270
OG0000246	Praa.g_00553	Syag.g_00274
OG0000247	Praa.g_00563	Syag.g_00286
OG0000248	Praa.g_00565	Syag.g_00289
OG0000249	Praa.g_00567	Syag.g_00291
OG0000250	Praa.g_00572	Syag.g_00299
OG0000251	Praa.g_00591	Syag.g_00328
OG0000252	Praa.g_00594	Syag.g_00331
OG0000253	Praa.g_00595	Syag.g_00333
OG0000254	Praa.g_00611	Syag.g_00356
OG0000255	Praa.g_00617	Syag.g_00369
OG0000256	Praa.g_00627	Syag.g_00385
OG0000257	Praa.g_00630	Syag.g_00395
OG0000258	Praa.g_00643	Syag.g_00423
OG0000259	Praa.g_00660	Syag.g_00560
OG0000260	Praa.g_00663	Syag.g_00570
OG0000261	Praa.g_00665	Syag.g_00581
OG0000262	Praa.g_00669	Syag.g_00586
OG0000263	Praa.g_00681	Syag.g_01079
OG0000264	Praa.g_00691	Syag.g_01011
OG0000265	Praa.g_00711	Syag.g_01021
OG0000266	Praa.g_00721	Syag.g_00907
OG0000267	Praa.g_00732	Syag.g_00762
OG0000268	Praa.g_00733	Syag.g_00763
OG0000269	Praa.g_00798	Syag.g_00662
OG0000270	Praa.g_00801	Syag.g_00665
OG0000271	Praa.g_00809	Syag.g_00673
OG0000273	Praa.g_00834	Syag.g_00713
OG0000274	Praa.g_00835	Syag.g_00714
OG0000275	Praa.g_00838	Syag.g_00717
OG0000276	Praa.g_00843	Syag.g_00723
OG0000277	Praa.g_00844	Syag.g_00724
OG0000278	Praa.g_00847	Syag.g_00727
OG0000279	Praa.g_00854	Syag.g_00735
OG0000280	Praa.g_00855	Syag.g_00741
OG0000281	Praa.g_00860	Syag.g_00572
OG0000282	Praa.g_00909	Syag.g_00611
OG0000283	Praa.g_00941	Syag.g_00775
OG0000284	Praa.g_00946	Syag.g_00780
OG0000285	Praa.g_00951	Syag.g_00791
OG0000286	Praa.g_00963	Syag.g_00809
OG0000287	Praa.g_00980	Syag.g_00838
OG0000288	Praa.g_01012	Syag.g_00869
OG0000289	Praa.g_01023	Syag.g_00884
OG0000290	Praa.g_01036	Syag.g_00970
OG0000291	Praa.g_01038	Syag.g_00972
OG0000292	Praa.g_01089	Syag.g_02265
OG0000293	Praa.g_01151	Syag.g_01155
OG0000294	Praa.g_01152	Syag.g_01154
OG0000295	Praa.g_01171	Syag.g_01115
OG0000296	Praa.g_01173	Syag.g_01113
OG0000297	Praa.g_01181	Syag.g_01099
OG0000298	Praa.g_01182	Syag.g_01098
OG0000299	Praa.g_01199	Syag.g_01067
OG0000300	Praa.g_01202	Syag.g_01062
OG0000301	Praa.g_01203	Syag.g_01061
OG0000302	Praa.g_01205	Syag.g_01060
OG0000303	Praa.g_01212	Syag.g_01048
OG0000304	Praa.g_01216	Syag.g_01041
OG0000305	Praa.g_01358	Syag.g_00977
OG0000306	Praa.g_01361	Syag.g_00460
OG0000307	Praa.g_01375	Syag.g_01546
OG0000308	Praa.g_01376	Syag.g_01548
OG0000309	Praa.g_01380	Syag.g_01553
OG0000310	Praa.g_01461	Syag.g_01291
OG0000311	Praa.g_01463	Syag.g_01300
OG0000312	Praa.g_01466	Syag.g_01434
OG0000313	Praa.g_01480	Syag.g_00966, Syag.g_01412
OG0000314	Praa.g_01503	Syag.g_01380
OG0000315	Praa.g_01513	Syag.g_01369
OG0000316	Praa.g_01533	Syag.g_01641
OG0000317	Praa.g_01633	Syag.g_01684
OG0000318	Praa.g_01636	Syag.g_01688
OG0000319	Praa.g_01649	Syag.g_01710
OG0000320	Praa.g_01651	Syag.g_01712
OG0000321	Praa.g_01652	Syag.g_01713
OG0000322	Praa.g_01653	Syag.g_01714
OG0000323	Praa.g_01662	Syag.g_01728
OG0000324	Praa.g_01690	Syag.g_01757
OG0000325	Praa.g_01700	Syag.g_02690
OG0000326	Praa.g_01706	Syag.g_02698
OG0000327	Praa.g_01734	Syag.g_02728
OG0000328	Praa.g_01735	Syag.g_02729
OG0000329	Praa.g_01752	Syag.g_02747
OG0000330	Praa.g_01753	Syag.g_02748
OG0000331	Praa.g_01754	Syag.g_02749
OG0000332	Praa.g_01768	Syag.g_02764
OG0000333	Praa.g_01770	Syag.g_02767
OG0000334	Praa.g_01778	Syag.g_02777
OG0000335	Praa.g_01783	Syag.g_02782
OG0000336	Praa.g_01787	Syag.g_02786
OG0000337	Praa.g_01804	Syag.g_02445
OG0000338	Praa.g_01805	Syag.g_02440
OG0000340	Praa.g_01817	Syag.g_02416
OG0000341	Praa.g_01819	Syag.g_02414
OG0000342	Praa.g_01820	Syag.g_02413
OG0000343	Praa.g_01821	Syag.g_02411
OG0000344	Praa.g_01824	Syag.g_02407
OG0000345	Praa.g_01829	Syag.g_02397
OG0000346	Praa.g_01833	Syag.g_02392
OG0000347	Praa.g_01849	Syag.g_02366
OG0000348	Praa.g_01859	Syag.g_02357
OG0000349	Praa.g_01876	Syag.g_02330
OG0000350	Praa.g_01894	Syag.g_02705
OG0000351	Praa.g_01911	Syag.g_02244
OG0000352	Praa.g_01912	Syag.g_02245
OG0000353	Praa.g_01927	Syag.g_02271
OG0000355	Praa.g_00001	Syag.g_02273
OG0000356	Praa.g_00002	Syag.g_02274
OG0000357	Praa.g_00003	Syag.g_02275
OG0000358	Praa.g_00007	Syag.g_02279
OG0000359	Praa.g_00008	Syag.g_02281
OG0000360	Praa.g_00009	Syag.g_02282
OG0000361	Praa.g_00010	Syag.g_02283
OG0000362	Praa.g_00012	Syag.g_02285
OG0000363	Praa.g_00014	Syag.g_02287
OG0000364	Praa.g_00015	Syag.g_02288
OG0000365	Praa.g_00020	Syag.g_02297
OG0000366	Praa.g_00021	Syag.g_02298
OG0000367	Praa.g_00022	Syag.g_02299
OG0000368	Praa.g_00024	Syag.g_02301
OG0000369	Praa.g_00025	Syag.g_02302
OG0000370	Praa.g_00026	Syag.g_02303
OG0000371	Praa.g_00032	Syag.g_02312
OG0000372	Praa.g_00035	Syag.g_02317
OG0000373	Praa.g_00036	Syag.g_02318
OG0000374	Praa.g_00037	Syag.g_02319
OG0000375	Praa.g_00040	Syag.g_02326
OG0000376	Praa.g_00042	Syag.g_02328
OG0000377	Praa.g_00045	Syag.g_02119
OG0000378	Praa.g_00047	Syag.g_02099
OG0000379	Praa.g_00050	Syag.g_02091
OG0000380	Praa.g_00066	Syag.g_01817
OG0000381	Praa.g_00070	Syag.g_01820
OG0000382	Praa.g_00081	Syag.g_01838
OG0000383	Praa.g_00083	Syag.g_01843
OG0000384	Praa.g_00084	Syag.g_01844
OG0000385	Praa.g_00085	Syag.g_01845
OG0000386	Praa.g_00086	Syag.g_01846
OG0000387	Praa.g_00099	Syag.g_01876
OG0000388	Praa.g_00102	Syag.g_01880
OG0000389	Praa.g_00106	Syag.g_01884
OG0000390	Praa.g_00113	Syag.g_01903
OG0000391	Praa.g_00116	Syag.g_01908
OG0000392	Praa.g_00120	Syag.g_01914
OG0000393	Praa.g_00122	Syag.g_01917
OG0000394	Praa.g_00123	Syag.g_01918
OG0000395	Praa.g_00124	Syag.g_01919
OG0000396	Praa.g_00127	Syag.g_01922
OG0000397	Praa.g_00129	Syag.g_01924
OG0000398	Praa.g_00131	Syag.g_01929
OG0000399	Praa.g_00132	Syag.g_01930
OG0000400	Praa.g_00133	Syag.g_01931
OG0000401	Praa.g_00134	Syag.g_01932
OG0000402	Praa.g_00136	Syag.g_01934
OG0000403	Praa.g_00137	Syag.g_01935
OG0000404	Praa.g_00138	Syag.g_01937
OG0000405	Praa.g_00142	Syag.g_01949
OG0000406	Praa.g_00147	Syag.g_01953
OG0000407	Praa.g_00148	Syag.g_01954
OG0000408	Praa.g_00150	Syag.g_01956
OG0000409	Praa.g_00152	Syag.g_01958
OG0000410	Praa.g_00153	Syag.g_01959
OG0000411	Praa.g_00154	Syag.g_01960
OG0000412	Praa.g_00155	Syag.g_01961
OG0000413	Praa.g_00156	Syag.g_01963
OG0000414	Praa.g_00157	Syag.g_01964
OG0000415	Praa.g_00158	Syag.g_01965
OG0000416	Praa.g_00159	Syag.g_01966
OG0000417	Praa.g_00160	Syag.g_01967
OG0000418	Praa.g_00165	Syag.g_01973
OG0000419	Praa.g_00167	Syag.g_01975
OG0000420	Praa.g_00168	Syag.g_01977
OG0000421	Praa.g_00173	Syag.g_01982
OG0000422	Praa.g_00174	Syag.g_01983
OG0000423	Praa.g_00175	Syag.g_01984
OG0000424	Praa.g_00176	Syag.g_01985
OG0000425	Praa.g_00177	Syag.g_01986
OG0000426	Praa.g_00178	Syag.g_01987
OG0000427	Praa.g_00179	Syag.g_01988
OG0000428	Praa.g_00181	Syag.g_01991
OG0000429	Praa.g_00182	Syag.g_01993
OG0000430	Praa.g_00183	Syag.g_01995
OG0000431	Praa.g_00185	Syag.g_01998
OG0000432	Praa.g_00188	Syag.g_02007
OG0000433	Praa.g_00189	Syag.g_02009
OG0000434	Praa.g_00190	Syag.g_02010
OG0000435	Praa.g_00191	Syag.g_02017
OG0000436	Praa.g_00196	Syag.g_02028
OG0000437	Praa.g_00197	Syag.g_02029
OG0000438	Praa.g_00198	Syag.g_02031
OG0000439	Praa.g_00200	Syag.g_02033
OG0000440	Praa.g_00201	Syag.g_02034
OG0000441	Praa.g_00204	Syag.g_02041
OG0000442	Praa.g_00205	Syag.g_02044
OG0000443	Praa.g_00206	Syag.g_02046
OG0000444	Praa.g_00211	Syag.g_02053
OG0000445	Praa.g_00212	Syag.g_02054
OG0000446	Praa.g_00213	Syag.g_02056
OG0000447	Praa.g_00214	Syag.g_02059
OG0000448	Praa.g_00215	Syag.g_02060
OG0000449	Praa.g_00216	Syag.g_02061
OG0000450	Praa.g_00217	Syag.g_02066
OG0000451	Praa.g_00218	Syag.g_02067
OG0000452	Praa.g_00221	Syag.g_02071
OG0000453	Praa.g_00222	Syag.g_02072
OG0000454	Praa.g_00223	Syag.g_02073
OG0000455	Praa.g_00224	Syag.g_02074
OG0000456	Praa.g_00225	Syag.g_02075
OG0000457	Praa.g_00226	Syag.g_02077
OG0000458	Praa.g_00227	Syag.g_02080
OG0000459	Praa.g_00228	Syag.g_02081
OG0000460	Praa.g_00235	Syag.g_01786
OG0000461	Praa.g_00242	Syag.g_02675
OG0000462	Praa.g_00244	Syag.g_02672
OG0000463	Praa.g_00245	Syag.g_02671
OG0000464	Praa.g_00246	Syag.g_02670
OG0000465	Praa.g_00247	Syag.g_02668
OG0000466	Praa.g_00250	Syag.g_02662
OG0000467	Praa.g_00251	Syag.g_02660
OG0000468	Praa.g_00253	Syag.g_02636
OG0000469	Praa.g_00262	Syag.g_02621
OG0000470	Praa.g_00264	Syag.g_02619
OG0000471	Praa.g_00265	Syag.g_02618
OG0000472	Praa.g_00266	Syag.g_02616
OG0000473	Praa.g_00268	Syag.g_02614
OG0000474	Praa.g_00269	Syag.g_02613
OG0000475	Praa.g_00270	Syag.g_02612
OG0000476	Praa.g_00271	Syag.g_02610
OG0000477	Praa.g_00275	Syag.g_02604
OG0000478	Praa.g_00276	Syag.g_02603
OG0000479	Praa.g_00277	Syag.g_02602
OG0000480	Praa.g_00282	Syag.g_02595
OG0000481	Praa.g_00284	Syag.g_02593
OG0000482	Praa.g_00285	Syag.g_02592
OG0000483	Praa.g_00288	Syag.g_02588
OG0000484	Praa.g_00289	Syag.g_02587
OG0000485	Praa.g_00290	Syag.g_02586
OG0000486	Praa.g_00291	Syag.g_02585
OG0000487	Praa.g_00295	Syag.g_02579
OG0000488	Praa.g_00298	Syag.g_02575
OG0000489	Praa.g_00303	Syag.g_02565
OG0000490	Praa.g_00308	Syag.g_02553
OG0000491	Praa.g_00309	Syag.g_02551
OG0000492	Praa.g_00311	Syag.g_02549
OG0000493	Praa.g_00312	Syag.g_02548
OG0000494	Praa.g_00313	Syag.g_02547
OG0000495	Praa.g_00314	Syag.g_02546
OG0000496	Praa.g_00315	Syag.g_02545
OG0000497	Praa.g_00316	Syag.g_02544
OG0000498	Praa.g_00317	Syag.g_02543
OG0000499	Praa.g_00318	Syag.g_02542
OG0000500	Praa.g_00319	Syag.g_02541
OG0000501	Praa.g_00321	Syag.g_02538
OG0000502	Praa.g_00324	Syag.g_02467
OG0000503	Praa.g_00334	Syag.g_02843
OG0000504	Praa.g_00335	Syag.g_02845
OG0000505	Praa.g_00336	Syag.g_02846
OG0000506	Praa.g_00338	Syag.g_02849
OG0000507	Praa.g_00340	Syag.g_02855
OG0000508	Praa.g_00344	Syag.g_02860
OG0000509	Praa.g_00346	Syag.g_02862
OG0000510	Praa.g_00347	Syag.g_02863
OG0000511	Praa.g_00348	Syag.g_02864
OG0000512	Praa.g_00350	Syag.g_02866
OG0000513	Praa.g_00357	Syag.g_00009
OG0000514	Praa.g_00431	Syag.g_00018
OG0000515	Praa.g_00432	Syag.g_00019
OG0000516	Praa.g_00433	Syag.g_00025
OG0000517	Praa.g_00435	Syag.g_00032
OG0000518	Praa.g_00445	Syag.g_00044
OG0000519	Praa.g_00446	Syag.g_00045
OG0000520	Praa.g_00447	Syag.g_00046
OG0000521	Praa.g_00452	Syag.g_00054
OG0000522	Praa.g_00454	Syag.g_00056
OG0000523	Praa.g_00455	Syag.g_00057
OG0000524	Praa.g_00461	Syag.g_01327
OG0000525	Praa.g_00464	Syag.g_01345
OG0000526	Praa.g_00465	Syag.g_01348
OG0000527	Praa.g_00473	Syag.g_01354
OG0000528	Praa.g_00478	Syag.g_01532
OG0000529	Praa.g_00481	Syag.g_01527
OG0000530	Praa.g_00484	Syag.g_01524
OG0000531	Praa.g_00485	Syag.g_01523
OG0000532	Praa.g_00487	Syag.g_01520
OG0000533	Praa.g_00488	Syag.g_01518
OG0000534	Praa.g_00489	Syag.g_01517
OG0000535	Praa.g_00490	Syag.g_01516
OG0000536	Praa.g_00491	Syag.g_01515
OG0000537	Praa.g_00492	Syag.g_01514
OG0000538	Praa.g_00500	Syag.g_01502
OG0000539	Praa.g_00501	Syag.g_01501
OG0000540	Praa.g_00502	Syag.g_01500
OG0000541	Praa.g_00503	Syag.g_01499
OG0000542	Praa.g_00505	Syag.g_01496
OG0000543	Praa.g_00507	Syag.g_01494
OG0000544	Praa.g_00508	Syag.g_01493
OG0000545	Praa.g_00510	Syag.g_01491
OG0000546	Praa.g_00513	Syag.g_01489
OG0000547	Praa.g_00515	Syag.g_01487
OG0000548	Praa.g_00516	Syag.g_01486
OG0000549	Praa.g_00518	Syag.g_01480
OG0000550	Praa.g_00523	Syag.g_01474
OG0000551	Praa.g_00527	Syag.g_01470
OG0000552	Praa.g_00528	Syag.g_01469
OG0000553	Praa.g_00529	Syag.g_01464
OG0000554	Praa.g_00534	Syag.g_01453
OG0000555	Praa.g_00543	Syag.g_00075
OG0000556	Praa.g_00545	Syag.g_00257
OG0000557	Praa.g_00546	Syag.g_00267
OG0000558	Praa.g_00548	Syag.g_00269
OG0000559	Praa.g_00552	Syag.g_00273
OG0000560	Praa.g_00555	Syag.g_00276
OG0000561	Praa.g_00556	Syag.g_00277
OG0000562	Praa.g_00557	Syag.g_00278
OG0000563	Praa.g_00558	Syag.g_00279
OG0000564	Praa.g_00559	Syag.g_00280
OG0000565	Praa.g_00562	Syag.g_00284
OG0000566	Praa.g_00564	Syag.g_00288
OG0000567	Praa.g_00568	Syag.g_00292
OG0000568	Praa.g_00569	Syag.g_00295
OG0000569	Praa.g_00570	Syag.g_00296
OG0000570	Praa.g_00571	Syag.g_00297
OG0000571	Praa.g_00573	Syag.g_00301
OG0000572	Praa.g_00586	Syag.g_00320, Syag.g_00251
OG0000573	Praa.g_00592	Syag.g_00329
OG0000574	Praa.g_00593	Syag.g_00330
OG0000575	Praa.g_00597	Syag.g_00335
OG0000576	Praa.g_00599	Syag.g_00337
OG0000577	Praa.g_00600	Syag.g_00338
OG0000578	Praa.g_00601	Syag.g_00339
OG0000579	Praa.g_00602	Syag.g_00340
OG0000580	Praa.g_00603	Syag.g_00341
OG0000581	Praa.g_00605	Syag.g_00348
OG0000582	Praa.g_00608	Syag.g_00353
