Orthogroup	Praa	Syar
OG0000209	Praa.g_00219	Syar.g_00936, Syar.g_03261
OG0000210	Praa.g_00220	Syar.g_00935, Syar.g_03260
OG0000211	Praa.g_00233	Syar.g_03026
OG0000212	Praa.g_00240	Syar.g_03017
OG0000213	Praa.g_00257	Syar.g_00187
OG0000214	Praa.g_00267	Syar.g_00209
OG0000215	Praa.g_00292	Syar.g_00239
OG0000216	Praa.g_00294	Syar.g_00244
OG0000217	Praa.g_00297	Syar.g_00854
OG0000218	Praa.g_00299	Syar.g_00852
OG0000219	Praa.g_00300	Syar.g_00851
OG0000220	Praa.g_00301	Syar.g_00850, Syar.g_02026
OG0000221	Praa.g_00302	Syar.g_00834
OG0000222	Praa.g_00310	Syar.g_02119, Syar.g_00728
OG0000223	Praa.g_00323	Syar.g_00649
OG0000224	Praa.g_00325	Syar.g_00762, Syar.g_00273
OG0000225	Praa.g_00345	Syar.g_01142
OG0000226	Praa.g_00349	Syar.g_01146
OG0000227	Praa.g_00351	Syar.g_01148
OG0000228	Praa.g_00354	Syar.g_01161
OG0000229	Praa.g_00436	Syar.g_01177, Syar.g_03273
OG0000230	Praa.g_00437	Syar.g_01179, Syar.g_03275
OG0000231	Praa.g_00448	Syar.g_02865, Syar.g_03151
OG0000232	Praa.g_00457	Syar.g_01424
OG0000233	Praa.g_00463	Syar.g_03183, Syar.g_01247
OG0000234	Praa.g_00476	Syar.g_01275
OG0000235	Praa.g_00479	Syar.g_01468
OG0000236	Praa.g_00493	Syar.g_03311, Syar.g_01484
OG0000237	Praa.g_00506	Syar.g_01503
OG0000238	Praa.g_00512	Syar.g_01508
OG0000239	Praa.g_00525	Syar.g_03277, Syar.g_02687
OG0000240	Praa.g_00526	Syar.g_03278, Syar.g_02686
OG0000241	Praa.g_00530	Syar.g_02410
OG0000242	Praa.g_00532	Syar.g_01926
OG0000243	Praa.g_00544	Syar.g_02335
OG0000244	Praa.g_00547	Syar.g_02327
OG0000245	Praa.g_00549	Syar.g_02325, Syar.g_03238
OG0000246	Praa.g_00553	Syar.g_02321
OG0000247	Praa.g_00563	Syar.g_02310
OG0000248	Praa.g_00565	Syar.g_02307, Syar.g_03293
OG0000249	Praa.g_00567	Syar.g_02305
OG0000250	Praa.g_00572	Syar.g_02299, Syar.g_03194
OG0000251	Praa.g_00591	Syar.g_03207, Syar.g_02194
OG0000252	Praa.g_00594	Syar.g_02189, Syar.g_03263
OG0000253	Praa.g_00595	Syar.g_02028, Syar.g_03229
OG0000254	Praa.g_00611	Syar.g_02169
OG0000255	Praa.g_00617	Syar.g_00011, Syar.g_02224
OG0000256	Praa.g_00627	Syar.g_02244
OG0000257	Praa.g_00630	Syar.g_02407, Syar.g_01762
OG0000258	Praa.g_00643	Syar.g_02427, Syar.g_00010
OG0000259	Praa.g_00660	Syar.g_02472
OG0000260	Praa.g_00663	Syar.g_03220, Syar.g_02475
OG0000261	Praa.g_00665	Syar.g_01916
OG0000262	Praa.g_00669	Syar.g_01690
OG0000263	Praa.g_00681	Syar.g_01991
OG0000264	Praa.g_00691	Syar.g_02135, Syar.g_03267
OG0000266	Praa.g_00721	Syar.g_01570
OG0000267	Praa.g_00732	Syar.g_01873
OG0000268	Praa.g_00733	Syar.g_02589
OG0000269	Praa.g_00798	Syar.g_02634
OG0000270	Praa.g_00801	Syar.g_00744, Syar.g_02637
OG0000271	Praa.g_00809	Syar.g_02645
OG0000272	Praa.g_00810, Praa.g_00811	Syar.g_02646
OG0000273	Praa.g_00834	Syar.g_02481, Syar.g_00008
OG0000274	Praa.g_00835	Syar.g_00009, Syar.g_02482
OG0000275	Praa.g_00838	Syar.g_01810
OG0000276	Praa.g_00843	Syar.g_01817
OG0000277	Praa.g_00844	Syar.g_01818, Syar.g_03242
OG0000278	Praa.g_00847	Syar.g_01821, Syar.g_03174
OG0000279	Praa.g_00854	Syar.g_01838
OG0000280	Praa.g_00855	Syar.g_02067, Syar.g_00734
OG0000281	Praa.g_00860	Syar.g_02218
OG0000282	Praa.g_00909	Syar.g_01614, Syar.g_03255
OG0000283	Praa.g_00941	Syar.g_02574
OG0000284	Praa.g_00946	Syar.g_03258, Syar.g_02568
OG0000285	Praa.g_00951	Syar.g_02560
OG0000286	Praa.g_00963	Syar.g_02540
OG0000287	Praa.g_00980	Syar.g_02512
OG0000288	Praa.g_01012	Syar.g_01801
OG0000289	Praa.g_01023	Syar.g_03305, Syar.g_01786
OG0000290	Praa.g_01036	Syar.g_01928
OG0000291	Praa.g_01038	Syar.g_01930
OG0000292	Praa.g_01089	Syar.g_00463
OG0000293	Praa.g_01151	Syar.g_03297, Syar.g_01526
OG0000294	Praa.g_01152	Syar.g_01527, Syar.g_03296
OG0000295	Praa.g_01171	Syar.g_01951, Syar.g_03208
OG0000296	Praa.g_01173	Syar.g_01953
OG0000297	Praa.g_01181	Syar.g_01967, Syar.g_03216
OG0000298	Praa.g_01182	Syar.g_01968, Syar.g_03215
OG0000299	Praa.g_01199	Syar.g_01704
OG0000300	Praa.g_01202	Syar.g_01646, Syar.g_01711
OG0000301	Praa.g_01203	Syar.g_01712
OG0000302	Praa.g_01205	Syar.g_01713
OG0000303	Praa.g_01212	Syar.g_03136, Syar.g_01723
OG0000304	Praa.g_01216	Syar.g_01728
OG0000305	Praa.g_01358	Syar.g_01933, Syar.g_03163
OG0000306	Praa.g_01361	Syar.g_01884, Syar.g_03140
OG0000307	Praa.g_01375	Syar.g_01452, Syar.g_03153
OG0000308	Praa.g_01376	Syar.g_01450
OG0000309	Praa.g_01380	Syar.g_01239
OG0000310	Praa.g_01461	Syar.g_02826
OG0000311	Praa.g_01463	Syar.g_02823
OG0000312	Praa.g_01466	Syar.g_00015, Syar.g_02818
OG0000313	Praa.g_01480	Syar.g_02804
OG0000314	Praa.g_01503	Syar.g_01403
OG0000315	Praa.g_01513	Syar.g_01393
OG0000316	Praa.g_01533	Syar.g_02885
OG0000317	Praa.g_01633	Syar.g_02926
OG0000318	Praa.g_01636	Syar.g_02930
OG0000319	Praa.g_01649	Syar.g_02954
OG0000320	Praa.g_01651	Syar.g_02956
OG0000321	Praa.g_01652	Syar.g_02957
OG0000322	Praa.g_01653	Syar.g_02958
OG0000323	Praa.g_01662	Syar.g_02973
OG0000324	Praa.g_01690	Syar.g_00350, Syar.g_03001
OG0000325	Praa.g_01700	Syar.g_03291, Syar.g_00148
OG0000326	Praa.g_01706	Syar.g_00139, Syar.g_03134
OG0000327	Praa.g_01734	Syar.g_01029
OG0000328	Praa.g_01735	Syar.g_01030
OG0000329	Praa.g_01752	Syar.g_03189, Syar.g_01048
OG0000330	Praa.g_01753	Syar.g_03190, Syar.g_01049
OG0000331	Praa.g_01754	Syar.g_01050, Syar.g_03191
OG0000332	Praa.g_01768	Syar.g_01064, Syar.g_03299
OG0000333	Praa.g_01770	Syar.g_01067
OG0000334	Praa.g_01778	Syar.g_01076
OG0000335	Praa.g_01783	Syar.g_01080
OG0000336	Praa.g_01787	Syar.g_01084
OG0000337	Praa.g_01804	Syar.g_00285
OG0000338	Praa.g_01805	Syar.g_03225, Syar.g_00287
OG0000339	Praa.g_01809	Syar.g_00658
OG0000340	Praa.g_01817	Syar.g_00247
OG0000341	Praa.g_01819	Syar.g_00249
OG0000342	Praa.g_01820	Syar.g_00250
OG0000343	Praa.g_01821	Syar.g_00256
OG0000344	Praa.g_01824	Syar.g_00260
OG0000345	Praa.g_01829	Syar.g_00612
OG0000346	Praa.g_01833	Syar.g_00607
OG0000347	Praa.g_01849	Syar.g_00558
OG0000348	Praa.g_01859	Syar.g_00544
OG0000349	Praa.g_01876	Syar.g_00521
OG0000350	Praa.g_01894	Syar.g_00132
OG0000351	Praa.g_01911	Syar.g_00442
OG0000352	Praa.g_01912	Syar.g_00443
OG0000353	Praa.g_01927	Syar.g_00469
OG0000355	Praa.g_00001	Syar.g_00471
OG0000356	Praa.g_00002	Syar.g_00472
OG0000357	Praa.g_00003	Syar.g_00473
OG0000358	Praa.g_00007	Syar.g_00477
OG0000359	Praa.g_00008	Syar.g_00479
OG0000360	Praa.g_00009	Syar.g_00480
OG0000361	Praa.g_00010	Syar.g_00481
OG0000362	Praa.g_00012	Syar.g_00483
OG0000363	Praa.g_00014	Syar.g_00484
OG0000364	Praa.g_00015	Syar.g_02928
OG0000365	Praa.g_00020	Syar.g_00493
OG0000366	Praa.g_00021	Syar.g_00494
OG0000367	Praa.g_00022	Syar.g_03262, Syar.g_00495
OG0000368	Praa.g_00024	Syar.g_00497
OG0000369	Praa.g_00025	Syar.g_00498
OG0000370	Praa.g_00026	Syar.g_00499
OG0000371	Praa.g_00032	Syar.g_00508
OG0000372	Praa.g_00035	Syar.g_00514
OG0000373	Praa.g_00036	Syar.g_00515
OG0000374	Praa.g_00037	Syar.g_00516
OG0000375	Praa.g_00040	Syar.g_00517
OG0000376	Praa.g_00042	Syar.g_00519
OG0000377	Praa.g_00045	Syar.g_00322
OG0000378	Praa.g_00047	Syar.g_00905
OG0000379	Praa.g_00050	Syar.g_00910
OG0000380	Praa.g_00066	Syar.g_03039
OG0000381	Praa.g_00070	Syar.g_03041
OG0000382	Praa.g_00081	Syar.g_03057
OG0000383	Praa.g_00083	Syar.g_03074
OG0000384	Praa.g_00084	Syar.g_03075
OG0000385	Praa.g_00085	Syar.g_03076
OG0000386	Praa.g_00086	Syar.g_03077
OG0000387	Praa.g_00099	Syar.g_03109
OG0000388	Praa.g_00102	Syar.g_03148, Syar.g_03113
OG0000389	Praa.g_00106	Syar.g_03118
OG0000390	Praa.g_00113	Syar.g_00033
OG0000391	Praa.g_00116	Syar.g_00038
OG0000392	Praa.g_00120	Syar.g_00045
OG0000393	Praa.g_00122	Syar.g_00048
OG0000394	Praa.g_00123	Syar.g_00049
OG0000395	Praa.g_00124	Syar.g_00050
OG0000396	Praa.g_00127	Syar.g_00053
OG0000397	Praa.g_00129	Syar.g_00055
OG0000398	Praa.g_00131	Syar.g_00060
OG0000399	Praa.g_00132	Syar.g_00061
OG0000400	Praa.g_00133	Syar.g_00062
OG0000401	Praa.g_00134	Syar.g_00063
OG0000402	Praa.g_00136	Syar.g_00065
OG0000403	Praa.g_00137	Syar.g_00066
OG0000404	Praa.g_00138	Syar.g_00067
OG0000405	Praa.g_00142	Syar.g_00076
OG0000406	Praa.g_00147	Syar.g_00080
OG0000407	Praa.g_00148	Syar.g_00081
OG0000408	Praa.g_00150	Syar.g_00083
OG0000409	Praa.g_00152	Syar.g_00085
OG0000410	Praa.g_00153	Syar.g_00086
OG0000411	Praa.g_00154	Syar.g_00087
OG0000412	Praa.g_00155	Syar.g_00088
OG0000413	Praa.g_00156	Syar.g_00090
OG0000414	Praa.g_00157	Syar.g_00091, Syar.g_03179
OG0000415	Praa.g_00158	Syar.g_00092
OG0000416	Praa.g_00159	Syar.g_00093
OG0000417	Praa.g_00160	Syar.g_00095
OG0000418	Praa.g_00165	Syar.g_00100
OG0000419	Praa.g_00167	Syar.g_00102
OG0000420	Praa.g_00168	Syar.g_00104
OG0000421	Praa.g_00173	Syar.g_00109
OG0000422	Praa.g_00174	Syar.g_00110
OG0000423	Praa.g_00175	Syar.g_00111
OG0000424	Praa.g_00176	Syar.g_00112
OG0000425	Praa.g_00177	Syar.g_00113
OG0000426	Praa.g_00178	Syar.g_00114
OG0000427	Praa.g_00179	Syar.g_00115
OG0000428	Praa.g_00181	Syar.g_00118
OG0000429	Praa.g_00182	Syar.g_00121
OG0000430	Praa.g_00183	Syar.g_00123
OG0000431	Praa.g_00185	Syar.g_00127
OG0000432	Praa.g_00188	Syar.g_01009
OG0000433	Praa.g_00189	Syar.g_01007
OG0000434	Praa.g_00190	Syar.g_01006
OG0000435	Praa.g_00191	Syar.g_01003
OG0000436	Praa.g_00196	Syar.g_00994
OG0000437	Praa.g_00197	Syar.g_00993
OG0000438	Praa.g_00198	Syar.g_00992
OG0000439	Praa.g_00200	Syar.g_00990
OG0000440	Praa.g_00201	Syar.g_00989
OG0000441	Praa.g_00204	Syar.g_00986
OG0000442	Praa.g_00205	Syar.g_00977
OG0000443	Praa.g_00206	Syar.g_00964
OG0000444	Praa.g_00211	Syar.g_00954
OG0000445	Praa.g_00212	Syar.g_00953
OG0000446	Praa.g_00213	Syar.g_00951
OG0000447	Praa.g_00214	Syar.g_00948
OG0000448	Praa.g_00215	Syar.g_00947
OG0000449	Praa.g_00216	Syar.g_00946
OG0000450	Praa.g_00217	Syar.g_00939
OG0000451	Praa.g_00218	Syar.g_00938
OG0000452	Praa.g_00221	Syar.g_00934
OG0000453	Praa.g_00222	Syar.g_00933
OG0000454	Praa.g_00223	Syar.g_00932
OG0000455	Praa.g_00224	Syar.g_00931
OG0000456	Praa.g_00225	Syar.g_00930
OG0000457	Praa.g_00226	Syar.g_00928
OG0000458	Praa.g_00227	Syar.g_00918
OG0000459	Praa.g_00228	Syar.g_00917
OG0000460	Praa.g_00235	Syar.g_03024
OG0000461	Praa.g_00242	Syar.g_00153
OG0000462	Praa.g_00244	Syar.g_00155
OG0000463	Praa.g_00245	Syar.g_00156
OG0000464	Praa.g_00246	Syar.g_00157
OG0000465	Praa.g_00247	Syar.g_00159
OG0000466	Praa.g_00250	Syar.g_00164
OG0000467	Praa.g_00251	Syar.g_00165
OG0000468	Praa.g_00253	Syar.g_00170
OG0000469	Praa.g_00262	Syar.g_00203
OG0000470	Praa.g_00264	Syar.g_00206
OG0000471	Praa.g_00265	Syar.g_00207
OG0000472	Praa.g_00266	Syar.g_00208
OG0000473	Praa.g_00268	Syar.g_00210
OG0000474	Praa.g_00269	Syar.g_00211
OG0000475	Praa.g_00270	Syar.g_00212
OG0000476	Praa.g_00271	Syar.g_00214
OG0000477	Praa.g_00275	Syar.g_00219
OG0000478	Praa.g_00276	Syar.g_00220
OG0000479	Praa.g_00277	Syar.g_00221
OG0000480	Praa.g_00282	Syar.g_00228
OG0000481	Praa.g_00284	Syar.g_00230
OG0000482	Praa.g_00285	Syar.g_00231
OG0000483	Praa.g_00288	Syar.g_00235
OG0000484	Praa.g_00289	Syar.g_00236
OG0000485	Praa.g_00290	Syar.g_00237
OG0000486	Praa.g_00291	Syar.g_00024, Syar.g_00238
OG0000487	Praa.g_00295	Syar.g_00245
OG0000488	Praa.g_00298	Syar.g_00853
OG0000489	Praa.g_00303	Syar.g_00833
OG0000490	Praa.g_00308	Syar.g_00823
OG0000491	Praa.g_00309	Syar.g_00822
OG0000492	Praa.g_00311	Syar.g_00727
OG0000493	Praa.g_00312	Syar.g_00726
OG0000494	Praa.g_00313	Syar.g_00725
OG0000495	Praa.g_00314	Syar.g_00724
OG0000496	Praa.g_00315	Syar.g_00723
OG0000497	Praa.g_00316	Syar.g_00722
OG0000498	Praa.g_00317	Syar.g_00721
OG0000499	Praa.g_00318	Syar.g_00720
OG0000500	Praa.g_00319	Syar.g_00719
OG0000501	Praa.g_00321	Syar.g_00716
OG0000502	Praa.g_00324	Syar.g_00275
OG0000503	Praa.g_00334	Syar.g_01118
OG0000504	Praa.g_00335	Syar.g_01120
OG0000505	Praa.g_00336	Syar.g_01121
OG0000506	Praa.g_00338	Syar.g_01123
OG0000507	Praa.g_00340	Syar.g_01129
OG0000508	Praa.g_00344	Syar.g_01141
OG0000509	Praa.g_00346	Syar.g_01143
OG0000510	Praa.g_00347	Syar.g_01144
OG0000511	Praa.g_00348	Syar.g_01145
OG0000512	Praa.g_00350	Syar.g_01147
OG0000513	Praa.g_00357	Syar.g_01166
OG0000514	Praa.g_00431	Syar.g_01169
OG0000515	Praa.g_00432	Syar.g_01170
OG0000516	Praa.g_00433	Syar.g_01172
OG0000517	Praa.g_00435	Syar.g_01176
OG0000518	Praa.g_00445	Syar.g_02868
OG0000519	Praa.g_00446	Syar.g_02867
OG0000520	Praa.g_00447	Syar.g_02866
OG0000521	Praa.g_00452	Syar.g_01419
OG0000522	Praa.g_00454	Syar.g_01421
OG0000523	Praa.g_00455	Syar.g_01422
OG0000524	Praa.g_00461	Syar.g_01244
OG0000525	Praa.g_00464	Syar.g_01263
OG0000526	Praa.g_00465	Syar.g_01266
OG0000527	Praa.g_00473	Syar.g_01271
OG0000528	Praa.g_00478	Syar.g_01466
OG0000529	Praa.g_00481	Syar.g_01470
OG0000530	Praa.g_00484	Syar.g_01473
OG0000531	Praa.g_00485	Syar.g_01474
OG0000532	Praa.g_00487	Syar.g_01477
OG0000533	Praa.g_00488	Syar.g_01479
OG0000534	Praa.g_00489	Syar.g_01480
OG0000535	Praa.g_00490	Syar.g_01481
OG0000536	Praa.g_00491	Syar.g_01482
OG0000537	Praa.g_00492	Syar.g_01483
OG0000538	Praa.g_00500	Syar.g_01496
OG0000539	Praa.g_00501	Syar.g_01497
OG0000540	Praa.g_00502	Syar.g_01498
OG0000541	Praa.g_00503	Syar.g_01499
OG0000542	Praa.g_00505	Syar.g_01502
OG0000543	Praa.g_00507	Syar.g_01504
OG0000544	Praa.g_00508	Syar.g_01505
OG0000545	Praa.g_00510	Syar.g_01507
OG0000546	Praa.g_00513	Syar.g_01509
OG0000547	Praa.g_00515	Syar.g_01511
OG0000548	Praa.g_00516	Syar.g_01512
OG0000549	Praa.g_00518	Syar.g_02693
OG0000550	Praa.g_00523	Syar.g_02689
OG0000551	Praa.g_00527	Syar.g_02684
OG0000552	Praa.g_00528	Syar.g_02683
OG0000553	Praa.g_00529	Syar.g_02679
OG0000554	Praa.g_00534	Syar.g_02352
OG0000555	Praa.g_00543	Syar.g_02336
OG0000556	Praa.g_00545	Syar.g_02332
OG0000557	Praa.g_00546	Syar.g_02328
OG0000558	Praa.g_00548	Syar.g_02326
OG0000559	Praa.g_00552	Syar.g_02322
OG0000560	Praa.g_00555	Syar.g_02320
