Orthogroup	Praz	Prbj
OG0000247	Praz.g_01766	Prbj.g_01877
OG0000248	Praz.g_01764	Prbj.g_01880
OG0000249	Praz.g_01762	Prbj.g_01882
OG0000250	Praz.g_01757	Prbj.g_01805
OG0000251	Praz.g_01739	Prbj.g_01781
OG0000252	Praz.g_01736	Prbj.g_01778
OG0000253	Praz.g_01735	Prbj.g_01772
OG0000254	Praz.g_01719	Prbj.g_01753
OG0000255	Praz.g_01713	Prbj.g_02546
OG0000256	Praz.g_01703	Prbj.g_02560
OG0000257	Praz.g_01700	Prbj.g_02566
OG0000258	Praz.g_01687	Prbj.g_02589
OG0000259	Praz.g_01670	Prbj.g_00812
OG0000260	Praz.g_01667	Prbj.g_00816
OG0000261	Praz.g_01665	Prbj.g_00819
OG0000262	Praz.g_01661	Prbj.g_00824
OG0000263	Praz.g_01649	Prbj.g_00248
OG0000264	Praz.g_01639	Prbj.g_00933
OG0000265	Praz.g_01607	Prbj.g_02178, Prbj.g_00913
OG0000266	Praz.g_01597	Prbj.g_02189
OG0000267	Praz.g_01586	Prbj.g_02315
OG0000268	Praz.g_01585	Prbj.g_02314
OG0000269	Praz.g_01517	Prbj.g_02407
OG0000270	Praz.g_01514	Prbj.g_02410
OG0000271	Praz.g_01506	Prbj.g_02418
OG0000272	Praz.g_01505	Prbj.g_02419
OG0000273	Praz.g_01482	Prbj.g_02470
OG0000274	Praz.g_01481	Prbj.g_02471
OG0000275	Praz.g_01478	Prbj.g_02474
OG0000276	Praz.g_01473	Prbj.g_02480
OG0000277	Praz.g_01472	Prbj.g_02481
OG0000278	Praz.g_01469	Prbj.g_02484
OG0000279	Praz.g_01462	Prbj.g_02492
OG0000280	Praz.g_01461	Prbj.g_02498
OG0000281	Praz.g_01456	Prbj.g_02512
OG0000282	Praz.g_01406	Prbj.g_02342
OG0000283	Praz.g_01373	Prbj.g_02303
OG0000284	Praz.g_01368	Prbj.g_02297
OG0000285	Praz.g_01363	Prbj.g_00694
OG0000286	Praz.g_01351	Prbj.g_02269
OG0000287	Praz.g_01334	Prbj.g_00722
OG0000288	Praz.g_01304	Prbj.g_02214
OG0000289	Praz.g_01292	Prbj.g_02201
OG0000290	Praz.g_01279, Praz.g_00063	Prbj.g_01841
OG0000291	Praz.g_00065	Prbj.g_01839
OG0000292	Praz.g_00114	Prbj.g_02066
OG0000293	Praz.g_00001	Prbj.g_00958
OG0000294	Praz.g_00763	Prbj.g_00959
OG0000295	Praz.g_00742	Prbj.g_00304
OG0000296	Praz.g_00740	Prbj.g_00306, Prbj.g_00307
OG0000297	Praz.g_00732	Prbj.g_01913
OG0000298	Praz.g_00731	Prbj.g_01914
OG0000299	Praz.g_00714	Prbj.g_01903
OG0000300	Praz.g_00711	Prbj.g_02155
OG0000301	Praz.g_00710	Prbj.g_02156
OG0000302	Praz.g_00708	Prbj.g_02159
OG0000303	Praz.g_00701	Prbj.g_00314
OG0000304	Praz.g_00697	Prbj.g_00020
OG0000305	Praz.g_01147	Prbj.g_01837
OG0000306	Praz.g_01144	Prbj.g_02521
OG0000307	Praz.g_01130	Prbj.g_01647
OG0000308	Praz.g_01129	Prbj.g_01649
OG0000309	Praz.g_01125	Prbj.g_01653
OG0000310	Praz.g_01056	Prbj.g_01294
OG0000311	Praz.g_01054	Prbj.g_01040
OG0000312	Praz.g_01051	Prbj.g_01044
OG0000313	Praz.g_01037	Prbj.g_01068
OG0000314	Praz.g_01014	Prbj.g_00646
OG0000315	Praz.g_01004	Prbj.g_00656
OG0000316	Praz.g_00984	Prbj.g_01699
OG0000317	Praz.g_00879	Prbj.g_00863
OG0000318	Praz.g_00876	Prbj.g_00856
OG0000319	Praz.g_00863	Prbj.g_00487
OG0000320	Praz.g_00861	Prbj.g_00485
OG0000321	Praz.g_00860	Prbj.g_00484
OG0000322	Praz.g_00859	Prbj.g_00483
OG0000323	Praz.g_00850	Prbj.g_00472
OG0000324	Praz.g_00824	Prbj.g_00443
OG0000325	Praz.g_00334	Prbj.g_02657
OG0000326	Praz.g_00328	Prbj.g_02649
OG0000327	Praz.g_00304	Prbj.g_01024
OG0000328	Praz.g_00303	Prbj.g_01023
OG0000329	Praz.g_00286	Prbj.g_01006
OG0000330	Praz.g_00285	Prbj.g_01005
OG0000331	Praz.g_00284	Prbj.g_01004
OG0000332	Praz.g_00270	Prbj.g_00989
OG0000333	Praz.g_00268	Prbj.g_00987
OG0000334	Praz.g_00260	Prbj.g_00410
OG0000335	Praz.g_00255	Prbj.g_00405
OG0000336	Praz.g_00251	Prbj.g_00401
OG0000337	Praz.g_00234	Prbj.g_01494
OG0000338	Praz.g_00233	Prbj.g_01498
OG0000339	Praz.g_00229	Prbj.g_01504
OG0000340	Praz.g_00221	Prbj.g_01516
OG0000341	Praz.g_00219	Prbj.g_01518
OG0000342	Praz.g_00218	Prbj.g_01519
OG0000343	Praz.g_00217	Prbj.g_01576
OG0000344	Praz.g_00214	Prbj.g_01579
OG0000345	Praz.g_00209	Prbj.g_01594
OG0000346	Praz.g_00204	Prbj.g_01599
OG0000347	Praz.g_00188	Prbj.g_01280
OG0000348	Praz.g_00178	Prbj.g_01243
OG0000349	Praz.g_00161	Prbj.g_01219
OG0000350	Praz.g_00142	Prbj.g_01999
OG0000351	Praz.g_00125	Prbj.g_02047
OG0000352	Praz.g_00124	Prbj.g_02048
OG0000353	Praz.g_00364	Prbj.g_02072
OG0000355	Praz.g_00366	Prbj.g_02074
OG0000356	Praz.g_00367	Prbj.g_02075
OG0000357	Praz.g_00368	Prbj.g_02076
OG0000358	Praz.g_00372	Prbj.g_02080
OG0000359	Praz.g_00373	Prbj.g_02082
OG0000360	Praz.g_00374	Prbj.g_02083
OG0000361	Praz.g_00375	Prbj.g_02084
OG0000362	Praz.g_00377	Prbj.g_02086
OG0000363	Praz.g_00379	Prbj.g_01182
OG0000364	Praz.g_00380	Prbj.g_01183
OG0000365	Praz.g_00385	Prbj.g_01192
OG0000366	Praz.g_00386	Prbj.g_01193
OG0000367	Praz.g_00387	Prbj.g_01194
OG0000368	Praz.g_00389	Prbj.g_01196
OG0000369	Praz.g_00390	Prbj.g_01197
OG0000370	Praz.g_00391	Prbj.g_01198
OG0000371	Praz.g_00397	Prbj.g_01207
OG0000372	Praz.g_00400	Prbj.g_01212
OG0000373	Praz.g_00401	Prbj.g_01213
OG0000374	Praz.g_00402	Prbj.g_01214
OG0000375	Praz.g_00406	Prbj.g_01215
OG0000376	Praz.g_00408	Prbj.g_01217
OG0000377	Praz.g_00411	Prbj.g_01950
OG0000378	Praz.g_00413	Prbj.g_01936
OG0000379	Praz.g_00416	Prbj.g_01920
OG0000380	Praz.g_00426	Prbj.g_00561
OG0000381	Praz.g_00430	Prbj.g_00565
OG0000382	Praz.g_00441	Prbj.g_00580
OG0000383	Praz.g_00443	Prbj.g_00582
OG0000384	Praz.g_00444	Prbj.g_00583
OG0000385	Praz.g_00445	Prbj.g_00584
OG0000386	Praz.g_00446	Prbj.g_00585
OG0000387	Praz.g_00459	Prbj.g_00611
OG0000388	Praz.g_00462	Prbj.g_00615
OG0000389	Praz.g_00466	Prbj.g_00619
OG0000390	Praz.g_00473	Prbj.g_01551
OG0000391	Praz.g_00476	Prbj.g_01556
OG0000392	Praz.g_00480	Prbj.g_01562
OG0000393	Praz.g_00482	Prbj.g_01567
OG0000394	Praz.g_00483	Prbj.g_01568
OG0000395	Praz.g_00484	Prbj.g_01569
OG0000396	Praz.g_00487	Prbj.g_01530
OG0000397	Praz.g_00489	Prbj.g_01532
OG0000398	Praz.g_00491	Prbj.g_01537
OG0000399	Praz.g_00492	Prbj.g_01538
OG0000400	Praz.g_00493	Prbj.g_01539
OG0000401	Praz.g_00494	Prbj.g_01540
OG0000402	Praz.g_00496	Prbj.g_01542
OG0000403	Praz.g_00497	Prbj.g_01543
OG0000404	Praz.g_00498	Prbj.g_01545
OG0000405	Praz.g_00502	Prbj.g_00545
OG0000406	Praz.g_00507	Prbj.g_00541
OG0000407	Praz.g_00508	Prbj.g_00540
OG0000408	Praz.g_00510	Prbj.g_00538
OG0000409	Praz.g_00512	Prbj.g_00536
OG0000410	Praz.g_00513	Prbj.g_00535
OG0000411	Praz.g_00514	Prbj.g_00534
OG0000412	Praz.g_00515	Prbj.g_00533
OG0000413	Praz.g_00516	Prbj.g_00531
OG0000414	Praz.g_00517	Prbj.g_00530
OG0000415	Praz.g_00518	Prbj.g_00529
OG0000416	Praz.g_00519	Prbj.g_00528
OG0000417	Praz.g_00520	Prbj.g_00527
OG0000418	Praz.g_00525	Prbj.g_00522
OG0000419	Praz.g_00527	Prbj.g_00520
OG0000420	Praz.g_00528	Prbj.g_00519
OG0000421	Praz.g_00533	Prbj.g_00515
OG0000422	Praz.g_00534	Prbj.g_00514
OG0000423	Praz.g_00535	Prbj.g_00513
OG0000424	Praz.g_00536	Prbj.g_00512
OG0000425	Praz.g_00537	Prbj.g_00511
OG0000426	Praz.g_00538	Prbj.g_00510
OG0000427	Praz.g_00539	Prbj.g_00509
OG0000428	Praz.g_00541	Prbj.g_02369
OG0000429	Praz.g_00542	Prbj.g_01135
OG0000430	Praz.g_00543	Prbj.g_01137
OG0000431	Praz.g_00545	Prbj.g_01141
OG0000432	Praz.g_00548	Prbj.g_01148
OG0000433	Praz.g_00549	Prbj.g_01151
OG0000434	Praz.g_00550	Prbj.g_01152
OG0000435	Praz.g_00551	Prbj.g_01155
OG0000436	Praz.g_00556	Prbj.g_01161
OG0000437	Praz.g_00557	Prbj.g_01162
OG0000438	Praz.g_00558	Prbj.g_01163
OG0000439	Praz.g_00560	Prbj.g_01165
OG0000440	Praz.g_00561	Prbj.g_01166
OG0000441	Praz.g_00564	Prbj.g_01173
OG0000442	Praz.g_00565	Prbj.g_01174
OG0000443	Praz.g_00566	Prbj.g_00289
OG0000444	Praz.g_00571	Prbj.g_00237
OG0000445	Praz.g_00572	Prbj.g_00238
OG0000446	Praz.g_00573	Prbj.g_00240
OG0000447	Praz.g_00574	Prbj.g_00250
OG0000448	Praz.g_00575	Prbj.g_00251
OG0000449	Praz.g_00576	Prbj.g_00252
OG0000450	Praz.g_00577	Prbj.g_00258
OG0000451	Praz.g_00578	Prbj.g_00259
OG0000452	Praz.g_00581	Prbj.g_00264
OG0000453	Praz.g_00582	Prbj.g_00265
OG0000454	Praz.g_00583	Prbj.g_00266
OG0000455	Praz.g_00584	Prbj.g_00267
OG0000456	Praz.g_00585	Prbj.g_00268
OG0000457	Praz.g_00586	Prbj.g_00270
OG0000458	Praz.g_00587	Prbj.g_00271
OG0000459	Praz.g_00588	Prbj.g_00272
OG0000460	Praz.g_00595	Prbj.g_00176
OG0000461	Praz.g_00602	Prbj.g_02661
OG0000462	Praz.g_00604	Prbj.g_01341
OG0000463	Praz.g_00605	Prbj.g_01342
OG0000464	Praz.g_00606	Prbj.g_01343
OG0000465	Praz.g_00607	Prbj.g_01345
OG0000466	Praz.g_00610	Prbj.g_01350
OG0000467	Praz.g_00611	Prbj.g_01352
OG0000468	Praz.g_00613	Prbj.g_01359
OG0000469	Praz.g_00621	Prbj.g_01372
OG0000470	Praz.g_00623	Prbj.g_01385
OG0000471	Praz.g_00624	Prbj.g_01386
OG0000472	Praz.g_00625	Prbj.g_01388
OG0000473	Praz.g_00627	Prbj.g_01390
OG0000474	Praz.g_00628	Prbj.g_01391
OG0000475	Praz.g_00629	Prbj.g_01392
OG0000476	Praz.g_00630	Prbj.g_01394
OG0000477	Praz.g_00633	Prbj.g_01399
OG0000478	Praz.g_00634	Prbj.g_01400
OG0000479	Praz.g_00635	Prbj.g_01401
OG0000480	Praz.g_00640	Prbj.g_01408
OG0000481	Praz.g_00642	Prbj.g_01410
OG0000482	Praz.g_00643	Prbj.g_01411
OG0000483	Praz.g_00646	Prbj.g_01415
OG0000484	Praz.g_00647	Prbj.g_01416
OG0000485	Praz.g_00648	Prbj.g_01417
OG0000486	Praz.g_00649	Prbj.g_01418
OG0000487	Praz.g_00652	Prbj.g_01423
OG0000488	Praz.g_00655	Prbj.g_01427
OG0000489	Praz.g_00660	Prbj.g_01438
OG0000490	Praz.g_00665	Prbj.g_01444
OG0000491	Praz.g_00666	Prbj.g_01445
OG0000492	Praz.g_00668	Prbj.g_01448
OG0000493	Praz.g_00669	Prbj.g_01449
OG0000494	Praz.g_00670	Prbj.g_01450
OG0000495	Praz.g_00671	Prbj.g_01451
OG0000496	Praz.g_00672	Prbj.g_01452
OG0000497	Praz.g_00673	Prbj.g_01453
OG0000498	Praz.g_00674	Prbj.g_01454
OG0000499	Praz.g_00675	Prbj.g_01455
OG0000500	Praz.g_00676	Prbj.g_01456
OG0000501	Praz.g_00678	Prbj.g_01459
OG0000502	Praz.g_00681	Prbj.g_01471
OG0000503	Praz.g_01931	Prbj.g_00341
OG0000504	Praz.g_01932	Prbj.g_00339
OG0000505	Praz.g_01933	Prbj.g_00338
OG0000506	Praz.g_01935	Prbj.g_00336
OG0000507	Praz.g_00343	Prbj.g_00331
OG0000508	Praz.g_00347	Prbj.g_00324
OG0000509	Praz.g_00349	Prbj.g_00322
OG0000510	Praz.g_00350	Prbj.g_00321
OG0000511	Praz.g_00351	Prbj.g_00320
OG0000512	Praz.g_00353	Prbj.g_00318
OG0000513	Praz.g_00816	Prbj.g_00068
OG0000514	Praz.g_01897	Prbj.g_00076
OG0000515	Praz.g_01896	Prbj.g_00077
OG0000516	Praz.g_01895	Prbj.g_00089
OG0000517	Praz.g_01893	Prbj.g_00099
OG0000518	Praz.g_01882	Prbj.g_00111
OG0000519	Praz.g_01881	Prbj.g_00112
OG0000520	Praz.g_01880	Prbj.g_00113
OG0000521	Praz.g_01875	Prbj.g_01894
OG0000522	Praz.g_01873	Prbj.g_01892
OG0000523	Praz.g_01872	Prbj.g_01891
OG0000524	Praz.g_01867	Prbj.g_00152
OG0000525	Praz.g_01864	Prbj.g_00136
OG0000526	Praz.g_01863	Prbj.g_00134
OG0000527	Praz.g_01855	Prbj.g_00130
OG0000528	Praz.g_01850	Prbj.g_01635
OG0000529	Praz.g_01847	Prbj.g_01629
OG0000530	Praz.g_01844	Prbj.g_01626
OG0000531	Praz.g_01843	Prbj.g_01625
OG0000532	Praz.g_01841	Prbj.g_01622
OG0000533	Praz.g_01840	Prbj.g_01620
OG0000534	Praz.g_01839	Prbj.g_01619
OG0000535	Praz.g_01838	Prbj.g_01618
OG0000536	Praz.g_01837	Prbj.g_01617
OG0000537	Praz.g_01836	Prbj.g_01616
OG0000538	Praz.g_01828	Prbj.g_01605
OG0000539	Praz.g_01827	Prbj.g_02088
OG0000540	Praz.g_01826	Prbj.g_02089
OG0000541	Praz.g_01825	Prbj.g_02090
OG0000542	Praz.g_01823	Prbj.g_02093
OG0000543	Praz.g_01821	Prbj.g_02095
OG0000544	Praz.g_01820	Prbj.g_02096
OG0000545	Praz.g_01818	Prbj.g_02097
OG0000546	Praz.g_01815	Prbj.g_02099
OG0000547	Praz.g_01813	Prbj.g_02101
OG0000548	Praz.g_01812	Prbj.g_02102
OG0000549	Praz.g_01810	Prbj.g_02108
OG0000550	Praz.g_01805	Prbj.g_02113
OG0000551	Praz.g_01801	Prbj.g_02117
OG0000552	Praz.g_01800	Prbj.g_02118
OG0000553	Praz.g_01799	Prbj.g_02123
OG0000554	Praz.g_01794	Prbj.g_02128
OG0000555	Praz.g_01786	Prbj.g_02146
OG0000556	Praz.g_01784	Prbj.g_02666
OG0000557	Praz.g_01783	Prbj.g_01858
OG0000558	Praz.g_01781	Prbj.g_01861
OG0000559	Praz.g_01777	Prbj.g_01865
OG0000560	Praz.g_01774	Prbj.g_01868
OG0000561	Praz.g_01773	Prbj.g_01869
OG0000562	Praz.g_01772	Prbj.g_01870
OG0000563	Praz.g_01771	Prbj.g_01871
OG0000564	Praz.g_01770	Prbj.g_01872
OG0000565	Praz.g_01767	Prbj.g_01875
OG0000566	Praz.g_01765	Prbj.g_01879
OG0000567	Praz.g_01761	Prbj.g_01883
OG0000568	Praz.g_01760	Prbj.g_01885
OG0000569	Praz.g_01759	Prbj.g_01807
OG0000570	Praz.g_01758	Prbj.g_01806
