Orthogroup	Praz	Prav
OG0000027	Praz.g_01197	Prav.g_01416
OG0000028	Praz.g_00677	Prav.g_01966
OG0000028	Praz.g_01246	Prav.g_01885
OG0000029	Praz.g_01564	Prav.g_00350
OG0000030	Praz.g_00195	Prav.g_00699
OG0000032	Praz.g_01092	Prav.g_01499
OG0000033	Praz.g_00529	Prav.g_00869
OG0000034	Praz.g_01170	Prav.g_01448
OG0000035	Praz.g_01041	Prav.g_01578
OG0000037	Praz.g_00469	Prav.g_00174
OG0000038	Praz.g_00154	Prav.g_00739
OG0000039	Praz.g_01644	Prav.g_01284
OG0000040	Praz.g_00903	Prav.g_01720
OG0000040	Praz.g_00012	Prav.g_00045
OG0000042	Praz.g_00198	Prav.g_00696
OG0000043	Praz.g_01440	Prav.g_00467
OG0000045	Praz.g_00803	Prav.g_00990
OG0000047	Praz.g_00687	Prav.g_01976
OG0000048	Praz.g_00800	Prav.g_00993
OG0000049	Praz.g_00790	Prav.g_01000
OG0000049	Praz.g_00767	Prav.g_01016
OG0000050	Praz.g_00769	Prav.g_01013
OG0000050	Praz.g_00101	Prav.g_00247
OG0000051	Praz.g_01204	Prav.g_01410
OG0000052	Praz.g_01103	Prav.g_01533
OG0000053	Praz.g_01021	Prav.g_01598
OG0000054	Praz.g_01724	Prav.g_01202
OG0000055	Praz.g_01531	Prav.g_00376
OG0000056	Praz.g_01253	Prav.g_00106, Prav.g_00107, Prav.g_01421
OG0000057	Praz.g_01632	Prav.g_01296
OG0000058	Praz.g_01096	Prav.g_01512
OG0000059	Praz.g_00311	Prav.g_00292
OG0000061	Praz.g_00755	Prav.g_00065
OG0000062	Praz.g_00963	Prav.g_01656
OG0000063	Praz.g_00398	Prav.g_00101
OG0000065	Praz.g_00467	Prav.g_00172
OG0000066	Praz.g_01789	Prav.g_01137
OG0000067	Praz.g_01512	Prav.g_00397
OG0000068	Praz.g_01139	Prav.g_01473
OG0000069	Praz.g_00928	Prav.g_01689
OG0000070	Praz.g_01878	Prav.g_01049
OG0000071	Praz.g_01180	Prav.g_01438
OG0000072	Praz.g_00531	Prav.g_00867
OG0000073	Praz.g_01829	Prav.g_01097
OG0000074	Praz.g_01648	Prav.g_01280
OG0000075	Praz.g_00230	Prav.g_00665
OG0000076	Praz.g_00205	Prav.g_00689
OG0000077	Praz.g_00438	Prav.g_00143
OG0000078	Praz.g_00599	Prav.g_00799
OG0000079	Praz.g_00612	Prav.g_01899
OG0000081	Praz.g_01797	Prav.g_01129
OG0000082	Praz.g_01744	Prav.g_01182
OG0000083	Praz.g_01576	Prav.g_00338
OG0000083	Praz.g_01583	Prav.g_00330
OG0000084	Praz.g_01045	Prav.g_01574
OG0000085	Praz.g_00884	Prav.g_01754
OG0000086	Praz.g_00448	Prav.g_00153
OG0000087	Praz.g_00499	Prav.g_00204
OG0000088	Praz.g_00526	Prav.g_00872
OG0000089	Praz.g_00818	Prav.g_00975
OG0000090	Praz.g_01795	Prav.g_01131
OG0000091	Praz.g_01688	Prav.g_01240
OG0000092	Praz.g_01403	Prav.g_00504
OG0000092	Praz.g_00244	Prav.g_01735
OG0000093	Praz.g_01382	Prav.g_00525
OG0000094	Praz.g_01296	Prav.g_00914
OG0000095	Praz.g_00066	Prav.g_00933
OG0000096	Praz.g_01215	Prav.g_01400
OG0000097	Praz.g_00713	Prav.g_01840
OG0000098	Praz.g_01157	Prav.g_01455
OG0000099	Praz.g_01098	Prav.g_01514
OG0000100	Praz.g_00967	Prav.g_01652
OG0000101	Praz.g_00263	Prav.g_00632
OG0000102	Praz.g_00200	Prav.g_00694
OG0000103	Praz.g_00120	Prav.g_00773
OG0000104	Praz.g_00361	Prav.g_00782
OG0000105	Praz.g_00632	Prav.g_01920
OG0000106	Praz.g_00804	Prav.g_00989
OG0000107	Praz.g_00788	Prav.g_01001
OG0000108	Praz.g_01848	Prav.g_01078
OG0000109	Praz.g_01834	Prav.g_01092
OG0000110	Praz.g_01754	Prav.g_01172
OG0000111	Praz.g_01631	Prav.g_01297
OG0000112	Praz.g_01547	Prav.g_00364
OG0000113	Praz.g_01490	Prav.g_00419
OG0000114	Praz.g_01408	Prav.g_00499
OG0000115	Praz.g_00054	Prav.g_00010
OG0000116	Praz.g_00002	Prav.g_00055
OG0000117	Praz.g_01237	Prav.g_01390
OG0000118	Praz.g_01168	Prav.g_01450
OG0000119	Praz.g_01143	Prav.g_01469
OG0000120	Praz.g_01118	Prav.g_01513
OG0000121	Praz.g_01039	Prav.g_01580
OG0000122	Praz.g_01001	Prav.g_01618
OG0000123	Praz.g_00256	Prav.g_00639
OG0000124	Praz.g_00189	Prav.g_00705
OG0000125	Praz.g_00152	Prav.g_00741
OG0000126	Praz.g_00360	Prav.g_00781
OG0000128	Praz.g_00376	Prav.g_00079
OG0000129	Praz.g_00410	Prav.g_00115
OG0000130	Praz.g_00429	Prav.g_00134
OG0000131	Praz.g_00505	Prav.g_00212
OG0000132	Praz.g_00524	Prav.g_00874
OG0000133	Praz.g_00679	Prav.g_01968
OG0000134	Praz.g_00817	Prav.g_00976
OG0000135	Praz.g_00791	Prav.g_00999
OG0000136	Praz.g_01887	Prav.g_01040
OG0000137	Praz.g_01853	Prav.g_01073
OG0000138	Praz.g_01833	Prav.g_01093
OG0000139	Praz.g_01791	Prav.g_01135
OG0000140	Praz.g_01790	Prav.g_01136
OG0000141	Praz.g_01723	Prav.g_01203
OG0000142	Praz.g_01695	Prav.g_01233
OG0000143	Praz.g_01691	Prav.g_01237
OG0000144	Praz.g_01678	Prav.g_01250
OG0000145	Praz.g_01554	Prav.g_00362
OG0000146	Praz.g_01546	Prav.g_00365
OG0000147	Praz.g_01545	Prav.g_00366
OG0000148	Praz.g_01496	Prav.g_00413
OG0000149	Praz.g_01465	Prav.g_00443
OG0000150	Praz.g_01457	Prav.g_00451
OG0000151	Praz.g_01398	Prav.g_00509
OG0000152	Praz.g_01350	Prav.g_00556
OG0000153	Praz.g_01331	Prav.g_00575
OG0000154	Praz.g_01303	Prav.g_00907
OG0000155	Praz.g_00734	Prav.g_01861
OG0000156	Praz.g_01191	Prav.g_01427
OG0000157	Praz.g_01190	Prav.g_01428
OG0000158	Praz.g_01097	Prav.g_01505
OG0000159	Praz.g_01095	Prav.g_01506
OG0000160	Praz.g_01040	Prav.g_01579
OG0000161	Praz.g_01034	Prav.g_01585
OG0000162	Praz.g_01028	Prav.g_01591
OG0000163	Praz.g_00994	Prav.g_01625
OG0000164	Praz.g_00853	Prav.g_01785
OG0000165	Praz.g_00846	Prav.g_01792
OG0000166	Praz.g_00299	Prav.g_00596
OG0000167	Praz.g_00232	Prav.g_00663
OG0000168	Praz.g_00222	Prav.g_00673
OG0000169	Praz.g_00212	Prav.g_00683
OG0000170	Praz.g_00210	Prav.g_00685
OG0000171	Praz.g_00190	Prav.g_00704
OG0000172	Praz.g_00181	Prav.g_00712
OG0000173	Praz.g_00166	Prav.g_00727
OG0000174	Praz.g_00138	Prav.g_00755
OG0000175	Praz.g_00128	Prav.g_00765
OG0000176	Praz.g_00369	Prav.g_00790
OG0000177	Praz.g_00370	Prav.g_00791
OG0000178	Praz.g_00371	Prav.g_00792
OG0000179	Praz.g_00381	Prav.g_00084
OG0000180	Praz.g_00382	Prav.g_00085
OG0000181	Praz.g_00383	Prav.g_00086
OG0000182	Praz.g_00384	Prav.g_00087
OG0000183	Praz.g_00388	Prav.g_00091
OG0000184	Praz.g_00412	Prav.g_00117
OG0000185	Praz.g_00415	Prav.g_00120
OG0000186	Praz.g_00424	Prav.g_00129
OG0000187	Praz.g_00425	Prav.g_00130
OG0000188	Praz.g_00442	Prav.g_00147
OG0000189	Praz.g_00456	Prav.g_00161
OG0000190	Praz.g_00457	Prav.g_00162
OG0000191	Praz.g_00477	Prav.g_00182
OG0000192	Praz.g_00481	Prav.g_00186
OG0000193	Praz.g_00506	Prav.g_00213
OG0000194	Praz.g_00509	Prav.g_00216
OG0000195	Praz.g_00511	Prav.g_00887
OG0000196	Praz.g_00521	Prav.g_00877
OG0000197	Praz.g_00522	Prav.g_00876
OG0000198	Praz.g_00523	Prav.g_00875
OG0000199	Praz.g_00530	Prav.g_00868
OG0000200	Praz.g_00544	Prav.g_00854
OG0000201	Praz.g_00552	Prav.g_00846
OG0000202	Praz.g_00553	Prav.g_00845
OG0000203	Praz.g_00554	Prav.g_00844
OG0000204	Praz.g_00555	Prav.g_00843
OG0000205	Praz.g_00562	Prav.g_00836
OG0000206	Praz.g_00567	Prav.g_00831
OG0000207	Praz.g_00569	Prav.g_00829
OG0000208	Praz.g_00570	Prav.g_00828
OG0000209	Praz.g_00579	Prav.g_00819
OG0000210	Praz.g_00580	Prav.g_00818
OG0000211	Praz.g_00593	Prav.g_00805
OG0000212	Praz.g_00600	Prav.g_00798
OG0000213	Praz.g_00617	Prav.g_01904
OG0000214	Praz.g_00626	Prav.g_01914
OG0000215	Praz.g_00650	Prav.g_01938
OG0000216	Praz.g_00651	Prav.g_01940
OG0000217	Praz.g_00654	Prav.g_01943
OG0000218	Praz.g_00656	Prav.g_01945
OG0000219	Praz.g_00657	Prav.g_01946
OG0000220	Praz.g_00658	Prav.g_01947
OG0000221	Praz.g_00659	Prav.g_01948
OG0000222	Praz.g_00667	Prav.g_01956
OG0000223	Praz.g_00680	Prav.g_01969
OG0000224	Praz.g_00682	Prav.g_01971
OG0000225	Praz.g_00348	Prav.g_01992
OG0000226	Praz.g_00352	Prav.g_01996
OG0000227	Praz.g_00354	Prav.g_01998
OG0000228	Praz.g_00819	Prav.g_00974
OG0000229	Praz.g_01892	Prav.g_01035
OG0000230	Praz.g_01890	Prav.g_01037
OG0000231	Praz.g_01879	Prav.g_01048
OG0000232	Praz.g_01870	Prav.g_01056
OG0000233	Praz.g_01865	Prav.g_01061
OG0000234	Praz.g_01852	Prav.g_01074
OG0000235	Praz.g_01849	Prav.g_01077
OG0000236	Praz.g_01835	Prav.g_01091
OG0000237	Praz.g_01822	Prav.g_01104
OG0000238	Praz.g_01816	Prav.g_01110
OG0000239	Praz.g_01803	Prav.g_01123
OG0000240	Praz.g_01802	Prav.g_01124
OG0000241	Praz.g_01798	Prav.g_01128
OG0000242	Praz.g_01796	Prav.g_01130
OG0000243	Praz.g_01785	Prav.g_01141
OG0000244	Praz.g_01782	Prav.g_01144
OG0000245	Praz.g_01780	Prav.g_01146
OG0000246	Praz.g_01776	Prav.g_01150
OG0000247	Praz.g_01766	Prav.g_01160
OG0000248	Praz.g_01764	Prav.g_01162
OG0000249	Praz.g_01762	Prav.g_01164
OG0000250	Praz.g_01757	Prav.g_01169
OG0000251	Praz.g_01739	Prav.g_01187
OG0000252	Praz.g_01736	Prav.g_01190
OG0000253	Praz.g_01735	Prav.g_01191
OG0000254	Praz.g_01719	Prav.g_01207
OG0000255	Praz.g_01713	Prav.g_01213
OG0000256	Praz.g_01703	Prav.g_01225
OG0000257	Praz.g_01700	Prav.g_01228
OG0000258	Praz.g_01687	Prav.g_01241
OG0000259	Praz.g_01670	Prav.g_01258
OG0000260	Praz.g_01667	Prav.g_01261
OG0000261	Praz.g_01665	Prav.g_01263
OG0000262	Praz.g_01661	Prav.g_01267
OG0000263	Praz.g_01649	Prav.g_01279
OG0000264	Praz.g_01639	Prav.g_01289
OG0000265	Praz.g_01607	Prav.g_00306
OG0000266	Praz.g_01597	Prav.g_00316
OG0000267	Praz.g_01586	Prav.g_00327
OG0000268	Praz.g_01585	Prav.g_00328
OG0000269	Praz.g_01517	Prav.g_00392
OG0000270	Praz.g_01514	Prav.g_00395
OG0000271	Praz.g_01506	Prav.g_00403
OG0000272	Praz.g_01505	Prav.g_00404
OG0000273	Praz.g_01482	Prav.g_00427
OG0000274	Praz.g_01481	Prav.g_00428
OG0000275	Praz.g_01478	Prav.g_00430
OG0000276	Praz.g_01473	Prav.g_00435
OG0000277	Praz.g_01472	Prav.g_00436
OG0000278	Praz.g_01469	Prav.g_00439
OG0000279	Praz.g_01462	Prav.g_00446
OG0000280	Praz.g_01461	Prav.g_00447
OG0000281	Praz.g_01456	Prav.g_00452
OG0000282	Praz.g_01406	Prav.g_00501
OG0000283	Praz.g_01373	Prav.g_00533
OG0000284	Praz.g_01368	Prav.g_00538
OG0000285	Praz.g_01363	Prav.g_00543
OG0000286	Praz.g_01351	Prav.g_00555
OG0000287	Praz.g_01334	Prav.g_00572
OG0000288	Praz.g_01304	Prav.g_00906
OG0000289	Praz.g_01292	Prav.g_00917
OG0000290	Praz.g_01279, Praz.g_00063	Prav.g_00930
OG0000291	Praz.g_00065	Prav.g_00932
OG0000292	Praz.g_00114	Prav.g_00261
OG0000293	Praz.g_00001	Prav.g_00056
OG0000294	Praz.g_00763	Prav.g_00057
OG0000295	Praz.g_00742	Prav.g_00077
OG0000296	Praz.g_00740	Prav.g_01867
OG0000297	Praz.g_00732	Prav.g_01859
OG0000298	Praz.g_00731	Prav.g_01858
OG0000299	Praz.g_00714	Prav.g_01841
OG0000300	Praz.g_00711	Prav.g_01838
OG0000301	Praz.g_00710	Prav.g_00955, Prav.g_01837
OG0000302	Praz.g_00708	Prav.g_01835
OG0000303	Praz.g_00701	Prav.g_01828
OG0000304	Praz.g_00697	Prav.g_01824
OG0000305	Praz.g_01147	Prav.g_01465
OG0000306	Praz.g_01144	Prav.g_01468
OG0000307	Praz.g_01130	Prav.g_01482
OG0000308	Praz.g_01129	Prav.g_01483
OG0000309	Praz.g_01125	Prav.g_01487
OG0000310	Praz.g_01056	Prav.g_01563
OG0000311	Praz.g_01054	Prav.g_01565
OG0000312	Praz.g_01051	Prav.g_01568
OG0000313	Praz.g_01037	Prav.g_01582
OG0000314	Praz.g_01014	Prav.g_01605
OG0000315	Praz.g_01004	Prav.g_01615
OG0000316	Praz.g_00984	Prav.g_01635
OG0000317	Praz.g_00879	Prav.g_01759
OG0000318	Praz.g_00876	Prav.g_01762
OG0000319	Praz.g_00863	Prav.g_01775
OG0000320	Praz.g_00861	Prav.g_01777
OG0000321	Praz.g_00860	Prav.g_01778
OG0000322	Praz.g_00859	Prav.g_01779
OG0000323	Praz.g_00850	Prav.g_01788
OG0000324	Praz.g_00824	Prav.g_01815
OG0000325	Praz.g_00334	Prav.g_00269
OG0000326	Praz.g_00328	Prav.g_00275
OG0000327	Praz.g_00304	Prav.g_00591
OG0000328	Praz.g_00303	Prav.g_00592
OG0000329	Praz.g_00286	Prav.g_00609
OG0000330	Praz.g_00285	Prav.g_00610
OG0000331	Praz.g_00284	Prav.g_00611
OG0000332	Praz.g_00270	Prav.g_00625
OG0000333	Praz.g_00268	Prav.g_00627
OG0000334	Praz.g_00260	Prav.g_00635
OG0000335	Praz.g_00255	Prav.g_00640
OG0000336	Praz.g_00251	Prav.g_00644
OG0000337	Praz.g_00234	Prav.g_00661
OG0000338	Praz.g_00233	Prav.g_00662
OG0000339	Praz.g_00229	Prav.g_00666
OG0000340	Praz.g_00221	Prav.g_00674
OG0000341	Praz.g_00219	Prav.g_00676
OG0000342	Praz.g_00218	Prav.g_00677
OG0000343	Praz.g_00217	Prav.g_00678
OG0000344	Praz.g_00214	Prav.g_00681
OG0000345	Praz.g_00209	Prav.g_00686
OG0000346	Praz.g_00204	Prav.g_00690
OG0000347	Praz.g_00188	Prav.g_00706
OG0000348	Praz.g_00178	Prav.g_00715
OG0000349	Praz.g_00161	Prav.g_00732
OG0000350	Praz.g_00142	Prav.g_00751
OG0000351	Praz.g_00125	Prav.g_00768
OG0000352	Praz.g_00124	Prav.g_00769
OG0000353	Praz.g_00364	Prav.g_00785
OG0000355	Praz.g_00366	Prav.g_00787
OG0000356	Praz.g_00367	Prav.g_00788
OG0000357	Praz.g_00368	Prav.g_00789
OG0000358	Praz.g_00372	Prav.g_00793
OG0000359	Praz.g_00373	Prav.g_00794
OG0000360	Praz.g_00374	Prav.g_00795
OG0000361	Praz.g_00375	Prav.g_00078
OG0000362	Praz.g_00377	Prav.g_00080
OG0000363	Praz.g_00379	Prav.g_00082
OG0000364	Praz.g_00380	Prav.g_00083
OG0000365	Praz.g_00385	Prav.g_00088
OG0000366	Praz.g_00386	Prav.g_00089
OG0000367	Praz.g_00387	Prav.g_00090
OG0000368	Praz.g_00389	Prav.g_00092
OG0000369	Praz.g_00390	Prav.g_00093
OG0000370	Praz.g_00391	Prav.g_00094
OG0000371	Praz.g_00397	Prav.g_00100
OG0000372	Praz.g_00400	Prav.g_00103
OG0000373	Praz.g_00401	Prav.g_00104
OG0000374	Praz.g_00402	Prav.g_00105
OG0000375	Praz.g_00406	Prav.g_00111
OG0000376	Praz.g_00408	Prav.g_00113
OG0000377	Praz.g_00411	Prav.g_00116
OG0000378	Praz.g_00413	Prav.g_00118
OG0000379	Praz.g_00416	Prav.g_00121
OG0000380	Praz.g_00426	Prav.g_00131
OG0000381	Praz.g_00430	Prav.g_00135
OG0000382	Praz.g_00441	Prav.g_00146
OG0000383	Praz.g_00443	Prav.g_00148
OG0000384	Praz.g_00444	Prav.g_00149
OG0000385	Praz.g_00445	Prav.g_00150
OG0000386	Praz.g_00446	Prav.g_00151
OG0000387	Praz.g_00459	Prav.g_00164
OG0000388	Praz.g_00462	Prav.g_00167
OG0000389	Praz.g_00466	Prav.g_00171
OG0000390	Praz.g_00473	Prav.g_00178
OG0000391	Praz.g_00476	Prav.g_00181
OG0000392	Praz.g_00480	Prav.g_00185
OG0000393	Praz.g_00482	Prav.g_00187
OG0000394	Praz.g_00483	Prav.g_00188
OG0000395	Praz.g_00484	Prav.g_00189
OG0000396	Praz.g_00487	Prav.g_00192
OG0000397	Praz.g_00489	Prav.g_00194
OG0000398	Praz.g_00491	Prav.g_00196
OG0000399	Praz.g_00492	Prav.g_00197
OG0000400	Praz.g_00493	Prav.g_00198
OG0000401	Praz.g_00494	Prav.g_00199
OG0000402	Praz.g_00496	Prav.g_00201
OG0000403	Praz.g_00497	Prav.g_00202
OG0000404	Praz.g_00498	Prav.g_00203
OG0000405	Praz.g_00502	Prav.g_00207
OG0000406	Praz.g_00507	Prav.g_00214
OG0000407	Praz.g_00508	Prav.g_00215
OG0000409	Praz.g_00512	Prav.g_00886
OG0000410	Praz.g_00513	Prav.g_00885
OG0000411	Praz.g_00514	Prav.g_00884
OG0000412	Praz.g_00515	Prav.g_00883
OG0000413	Praz.g_00516	Prav.g_00882
OG0000414	Praz.g_00517	Prav.g_00881
OG0000415	Praz.g_00518	Prav.g_00880
OG0000416	Praz.g_00519	Prav.g_00879
OG0000417	Praz.g_00520	Prav.g_00878
OG0000418	Praz.g_00525	Prav.g_00873
OG0000419	Praz.g_00527	Prav.g_00871
OG0000420	Praz.g_00528	Prav.g_00870
OG0000421	Praz.g_00533	Prav.g_00865
OG0000422	Praz.g_00534	Prav.g_00864
OG0000423	Praz.g_00535	Prav.g_00863
OG0000424	Praz.g_00536	Prav.g_00862
OG0000425	Praz.g_00537	Prav.g_00861
OG0000426	Praz.g_00538	Prav.g_00860
OG0000427	Praz.g_00539	Prav.g_00859
OG0000428	Praz.g_00541	Prav.g_00857
OG0000429	Praz.g_00542	Prav.g_00856
OG0000430	Praz.g_00543	Prav.g_00855
OG0000431	Praz.g_00545	Prav.g_00853
OG0000432	Praz.g_00548	Prav.g_00850
OG0000433	Praz.g_00549	Prav.g_00849
OG0000434	Praz.g_00550	Prav.g_00848
OG0000435	Praz.g_00551	Prav.g_00847
OG0000436	Praz.g_00556	Prav.g_00842
OG0000437	Praz.g_00557	Prav.g_00841
OG0000438	Praz.g_00558	Prav.g_00840
OG0000439	Praz.g_00560	Prav.g_00838
OG0000440	Praz.g_00561	Prav.g_00837
OG0000441	Praz.g_00564	Prav.g_00834
OG0000442	Praz.g_00565	Prav.g_00833
OG0000443	Praz.g_00566	Prav.g_00832
OG0000444	Praz.g_00571	Prav.g_00827
OG0000445	Praz.g_00572	Prav.g_00826
OG0000446	Praz.g_00573	Prav.g_00825
OG0000447	Praz.g_00574	Prav.g_00824
OG0000448	Praz.g_00575	Prav.g_00823
OG0000449	Praz.g_00576	Prav.g_00822
OG0000450	Praz.g_00577	Prav.g_00821
OG0000451	Praz.g_00578	Prav.g_00820
OG0000452	Praz.g_00581	Prav.g_00817
OG0000453	Praz.g_00582	Prav.g_00816
OG0000454	Praz.g_00583	Prav.g_00815
OG0000455	Praz.g_00584	Prav.g_00814
OG0000456	Praz.g_00585	Prav.g_00813
OG0000457	Praz.g_00586	Prav.g_00812
OG0000458	Praz.g_00587	Prav.g_00811
OG0000459	Praz.g_00588	Prav.g_00810
OG0000460	Praz.g_00595	Prav.g_00803
OG0000461	Praz.g_00602	Prav.g_01889
OG0000462	Praz.g_00604	Prav.g_01891
OG0000463	Praz.g_00605	Prav.g_01892
OG0000464	Praz.g_00606	Prav.g_01893
OG0000465	Praz.g_00607	Prav.g_01894
OG0000466	Praz.g_00610	Prav.g_01897
OG0000467	Praz.g_00611	Prav.g_01898
OG0000468	Praz.g_00613	Prav.g_01900
OG0000469	Praz.g_00621	Prav.g_01909
OG0000470	Praz.g_00623	Prav.g_01911
OG0000471	Praz.g_00624	Prav.g_01912
OG0000472	Praz.g_00625	Prav.g_01913
OG0000473	Praz.g_00627	Prav.g_01915
OG0000474	Praz.g_00628	Prav.g_01916
OG0000475	Praz.g_00629	Prav.g_01917
OG0000476	Praz.g_00630	Prav.g_01918
OG0000477	Praz.g_00633	Prav.g_01921
OG0000478	Praz.g_00634	Prav.g_01922
OG0000479	Praz.g_00635	Prav.g_01923
OG0000480	Praz.g_00640	Prav.g_01928
OG0000481	Praz.g_00642	Prav.g_01930
OG0000482	Praz.g_00643	Prav.g_01931
OG0000483	Praz.g_00646	Prav.g_01934
OG0000484	Praz.g_00647	Prav.g_01935
OG0000485	Praz.g_00648	Prav.g_01936
OG0000486	Praz.g_00649	Prav.g_01937
OG0000487	Praz.g_00652	Prav.g_01941
OG0000488	Praz.g_00655	Prav.g_01944
OG0000489	Praz.g_00660	Prav.g_01949
OG0000490	Praz.g_00665	Prav.g_01954
OG0000491	Praz.g_00666	Prav.g_01955
OG0000492	Praz.g_00668	Prav.g_01957
OG0000493	Praz.g_00669	Prav.g_01958
OG0000494	Praz.g_00670	Prav.g_01959
OG0000495	Praz.g_00671	Prav.g_01960
OG0000496	Praz.g_00672	Prav.g_01961
OG0000497	Praz.g_00673	Prav.g_01962
OG0000498	Praz.g_00674	Prav.g_01963
OG0000499	Praz.g_00675	Prav.g_01964
OG0000500	Praz.g_00676	Prav.g_01965
OG0000501	Praz.g_00678	Prav.g_01967
OG0000502	Praz.g_00681	Prav.g_01970
OG0000503	Praz.g_01931	Prav.g_01980
OG0000504	Praz.g_01932	Prav.g_01981
OG0000505	Praz.g_01933	Prav.g_01982
OG0000506	Praz.g_01935	Prav.g_01984
OG0000507	Praz.g_00343	Prav.g_01987
OG0000508	Praz.g_00347	Prav.g_01991
OG0000509	Praz.g_00349	Prav.g_01993
OG0000510	Praz.g_00350	Prav.g_01994
OG0000511	Praz.g_00351	Prav.g_01995
OG0000512	Praz.g_00353	Prav.g_01997
OG0000513	Praz.g_00816	Prav.g_00977
OG0000514	Praz.g_01897	Prav.g_01030
OG0000515	Praz.g_01896	Prav.g_01031
OG0000516	Praz.g_01895	Prav.g_01032
OG0000517	Praz.g_01893	Prav.g_01034
OG0000518	Praz.g_01882	Prav.g_01045
OG0000519	Praz.g_01881	Prav.g_01046
OG0000520	Praz.g_01880	Prav.g_01047
OG0000521	Praz.g_01875	Prav.g_01052
OG0000522	Praz.g_01873	Prav.g_01053
OG0000523	Praz.g_01872	Prav.g_01054
OG0000524	Praz.g_01867	Prav.g_01059
OG0000525	Praz.g_01864	Prav.g_01062
OG0000526	Praz.g_01863	Prav.g_01063
OG0000527	Praz.g_01855	Prav.g_01071
OG0000528	Praz.g_01850	Prav.g_01076
OG0000529	Praz.g_01847	Prav.g_01079
OG0000530	Praz.g_01844	Prav.g_01082
OG0000531	Praz.g_01843	Prav.g_01083
OG0000532	Praz.g_01841	Prav.g_01085
OG0000533	Praz.g_01840	Prav.g_01086
OG0000534	Praz.g_01839	Prav.g_01087
OG0000535	Praz.g_01838	Prav.g_01088
OG0000536	Praz.g_01837	Prav.g_01089
OG0000537	Praz.g_01836	Prav.g_01090
OG0000538	Praz.g_01828	Prav.g_01098
OG0000539	Praz.g_01827	Prav.g_01099
OG0000540	Praz.g_01826	Prav.g_01100
OG0000541	Praz.g_01825	Prav.g_01101
OG0000542	Praz.g_01823	Prav.g_01103
OG0000543	Praz.g_01821	Prav.g_01105
OG0000544	Praz.g_01820	Prav.g_01106
OG0000545	Praz.g_01818	Prav.g_01108
OG0000546	Praz.g_01815	Prav.g_01111
OG0000547	Praz.g_01813	Prav.g_01113
OG0000548	Praz.g_01812	Prav.g_01114
OG0000549	Praz.g_01810	Prav.g_01116
OG0000550	Praz.g_01805	Prav.g_01121
OG0000551	Praz.g_01801	Prav.g_01125
OG0000552	Praz.g_01800	Prav.g_01126
OG0000553	Praz.g_01799	Prav.g_01127
OG0000554	Praz.g_01794	Prav.g_01132
OG0000555	Praz.g_01786	Prav.g_01140
OG0000556	Praz.g_01784	Prav.g_01142
OG0000557	Praz.g_01783	Prav.g_01143
OG0000558	Praz.g_01781	Prav.g_01145
OG0000559	Praz.g_01777	Prav.g_01149
OG0000560	Praz.g_01774	Prav.g_01152
