Orthogroup	Praz	Syai
OG0000050	Praz.g_00769	Syai.g_01893
OG0000051	Praz.g_01204	Syai.g_01773
OG0000052	Praz.g_01103	Syai.g_00176
OG0000053	Praz.g_01021	Syai.g_00930
OG0000054	Praz.g_01724	Syai.g_01040
OG0000055	Praz.g_01531	Syai.g_02029
OG0000057	Praz.g_01632	Syai.g_01997
OG0000058	Praz.g_01096	Syai.g_00195
OG0000059	Praz.g_00311, Praz.g_01071	Syai.g_00351
OG0000061	Praz.g_00755	Syai.g_02144
OG0000063	Praz.g_00398	Syai.g_00042
OG0000066	Praz.g_01789	Syai.g_01709, Syai.g_00719
OG0000067	Praz.g_01512	Syai.g_01321
OG0000068	Praz.g_01139	Syai.g_00628
OG0000070	Praz.g_01878	Syai.g_02196
OG0000071	Praz.g_01180	Syai.g_02179
OG0000072	Praz.g_00531	Syai.g_02636
OG0000073	Praz.g_01829	Syai.g_00659
OG0000075	Praz.g_00230	Syai.g_00161
OG0000076	Praz.g_00205	Syai.g_00111
OG0000077	Praz.g_00438	Syai.g_02486
OG0000078	Praz.g_00599	Syai.g_00543
OG0000079	Praz.g_00612	Syai.g_00300
OG0000081	Praz.g_01797	Syai.g_00553
OG0000082	Praz.g_01744	Syai.g_00781
OG0000084	Praz.g_01045	Syai.g_00958
OG0000085	Praz.g_00884	Syai.g_02365
OG0000086	Praz.g_00448	Syai.g_02507
OG0000087	Praz.g_00499	Syai.g_02592
OG0000088	Praz.g_00526	Syai.g_02630
OG0000089	Praz.g_00818	Syai.g_00517
OG0000090	Praz.g_01795	Syai.g_00707
OG0000091	Praz.g_01688	Syai.g_01112
OG0000092	Praz.g_01403, Praz.g_00244	Syai.g_01358
OG0000094	Praz.g_01296	Syai.g_01424
OG0000097	Praz.g_00713	Syai.g_01787
OG0000098	Praz.g_01157	Syai.g_01718
OG0000099	Praz.g_01098	Syai.g_00199
OG0000100	Praz.g_00967	Syai.g_01372
OG0000101	Praz.g_00263	Syai.g_00404
OG0000102	Praz.g_00200	Syai.g_00106
OG0000103	Praz.g_00120	Syai.g_02912
OG0000104	Praz.g_00361	Syai.g_02929
OG0000105	Praz.g_00632	Syai.g_00267
OG0000106	Praz.g_00804	Syai.g_01601
OG0000107	Praz.g_00788	Syai.g_00319
OG0000108	Praz.g_01848	Syai.g_00638
OG0000109	Praz.g_01834	Syai.g_00653
OG0000110	Praz.g_01754	Syai.g_00766
OG0000111	Praz.g_01631	Syai.g_00884
OG0000112	Praz.g_01547	Syai.g_01512
OG0000113	Praz.g_01490	Syai.g_01367
OG0000114	Praz.g_01408	Syai.g_01261
OG0000115	Praz.g_00054	Syai.g_00932
OG0000116	Praz.g_00002	Syai.g_02156
OG0000117	Praz.g_01237	Syai.g_01756
OG0000118	Praz.g_01168	Syai.g_00818
OG0000119	Praz.g_01143	Syai.g_02127
OG0000120	Praz.g_01118	Syai.g_00198
OG0000121	Praz.g_01039	Syai.g_00951
OG0000122	Praz.g_01001	Syai.g_01143
OG0000123	Praz.g_00256	Syai.g_00411
OG0000124	Praz.g_00189	Syai.g_00089
OG0000125	Praz.g_00152	Syai.g_02782
OG0000126	Praz.g_00360	Syai.g_02927
OG0000127	Praz.g_01255	Syai.g_02459
OG0000128	Praz.g_00376	Syai.g_00012
OG0000129	Praz.g_00410	Syai.g_02771
OG0000130	Praz.g_00429	Syai.g_02474
OG0000131	Praz.g_00505	Syai.g_02608
OG0000132	Praz.g_00524	Syai.g_02628
OG0000133	Praz.g_00679	Syai.g_01507
OG0000134	Praz.g_00817	Syai.g_00520
OG0000135	Praz.g_00791	Syai.g_02826
OG0000136	Praz.g_01887	Syai.g_02217
OG0000137	Praz.g_01853	Syai.g_00865
OG0000138	Praz.g_01833	Syai.g_00654
OG0000139	Praz.g_01791	Syai.g_00714
OG0000140	Praz.g_01790	Syai.g_00716
OG0000141	Praz.g_01723	Syai.g_01041
OG0000142	Praz.g_01695	Syai.g_01104
OG0000143	Praz.g_01691	Syai.g_01108
OG0000144	Praz.g_01678	Syai.g_01608
OG0000145	Praz.g_01554	Syai.g_00660
OG0000146	Praz.g_01546	Syai.g_01513
OG0000147	Praz.g_01545	Syai.g_01514
OG0000148	Praz.g_01496	Syai.g_01361
OG0000149	Praz.g_01465	Syai.g_02059
OG0000150	Praz.g_01457	Syai.g_00717
OG0000151	Praz.g_01398	Syai.g_01280
OG0000152	Praz.g_01350	Syai.g_01503
OG0000153	Praz.g_01331	Syai.g_01461
OG0000154	Praz.g_01303	Syai.g_01434
OG0000155	Praz.g_00734	Syai.g_02109
OG0000156	Praz.g_01191	Syai.g_02162
OG0000157	Praz.g_01190	Syai.g_02163
OG0000158	Praz.g_01097	Syai.g_00135
OG0000160	Praz.g_01040	Syai.g_00952
OG0000161	Praz.g_01034	Syai.g_00946
OG0000162	Praz.g_01028	Syai.g_00939
OG0000163	Praz.g_00994	Syai.g_02300
OG0000164	Praz.g_00853	Syai.g_02411
OG0000165	Praz.g_00846	Syai.g_02244
OG0000166	Praz.g_00299	Syai.g_00364
OG0000167	Praz.g_00232	Syai.g_00164
OG0000168	Praz.g_00222	Syai.g_00134
OG0000169	Praz.g_00212	Syai.g_00123
OG0000170	Praz.g_00210	Syai.g_00116
OG0000171	Praz.g_00190	Syai.g_00090
OG0000172	Praz.g_00181	Syai.g_00083
OG0000173	Praz.g_00166	Syai.g_00064
OG0000174	Praz.g_00138	Syai.g_02828
OG0000175	Praz.g_00128	Syai.g_02901
OG0000176	Praz.g_00369	Syai.g_00004
OG0000177	Praz.g_00370	Syai.g_00005
OG0000178	Praz.g_00371	Syai.g_00006
OG0000179	Praz.g_00381	Syai.g_00023
OG0000180	Praz.g_00382	Syai.g_00024
OG0000181	Praz.g_00383	Syai.g_00025
OG0000182	Praz.g_00384	Syai.g_00026
OG0000183	Praz.g_00388	Syai.g_00030
OG0000184	Praz.g_00412	Syai.g_02756
OG0000185	Praz.g_00415	Syai.g_02734
OG0000186	Praz.g_00424	Syai.g_02469
OG0000187	Praz.g_00425	Syai.g_02471
OG0000188	Praz.g_00442	Syai.g_02494
OG0000189	Praz.g_00456	Syai.g_02530
OG0000190	Praz.g_00457	Syai.g_02532
OG0000191	Praz.g_00477	Syai.g_02562
OG0000192	Praz.g_00481	Syai.g_02569
OG0000193	Praz.g_00506	Syai.g_02609
OG0000194	Praz.g_00509	Syai.g_02612
OG0000195	Praz.g_00511	Syai.g_02614
OG0000196	Praz.g_00521	Syai.g_02625
OG0000197	Praz.g_00522	Syai.g_02626
OG0000198	Praz.g_00523	Syai.g_02627
OG0000199	Praz.g_00530	Syai.g_02635
OG0000200	Praz.g_00544	Syai.g_02651
OG0000202	Praz.g_00553	Syai.g_02668
OG0000203	Praz.g_00554	Syai.g_02669
OG0000204	Praz.g_00555	Syai.g_02670
OG0000205	Praz.g_00562	Syai.g_02677
OG0000206	Praz.g_00567	Syai.g_02684
OG0000207	Praz.g_00569	Syai.g_02686
OG0000208	Praz.g_00570	Syai.g_02687
OG0000209	Praz.g_00579	Syai.g_02699
OG0000210	Praz.g_00580	Syai.g_02700
OG0000212	Praz.g_00600	Syai.g_00544
OG0000213	Praz.g_00617	Syai.g_00292
OG0000214	Praz.g_00626	Syai.g_00276
OG0000215	Praz.g_00650	Syai.g_00245
OG0000216	Praz.g_00651	Syai.g_00241
OG0000217	Praz.g_00654	Syai.g_00237
OG0000218	Praz.g_00656	Syai.g_00235
OG0000219	Praz.g_00657	Syai.g_00234
OG0000220	Praz.g_00658	Syai.g_00233
OG0000221	Praz.g_00659	Syai.g_00227
OG0000222	Praz.g_00667	Syai.g_00215
OG0000223	Praz.g_00680	Syai.g_00194
OG0000224	Praz.g_00682	Syai.g_00186
OG0000225	Praz.g_00348	Syai.g_00502
OG0000226	Praz.g_00352	Syai.g_00506
OG0000227	Praz.g_00354	Syai.g_00508
OG0000228	Praz.g_00819	Syai.g_00516
OG0000229	Praz.g_01892	Syai.g_02228
OG0000230	Praz.g_01890	Syai.g_02226
OG0000231	Praz.g_01879	Syai.g_02208
OG0000232	Praz.g_01870	Syai.g_00846
OG0000233	Praz.g_01865	Syai.g_00855
OG0000234	Praz.g_01852	Syai.g_00866
OG0000235	Praz.g_01849	Syai.g_00637
OG0000236	Praz.g_01835	Syai.g_00652
OG0000237	Praz.g_01822	Syai.g_00669
OG0000238	Praz.g_01816	Syai.g_00674
OG0000239	Praz.g_01803	Syai.g_00691
OG0000240	Praz.g_01802	Syai.g_00692
OG0000241	Praz.g_01798	Syai.g_01089, Syai.g_01085
OG0000242	Praz.g_01796	Syai.g_00705
OG0000243	Praz.g_01785	Syai.g_00726
OG0000244	Praz.g_01782	Syai.g_00731
OG0000245	Praz.g_01780	Syai.g_00733
OG0000246	Praz.g_01776	Syai.g_00737
OG0000247	Praz.g_01766	Syai.g_00748
OG0000248	Praz.g_01764	Syai.g_00751
OG0000249	Praz.g_01762	Syai.g_00753
OG0000250	Praz.g_01757	Syai.g_00762
OG0000251	Praz.g_01739	Syai.g_00789
OG0000252	Praz.g_01736	Syai.g_00797
OG0000253	Praz.g_01735	Syai.g_00798
OG0000254	Praz.g_01719	Syai.g_01045
OG0000255	Praz.g_01713	Syai.g_01061
OG0000256	Praz.g_01703	Syai.g_01077
OG0000257	Praz.g_01700	Syai.g_01084
OG0000258	Praz.g_01687	Syai.g_01113
OG0000259	Praz.g_01670	Syai.g_01229
OG0000260	Praz.g_01667	Syai.g_01232
OG0000261	Praz.g_01665	Syai.g_01235
OG0000262	Praz.g_01661	Syai.g_01240
OG0000263	Praz.g_01649	Syai.g_01776
OG0000264	Praz.g_01639	Syai.g_01962
OG0000265	Praz.g_01607	Syai.g_02245
OG0000266	Praz.g_01597	Syai.g_01401
OG0000267	Praz.g_01586	Syai.g_01569
OG0000268	Praz.g_01585	Syai.g_01568
OG0000269	Praz.g_01517	Syai.g_01316
OG0000270	Praz.g_01514	Syai.g_01319
OG0000271	Praz.g_01506	Syai.g_01327
OG0000272	Praz.g_01505	Syai.g_01328
OG0000273	Praz.g_01482	Syai.g_02037
OG0000274	Praz.g_01481	Syai.g_02038
OG0000275	Praz.g_01478	Syai.g_02043
OG0000276	Praz.g_01473	Syai.g_02051
OG0000277	Praz.g_01472	Syai.g_02052
OG0000278	Praz.g_01469	Syai.g_02055
OG0000279	Praz.g_01462	Syai.g_02063
OG0000280	Praz.g_01461	Syai.g_02084
OG0000281	Praz.g_01456	Syai.g_01719
OG0000282	Praz.g_01406	Syai.g_01263
OG0000283	Praz.g_01373	Syai.g_01554
OG0000284	Praz.g_01368	Syai.g_01548
OG0000285	Praz.g_01363	Syai.g_01522
OG0000286	Praz.g_01351	Syai.g_01504
OG0000288	Praz.g_01304	Syai.g_01435
OG0000289	Praz.g_01292	Syai.g_01421
OG0000290	Praz.g_01279, Praz.g_00063	Syai.g_02010
OG0000291	Praz.g_00065	Syai.g_02008
OG0000292	Praz.g_00114	Syai.g_02926
OG0000293	Praz.g_00001	Syai.g_02155
OG0000294	Praz.g_00763	Syai.g_02154
OG0000295	Praz.g_00742	Syai.g_02117
OG0000296	Praz.g_00740	Syai.g_02115
OG0000297	Praz.g_00732	Syai.g_01754
OG0000298	Praz.g_00731	Syai.g_01755
OG0000299	Praz.g_00714	Syai.g_01783
OG0000300	Praz.g_00711	Syai.g_01790
OG0000301	Praz.g_00710	Syai.g_01791
OG0000302	Praz.g_00708	Syai.g_01793
OG0000303	Praz.g_00701	Syai.g_01802
OG0000304	Praz.g_00697	Syai.g_01826
OG0000305	Praz.g_01147	Syai.g_02005
OG0000306	Praz.g_01144	Syai.g_02090
OG0000307	Praz.g_01130	Syai.g_00619
OG0000308	Praz.g_01129	Syai.g_00617
OG0000309	Praz.g_01125	Syai.g_00612
OG0000310	Praz.g_01056	Syai.g_00989
OG0000311	Praz.g_01054	Syai.g_00985
OG0000312	Praz.g_01051	Syai.g_00966
OG0000313	Praz.g_01037	Syai.g_00949
OG0000314	Praz.g_01014	Syai.g_00908
OG0000315	Praz.g_01004	Syai.g_00897
OG0000316	Praz.g_00984	Syai.g_02320, Syai.g_02322
OG0000317	Praz.g_00879	Syai.g_02373
OG0000318	Praz.g_00876	Syai.g_02379
OG0000319	Praz.g_00863	Syai.g_02395
OG0000320	Praz.g_00861	Syai.g_02397
OG0000321	Praz.g_00860	Syai.g_02398
OG0000322	Praz.g_00859	Syai.g_02399
OG0000323	Praz.g_00850	Syai.g_02413
OG0000324	Praz.g_00824	Syai.g_02272
OG0000325	Praz.g_00334	Syai.g_00320
OG0000326	Praz.g_00328	Syai.g_00327
OG0000327	Praz.g_00304	Syai.g_00359
OG0000328	Praz.g_00303	Syai.g_00360
OG0000329	Praz.g_00286	Syai.g_00378
OG0000330	Praz.g_00285	Syai.g_00379
OG0000331	Praz.g_00284	Syai.g_00380
OG0000332	Praz.g_00270	Syai.g_00395
OG0000333	Praz.g_00268	Syai.g_00398
OG0000334	Praz.g_00260	Syai.g_00407
OG0000335	Praz.g_00255	Syai.g_00412
OG0000336	Praz.g_00251	Syai.g_00416
OG0000337	Praz.g_00234	Syai.g_00169
OG0000338	Praz.g_00233	Syai.g_00166
OG0000339	Praz.g_00229	Syai.g_00160
OG0000340	Praz.g_00221	Syai.g_00133
OG0000341	Praz.g_00219	Syai.g_00131
OG0000342	Praz.g_00218	Syai.g_00130
OG0000343	Praz.g_00217	Syai.g_00129
OG0000344	Praz.g_00214	Syai.g_00125
OG0000345	Praz.g_00209	Syai.g_00115
OG0000346	Praz.g_00204	Syai.g_00110
OG0000347	Praz.g_00188	Syai.g_00087
OG0000348	Praz.g_00178	Syai.g_00076
OG0000349	Praz.g_00161	Syai.g_00057
OG0000350	Praz.g_00142	Syai.g_00334
OG0000351	Praz.g_00125	Syai.g_02904
OG0000352	Praz.g_00124	Syai.g_02905
OG0000353	Praz.g_00364	Syai.g_02932
OG0000355	Praz.g_00366	Syai.g_00001
OG0000356	Praz.g_00367	Syai.g_00002
OG0000357	Praz.g_00368	Syai.g_00003
OG0000358	Praz.g_00372	Syai.g_00007
OG0000359	Praz.g_00373	Syai.g_00009
OG0000360	Praz.g_00374	Syai.g_00010
OG0000361	Praz.g_00375	Syai.g_00011
OG0000362	Praz.g_00377	Syai.g_00013
OG0000363	Praz.g_00379	Syai.g_00015
OG0000364	Praz.g_00380	Syai.g_00016
OG0000365	Praz.g_00385	Syai.g_00027
OG0000366	Praz.g_00386	Syai.g_00028
OG0000367	Praz.g_00387	Syai.g_00029
OG0000368	Praz.g_00389	Syai.g_00031
OG0000369	Praz.g_00390	Syai.g_00032
OG0000370	Praz.g_00391	Syai.g_00033
OG0000371	Praz.g_00397	Syai.g_00041
OG0000372	Praz.g_00400	Syai.g_00047
OG0000373	Praz.g_00401	Syai.g_00048
OG0000374	Praz.g_00402	Syai.g_00049
OG0000375	Praz.g_00406	Syai.g_00053
OG0000376	Praz.g_00408	Syai.g_00055
OG0000377	Praz.g_00411	Syai.g_02769
OG0000378	Praz.g_00413	Syai.g_02751
OG0000379	Praz.g_00416	Syai.g_02733
OG0000380	Praz.g_00426	Syai.g_02472
OG0000381	Praz.g_00430	Syai.g_02475
OG0000382	Praz.g_00441	Syai.g_02493
OG0000383	Praz.g_00443	Syai.g_02498
OG0000384	Praz.g_00444	Syai.g_02499
OG0000385	Praz.g_00445	Syai.g_02500
OG0000386	Praz.g_00446	Syai.g_02501
OG0000387	Praz.g_00459	Syai.g_02534
OG0000388	Praz.g_00462	Syai.g_02538
OG0000389	Praz.g_00466	Syai.g_02542
OG0000390	Praz.g_00473	Syai.g_02556
OG0000391	Praz.g_00476	Syai.g_02561
OG0000392	Praz.g_00480	Syai.g_02568
OG0000393	Praz.g_00482	Syai.g_02570
OG0000394	Praz.g_00483	Syai.g_02571
OG0000395	Praz.g_00484	Syai.g_02572
OG0000396	Praz.g_00487	Syai.g_02575
OG0000397	Praz.g_00489	Syai.g_02577
OG0000398	Praz.g_00491	Syai.g_02582
OG0000399	Praz.g_00492	Syai.g_02583
OG0000400	Praz.g_00493	Syai.g_02584
OG0000401	Praz.g_00494	Syai.g_02585
OG0000402	Praz.g_00496	Syai.g_02588
OG0000403	Praz.g_00497	Syai.g_02589
OG0000404	Praz.g_00498	Syai.g_02590
OG0000405	Praz.g_00502	Syai.g_02606
OG0000406	Praz.g_00507	Syai.g_02610
OG0000407	Praz.g_00508	Syai.g_02611
OG0000408	Praz.g_00510	Syai.g_02613
OG0000409	Praz.g_00512	Syai.g_02615
OG0000410	Praz.g_00513	Syai.g_02616
OG0000411	Praz.g_00514	Syai.g_02617
OG0000412	Praz.g_00515	Syai.g_02618
OG0000413	Praz.g_00516	Syai.g_02620
OG0000414	Praz.g_00517	Syai.g_02621
OG0000415	Praz.g_00518	Syai.g_02622
OG0000416	Praz.g_00519	Syai.g_02623
OG0000417	Praz.g_00520	Syai.g_02624
OG0000418	Praz.g_00525	Syai.g_02629
OG0000419	Praz.g_00527	Syai.g_02631
OG0000420	Praz.g_00528	Syai.g_02633
OG0000421	Praz.g_00533	Syai.g_02638
OG0000422	Praz.g_00534	Syai.g_02639
OG0000423	Praz.g_00535	Syai.g_02640
OG0000424	Praz.g_00536	Syai.g_02641
OG0000425	Praz.g_00537	Syai.g_02642
OG0000426	Praz.g_00538	Syai.g_02643
OG0000427	Praz.g_00539	Syai.g_02644
OG0000428	Praz.g_00541	Syai.g_02647
OG0000429	Praz.g_00542	Syai.g_02649
OG0000430	Praz.g_00543	Syai.g_02650
OG0000431	Praz.g_00545	Syai.g_02654
OG0000432	Praz.g_00548	Syai.g_02660
OG0000433	Praz.g_00549	Syai.g_02662
OG0000434	Praz.g_00550	Syai.g_02663
OG0000435	Praz.g_00551	Syai.g_02666
OG0000436	Praz.g_00556	Syai.g_02671
OG0000437	Praz.g_00557	Syai.g_02672
OG0000438	Praz.g_00558	Syai.g_02673
OG0000439	Praz.g_00560	Syai.g_02675
OG0000440	Praz.g_00561	Syai.g_02676
OG0000441	Praz.g_00564	Syai.g_02681
OG0000442	Praz.g_00565	Syai.g_02682
OG0000443	Praz.g_00566	Syai.g_02683
OG0000444	Praz.g_00571	Syai.g_02688
OG0000445	Praz.g_00572	Syai.g_02689
OG0000446	Praz.g_00573	Syai.g_02690
OG0000447	Praz.g_00574	Syai.g_02693
OG0000448	Praz.g_00575	Syai.g_02694
OG0000449	Praz.g_00576	Syai.g_02695
OG0000450	Praz.g_00577	Syai.g_02696
OG0000451	Praz.g_00578	Syai.g_02697
OG0000452	Praz.g_00581	Syai.g_02701
OG0000453	Praz.g_00582	Syai.g_02702
OG0000454	Praz.g_00583	Syai.g_02703
OG0000455	Praz.g_00584	Syai.g_02704
OG0000456	Praz.g_00585	Syai.g_02705
OG0000457	Praz.g_00586	Syai.g_02707
OG0000458	Praz.g_00587	Syai.g_02708
OG0000459	Praz.g_00588	Syai.g_02709
OG0000460	Praz.g_00595	Syai.g_00535
OG0000461	Praz.g_00602	Syai.g_00314
OG0000462	Praz.g_00604	Syai.g_00311
OG0000463	Praz.g_00605	Syai.g_00310
OG0000464	Praz.g_00606	Syai.g_00309
OG0000465	Praz.g_00607	Syai.g_00307
OG0000466	Praz.g_00610	Syai.g_00303
OG0000467	Praz.g_00611	Syai.g_00301
OG0000468	Praz.g_00613	Syai.g_00296
OG0000469	Praz.g_00621	Syai.g_00282
OG0000470	Praz.g_00623	Syai.g_00280
OG0000471	Praz.g_00624	Syai.g_00279
OG0000472	Praz.g_00625	Syai.g_00277
OG0000473	Praz.g_00627	Syai.g_00275
OG0000474	Praz.g_00628	Syai.g_00274
OG0000475	Praz.g_00629	Syai.g_00273
OG0000476	Praz.g_00630	Syai.g_00271
OG0000477	Praz.g_00633	Syai.g_00265
OG0000478	Praz.g_00634	Syai.g_00264
OG0000479	Praz.g_00635	Syai.g_00263
OG0000480	Praz.g_00640	Syai.g_00256
OG0000481	Praz.g_00642	Syai.g_00254
OG0000482	Praz.g_00643	Syai.g_00253
OG0000483	Praz.g_00646	Syai.g_00249
OG0000484	Praz.g_00647	Syai.g_00248
OG0000485	Praz.g_00648	Syai.g_00247
OG0000486	Praz.g_00649	Syai.g_00246
OG0000487	Praz.g_00652	Syai.g_00240
OG0000488	Praz.g_00655	Syai.g_00236
OG0000489	Praz.g_00660	Syai.g_00226
OG0000490	Praz.g_00665	Syai.g_00218
OG0000491	Praz.g_00666	Syai.g_00217
OG0000492	Praz.g_00668	Syai.g_00214
OG0000493	Praz.g_00669	Syai.g_00213
OG0000494	Praz.g_00670	Syai.g_00212
OG0000495	Praz.g_00671	Syai.g_00211
OG0000496	Praz.g_00672	Syai.g_00210
OG0000497	Praz.g_00673	Syai.g_00209
OG0000498	Praz.g_00674	Syai.g_00208
OG0000499	Praz.g_00675	Syai.g_00207
OG0000500	Praz.g_00676	Syai.g_00206
OG0000501	Praz.g_00678	Syai.g_00203
OG0000502	Praz.g_00681	Syai.g_00192
OG0000503	Praz.g_01931	Syai.g_00486
OG0000504	Praz.g_01932	Syai.g_00488
OG0000505	Praz.g_01933	Syai.g_00489
OG0000506	Praz.g_01935	Syai.g_00491
OG0000507	Praz.g_00343	Syai.g_00497
OG0000508	Praz.g_00347	Syai.g_00501
OG0000509	Praz.g_00349	Syai.g_00503
OG0000510	Praz.g_00350	Syai.g_00504
OG0000511	Praz.g_00351	Syai.g_00505
OG0000512	Praz.g_00353	Syai.g_00507
OG0000513	Praz.g_00816	Syai.g_00521
OG0000514	Praz.g_01897	Syai.g_00528
OG0000515	Praz.g_01896	Syai.g_00529
OG0000516	Praz.g_01895	Syai.g_02223
OG0000517	Praz.g_01893	Syai.g_02229
OG0000518	Praz.g_01882	Syai.g_02211
OG0000519	Praz.g_01881	Syai.g_02210
OG0000520	Praz.g_01880	Syai.g_02209
OG0000521	Praz.g_01875	Syai.g_00842
OG0000522	Praz.g_01873	Syai.g_00844
OG0000523	Praz.g_01872	Syai.g_00845
OG0000524	Praz.g_01867	Syai.g_00852
OG0000525	Praz.g_01864	Syai.g_00856
OG0000526	Praz.g_01863	Syai.g_00859
OG0000527	Praz.g_01855	Syai.g_00863
OG0000528	Praz.g_01850	Syai.g_00633
OG0000529	Praz.g_01847	Syai.g_00639
OG0000530	Praz.g_01844	Syai.g_00642
OG0000531	Praz.g_01843	Syai.g_00643
OG0000532	Praz.g_01841	Syai.g_00646
OG0000533	Praz.g_01840	Syai.g_00647
OG0000534	Praz.g_01839	Syai.g_00648
OG0000535	Praz.g_01838	Syai.g_00649
OG0000536	Praz.g_01837	Syai.g_00650
OG0000537	Praz.g_01836	Syai.g_00651
OG0000538	Praz.g_01828	Syai.g_00662
OG0000539	Praz.g_01827	Syai.g_00663
OG0000540	Praz.g_01826	Syai.g_00664
OG0000541	Praz.g_01825	Syai.g_00665
OG0000542	Praz.g_01823	Syai.g_00668
OG0000543	Praz.g_01821	Syai.g_00670
OG0000544	Praz.g_01820	Syai.g_00671
OG0000545	Praz.g_01818	Syai.g_00673
OG0000546	Praz.g_01815	Syai.g_00675
OG0000547	Praz.g_01813	Syai.g_00677
OG0000548	Praz.g_01812	Syai.g_00678
OG0000549	Praz.g_01810	Syai.g_00684
OG0000550	Praz.g_01805	Syai.g_00689
OG0000551	Praz.g_01801	Syai.g_00694
OG0000552	Praz.g_01800	Syai.g_00695
OG0000553	Praz.g_01799	Syai.g_00698
OG0000554	Praz.g_01794	Syai.g_00708
OG0000555	Praz.g_01786	Syai.g_00725
OG0000556	Praz.g_01784	Syai.g_00728
OG0000557	Praz.g_01783	Syai.g_00730
OG0000558	Praz.g_01781	Syai.g_00732
OG0000559	Praz.g_01777	Syai.g_00736
OG0000560	Praz.g_01774	Syai.g_00739
OG0000561	Praz.g_01773	Syai.g_00740
OG0000562	Praz.g_01772	Syai.g_00741
OG0000563	Praz.g_01771	Syai.g_00742
OG0000564	Praz.g_01770	Syai.g_00743
OG0000565	Praz.g_01767	Syai.g_00746
OG0000566	Praz.g_01765	Syai.g_00750
OG0000567	Praz.g_01761	Syai.g_00754
OG0000568	Praz.g_01760	Syai.g_00758
OG0000569	Praz.g_01759	Syai.g_00759
OG0000570	Praz.g_01758	Syai.g_00760
OG0000571	Praz.g_01756	Syai.g_00764
OG0000572	Praz.g_01743	Syai.g_00782
OG0000573	Praz.g_01738	Syai.g_00790
OG0000574	Praz.g_01737	Syai.g_00796
OG0000575	Praz.g_01733	Syai.g_00800
OG0000576	Praz.g_01731	Syai.g_00802
OG0000577	Praz.g_01730	Syai.g_00803
OG0000578	Praz.g_01729	Syai.g_00804
OG0000579	Praz.g_01728	Syai.g_00805
OG0000580	Praz.g_01727	Syai.g_00806
OG0000581	Praz.g_01725	Syai.g_00812
OG0000582	Praz.g_01722	Syai.g_01042
OG0000583	Praz.g_01721	Syai.g_01043
OG0000584	Praz.g_01720	Syai.g_01044
OG0000585	Praz.g_01718	Syai.g_01046
OG0000586	Praz.g_01717	Syai.g_01047
OG0000587	Praz.g_01716	Syai.g_01049
OG0000588	Praz.g_01712	Syai.g_01063
