Orthogroup	Praz	Syar
OG0000216	Praz.g_00651	Syar.g_00244
OG0000217	Praz.g_00654	Syar.g_00854
OG0000218	Praz.g_00656	Syar.g_00852
OG0000219	Praz.g_00657	Syar.g_00851
OG0000220	Praz.g_00658	Syar.g_00850, Syar.g_02026
OG0000221	Praz.g_00659	Syar.g_00834
OG0000222	Praz.g_00667	Syar.g_02119, Syar.g_00728
OG0000223	Praz.g_00680	Syar.g_00649
OG0000224	Praz.g_00682	Syar.g_00273
OG0000225	Praz.g_00348	Syar.g_01142
OG0000226	Praz.g_00352	Syar.g_01146
OG0000227	Praz.g_00354	Syar.g_01148
OG0000228	Praz.g_00819	Syar.g_01161
OG0000229	Praz.g_01892	Syar.g_01177, Syar.g_03273
OG0000230	Praz.g_01890	Syar.g_01179
OG0000231	Praz.g_01879	Syar.g_02865, Syar.g_03151
OG0000232	Praz.g_01870	Syar.g_01424
OG0000233	Praz.g_01865	Syar.g_03183, Syar.g_01247
OG0000234	Praz.g_01852	Syar.g_01275
OG0000235	Praz.g_01849	Syar.g_01468
OG0000236	Praz.g_01835	Syar.g_01484, Syar.g_03311
OG0000237	Praz.g_01822	Syar.g_01503
OG0000238	Praz.g_01816	Syar.g_01508
OG0000239	Praz.g_01803	Syar.g_03277, Syar.g_02687
OG0000240	Praz.g_01802	Syar.g_02686, Syar.g_03278
OG0000241	Praz.g_01798	Syar.g_02410
OG0000242	Praz.g_01796	Syar.g_01926
OG0000243	Praz.g_01785	Syar.g_02335
OG0000244	Praz.g_01782	Syar.g_02327
OG0000245	Praz.g_01780	Syar.g_02325, Syar.g_03238
OG0000246	Praz.g_01776	Syar.g_02321
OG0000247	Praz.g_01766	Syar.g_02310
OG0000248	Praz.g_01764	Syar.g_02307, Syar.g_03293
OG0000249	Praz.g_01762	Syar.g_02305
OG0000250	Praz.g_01757	Syar.g_02299
OG0000251	Praz.g_01739	Syar.g_03207, Syar.g_02194
OG0000252	Praz.g_01736	Syar.g_02189, Syar.g_03263
OG0000253	Praz.g_01735	Syar.g_02028
OG0000254	Praz.g_01719	Syar.g_02169
OG0000255	Praz.g_01713	Syar.g_02224, Syar.g_00011
OG0000256	Praz.g_01703	Syar.g_02244
OG0000257	Praz.g_01700	Syar.g_02407, Syar.g_01762
OG0000258	Praz.g_01687	Syar.g_00010, Syar.g_02427
OG0000259	Praz.g_01670	Syar.g_02472
OG0000260	Praz.g_01667	Syar.g_03220, Syar.g_02475
OG0000261	Praz.g_01665	Syar.g_01916
OG0000262	Praz.g_01661	Syar.g_01690
OG0000263	Praz.g_01649	Syar.g_01991
OG0000264	Praz.g_01639	Syar.g_02135, Syar.g_03267
OG0000266	Praz.g_01597	Syar.g_01570
OG0000267	Praz.g_01586	Syar.g_01873
OG0000268	Praz.g_01585	Syar.g_02589
OG0000269	Praz.g_01517	Syar.g_02634
OG0000270	Praz.g_01514	Syar.g_00744, Syar.g_02637
OG0000271	Praz.g_01506	Syar.g_02645
OG0000272	Praz.g_01505	Syar.g_02646
OG0000273	Praz.g_01482	Syar.g_00008
OG0000274	Praz.g_01481	Syar.g_02482, Syar.g_00009
OG0000275	Praz.g_01478	Syar.g_01810
OG0000276	Praz.g_01473	Syar.g_01817
OG0000277	Praz.g_01472	Syar.g_03242, Syar.g_01818
OG0000278	Praz.g_01469	Syar.g_01821, Syar.g_03174
OG0000279	Praz.g_01462	Syar.g_01838
OG0000280	Praz.g_01461	Syar.g_02067, Syar.g_00734
OG0000281	Praz.g_01456	Syar.g_02218
OG0000282	Praz.g_01406	Syar.g_03255, Syar.g_01614
OG0000283	Praz.g_01373	Syar.g_02574
OG0000284	Praz.g_01368	Syar.g_02568
OG0000285	Praz.g_01363	Syar.g_02560
OG0000286	Praz.g_01351	Syar.g_02540
OG0000287	Praz.g_01334	Syar.g_02512
OG0000288	Praz.g_01304	Syar.g_01801
OG0000289	Praz.g_01292	Syar.g_01786
OG0000290	Praz.g_01279, Praz.g_00063	Syar.g_01928
OG0000291	Praz.g_00065	Syar.g_01930
OG0000292	Praz.g_00114	Syar.g_00463
OG0000293	Praz.g_00001	Syar.g_01526, Syar.g_03297
OG0000294	Praz.g_00763	Syar.g_01527, Syar.g_03296
OG0000295	Praz.g_00742	Syar.g_01951, Syar.g_03208
OG0000296	Praz.g_00740	Syar.g_01953
OG0000297	Praz.g_00732	Syar.g_03216
OG0000298	Praz.g_00731	Syar.g_03215
OG0000299	Praz.g_00714	Syar.g_01704
OG0000300	Praz.g_00711	Syar.g_01646
OG0000301	Praz.g_00710	Syar.g_01712
OG0000302	Praz.g_00708	Syar.g_01713
OG0000303	Praz.g_00701	Syar.g_01723
OG0000304	Praz.g_00697	Syar.g_01728
OG0000305	Praz.g_01147	Syar.g_01933, Syar.g_03163
OG0000306	Praz.g_01144	Syar.g_01884, Syar.g_03140
OG0000307	Praz.g_01130	Syar.g_01452, Syar.g_03153
OG0000308	Praz.g_01129	Syar.g_01450
OG0000309	Praz.g_01125	Syar.g_01239
OG0000310	Praz.g_01056	Syar.g_02826
OG0000311	Praz.g_01054	Syar.g_02823
OG0000312	Praz.g_01051	Syar.g_00015, Syar.g_02818
OG0000313	Praz.g_01037	Syar.g_02804
OG0000314	Praz.g_01014	Syar.g_01403
OG0000315	Praz.g_01004	Syar.g_01393
OG0000316	Praz.g_00984	Syar.g_02885
OG0000317	Praz.g_00879	Syar.g_02926
OG0000318	Praz.g_00876	Syar.g_02930
OG0000319	Praz.g_00863	Syar.g_02954
OG0000320	Praz.g_00861	Syar.g_02956
OG0000321	Praz.g_00860	Syar.g_02957
OG0000322	Praz.g_00859	Syar.g_02958
OG0000323	Praz.g_00850	Syar.g_02973
OG0000324	Praz.g_00824	Syar.g_00350, Syar.g_03001
OG0000325	Praz.g_00334	Syar.g_03291, Syar.g_00148
OG0000326	Praz.g_00328	Syar.g_00139, Syar.g_03134
OG0000327	Praz.g_00304	Syar.g_01029
OG0000328	Praz.g_00303	Syar.g_01030
OG0000329	Praz.g_00286	Syar.g_03189, Syar.g_01048
OG0000330	Praz.g_00285	Syar.g_01049
OG0000331	Praz.g_00284	Syar.g_03191, Syar.g_01050
OG0000332	Praz.g_00270	Syar.g_01064, Syar.g_03299
OG0000333	Praz.g_00268	Syar.g_01067
OG0000334	Praz.g_00260	Syar.g_01076
OG0000335	Praz.g_00255	Syar.g_01080
OG0000336	Praz.g_00251	Syar.g_01084
OG0000337	Praz.g_00234	Syar.g_00285
OG0000338	Praz.g_00233	Syar.g_03225, Syar.g_00287
OG0000339	Praz.g_00229	Syar.g_00658
OG0000340	Praz.g_00221	Syar.g_00247
OG0000341	Praz.g_00219	Syar.g_00249
OG0000342	Praz.g_00218	Syar.g_00250
OG0000343	Praz.g_00217	Syar.g_00256
OG0000344	Praz.g_00214	Syar.g_00260
OG0000345	Praz.g_00209	Syar.g_00612
OG0000346	Praz.g_00204	Syar.g_00607
OG0000347	Praz.g_00188	Syar.g_00558
OG0000348	Praz.g_00178	Syar.g_00544
OG0000349	Praz.g_00161	Syar.g_00521
OG0000350	Praz.g_00142	Syar.g_00132
OG0000351	Praz.g_00125	Syar.g_00442
OG0000352	Praz.g_00124	Syar.g_00443
OG0000353	Praz.g_00364	Syar.g_00469
OG0000355	Praz.g_00366	Syar.g_00471
OG0000356	Praz.g_00367	Syar.g_00472
OG0000357	Praz.g_00368	Syar.g_00473
OG0000358	Praz.g_00372	Syar.g_00477
OG0000359	Praz.g_00373	Syar.g_00479
OG0000360	Praz.g_00374	Syar.g_00480
OG0000361	Praz.g_00375	Syar.g_00481
OG0000362	Praz.g_00377	Syar.g_00483
OG0000363	Praz.g_00379	Syar.g_00484
OG0000364	Praz.g_00380	Syar.g_02928
OG0000365	Praz.g_00385	Syar.g_00493
OG0000366	Praz.g_00386	Syar.g_00494
OG0000367	Praz.g_00387	Syar.g_03262, Syar.g_00495
OG0000368	Praz.g_00389	Syar.g_00497
OG0000369	Praz.g_00390	Syar.g_00498
OG0000370	Praz.g_00391	Syar.g_00499
OG0000371	Praz.g_00397	Syar.g_00508
OG0000372	Praz.g_00400	Syar.g_00514
OG0000373	Praz.g_00401	Syar.g_00515
OG0000374	Praz.g_00402	Syar.g_00516
OG0000375	Praz.g_00406	Syar.g_00517
OG0000376	Praz.g_00408	Syar.g_00519
OG0000377	Praz.g_00411	Syar.g_00322
OG0000378	Praz.g_00413	Syar.g_00905
OG0000379	Praz.g_00416	Syar.g_00910
OG0000380	Praz.g_00426	Syar.g_03039
OG0000381	Praz.g_00430	Syar.g_03041
OG0000382	Praz.g_00441	Syar.g_03057
OG0000383	Praz.g_00443	Syar.g_03074
OG0000384	Praz.g_00444	Syar.g_03075
OG0000385	Praz.g_00445	Syar.g_03076
OG0000386	Praz.g_00446	Syar.g_03077
OG0000387	Praz.g_00459	Syar.g_03109
OG0000388	Praz.g_00462	Syar.g_03148, Syar.g_03113
OG0000389	Praz.g_00466	Syar.g_03118
OG0000390	Praz.g_00473	Syar.g_00033
OG0000391	Praz.g_00476	Syar.g_00038
OG0000392	Praz.g_00480	Syar.g_00045
OG0000393	Praz.g_00482	Syar.g_00048
OG0000394	Praz.g_00483	Syar.g_00049
OG0000395	Praz.g_00484	Syar.g_00050
OG0000396	Praz.g_00487	Syar.g_00053
OG0000397	Praz.g_00489	Syar.g_00055
OG0000398	Praz.g_00491	Syar.g_00060
OG0000399	Praz.g_00492	Syar.g_00061
OG0000400	Praz.g_00493	Syar.g_00062
OG0000401	Praz.g_00494	Syar.g_00063
OG0000402	Praz.g_00496	Syar.g_00065
OG0000403	Praz.g_00497	Syar.g_00066
OG0000404	Praz.g_00498	Syar.g_00067
OG0000405	Praz.g_00502	Syar.g_00076
OG0000406	Praz.g_00507	Syar.g_00080
OG0000407	Praz.g_00508	Syar.g_00081
OG0000408	Praz.g_00510	Syar.g_00083
OG0000409	Praz.g_00512	Syar.g_00085
OG0000410	Praz.g_00513	Syar.g_00086
OG0000411	Praz.g_00514	Syar.g_00087
OG0000412	Praz.g_00515	Syar.g_00088
OG0000413	Praz.g_00516	Syar.g_00090
OG0000414	Praz.g_00517	Syar.g_00091, Syar.g_03179
OG0000415	Praz.g_00518	Syar.g_00092
OG0000416	Praz.g_00519	Syar.g_00093
OG0000417	Praz.g_00520	Syar.g_00095
OG0000418	Praz.g_00525	Syar.g_00100
OG0000419	Praz.g_00527	Syar.g_00102
OG0000420	Praz.g_00528	Syar.g_00104
OG0000421	Praz.g_00533	Syar.g_00109
OG0000422	Praz.g_00534	Syar.g_00110
OG0000423	Praz.g_00535	Syar.g_00111
OG0000424	Praz.g_00536	Syar.g_00112
OG0000425	Praz.g_00537	Syar.g_00113
OG0000426	Praz.g_00538	Syar.g_00114
OG0000427	Praz.g_00539	Syar.g_00115
OG0000428	Praz.g_00541	Syar.g_00118
OG0000429	Praz.g_00542	Syar.g_00121
OG0000430	Praz.g_00543	Syar.g_00123
OG0000431	Praz.g_00545	Syar.g_00127
OG0000432	Praz.g_00548	Syar.g_01009
OG0000433	Praz.g_00549	Syar.g_01007
OG0000434	Praz.g_00550	Syar.g_01006
OG0000435	Praz.g_00551	Syar.g_01003
OG0000436	Praz.g_00556	Syar.g_00994
OG0000437	Praz.g_00557	Syar.g_00993
OG0000438	Praz.g_00558	Syar.g_00992
OG0000439	Praz.g_00560	Syar.g_00990
OG0000440	Praz.g_00561	Syar.g_00989
OG0000441	Praz.g_00564	Syar.g_00986
OG0000442	Praz.g_00565	Syar.g_00977
OG0000443	Praz.g_00566	Syar.g_00964
OG0000444	Praz.g_00571	Syar.g_00954
OG0000445	Praz.g_00572	Syar.g_00953
OG0000446	Praz.g_00573	Syar.g_00951
OG0000447	Praz.g_00574	Syar.g_00948
OG0000448	Praz.g_00575	Syar.g_00947
OG0000449	Praz.g_00576	Syar.g_00946
OG0000450	Praz.g_00577	Syar.g_00939
OG0000451	Praz.g_00578	Syar.g_00938
OG0000452	Praz.g_00581	Syar.g_00934
OG0000453	Praz.g_00582	Syar.g_00933
OG0000454	Praz.g_00583	Syar.g_00932
OG0000455	Praz.g_00584	Syar.g_00931
OG0000456	Praz.g_00585	Syar.g_00930
OG0000457	Praz.g_00586	Syar.g_00928
OG0000458	Praz.g_00587	Syar.g_00918
OG0000459	Praz.g_00588	Syar.g_00917
OG0000460	Praz.g_00595	Syar.g_03024
OG0000461	Praz.g_00602	Syar.g_00153
OG0000462	Praz.g_00604	Syar.g_00155
OG0000463	Praz.g_00605	Syar.g_00156
OG0000464	Praz.g_00606	Syar.g_00157
OG0000465	Praz.g_00607	Syar.g_00159
OG0000466	Praz.g_00610	Syar.g_00164
OG0000467	Praz.g_00611	Syar.g_00165
OG0000468	Praz.g_00613	Syar.g_00170
OG0000469	Praz.g_00621	Syar.g_00203
OG0000470	Praz.g_00623	Syar.g_00206
OG0000471	Praz.g_00624	Syar.g_00207
OG0000472	Praz.g_00625	Syar.g_00208
OG0000473	Praz.g_00627	Syar.g_00210
OG0000474	Praz.g_00628	Syar.g_00211
OG0000475	Praz.g_00629	Syar.g_00212
OG0000476	Praz.g_00630	Syar.g_00214
OG0000477	Praz.g_00633	Syar.g_00219
OG0000478	Praz.g_00634	Syar.g_00220
OG0000479	Praz.g_00635	Syar.g_00221
OG0000480	Praz.g_00640	Syar.g_00228
OG0000481	Praz.g_00642	Syar.g_00230
OG0000482	Praz.g_00643	Syar.g_00231
OG0000483	Praz.g_00646	Syar.g_00235
OG0000484	Praz.g_00647	Syar.g_00236
OG0000485	Praz.g_00648	Syar.g_00237
OG0000486	Praz.g_00649	Syar.g_00238, Syar.g_00024
OG0000487	Praz.g_00652	Syar.g_00245
OG0000488	Praz.g_00655	Syar.g_00853
OG0000489	Praz.g_00660	Syar.g_00833
OG0000490	Praz.g_00665	Syar.g_00823
OG0000491	Praz.g_00666	Syar.g_00822
OG0000492	Praz.g_00668	Syar.g_00727
OG0000493	Praz.g_00669	Syar.g_00726
OG0000494	Praz.g_00670	Syar.g_00725
OG0000495	Praz.g_00671	Syar.g_00724
OG0000496	Praz.g_00672	Syar.g_00723
OG0000497	Praz.g_00673	Syar.g_00722
OG0000498	Praz.g_00674	Syar.g_00721
OG0000499	Praz.g_00675	Syar.g_00720
OG0000500	Praz.g_00676	Syar.g_00719
OG0000501	Praz.g_00678	Syar.g_00716
OG0000502	Praz.g_00681	Syar.g_00275
OG0000503	Praz.g_01931	Syar.g_01118
OG0000504	Praz.g_01932	Syar.g_01120
OG0000505	Praz.g_01933	Syar.g_01121
OG0000506	Praz.g_01935	Syar.g_01123
OG0000507	Praz.g_00343	Syar.g_01129
OG0000508	Praz.g_00347	Syar.g_01141
OG0000509	Praz.g_00349	Syar.g_01143
OG0000510	Praz.g_00350	Syar.g_01144
OG0000511	Praz.g_00351	Syar.g_01145
OG0000512	Praz.g_00353	Syar.g_01147
OG0000513	Praz.g_00816	Syar.g_01166
OG0000514	Praz.g_01897	Syar.g_01169
OG0000515	Praz.g_01896	Syar.g_01170
OG0000516	Praz.g_01895	Syar.g_01172
OG0000517	Praz.g_01893	Syar.g_01176
OG0000518	Praz.g_01882	Syar.g_02868
OG0000519	Praz.g_01881	Syar.g_02867
OG0000520	Praz.g_01880	Syar.g_02866
OG0000521	Praz.g_01875	Syar.g_01419
OG0000522	Praz.g_01873	Syar.g_01421
OG0000523	Praz.g_01872	Syar.g_01422
OG0000524	Praz.g_01867	Syar.g_01244
OG0000525	Praz.g_01864	Syar.g_01263
OG0000526	Praz.g_01863	Syar.g_01266
OG0000527	Praz.g_01855	Syar.g_01271
OG0000528	Praz.g_01850	Syar.g_01466
OG0000529	Praz.g_01847	Syar.g_01470
OG0000530	Praz.g_01844	Syar.g_01473
OG0000531	Praz.g_01843	Syar.g_01474
OG0000532	Praz.g_01841	Syar.g_01477
OG0000533	Praz.g_01840	Syar.g_01479
OG0000534	Praz.g_01839	Syar.g_01480
OG0000535	Praz.g_01838	Syar.g_01481
OG0000536	Praz.g_01837	Syar.g_01482
OG0000537	Praz.g_01836	Syar.g_01483
OG0000538	Praz.g_01828	Syar.g_01496
OG0000539	Praz.g_01827	Syar.g_01497
OG0000540	Praz.g_01826	Syar.g_01498
OG0000541	Praz.g_01825	Syar.g_01499
OG0000542	Praz.g_01823	Syar.g_01502
OG0000543	Praz.g_01821	Syar.g_01504
OG0000544	Praz.g_01820	Syar.g_01505
OG0000545	Praz.g_01818	Syar.g_01507
OG0000546	Praz.g_01815	Syar.g_01509
OG0000547	Praz.g_01813	Syar.g_01511
OG0000548	Praz.g_01812	Syar.g_01512
OG0000549	Praz.g_01810	Syar.g_02693
OG0000550	Praz.g_01805	Syar.g_02689
OG0000551	Praz.g_01801	Syar.g_02684
OG0000552	Praz.g_01800	Syar.g_02683
OG0000553	Praz.g_01799	Syar.g_02679
OG0000554	Praz.g_01794	Syar.g_02352
OG0000555	Praz.g_01786	Syar.g_02336
OG0000556	Praz.g_01784	Syar.g_02332
OG0000557	Praz.g_01783	Syar.g_02328
OG0000558	Praz.g_01781	Syar.g_02326
OG0000559	Praz.g_01777	Syar.g_02322
OG0000560	Praz.g_01774	Syar.g_02320
OG0000561	Praz.g_01773	Syar.g_02319
OG0000562	Praz.g_01772	Syar.g_02318
OG0000563	Praz.g_01771	Syar.g_02317
OG0000564	Praz.g_01770	Syar.g_02316
OG0000565	Praz.g_01767	Syar.g_02312
OG0000566	Praz.g_01765	Syar.g_02308
OG0000567	Praz.g_01761	Syar.g_02304
OG0000568	Praz.g_01760	Syar.g_02302
OG0000569	Praz.g_01759	Syar.g_02301
OG0000570	Praz.g_01758	Syar.g_02300
OG0000571	Praz.g_01756	Syar.g_02298
OG0000572	Praz.g_01743	Syar.g_02201
OG0000573	Praz.g_01738	Syar.g_02191
OG0000574	Praz.g_01737	Syar.g_02190
