Orthogroup	Praz	Prbg
OG0000094	Praz.g_01296	Prbg.g_01336
OG0000095	Praz.g_00066	Prbg.g_01234
OG0000096	Praz.g_00045, Praz.g_01215	Prbg.g_00032
OG0000097	Praz.g_00713	Prbg.g_01440
OG0000098	Praz.g_01157	Prbg.g_00505
OG0000099	Praz.g_01098	Prbg.g_00552
OG0000100	Praz.g_00967	Prbg.g_00670
OG0000101	Praz.g_00263	Prbg.g_01785
OG0000102	Praz.g_00200	Prbg.g_01852
OG0000103	Praz.g_00120	Prbg.g_01937
OG0000104	Praz.g_00361	Prbg.g_00763
OG0000105	Praz.g_00632	Prbg.g_00053
OG0000106	Praz.g_00804	Prbg.g_00388
OG0000107	Praz.g_00788	Prbg.g_01714
OG0000108	Praz.g_01848	Prbg.g_00199
OG0000109	Praz.g_01834	Prbg.g_00213
OG0000110	Praz.g_01754	Prbg.g_00293
OG0000111	Praz.g_01631	Prbg.g_01144
OG0000112	Praz.g_01547	Prbg.g_00366
OG0000113	Praz.g_01490	Prbg.g_01182
OG0000114	Praz.g_01408	Prbg.g_01084
OG0000115	Praz.g_00054	Prbg.g_01555
OG0000116	Praz.g_00002	Prbg.g_01497
OG0000117	Praz.g_01237	Prbg.g_01459
OG0000118	Praz.g_01168	Prbg.g_00490
OG0000119	Praz.g_01143	Prbg.g_01540, Prbg.g_00688
OG0000120	Praz.g_01118	Prbg.g_00549
OG0000121	Praz.g_01039	Prbg.g_00593
OG0000122	Praz.g_01001	Prbg.g_00448, Prbg.g_00634
OG0000123	Praz.g_00256	Prbg.g_01792
OG0000124	Praz.g_00189	Prbg.g_01864
OG0000125	Praz.g_00152	Prbg.g_01900
OG0000126	Praz.g_00360	Prbg.g_00762
OG0000128	Praz.g_00376	Prbg.g_00778
OG0000129	Praz.g_00410	Prbg.g_00829
OG0000130	Praz.g_00429	Prbg.g_00800
OG0000131	Praz.g_00505	Prbg.g_00922
OG0000132	Praz.g_00524	Prbg.g_00942
OG0000133	Praz.g_00679	Prbg.g_00100
OG0000134	Praz.g_00817	Prbg.g_00139
OG0000135	Praz.g_00791	Prbg.g_00459
OG0000136	Praz.g_01887	Prbg.g_00161
OG0000137	Praz.g_01853	Prbg.g_00194
OG0000138	Praz.g_01833	Prbg.g_00214
OG0000139	Praz.g_01791	Prbg.g_00254
OG0000140	Praz.g_01790	Prbg.g_00255
OG0000141	Praz.g_01723	Prbg.g_00327
OG0000142	Praz.g_01695	Prbg.g_01422
OG0000143	Praz.g_01691	Prbg.g_01418
OG0000144	Praz.g_01678	Prbg.g_01404
OG0000145	Praz.g_01554	Prbg.g_00461
OG0000146	Praz.g_01546	Prbg.g_00365
OG0000147	Praz.g_01545	Prbg.g_00364
OG0000148	Praz.g_01496	Prbg.g_01176
OG0000149	Praz.g_01465	Prbg.g_01208
OG0000150	Praz.g_01457	Prbg.g_01218
OG0000151	Praz.g_01398	Prbg.g_01094
OG0000152	Praz.g_01350	Prbg.g_01287
OG0000153	Praz.g_01331	Prbg.g_01306
OG0000154	Praz.g_01303	Prbg.g_01326
OG0000155	Praz.g_00734	Prbg.g_01465
OG0000156	Praz.g_01191	Prbg.g_00466
OG0000157	Praz.g_01190	Prbg.g_00467
OG0000158	Praz.g_01097	Prbg.g_01829
OG0000159	Praz.g_01095	Prbg.g_00809
OG0000160	Praz.g_01040	Prbg.g_00592
OG0000161	Praz.g_01034	Prbg.g_00598
OG0000162	Praz.g_01028	Prbg.g_00604
OG0000163	Praz.g_00994	Prbg.g_00643
OG0000164	Praz.g_00853	Prbg.g_01674
OG0000165	Praz.g_00846	Prbg.g_01681
OG0000166	Praz.g_00299	Prbg.g_01748
OG0000167	Praz.g_00232	Prbg.g_01819
OG0000168	Praz.g_00222	Prbg.g_01830
OG0000169	Praz.g_00212	Prbg.g_01840
OG0000170	Praz.g_00210	Prbg.g_01843
OG0000171	Praz.g_00190	Prbg.g_01863
OG0000172	Praz.g_00181	Prbg.g_01870
OG0000173	Praz.g_00166	Prbg.g_01885
OG0000174	Praz.g_00138	Prbg.g_01915
OG0000175	Praz.g_00128	Prbg.g_01928
OG0000176	Praz.g_00369	Prbg.g_00771
OG0000177	Praz.g_00370	Prbg.g_00772
OG0000178	Praz.g_00371	Prbg.g_00773
OG0000179	Praz.g_00381	Prbg.g_00858
OG0000180	Praz.g_00382	Prbg.g_00857
OG0000181	Praz.g_00383	Prbg.g_00856
OG0000182	Praz.g_00384	Prbg.g_00855
OG0000183	Praz.g_00388	Prbg.g_00851
OG0000184	Praz.g_00412	Prbg.g_00825
OG0000185	Praz.g_00415	Prbg.g_00822
OG0000186	Praz.g_00424	Prbg.g_00806
OG0000187	Praz.g_00425	Prbg.g_00805
OG0000188	Praz.g_00442	Prbg.g_00788
OG0000189	Praz.g_00456	Prbg.g_00866
OG0000190	Praz.g_00457	Prbg.g_00868
OG0000191	Praz.g_00477	Prbg.g_00891
OG0000192	Praz.g_00481	Prbg.g_00896
OG0000193	Praz.g_00506	Prbg.g_00923
OG0000194	Praz.g_00509	Prbg.g_00926
OG0000195	Praz.g_00511	Prbg.g_00928
OG0000196	Praz.g_00521	Prbg.g_00939
OG0000197	Praz.g_00522	Prbg.g_00940
OG0000198	Praz.g_00523	Prbg.g_00941
OG0000199	Praz.g_00530	Prbg.g_00948
OG0000200	Praz.g_00544	Prbg.g_00962
OG0000201	Praz.g_00552	Prbg.g_00971
OG0000202	Praz.g_00553	Prbg.g_00972
OG0000203	Praz.g_00554	Prbg.g_00973
OG0000204	Praz.g_00555	Prbg.g_00974
OG0000205	Praz.g_00562	Prbg.g_00981
OG0000206	Praz.g_00567	Prbg.g_00986
OG0000207	Praz.g_00569	Prbg.g_00989
OG0000208	Praz.g_00570	Prbg.g_00990
OG0000209	Praz.g_00579	Prbg.g_00999
OG0000210	Praz.g_00580	Prbg.g_01000
OG0000211	Praz.g_00593	Prbg.g_01015
OG0000212	Praz.g_00600	Prbg.g_01023
OG0000213	Praz.g_00617	Prbg.g_01041
OG0000214	Praz.g_00626	Prbg.g_00046
OG0000215	Praz.g_00650	Prbg.g_00073
OG0000216	Praz.g_00651	Prbg.g_00074
OG0000217	Praz.g_00654	Prbg.g_00077
OG0000218	Praz.g_00656	Prbg.g_00079
OG0000219	Praz.g_00657	Prbg.g_00080
OG0000220	Praz.g_00658	Prbg.g_00081
OG0000221	Praz.g_00659	Prbg.g_00082
OG0000222	Praz.g_00667	Prbg.g_00089
OG0000223	Praz.g_00680	Prbg.g_00101
OG0000224	Praz.g_00682	Prbg.g_00103
OG0000225	Praz.g_00348	Prbg.g_00129
OG0000226	Praz.g_00352	Prbg.g_01941
OG0000227	Praz.g_00354	Prbg.g_01943
OG0000228	Praz.g_00819	Prbg.g_00136
OG0000229	Praz.g_01892	Prbg.g_00156
OG0000230	Praz.g_01890	Prbg.g_00158
OG0000231	Praz.g_01879	Prbg.g_00169
OG0000232	Praz.g_01870	Prbg.g_00180
OG0000233	Praz.g_01865	Prbg.g_00186
OG0000234	Praz.g_01852	Prbg.g_00195
OG0000235	Praz.g_01849	Prbg.g_00198
OG0000236	Praz.g_01835	Prbg.g_00212
OG0000237	Praz.g_01822	Prbg.g_00225
OG0000238	Praz.g_01816	Prbg.g_00231
OG0000239	Praz.g_01803	Prbg.g_00242
OG0000240	Praz.g_01802	Prbg.g_00243
OG0000241	Praz.g_01798	Prbg.g_00247
OG0000242	Praz.g_01796	Prbg.g_00249
OG0000243	Praz.g_01785	Prbg.g_00260
OG0000244	Praz.g_01782	Prbg.g_00264
OG0000245	Praz.g_01780	Prbg.g_00266
OG0000246	Praz.g_01776	Prbg.g_00270
OG0000247	Praz.g_01766	Prbg.g_00280
OG0000248	Praz.g_01764	Prbg.g_00283
OG0000249	Praz.g_01762	Prbg.g_00285
OG0000250	Praz.g_01757	Prbg.g_00290
OG0000251	Praz.g_01739	Prbg.g_00310
OG0000252	Praz.g_01736	Prbg.g_00313
OG0000253	Praz.g_01735	Prbg.g_00314
OG0000254	Praz.g_01719	Prbg.g_00331
OG0000255	Praz.g_01713	Prbg.g_00337
OG0000256	Praz.g_01703	Prbg.g_00347
OG0000257	Praz.g_01700	Prbg.g_01427
OG0000258	Praz.g_01687	Prbg.g_01413
OG0000259	Praz.g_01670	Prbg.g_01396
OG0000260	Praz.g_01667	Prbg.g_01393
OG0000261	Praz.g_01665	Prbg.g_01390
OG0000262	Praz.g_01661	Prbg.g_01386
OG0000263	Praz.g_01649	Prbg.g_01122
OG0000264	Praz.g_01639	Prbg.g_01133
OG0000265	Praz.g_01607	Prbg.g_01151
OG0000266	Praz.g_01597	Prbg.g_01367
OG0000267	Praz.g_01586	Prbg.g_01355
OG0000268	Praz.g_01585	Prbg.g_01354
OG0000269	Praz.g_01517	Prbg.g_01154
OG0000270	Praz.g_01514	Prbg.g_01157
OG0000271	Praz.g_01506	Prbg.g_01165
OG0000272	Praz.g_01505	Prbg.g_01166
OG0000273	Praz.g_01482	Prbg.g_01190
OG0000274	Praz.g_01481	Prbg.g_01191
OG0000275	Praz.g_01478	Prbg.g_01194
OG0000276	Praz.g_01473	Prbg.g_01200
OG0000277	Praz.g_01472	Prbg.g_01201
OG0000278	Praz.g_01469	Prbg.g_01204
OG0000279	Praz.g_01462	Prbg.g_01211
OG0000280	Praz.g_01461	Prbg.g_01212
OG0000281	Praz.g_01456	Prbg.g_01219
OG0000282	Praz.g_01406	Prbg.g_01086
OG0000283	Praz.g_01373	Prbg.g_01263
OG0000284	Praz.g_01368	Prbg.g_01268
OG0000285	Praz.g_01363	Prbg.g_01273
OG0000286	Praz.g_01351	Prbg.g_01286
OG0000287	Praz.g_01334	Prbg.g_01552
OG0000288	Praz.g_01304	Prbg.g_01325
OG0000289	Praz.g_01292	Prbg.g_01341
OG0000290	Praz.g_01279, Praz.g_00063	Prbg.g_01237
OG0000291	Praz.g_00065	Prbg.g_01235
OG0000292	Praz.g_00114	Prbg.g_01531
OG0000293	Praz.g_00001	Prbg.g_01496
OG0000294	Praz.g_00763	Prbg.g_01495
OG0000295	Praz.g_00742	Prbg.g_01472
OG0000296	Praz.g_00740	Prbg.g_01470
OG0000297	Praz.g_00732	Prbg.g_01461
OG0000298	Praz.g_00731	Prbg.g_01460
OG0000299	Praz.g_00714	Prbg.g_01441
OG0000300	Praz.g_00711	Prbg.g_01438
OG0000301	Praz.g_00710	Prbg.g_01437
OG0000302	Praz.g_00708	Prbg.g_01435
OG0000303	Praz.g_00701	Prbg.g_01429
OG0000304	Praz.g_00697	Prbg.g_00352
OG0000305	Praz.g_01147	Prbg.g_01529
OG0000306	Praz.g_01144	Prbg.g_01223
OG0000307	Praz.g_01130	Prbg.g_00538
OG0000308	Praz.g_01129	Prbg.g_00539
OG0000309	Praz.g_01125	Prbg.g_00543
OG0000310	Praz.g_01056	Prbg.g_00577
OG0000311	Praz.g_01054	Prbg.g_00579
OG0000312	Praz.g_01051	Prbg.g_00582
OG0000313	Praz.g_01037	Prbg.g_00595
OG0000314	Praz.g_01014	Prbg.g_00618
OG0000315	Praz.g_01004	Prbg.g_00628
OG0000316	Praz.g_00984	Prbg.g_00653
OG0000317	Praz.g_00879	Prbg.g_01647
OG0000318	Praz.g_00876	Prbg.g_01651
OG0000319	Praz.g_00863	Prbg.g_01664
OG0000320	Praz.g_00861	Prbg.g_01666
OG0000321	Praz.g_00860	Prbg.g_01667
OG0000322	Praz.g_00859	Prbg.g_01668
OG0000323	Praz.g_00850	Prbg.g_01677
OG0000324	Praz.g_00824	Prbg.g_01704
OG0000325	Praz.g_00334	Prbg.g_01715
OG0000326	Praz.g_00328	Prbg.g_01722
OG0000327	Praz.g_00304	Prbg.g_01743
OG0000328	Praz.g_00303	Prbg.g_01744
OG0000329	Praz.g_00286	Prbg.g_01761
OG0000330	Praz.g_00285	Prbg.g_01762
OG0000331	Praz.g_00284	Prbg.g_01763
OG0000332	Praz.g_00270	Prbg.g_01777
OG0000333	Praz.g_00268	Prbg.g_01779
OG0000334	Praz.g_00260	Prbg.g_01788
OG0000335	Praz.g_00255	Prbg.g_01793
OG0000336	Praz.g_00251	Prbg.g_01797
OG0000337	Praz.g_00234	Prbg.g_01815
OG0000338	Praz.g_00233	Prbg.g_01816
OG0000339	Praz.g_00229	Prbg.g_01822
OG0000340	Praz.g_00221	Prbg.g_01831
OG0000341	Praz.g_00219	Prbg.g_01833
OG0000342	Praz.g_00218	Prbg.g_01834
OG0000343	Praz.g_00217	Prbg.g_01835
OG0000344	Praz.g_00214	Prbg.g_01838
OG0000345	Praz.g_00209	Prbg.g_01844
OG0000346	Praz.g_00204	Prbg.g_01848
OG0000347	Praz.g_00188	Prbg.g_01865
OG0000348	Praz.g_00178	Prbg.g_01873
OG0000349	Praz.g_00161	Prbg.g_01891
OG0000350	Praz.g_00142	Prbg.g_00419
OG0000351	Praz.g_00125	Prbg.g_01931
OG0000352	Praz.g_00124	Prbg.g_01932
OG0000353	Praz.g_00364	Prbg.g_00766
OG0000355	Praz.g_00366	Prbg.g_00768
OG0000356	Praz.g_00367	Prbg.g_00769
OG0000357	Praz.g_00368	Prbg.g_00770
OG0000358	Praz.g_00372	Prbg.g_00774
OG0000359	Praz.g_00373	Prbg.g_00775
OG0000360	Praz.g_00374	Prbg.g_00776
OG0000361	Praz.g_00375	Prbg.g_00777
OG0000362	Praz.g_00377	Prbg.g_00779
OG0000363	Praz.g_00379	Prbg.g_00860
OG0000364	Praz.g_00380	Prbg.g_00859
OG0000365	Praz.g_00385	Prbg.g_00854
OG0000366	Praz.g_00386	Prbg.g_00853
OG0000367	Praz.g_00387	Prbg.g_00852
OG0000368	Praz.g_00389	Prbg.g_00850
OG0000369	Praz.g_00390	Prbg.g_00849
OG0000370	Praz.g_00391	Prbg.g_00848
OG0000371	Praz.g_00397	Prbg.g_00841
OG0000372	Praz.g_00400	Prbg.g_00838
OG0000373	Praz.g_00401	Prbg.g_00837
OG0000374	Praz.g_00402	Prbg.g_00836
OG0000375	Praz.g_00406	Prbg.g_00834
OG0000376	Praz.g_00408	Prbg.g_00832
OG0000377	Praz.g_00411	Prbg.g_00828
OG0000378	Praz.g_00413	Prbg.g_00824
OG0000379	Praz.g_00416	Prbg.g_00821
OG0000380	Praz.g_00426	Prbg.g_00804
OG0000381	Praz.g_00430	Prbg.g_00799
OG0000382	Praz.g_00441	Prbg.g_00789
OG0000383	Praz.g_00443	Prbg.g_00787
OG0000384	Praz.g_00444	Prbg.g_00786
OG0000385	Praz.g_00445	Prbg.g_00785
OG0000386	Praz.g_00446	Prbg.g_00784
OG0000387	Praz.g_00459	Prbg.g_00870
OG0000388	Praz.g_00462	Prbg.g_00874
OG0000389	Praz.g_00466	Prbg.g_00877
OG0000390	Praz.g_00473	Prbg.g_00887
OG0000391	Praz.g_00476	Prbg.g_00890
OG0000392	Praz.g_00480	Prbg.g_00894
OG0000393	Praz.g_00482	Prbg.g_00897
OG0000394	Praz.g_00483	Prbg.g_00898
OG0000395	Praz.g_00484	Prbg.g_00899
OG0000396	Praz.g_00487	Prbg.g_00901
OG0000397	Praz.g_00489	Prbg.g_00903
OG0000398	Praz.g_00491	Prbg.g_00906
OG0000399	Praz.g_00492	Prbg.g_00907
OG0000400	Praz.g_00493	Prbg.g_00908
OG0000401	Praz.g_00494	Prbg.g_00909
OG0000402	Praz.g_00496	Prbg.g_01349
OG0000403	Praz.g_00497	Prbg.g_00911
OG0000404	Praz.g_00498	Prbg.g_00912
OG0000405	Praz.g_00502	Prbg.g_00916
OG0000406	Praz.g_00507	Prbg.g_00924
OG0000407	Praz.g_00508	Prbg.g_00925
OG0000408	Praz.g_00510	Prbg.g_00927
OG0000409	Praz.g_00512	Prbg.g_00929
OG0000410	Praz.g_00513	Prbg.g_00930
OG0000411	Praz.g_00514	Prbg.g_00931
OG0000412	Praz.g_00515	Prbg.g_00932
OG0000413	Praz.g_00516	Prbg.g_00934
OG0000414	Praz.g_00517	Prbg.g_00935
OG0000415	Praz.g_00518	Prbg.g_00936
OG0000416	Praz.g_00519	Prbg.g_00937
OG0000417	Praz.g_00520	Prbg.g_00938
OG0000418	Praz.g_00525	Prbg.g_00943
OG0000419	Praz.g_00527	Prbg.g_00945
OG0000420	Praz.g_00528	Prbg.g_00946
OG0000421	Praz.g_00533	Prbg.g_00951
OG0000422	Praz.g_00534	Prbg.g_00952
OG0000423	Praz.g_00535	Prbg.g_00953
OG0000424	Praz.g_00536	Prbg.g_00954
OG0000425	Praz.g_00537	Prbg.g_00955
OG0000426	Praz.g_00538	Prbg.g_00956
OG0000427	Praz.g_00539	Prbg.g_00957
OG0000428	Praz.g_00541	Prbg.g_00959
OG0000429	Praz.g_00542	Prbg.g_00960
OG0000430	Praz.g_00543	Prbg.g_00961
OG0000431	Praz.g_00545	Prbg.g_00963
OG0000432	Praz.g_00548	Prbg.g_00967
OG0000433	Praz.g_00549	Prbg.g_00968
OG0000434	Praz.g_00550	Prbg.g_00969
OG0000435	Praz.g_00551	Prbg.g_00970
OG0000436	Praz.g_00556	Prbg.g_00975
OG0000437	Praz.g_00557	Prbg.g_00976
OG0000438	Praz.g_00558	Prbg.g_00977
OG0000439	Praz.g_00560	Prbg.g_00979
OG0000440	Praz.g_00561	Prbg.g_00980
OG0000441	Praz.g_00564	Prbg.g_00983
OG0000442	Praz.g_00565	Prbg.g_00984
OG0000443	Praz.g_00566	Prbg.g_00985
OG0000444	Praz.g_00571	Prbg.g_00991
OG0000445	Praz.g_00572	Prbg.g_00992
OG0000446	Praz.g_00573	Prbg.g_00993
OG0000447	Praz.g_00574	Prbg.g_00994
OG0000448	Praz.g_00575	Prbg.g_00995
OG0000449	Praz.g_00576	Prbg.g_00996
OG0000450	Praz.g_00577	Prbg.g_00997
OG0000451	Praz.g_00578	Prbg.g_00998
OG0000452	Praz.g_00581	Prbg.g_01001
OG0000453	Praz.g_00582	Prbg.g_01002
OG0000454	Praz.g_00583	Prbg.g_01003
OG0000455	Praz.g_00584	Prbg.g_01004
OG0000456	Praz.g_00585	Prbg.g_01005
OG0000457	Praz.g_00586	Prbg.g_01007
OG0000458	Praz.g_00587	Prbg.g_01008
OG0000459	Praz.g_00588	Prbg.g_01009
OG0000460	Praz.g_00595	Prbg.g_01017
OG0000461	Praz.g_00602	Prbg.g_01025
OG0000462	Praz.g_00604	Prbg.g_01027
OG0000463	Praz.g_00605	Prbg.g_01028
OG0000464	Praz.g_00606	Prbg.g_01029
OG0000465	Praz.g_00607	Prbg.g_01030
OG0000466	Praz.g_00610	Prbg.g_01033
OG0000467	Praz.g_00611	Prbg.g_01034
OG0000468	Praz.g_00613	Prbg.g_01037
OG0000469	Praz.g_00621	Prbg.g_01045
OG0000470	Praz.g_00623	Prbg.g_00042
OG0000471	Praz.g_00624	Prbg.g_00043
OG0000472	Praz.g_00625	Prbg.g_00045
OG0000473	Praz.g_00627	Prbg.g_00047
OG0000474	Praz.g_00628	Prbg.g_00048
OG0000475	Praz.g_00629	Prbg.g_00049
OG0000476	Praz.g_00630	Prbg.g_00051
OG0000477	Praz.g_00633	Prbg.g_00054
OG0000478	Praz.g_00634	Prbg.g_00055
OG0000479	Praz.g_00635	Prbg.g_00056
OG0000480	Praz.g_00640	Prbg.g_00061
OG0000481	Praz.g_00642	Prbg.g_00064
OG0000482	Praz.g_00643	Prbg.g_00065
OG0000483	Praz.g_00646	Prbg.g_00068
OG0000484	Praz.g_00647	Prbg.g_00069
OG0000485	Praz.g_00648	Prbg.g_00071
OG0000486	Praz.g_00649	Prbg.g_00072
OG0000487	Praz.g_00652	Prbg.g_00075
OG0000488	Praz.g_00655	Prbg.g_00078
OG0000489	Praz.g_00660	Prbg.g_00083
OG0000490	Praz.g_00665	Prbg.g_00087
OG0000491	Praz.g_00666	Prbg.g_00088
OG0000492	Praz.g_00668	Prbg.g_00090
OG0000493	Praz.g_00669	Prbg.g_00091
OG0000494	Praz.g_00670	Prbg.g_00092
OG0000495	Praz.g_00671	Prbg.g_00093
OG0000496	Praz.g_00672	Prbg.g_00094
OG0000497	Praz.g_00673	Prbg.g_00095
OG0000498	Praz.g_00674	Prbg.g_00096
OG0000499	Praz.g_00675	Prbg.g_00097
OG0000500	Praz.g_00676	Prbg.g_00098
OG0000501	Praz.g_00678	Prbg.g_00099
OG0000502	Praz.g_00681	Prbg.g_00102
OG0000503	Praz.g_01931	Prbg.g_00117
OG0000504	Praz.g_01932	Prbg.g_00119
OG0000505	Praz.g_01933	Prbg.g_00120
OG0000506	Praz.g_01935	Prbg.g_00121
OG0000507	Praz.g_00343	Prbg.g_00124
OG0000508	Praz.g_00347	Prbg.g_00128
OG0000509	Praz.g_00349	Prbg.g_00130
OG0000510	Praz.g_00350	Prbg.g_00131
OG0000511	Praz.g_00351	Prbg.g_00132
OG0000512	Praz.g_00353	Prbg.g_01942
OG0000513	Praz.g_00816	Prbg.g_00140
OG0000514	Praz.g_01897	Prbg.g_00151
OG0000515	Praz.g_01896	Prbg.g_00152
OG0000516	Praz.g_01895	Prbg.g_00153
OG0000517	Praz.g_01893	Prbg.g_00155
OG0000518	Praz.g_01882	Prbg.g_00166
OG0000519	Praz.g_01881	Prbg.g_00167
OG0000520	Praz.g_01880	Prbg.g_00168
OG0000521	Praz.g_01875	Prbg.g_00176
OG0000522	Praz.g_01873	Prbg.g_00178
OG0000523	Praz.g_01872	Prbg.g_00179
OG0000524	Praz.g_01867	Prbg.g_00184
OG0000525	Praz.g_01864	Prbg.g_00188
OG0000526	Praz.g_01863	Prbg.g_00189
OG0000527	Praz.g_01855	Prbg.g_00192
OG0000528	Praz.g_01850	Prbg.g_00197
OG0000529	Praz.g_01847	Prbg.g_00200
OG0000530	Praz.g_01844	Prbg.g_00203
OG0000531	Praz.g_01843	Prbg.g_00204
OG0000532	Praz.g_01841	Prbg.g_00206
OG0000533	Praz.g_01840	Prbg.g_00207
OG0000534	Praz.g_01839	Prbg.g_00208
OG0000535	Praz.g_01838	Prbg.g_00209
OG0000536	Praz.g_01837	Prbg.g_00210
OG0000537	Praz.g_01836	Prbg.g_00211
OG0000538	Praz.g_01828	Prbg.g_00220
OG0000539	Praz.g_01827	Prbg.g_00221
OG0000540	Praz.g_01826	Prbg.g_00222
OG0000541	Praz.g_01825	Prbg.g_00223
OG0000542	Praz.g_01823	Prbg.g_00224
OG0000543	Praz.g_01821	Prbg.g_00226
OG0000544	Praz.g_01820	Prbg.g_00227
OG0000545	Praz.g_01818	Prbg.g_00229
OG0000546	Praz.g_01815	Prbg.g_00232
OG0000547	Praz.g_01813	Prbg.g_00234
OG0000548	Praz.g_01812	Prbg.g_00235
OG0000549	Praz.g_01810	Prbg.g_00237
OG0000550	Praz.g_01805	Prbg.g_00241
OG0000551	Praz.g_01801	Prbg.g_00244
OG0000552	Praz.g_01800	Prbg.g_00245
OG0000553	Praz.g_01799	Prbg.g_00246
OG0000554	Praz.g_01794	Prbg.g_00251
OG0000555	Praz.g_01786	Prbg.g_00259
OG0000556	Praz.g_01784	Prbg.g_00261
OG0000557	Praz.g_01783	Prbg.g_00262
OG0000558	Praz.g_01781	Prbg.g_00265
OG0000559	Praz.g_01777	Prbg.g_00269
OG0000560	Praz.g_01774	Prbg.g_00272
OG0000561	Praz.g_01773	Prbg.g_00273
