Orthogroup	Praz	Prab
OG0000042	Praz.g_00198	Prab.g_01864
OG0000043	Praz.g_01440	Prab.g_01100
OG0000044	Praz.g_00693	Prab.g_01648
OG0000045	Praz.g_00803	Prab.g_00360
OG0000047	Praz.g_00687	Prab.g_00318
OG0000048	Praz.g_00800	Prab.g_00363
OG0000049	Praz.g_00790	Prab.g_00372
OG0000049	Praz.g_01269	Prab.g_01613
OG0000049	Praz.g_00767	Prab.g_00971
OG0000050	Praz.g_00769	Prab.g_00394
OG0000050	Praz.g_00101	Prab.g_01130
OG0000051	Praz.g_01204	Prab.g_01304
OG0000052	Praz.g_01103	Prab.g_01423
OG0000053	Praz.g_01021	Prab.g_01486
OG0000054	Praz.g_01724	Prab.g_00610
OG0000055	Praz.g_01531	Prab.g_00821
OG0000057	Praz.g_01632	Prab.g_00703
OG0000058	Praz.g_01096	Prab.g_01393
OG0000059	Praz.g_00311	Prab.g_01754
OG0000061	Praz.g_00755	Prab.g_01219
OG0000062	Praz.g_00963	Prab.g_01544
OG0000063	Praz.g_00398	Prab.g_00033
OG0000065	Praz.g_00467	Prab.g_00098
OG0000066	Praz.g_01789	Prab.g_00543
OG0000067	Praz.g_01512	Prab.g_00840
OG0000068	Praz.g_01139	Prab.g_01360
OG0000069	Praz.g_00928	Prab.g_01585
OG0000070	Praz.g_01878	Prab.g_00456
OG0000071	Praz.g_01180	Prab.g_01637, Prab.g_01326
OG0000072	Praz.g_00531	Prab.g_00162
OG0000073	Praz.g_01829	Prab.g_00503
OG0000074	Praz.g_01648	Prab.g_00687
OG0000075	Praz.g_00230	Prab.g_01834
OG0000076	Praz.g_00205	Prab.g_01857
OG0000077	Praz.g_00438	Prab.g_00070
OG0000078	Praz.g_00599	Prab.g_00229
OG0000079	Praz.g_00612	Prab.g_00242
OG0000081	Praz.g_01797	Prab.g_00535
OG0000082	Praz.g_01744	Prab.g_00589
OG0000083	Praz.g_01201	Prab.g_01307
OG0000083	Praz.g_01583	Prab.g_00921
OG0000084	Praz.g_01045	Prab.g_01462
OG0000085	Praz.g_00884	Prab.g_01662
OG0000086	Praz.g_00448	Prab.g_00080
OG0000087	Praz.g_00499	Prab.g_00129
OG0000088	Praz.g_00526	Prab.g_00157
OG0000089	Praz.g_00818	Prab.g_00343
OG0000090	Praz.g_01795	Prab.g_00537
OG0000091	Praz.g_01688	Prab.g_00647
OG0000092	Praz.g_01403	Prab.g_01063
OG0000093	Praz.g_01382	Prab.g_01042
OG0000094	Praz.g_01296	Prab.g_00948
OG0000095	Praz.g_00066	Prab.g_01299, Prab.g_00929
OG0000096	Praz.g_00045	Prab.g_01165
OG0000097	Praz.g_00713	Prab.g_01260
OG0000098	Praz.g_01157	Prab.g_01346
OG0000099	Praz.g_01098	Prab.g_01394
OG0000100	Praz.g_00967	Prab.g_01540
OG0000101	Praz.g_00263	Prab.g_01802
OG0000102	Praz.g_00200	Prab.g_01862
OG0000103	Praz.g_00120	Prab.g_01942
OG0000104	Praz.g_00361	Prab.g_01951
OG0000105	Praz.g_00632	Prab.g_00262
OG0000106	Praz.g_00804	Prab.g_00359
OG0000107	Praz.g_00788	Prab.g_00375
OG0000108	Praz.g_01848	Prab.g_00484
OG0000109	Praz.g_01834	Prab.g_00498
OG0000110	Praz.g_01754	Prab.g_00579
OG0000111	Praz.g_01631	Prab.g_00704
OG0000112	Praz.g_01547	Prab.g_00804
OG0000113	Praz.g_01490	Prab.g_00862
OG0000114	Praz.g_01408	Prab.g_01068
OG0000115	Praz.g_00054	Prab.g_01156
OG0000116	Praz.g_00002	Prab.g_01209
OG0000117	Praz.g_01237	Prab.g_00717
OG0000118	Praz.g_01168	Prab.g_01338
OG0000119	Praz.g_01143	Prab.g_01356
OG0000120	Praz.g_01118	Prab.g_01447
OG0000121	Praz.g_01039	Prab.g_01468
OG0000122	Praz.g_01001	Prab.g_01506
OG0000123	Praz.g_00256	Prab.g_01809
OG0000124	Praz.g_00189	Prab.g_01873
OG0000125	Praz.g_00152	Prab.g_01910
OG0000126	Praz.g_00360	Prab.g_01950
OG0000128	Praz.g_00376	Prab.g_00011
OG0000129	Praz.g_00410	Prab.g_00043
OG0000130	Praz.g_00429	Prab.g_00061
OG0000131	Praz.g_00505	Prab.g_00136
OG0000132	Praz.g_00524	Prab.g_00155
OG0000133	Praz.g_00679	Prab.g_00310
OG0000134	Praz.g_00817	Prab.g_00344
OG0000135	Praz.g_00791	Prab.g_00371
OG0000136	Praz.g_01887	Prab.g_00444
OG0000137	Praz.g_01853	Prab.g_00479
OG0000138	Praz.g_01833	Prab.g_00499
OG0000139	Praz.g_01791	Prab.g_00541
OG0000140	Praz.g_01790	Prab.g_00542
OG0000141	Praz.g_01723	Prab.g_00611
OG0000142	Praz.g_01695	Prab.g_00640
OG0000143	Praz.g_01691	Prab.g_00644
OG0000144	Praz.g_01678	Prab.g_00657
OG0000145	Praz.g_01554	Prab.g_00783
OG0000146	Praz.g_01546	Prab.g_00805
OG0000147	Praz.g_01545	Prab.g_00806
OG0000148	Praz.g_01496	Prab.g_00856
OG0000149	Praz.g_01465	Prab.g_00886
OG0000150	Praz.g_01457	Prab.g_00894
OG0000151	Praz.g_01398	Prab.g_01058
OG0000152	Praz.g_01350	Prab.g_01010
OG0000153	Praz.g_01331	Prab.g_00991
OG0000154	Praz.g_01303	Prab.g_00955
OG0000155	Praz.g_00734	Prab.g_01239
OG0000156	Praz.g_01191	Prab.g_01315
OG0000157	Praz.g_01190	Prab.g_01316
OG0000158	Praz.g_01097	Prab.g_01379
OG0000159	Praz.g_01095	Prab.g_01392
OG0000160	Praz.g_01040	Prab.g_01467
OG0000161	Praz.g_01034	Prab.g_01473
OG0000162	Praz.g_01028	Prab.g_01479
OG0000163	Praz.g_00994	Prab.g_01513
OG0000164	Praz.g_00853	Prab.g_01693
OG0000165	Praz.g_00846	Prab.g_01700
OG0000166	Praz.g_00299	Prab.g_01766
OG0000167	Praz.g_00232	Prab.g_01832
OG0000168	Praz.g_00222	Prab.g_01841
OG0000169	Praz.g_00212	Prab.g_01851
OG0000170	Praz.g_00210	Prab.g_01853
OG0000171	Praz.g_00190	Prab.g_01872
OG0000172	Praz.g_00181	Prab.g_01881
OG0000173	Praz.g_00166	Prab.g_01896
OG0000174	Praz.g_00138	Prab.g_01924
OG0000175	Praz.g_00128	Prab.g_01934
OG0000176	Praz.g_00369	Prab.g_00004
OG0000177	Praz.g_00370	Prab.g_00005
OG0000178	Praz.g_00371	Prab.g_00006
OG0000179	Praz.g_00381	Prab.g_00016
OG0000180	Praz.g_00382	Prab.g_00017
OG0000181	Praz.g_00383	Prab.g_00018
OG0000182	Praz.g_00384	Prab.g_00019
OG0000183	Praz.g_00388	Prab.g_00023
OG0000184	Praz.g_00412	Prab.g_00045
OG0000185	Praz.g_00415	Prab.g_00048
OG0000186	Praz.g_00424	Prab.g_00056
OG0000187	Praz.g_00425	Prab.g_00057
OG0000188	Praz.g_00442	Prab.g_00074
OG0000189	Praz.g_00456	Prab.g_00087
OG0000190	Praz.g_00457	Prab.g_00088
OG0000191	Praz.g_00477	Prab.g_00108
OG0000192	Praz.g_00481	Prab.g_00112
OG0000193	Praz.g_00506	Prab.g_00137
OG0000194	Praz.g_00509	Prab.g_00140
OG0000195	Praz.g_00511	Prab.g_00142
OG0000196	Praz.g_00521	Prab.g_00152
OG0000197	Praz.g_00522	Prab.g_00153
OG0000198	Praz.g_00523	Prab.g_00154
OG0000199	Praz.g_00530	Prab.g_00161
OG0000200	Praz.g_00544	Prab.g_00175
OG0000201	Praz.g_00552	Prab.g_00183
OG0000202	Praz.g_00553	Prab.g_00184
OG0000203	Praz.g_00554	Prab.g_00185
OG0000204	Praz.g_00555	Prab.g_00186
OG0000205	Praz.g_00562	Prab.g_00193
OG0000206	Praz.g_00567	Prab.g_00198
OG0000207	Praz.g_00569	Prab.g_00200
OG0000208	Praz.g_00570	Prab.g_00201
OG0000209	Praz.g_00579	Prab.g_00210
OG0000210	Praz.g_00580	Prab.g_00211
OG0000211	Praz.g_00593	Prab.g_00224
OG0000212	Praz.g_00600	Prab.g_00230
OG0000213	Praz.g_00617	Prab.g_00247
OG0000214	Praz.g_00626	Prab.g_00256
OG0000215	Praz.g_00650	Prab.g_00280
OG0000216	Praz.g_00651	Prab.g_00282
OG0000217	Praz.g_00654	Prab.g_00285
OG0000218	Praz.g_00656	Prab.g_00287
OG0000219	Praz.g_00657	Prab.g_00288
OG0000220	Praz.g_00658	Prab.g_00289
OG0000221	Praz.g_00659	Prab.g_00290
OG0000222	Praz.g_00667	Prab.g_00298
OG0000223	Praz.g_00680	Prab.g_00311
OG0000224	Praz.g_00682	Prab.g_00313
OG0000225	Praz.g_00348	Prab.g_00333
OG0000226	Praz.g_00352	Prab.g_00337
OG0000227	Praz.g_00354	Prab.g_00339
OG0000228	Praz.g_00819	Prab.g_00342
OG0000229	Praz.g_01892	Prab.g_00439
OG0000230	Praz.g_01890	Prab.g_00441
OG0000231	Praz.g_01879	Prab.g_00455
OG0000232	Praz.g_01870	Prab.g_00463
OG0000233	Praz.g_01865	Prab.g_00468
OG0000234	Praz.g_01852	Prab.g_00480
OG0000235	Praz.g_01849	Prab.g_00483
OG0000236	Praz.g_01835	Prab.g_00497
OG0000237	Praz.g_01822	Prab.g_00510
OG0000238	Praz.g_01816	Prab.g_00516
OG0000239	Praz.g_01803	Prab.g_00529
OG0000240	Praz.g_01802	Prab.g_00530
OG0000241	Praz.g_01798	Prab.g_00534
OG0000242	Praz.g_01796	Prab.g_00536
OG0000243	Praz.g_01785	Prab.g_00547
OG0000244	Praz.g_01782	Prab.g_00550
OG0000245	Praz.g_01780	Prab.g_00552
OG0000246	Praz.g_01776	Prab.g_00556
OG0000247	Praz.g_01766	Prab.g_00566
OG0000248	Praz.g_01764	Prab.g_00569
OG0000249	Praz.g_01762	Prab.g_00571
OG0000250	Praz.g_01757	Prab.g_00576
OG0000251	Praz.g_01739	Prab.g_00595
OG0000252	Praz.g_01736	Prab.g_00598
OG0000253	Praz.g_01735	Prab.g_00599
OG0000254	Praz.g_01719	Prab.g_00615
OG0000255	Praz.g_01713	Prab.g_00621
OG0000256	Praz.g_01703	Prab.g_00632
OG0000257	Praz.g_01700	Prab.g_00635
OG0000258	Praz.g_01687	Prab.g_00648
OG0000259	Praz.g_01670	Prab.g_00665
OG0000260	Praz.g_01667	Prab.g_00668
OG0000261	Praz.g_01665	Prab.g_00670
OG0000262	Praz.g_01661	Prab.g_00674
OG0000263	Praz.g_01649	Prab.g_00686
OG0000264	Praz.g_01639	Prab.g_00696
OG0000265	Praz.g_01607	Prab.g_00723
OG0000266	Praz.g_01597	Prab.g_00733
OG0000267	Praz.g_01586	Prab.g_00744
OG0000268	Praz.g_01585	Prab.g_00745
OG0000269	Praz.g_01517	Prab.g_00835
OG0000270	Praz.g_01514	Prab.g_00838
OG0000271	Praz.g_01506	Prab.g_00846
OG0000272	Praz.g_01505	Prab.g_00847
OG0000273	Praz.g_01482	Prab.g_00870
OG0000274	Praz.g_01481	Prab.g_00871
OG0000275	Praz.g_01478	Prab.g_00873
OG0000276	Praz.g_01473	Prab.g_00878
OG0000277	Praz.g_01472	Prab.g_00879
OG0000278	Praz.g_01469	Prab.g_00882
OG0000279	Praz.g_01462	Prab.g_00889
OG0000280	Praz.g_01461	Prab.g_00890
OG0000281	Praz.g_01456	Prab.g_00896
OG0000282	Praz.g_01406	Prab.g_01066
OG0000283	Praz.g_01373	Prab.g_01033
OG0000284	Praz.g_01368	Prab.g_01028
OG0000285	Praz.g_01363	Prab.g_01023
OG0000286	Praz.g_01351	Prab.g_01011
OG0000287	Praz.g_01334	Prab.g_00994
OG0000288	Praz.g_01304	Prab.g_00956
OG0000289	Praz.g_01292	Prab.g_00945
OG0000290	Praz.g_01279, Praz.g_00063	Prab.g_00932
OG0000291	Praz.g_00065	Prab.g_00930
OG0000292	Praz.g_00114	Prab.g_01144
OG0000293	Praz.g_00001	Prab.g_01210
OG0000294	Praz.g_00763	Prab.g_01211
OG0000295	Praz.g_00742	Prab.g_01231
OG0000296	Praz.g_00740	Prab.g_01233
OG0000297	Praz.g_00732	Prab.g_01241
OG0000298	Praz.g_00731	Prab.g_01242
OG0000299	Praz.g_00714	Prab.g_01259
OG0000300	Praz.g_00711	Prab.g_01262
OG0000301	Praz.g_00710	Prab.g_01263
OG0000302	Praz.g_00708	Prab.g_01265
OG0000303	Praz.g_00701	Prab.g_01272
OG0000304	Praz.g_00697	Prab.g_01276
OG0000305	Praz.g_01147	Prab.g_01353
OG0000306	Praz.g_01144	Prab.g_01355
OG0000307	Praz.g_01130	Prab.g_01369
OG0000308	Praz.g_01129	Prab.g_01370
OG0000309	Praz.g_01125	Prab.g_01374
OG0000310	Praz.g_01056	Prab.g_01451
OG0000311	Praz.g_01054	Prab.g_01453
OG0000312	Praz.g_01051	Prab.g_01456
OG0000313	Praz.g_01037	Prab.g_01470
OG0000314	Praz.g_01014	Prab.g_01493
OG0000315	Praz.g_01004	Prab.g_01503
OG0000316	Praz.g_00984	Prab.g_01523
OG0000317	Praz.g_00879	Prab.g_01667
OG0000318	Praz.g_00876	Prab.g_01670
OG0000319	Praz.g_00863	Prab.g_01683
OG0000320	Praz.g_00861	Prab.g_01685
OG0000321	Praz.g_00860	Prab.g_01686
OG0000322	Praz.g_00859	Prab.g_01687
OG0000323	Praz.g_00850	Prab.g_01696
OG0000324	Praz.g_00824	Prab.g_01722
OG0000325	Praz.g_00334	Prab.g_01732
OG0000326	Praz.g_00328	Prab.g_01738
OG0000327	Praz.g_00304	Prab.g_01761
OG0000328	Praz.g_00303	Prab.g_01762
OG0000329	Praz.g_00286	Prab.g_01779
OG0000330	Praz.g_00285	Prab.g_01780
OG0000331	Praz.g_00284	Prab.g_01781
OG0000332	Praz.g_00270	Prab.g_01795
OG0000333	Praz.g_00268	Prab.g_01797
OG0000334	Praz.g_00260	Prab.g_01805
OG0000335	Praz.g_00255	Prab.g_01810
OG0000336	Praz.g_00251	Prab.g_01814
OG0000337	Praz.g_00234	Prab.g_01830
OG0000338	Praz.g_00233	Prab.g_01831
OG0000339	Praz.g_00229	Prab.g_01835
OG0000340	Praz.g_00221	Prab.g_01842
OG0000341	Praz.g_00219	Prab.g_01844
OG0000342	Praz.g_00218	Prab.g_01845
OG0000343	Praz.g_00217	Prab.g_01846
OG0000344	Praz.g_00214	Prab.g_01849
OG0000345	Praz.g_00209	Prab.g_01854
OG0000346	Praz.g_00204	Prab.g_01858
OG0000347	Praz.g_00188	Prab.g_01874
OG0000348	Praz.g_00178	Prab.g_01884
OG0000349	Praz.g_00161	Prab.g_01901
OG0000350	Praz.g_00142	Prab.g_01920
OG0000351	Praz.g_00125	Prab.g_01937
OG0000352	Praz.g_00124	Prab.g_01938
OG0000353	Praz.g_00364	Prab.g_01954
OG0000355	Praz.g_00366	Prab.g_00001
OG0000356	Praz.g_00367	Prab.g_00002
OG0000357	Praz.g_00368	Prab.g_00003
OG0000358	Praz.g_00372	Prab.g_00007
OG0000359	Praz.g_00373	Prab.g_00008
OG0000360	Praz.g_00374	Prab.g_00009
OG0000361	Praz.g_00375	Prab.g_00010
OG0000362	Praz.g_00377	Prab.g_00012
OG0000363	Praz.g_00379	Prab.g_00014
OG0000364	Praz.g_00380	Prab.g_00015
OG0000365	Praz.g_00385	Prab.g_00020
OG0000366	Praz.g_00386	Prab.g_00021
OG0000367	Praz.g_00387	Prab.g_00022
OG0000368	Praz.g_00389	Prab.g_00024
OG0000369	Praz.g_00390	Prab.g_00025
OG0000370	Praz.g_00391	Prab.g_00026
OG0000371	Praz.g_00397	Prab.g_00032
OG0000372	Praz.g_00400	Prab.g_00035
OG0000373	Praz.g_00401	Prab.g_00036
OG0000374	Praz.g_00402	Prab.g_00037
OG0000375	Praz.g_00406	Prab.g_00039
OG0000376	Praz.g_00408	Prab.g_00041
OG0000377	Praz.g_00411	Prab.g_00044
OG0000378	Praz.g_00413	Prab.g_00046
OG0000379	Praz.g_00416	Prab.g_00049
OG0000380	Praz.g_00426	Prab.g_00058
OG0000381	Praz.g_00430	Prab.g_00062
OG0000382	Praz.g_00441	Prab.g_00073
OG0000383	Praz.g_00443	Prab.g_00075
OG0000384	Praz.g_00444	Prab.g_00076
OG0000385	Praz.g_00445	Prab.g_00077
OG0000386	Praz.g_00446	Prab.g_00078
OG0000387	Praz.g_00459	Prab.g_00090
OG0000388	Praz.g_00462	Prab.g_00093
OG0000389	Praz.g_00466	Prab.g_00097
OG0000390	Praz.g_00473	Prab.g_00104
OG0000391	Praz.g_00476	Prab.g_00107
OG0000392	Praz.g_00480	Prab.g_00111
OG0000393	Praz.g_00482	Prab.g_00113
OG0000394	Praz.g_00483	Prab.g_00114
OG0000395	Praz.g_00484	Prab.g_00115
OG0000396	Praz.g_00487	Prab.g_00117
OG0000397	Praz.g_00489	Prab.g_00119
OG0000398	Praz.g_00491	Prab.g_00121
OG0000399	Praz.g_00492	Prab.g_00122
OG0000400	Praz.g_00493	Prab.g_00123
OG0000401	Praz.g_00494	Prab.g_00124
OG0000402	Praz.g_00496	Prab.g_00126
OG0000403	Praz.g_00497	Prab.g_00127
OG0000404	Praz.g_00498	Prab.g_00128
OG0000405	Praz.g_00502	Prab.g_00132
OG0000406	Praz.g_00507	Prab.g_00138
OG0000407	Praz.g_00508	Prab.g_00139
OG0000408	Praz.g_00510	Prab.g_00141
OG0000409	Praz.g_00512	Prab.g_00143
OG0000410	Praz.g_00513	Prab.g_00144
OG0000411	Praz.g_00514	Prab.g_00145
OG0000412	Praz.g_00515	Prab.g_00146
OG0000413	Praz.g_00516	Prab.g_00147
OG0000414	Praz.g_00517	Prab.g_00148
OG0000415	Praz.g_00518	Prab.g_00149
OG0000416	Praz.g_00519	Prab.g_00150
OG0000417	Praz.g_00520	Prab.g_00151
OG0000418	Praz.g_00525	Prab.g_00156
OG0000419	Praz.g_00527	Prab.g_00158
OG0000420	Praz.g_00528	Prab.g_00159
OG0000421	Praz.g_00533	Prab.g_00164
OG0000422	Praz.g_00534	Prab.g_00165
OG0000423	Praz.g_00535	Prab.g_00166
OG0000424	Praz.g_00536	Prab.g_00167
OG0000425	Praz.g_00537	Prab.g_00168
OG0000426	Praz.g_00538	Prab.g_00169
OG0000427	Praz.g_00539	Prab.g_00170
OG0000428	Praz.g_00541	Prab.g_00172
OG0000429	Praz.g_00542	Prab.g_00173
OG0000430	Praz.g_00543	Prab.g_00174
OG0000431	Praz.g_00545	Prab.g_00176
OG0000432	Praz.g_00548	Prab.g_00179
OG0000433	Praz.g_00549	Prab.g_00180
OG0000434	Praz.g_00550	Prab.g_00181
OG0000435	Praz.g_00551	Prab.g_00182
OG0000436	Praz.g_00556	Prab.g_00187
OG0000437	Praz.g_00557	Prab.g_00188
OG0000438	Praz.g_00558	Prab.g_00189
OG0000439	Praz.g_00560	Prab.g_00191
OG0000440	Praz.g_00561	Prab.g_00192
OG0000441	Praz.g_00564	Prab.g_00195
OG0000442	Praz.g_00565	Prab.g_00196
OG0000443	Praz.g_00566	Prab.g_00197
OG0000444	Praz.g_00571	Prab.g_00202
OG0000445	Praz.g_00572	Prab.g_00203
OG0000446	Praz.g_00573	Prab.g_00204
OG0000447	Praz.g_00574	Prab.g_00205
OG0000448	Praz.g_00575	Prab.g_00206
OG0000449	Praz.g_00576	Prab.g_00207
OG0000450	Praz.g_00577	Prab.g_00208
OG0000451	Praz.g_00578	Prab.g_00209
OG0000452	Praz.g_00581	Prab.g_00212
OG0000453	Praz.g_00582	Prab.g_00213
OG0000454	Praz.g_00583	Prab.g_00214
OG0000455	Praz.g_00584	Prab.g_00215
OG0000456	Praz.g_00585	Prab.g_00216
OG0000457	Praz.g_00586	Prab.g_00217
OG0000458	Praz.g_00587	Prab.g_00218
OG0000459	Praz.g_00588	Prab.g_00219
OG0000460	Praz.g_00595	Prab.g_00226
OG0000461	Praz.g_00602	Prab.g_00232
OG0000462	Praz.g_00604	Prab.g_00234
OG0000463	Praz.g_00605	Prab.g_00235
OG0000464	Praz.g_00606	Prab.g_00236
OG0000465	Praz.g_00607	Prab.g_00237
OG0000466	Praz.g_00610	Prab.g_00240
OG0000467	Praz.g_00611	Prab.g_00241
OG0000468	Praz.g_00613	Prab.g_00243
OG0000469	Praz.g_00621	Prab.g_00251
OG0000470	Praz.g_00623	Prab.g_00253
OG0000471	Praz.g_00624	Prab.g_00254
OG0000472	Praz.g_00625	Prab.g_00255
OG0000473	Praz.g_00627	Prab.g_00257
OG0000474	Praz.g_00628	Prab.g_00258
OG0000475	Praz.g_00629	Prab.g_00259
OG0000476	Praz.g_00630	Prab.g_00260
OG0000477	Praz.g_00633	Prab.g_00263
OG0000478	Praz.g_00634	Prab.g_00264
OG0000479	Praz.g_00635	Prab.g_00265
OG0000480	Praz.g_00640	Prab.g_00270
OG0000481	Praz.g_00642	Prab.g_00272
OG0000482	Praz.g_00643	Prab.g_00273
OG0000483	Praz.g_00646	Prab.g_00276
OG0000484	Praz.g_00647	Prab.g_00277
OG0000485	Praz.g_00648	Prab.g_00278
OG0000486	Praz.g_00649	Prab.g_00279
OG0000487	Praz.g_00652	Prab.g_00283
OG0000488	Praz.g_00655	Prab.g_00286
OG0000489	Praz.g_00660	Prab.g_00291
OG0000490	Praz.g_00665	Prab.g_00296
OG0000491	Praz.g_00666	Prab.g_00297
OG0000492	Praz.g_00668	Prab.g_00299
OG0000493	Praz.g_00669	Prab.g_00300
OG0000494	Praz.g_00670	Prab.g_00301
OG0000495	Praz.g_00671	Prab.g_00302
OG0000496	Praz.g_00672	Prab.g_00303
OG0000497	Praz.g_00673	Prab.g_00304
OG0000498	Praz.g_00674	Prab.g_00305
OG0000499	Praz.g_00675	Prab.g_00306
OG0000500	Praz.g_00676	Prab.g_00307
OG0000501	Praz.g_00678	Prab.g_00309
OG0000502	Praz.g_00681	Prab.g_00312
OG0000503	Praz.g_01931	Prab.g_00322
OG0000504	Praz.g_01932	Prab.g_00323
OG0000505	Praz.g_01933	Prab.g_00324
OG0000506	Praz.g_01935	Prab.g_00325
OG0000507	Praz.g_00343	Prab.g_00328
OG0000508	Praz.g_00347	Prab.g_00332
OG0000509	Praz.g_00349	Prab.g_00334
OG0000510	Praz.g_00350	Prab.g_00335
OG0000511	Praz.g_00351	Prab.g_00336
OG0000512	Praz.g_00353	Prab.g_00338
OG0000513	Praz.g_00816	Prab.g_00345
OG0000514	Praz.g_01897	Prab.g_00434
OG0000515	Praz.g_01896	Prab.g_00435
OG0000516	Praz.g_01895	Prab.g_00436
OG0000517	Praz.g_01893	Prab.g_00438
OG0000518	Praz.g_01882	Prab.g_00449
OG0000519	Praz.g_01881	Prab.g_00450
OG0000520	Praz.g_01880	Prab.g_00454
OG0000521	Praz.g_01875	Prab.g_00459
OG0000522	Praz.g_01873	Prab.g_00460
OG0000523	Praz.g_01872	Prab.g_00461
OG0000524	Praz.g_01867	Prab.g_00466
OG0000525	Praz.g_01864	Prab.g_00469
OG0000526	Praz.g_01863	Prab.g_00470
OG0000527	Praz.g_01855	Prab.g_00477
OG0000528	Praz.g_01850	Prab.g_00482
OG0000529	Praz.g_01847	Prab.g_00485
OG0000530	Praz.g_01844	Prab.g_00488
OG0000531	Praz.g_01843	Prab.g_00489
OG0000532	Praz.g_01841	Prab.g_00491
OG0000533	Praz.g_01840	Prab.g_00492
OG0000534	Praz.g_01839	Prab.g_00493
OG0000535	Praz.g_01838	Prab.g_00494
OG0000536	Praz.g_01837	Prab.g_00495
OG0000537	Praz.g_01836	Prab.g_00496
OG0000538	Praz.g_01828	Prab.g_00504
OG0000539	Praz.g_01827	Prab.g_00505
OG0000540	Praz.g_01826	Prab.g_00506
OG0000541	Praz.g_01825	Prab.g_00507
OG0000542	Praz.g_01823	Prab.g_00509
OG0000543	Praz.g_01821	Prab.g_00511
OG0000544	Praz.g_01820	Prab.g_00512
OG0000545	Praz.g_01818	Prab.g_00514
OG0000546	Praz.g_01815	Prab.g_00517
OG0000547	Praz.g_01813	Prab.g_00519
OG0000548	Praz.g_01812	Prab.g_00520
OG0000549	Praz.g_01810	Prab.g_00522
OG0000550	Praz.g_01805	Prab.g_00527
OG0000551	Praz.g_01801	Prab.g_00531
OG0000552	Praz.g_01800	Prab.g_00532
OG0000553	Praz.g_01799	Prab.g_00533
OG0000554	Praz.g_01794	Prab.g_00538
OG0000555	Praz.g_01786	Prab.g_00546
OG0000556	Praz.g_01784	Prab.g_00548
OG0000557	Praz.g_01783	Prab.g_00549
OG0000558	Praz.g_01781	Prab.g_00551
OG0000559	Praz.g_01777	Prab.g_00555
OG0000560	Praz.g_01774	Prab.g_00558
OG0000561	Praz.g_01773	Prab.g_00559
OG0000562	Praz.g_01772	Prab.g_00560
OG0000563	Praz.g_01771	Prab.g_00561
OG0000564	Praz.g_01770	Prab.g_00562
OG0000565	Praz.g_01767	Prab.g_00565
OG0000566	Praz.g_01765	Prab.g_00568
