Orthogroup	Praz	Prah
OG0000224	Praz.g_00682	Prah.g_02207
OG0000225	Praz.g_00348	Prah.g_01921
OG0000226	Praz.g_00352	Prah.g_01917
OG0000227	Praz.g_00354	Prah.g_01915
OG0000228	Praz.g_00819	Prah.g_00204
OG0000229	Praz.g_01892	Prah.g_00230
OG0000230	Praz.g_01890	Prah.g_00232
OG0000231	Praz.g_01879	Prah.g_00251
OG0000232	Praz.g_01870	Prah.g_00261
OG0000233	Praz.g_01865	Prah.g_00294
OG0000234	Praz.g_01852	Prah.g_00313, Prah.g_00314
OG0000235	Praz.g_01849	Prah.g_01567
OG0000236	Praz.g_01835	Prah.g_01551
OG0000237	Praz.g_01822	Prah.g_01534
OG0000238	Praz.g_01816	Prah.g_01529
OG0000239	Praz.g_01803	Prah.g_01513
OG0000240	Praz.g_01802	Prah.g_01512
OG0000241	Praz.g_01798	Prah.g_01094
OG0000242	Praz.g_01796	Prah.g_00108, Prah.g_01503
OG0000243	Praz.g_01785	Prah.g_01476
OG0000244	Praz.g_01782	Prah.g_01472
OG0000245	Praz.g_01780	Prah.g_01469
OG0000246	Praz.g_01776	Prah.g_01465
OG0000247	Praz.g_01766	Prah.g_01454
OG0000248	Praz.g_01764	Prah.g_01451
OG0000249	Praz.g_01762	Prah.g_01449
OG0000250	Praz.g_01757	Prah.g_01443
OG0000251	Praz.g_01739	Prah.g_01417
OG0000252	Praz.g_01736	Prah.g_01414
OG0000253	Praz.g_01735	Prah.g_01408
OG0000254	Praz.g_01719	Prah.g_01389
OG0000255	Praz.g_01713	Prah.g_00530
OG0000256	Praz.g_01703	Prah.g_00516
OG0000257	Praz.g_01700	Prah.g_00509
OG0000258	Praz.g_01687	Prah.g_00486
OG0000259	Praz.g_01670	Prah.g_00457
OG0000260	Praz.g_01667	Prah.g_00454
OG0000261	Praz.g_01665	Prah.g_00451
OG0000262	Praz.g_01661	Prah.g_00445
OG0000263	Praz.g_01649	Prah.g_02413
OG0000264	Praz.g_01639	Prah.g_00974
OG0000265	Praz.g_01607	Prah.g_00887, Prah.g_00958
OG0000266	Praz.g_01597	Prah.g_00876
OG0000267	Praz.g_01586	Prah.g_00751
OG0000268	Praz.g_01585	Prah.g_00752
OG0000269	Praz.g_01517	Prah.g_00672
OG0000270	Praz.g_01514	Prah.g_00669
OG0000271	Praz.g_01506	Prah.g_00661
OG0000272	Praz.g_01505	Prah.g_00660
OG0000273	Praz.g_01482	Prah.g_00609
OG0000274	Praz.g_01481	Prah.g_00608
OG0000275	Praz.g_01478	Prah.g_00605
OG0000276	Praz.g_01473	Prah.g_00599
OG0000277	Praz.g_01472	Prah.g_00598
OG0000278	Praz.g_01469	Prah.g_00595
OG0000279	Praz.g_01462	Prah.g_00587
OG0000280	Praz.g_01461	Prah.g_00581
OG0000281	Praz.g_01456	Prah.g_00566
OG0000282	Praz.g_01406	Prah.g_00731
OG0000283	Praz.g_01373	Prah.g_00761
OG0000284	Praz.g_01368	Prah.g_00767
OG0000285	Praz.g_01363	Prah.g_01178
OG0000286	Praz.g_01351	Prah.g_00795
OG0000287	Praz.g_01334	Prah.g_01131
OG0000288	Praz.g_01304	Prah.g_00851
OG0000289	Praz.g_01292	Prah.g_00864
OG0000290	Praz.g_01279, Praz.g_00063	Prah.g_00912
OG0000291	Praz.g_00065	Prah.g_00914
OG0000292	Praz.g_00114	Prah.g_02597
OG0000293	Praz.g_00001	Prah.g_01336
OG0000294	Praz.g_00763	Prah.g_01335
OG0000295	Praz.g_00742	Prah.g_01298
OG0000296	Praz.g_00740	Prah.g_01296
OG0000297	Praz.g_00732	Prah.g_01259
OG0000298	Praz.g_00731	Prah.g_01258
OG0000299	Praz.g_00714	Prah.g_01268
OG0000300	Praz.g_00711	Prah.g_01275
OG0000301	Praz.g_00710	Prah.g_01276
OG0000302	Praz.g_00708	Prah.g_01279
OG0000303	Praz.g_00701	Prah.g_01289
OG0000304	Praz.g_00697	Prah.g_01237, Prah.g_01238
OG0000305	Praz.g_01147	Prah.g_00918
OG0000306	Praz.g_01144	Prah.g_00560
OG0000307	Praz.g_01130	Prah.g_01584
OG0000308	Praz.g_01129	Prah.g_01586
OG0000309	Praz.g_01125	Prah.g_01590
OG0000310	Praz.g_01056	Prah.g_00428
OG0000311	Praz.g_01054	Prah.g_00424
OG0000312	Praz.g_01051	Prah.g_00420
OG0000313	Praz.g_01037	Prah.g_00402
OG0000314	Praz.g_01014	Prah.g_00371
OG0000315	Praz.g_01004	Prah.g_00361
OG0000316	Praz.g_00984	Prah.g_01631
OG0000317	Praz.g_00879	Prah.g_01672
OG0000318	Praz.g_00876	Prah.g_01677
OG0000319	Praz.g_00863	Prah.g_01694
OG0000320	Praz.g_00861	Prah.g_01696
OG0000321	Praz.g_00860	Prah.g_01697
OG0000322	Praz.g_00859	Prah.g_01698
OG0000323	Praz.g_00850	Prah.g_01710
OG0000324	Praz.g_00824	Prah.g_01744
OG0000325	Praz.g_00334	Prah.g_02071
OG0000326	Praz.g_00328	Prah.g_02064
OG0000327	Praz.g_00304	Prah.g_02038
OG0000328	Praz.g_00303	Prah.g_02037
OG0000329	Praz.g_00286	Prah.g_02020
OG0000330	Praz.g_00285	Prah.g_02019
OG0000331	Praz.g_00284	Prah.g_02018
OG0000332	Praz.g_00270	Prah.g_02003
OG0000333	Praz.g_00268	Prah.g_02001
OG0000334	Praz.g_00260	Prah.g_01991
OG0000335	Praz.g_00255	Prah.g_01986
OG0000336	Praz.g_00251	Prah.g_01982
OG0000337	Praz.g_00234	Prah.g_02224
OG0000338	Praz.g_00233	Prah.g_02227
OG0000339	Praz.g_00229	Prah.g_02234
OG0000340	Praz.g_00221	Prah.g_02244
OG0000341	Praz.g_00219	Prah.g_02246
OG0000342	Praz.g_00218	Prah.g_02247
OG0000343	Praz.g_00217	Prah.g_00168
OG0000344	Praz.g_00214	Prah.g_00165
OG0000345	Praz.g_00209	Prah.g_00154
OG0000346	Praz.g_00204	Prah.g_00149
OG0000347	Praz.g_00188	Prah.g_00089
OG0000348	Praz.g_00178	Prah.g_00078
OG0000349	Praz.g_00161	Prah.g_00053
OG0000350	Praz.g_00142	Prah.g_02533
OG0000351	Praz.g_00125	Prah.g_02578
OG0000352	Praz.g_00124	Prah.g_02579
OG0000353	Praz.g_00364	Prah.g_02603
OG0000355	Praz.g_00366	Prah.g_00002
OG0000356	Praz.g_00367	Prah.g_00003
OG0000357	Praz.g_00368	Prah.g_00004
OG0000358	Praz.g_00372	Prah.g_00008
OG0000359	Praz.g_00373	Prah.g_00010
OG0000360	Praz.g_00374	Prah.g_00011
OG0000361	Praz.g_00375	Prah.g_00012
OG0000362	Praz.g_00377	Prah.g_00014
OG0000363	Praz.g_00379	Prah.g_00016
OG0000364	Praz.g_00380	Prah.g_00017
OG0000365	Praz.g_00385	Prah.g_00026
OG0000366	Praz.g_00386	Prah.g_00027
OG0000367	Praz.g_00387	Prah.g_00028
OG0000368	Praz.g_00389	Prah.g_00030
OG0000369	Praz.g_00390	Prah.g_00031
OG0000370	Praz.g_00391	Prah.g_00032
OG0000371	Praz.g_00397	Prah.g_00041
OG0000372	Praz.g_00400	Prah.g_00046
OG0000373	Praz.g_00401	Prah.g_00047
OG0000374	Praz.g_00402	Prah.g_00048
OG0000375	Praz.g_00406	Prah.g_00049
OG0000376	Praz.g_00408	Prah.g_00051
OG0000377	Praz.g_00411	Prah.g_02485
OG0000378	Praz.g_00413	Prah.g_02471
OG0000379	Praz.g_00416	Prah.g_02457
OG0000380	Praz.g_00426	Prah.g_01834
OG0000381	Praz.g_00430	Prah.g_01839
OG0000382	Praz.g_00441	Prah.g_01859
OG0000383	Praz.g_00443	Prah.g_01861
OG0000384	Praz.g_00444	Prah.g_01862
OG0000385	Praz.g_00445	Prah.g_01863
OG0000386	Praz.g_00446	Prah.g_01864
OG0000387	Praz.g_00459	Prah.g_01888
OG0000388	Praz.g_00462	Prah.g_01892
OG0000389	Praz.g_00466	Prah.g_01896
OG0000390	Praz.g_00473	Prah.g_00194
OG0000391	Praz.g_00476	Prah.g_00189
OG0000392	Praz.g_00480	Prah.g_00183
OG0000393	Praz.g_00482	Prah.g_00175
OG0000394	Praz.g_00483	Prah.g_00174
OG0000395	Praz.g_00484	Prah.g_00173
OG0000396	Praz.g_00487	Prah.g_02252
OG0000397	Praz.g_00489	Prah.g_02254
OG0000398	Praz.g_00491	Prah.g_02259
OG0000399	Praz.g_00492	Prah.g_02260
OG0000400	Praz.g_00493	Prah.g_02261
OG0000401	Praz.g_00494	Prah.g_02262
OG0000402	Praz.g_00496	Prah.g_02264
OG0000403	Praz.g_00497	Prah.g_02265
OG0000405	Praz.g_00502	Prah.g_02280
OG0000406	Praz.g_00507	Prah.g_02284
OG0000407	Praz.g_00508	Prah.g_02285
OG0000408	Praz.g_00510	Prah.g_02287
OG0000409	Praz.g_00512	Prah.g_02289
OG0000410	Praz.g_00513	Prah.g_02290
OG0000411	Praz.g_00514	Prah.g_02291
OG0000412	Praz.g_00515	Prah.g_02292
OG0000413	Praz.g_00516	Prah.g_02294
OG0000414	Praz.g_00517	Prah.g_02295
OG0000415	Praz.g_00518	Prah.g_02296
OG0000416	Praz.g_00519	Prah.g_02297
OG0000417	Praz.g_00520	Prah.g_02298
OG0000418	Praz.g_00525	Prah.g_02303
OG0000419	Praz.g_00527	Prah.g_02305
OG0000420	Praz.g_00528	Prah.g_02306
OG0000421	Praz.g_00533	Prah.g_02310
OG0000422	Praz.g_00534	Prah.g_02311
OG0000423	Praz.g_00535	Prah.g_02312
OG0000424	Praz.g_00536	Prah.g_02313
OG0000425	Praz.g_00537	Prah.g_02314
OG0000426	Praz.g_00538	Prah.g_02315
OG0000427	Praz.g_00539	Prah.g_02316
OG0000428	Praz.g_00541	Prah.g_00709
OG0000429	Praz.g_00542	Prah.g_02321
OG0000430	Praz.g_00543	Prah.g_02323
OG0000431	Praz.g_00545	Prah.g_02334
OG0000432	Praz.g_00548	Prah.g_02341
OG0000433	Praz.g_00549	Prah.g_02344
OG0000434	Praz.g_00550	Prah.g_02345
OG0000435	Praz.g_00551	Prah.g_02350
OG0000436	Praz.g_00556	Prah.g_02356
OG0000437	Praz.g_00557	Prah.g_02357
OG0000438	Praz.g_00558	Prah.g_02358
OG0000439	Praz.g_00560	Prah.g_02360
OG0000440	Praz.g_00561	Prah.g_02361
OG0000441	Praz.g_00564	Prah.g_02364
OG0000442	Praz.g_00565	Prah.g_02365
OG0000443	Praz.g_00566	Prah.g_02370
OG0000444	Praz.g_00571	Prah.g_02418
OG0000445	Praz.g_00572	Prah.g_02417
OG0000446	Praz.g_00573	Prah.g_02415
OG0000447	Praz.g_00574	Prah.g_02411
OG0000448	Praz.g_00575	Prah.g_02410
OG0000449	Praz.g_00576	Prah.g_02409
OG0000450	Praz.g_00577	Prah.g_02403
OG0000451	Praz.g_00578	Prah.g_02402
OG0000452	Praz.g_00581	Prah.g_02398
OG0000453	Praz.g_00582	Prah.g_02397
OG0000454	Praz.g_00583	Prah.g_02396
OG0000455	Praz.g_00584	Prah.g_02395
OG0000456	Praz.g_00585	Prah.g_02394
OG0000457	Praz.g_00586	Prah.g_02392
OG0000458	Praz.g_00587	Prah.g_02391
OG0000459	Praz.g_00588	Prah.g_02390
OG0000460	Praz.g_00595	Prah.g_01781
OG0000461	Praz.g_00602	Prah.g_02074
OG0000462	Praz.g_00604	Prah.g_02078
OG0000463	Praz.g_00605	Prah.g_02079
OG0000464	Praz.g_00606	Prah.g_02080
OG0000465	Praz.g_00607	Prah.g_02082
OG0000466	Praz.g_00610	Prah.g_02087
OG0000467	Praz.g_00611	Prah.g_02089
OG0000468	Praz.g_00613	Prah.g_02098
OG0000469	Praz.g_00621	Prah.g_02111
OG0000470	Praz.g_00623	Prah.g_02114
OG0000471	Praz.g_00624	Prah.g_02115
OG0000472	Praz.g_00625	Prah.g_02117
OG0000473	Praz.g_00627	Prah.g_02119
OG0000474	Praz.g_00628	Prah.g_02120
OG0000475	Praz.g_00629	Prah.g_02121
OG0000476	Praz.g_00630	Prah.g_02123
OG0000477	Praz.g_00633	Prah.g_02128
OG0000478	Praz.g_00634	Prah.g_02129
OG0000479	Praz.g_00635	Prah.g_02130
OG0000480	Praz.g_00640	Prah.g_02137
OG0000481	Praz.g_00642	Prah.g_02139
OG0000482	Praz.g_00643	Prah.g_02140
OG0000483	Praz.g_00646	Prah.g_02144
OG0000484	Praz.g_00647	Prah.g_02145
OG0000485	Praz.g_00648	Prah.g_02146
OG0000486	Praz.g_00649	Prah.g_02147
OG0000487	Praz.g_00652	Prah.g_02152
OG0000488	Praz.g_00655	Prah.g_02156
OG0000489	Praz.g_00660	Prah.g_02167
OG0000490	Praz.g_00665	Prah.g_02172
OG0000491	Praz.g_00666	Prah.g_02173
OG0000492	Praz.g_00668	Prah.g_02175
OG0000493	Praz.g_00669	Prah.g_02176
OG0000494	Praz.g_00670	Prah.g_02177
OG0000495	Praz.g_00671	Prah.g_02178
OG0000496	Praz.g_00672	Prah.g_02179
OG0000497	Praz.g_00673	Prah.g_02180
OG0000498	Praz.g_00674	Prah.g_02181
OG0000499	Praz.g_00675	Prah.g_02182
OG0000500	Praz.g_00676	Prah.g_02183
OG0000501	Praz.g_00678	Prah.g_02186
OG0000502	Praz.g_00681	Prah.g_02199
OG0000503	Praz.g_01931	Prah.g_01940
OG0000504	Praz.g_01932	Prah.g_01938
OG0000505	Praz.g_01933	Prah.g_01937
OG0000506	Praz.g_01935	Prah.g_01935
OG0000507	Praz.g_00343	Prah.g_01930
OG0000508	Praz.g_00347	Prah.g_01922
OG0000509	Praz.g_00349	Prah.g_01920
OG0000510	Praz.g_00350	Prah.g_01919
OG0000511	Praz.g_00351	Prah.g_01918
OG0000512	Praz.g_00353	Prah.g_01916
OG0000513	Praz.g_00816	Prah.g_00209
OG0000514	Praz.g_01897	Prah.g_00218
OG0000515	Praz.g_01896	Prah.g_00219
OG0000516	Praz.g_01895	Prah.g_00221
OG0000517	Praz.g_01893	Prah.g_00229
OG0000518	Praz.g_01882	Prah.g_00241
OG0000519	Praz.g_01881	Prah.g_00242
OG0000520	Praz.g_01880	Prah.g_00247
OG0000521	Praz.g_01875	Prah.g_00255
OG0000522	Praz.g_01873	Prah.g_00257
OG0000523	Praz.g_01872	Prah.g_00258
OG0000524	Praz.g_01867	Prah.g_00290
OG0000525	Praz.g_01864	Prah.g_00304
OG0000526	Praz.g_01863	Prah.g_00306
OG0000527	Praz.g_01855	Prah.g_00310
OG0000528	Praz.g_01850	Prah.g_01572
OG0000529	Praz.g_01847	Prah.g_01565
OG0000530	Praz.g_01844	Prah.g_01562
OG0000531	Praz.g_01843	Prah.g_01561
OG0000532	Praz.g_01841	Prah.g_01558
OG0000533	Praz.g_01840	Prah.g_01556
OG0000534	Praz.g_01839	Prah.g_01555
OG0000535	Praz.g_01838	Prah.g_01554
OG0000536	Praz.g_01837	Prah.g_01553
OG0000537	Praz.g_01836	Prah.g_01552
OG0000538	Praz.g_01828	Prah.g_01541
OG0000539	Praz.g_01827	Prah.g_01540
OG0000540	Praz.g_01826	Prah.g_01539
OG0000541	Praz.g_01825	Prah.g_01538
OG0000542	Praz.g_01823	Prah.g_01535
OG0000543	Praz.g_01821	Prah.g_01533
OG0000544	Praz.g_01820	Prah.g_01532
OG0000545	Praz.g_01818	Prah.g_01530
OG0000546	Praz.g_01815	Prah.g_01528
OG0000547	Praz.g_01813	Prah.g_01526
OG0000548	Praz.g_01812	Prah.g_01525
OG0000549	Praz.g_01810	Prah.g_01519
OG0000550	Praz.g_01805	Prah.g_01514
OG0000551	Praz.g_01801	Prah.g_01510
OG0000552	Praz.g_01800	Prah.g_01509
OG0000553	Praz.g_01799	Prah.g_01505
OG0000554	Praz.g_01794	Prah.g_01500
OG0000555	Praz.g_01786	Prah.g_01480
OG0000556	Praz.g_01784	Prah.g_01474
OG0000557	Praz.g_01783	Prah.g_01473
OG0000558	Praz.g_01781	Prah.g_01470
OG0000559	Praz.g_01777	Prah.g_01466
OG0000560	Praz.g_01774	Prah.g_01463
OG0000561	Praz.g_01773	Prah.g_01462
OG0000562	Praz.g_01772	Prah.g_01461
OG0000563	Praz.g_01771	Prah.g_01460
OG0000564	Praz.g_01770	Prah.g_01459
OG0000565	Praz.g_01767	Prah.g_01457
OG0000566	Praz.g_01765	Prah.g_01452
OG0000567	Praz.g_01761	Prah.g_01448
OG0000568	Praz.g_01760	Prah.g_01446
OG0000569	Praz.g_01759	Prah.g_01445
OG0000570	Praz.g_01758	Prah.g_01444
OG0000571	Praz.g_01756	Prah.g_01441
OG0000572	Praz.g_01743	Prah.g_01425
OG0000573	Praz.g_01738	Prah.g_01416
OG0000574	Praz.g_01737	Prah.g_01415
OG0000575	Praz.g_01733	Prah.g_01406
OG0000576	Praz.g_01731	Prah.g_01404
OG0000577	Praz.g_01730	Prah.g_01403
OG0000578	Praz.g_01729	Prah.g_01402
OG0000579	Praz.g_01728	Prah.g_01401
OG0000580	Praz.g_01727	Prah.g_01400
OG0000581	Praz.g_01725	Prah.g_01396
OG0000582	Praz.g_01722	Prah.g_01392
OG0000583	Praz.g_01721	Prah.g_01391
OG0000584	Praz.g_01720	Prah.g_01390
OG0000585	Praz.g_01718	Prah.g_01388
OG0000586	Praz.g_01717	Prah.g_01387
OG0000587	Praz.g_01716	Prah.g_01385
OG0000588	Praz.g_01712	Prah.g_00529
OG0000589	Praz.g_01709	Prah.g_00526
OG0000590	Praz.g_01708	Prah.g_00525
