Orthogroup	Praz	Syao
OG0000178	Praz.g_00371	Syao.g_02155
OG0000179	Praz.g_00381	Syao.g_02250
OG0000180	Praz.g_00382	Syao.g_02249
OG0000181	Praz.g_00383	Syao.g_02248
OG0000182	Praz.g_00384	Syao.g_02247
OG0000183	Praz.g_00388	Syao.g_02243
OG0000184	Praz.g_00412	Syao.g_02423
OG0000185	Praz.g_00415	Syao.g_02410
OG0000186	Praz.g_00424	Syao.g_02613
OG0000187	Praz.g_00425	Syao.g_02615
OG0000188	Praz.g_00442	Syao.g_02637
OG0000189	Praz.g_00456	Syao.g_02672
OG0000190	Praz.g_00457	Syao.g_01015
OG0000191	Praz.g_00477	Syao.g_02573
OG0000192	Praz.g_00481	Syao.g_02579
OG0000193	Praz.g_00506	Syao.g_02481
OG0000194	Praz.g_00509	Syao.g_02484
OG0000195	Praz.g_00511	Syao.g_02486
OG0000196	Praz.g_00521	Syao.g_02498
OG0000197	Praz.g_00522	Syao.g_02499
OG0000198	Praz.g_00523	Syao.g_02500
OG0000199	Praz.g_00530	Syao.g_02508
OG0000200	Praz.g_00544	Syao.g_02524
OG0000201	Praz.g_00552	Syao.g_02540
OG0000202	Praz.g_00553	Syao.g_02454
OG0000203	Praz.g_00554	Syao.g_02455
OG0000204	Praz.g_00555	Syao.g_02456
OG0000205	Praz.g_00562	Syao.g_02464
OG0000206	Praz.g_00567	Syao.g_02469
OG0000207	Praz.g_00569	Syao.g_02471
OG0000208	Praz.g_00570	Syao.g_02472
OG0000209	Praz.g_00579	Syao.g_02394
OG0000210	Praz.g_00580	Syao.g_02395
OG0000211	Praz.g_00593	Syao.g_01700
OG0000212	Praz.g_00600	Syao.g_01710
OG0000213	Praz.g_00617	Syao.g_02098
OG0000214	Praz.g_00626	Syao.g_02081
OG0000215	Praz.g_00650	Syao.g_02050
OG0000216	Praz.g_00651	Syao.g_02045
OG0000217	Praz.g_00654	Syao.g_02041
OG0000218	Praz.g_00656	Syao.g_02039
OG0000219	Praz.g_00657	Syao.g_02038
OG0000220	Praz.g_00658	Syao.g_02037
OG0000221	Praz.g_00659	Syao.g_02034
OG0000222	Praz.g_00667	Syao.g_02023
OG0000223	Praz.g_00680	Syao.g_00291
OG0000224	Praz.g_00682	Syao.g_01973
OG0000225	Praz.g_00348	Syao.g_01751
OG0000226	Praz.g_00352	Syao.g_01758
OG0000227	Praz.g_00354	Syao.g_01760
OG0000228	Praz.g_00819	Syao.g_01715
OG0000229	Praz.g_01892	Syao.g_01736
OG0000230	Praz.g_01890	Syao.g_01738
OG0000231	Praz.g_01879	Syao.g_01513
OG0000232	Praz.g_01870	Syao.g_00057
OG0000233	Praz.g_01865	Syao.g_02698
OG0000234	Praz.g_01852	Syao.g_02680
OG0000235	Praz.g_01849	Syao.g_00029
OG0000236	Praz.g_01835	Syao.g_00111
OG0000237	Praz.g_01822	Syao.g_00166
OG0000238	Praz.g_01816	Syao.g_00161
OG0000239	Praz.g_01803	Syao.g_01398
OG0000240	Praz.g_01802	Syao.g_01399
OG0000241	Praz.g_01798	Syao.g_00887
OG0000242	Praz.g_01796	Syao.g_01410
OG0000243	Praz.g_01785	Syao.g_00873
OG0000244	Praz.g_01782	Syao.g_00865
OG0000245	Praz.g_01780	Syao.g_00863
OG0000246	Praz.g_01776	Syao.g_00859
OG0000247	Praz.g_01766	Syao.g_00847
OG0000248	Praz.g_01764	Syao.g_00844
OG0000249	Praz.g_01762	Syao.g_00842
OG0000250	Praz.g_01757	Syao.g_00835
OG0000251	Praz.g_01739	Syao.g_01026
OG0000252	Praz.g_01736	Syao.g_01020
OG0000253	Praz.g_01735	Syao.g_01003
OG0000254	Praz.g_01719	Syao.g_01053
OG0000255	Praz.g_01713	Syao.g_01009
OG0000256	Praz.g_01703	Syao.g_01328
OG0000257	Praz.g_01700	Syao.g_00884
OG0000258	Praz.g_01687	Syao.g_00907
OG0000259	Praz.g_01670	Syao.g_00933, Syao.g_00932
OG0000260	Praz.g_01667	Syao.g_00936
OG0000261	Praz.g_01665	Syao.g_00941
OG0000262	Praz.g_01661	Syao.g_00946
OG0000263	Praz.g_01649	Syao.g_00247
OG0000264	Praz.g_01639	Syao.g_00699
OG0000265	Praz.g_01607	Syao.g_00049
OG0000266	Praz.g_01597	Syao.g_00480
OG0000267	Praz.g_01586	Syao.g_00589
OG0000268	Praz.g_01585	Syao.g_00588
OG0000269	Praz.g_01517	Syao.g_00751
OG0000270	Praz.g_01514	Syao.g_00754
OG0000271	Praz.g_01506	Syao.g_00762
OG0000272	Praz.g_01505	Syao.g_00763
OG0000273	Praz.g_01482	Syao.g_00791
OG0000274	Praz.g_01481	Syao.g_00792
OG0000275	Praz.g_01478	Syao.g_00438
OG0000276	Praz.g_01473	Syao.g_00558
OG0000277	Praz.g_01472	Syao.g_00557
OG0000278	Praz.g_01469	Syao.g_00554
OG0000279	Praz.g_01462	Syao.g_00529
OG0000280	Praz.g_01461	Syao.g_00608
OG0000281	Praz.g_01456	Syao.g_01377
OG0000282	Praz.g_01406	Syao.g_00967
OG0000283	Praz.g_01373	Syao.g_00640
OG0000284	Praz.g_01368	Syao.g_00634
OG0000285	Praz.g_01363	Syao.g_00706
OG0000286	Praz.g_01351	Syao.g_00675
OG0000287	Praz.g_01334	Syao.g_00825
OG0000288	Praz.g_01304	Syao.g_00446
OG0000289	Praz.g_01292	Syao.g_00461
OG0000290	Praz.g_01279, Praz.g_00063	Syao.g_00428
OG0000291	Praz.g_00065	Syao.g_00333
OG0000292	Praz.g_00114	Syao.g_02196
OG0000293	Praz.g_00001	Syao.g_00136
OG0000294	Praz.g_00763	Syao.g_00135
OG0000295	Praz.g_00742	Syao.g_00186
OG0000296	Praz.g_00740	Syao.g_00184
OG0000299	Praz.g_00714	Syao.g_00231
OG0000301	Praz.g_00710	Syao.g_00272, Syao.g_00273
OG0000302	Praz.g_00708	Syao.g_00271
OG0000303	Praz.g_00701	Syao.g_00262
OG0000304	Praz.g_00697	Syao.g_00256
OG0000305	Praz.g_01147	Syao.g_00388
OG0000306	Praz.g_01144	Syao.g_01216
OG0000307	Praz.g_01130	Syao.g_00045
OG0000308	Praz.g_01129	Syao.g_00047
OG0000309	Praz.g_01125	Syao.g_02705
OG0000310	Praz.g_01056	Syao.g_01530
OG0000311	Praz.g_01054	Syao.g_01533
OG0000312	Praz.g_01051	Syao.g_01538
OG0000313	Praz.g_01037	Syao.g_01491
OG0000314	Praz.g_01014	Syao.g_00078
OG0000315	Praz.g_01004	Syao.g_00088
OG0000316	Praz.g_00984	Syao.g_01602
OG0000317	Praz.g_00879	Syao.g_01560
OG0000318	Praz.g_00876	Syao.g_01553
OG0000319	Praz.g_00863	Syao.g_01678
OG0000320	Praz.g_00861	Syao.g_01676
OG0000321	Praz.g_00860	Syao.g_01675
OG0000322	Praz.g_00859	Syao.g_01674
OG0000323	Praz.g_00850	Syao.g_01661
OG0000324	Praz.g_00824	Syao.g_01630
OG0000325	Praz.g_00334	Syao.g_01936
OG0000326	Praz.g_00328	Syao.g_01918
OG0000327	Praz.g_00304	Syao.g_01795
OG0000328	Praz.g_00303	Syao.g_01794
OG0000329	Praz.g_00286	Syao.g_01776
OG0000330	Praz.g_00285	Syao.g_01775
OG0000331	Praz.g_00284	Syao.g_01774
OG0000332	Praz.g_00270	Syao.g_01813
OG0000333	Praz.g_00268	Syao.g_01810
OG0000334	Praz.g_00260	Syao.g_01836
OG0000335	Praz.g_00255	Syao.g_01831
OG0000336	Praz.g_00251	Syao.g_01827
OG0000337	Praz.g_00234	Syao.g_01968
OG0000338	Praz.g_00233	Syao.g_01962
OG0000339	Praz.g_00229	Syao.g_02259
OG0000340	Praz.g_00221	Syao.g_02129
OG0000341	Praz.g_00219	Syao.g_02131
OG0000342	Praz.g_00218	Syao.g_02132
OG0000343	Praz.g_00217	Syao.g_02133
OG0000344	Praz.g_00214	Syao.g_02137
OG0000345	Praz.g_00209	Syao.g_01953
OG0000346	Praz.g_00204	Syao.g_01948
OG0000347	Praz.g_00188	Syao.g_02178
OG0000348	Praz.g_00178	Syao.g_02166
OG0000349	Praz.g_00161	Syao.g_02219
OG0000350	Praz.g_00142	Syao.g_01925
OG0000351	Praz.g_00125	Syao.g_02331
OG0000352	Praz.g_00124	Syao.g_02332
OG0000353	Praz.g_00364	Syao.g_02160
OG0000355	Praz.g_00366	Syao.g_02162
OG0000356	Praz.g_00367	Syao.g_02163
OG0000357	Praz.g_00368	Syao.g_02164
OG0000358	Praz.g_00372	Syao.g_02154
OG0000359	Praz.g_00373	Syao.g_02152
OG0000360	Praz.g_00374	Syao.g_02151
OG0000361	Praz.g_00375	Syao.g_02150
OG0000362	Praz.g_00377	Syao.g_01954
OG0000363	Praz.g_00379	Syao.g_02255
OG0000364	Praz.g_00380	Syao.g_01558
OG0000365	Praz.g_00385	Syao.g_02246
OG0000366	Praz.g_00386	Syao.g_02245
OG0000367	Praz.g_00387	Syao.g_02244
OG0000368	Praz.g_00389	Syao.g_02242
OG0000369	Praz.g_00390	Syao.g_02241
OG0000370	Praz.g_00391	Syao.g_02240
OG0000371	Praz.g_00397	Syao.g_02231
OG0000372	Praz.g_00400	Syao.g_02226
OG0000373	Praz.g_00401	Syao.g_02225
OG0000374	Praz.g_00402	Syao.g_02224
OG0000375	Praz.g_00406	Syao.g_02223
OG0000376	Praz.g_00408	Syao.g_02221
OG0000377	Praz.g_00411	Syao.g_02429
OG0000378	Praz.g_00413	Syao.g_02414
OG0000379	Praz.g_00416	Syao.g_02409
OG0000380	Praz.g_00426	Syao.g_02616
OG0000381	Praz.g_00430	Syao.g_02618
OG0000382	Praz.g_00441	Syao.g_02636
OG0000383	Praz.g_00443	Syao.g_02643
OG0000384	Praz.g_00444	Syao.g_02644
OG0000385	Praz.g_00445	Syao.g_02645
OG0000386	Praz.g_00446	Syao.g_02646
OG0000387	Praz.g_00459	Syao.g_01019
OG0000388	Praz.g_00462	Syao.g_02596
OG0000389	Praz.g_00466	Syao.g_02599
OG0000390	Praz.g_00473	Syao.g_02567
OG0000391	Praz.g_00476	Syao.g_02572
OG0000392	Praz.g_00480	Syao.g_02578
OG0000393	Praz.g_00482	Syao.g_02581
OG0000394	Praz.g_00483	Syao.g_02582
OG0000395	Praz.g_00484	Syao.g_02583
OG0000396	Praz.g_00487	Syao.g_02586
OG0000397	Praz.g_00489	Syao.g_02542
OG0000398	Praz.g_00491	Syao.g_02547
OG0000399	Praz.g_00492	Syao.g_02548
OG0000400	Praz.g_00493	Syao.g_02549
OG0000401	Praz.g_00494	Syao.g_02550
OG0000402	Praz.g_00496	Syao.g_02552
OG0000403	Praz.g_00497	Syao.g_02553
OG0000404	Praz.g_00498	Syao.g_02554
OG0000405	Praz.g_00502	Syao.g_02478
OG0000406	Praz.g_00507	Syao.g_02482
OG0000407	Praz.g_00508	Syao.g_02483
OG0000408	Praz.g_00510	Syao.g_02485
OG0000409	Praz.g_00512	Syao.g_02487
OG0000410	Praz.g_00513	Syao.g_02488
OG0000411	Praz.g_00514	Syao.g_02489
OG0000412	Praz.g_00515	Syao.g_02490
OG0000413	Praz.g_00516	Syao.g_02492
OG0000414	Praz.g_00517	Syao.g_02493
OG0000415	Praz.g_00518	Syao.g_02494
OG0000416	Praz.g_00519	Syao.g_02495
OG0000417	Praz.g_00520	Syao.g_02497
OG0000418	Praz.g_00525	Syao.g_02502
OG0000419	Praz.g_00527	Syao.g_02504
OG0000420	Praz.g_00528	Syao.g_02506
OG0000421	Praz.g_00533	Syao.g_02510
OG0000422	Praz.g_00534	Syao.g_02511
OG0000423	Praz.g_00535	Syao.g_02512
OG0000424	Praz.g_00536	Syao.g_02513
OG0000425	Praz.g_00537	Syao.g_02514
OG0000426	Praz.g_00538	Syao.g_02515
OG0000427	Praz.g_00539	Syao.g_02516
OG0000428	Praz.g_00541	Syao.g_02519
OG0000429	Praz.g_00542	Syao.g_02522
OG0000430	Praz.g_00543	Syao.g_02523
OG0000431	Praz.g_00545	Syao.g_02526
OG0000432	Praz.g_00548	Syao.g_02532
OG0000433	Praz.g_00549	Syao.g_02534
OG0000434	Praz.g_00550	Syao.g_02535
OG0000435	Praz.g_00551	Syao.g_02538
OG0000436	Praz.g_00556	Syao.g_02458
OG0000437	Praz.g_00557	Syao.g_02459
OG0000438	Praz.g_00558	Syao.g_02460
OG0000439	Praz.g_00560	Syao.g_02462
OG0000440	Praz.g_00561	Syao.g_02463
OG0000441	Praz.g_00564	Syao.g_02466
OG0000442	Praz.g_00565	Syao.g_02467
OG0000443	Praz.g_00566	Syao.g_02468
OG0000444	Praz.g_00571	Syao.g_02473
OG0000445	Praz.g_00572	Syao.g_02474
OG0000446	Praz.g_00573	Syao.g_02476
OG0000447	Praz.g_00574	Syao.g_02383
OG0000448	Praz.g_00575	Syao.g_02384
OG0000449	Praz.g_00576	Syao.g_02385
OG0000450	Praz.g_00577	Syao.g_02391
OG0000451	Praz.g_00578	Syao.g_02392
OG0000452	Praz.g_00581	Syao.g_02396
OG0000453	Praz.g_00582	Syao.g_02397
OG0000454	Praz.g_00583	Syao.g_02398
OG0000455	Praz.g_00584	Syao.g_02399
OG0000456	Praz.g_00585	Syao.g_02400
OG0000457	Praz.g_00586	Syao.g_02402
OG0000458	Praz.g_00587	Syao.g_02403
OG0000459	Praz.g_00588	Syao.g_02404
OG0000460	Praz.g_00595	Syao.g_01702
OG0000461	Praz.g_00602	Syao.g_02119
OG0000462	Praz.g_00604	Syao.g_02116
OG0000463	Praz.g_00605	Syao.g_02115
OG0000464	Praz.g_00606	Syao.g_02114
OG0000465	Praz.g_00607	Syao.g_02112
OG0000466	Praz.g_00610	Syao.g_02107
OG0000467	Praz.g_00611	Syao.g_02106
OG0000468	Praz.g_00613	Syao.g_02102
OG0000469	Praz.g_00621	Syao.g_02087
OG0000470	Praz.g_00623	Syao.g_02085
OG0000471	Praz.g_00624	Syao.g_02084
OG0000472	Praz.g_00625	Syao.g_02082
OG0000473	Praz.g_00627	Syao.g_02080
OG0000474	Praz.g_00628	Syao.g_02079
OG0000475	Praz.g_00629	Syao.g_02078
OG0000476	Praz.g_00630	Syao.g_02076
OG0000477	Praz.g_00633	Syao.g_02069
OG0000478	Praz.g_00634	Syao.g_02068
OG0000479	Praz.g_00635	Syao.g_02067
OG0000480	Praz.g_00640	Syao.g_02060
OG0000481	Praz.g_00642	Syao.g_01012
OG0000482	Praz.g_00643	Syao.g_02058
OG0000483	Praz.g_00646	Syao.g_02054
OG0000484	Praz.g_00647	Syao.g_02053
OG0000485	Praz.g_00648	Syao.g_02052
OG0000486	Praz.g_00649	Syao.g_02051
OG0000487	Praz.g_00652	Syao.g_02044
OG0000488	Praz.g_00655	Syao.g_02040
OG0000489	Praz.g_00660	Syao.g_02033
OG0000490	Praz.g_00665	Syao.g_02025
OG0000491	Praz.g_00666	Syao.g_02024
OG0000492	Praz.g_00668	Syao.g_02022
OG0000493	Praz.g_00669	Syao.g_02021
OG0000494	Praz.g_00670	Syao.g_02020
OG0000495	Praz.g_00671	Syao.g_02018
OG0000496	Praz.g_00672	Syao.g_02017
OG0000497	Praz.g_00673	Syao.g_02016
OG0000498	Praz.g_00674	Syao.g_02015
OG0000499	Praz.g_00675	Syao.g_02014
OG0000500	Praz.g_00676	Syao.g_02013
OG0000501	Praz.g_00678	Syao.g_02010
OG0000502	Praz.g_00681	Syao.g_01974
OG0000503	Praz.g_01931	Syao.g_01877
OG0000504	Praz.g_01932	Syao.g_01875
OG0000505	Praz.g_01933	Syao.g_01874
OG0000506	Praz.g_01935	Syao.g_01872
OG0000507	Praz.g_00343	Syao.g_01866
OG0000508	Praz.g_00347	Syao.g_01750
OG0000509	Praz.g_00349	Syao.g_01755
OG0000510	Praz.g_00350	Syao.g_01756
OG0000511	Praz.g_00351	Syao.g_01757
OG0000512	Praz.g_00353	Syao.g_01759
OG0000513	Praz.g_00816	Syao.g_01720
OG0000514	Praz.g_01897	Syao.g_01727
OG0000515	Praz.g_01896	Syao.g_01728
OG0000516	Praz.g_01895	Syao.g_01730
OG0000517	Praz.g_01893	Syao.g_01735
OG0000518	Praz.g_01882	Syao.g_01621
OG0000519	Praz.g_01881	Syao.g_01622
OG0000520	Praz.g_01880	Syao.g_01512
OG0000521	Praz.g_01875	Syao.g_00061
OG0000522	Praz.g_01873	Syao.g_00059
OG0000523	Praz.g_01872	Syao.g_00058
OG0000524	Praz.g_01867	Syao.g_02699
OG0000525	Praz.g_01864	Syao.g_02691
OG0000526	Praz.g_01863	Syao.g_02688
OG0000527	Praz.g_01855	Syao.g_02684
OG0000528	Praz.g_01850	Syao.g_00031
OG0000529	Praz.g_01847	Syao.g_00027
OG0000530	Praz.g_01844	Syao.g_00122
OG0000531	Praz.g_01843	Syao.g_00121
OG0000532	Praz.g_01841	Syao.g_00118
OG0000533	Praz.g_01840	Syao.g_00116
OG0000534	Praz.g_01839	Syao.g_00115
OG0000535	Praz.g_01838	Syao.g_00114
OG0000536	Praz.g_01837	Syao.g_00113
OG0000537	Praz.g_01836	Syao.g_00112
OG0000538	Praz.g_01828	Syao.g_00100
OG0000539	Praz.g_01827	Syao.g_00099
OG0000540	Praz.g_01826	Syao.g_00098
OG0000541	Praz.g_01825	Syao.g_00097
OG0000542	Praz.g_01823	Syao.g_00167
OG0000543	Praz.g_01821	Syao.g_00165
OG0000544	Praz.g_01820	Syao.g_00164
OG0000545	Praz.g_01818	Syao.g_00162
OG0000546	Praz.g_01815	Syao.g_00160
OG0000547	Praz.g_01813	Syao.g_00158
OG0000548	Praz.g_01812	Syao.g_00157
OG0000549	Praz.g_01810	Syao.g_01391
OG0000550	Praz.g_01805	Syao.g_01396
OG0000551	Praz.g_01801	Syao.g_01401
OG0000552	Praz.g_01800	Syao.g_01402
OG0000553	Praz.g_01799	Syao.g_01404
OG0000554	Praz.g_01794	Syao.g_01413
OG0000555	Praz.g_01786	Syao.g_00875
OG0000556	Praz.g_01784	Syao.g_00871
OG0000557	Praz.g_01783	Syao.g_00866
OG0000558	Praz.g_01781	Syao.g_00864
OG0000559	Praz.g_01777	Syao.g_00860
OG0000560	Praz.g_01774	Syao.g_00857
OG0000561	Praz.g_01773	Syao.g_00856
OG0000562	Praz.g_01772	Syao.g_00855
OG0000563	Praz.g_01771	Syao.g_00854
OG0000564	Praz.g_01770	Syao.g_00853
OG0000565	Praz.g_01767	Syao.g_00849
OG0000566	Praz.g_01765	Syao.g_00845
OG0000567	Praz.g_01761	Syao.g_00841
OG0000568	Praz.g_01760	Syao.g_00839
OG0000569	Praz.g_01759	Syao.g_00838
OG0000570	Praz.g_01758	Syao.g_00837
OG0000571	Praz.g_01756	Syao.g_00834
OG0000572	Praz.g_01743	Syao.g_01033
OG0000573	Praz.g_01738	Syao.g_01022
OG0000574	Praz.g_01737	Syao.g_01021
OG0000575	Praz.g_01733	Syao.g_01000
OG0000576	Praz.g_01731	Syao.g_00996
OG0000577	Praz.g_01730	Syao.g_00995
OG0000578	Praz.g_01729	Syao.g_00994
OG0000579	Praz.g_01728	Syao.g_00993
OG0000580	Praz.g_01727	Syao.g_00992
OG0000581	Praz.g_01725	Syao.g_01059
OG0000582	Praz.g_01722	Syao.g_01204
OG0000583	Praz.g_01721	Syao.g_01205
OG0000584	Praz.g_01720	Syao.g_01206
OG0000585	Praz.g_01718	Syao.g_01054
OG0000586	Praz.g_01717	Syao.g_01055
OG0000587	Praz.g_01716	Syao.g_01057
OG0000588	Praz.g_01712	Syao.g_00406
OG0000589	Praz.g_01709	Syao.g_01342
OG0000590	Praz.g_01708	Syao.g_01341
OG0000591	Praz.g_01705	Syao.g_01330
OG0000592	Praz.g_01704	Syao.g_01329
OG0000593	Praz.g_01698	Syao.g_00890
OG0000594	Praz.g_01697	Syao.g_00891
OG0000595	Praz.g_01696	Syao.g_00892
OG0000596	Praz.g_01692	Syao.g_00897
OG0000597	Praz.g_01690	Syao.g_00900
OG0000598	Praz.g_01689	Syao.g_00901
OG0000599	Praz.g_01686	Syao.g_00908
