Orthogroup	Praz	Prbf
OG0000102	Praz.g_00200	Prbf.g_00491
OG0000103	Praz.g_00120	Prbf.g_00406
OG0000104	Praz.g_00361	Prbf.g_00397
OG0000105	Praz.g_00632	Prbf.g_01614
OG0000106	Praz.g_00804	Prbf.g_00320
OG0000107	Praz.g_00788	Prbf.g_00629
OG0000108	Praz.g_01848	Prbf.g_01763
OG0000109	Praz.g_01834	Prbf.g_01777
OG0000110	Praz.g_01754	Prbf.g_01856
OG0000111	Praz.g_01631	Prbf.g_01260
OG0000112	Praz.g_01547	Prbf.g_01929
OG0000113	Praz.g_01490	Prbf.g_01222
OG0000114	Praz.g_01408	Prbf.g_01320
OG0000115	Praz.g_00054	Prbf.g_00062
OG0000116	Praz.g_00002	Prbf.g_00907
OG0000117	Praz.g_01237	Prbf.g_00945
OG0000118	Praz.g_01168	Prbf.g_00013
OG0000119	Praz.g_01143	Prbf.g_00864, Prbf.g_00254
OG0000120	Praz.g_01118	Prbf.g_00115
OG0000121	Praz.g_01039	Prbf.g_00159
OG0000122	Praz.g_01001	Prbf.g_00055, Prbf.g_00200
OG0000123	Praz.g_00256	Prbf.g_00551
OG0000124	Praz.g_00189	Prbf.g_00478
OG0000125	Praz.g_00152	Prbf.g_00443
OG0000126	Praz.g_00360	Prbf.g_00398
OG0000128	Praz.g_00376	Prbf.g_00382
OG0000129	Praz.g_00410	Prbf.g_01367
OG0000130	Praz.g_00429	Prbf.g_01396
OG0000131	Praz.g_00505	Prbf.g_01478
OG0000132	Praz.g_00524	Prbf.g_01498
OG0000133	Praz.g_00679	Prbf.g_01661
OG0000134	Praz.g_00817	Prbf.g_01703
OG0000135	Praz.g_00791	Prbf.g_00044
OG0000136	Praz.g_01887	Prbf.g_01725
OG0000137	Praz.g_01853	Prbf.g_01758
OG0000138	Praz.g_01833	Prbf.g_01778
OG0000139	Praz.g_01791	Prbf.g_01818
OG0000140	Praz.g_01790	Prbf.g_01819
OG0000141	Praz.g_01723	Prbf.g_01890
OG0000142	Praz.g_01695	Prbf.g_00982
OG0000143	Praz.g_01691	Prbf.g_00986
OG0000144	Praz.g_01678	Prbf.g_01000
OG0000145	Praz.g_01554	Prbf.g_00042
OG0000146	Praz.g_01546	Prbf.g_01928
OG0000147	Praz.g_01545	Prbf.g_01927
OG0000148	Praz.g_01496	Prbf.g_01228
OG0000149	Praz.g_01465	Prbf.g_01196
OG0000150	Praz.g_01457	Prbf.g_01186
OG0000151	Praz.g_01398	Prbf.g_01310
OG0000152	Praz.g_01350	Prbf.g_01117
OG0000153	Praz.g_01331	Prbf.g_01098
OG0000154	Praz.g_01303	Prbf.g_01078
OG0000155	Praz.g_00734	Prbf.g_00939
OG0000156	Praz.g_01191	Prbf.g_00037
OG0000157	Praz.g_01190	Prbf.g_00036
OG0000158	Praz.g_01097	Prbf.g_00514
OG0000159	Praz.g_01095	Prbf.g_01387
OG0000160	Praz.g_01040	Prbf.g_00158
OG0000161	Praz.g_01034	Prbf.g_00164
OG0000162	Praz.g_01028	Prbf.g_00170
OG0000163	Praz.g_00994	Prbf.g_00209
OG0000164	Praz.g_00853	Prbf.g_00669
OG0000165	Praz.g_00846	Prbf.g_00662
OG0000166	Praz.g_00299	Prbf.g_00595
OG0000167	Praz.g_00232	Prbf.g_00524
OG0000168	Praz.g_00222	Prbf.g_00513
OG0000169	Praz.g_00212	Prbf.g_00503
OG0000170	Praz.g_00210	Prbf.g_00500
OG0000171	Praz.g_00190	Prbf.g_00479
OG0000172	Praz.g_00181	Prbf.g_00472
OG0000173	Praz.g_00166	Prbf.g_00457
OG0000174	Praz.g_00138	Prbf.g_00428
OG0000175	Praz.g_00128	Prbf.g_00415
OG0000176	Praz.g_00369	Prbf.g_00389
OG0000177	Praz.g_00370	Prbf.g_00388
OG0000178	Praz.g_00371	Prbf.g_00387
OG0000179	Praz.g_00381	Prbf.g_01338
OG0000180	Praz.g_00382	Prbf.g_01339
OG0000181	Praz.g_00383	Prbf.g_01340
OG0000182	Praz.g_00384	Prbf.g_01341
OG0000183	Praz.g_00388	Prbf.g_01345
OG0000184	Praz.g_00412	Prbf.g_01371
OG0000185	Praz.g_00415	Prbf.g_01374
OG0000186	Praz.g_00424	Prbf.g_01390
OG0000187	Praz.g_00425	Prbf.g_01391
OG0000188	Praz.g_00442	Prbf.g_01408
OG0000189	Praz.g_00456	Prbf.g_01422
OG0000190	Praz.g_00457	Prbf.g_01424
OG0000191	Praz.g_00477	Prbf.g_01447
OG0000192	Praz.g_00481	Prbf.g_01452
OG0000193	Praz.g_00506	Prbf.g_01479
OG0000194	Praz.g_00509	Prbf.g_01482
OG0000195	Praz.g_00511	Prbf.g_01484
OG0000196	Praz.g_00521	Prbf.g_01495
OG0000197	Praz.g_00522	Prbf.g_01496
OG0000198	Praz.g_00523	Prbf.g_01497
OG0000199	Praz.g_00530	Prbf.g_01504
OG0000200	Praz.g_00544	Prbf.g_01518
OG0000201	Praz.g_00552	Prbf.g_01527
OG0000202	Praz.g_00553	Prbf.g_01528
OG0000203	Praz.g_00554	Prbf.g_01529
OG0000204	Praz.g_00555	Prbf.g_01530
OG0000205	Praz.g_00562	Prbf.g_01537
OG0000206	Praz.g_00567	Prbf.g_01542
OG0000207	Praz.g_00569	Prbf.g_01545
OG0000208	Praz.g_00570	Prbf.g_01546
OG0000209	Praz.g_00579	Prbf.g_01555
OG0000210	Praz.g_00580	Prbf.g_01556
OG0000211	Praz.g_00593	Prbf.g_01571
OG0000212	Praz.g_00600	Prbf.g_01579
OG0000213	Praz.g_00617	Prbf.g_01597
OG0000214	Praz.g_00626	Prbf.g_01607
OG0000215	Praz.g_00650	Prbf.g_01634
OG0000216	Praz.g_00651	Prbf.g_01635
OG0000217	Praz.g_00654	Prbf.g_01638
OG0000218	Praz.g_00656	Prbf.g_01640
OG0000219	Praz.g_00657	Prbf.g_01641
OG0000220	Praz.g_00658	Prbf.g_01642
OG0000221	Praz.g_00659	Prbf.g_01643
OG0000222	Praz.g_00667	Prbf.g_01650
OG0000223	Praz.g_00680	Prbf.g_01662
OG0000224	Praz.g_00682	Prbf.g_01664
OG0000225	Praz.g_00348	Prbf.g_01690
OG0000226	Praz.g_00352	Prbf.g_01694
OG0000227	Praz.g_00354	Prbf.g_01696
OG0000228	Praz.g_00819	Prbf.g_01700
OG0000229	Praz.g_01892	Prbf.g_01720
OG0000230	Praz.g_01890	Prbf.g_01722
OG0000231	Praz.g_01879	Prbf.g_01733
OG0000232	Praz.g_01870	Prbf.g_01744
OG0000233	Praz.g_01865	Prbf.g_01750
OG0000234	Praz.g_01852	Prbf.g_01759
OG0000235	Praz.g_01849	Prbf.g_01762
OG0000236	Praz.g_01835	Prbf.g_01776
OG0000237	Praz.g_01822	Prbf.g_01789
OG0000238	Praz.g_01816	Prbf.g_01795
OG0000239	Praz.g_01803	Prbf.g_01806
OG0000240	Praz.g_01802	Prbf.g_01807
OG0000241	Praz.g_01798	Prbf.g_01811
OG0000242	Praz.g_01796	Prbf.g_01813
OG0000243	Praz.g_01785	Prbf.g_01824
OG0000244	Praz.g_01782	Prbf.g_01827
OG0000245	Praz.g_01780	Prbf.g_01829
OG0000246	Praz.g_01776	Prbf.g_01833
OG0000247	Praz.g_01766	Prbf.g_01843
OG0000248	Praz.g_01764	Prbf.g_01846
OG0000249	Praz.g_01762	Prbf.g_01848
OG0000250	Praz.g_01757	Prbf.g_01853
OG0000251	Praz.g_01739	Prbf.g_01873
OG0000252	Praz.g_01736	Prbf.g_01876
OG0000253	Praz.g_01735	Prbf.g_01877
OG0000254	Praz.g_01719	Prbf.g_01894
OG0000255	Praz.g_01713	Prbf.g_01900
OG0000256	Praz.g_01703	Prbf.g_01910
OG0000257	Praz.g_01700	Prbf.g_00977
OG0000258	Praz.g_01687	Prbf.g_00991
OG0000259	Praz.g_01670	Prbf.g_01008
OG0000260	Praz.g_01667	Prbf.g_01011
OG0000261	Praz.g_01665	Prbf.g_01014
OG0000262	Praz.g_01661	Prbf.g_01018
OG0000263	Praz.g_01649	Prbf.g_01282
OG0000264	Praz.g_01639	Prbf.g_01271
OG0000265	Praz.g_01607	Prbf.g_01253
OG0000266	Praz.g_01597	Prbf.g_01037
OG0000267	Praz.g_01586	Prbf.g_01049
OG0000268	Praz.g_01585	Prbf.g_01050
OG0000269	Praz.g_01517	Prbf.g_01250
OG0000270	Praz.g_01514	Prbf.g_01247
OG0000271	Praz.g_01506	Prbf.g_01239
OG0000272	Praz.g_01505	Prbf.g_01238
OG0000273	Praz.g_01482	Prbf.g_01214
OG0000274	Praz.g_01481	Prbf.g_01213
OG0000275	Praz.g_01478	Prbf.g_01210
OG0000276	Praz.g_01473	Prbf.g_01204
OG0000277	Praz.g_01472	Prbf.g_01203
OG0000278	Praz.g_01469	Prbf.g_01200
OG0000279	Praz.g_01462	Prbf.g_01193
OG0000280	Praz.g_01461	Prbf.g_01192
OG0000281	Praz.g_01456	Prbf.g_01185
OG0000282	Praz.g_01406	Prbf.g_01318
OG0000283	Praz.g_01373	Prbf.g_01141
OG0000284	Praz.g_01368	Prbf.g_01136
OG0000285	Praz.g_01363	Prbf.g_01131
OG0000286	Praz.g_01351	Prbf.g_01118
OG0000287	Praz.g_01334	Prbf.g_00065
OG0000288	Praz.g_01304	Prbf.g_01079
OG0000289	Praz.g_01292	Prbf.g_01063
OG0000290	Praz.g_01279, Praz.g_00063	Prbf.g_01167
OG0000291	Praz.g_00065	Prbf.g_01169
OG0000292	Praz.g_00114	Prbf.g_00873
OG0000293	Praz.g_00001	Prbf.g_00908
OG0000294	Praz.g_00763	Prbf.g_00909
OG0000295	Praz.g_00742	Prbf.g_00932
OG0000296	Praz.g_00740	Prbf.g_00934
OG0000297	Praz.g_00732	Prbf.g_00943
OG0000298	Praz.g_00731	Prbf.g_00944
OG0000299	Praz.g_00714	Prbf.g_00963
OG0000300	Praz.g_00711	Prbf.g_00966
OG0000301	Praz.g_00710	Prbf.g_00967
OG0000302	Praz.g_00708	Prbf.g_00969
OG0000303	Praz.g_00701	Prbf.g_00975
OG0000304	Praz.g_00697	Prbf.g_01915
OG0000305	Praz.g_01147	Prbf.g_00875
OG0000306	Praz.g_01144	Prbf.g_01181
OG0000307	Praz.g_01130	Prbf.g_00104
OG0000308	Praz.g_01129	Prbf.g_00105
OG0000309	Praz.g_01125	Prbf.g_00109
OG0000310	Praz.g_01056	Prbf.g_00143
OG0000311	Praz.g_01054	Prbf.g_00145
OG0000312	Praz.g_01051	Prbf.g_00148
OG0000313	Praz.g_01037	Prbf.g_00161
OG0000314	Praz.g_01014	Prbf.g_00184
OG0000315	Praz.g_01004	Prbf.g_00194
OG0000316	Praz.g_00984	Prbf.g_00219
OG0000317	Praz.g_00879	Prbf.g_00696
OG0000318	Praz.g_00876	Prbf.g_00692
OG0000319	Praz.g_00863	Prbf.g_00679
OG0000320	Praz.g_00861	Prbf.g_00677
OG0000321	Praz.g_00860	Prbf.g_00676
OG0000322	Praz.g_00859	Prbf.g_00675
OG0000323	Praz.g_00850	Prbf.g_00666
OG0000324	Praz.g_00824	Prbf.g_00639
OG0000325	Praz.g_00334	Prbf.g_00628
OG0000326	Praz.g_00328	Prbf.g_00621
OG0000327	Praz.g_00304	Prbf.g_00600
OG0000328	Praz.g_00303	Prbf.g_00599
OG0000329	Praz.g_00286	Prbf.g_00582
OG0000330	Praz.g_00285	Prbf.g_00581
OG0000331	Praz.g_00284	Prbf.g_00580
OG0000332	Praz.g_00270	Prbf.g_00566
OG0000333	Praz.g_00268	Prbf.g_00564
OG0000334	Praz.g_00260	Prbf.g_00555
OG0000335	Praz.g_00255	Prbf.g_00550
OG0000336	Praz.g_00251	Prbf.g_00546
OG0000337	Praz.g_00234	Prbf.g_00528
OG0000338	Praz.g_00233	Prbf.g_00527
OG0000339	Praz.g_00229	Prbf.g_00521
OG0000340	Praz.g_00221	Prbf.g_00512
OG0000341	Praz.g_00219	Prbf.g_00510
OG0000342	Praz.g_00218	Prbf.g_00509
OG0000343	Praz.g_00217	Prbf.g_00508
OG0000344	Praz.g_00214	Prbf.g_00505
OG0000345	Praz.g_00209	Prbf.g_00499
OG0000346	Praz.g_00204	Prbf.g_00495
OG0000347	Praz.g_00188	Prbf.g_00477
OG0000348	Praz.g_00178	Prbf.g_00469
OG0000349	Praz.g_00161	Prbf.g_00452
OG0000350	Praz.g_00142	Prbf.g_00351
OG0000351	Praz.g_00125	Prbf.g_00412
OG0000352	Praz.g_00124	Prbf.g_00411
OG0000353	Praz.g_00364	Prbf.g_00394
OG0000355	Praz.g_00366	Prbf.g_00392
OG0000356	Praz.g_00367	Prbf.g_00391
OG0000357	Praz.g_00368	Prbf.g_00390
OG0000358	Praz.g_00372	Prbf.g_00386
OG0000359	Praz.g_00373	Prbf.g_00385
OG0000360	Praz.g_00374	Prbf.g_00384
OG0000361	Praz.g_00375	Prbf.g_00383
OG0000362	Praz.g_00377	Prbf.g_00381
OG0000363	Praz.g_00379	Prbf.g_01336
OG0000364	Praz.g_00380	Prbf.g_01337
OG0000365	Praz.g_00385	Prbf.g_01342
OG0000366	Praz.g_00386	Prbf.g_01343
OG0000367	Praz.g_00387	Prbf.g_01344
OG0000368	Praz.g_00389	Prbf.g_01346
OG0000369	Praz.g_00390	Prbf.g_01347
OG0000370	Praz.g_00391	Prbf.g_01348
OG0000371	Praz.g_00397	Prbf.g_01355
OG0000372	Praz.g_00400	Prbf.g_01358
OG0000373	Praz.g_00401	Prbf.g_01359
OG0000374	Praz.g_00402	Prbf.g_01360
OG0000375	Praz.g_00406	Prbf.g_01362
OG0000376	Praz.g_00408	Prbf.g_01364
OG0000377	Praz.g_00411	Prbf.g_01368
OG0000378	Praz.g_00413	Prbf.g_01372
OG0000379	Praz.g_00416	Prbf.g_01375
OG0000380	Praz.g_00426	Prbf.g_01392
OG0000381	Praz.g_00430	Prbf.g_01397
OG0000382	Praz.g_00441	Prbf.g_01407
OG0000383	Praz.g_00443	Prbf.g_01409
OG0000384	Praz.g_00444	Prbf.g_01410
OG0000385	Praz.g_00445	Prbf.g_01411
OG0000386	Praz.g_00446	Prbf.g_01412
OG0000387	Praz.g_00459	Prbf.g_01426
OG0000388	Praz.g_00462	Prbf.g_01430
OG0000389	Praz.g_00466	Prbf.g_01433
OG0000390	Praz.g_00473	Prbf.g_01443
OG0000391	Praz.g_00476	Prbf.g_01446
OG0000392	Praz.g_00480	Prbf.g_01450
OG0000393	Praz.g_00482	Prbf.g_01453
OG0000394	Praz.g_00483	Prbf.g_01454
OG0000395	Praz.g_00484	Prbf.g_01455
OG0000396	Praz.g_00487	Prbf.g_01457
OG0000397	Praz.g_00489	Prbf.g_01459
OG0000398	Praz.g_00491	Prbf.g_01462
OG0000399	Praz.g_00492	Prbf.g_01463
OG0000400	Praz.g_00493	Prbf.g_01464
OG0000401	Praz.g_00494	Prbf.g_01465
OG0000402	Praz.g_00496	Prbf.g_01055
OG0000403	Praz.g_00497	Prbf.g_01467
OG0000404	Praz.g_00498	Prbf.g_01468
OG0000405	Praz.g_00502	Prbf.g_01472
OG0000406	Praz.g_00507	Prbf.g_01480
OG0000407	Praz.g_00508	Prbf.g_01481
OG0000408	Praz.g_00510	Prbf.g_01483
OG0000409	Praz.g_00512	Prbf.g_01485
OG0000410	Praz.g_00513	Prbf.g_01486
OG0000411	Praz.g_00514	Prbf.g_01487
OG0000412	Praz.g_00515	Prbf.g_01488
OG0000413	Praz.g_00516	Prbf.g_01490
OG0000414	Praz.g_00517	Prbf.g_01491
OG0000415	Praz.g_00518	Prbf.g_01492
OG0000416	Praz.g_00519	Prbf.g_01493
OG0000417	Praz.g_00520	Prbf.g_01494
OG0000418	Praz.g_00525	Prbf.g_01499
OG0000419	Praz.g_00527	Prbf.g_01501
OG0000420	Praz.g_00528	Prbf.g_01502
OG0000421	Praz.g_00533	Prbf.g_01507
OG0000422	Praz.g_00534	Prbf.g_01508
OG0000423	Praz.g_00535	Prbf.g_01509
OG0000424	Praz.g_00536	Prbf.g_01510
OG0000425	Praz.g_00537	Prbf.g_01511
OG0000426	Praz.g_00538	Prbf.g_01512
OG0000427	Praz.g_00539	Prbf.g_01513
OG0000428	Praz.g_00541	Prbf.g_01515
OG0000429	Praz.g_00542	Prbf.g_01516
OG0000430	Praz.g_00543	Prbf.g_01517
OG0000431	Praz.g_00545	Prbf.g_01519
OG0000432	Praz.g_00548	Prbf.g_01523
OG0000433	Praz.g_00549	Prbf.g_01524
OG0000434	Praz.g_00550	Prbf.g_01525
OG0000435	Praz.g_00551	Prbf.g_01526
OG0000436	Praz.g_00556	Prbf.g_01531
OG0000437	Praz.g_00557	Prbf.g_01532
OG0000438	Praz.g_00558	Prbf.g_01533
OG0000439	Praz.g_00560	Prbf.g_01535
OG0000440	Praz.g_00561	Prbf.g_01536
OG0000441	Praz.g_00564	Prbf.g_01539
OG0000442	Praz.g_00565	Prbf.g_01540
OG0000443	Praz.g_00566	Prbf.g_01541
OG0000444	Praz.g_00571	Prbf.g_01547
OG0000445	Praz.g_00572	Prbf.g_01548
OG0000446	Praz.g_00573	Prbf.g_01549
OG0000447	Praz.g_00574	Prbf.g_01550
OG0000448	Praz.g_00575	Prbf.g_01551
OG0000449	Praz.g_00576	Prbf.g_01552
OG0000450	Praz.g_00577	Prbf.g_01553
OG0000451	Praz.g_00578	Prbf.g_01554
OG0000452	Praz.g_00581	Prbf.g_01557
OG0000453	Praz.g_00582	Prbf.g_01558
OG0000454	Praz.g_00583	Prbf.g_01559
OG0000455	Praz.g_00584	Prbf.g_01560
OG0000456	Praz.g_00585	Prbf.g_01561
OG0000457	Praz.g_00586	Prbf.g_01563
OG0000458	Praz.g_00587	Prbf.g_01564
OG0000459	Praz.g_00588	Prbf.g_01565
OG0000460	Praz.g_00595	Prbf.g_01573
OG0000461	Praz.g_00602	Prbf.g_01581
OG0000462	Praz.g_00604	Prbf.g_01583
OG0000463	Praz.g_00605	Prbf.g_01584
OG0000464	Praz.g_00606	Prbf.g_01585
OG0000465	Praz.g_00607	Prbf.g_01586
OG0000466	Praz.g_00610	Prbf.g_01589
OG0000467	Praz.g_00611	Prbf.g_01590
OG0000468	Praz.g_00613	Prbf.g_01593
OG0000469	Praz.g_00621	Prbf.g_01601
OG0000470	Praz.g_00623	Prbf.g_01603
OG0000471	Praz.g_00624	Prbf.g_01604
OG0000472	Praz.g_00625	Prbf.g_01606
OG0000473	Praz.g_00627	Prbf.g_01608
OG0000474	Praz.g_00628	Prbf.g_01609
OG0000475	Praz.g_00629	Prbf.g_01610
OG0000476	Praz.g_00630	Prbf.g_01612
OG0000477	Praz.g_00633	Prbf.g_01615
OG0000478	Praz.g_00634	Prbf.g_01616
OG0000479	Praz.g_00635	Prbf.g_01617
OG0000480	Praz.g_00640	Prbf.g_01622
OG0000481	Praz.g_00642	Prbf.g_01625
OG0000482	Praz.g_00643	Prbf.g_01626
OG0000483	Praz.g_00646	Prbf.g_01629
OG0000484	Praz.g_00647	Prbf.g_01630
OG0000485	Praz.g_00648	Prbf.g_01632
OG0000486	Praz.g_00649	Prbf.g_01633
OG0000487	Praz.g_00652	Prbf.g_01636
OG0000488	Praz.g_00655	Prbf.g_01639
OG0000489	Praz.g_00660	Prbf.g_01644
OG0000490	Praz.g_00665	Prbf.g_01648
OG0000491	Praz.g_00666	Prbf.g_01649
OG0000492	Praz.g_00668	Prbf.g_01651
OG0000493	Praz.g_00669	Prbf.g_01652
OG0000494	Praz.g_00670	Prbf.g_01653
OG0000495	Praz.g_00671	Prbf.g_01654
OG0000496	Praz.g_00672	Prbf.g_01655
OG0000497	Praz.g_00673	Prbf.g_01656
OG0000498	Praz.g_00674	Prbf.g_01657
OG0000499	Praz.g_00675	Prbf.g_01658
OG0000500	Praz.g_00676	Prbf.g_01659
OG0000501	Praz.g_00678	Prbf.g_01660
OG0000502	Praz.g_00681	Prbf.g_01663
OG0000503	Praz.g_01931	Prbf.g_01678
OG0000504	Praz.g_01932	Prbf.g_01680
OG0000505	Praz.g_01933	Prbf.g_01681
OG0000506	Praz.g_01935	Prbf.g_01682
OG0000507	Praz.g_00343	Prbf.g_01685
OG0000508	Praz.g_00347	Prbf.g_01689
OG0000509	Praz.g_00349	Prbf.g_01691
OG0000510	Praz.g_00350	Prbf.g_01692
OG0000511	Praz.g_00351	Prbf.g_01693
OG0000512	Praz.g_00353	Prbf.g_01695
OG0000513	Praz.g_00816	Prbf.g_01704
OG0000514	Praz.g_01897	Prbf.g_01715
OG0000515	Praz.g_01896	Prbf.g_01716
OG0000516	Praz.g_01895	Prbf.g_01717
OG0000517	Praz.g_01893	Prbf.g_01719
OG0000518	Praz.g_01882	Prbf.g_01730
OG0000519	Praz.g_01881	Prbf.g_01731
OG0000520	Praz.g_01880	Prbf.g_01732
OG0000521	Praz.g_01875	Prbf.g_01740
OG0000522	Praz.g_01873	Prbf.g_01742
OG0000523	Praz.g_01872	Prbf.g_01743
OG0000524	Praz.g_01867	Prbf.g_01748
OG0000525	Praz.g_01864	Prbf.g_01752
OG0000526	Praz.g_01863	Prbf.g_01753
OG0000527	Praz.g_01855	Prbf.g_01756
OG0000528	Praz.g_01850	Prbf.g_01761
OG0000529	Praz.g_01847	Prbf.g_01764
OG0000530	Praz.g_01844	Prbf.g_01767
OG0000531	Praz.g_01843	Prbf.g_01768
OG0000532	Praz.g_01841	Prbf.g_01770
OG0000533	Praz.g_01840	Prbf.g_01771
OG0000534	Praz.g_01839	Prbf.g_01772
OG0000535	Praz.g_01838	Prbf.g_01773
OG0000536	Praz.g_01837	Prbf.g_01774
OG0000537	Praz.g_01836	Prbf.g_01775
OG0000538	Praz.g_01828	Prbf.g_01784
OG0000539	Praz.g_01827	Prbf.g_01785
OG0000540	Praz.g_01826	Prbf.g_01786
OG0000541	Praz.g_01825	Prbf.g_01787
OG0000542	Praz.g_01823	Prbf.g_01788
OG0000543	Praz.g_01821	Prbf.g_01790
OG0000544	Praz.g_01820	Prbf.g_01791
OG0000545	Praz.g_01818	Prbf.g_01793
OG0000546	Praz.g_01815	Prbf.g_01796
OG0000547	Praz.g_01813	Prbf.g_01798
OG0000548	Praz.g_01812	Prbf.g_01799
OG0000549	Praz.g_01810	Prbf.g_01801
OG0000550	Praz.g_01805	Prbf.g_01805
OG0000551	Praz.g_01801	Prbf.g_01808
OG0000552	Praz.g_01800	Prbf.g_01809
OG0000553	Praz.g_01799	Prbf.g_01810
OG0000554	Praz.g_01794	Prbf.g_01815
OG0000555	Praz.g_01786	Prbf.g_01823
OG0000556	Praz.g_01784	Prbf.g_01825
OG0000557	Praz.g_01783	Prbf.g_01826
OG0000558	Praz.g_01781	Prbf.g_01828
OG0000559	Praz.g_01777	Prbf.g_01832
OG0000560	Praz.g_01774	Prbf.g_01835
OG0000561	Praz.g_01773	Prbf.g_01836
