Orthogroup	Syan	Syae
OG0000361	Syan.g_01769	Syae.g_01723
OG0000362	Syan.g_01767	Syae.g_01725
OG0000363	Syan.g_01765	Syae.g_01727
OG0000364	Syan.g_01398	Syae.g_01728
OG0000365	Syan.g_01755	Syae.g_01737
OG0000366	Syan.g_01754	Syae.g_01738
OG0000367	Syan.g_01753	Syae.g_01739
OG0000368	Syan.g_01751	Syae.g_01741
OG0000369	Syan.g_01750	Syae.g_01742
OG0000370	Syan.g_01749	Syae.g_01743
OG0000371	Syan.g_01740	Syae.g_01751
OG0000372	Syan.g_01734	Syae.g_01756
OG0000373	Syan.g_01733	Syae.g_01757
OG0000374	Syan.g_01732	Syae.g_01758
OG0000375	Syan.g_01731	Syae.g_01759
OG0000376	Syan.g_01729	Syae.g_01761
OG0000377	Syan.g_01555	Syae.g_01561
OG0000378	Syan.g_01543	Syae.g_01553
OG0000379	Syan.g_01539	Syae.g_01550
OG0000380	Syan.g_02905	Syae.g_01281
OG0000381	Syan.g_02908	Syae.g_01285
OG0000382	Syan.g_02925	Syae.g_01322
OG0000383	Syan.g_02936	Syae.g_01324
OG0000384	Syan.g_02937	Syae.g_01325
OG0000385	Syan.g_02938	Syae.g_01326
OG0000386	Syan.g_02939	Syae.g_01327
OG0000387	Syan.g_00967	Syae.g_01354
OG0000388	Syan.g_02970	Syae.g_01358
OG0000389	Syan.g_02973	Syae.g_01362
OG0000390	Syan.g_02306	Syae.g_01378
OG0000391	Syan.g_02301	Syae.g_01383
OG0000392	Syan.g_02295	Syae.g_01389
OG0000393	Syan.g_02292	Syae.g_01392
OG0000394	Syan.g_02291	Syae.g_01393
OG0000395	Syan.g_02290	Syae.g_01394
OG0000396	Syan.g_02287	Syae.g_01397
OG0000397	Syan.g_02285	Syae.g_01400
OG0000398	Syan.g_02279	Syae.g_01405
OG0000399	Syan.g_02278	Syae.g_01406
OG0000400	Syan.g_02277	Syae.g_01407
OG0000401	Syan.g_02274	Syae.g_01408
OG0000402	Syan.g_02272	Syae.g_01410
OG0000403	Syan.g_02271	Syae.g_01411
OG0000404	Syan.g_02269	Syae.g_01412
OG0000405	Syan.g_03005	Syae.g_01426
OG0000406	Syan.g_03010	Syae.g_01430
OG0000407	Syan.g_03011	Syae.g_01431
OG0000408	Syan.g_03013	Syae.g_01433
OG0000409	Syan.g_03015	Syae.g_01435
OG0000410	Syan.g_03016	Syae.g_01436
OG0000411	Syan.g_03017	Syae.g_01437
OG0000412	Syan.g_03018	Syae.g_01438
OG0000413	Syan.g_03020	Syae.g_01440
OG0000415	Syan.g_03022	Syae.g_01441
OG0000416	Syan.g_03023	Syae.g_01442
OG0000417	Syan.g_03025	Syae.g_01443
OG0000418	Syan.g_03030	Syae.g_01448
OG0000419	Syan.g_03033	Syae.g_01450
OG0000420	Syan.g_03035	Syae.g_01452
OG0000421	Syan.g_03040	Syae.g_01457
OG0000422	Syan.g_03041	Syae.g_01458
OG0000423	Syan.g_03042	Syae.g_01459
OG0000424	Syan.g_03043	Syae.g_01460
OG0000425	Syan.g_03044	Syae.g_01461
OG0000426	Syan.g_03045	Syae.g_01462
OG0000427	Syan.g_03046	Syae.g_01463
OG0000428	Syan.g_03049	Syae.g_01466
OG0000429	Syan.g_03051	Syae.g_01468
OG0000430	Syan.g_03053	Syae.g_01470
OG0000431	Syan.g_03058	Syae.g_01473
OG0000432	Syan.g_03065	Syae.g_01481
OG0000433	Syan.g_03068	Syae.g_01484
OG0000434	Syan.g_03069	Syae.g_01485
OG0000435	Syan.g_03071	Syae.g_01486
OG0000436	Syan.g_03079	Syae.g_01491
OG0000437	Syan.g_03080	Syae.g_01492
OG0000438	Syan.g_03083	Syae.g_01493
OG0000439	Syan.g_03085	Syae.g_01495
OG0000440	Syan.g_03086	Syae.g_01496
OG0000441	Syan.g_03089	Syae.g_01501
OG0000442	Syan.g_03090	Syae.g_01502
OG0000443	Syan.g_03094	Syae.g_01503
OG0000444	Syan.g_03102	Syae.g_01509
OG0000445	Syan.g_03103	Syae.g_01510
OG0000446	Syan.g_03105	Syae.g_01512
OG0000447	Syan.g_03111	Syae.g_01517
OG0000448	Syan.g_03112	Syae.g_01518
OG0000449	Syan.g_03113	Syae.g_01519
OG0000450	Syan.g_01518	Syae.g_01525
OG0000451	Syan.g_01519	Syae.g_01526
OG0000452	Syan.g_01523	Syae.g_01530
OG0000453	Syan.g_01524	Syae.g_01531
OG0000454	Syan.g_01525	Syae.g_01532
OG0000455	Syan.g_01526	Syae.g_01533
OG0000456	Syan.g_01527	Syae.g_01534
OG0000457	Syan.g_01529	Syae.g_01536
OG0000458	Syan.g_01530	Syae.g_01538
OG0000459	Syan.g_01531	Syae.g_01539
OG0000460	Syan.g_02423	Syae.g_02236
OG0000461	Syan.g_02099	Syae.g_02024
OG0000462	Syan.g_02096	Syae.g_02021
OG0000463	Syan.g_02095	Syae.g_02020
OG0000464	Syan.g_02094	Syae.g_02019
OG0000465	Syan.g_02092	Syae.g_02018
OG0000466	Syan.g_02087	Syae.g_02014
OG0000467	Syan.g_02086	Syae.g_02012
OG0000468	Syan.g_02063	Syae.g_02007
OG0000469	Syan.g_02046	Syae.g_01992
OG0000470	Syan.g_02044	Syae.g_01990
OG0000471	Syan.g_02043	Syae.g_01989
OG0000472	Syan.g_02041	Syae.g_01987
OG0000473	Syan.g_02039	Syae.g_01985
OG0000474	Syan.g_02038	Syae.g_01984
OG0000475	Syan.g_02037	Syae.g_01983
OG0000476	Syan.g_02035	Syae.g_01981
OG0000477	Syan.g_02029	Syae.g_01975
OG0000478	Syan.g_02028	Syae.g_01974
OG0000479	Syan.g_02027	Syae.g_01973
OG0000480	Syan.g_02020	Syae.g_01966
OG0000481	Syan.g_00975	Syae.g_01964
OG0000482	Syan.g_02018	Syae.g_01963
OG0000483	Syan.g_02014	Syae.g_01959
OG0000484	Syan.g_02013	Syae.g_01958
OG0000485	Syan.g_02012	Syae.g_01957
OG0000486	Syan.g_02011	Syae.g_01956
OG0000487	Syan.g_02005	Syae.g_01950
OG0000488	Syan.g_02000	Syae.g_01946
OG0000489	Syan.g_01993	Syae.g_01936
OG0000490	Syan.g_01985	Syae.g_01928
OG0000491	Syan.g_01983	Syae.g_01927
OG0000492	Syan.g_01980	Syae.g_01925
OG0000493	Syan.g_01979	Syae.g_01924
OG0000494	Syan.g_01978	Syae.g_01923
OG0000495	Syan.g_01977	Syae.g_01922
OG0000496	Syan.g_01976	Syae.g_01921
OG0000497	Syan.g_01975	Syae.g_01920
OG0000498	Syan.g_01974	Syae.g_01919
OG0000499	Syan.g_01973	Syae.g_01918
OG0000500	Syan.g_01972	Syae.g_01917
OG0000501	Syan.g_01969	Syae.g_01914
OG0000502	Syan.g_01961	Syae.g_01902
OG0000503	Syan.g_02144	Syae.g_02192
OG0000504	Syan.g_02142	Syae.g_02194
OG0000505	Syan.g_02141	Syae.g_02195
OG0000506	Syan.g_02139	Syae.g_02197
OG0000507	Syan.g_02133	Syae.g_02203
OG0000508	Syan.g_02998	Syae.g_02207
OG0000509	Syan.g_02993	Syae.g_02209
OG0000510	Syan.g_02992	Syae.g_02210
OG0000511	Syan.g_02991	Syae.g_02211
OG0000512	Syan.g_02989	Syae.g_02213
OG0000513	Syan.g_02320	Syae.g_02223
OG0000514	Syan.g_02326	Syae.g_02229
OG0000515	Syan.g_02327	Syae.g_02230
OG0000516	Syan.g_02389	Syae.g_01000
OG0000517	Syan.g_02395	Syae.g_00995
OG0000518	Syan.g_01336	Syae.g_00983
OG0000519	Syan.g_01335	Syae.g_00982
OG0000520	Syan.g_01334	Syae.g_00981
OG0000521	Syan.g_02805	Syae.g_02491
OG0000522	Syan.g_02803	Syae.g_02493
OG0000523	Syan.g_02802	Syae.g_02494
OG0000524	Syan.g_02878	Syae.g_02501
OG0000525	Syan.g_02853	Syae.g_02520
OG0000526	Syan.g_02852	Syae.g_02523
OG0000527	Syan.g_02848	Syae.g_02528
OG0000528	Syan.g_02767	Syae.g_02304
OG0000529	Syan.g_02763	Syae.g_02310
OG0000530	Syan.g_02760	Syae.g_02313
OG0000531	Syan.g_02759	Syae.g_02314
OG0000532	Syan.g_02756	Syae.g_02317
OG0000533	Syan.g_02754	Syae.g_02318
OG0000534	Syan.g_02753	Syae.g_02319
OG0000535	Syan.g_02752	Syae.g_02320
OG0000536	Syan.g_02751	Syae.g_02321
OG0000537	Syan.g_02750	Syae.g_02322
OG0000538	Syan.g_02738	Syae.g_02333
OG0000539	Syan.g_02737	Syae.g_02334
OG0000540	Syan.g_02736	Syae.g_02335
OG0000541	Syan.g_02735	Syae.g_02336
OG0000542	Syan.g_02732	Syae.g_02339
OG0000543	Syan.g_02730	Syae.g_02341
OG0000544	Syan.g_02729	Syae.g_02342
OG0000545	Syan.g_02727	Syae.g_02344
OG0000546	Syan.g_02725	Syae.g_02346
OG0000547	Syan.g_02723	Syae.g_02348
OG0000548	Syan.g_02722	Syae.g_02349
OG0000549	Syan.g_01194	Syae.g_02354
OG0000550	Syan.g_01189	Syae.g_02358
OG0000551	Syan.g_01184	Syae.g_02363
OG0000552	Syan.g_01183	Syae.g_02364
OG0000553	Syan.g_01179	Syae.g_02366
OG0000554	Syan.g_01165	Syae.g_02375
OG0000555	Syan.g_00839	Syae.g_02390
OG0000556	Syan.g_00842	Syae.g_02394
OG0000557	Syan.g_00847	Syae.g_02398
OG0000558	Syan.g_00849	Syae.g_02400
OG0000559	Syan.g_00853	Syae.g_02404
OG0000560	Syan.g_00856	Syae.g_02407
OG0000561	Syan.g_00857	Syae.g_02408
OG0000562	Syan.g_00858	Syae.g_02409
OG0000563	Syan.g_00859	Syae.g_02410
OG0000564	Syan.g_00860	Syae.g_02411
OG0000565	Syan.g_00864	Syae.g_02414
OG0000566	Syan.g_00868	Syae.g_02418
OG0000567	Syan.g_00872	Syae.g_02422
OG0000568	Syan.g_00874	Syae.g_02427
OG0000569	Syan.g_00875	Syae.g_02428
OG0000570	Syan.g_00876	Syae.g_02429
OG0000571	Syan.g_00879	Syae.g_02433
OG0000572	Syan.g_00954	Syae.g_02448
OG0000573	Syan.g_00963	Syae.g_02456
OG0000574	Syan.g_00965	Syae.g_02457
OG0000575	Syan.g_01003	Syae.g_02461
OG0000576	Syan.g_01007	Syae.g_02463
OG0000577	Syan.g_01008	Syae.g_02464
OG0000578	Syan.g_01009	Syae.g_02465
OG0000579	Syan.g_01010	Syae.g_02466
OG0000580	Syan.g_01011	Syae.g_02467
OG0000581	Syan.g_01018	Syae.g_02473
OG0000582	Syan.g_01030	Syae.g_00018
OG0000583	Syan.g_01029	Syae.g_00019
OG0000584	Syan.g_01028	Syae.g_00020
OG0000585	Syan.g_01024	Syae.g_00022
OG0000586	Syan.g_01022	Syae.g_00023
OG0000587	Syan.g_01020	Syae.g_00025
OG0000588	Syan.g_00215	Syae.g_00043
OG0000589	Syan.g_00016	Syae.g_00047
OG0000590	Syan.g_00015	Syae.g_00048
OG0000591	Syan.g_00003	Syae.g_00056
