Orthogroup	Syan	Prap
OG0000446	Syan.g_03105	Prap.g_00955
OG0000447	Syan.g_03111	Prap.g_00954
OG0000448	Syan.g_03112	Prap.g_00953
OG0000449	Syan.g_03113	Prap.g_00952
OG0000450	Syan.g_01518	Prap.g_00951
OG0000451	Syan.g_01519	Prap.g_00950
OG0000452	Syan.g_01523	Prap.g_00947
OG0000453	Syan.g_01524	Prap.g_00946
OG0000454	Syan.g_01525	Prap.g_00945
OG0000455	Syan.g_01526	Prap.g_00944
OG0000456	Syan.g_01527	Prap.g_00943
OG0000457	Syan.g_01529	Prap.g_01487
OG0000458	Syan.g_01530	Prap.g_01486
OG0000459	Syan.g_01531	Prap.g_01485
OG0000460	Syan.g_02423	Prap.g_01477
OG0000461	Syan.g_02099	Prap.g_01469
OG0000462	Syan.g_02096	Prap.g_01467
OG0000463	Syan.g_02095	Prap.g_01466
OG0000464	Syan.g_02094	Prap.g_01465
OG0000465	Syan.g_02092	Prap.g_01464
OG0000466	Syan.g_02087	Prap.g_01461
OG0000467	Syan.g_02086	Prap.g_01460
OG0000468	Syan.g_02063	Prap.g_01457
OG0000469	Syan.g_02046	Prap.g_01449
OG0000470	Syan.g_02044	Prap.g_01447
OG0000471	Syan.g_02043	Prap.g_01446
OG0000472	Syan.g_02041	Prap.g_01444
OG0000473	Syan.g_02039	Prap.g_01442
OG0000474	Syan.g_02038	Prap.g_01441
OG0000475	Syan.g_02037	Prap.g_01440
OG0000476	Syan.g_02035	Prap.g_01438
OG0000477	Syan.g_02029	Prap.g_01435
OG0000478	Syan.g_02028	Prap.g_01434
OG0000479	Syan.g_02027	Prap.g_01433
OG0000480	Syan.g_02020	Prap.g_01428
OG0000481	Syan.g_00975	Prap.g_01425
OG0000482	Syan.g_02018	Prap.g_01424
OG0000483	Syan.g_02014	Prap.g_01421
OG0000484	Syan.g_02013	Prap.g_01420
OG0000485	Syan.g_02012	Prap.g_01418
OG0000486	Syan.g_02011	Prap.g_01417
OG0000487	Syan.g_02005	Prap.g_01414
OG0000488	Syan.g_02000	Prap.g_01411
OG0000489	Syan.g_01993	Prap.g_01406
OG0000490	Syan.g_01985	Prap.g_01402
OG0000491	Syan.g_01983	Prap.g_01401
OG0000492	Syan.g_01980	Prap.g_01399
OG0000493	Syan.g_01979	Prap.g_01398
OG0000494	Syan.g_01978	Prap.g_01397
OG0000495	Syan.g_01977	Prap.g_01396
OG0000496	Syan.g_01976	Prap.g_01395
OG0000497	Syan.g_01975	Prap.g_01394
OG0000498	Syan.g_01974	Prap.g_01393
OG0000499	Syan.g_01973	Prap.g_01392
OG0000500	Syan.g_01972	Prap.g_01391
OG0000501	Syan.g_01969	Prap.g_01390
OG0000502	Syan.g_01961	Prap.g_01387
OG0000503	Syan.g_02144	Prap.g_01372
OG0000504	Syan.g_02142	Prap.g_01370
OG0000505	Syan.g_02141	Prap.g_01369
OG0000506	Syan.g_02139	Prap.g_01368
OG0000507	Syan.g_02133	Prap.g_01365
OG0000508	Syan.g_02998	Prap.g_01361
OG0000509	Syan.g_02993	Prap.g_01359
OG0000510	Syan.g_02992	Prap.g_01358
OG0000511	Syan.g_02991	Prap.g_01357
OG0000512	Syan.g_02989	Prap.g_01355
OG0000513	Syan.g_02320	Prap.g_01346
OG0000514	Syan.g_02326	Prap.g_01335
OG0000515	Syan.g_02327	Prap.g_01334
OG0000516	Syan.g_02389	Prap.g_01333
OG0000517	Syan.g_02395	Prap.g_01331
OG0000518	Syan.g_01336	Prap.g_01320
OG0000519	Syan.g_01335	Prap.g_01319
OG0000520	Syan.g_01334	Prap.g_01318
OG0000521	Syan.g_02805	Prap.g_01310
OG0000522	Syan.g_02803	Prap.g_01308
OG0000523	Syan.g_02802	Prap.g_01307
OG0000524	Syan.g_02878	Prap.g_01302
OG0000525	Syan.g_02853	Prap.g_01298
OG0000526	Syan.g_02852	Prap.g_01297
OG0000527	Syan.g_02848	Prap.g_01294
OG0000528	Syan.g_02767	Prap.g_01289
OG0000529	Syan.g_02763	Prap.g_01286
OG0000530	Syan.g_02760	Prap.g_01283
OG0000531	Syan.g_02759	Prap.g_01282
OG0000532	Syan.g_02756	Prap.g_01280
OG0000533	Syan.g_02754	Prap.g_01279
OG0000534	Syan.g_02753	Prap.g_01278
OG0000535	Syan.g_02752	Prap.g_01277
OG0000536	Syan.g_02751	Prap.g_01276
OG0000537	Syan.g_02750	Prap.g_01275
OG0000538	Syan.g_02738	Prap.g_01266
OG0000539	Syan.g_02737	Prap.g_01265
OG0000540	Syan.g_02736	Prap.g_01264
OG0000541	Syan.g_02735	Prap.g_01263
OG0000542	Syan.g_02732	Prap.g_01262
OG0000543	Syan.g_02730	Prap.g_01260
OG0000544	Syan.g_02729	Prap.g_01259
OG0000545	Syan.g_02727	Prap.g_01257
OG0000546	Syan.g_02725	Prap.g_01254
OG0000547	Syan.g_02723	Prap.g_01252
OG0000548	Syan.g_02722	Prap.g_01251
OG0000549	Syan.g_01194	Prap.g_01249
OG0000550	Syan.g_01189	Prap.g_01245
OG0000551	Syan.g_01184	Prap.g_01242
OG0000552	Syan.g_01183	Prap.g_01241
OG0000553	Syan.g_01179	Prap.g_01240
OG0000554	Syan.g_01165	Prap.g_01235
OG0000555	Syan.g_00839	Prap.g_01227
OG0000556	Syan.g_00842	Prap.g_01225
OG0000557	Syan.g_00847	Prap.g_01224
OG0000558	Syan.g_00849	Prap.g_01222
OG0000559	Syan.g_00853	Prap.g_01218
OG0000560	Syan.g_00856	Prap.g_01215
OG0000561	Syan.g_00857	Prap.g_01214
OG0000562	Syan.g_00858	Prap.g_01213
OG0000563	Syan.g_00859	Prap.g_01212
OG0000564	Syan.g_00860	Prap.g_01211
OG0000565	Syan.g_00864	Prap.g_01209
OG0000566	Syan.g_00868	Prap.g_01205
OG0000567	Syan.g_00872	Prap.g_01201
OG0000568	Syan.g_00874	Prap.g_01200
OG0000569	Syan.g_00875	Prap.g_01199
OG0000570	Syan.g_00876	Prap.g_01198
OG0000571	Syan.g_00879	Prap.g_01196
OG0000572	Syan.g_00954	Prap.g_01182
OG0000573	Syan.g_00963	Prap.g_01176
