Orthogroup	Syan	Syaa
OG0000190	Syan.g_00971	Syaa.g_02369
OG0000191	Syan.g_02300	Syaa.g_02404
OG0000192	Syan.g_02294	Syaa.g_02410
OG0000193	Syan.g_03009	Syaa.g_02449
OG0000194	Syan.g_03012	Syaa.g_02452
OG0000196	Syan.g_03026	Syaa.g_02469
OG0000197	Syan.g_03027	Syaa.g_02470
OG0000198	Syan.g_03028	Syaa.g_02471
OG0000199	Syan.g_03037	Syaa.g_02479
OG0000200	Syan.g_03055	Syaa.g_02496
OG0000201	Syan.g_03074	Syaa.g_02521
OG0000202	Syan.g_03075	Syaa.g_02522
OG0000203	Syan.g_03076	Syaa.g_02523
OG0000204	Syan.g_03077	Syaa.g_02524
OG0000205	Syan.g_03087	Syaa.g_02531
OG0000206	Syan.g_03095	Syaa.g_02538
OG0000207	Syan.g_03100	Syaa.g_02540
OG0000208	Syan.g_03101	Syaa.g_02541
OG0000209	Syan.g_01521	Syaa.g_02556
OG0000210	Syan.g_01522	Syaa.g_02557
OG0000211	Syan.g_02416	Syaa.g_02113
OG0000212	Syan.g_01508, Syan.g_02438	Syaa.g_02102
OG0000213	Syan.g_02059	Syaa.g_00295
OG0000214	Syan.g_02040	Syaa.g_00279
OG0000215	Syan.g_02010	Syaa.g_00248
OG0000216	Syan.g_02006	Syaa.g_00244
OG0000217	Syan.g_02001	Syaa.g_00240
OG0000218	Syan.g_01999	Syaa.g_00238
OG0000219	Syan.g_01998	Syaa.g_00237
OG0000220	Syan.g_01997	Syaa.g_00236
OG0000221	Syan.g_01994	Syaa.g_00229
OG0000222	Syan.g_01981	Syaa.g_00215
OG0000223	Syan.g_00228	Syaa.g_00192
OG0000224	Syan.g_01959	Syaa.g_00183
OG0000225	Syan.g_02997	Syaa.g_02166
OG0000226	Syan.g_02990	Syaa.g_02162
OG0000227	Syan.g_02988	Syaa.g_02160
OG0000228	Syan.g_02315	Syaa.g_02150
OG0000229	Syan.g_02396	Syaa.g_00703
OG0000230	Syan.g_02398	Syaa.g_00705
OG0000232	Syan.g_02801	Syaa.g_01858
OG0000233	Syan.g_02876	Syaa.g_01853
OG0000234	Syan.g_02844	Syaa.g_01841
OG0000235	Syan.g_02765	Syaa.g_02052
OG0000236	Syan.g_02749	Syaa.g_02037
OG0000237	Syan.g_02731	Syaa.g_02020
OG0000238	Syan.g_02726	Syaa.g_02015
OG0000239	Syan.g_01187	Syaa.g_01996
OG0000240	Syan.g_01186	Syaa.g_01995
OG0000241	Syan.g_00822	Syaa.g_01644
OG0000242	Syan.g_01168	Syaa.g_01982
OG0000243	Syan.g_00840	Syaa.g_01960
OG0000244	Syan.g_00848	Syaa.g_01954
OG0000245	Syan.g_00850	Syaa.g_01952
OG0000246	Syan.g_00854	Syaa.g_01948
OG0000247	Syan.g_00866	Syaa.g_01937
OG0000249	Syan.g_00871	Syaa.g_01932
OG0000250	Syan.g_00878	Syaa.g_01922
OG0000251	Syan.g_00961	Syaa.g_01897
OG0000252	Syan.g_00966	Syaa.g_01894
OG0000253	Syan.g_01000	Syaa.g_01893
OG0000254	Syan.g_01026	Syaa.g_01684
OG0000255	Syan.g_00978	Syaa.g_01668
OG0000256	Syan.g_00001, Syan.g_01135	Syaa.g_01651
OG0000257	Syan.g_00827	Syaa.g_01645
OG0000258	Syan.g_00803	Syaa.g_01624
OG0000259	Syan.g_00772	Syaa.g_01063
OG0000260	Syan.g_00769	Syaa.g_01066
OG0000261	Syan.g_00765	Syaa.g_01069
OG0000262	Syan.g_00760	Syaa.g_01074
OG0000263	Syan.g_02618	Syaa.g_00989
OG0000264	Syan.g_00540	Syaa.g_00910
OG0000266	Syan.g_00330	Syaa.g_01257, Syaa.g_01258
OG0000267	Syan.g_00470	Syaa.g_01409
OG0000268	Syan.g_00471	Syaa.g_01408
OG0000269	Syan.g_00695	Syaa.g_01149
OG0000270	Syan.g_00692	Syaa.g_01152
OG0000271	Syan.g_00684	Syaa.g_01160
OG0000272	Syan.g_00683	Syaa.g_01161
OG0000274	Syan.g_00653	Syaa.g_00843
OG0000275	Syan.g_00373	Syaa.g_00840
OG0000276	Syan.g_00380	Syaa.g_00834
OG0000278	Syan.g_00384	Syaa.g_00830
OG0000279	Syan.g_00398	Syaa.g_00822
OG0000280	Syan.g_00518	Syaa.g_00815
OG0000282	Syan.g_00739	Syaa.g_01096
OG0000283	Syan.g_00491	Syaa.g_01396
OG0000284	Syan.g_00497	Syaa.g_01390
OG0000285	Syan.g_00533	Syaa.g_01377
OG0000286	Syan.g_00564	Syaa.g_01358
OG0000287	Syan.g_00593	Syaa.g_01330
OG0000288	Syan.g_00364	Syaa.g_01299
OG0000289	Syan.g_00350	Syaa.g_01285
OG0000290	Syan.g_00293	Syaa.g_00875
OG0000291	Syan.g_00291	Syaa.g_00877
OG0000292	Syan.g_01703	Syaa.g_02751
OG0000293	Syan.g_02709	Syaa.g_00758
OG0000295	Syan.g_02662	Syaa.g_00796
OG0000296	Syan.g_02660	Syaa.g_00798
OG0000297	Syan.g_02646	Syaa.g_01021
OG0000298	Syan.g_02645	Syaa.g_01010
OG0000299	Syan.g_02601	Syaa.g_00982
OG0000300	Syan.g_02593, Syan.g_02594	Syaa.g_00976
OG0000301	Syan.g_02592	Syaa.g_00975
OG0000302	Syan.g_02591	Syaa.g_00972
OG0000303	Syan.g_02582	Syaa.g_00963
OG0000304	Syan.g_02556	Syaa.g_00957
OG0000305	Syan.g_00195	Syaa.g_00881
OG0000306	Syan.g_00087	Syaa.g_00807
OG0000307	Syan.g_02782	Syaa.g_02068
OG0000308	Syan.g_02784	Syaa.g_02070
OG0000309	Syan.g_02883	Syaa.g_02075
OG0000310	Syan.g_01304	Syaa.g_01752
OG0000311	Syan.g_01299	Syaa.g_01757
OG0000312	Syan.g_01290	Syaa.g_01762
OG0000313	Syan.g_01271	Syaa.g_01779
OG0000314	Syan.g_02823	Syaa.g_01806
OG0000315	Syan.g_02833	Syaa.g_01816
OG0000316	Syan.g_01354	Syaa.g_00598
OG0000317	Syan.g_01396	Syaa.g_00556
OG0000318	Syan.g_01401	Syaa.g_00550
OG0000319	Syan.g_01425	Syaa.g_00532
OG0000320	Syan.g_01427	Syaa.g_00530
OG0000321	Syan.g_01428	Syaa.g_00529
OG0000322	Syan.g_01429	Syaa.g_00528
OG0000323	Syan.g_01442	Syaa.g_00496
OG0000324	Syan.g_01472	Syaa.g_00653
OG0000325	Syan.g_02107	Syaa.g_02350
OG0000327	Syan.g_02244	Syaa.g_02294
OG0000328	Syan.g_02243	Syaa.g_02293
OG0000329	Syan.g_02225	Syaa.g_02275
OG0000330	Syan.g_02224	Syaa.g_02274
OG0000331	Syan.g_02223	Syaa.g_02273
OG0000333	Syan.g_02205	Syaa.g_02255
OG0000334	Syan.g_00247, Syan.g_02194	Syaa.g_02246
OG0000335	Syan.g_02189	Syaa.g_02241
OG0000336	Syan.g_02185	Syaa.g_02237
OG0000337	Syan.g_01949	Syaa.g_00167
OG0000338	Syan.g_01943	Syaa.g_00162
OG0000339	Syan.g_01935, Syan.g_00264	Syaa.g_00156
OG0000340	Syan.g_01923	Syaa.g_00144
OG0000341	Syan.g_01921	Syaa.g_00142
OG0000342	Syan.g_01920	Syaa.g_00141
OG0000343	Syan.g_01918	Syaa.g_00140
OG0000344	Syan.g_01914	Syaa.g_00136
OG0000345	Syan.g_01900	Syaa.g_00127
OG0000346	Syan.g_01895	Syaa.g_00122
OG0000347	Syan.g_01867	Syaa.g_00088
OG0000348	Syan.g_01803	Syaa.g_00071
OG0000349	Syan.g_01727	Syaa.g_00053
OG0000350	Syan.g_02121	Syaa.g_02336
OG0000351	Syan.g_01682	Syaa.g_02730
OG0000352	Syan.g_01683	Syaa.g_02731
OG0000353	Syan.g_01795	Syaa.g_02757
OG0000354	Syan.g_02720	Syaa.g_02008, Syaa.g_02009
OG0000354	Syan.g_01761	Syaa.g_00019, Syaa.g_00020
OG0000355	Syan.g_01797	Syaa.g_00001
OG0000356	Syan.g_01798	Syaa.g_00002
OG0000357	Syan.g_01800	Syaa.g_00003
OG0000358	Syan.g_01773	Syaa.g_00007
OG0000359	Syan.g_01771	Syaa.g_00009
OG0000360	Syan.g_01770	Syaa.g_00010
OG0000361	Syan.g_01769	Syaa.g_00011
OG0000362	Syan.g_01767	Syaa.g_00013
OG0000363	Syan.g_01765	Syaa.g_00015
OG0000364	Syan.g_01398	Syaa.g_00016
OG0000365	Syan.g_01755	Syaa.g_00027
OG0000366	Syan.g_01754	Syaa.g_00028
OG0000367	Syan.g_01753	Syaa.g_00029
OG0000368	Syan.g_01751	Syaa.g_00031
OG0000369	Syan.g_01750	Syaa.g_00032
OG0000370	Syan.g_01749	Syaa.g_00033
OG0000371	Syan.g_01740	Syaa.g_00041
OG0000372	Syan.g_01734	Syaa.g_00046
OG0000373	Syan.g_01733	Syaa.g_00047
OG0000374	Syan.g_01732	Syaa.g_00048
OG0000375	Syan.g_01731	Syaa.g_00049
OG0000376	Syan.g_01729	Syaa.g_00051
OG0000377	Syan.g_01555	Syaa.g_02585
OG0000378	Syan.g_01543	Syaa.g_02577
OG0000379	Syan.g_01539	Syaa.g_02574
OG0000380	Syan.g_02905	Syaa.g_00357
OG0000381	Syan.g_02908	Syaa.g_00353
OG0000382	Syan.g_02925	Syaa.g_00335
OG0000383	Syan.g_02936	Syaa.g_00333
OG0000384	Syan.g_02937	Syaa.g_00332
OG0000385	Syan.g_02938	Syaa.g_00331
OG0000386	Syan.g_02939	Syaa.g_00330
OG0000387	Syan.g_00967	Syaa.g_02371
OG0000388	Syan.g_02970	Syaa.g_02375
OG0000389	Syan.g_02973	Syaa.g_02379
OG0000390	Syan.g_02306	Syaa.g_02398
OG0000391	Syan.g_02301	Syaa.g_02403
OG0000392	Syan.g_02295	Syaa.g_02409
OG0000393	Syan.g_02292	Syaa.g_02412
OG0000394	Syan.g_02291	Syaa.g_02413
OG0000395	Syan.g_02290	Syaa.g_02414
OG0000396	Syan.g_02287	Syaa.g_02417
OG0000397	Syan.g_02285	Syaa.g_02419
OG0000398	Syan.g_02279	Syaa.g_02424
OG0000399	Syan.g_02278	Syaa.g_02425
OG0000400	Syan.g_02277	Syaa.g_02426
OG0000401	Syan.g_02274	Syaa.g_02427
OG0000402	Syan.g_02272	Syaa.g_02429
OG0000403	Syan.g_02271	Syaa.g_02430
OG0000404	Syan.g_02269	Syaa.g_02431
OG0000405	Syan.g_03005	Syaa.g_02446
OG0000406	Syan.g_03010	Syaa.g_02450
OG0000407	Syan.g_03011	Syaa.g_02451
OG0000408	Syan.g_03013	Syaa.g_02458
OG0000409	Syan.g_03015	Syaa.g_02460
OG0000410	Syan.g_03016	Syaa.g_02461
OG0000411	Syan.g_03017	Syaa.g_02462
OG0000412	Syan.g_03018	Syaa.g_02463
OG0000413	Syan.g_03020	Syaa.g_02465
OG0000415	Syan.g_03022	Syaa.g_02466
OG0000416	Syan.g_03023	Syaa.g_02467
OG0000417	Syan.g_03025	Syaa.g_02468
OG0000418	Syan.g_03030	Syaa.g_02473
OG0000419	Syan.g_03033	Syaa.g_02475
OG0000420	Syan.g_03035	Syaa.g_02477
OG0000421	Syan.g_03040	Syaa.g_02482
OG0000422	Syan.g_03041	Syaa.g_02483
OG0000423	Syan.g_03042	Syaa.g_02484
OG0000424	Syan.g_03043	Syaa.g_02485
OG0000425	Syan.g_03044	Syaa.g_02486
OG0000426	Syan.g_03045	Syaa.g_02487
OG0000427	Syan.g_03046	Syaa.g_02488
OG0000428	Syan.g_03049	Syaa.g_02491
OG0000429	Syan.g_03051	Syaa.g_02493
OG0000430	Syan.g_03053	Syaa.g_02495
OG0000431	Syan.g_03058	Syaa.g_02498
OG0000432	Syan.g_03065	Syaa.g_02504
OG0000433	Syan.g_03068	Syaa.g_02513
OG0000434	Syan.g_03069	Syaa.g_02514
OG0000435	Syan.g_03071	Syaa.g_02516
OG0000436	Syan.g_03079	Syaa.g_02525
OG0000437	Syan.g_03080	Syaa.g_02526
OG0000438	Syan.g_03083	Syaa.g_02527
OG0000439	Syan.g_03085	Syaa.g_02529
OG0000440	Syan.g_03086	Syaa.g_02530
OG0000441	Syan.g_03089	Syaa.g_02534
OG0000442	Syan.g_03090	Syaa.g_02535
OG0000443	Syan.g_03094	Syaa.g_02536
OG0000444	Syan.g_03102	Syaa.g_02542
OG0000445	Syan.g_03103	Syaa.g_02543
OG0000446	Syan.g_03105	Syaa.g_02545
OG0000447	Syan.g_03111	Syaa.g_02548
OG0000448	Syan.g_03112	Syaa.g_02549
OG0000449	Syan.g_03113	Syaa.g_02550
OG0000450	Syan.g_01518	Syaa.g_02553
OG0000451	Syan.g_01519	Syaa.g_02554
OG0000452	Syan.g_01523	Syaa.g_02558
OG0000453	Syan.g_01524	Syaa.g_02559
OG0000454	Syan.g_01525	Syaa.g_02560
OG0000455	Syan.g_01526	Syaa.g_02561
OG0000456	Syan.g_01527	Syaa.g_02562
OG0000457	Syan.g_01529	Syaa.g_02564
OG0000458	Syan.g_01530	Syaa.g_02565
OG0000459	Syan.g_01531	Syaa.g_02566
OG0000460	Syan.g_02423	Syaa.g_02111
OG0000461	Syan.g_02099	Syaa.g_00318
OG0000462	Syan.g_02096	Syaa.g_00315
OG0000463	Syan.g_02095	Syaa.g_00314
OG0000464	Syan.g_02094	Syaa.g_00313
OG0000465	Syan.g_02092	Syaa.g_00311
OG0000466	Syan.g_02087	Syaa.g_00306
OG0000467	Syan.g_02086	Syaa.g_00304
OG0000468	Syan.g_02063	Syaa.g_00299
OG0000469	Syan.g_02046	Syaa.g_00285
OG0000470	Syan.g_02044	Syaa.g_00283
OG0000471	Syan.g_02043	Syaa.g_00282
OG0000472	Syan.g_02041	Syaa.g_00280
OG0000473	Syan.g_02039	Syaa.g_00278
OG0000474	Syan.g_02038	Syaa.g_00277
OG0000475	Syan.g_02037	Syaa.g_00276
OG0000476	Syan.g_02035	Syaa.g_00274
OG0000477	Syan.g_02029	Syaa.g_00268
OG0000478	Syan.g_02028	Syaa.g_00267
OG0000479	Syan.g_02027	Syaa.g_00266
OG0000480	Syan.g_02020	Syaa.g_00259
OG0000481	Syan.g_00975	Syaa.g_00257
OG0000482	Syan.g_02018	Syaa.g_00256
OG0000483	Syan.g_02014	Syaa.g_00252
OG0000484	Syan.g_02013	Syaa.g_00251
OG0000485	Syan.g_02012	Syaa.g_00250
OG0000486	Syan.g_02011	Syaa.g_00249
OG0000487	Syan.g_02005	Syaa.g_00243
OG0000488	Syan.g_02000	Syaa.g_00239
OG0000489	Syan.g_01993	Syaa.g_00228
OG0000490	Syan.g_01985	Syaa.g_00220
OG0000491	Syan.g_01983	Syaa.g_00218
OG0000492	Syan.g_01980	Syaa.g_00214
OG0000493	Syan.g_01979	Syaa.g_00213
OG0000494	Syan.g_01978	Syaa.g_00212
OG0000495	Syan.g_01977	Syaa.g_00211
OG0000496	Syan.g_01976	Syaa.g_00210
OG0000497	Syan.g_01975	Syaa.g_00209
OG0000498	Syan.g_01974	Syaa.g_00208
OG0000499	Syan.g_01973	Syaa.g_00207
OG0000500	Syan.g_01972	Syaa.g_00206
OG0000501	Syan.g_01969	Syaa.g_00203
OG0000502	Syan.g_01961	Syaa.g_00190
OG0000503	Syan.g_02144	Syaa.g_02182
OG0000504	Syan.g_02142	Syaa.g_02180
OG0000505	Syan.g_02141	Syaa.g_02179
OG0000506	Syan.g_02139	Syaa.g_02177
OG0000507	Syan.g_02133	Syaa.g_02171
OG0000508	Syan.g_02998	Syaa.g_02167
OG0000509	Syan.g_02993	Syaa.g_02165
OG0000510	Syan.g_02992	Syaa.g_02164
OG0000511	Syan.g_02991	Syaa.g_02163
OG0000512	Syan.g_02989	Syaa.g_02161
OG0000513	Syan.g_02320	Syaa.g_02145
OG0000514	Syan.g_02326	Syaa.g_02118
OG0000515	Syan.g_02327	Syaa.g_02117
OG0000516	Syan.g_02389	Syaa.g_00698
OG0000517	Syan.g_02395	Syaa.g_00702
OG0000518	Syan.g_01336	Syaa.g_00714
OG0000519	Syan.g_01335	Syaa.g_00715
OG0000520	Syan.g_01334	Syaa.g_00716
OG0000521	Syan.g_02805	Syaa.g_01864
OG0000522	Syan.g_02803	Syaa.g_01862
OG0000523	Syan.g_02802	Syaa.g_01859
OG0000524	Syan.g_02878	Syaa.g_01856
OG0000525	Syan.g_02853	Syaa.g_01851
OG0000526	Syan.g_02852	Syaa.g_01848
OG0000527	Syan.g_02848	Syaa.g_01844
OG0000528	Syan.g_02767	Syaa.g_02054
OG0000529	Syan.g_02763	Syaa.g_02050
OG0000530	Syan.g_02760	Syaa.g_02047
OG0000531	Syan.g_02759	Syaa.g_02046
OG0000532	Syan.g_02756	Syaa.g_02043
OG0000533	Syan.g_02754	Syaa.g_02042
OG0000534	Syan.g_02753	Syaa.g_02041
OG0000535	Syan.g_02752	Syaa.g_02040
OG0000536	Syan.g_02751	Syaa.g_02039
OG0000537	Syan.g_02750	Syaa.g_02038
OG0000538	Syan.g_02738	Syaa.g_02027
OG0000539	Syan.g_02737	Syaa.g_02026
OG0000540	Syan.g_02736	Syaa.g_02025
OG0000541	Syan.g_02735	Syaa.g_02024
OG0000542	Syan.g_02732	Syaa.g_02021
OG0000543	Syan.g_02730	Syaa.g_02019
OG0000544	Syan.g_02729	Syaa.g_02018
OG0000545	Syan.g_02727	Syaa.g_02016
OG0000546	Syan.g_02725	Syaa.g_02014
OG0000547	Syan.g_02723	Syaa.g_02012
OG0000548	Syan.g_02722	Syaa.g_02011
OG0000549	Syan.g_01194	Syaa.g_02003
OG0000550	Syan.g_01189	Syaa.g_01998
OG0000551	Syan.g_01184	Syaa.g_01993
OG0000552	Syan.g_01183	Syaa.g_01992
OG0000553	Syan.g_01179	Syaa.g_01990
OG0000554	Syan.g_01165	Syaa.g_01979
OG0000555	Syan.g_00839	Syaa.g_01961
OG0000556	Syan.g_00842	Syaa.g_01957
OG0000557	Syan.g_00847	Syaa.g_01955
OG0000558	Syan.g_00849	Syaa.g_01953
OG0000559	Syan.g_00853	Syaa.g_01949
OG0000560	Syan.g_00856	Syaa.g_01946
OG0000561	Syan.g_00857	Syaa.g_01945
OG0000562	Syan.g_00858	Syaa.g_01944
