Orthogroup	Syan	Syar
OG0000069	Syan.g_00459, Syan.g_00278	Syar.g_01716
OG0000070	Syan.g_00289	Syar.g_02223
OG0000071	Syan.g_01213	Syar.g_02777
OG0000072	Syan.g_03038	Syar.g_00107
OG0000072	Syan.g_02999	Syar.g_01140
OG0000073	Syan.g_02741	Syar.g_01493
OG0000076	Syan.g_01896	Syar.g_00608
OG0000077	Syan.g_02919	Syar.g_03051
OG0000078	Syan.g_01509, Syan.g_01510, Syan.g_02437	Syar.g_03018
OG0000079	Syan.g_02085	Syar.g_00166
OG0000080	Syan.g_01083, Syan.g_01962	Syar.g_00585
OG0000082	Syan.g_00952	Syar.g_02202
OG0000085	Syan.g_01387	Syar.g_02919
OG0000086	Syan.g_02946, Syan.g_02515, Syan.g_00114	Syar.g_03085
OG0000087	Syan.g_02268	Syar.g_03192, Syar.g_00068
OG0000088	Syan.g_03031	Syar.g_00101
OG0000089	Syan.g_02316	Syar.g_01162
OG0000090	Syan.g_01166	Syar.g_02363, Syar.g_02353, Syar.g_02356
OG0000091	Syan.g_00235	Syar.g_01891
OG0000092	Syan.g_02502	Syar.g_01960
OG0000093	Syan.g_02934	Syar.g_00819
OG0000093	Syan.g_00708	Syar.g_02623
OG0000094	Syan.g_00353, Syan.g_00065	Syar.g_01789
OG0000095	Syan.g_00290	Syar.g_01932
OG0000097	Syan.g_00160, Syan.g_00733	Syar.g_00364
OG0000098	Syan.g_00043	Syar.g_02343
OG0000099	Syan.g_01968	Syar.g_00715
OG0000100	Syan.g_00658	Syar.g_02477
OG0000101	Syan.g_02199	Syar.g_01073
OG0000102	Syan.g_01891	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138
OG0000103	Syan.g_01692	Syar.g_00452
OG0000105	Syan.g_02031	Syar.g_00218
OG0000106	Syan.g_00076	Syar.g_01748
OG0000107	Syan.g_02106	Syar.g_00149
OG0000108	Syan.g_02764	Syar.g_01469
OG0000109	Syan.g_02748	Syar.g_01485
OG0000110	Syan.g_00171, Syan.g_00882	Syar.g_02295
OG0000111	Syan.g_00187	Syar.g_01940
OG0000112	Syan.g_00556, Syan.g_00252	Syar.g_03195, Syar.g_02548
OG0000113	Syan.g_00664	Syar.g_02664
OG0000114	Syan.g_00741	Syar.g_01616
OG0000115	Syan.g_02810	Syar.g_02854, Syar.g_01415
OG0000116	Syan.g_02710	Syar.g_01525
OG0000116	Syan.g_00460	Syar.g_02255
OG0000117	Syan.g_02644	Syar.g_01969
OG0000118	Syan.g_01241, Syan.g_01237	Syar.g_02793
OG0000120	Syan.g_01966	Syar.g_00713
OG0000121	Syan.g_01273	Syar.g_02806
OG0000123	Syan.g_02190	Syar.g_01079
OG0000124	Syan.g_01873	Syar.g_00586
OG0000125	Syan.g_01573	Syar.g_00338
OG0000128	Syan.g_01768	Syar.g_00482
OG0000129	Syan.g_01563	Syar.g_00324
OG0000130	Syan.g_02906, Syan.g_02907	Syar.g_03040
OG0000131	Syan.g_03008	Syar.g_00078
OG0000132	Syan.g_03029	Syar.g_00099
OG0000133	Syan.g_00561	Syar.g_02543
OG0000134	Syan.g_02319	Syar.g_02009, Syar.g_01165
OG0000135	Syan.g_01616	Syar.g_00698
OG0000136	Syan.g_01342	Syar.g_02874
OG0000137	Syan.g_02846	Syar.g_01273
OG0000138	Syan.g_02747	Syar.g_01486
OG0000139	Syan.g_01160	Syar.g_02348
OG0000140	Syan.g_00042	Syar.g_02344, Syar.g_03246
OG0000141	Syan.g_01032	Syar.g_02129
OG0000142	Syan.g_00816	Syar.g_02418
OG0000143	Syan.g_00812	Syar.g_02422
OG0000144	Syan.g_00782	Syar.g_02441
OG0000145	Syan.g_02740	Syar.g_01494
OG0000146	Syan.g_00555, Syan.g_00253	Syar.g_02549
OG0000147	Syan.g_00254, Syan.g_00554	Syar.g_02550
OG0000148	Syan.g_00670	Syar.g_02658
OG0000149	Syan.g_00393	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Syan.g_01031	Syar.g_02130
OG0000151	Syan.g_00731	Syar.g_02038
OG0000152	Syan.g_00565	Syar.g_02539
OG0000153	Syan.g_00601	Syar.g_02503
OG0000154	Syan.g_00363	Syar.g_01800
OG0000155	Syan.g_02654	Syar.g_01959
OG0000156	Syan.g_02717	Syar.g_01517
OG0000157	Syan.g_02718	Syar.g_01516
OG0000158	Syan.g_01078, Syan.g_01926	Syar.g_00650
OG0000159	Syan.g_01126	Syar.g_02359, Syar.g_02762
OG0000160	Syan.g_01274	Syar.g_02807
OG0000161	Syan.g_01268	Syar.g_02801
OG0000162	Syan.g_01330	Syar.g_02863
OG0000163	Syan.g_02405	Syar.g_00639, Syar.g_01186
OG0000164	Syan.g_01440	Syar.g_02969
OG0000165	Syan.g_01448	Syar.g_02976
OG0000166	Syan.g_02239	Syar.g_01034
OG0000167	Syan.g_01941	Syar.g_00662
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Syar.g_00246
OG0000169	Syan.g_01912	Syar.g_00262
OG0000170	Syan.g_01901	Syar.g_00613
OG0000171	Syan.g_01875	Syar.g_00587
OG0000172	Syan.g_01810	Syar.g_00547
OG0000173	Syan.g_01720	Syar.g_00528
OG0000174	Syan.g_01619	Syar.g_00701
OG0000175	Syan.g_01678, Syan.g_00258	Syar.g_00438
OG0000176	Syan.g_01801	Syar.g_00474
OG0000177	Syan.g_01775	Syar.g_00475
OG0000178	Syan.g_01774	Syar.g_00476
OG0000179	Syan.g_01759	Syar.g_00489
OG0000180	Syan.g_01758	Syar.g_00490
OG0000181	Syan.g_01757	Syar.g_00491
OG0000182	Syan.g_01756	Syar.g_00492
OG0000183	Syan.g_01752	Syar.g_00496
OG0000184	Syan.g_01549	Syar.g_00897
OG0000185	Syan.g_01540	Syar.g_00909
OG0000186	Syan.g_02902	Syar.g_03036
OG0000187	Syan.g_02904	Syar.g_03038
OG0000188	Syan.g_02926	Syar.g_03058
OG0000189	Syan.g_02966	Syar.g_03104
OG0000190	Syan.g_00971	Syar.g_03107
OG0000191	Syan.g_02300	Syar.g_00039
OG0000192	Syan.g_02294	Syar.g_00046
OG0000193	Syan.g_03009	Syar.g_00079
OG0000194	Syan.g_03012	Syar.g_00082
OG0000195	Syan.g_03014	Syar.g_00084
OG0000196	Syan.g_03026	Syar.g_00096
OG0000197	Syan.g_03027	Syar.g_00097
OG0000198	Syan.g_03028	Syar.g_00098
OG0000199	Syan.g_03037	Syar.g_00106
OG0000200	Syan.g_03055	Syar.g_00124
OG0000201	Syan.g_03074	Syar.g_01000
OG0000202	Syan.g_03075	Syar.g_00998
OG0000203	Syan.g_03076	Syar.g_00020, Syar.g_00997
OG0000204	Syan.g_03077	Syar.g_00996
OG0000205	Syan.g_03087	Syar.g_00988
OG0000206	Syan.g_03095	Syar.g_00963
OG0000207	Syan.g_03100	Syar.g_00957
OG0000208	Syan.g_03101	Syar.g_00956
OG0000209	Syan.g_01521	Syar.g_00936, Syar.g_03261
OG0000210	Syan.g_01522	Syar.g_00935
OG0000211	Syan.g_02416	Syar.g_03026
OG0000212	Syan.g_01508, Syan.g_02438	Syar.g_03017
OG0000213	Syan.g_02059	Syar.g_00187
OG0000214	Syan.g_02040	Syar.g_00209
OG0000215	Syan.g_02010	Syar.g_00239
OG0000216	Syan.g_02006	Syar.g_00244
OG0000217	Syan.g_02001	Syar.g_00854
OG0000218	Syan.g_01999	Syar.g_00852
OG0000219	Syan.g_01998	Syar.g_00851
OG0000220	Syan.g_01997	Syar.g_00850, Syar.g_02026
OG0000221	Syan.g_01994	Syar.g_00834
OG0000222	Syan.g_01981	Syar.g_02119, Syar.g_00728
OG0000223	Syan.g_00228	Syar.g_00649
OG0000224	Syan.g_01959	Syar.g_00273
OG0000225	Syan.g_02997	Syar.g_01142
OG0000226	Syan.g_02990	Syar.g_01146
OG0000227	Syan.g_02988	Syar.g_01148
OG0000228	Syan.g_02315	Syar.g_01161
OG0000229	Syan.g_02396	Syar.g_01177, Syar.g_03273
OG0000230	Syan.g_02398	Syar.g_01179
OG0000231	Syan.g_01333	Syar.g_02865
OG0000232	Syan.g_02801	Syar.g_01424
OG0000233	Syan.g_02876	Syar.g_03183, Syar.g_01247
OG0000234	Syan.g_02844	Syar.g_01275
OG0000235	Syan.g_02765	Syar.g_01468
OG0000236	Syan.g_02749	Syar.g_03311, Syar.g_01484
OG0000237	Syan.g_02731	Syar.g_01503
OG0000238	Syan.g_02726	Syar.g_01508
OG0000239	Syan.g_01187	Syar.g_02687
OG0000240	Syan.g_01186	Syar.g_03278, Syar.g_02686
OG0000241	Syan.g_00822	Syar.g_02410
OG0000242	Syan.g_01168	Syar.g_01926
OG0000243	Syan.g_00840	Syar.g_02335
OG0000244	Syan.g_00848	Syar.g_02327
OG0000245	Syan.g_00850	Syar.g_02325
OG0000246	Syan.g_00854	Syar.g_02321
OG0000247	Syan.g_00866	Syar.g_02310
OG0000248	Syan.g_00869	Syar.g_02307
OG0000249	Syan.g_00871	Syar.g_02305
OG0000250	Syan.g_00878	Syar.g_02299
OG0000251	Syan.g_00961	Syar.g_03207, Syar.g_02194
OG0000252	Syan.g_00966	Syar.g_02189, Syar.g_03263
OG0000253	Syan.g_01000	Syar.g_02028
OG0000254	Syan.g_01026	Syar.g_02169
OG0000255	Syan.g_00978	Syar.g_00011, Syar.g_02224
OG0000256	Syan.g_00001, Syan.g_01135	Syar.g_02244
OG0000257	Syan.g_00827	Syar.g_02407, Syar.g_01762
OG0000258	Syan.g_00803	Syar.g_02427
OG0000259	Syan.g_00772	Syar.g_02472
OG0000260	Syan.g_00769	Syar.g_03220, Syar.g_02475
OG0000261	Syan.g_00765	Syar.g_01916
OG0000262	Syan.g_00760	Syar.g_01690
OG0000263	Syan.g_02618	Syar.g_01991
OG0000264	Syan.g_00540	Syar.g_02135, Syar.g_03267
OG0000266	Syan.g_00330	Syar.g_01570
OG0000267	Syan.g_00470	Syar.g_01873
OG0000268	Syan.g_00471	Syar.g_02589
OG0000269	Syan.g_00695	Syar.g_02634
OG0000270	Syan.g_00692	Syar.g_00744, Syar.g_02637
OG0000271	Syan.g_00684	Syar.g_02645
OG0000272	Syan.g_00683	Syar.g_02646
OG0000273	Syan.g_00654	Syar.g_02481
OG0000274	Syan.g_00653	Syar.g_00009, Syar.g_02482
OG0000275	Syan.g_00373	Syar.g_01810
OG0000276	Syan.g_00380	Syar.g_01817
OG0000277	Syan.g_00381	Syar.g_01818
OG0000278	Syan.g_00384	Syar.g_01821
OG0000279	Syan.g_00398	Syar.g_01838
OG0000280	Syan.g_00518	Syar.g_02067, Syar.g_00734
OG0000282	Syan.g_00739	Syar.g_01614
OG0000283	Syan.g_00491	Syar.g_02574
OG0000284	Syan.g_00497	Syar.g_02568
OG0000285	Syan.g_00533	Syar.g_02560
OG0000286	Syan.g_00564	Syar.g_02540
OG0000287	Syan.g_00593	Syar.g_02512
OG0000288	Syan.g_00364	Syar.g_01801
OG0000289	Syan.g_00350	Syar.g_01786
OG0000290	Syan.g_00293	Syar.g_01928
OG0000291	Syan.g_00291	Syar.g_01930
OG0000292	Syan.g_01703	Syar.g_00463
OG0000293	Syan.g_02709	Syar.g_03297, Syar.g_01526
OG0000294	Syan.g_02708	Syar.g_01527
OG0000295	Syan.g_02662	Syar.g_01951, Syar.g_03208
OG0000296	Syan.g_02660	Syar.g_01953
OG0000297	Syan.g_02646	Syar.g_01967
OG0000298	Syan.g_02645	Syar.g_01968
OG0000299	Syan.g_02601	Syar.g_01704
OG0000300	Syan.g_02593, Syan.g_02594	Syar.g_01711
OG0000301	Syan.g_02592	Syar.g_01712
OG0000302	Syan.g_02591	Syar.g_01713
OG0000303	Syan.g_02582	Syar.g_01723
OG0000304	Syan.g_02556	Syar.g_01728
OG0000305	Syan.g_00195	Syar.g_01933, Syar.g_03163
OG0000306	Syan.g_00087	Syar.g_01884
OG0000307	Syan.g_02782	Syar.g_01452, Syar.g_03153
OG0000308	Syan.g_02784	Syar.g_01450
OG0000309	Syan.g_02883	Syar.g_01239
OG0000310	Syan.g_01304	Syar.g_02826
OG0000311	Syan.g_01299	Syar.g_02823
OG0000312	Syan.g_01290	Syar.g_02818
OG0000313	Syan.g_01271	Syar.g_02804
OG0000314	Syan.g_02823	Syar.g_01403
OG0000315	Syan.g_02833	Syar.g_01393
OG0000316	Syan.g_01354	Syar.g_02885
OG0000317	Syan.g_01396	Syar.g_02926
OG0000318	Syan.g_01401	Syar.g_02930
OG0000319	Syan.g_01425	Syar.g_02954
OG0000320	Syan.g_01427	Syar.g_02956
OG0000321	Syan.g_01428	Syar.g_02957
OG0000322	Syan.g_01429	Syar.g_02958
OG0000323	Syan.g_01442	Syar.g_02973
OG0000324	Syan.g_01472	Syar.g_00350, Syar.g_03001
OG0000325	Syan.g_02107	Syar.g_03291, Syar.g_00148
OG0000326	Syan.g_02114	Syar.g_00139
OG0000327	Syan.g_02244	Syar.g_01029
OG0000328	Syan.g_02243	Syar.g_01030
OG0000329	Syan.g_02225	Syar.g_03189, Syar.g_01048
OG0000330	Syan.g_02224	Syar.g_01049
OG0000331	Syan.g_02223	Syar.g_01050, Syar.g_03191
OG0000332	Syan.g_02208	Syar.g_01064
OG0000333	Syan.g_02205	Syar.g_01067
OG0000334	Syan.g_00247, Syan.g_02194	Syar.g_01076
OG0000335	Syan.g_02189	Syar.g_01080
OG0000336	Syan.g_02185	Syar.g_01084
OG0000337	Syan.g_01949	Syar.g_00285
OG0000338	Syan.g_01943	Syar.g_03225, Syar.g_00287
OG0000339	Syan.g_01935, Syan.g_00264	Syar.g_00658
OG0000340	Syan.g_01923	Syar.g_00247
OG0000341	Syan.g_01921	Syar.g_00249
OG0000342	Syan.g_01920	Syar.g_00250
OG0000343	Syan.g_01918	Syar.g_00256
OG0000344	Syan.g_01914	Syar.g_00260
OG0000345	Syan.g_01900	Syar.g_00612
OG0000346	Syan.g_01895	Syar.g_00607
OG0000347	Syan.g_01867	Syar.g_00558
OG0000348	Syan.g_01803	Syar.g_00544
OG0000349	Syan.g_01727	Syar.g_00521
OG0000350	Syan.g_02121	Syar.g_00132
OG0000351	Syan.g_01682	Syar.g_00442
OG0000352	Syan.g_01683	Syar.g_00443
OG0000353	Syan.g_01795	Syar.g_00469
OG0000354	Syan.g_02720	Syar.g_01514
OG0000354	Syan.g_01761	Syar.g_00487
OG0000355	Syan.g_01797	Syar.g_00471
OG0000356	Syan.g_01798	Syar.g_00472
OG0000357	Syan.g_01800	Syar.g_00473
OG0000358	Syan.g_01773	Syar.g_00477
OG0000359	Syan.g_01771	Syar.g_00479
OG0000360	Syan.g_01770	Syar.g_00480
OG0000361	Syan.g_01769	Syar.g_00481
OG0000362	Syan.g_01767	Syar.g_00483
OG0000363	Syan.g_01765	Syar.g_00484
OG0000364	Syan.g_01398	Syar.g_02928
OG0000365	Syan.g_01755	Syar.g_00493
OG0000366	Syan.g_01754	Syar.g_00494
OG0000367	Syan.g_01753	Syar.g_03262, Syar.g_00495
OG0000368	Syan.g_01751	Syar.g_00497
OG0000369	Syan.g_01750	Syar.g_00498
OG0000370	Syan.g_01749	Syar.g_00499
OG0000371	Syan.g_01740	Syar.g_00508
OG0000372	Syan.g_01734	Syar.g_00514
OG0000373	Syan.g_01733	Syar.g_00515
OG0000374	Syan.g_01732	Syar.g_00516
OG0000375	Syan.g_01731	Syar.g_00517
OG0000376	Syan.g_01729	Syar.g_00519
OG0000377	Syan.g_01555	Syar.g_00322
OG0000378	Syan.g_01543	Syar.g_00905
OG0000379	Syan.g_01539	Syar.g_00910
OG0000380	Syan.g_02905	Syar.g_03039
OG0000381	Syan.g_02908	Syar.g_03041
OG0000382	Syan.g_02925	Syar.g_03057
OG0000383	Syan.g_02936	Syar.g_03074
OG0000384	Syan.g_02937	Syar.g_03075
OG0000385	Syan.g_02938	Syar.g_03076
OG0000386	Syan.g_02939	Syar.g_03077
OG0000387	Syan.g_00967	Syar.g_03109
OG0000388	Syan.g_02970	Syar.g_03113
OG0000389	Syan.g_02973	Syar.g_03118
OG0000390	Syan.g_02306	Syar.g_00033
OG0000391	Syan.g_02301	Syar.g_00038
OG0000392	Syan.g_02295	Syar.g_00045
OG0000393	Syan.g_02292	Syar.g_00048
OG0000394	Syan.g_02291	Syar.g_00049
OG0000395	Syan.g_02290	Syar.g_00050
OG0000396	Syan.g_02287	Syar.g_00053
OG0000397	Syan.g_02285	Syar.g_00055
OG0000398	Syan.g_02279	Syar.g_00060
OG0000399	Syan.g_02278	Syar.g_00061
OG0000400	Syan.g_02277	Syar.g_00062
OG0000401	Syan.g_02274	Syar.g_00063
OG0000402	Syan.g_02272	Syar.g_00065
OG0000403	Syan.g_02271	Syar.g_00066
OG0000404	Syan.g_02269	Syar.g_00067
OG0000405	Syan.g_03005	Syar.g_00076
OG0000406	Syan.g_03010	Syar.g_00080
OG0000407	Syan.g_03011	Syar.g_00081
OG0000408	Syan.g_03013	Syar.g_00083
OG0000409	Syan.g_03015	Syar.g_00085
OG0000410	Syan.g_03016	Syar.g_00086
OG0000411	Syan.g_03017	Syar.g_00087
OG0000412	Syan.g_03018	Syar.g_00088
OG0000413	Syan.g_03020	Syar.g_00090
OG0000414	Syan.g_03021	Syar.g_00091, Syar.g_03179
OG0000415	Syan.g_03022	Syar.g_00092
OG0000416	Syan.g_03023	Syar.g_00093
OG0000417	Syan.g_03025	Syar.g_00095
OG0000418	Syan.g_03030	Syar.g_00100
OG0000419	Syan.g_03033	Syar.g_00102
OG0000420	Syan.g_03035	Syar.g_00104
OG0000421	Syan.g_03040	Syar.g_00109
OG0000422	Syan.g_03041	Syar.g_00110
OG0000423	Syan.g_03042	Syar.g_00111
OG0000424	Syan.g_03043	Syar.g_00112
OG0000425	Syan.g_03044	Syar.g_00113
OG0000426	Syan.g_03045	Syar.g_00114
OG0000427	Syan.g_03046	Syar.g_00115
OG0000428	Syan.g_03049	Syar.g_00118
OG0000429	Syan.g_03051	Syar.g_00121
OG0000430	Syan.g_03053	Syar.g_00123
OG0000431	Syan.g_03058	Syar.g_00127
OG0000432	Syan.g_03065	Syar.g_01009
OG0000433	Syan.g_03068	Syar.g_01007
OG0000434	Syan.g_03069	Syar.g_01006
OG0000435	Syan.g_03071	Syar.g_01003
OG0000436	Syan.g_03079	Syar.g_00994
OG0000437	Syan.g_03080	Syar.g_00993
OG0000438	Syan.g_03083	Syar.g_00992
OG0000439	Syan.g_03085	Syar.g_00990
OG0000440	Syan.g_03086	Syar.g_00989
OG0000441	Syan.g_03089	Syar.g_00986
OG0000442	Syan.g_03090	Syar.g_00977
OG0000443	Syan.g_03094	Syar.g_00964
OG0000444	Syan.g_03102	Syar.g_00954
OG0000445	Syan.g_03103	Syar.g_00953
OG0000446	Syan.g_03105	Syar.g_00951
OG0000447	Syan.g_03111	Syar.g_00948
OG0000448	Syan.g_03112	Syar.g_00947
OG0000449	Syan.g_03113	Syar.g_00946
OG0000450	Syan.g_01518	Syar.g_00939
OG0000451	Syan.g_01519	Syar.g_00938
OG0000452	Syan.g_01523	Syar.g_00934
OG0000453	Syan.g_01524	Syar.g_00933
OG0000454	Syan.g_01525	Syar.g_00932
OG0000455	Syan.g_01526	Syar.g_00931
OG0000456	Syan.g_01527	Syar.g_00930
OG0000457	Syan.g_01529	Syar.g_00928
OG0000458	Syan.g_01530	Syar.g_00918
OG0000459	Syan.g_01531	Syar.g_00917
OG0000460	Syan.g_02423	Syar.g_03024
OG0000461	Syan.g_02099	Syar.g_00153
OG0000462	Syan.g_02096	Syar.g_00155
OG0000463	Syan.g_02095	Syar.g_00156
OG0000464	Syan.g_02094	Syar.g_00157
OG0000465	Syan.g_02092	Syar.g_00159
OG0000466	Syan.g_02087	Syar.g_00164
OG0000467	Syan.g_02086	Syar.g_00165
OG0000468	Syan.g_02063	Syar.g_00170
OG0000469	Syan.g_02046	Syar.g_00203
OG0000470	Syan.g_02044	Syar.g_00206
OG0000471	Syan.g_02043	Syar.g_00207
OG0000472	Syan.g_02041	Syar.g_00208
OG0000473	Syan.g_02039	Syar.g_00210
OG0000474	Syan.g_02038	Syar.g_00211
OG0000475	Syan.g_02037	Syar.g_00212
OG0000476	Syan.g_02035	Syar.g_00214
OG0000477	Syan.g_02029	Syar.g_00219
OG0000478	Syan.g_02028	Syar.g_00220
OG0000479	Syan.g_02027	Syar.g_00221
OG0000480	Syan.g_02020	Syar.g_00228
OG0000481	Syan.g_00975	Syar.g_00230
OG0000482	Syan.g_02018	Syar.g_00231
OG0000483	Syan.g_02014	Syar.g_00235
OG0000484	Syan.g_02013	Syar.g_00236
OG0000485	Syan.g_02012	Syar.g_00237
OG0000486	Syan.g_02011	Syar.g_00024, Syar.g_00238
OG0000487	Syan.g_02005	Syar.g_00245
OG0000488	Syan.g_02000	Syar.g_00853
OG0000489	Syan.g_01993	Syar.g_00833
OG0000490	Syan.g_01985	Syar.g_00823
OG0000491	Syan.g_01983	Syar.g_00822
OG0000492	Syan.g_01980	Syar.g_00727
OG0000493	Syan.g_01979	Syar.g_00726
OG0000494	Syan.g_01978	Syar.g_00725
OG0000495	Syan.g_01977	Syar.g_00724
OG0000496	Syan.g_01976	Syar.g_00723
OG0000497	Syan.g_01975	Syar.g_00722
OG0000498	Syan.g_01974	Syar.g_00721
OG0000499	Syan.g_01973	Syar.g_00720
OG0000500	Syan.g_01972	Syar.g_00719
OG0000501	Syan.g_01969	Syar.g_00716
OG0000502	Syan.g_01961	Syar.g_00275
OG0000503	Syan.g_02144	Syar.g_01118
OG0000504	Syan.g_02142	Syar.g_01120
OG0000505	Syan.g_02141	Syar.g_01121
OG0000506	Syan.g_02139	Syar.g_01123
OG0000507	Syan.g_02133	Syar.g_01129
OG0000508	Syan.g_02998	Syar.g_01141
OG0000509	Syan.g_02993	Syar.g_01143
OG0000510	Syan.g_02992	Syar.g_01144
OG0000511	Syan.g_02991	Syar.g_01145
OG0000512	Syan.g_02989	Syar.g_01147
OG0000513	Syan.g_02320	Syar.g_01166
OG0000514	Syan.g_02326	Syar.g_01169
OG0000515	Syan.g_02327	Syar.g_01170
OG0000516	Syan.g_02389	Syar.g_01172
OG0000517	Syan.g_02395	Syar.g_01176
OG0000518	Syan.g_01336	Syar.g_02868
OG0000519	Syan.g_01335	Syar.g_02867
OG0000520	Syan.g_01334	Syar.g_02866
OG0000521	Syan.g_02805	Syar.g_01419
OG0000522	Syan.g_02803	Syar.g_01421
OG0000523	Syan.g_02802	Syar.g_01422
OG0000524	Syan.g_02878	Syar.g_01244
OG0000525	Syan.g_02853	Syar.g_01263
OG0000526	Syan.g_02852	Syar.g_01266
OG0000527	Syan.g_02848	Syar.g_01271
OG0000528	Syan.g_02767	Syar.g_01466
OG0000529	Syan.g_02763	Syar.g_01470
OG0000530	Syan.g_02760	Syar.g_01473
OG0000531	Syan.g_02759	Syar.g_01474
OG0000532	Syan.g_02756	Syar.g_01477
OG0000533	Syan.g_02754	Syar.g_01479
OG0000534	Syan.g_02753	Syar.g_01480
OG0000535	Syan.g_02752	Syar.g_01481
OG0000536	Syan.g_02751	Syar.g_01482
OG0000537	Syan.g_02750	Syar.g_01483
OG0000538	Syan.g_02738	Syar.g_01496
OG0000539	Syan.g_02737	Syar.g_01497
OG0000540	Syan.g_02736	Syar.g_01498
OG0000541	Syan.g_02735	Syar.g_01499
OG0000542	Syan.g_02732	Syar.g_01502
OG0000543	Syan.g_02730	Syar.g_01504
OG0000544	Syan.g_02729	Syar.g_01505
OG0000545	Syan.g_02727	Syar.g_01507
OG0000546	Syan.g_02725	Syar.g_01509
OG0000547	Syan.g_02723	Syar.g_01511
OG0000548	Syan.g_02722	Syar.g_01512
OG0000549	Syan.g_01194	Syar.g_02693
OG0000550	Syan.g_01189	Syar.g_02689
OG0000551	Syan.g_01184	Syar.g_02684
OG0000552	Syan.g_01183	Syar.g_02683
OG0000553	Syan.g_01179	Syar.g_02679
OG0000554	Syan.g_01165	Syar.g_02352
OG0000555	Syan.g_00839	Syar.g_02336
OG0000556	Syan.g_00842	Syar.g_02332
OG0000557	Syan.g_00847	Syar.g_02328
OG0000558	Syan.g_00849	Syar.g_02326
