Orthogroup	Syan	Syam
OG0000125	Syan.g_01573	Syam.g_02319
OG0000126	Syan.g_01705	Syam.g_02440
OG0000128	Syan.g_01768	Syam.g_00012
OG0000129	Syan.g_01563	Syam.g_02307
OG0000130	Syan.g_02906, Syan.g_02907	Syam.g_02062
OG0000131	Syan.g_03008	Syam.g_02191
OG0000132	Syan.g_03029	Syam.g_02211
OG0000133	Syan.g_00561	Syam.g_01120
OG0000134	Syan.g_02319	Syam.g_00492
OG0000135	Syan.g_01616	Syam.g_02347
OG0000136	Syan.g_01342	Syam.g_01857
OG0000137	Syan.g_02846	Syam.g_01668
OG0000138	Syan.g_02747	Syam.g_00599
OG0000139	Syan.g_01160	Syam.g_00657
OG0000140	Syan.g_00042	Syam.g_00659
OG0000141	Syan.g_01032	Syam.g_01514
OG0000142	Syan.g_00816	Syam.g_01468
OG0000143	Syan.g_00812	Syam.g_01464
OG0000144	Syan.g_00782	Syam.g_01032
OG0000145	Syan.g_02740	Syam.g_00605
OG0000146	Syan.g_00555, Syan.g_00253	Syam.g_01114
OG0000147	Syan.g_00254, Syan.g_00554	Syam.g_01113
OG0000148	Syan.g_00670	Syam.g_01270
OG0000149	Syan.g_00393	Syam.g_00725
OG0000150	Syan.g_01031	Syam.g_00660
OG0000151	Syan.g_00731	Syam.g_01338
OG0000152	Syan.g_00565	Syam.g_01124
OG0000153	Syan.g_00601	Syam.g_01160
OG0000154	Syan.g_00363	Syam.g_01187
OG0000155	Syan.g_02654	Syam.g_01763
OG0000156	Syan.g_02717	Syam.g_01814
OG0000157	Syan.g_02718	Syam.g_01815
OG0000158	Syan.g_01078, Syan.g_01926	Syam.g_00139
OG0000160	Syan.g_01274	Syam.g_01614
OG0000161	Syan.g_01268	Syam.g_01620
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Syam.g_01627
OG0000163	Syan.g_02405	Syam.g_01927
OG0000165	Syan.g_01448	Syam.g_01879, Syam.g_01878
OG0000166	Syan.g_02239	Syam.g_00330
OG0000167	Syan.g_01941	Syam.g_00151
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Syam.g_00138
OG0000169	Syan.g_01912	Syam.g_00127
OG0000170	Syan.g_01901	Syam.g_00120
OG0000171	Syan.g_01875	Syam.g_00097
OG0000172	Syan.g_01810	Syam.g_00075
OG0000173	Syan.g_01720	Syam.g_00057
OG0000174	Syan.g_01619	Syam.g_02349
OG0000175	Syan.g_01678, Syan.g_00258	Syam.g_02417
OG0000176	Syan.g_01801	Syam.g_00004
OG0000177	Syan.g_01775	Syam.g_00005
OG0000178	Syan.g_01774	Syam.g_00006
OG0000179	Syan.g_01759	Syam.g_00021
OG0000180	Syan.g_01758	Syam.g_00022
OG0000181	Syan.g_01757	Syam.g_00023
OG0000182	Syan.g_01756	Syam.g_00024
OG0000183	Syan.g_01752	Syam.g_00028
OG0000184	Syan.g_01549	Syam.g_02298
OG0000185	Syan.g_01540	Syam.g_02295
OG0000186	Syan.g_02902	Syam.g_02058
OG0000187	Syan.g_02904	Syam.g_02059
OG0000188	Syan.g_02926	Syam.g_02081
OG0000189	Syan.g_02966	Syam.g_02108
OG0000190	Syan.g_00971	Syam.g_02110
OG0000191	Syan.g_02300	Syam.g_02142
OG0000192	Syan.g_02294	Syam.g_02148
OG0000193	Syan.g_03009	Syam.g_02192
OG0000194	Syan.g_03012	Syam.g_02195
OG0000196	Syan.g_03026	Syam.g_02208
OG0000197	Syan.g_03027	Syam.g_02209
OG0000198	Syan.g_03028	Syam.g_02210
OG0000199	Syan.g_03037	Syam.g_02218
OG0000200	Syan.g_03055	Syam.g_02234
OG0000201	Syan.g_03074	Syam.g_02248
OG0000202	Syan.g_03075	Syam.g_02249
OG0000203	Syan.g_03076	Syam.g_02250
OG0000204	Syan.g_03077	Syam.g_02251
OG0000205	Syan.g_03087	Syam.g_02258
OG0000206	Syan.g_03095	Syam.g_02264
OG0000207	Syan.g_03100	Syam.g_02266
OG0000208	Syan.g_03101	Syam.g_02267
OG0000209	Syan.g_01521	Syam.g_02278
OG0000210	Syan.g_01522	Syam.g_02279
OG0000211	Syan.g_02416	Syam.g_00504
OG0000212	Syan.g_01508, Syan.g_02438	Syam.g_00515
OG0000213	Syan.g_02059	Syam.g_00263
OG0000214	Syan.g_02040	Syam.g_00247
OG0000215	Syan.g_02010	Syam.g_00216
OG0000216	Syan.g_02006	Syam.g_00212
OG0000217	Syan.g_02001	Syam.g_00208
OG0000218	Syan.g_01999	Syam.g_00206
OG0000219	Syan.g_01998	Syam.g_00205
OG0000220	Syan.g_01997	Syam.g_00204
OG0000221	Syan.g_01994	Syam.g_00198
OG0000222	Syan.g_01981	Syam.g_00186
OG0000223	Syan.g_00228	Syam.g_00168
OG0000224	Syan.g_01959	Syam.g_00164
OG0000225	Syan.g_02997	Syam.g_00473
OG0000226	Syan.g_02990	Syam.g_00477
OG0000227	Syan.g_02988	Syam.g_00479
OG0000228	Syan.g_02315	Syam.g_00488
OG0000229	Syan.g_02396	Syam.g_01867
OG0000230	Syan.g_02398	Syam.g_01865
OG0000231	Syan.g_01333	Syam.g_01848
OG0000232	Syan.g_02801	Syam.g_01692
OG0000233	Syan.g_02876	Syam.g_01678
OG0000234	Syan.g_02844	Syam.g_01667
OG0000235	Syan.g_02765	Syam.g_00582
OG0000236	Syan.g_02749	Syam.g_00597
OG0000237	Syan.g_02731	Syam.g_00614
OG0000238	Syan.g_02726	Syam.g_00619
OG0000239	Syan.g_01187	Syam.g_00637
OG0000240	Syan.g_01186	Syam.g_00638
OG0000241	Syan.g_00822	Syam.g_01477
OG0000242	Syan.g_01168	Syam.g_00649
OG0000243	Syan.g_00840	Syam.g_00668
OG0000244	Syan.g_00848	Syam.g_00674
OG0000245	Syan.g_00850	Syam.g_00676
OG0000246	Syan.g_00854	Syam.g_00680
OG0000247	Syan.g_00866	Syam.g_00692
OG0000249	Syan.g_00871	Syam.g_00697
OG0000250	Syan.g_00878	Syam.g_01747
OG0000251	Syan.g_00961	Syam.g_01722
OG0000252	Syan.g_00966	Syam.g_01719
OG0000253	Syan.g_01000	Syam.g_01718
OG0000254	Syan.g_01026	Syam.g_01510
OG0000255	Syan.g_00978	Syam.g_01500
OG0000256	Syan.g_00001, Syan.g_01135	Syam.g_01484
OG0000257	Syan.g_00827	Syam.g_01478
OG0000258	Syan.g_00803	Syam.g_01459
OG0000259	Syan.g_00772	Syam.g_01378
OG0000260	Syan.g_00769	Syam.g_01375
OG0000261	Syan.g_00765	Syam.g_01372
OG0000262	Syan.g_00760	Syam.g_01367
OG0000263	Syan.g_02618	Syam.g_00885
OG0000264	Syan.g_00540	Syam.g_00805
OG0000266	Syan.g_00330	Syam.g_01234
OG0000267	Syan.g_00470	Syam.g_01071
OG0000268	Syan.g_00471	Syam.g_01072
OG0000269	Syan.g_00695	Syam.g_01295
OG0000270	Syan.g_00692	Syam.g_01292
OG0000271	Syan.g_00684	Syam.g_01284
OG0000272	Syan.g_00683	Syam.g_01283
OG0000274	Syan.g_00653	Syam.g_00744
OG0000275	Syan.g_00373	Syam.g_00741
OG0000276	Syan.g_00380	Syam.g_00733
OG0000277	Syan.g_00381	Syam.g_00732
OG0000278	Syan.g_00384	Syam.g_00729
OG0000279	Syan.g_00398	Syam.g_00721
OG0000280	Syan.g_00518	Syam.g_00701
OG0000282	Syan.g_00739	Syam.g_01347
OG0000283	Syan.g_00491	Syam.g_01087
OG0000284	Syan.g_00497	Syam.g_01093
OG0000285	Syan.g_00533	Syam.g_01105
OG0000286	Syan.g_00564	Syam.g_01123
OG0000287	Syan.g_00593	Syam.g_01153
OG0000288	Syan.g_00364	Syam.g_01186
OG0000289	Syan.g_00350	Syam.g_01201
OG0000290	Syan.g_00293	Syam.g_00771
OG0000291	Syan.g_00291	Syam.g_00773
OG0000292	Syan.g_01703	Syam.g_02439
OG0000293	Syan.g_02709	Syam.g_01806
OG0000295	Syan.g_02662	Syam.g_01771
OG0000296	Syan.g_02660	Syam.g_01769
OG0000298	Syan.g_02645	Syam.g_00905
OG0000299	Syan.g_02601	Syam.g_00878
OG0000300	Syan.g_02593, Syan.g_02594	Syam.g_00871
OG0000301	Syan.g_02592	Syam.g_00870
OG0000302	Syan.g_02591	Syam.g_00868
OG0000303	Syan.g_02582	Syam.g_00859
OG0000304	Syan.g_02556	Syam.g_00853
OG0000305	Syan.g_00195	Syam.g_00776
OG0000306	Syan.g_00087	Syam.g_01757
OG0000307	Syan.g_02782	Syam.g_00566
OG0000308	Syan.g_02784	Syam.g_00564
OG0000309	Syan.g_02883	Syam.g_00559
OG0000310	Syan.g_01304	Syam.g_01591
OG0000311	Syan.g_01299	Syam.g_01595
OG0000312	Syan.g_01290	Syam.g_01601
OG0000313	Syan.g_01271	Syam.g_01617
OG0000314	Syan.g_02823	Syam.g_01647
OG0000315	Syan.g_02833	Syam.g_01658
OG0000316	Syan.g_01354	Syam.g_01945
OG0000317	Syan.g_01396	Syam.g_01987
OG0000318	Syan.g_01401	Syam.g_01991
OG0000319	Syan.g_01425	Syam.g_02006
OG0000320	Syan.g_01427	Syam.g_02008
OG0000321	Syan.g_01428	Syam.g_02009
OG0000322	Syan.g_01429	Syam.g_02010
OG0000323	Syan.g_01442	Syam.g_02025
OG0000324	Syan.g_01472	Syam.g_01906
OG0000325	Syan.g_02107	Syam.g_00289
OG0000327	Syan.g_02244	Syam.g_00325
OG0000328	Syan.g_02243	Syam.g_00326
OG0000329	Syan.g_02225	Syam.g_00344
OG0000330	Syan.g_02224	Syam.g_00345
OG0000331	Syan.g_02223	Syam.g_00346
OG0000333	Syan.g_02205	Syam.g_00364
OG0000334	Syan.g_00247, Syan.g_02194	Syam.g_00375
OG0000335	Syan.g_02189	Syam.g_00380
OG0000336	Syan.g_02185	Syam.g_00384
OG0000337	Syan.g_01949	Syam.g_00155
OG0000338	Syan.g_01943	Syam.g_00153
OG0000339	Syan.g_01935, Syan.g_00264	Syam.g_00147
OG0000340	Syan.g_01923	Syam.g_00137
OG0000341	Syan.g_01921	Syam.g_00135
OG0000342	Syan.g_01920	Syam.g_00134
OG0000343	Syan.g_01918	Syam.g_00133
OG0000344	Syan.g_01914	Syam.g_00129
OG0000345	Syan.g_01900	Syam.g_00119
OG0000346	Syan.g_01895	Syam.g_00114
OG0000347	Syan.g_01867	Syam.g_00083
OG0000348	Syan.g_01803	Syam.g_00068
OG0000349	Syan.g_01727	Syam.g_00050
OG0000350	Syan.g_02121	Syam.g_00303
OG0000351	Syan.g_01682	Syam.g_02420
OG0000352	Syan.g_01683	Syam.g_02421
OG0000353	Syan.g_01795	Syam.g_02445
OG0000354	Syan.g_02720	Syam.g_00626, Syam.g_00625
OG0000355	Syan.g_01797	Syam.g_00001
OG0000356	Syan.g_01798	Syam.g_00002
OG0000357	Syan.g_01800	Syam.g_00003
OG0000358	Syan.g_01773	Syam.g_00007
OG0000359	Syan.g_01771	Syam.g_00009
OG0000360	Syan.g_01770	Syam.g_00010
OG0000361	Syan.g_01769	Syam.g_00011
OG0000362	Syan.g_01767	Syam.g_00013
OG0000363	Syan.g_01765	Syam.g_00015
OG0000364	Syan.g_01398	Syam.g_00016
OG0000365	Syan.g_01755	Syam.g_00025
OG0000366	Syan.g_01754	Syam.g_00026
OG0000367	Syan.g_01753	Syam.g_00027
OG0000368	Syan.g_01751	Syam.g_00029
OG0000369	Syan.g_01750	Syam.g_00030
OG0000370	Syan.g_01749	Syam.g_00031
OG0000371	Syan.g_01740	Syam.g_00038
OG0000372	Syan.g_01734	Syam.g_00043
OG0000373	Syan.g_01733	Syam.g_00044
OG0000374	Syan.g_01732	Syam.g_00045
OG0000375	Syan.g_01731	Syam.g_00046
OG0000376	Syan.g_01729	Syam.g_00048
OG0000377	Syan.g_01555	Syam.g_02306
OG0000378	Syan.g_01543	Syam.g_02297
OG0000379	Syan.g_01539	Syam.g_02294
OG0000380	Syan.g_02905	Syam.g_02060
OG0000381	Syan.g_02908	Syam.g_02063
OG0000382	Syan.g_02925	Syam.g_02080
OG0000383	Syan.g_02936	Syam.g_02083
OG0000384	Syan.g_02937	Syam.g_02084
OG0000385	Syan.g_02938	Syam.g_02085
OG0000386	Syan.g_02939	Syam.g_02086
OG0000387	Syan.g_00967	Syam.g_02112
OG0000388	Syan.g_02970	Syam.g_02116
OG0000389	Syan.g_02973	Syam.g_02120
OG0000390	Syan.g_02306	Syam.g_02136
OG0000391	Syan.g_02301	Syam.g_02141
OG0000392	Syan.g_02295	Syam.g_02147
OG0000393	Syan.g_02292	Syam.g_02149
OG0000394	Syan.g_02291	Syam.g_02150
OG0000395	Syan.g_02290	Syam.g_02151
OG0000396	Syan.g_02287	Syam.g_02153
OG0000397	Syan.g_02285	Syam.g_02160
OG0000398	Syan.g_02279	Syam.g_02165
OG0000399	Syan.g_02278	Syam.g_02166
OG0000400	Syan.g_02277	Syam.g_02167
OG0000401	Syan.g_02274	Syam.g_02168
OG0000402	Syan.g_02272	Syam.g_02171
OG0000403	Syan.g_02271	Syam.g_02172
OG0000404	Syan.g_02269	Syam.g_02173
OG0000405	Syan.g_03005	Syam.g_02189
OG0000406	Syan.g_03010	Syam.g_02193
OG0000407	Syan.g_03011	Syam.g_02194
OG0000408	Syan.g_03013	Syam.g_02196
OG0000409	Syan.g_03015	Syam.g_02198
OG0000410	Syan.g_03016	Syam.g_02199
OG0000411	Syan.g_03017	Syam.g_02200
OG0000412	Syan.g_03018	Syam.g_02201
OG0000413	Syan.g_03020	Syam.g_02203
OG0000414	Syan.g_03021	Syam.g_02204
OG0000415	Syan.g_03022	Syam.g_02205
OG0000416	Syan.g_03023	Syam.g_02206
OG0000417	Syan.g_03025	Syam.g_02207
OG0000418	Syan.g_03030	Syam.g_02212
OG0000419	Syan.g_03033	Syam.g_02214
OG0000420	Syan.g_03035	Syam.g_02216
OG0000421	Syan.g_03040	Syam.g_02221
OG0000422	Syan.g_03041	Syam.g_02222
OG0000423	Syan.g_03042	Syam.g_02223
OG0000424	Syan.g_03043	Syam.g_02224
OG0000425	Syan.g_03044	Syam.g_02225
OG0000426	Syan.g_03045	Syam.g_02226
OG0000427	Syan.g_03046	Syam.g_02227
OG0000428	Syan.g_03049	Syam.g_02230
OG0000429	Syan.g_03051	Syam.g_02232
OG0000430	Syan.g_03053	Syam.g_02233
OG0000431	Syan.g_03058	Syam.g_02237
OG0000432	Syan.g_03065	Syam.g_02243
OG0000433	Syan.g_03068	Syam.g_02244
OG0000434	Syan.g_03069	Syam.g_02245
OG0000435	Syan.g_03071	Syam.g_02246
OG0000436	Syan.g_03079	Syam.g_02252
OG0000437	Syan.g_03080	Syam.g_02253
OG0000438	Syan.g_03083	Syam.g_02254
OG0000439	Syan.g_03085	Syam.g_02256
OG0000440	Syan.g_03086	Syam.g_02257
OG0000441	Syan.g_03089	Syam.g_02261
OG0000442	Syan.g_03090	Syam.g_02262
OG0000443	Syan.g_03094	Syam.g_02263
OG0000444	Syan.g_03102	Syam.g_02268
OG0000445	Syan.g_03103	Syam.g_02269
OG0000446	Syan.g_03105	Syam.g_02270
OG0000447	Syan.g_03111	Syam.g_02272
OG0000448	Syan.g_03112	Syam.g_02273
OG0000449	Syan.g_03113	Syam.g_02274
OG0000450	Syan.g_01518	Syam.g_02275
OG0000451	Syan.g_01519	Syam.g_02276
OG0000452	Syan.g_01523	Syam.g_02280
OG0000453	Syan.g_01524	Syam.g_02281
OG0000454	Syan.g_01525	Syam.g_02282
OG0000455	Syan.g_01526	Syam.g_02283
OG0000456	Syan.g_01527	Syam.g_02284
OG0000457	Syan.g_01529	Syam.g_02286
OG0000458	Syan.g_01530	Syam.g_02287
OG0000459	Syan.g_01531	Syam.g_02288
OG0000460	Syan.g_02423	Syam.g_00506
OG0000461	Syan.g_02099	Syam.g_00284
OG0000462	Syan.g_02096	Syam.g_00281
OG0000463	Syan.g_02095	Syam.g_00280
OG0000464	Syan.g_02094	Syam.g_00279
OG0000465	Syan.g_02092	Syam.g_00277
OG0000466	Syan.g_02087	Syam.g_00273
OG0000467	Syan.g_02086	Syam.g_00271
OG0000468	Syan.g_02063	Syam.g_00266
OG0000469	Syan.g_02046	Syam.g_00253
OG0000470	Syan.g_02044	Syam.g_00251
OG0000471	Syan.g_02043	Syam.g_00250
OG0000472	Syan.g_02041	Syam.g_00248
OG0000473	Syan.g_02039	Syam.g_00246
OG0000474	Syan.g_02038	Syam.g_00245
OG0000475	Syan.g_02037	Syam.g_00244
OG0000476	Syan.g_02035	Syam.g_00242
OG0000477	Syan.g_02029	Syam.g_00236
OG0000478	Syan.g_02028	Syam.g_00235
OG0000479	Syan.g_02027	Syam.g_00234
OG0000480	Syan.g_02020	Syam.g_00227
OG0000481	Syan.g_00975	Syam.g_00225
OG0000482	Syan.g_02018	Syam.g_00224
OG0000483	Syan.g_02014	Syam.g_00220
OG0000484	Syan.g_02013	Syam.g_00219
OG0000485	Syan.g_02012	Syam.g_00218
OG0000486	Syan.g_02011	Syam.g_00217
OG0000487	Syan.g_02005	Syam.g_00211
OG0000488	Syan.g_02000	Syam.g_00207
OG0000489	Syan.g_01993	Syam.g_00197
OG0000490	Syan.g_01985	Syam.g_00189
OG0000491	Syan.g_01983	Syam.g_00187
OG0000492	Syan.g_01980	Syam.g_00185
OG0000493	Syan.g_01979	Syam.g_00184
OG0000494	Syan.g_01978	Syam.g_00183
OG0000495	Syan.g_01977	Syam.g_00182
OG0000496	Syan.g_01976	Syam.g_00181
OG0000497	Syan.g_01975	Syam.g_00180
OG0000498	Syan.g_01974	Syam.g_00179
OG0000499	Syan.g_01973	Syam.g_00178
OG0000500	Syan.g_01972	Syam.g_00177
OG0000501	Syan.g_01969	Syam.g_00174
OG0000502	Syan.g_01961	Syam.g_00165
OG0000503	Syan.g_02144	Syam.g_00457
OG0000504	Syan.g_02142	Syam.g_00459
OG0000505	Syan.g_02141	Syam.g_00460
OG0000506	Syan.g_02139	Syam.g_00462
OG0000507	Syan.g_02133	Syam.g_00468
OG0000508	Syan.g_02998	Syam.g_00472
OG0000509	Syan.g_02993	Syam.g_00474
OG0000510	Syan.g_02992	Syam.g_00475
OG0000511	Syan.g_02991	Syam.g_00476
OG0000512	Syan.g_02989	Syam.g_00478
OG0000513	Syan.g_02320	Syam.g_00493
OG0000514	Syan.g_02326	Syam.g_00499
OG0000515	Syan.g_02327	Syam.g_00500
OG0000516	Syan.g_02389	Syam.g_01862
OG0000517	Syan.g_02395	Syam.g_01868
OG0000518	Syan.g_01336	Syam.g_01851
OG0000519	Syan.g_01335	Syam.g_01850
OG0000520	Syan.g_01334	Syam.g_01849
OG0000521	Syan.g_02805	Syam.g_01696
OG0000522	Syan.g_02803	Syam.g_01694
OG0000523	Syan.g_02802	Syam.g_01693
OG0000524	Syan.g_02878	Syam.g_01681
OG0000525	Syan.g_02853	Syam.g_01677
OG0000526	Syan.g_02852	Syam.g_01674
OG0000527	Syan.g_02848	Syam.g_01670
OG0000528	Syan.g_02767	Syam.g_00580
OG0000529	Syan.g_02763	Syam.g_00584
OG0000530	Syan.g_02760	Syam.g_00587
OG0000531	Syan.g_02759	Syam.g_00588
OG0000532	Syan.g_02756	Syam.g_00591
OG0000533	Syan.g_02754	Syam.g_00592
OG0000534	Syan.g_02753	Syam.g_00593
OG0000535	Syan.g_02752	Syam.g_00594
OG0000536	Syan.g_02751	Syam.g_00595
OG0000537	Syan.g_02750	Syam.g_00596
OG0000538	Syan.g_02738	Syam.g_00607
OG0000539	Syan.g_02737	Syam.g_00608
OG0000540	Syan.g_02736	Syam.g_00609
OG0000541	Syan.g_02735	Syam.g_00610
OG0000542	Syan.g_02732	Syam.g_00613
OG0000543	Syan.g_02730	Syam.g_00615
OG0000544	Syan.g_02729	Syam.g_00616
OG0000545	Syan.g_02727	Syam.g_00618
OG0000546	Syan.g_02725	Syam.g_00620
OG0000547	Syan.g_02723	Syam.g_00622
OG0000548	Syan.g_02722	Syam.g_00623
OG0000549	Syan.g_01194	Syam.g_00630
OG0000550	Syan.g_01189	Syam.g_00635
OG0000551	Syan.g_01184	Syam.g_00640
OG0000552	Syan.g_01183	Syam.g_00641
OG0000553	Syan.g_01179	Syam.g_00643
OG0000554	Syan.g_01165	Syam.g_00652
OG0000555	Syan.g_00839	Syam.g_00667
OG0000556	Syan.g_00842	Syam.g_00670
OG0000557	Syan.g_00847	Syam.g_00672
OG0000558	Syan.g_00849	Syam.g_00675
OG0000559	Syan.g_00853	Syam.g_00679
OG0000560	Syan.g_00856	Syam.g_00682
OG0000561	Syan.g_00857	Syam.g_00683
OG0000562	Syan.g_00858	Syam.g_00684
OG0000563	Syan.g_00859	Syam.g_00685
OG0000564	Syan.g_00860	Syam.g_00686
OG0000565	Syan.g_00864	Syam.g_00690
OG0000566	Syan.g_00868	Syam.g_00694
OG0000567	Syan.g_00872	Syam.g_00698
OG0000568	Syan.g_00874	Syam.g_01751
OG0000569	Syan.g_00875	Syam.g_01750
OG0000570	Syan.g_00876	Syam.g_01749
OG0000571	Syan.g_00879	Syam.g_01745
OG0000572	Syan.g_00954	Syam.g_01729
OG0000573	Syan.g_00963	Syam.g_01721
OG0000574	Syan.g_00965	Syam.g_01720
OG0000575	Syan.g_01003	Syam.g_01716
OG0000576	Syan.g_01007	Syam.g_01714
OG0000577	Syan.g_01008	Syam.g_01713
OG0000578	Syan.g_01009	Syam.g_01712
OG0000579	Syan.g_01010	Syam.g_01711
OG0000580	Syan.g_01011	Syam.g_01710
OG0000581	Syan.g_01018	Syam.g_01704
OG0000582	Syan.g_01030	Syam.g_01513
OG0000583	Syan.g_01029	Syam.g_01512
OG0000584	Syan.g_01028	Syam.g_01511
OG0000585	Syan.g_01024	Syam.g_01509
OG0000586	Syan.g_01022	Syam.g_01508
OG0000587	Syan.g_01020	Syam.g_01506
OG0000588	Syan.g_00215	Syam.g_01498
OG0000589	Syan.g_00016	Syam.g_01494
OG0000590	Syan.g_00015	Syam.g_01493
OG0000591	Syan.g_00003	Syam.g_01486
OG0000592	Syan.g_00002	Syam.g_01485
OG0000593	Syan.g_00820	Syam.g_01471
OG0000594	Syan.g_00819	Syam.g_01470
OG0000595	Syan.g_00818	Syam.g_01469
