Orthogroup	Syal	Praw
OG0000193	Syal.g_00887	Praw.g_01289
OG0000194	Syal.g_00890	Praw.g_01286
OG0000195	Syal.g_00892	Praw.g_01284
OG0000196	Syal.g_00903	Praw.g_01274
OG0000197	Syal.g_00904	Praw.g_01273
OG0000198	Syal.g_00905	Praw.g_01272
OG0000199	Syal.g_00913	Praw.g_01265
OG0000200	Syal.g_00932	Praw.g_01251
OG0000201	Syal.g_00949	Praw.g_01243
OG0000202	Syal.g_00950	Praw.g_01242
OG0000203	Syal.g_00951	Praw.g_01241
OG0000204	Syal.g_00952	Praw.g_01240
OG0000205	Syal.g_00959	Praw.g_01233
OG0000206	Syal.g_00971	Praw.g_01228
OG0000207	Syal.g_00974	Praw.g_01226
OG0000208	Syal.g_00975	Praw.g_01225
OG0000209	Syal.g_01000	Praw.g_01216
OG0000210	Syal.g_01001	Praw.g_01215
OG0000211	Syal.g_00688	Praw.g_01202
OG0000212	Syal.g_00679	Praw.g_01195
OG0000213	Syal.g_01229	Praw.g_00876
OG0000214	Syal.g_01246	Praw.g_00867
OG0000215	Syal.g_01277	Praw.g_00842
OG0000216	Syal.g_01281	Praw.g_00840
OG0000217	Syal.g_01285	Praw.g_00837
OG0000218	Syal.g_01287	Praw.g_00835
OG0000219	Syal.g_01288	Praw.g_00834
OG0000220	Syal.g_01289	Praw.g_00833
OG0000221	Syal.g_01297	Praw.g_00832
OG0000222	Syal.g_01309	Praw.g_00824
OG0000223	Syal.g_01327	Praw.g_00811
OG0000224	Syal.g_01329	Praw.g_00809
OG0000225	Syal.g_00363	Praw.g_00786
OG0000226	Syal.g_00367	Praw.g_00782
OG0000227	Syal.g_00369	Praw.g_00780
OG0000228	Syal.g_00556	Praw.g_00777
OG0000229	Syal.g_00525	Praw.g_00711
OG0000230	Syal.g_00523	Praw.g_00709
OG0000231	Syal.g_00510	Praw.g_00698
OG0000232	Syal.g_00495	Praw.g_00689
OG0000233	Syal.g_00487	Praw.g_00684
OG0000234	Syal.g_00461	Praw.g_00671
OG0000235	Syal.g_02896	Praw.g_00668
OG0000236	Syal.g_02912	Praw.g_00655
OG0000237	Syal.g_02930	Praw.g_00642
OG0000238	Syal.g_02935	Praw.g_00636
OG0000239	Syal.g_02951	Praw.g_00623
OG0000240	Syal.g_02952	Praw.g_00622
OG0000241	Syal.g_02696	Praw.g_00618
OG0000242	Syal.g_02840	Praw.g_00616
OG0000243	Syal.g_02822	Praw.g_00605
OG0000244	Syal.g_02815	Praw.g_00602
OG0000245	Syal.g_02813	Praw.g_00600
OG0000246	Syal.g_02809	Praw.g_00596
OG0000247	Syal.g_02797	Praw.g_00586
OG0000248	Syal.g_02794	Praw.g_00584
OG0000249	Syal.g_02792	Praw.g_00582
OG0000250	Syal.g_02786	Praw.g_00577
OG0000251	Syal.g_02760	Praw.g_01937
OG0000252	Syal.g_02757	Praw.g_01940
OG0000253	Syal.g_02755	Praw.g_01941
OG0000254	Syal.g_02732	Praw.g_00147
OG0000255	Syal.g_02719	Praw.g_00153
OG0000256	Syal.g_02705	Praw.g_00163
OG0000257	Syal.g_02697	Praw.g_00166
OG0000258	Syal.g_02623	Praw.g_01879
OG0000259	Syal.g_02182	Praw.g_01862
OG0000260	Syal.g_02188	Praw.g_01859
OG0000261	Syal.g_02199	Praw.g_01857
OG0000262	Syal.g_02204	Praw.g_01853
OG0000263	Syal.g_01720	Praw.g_01841
OG0000264	Syal.g_01788	Praw.g_01831
OG0000265	Syal.g_02534	Praw.g_01809
OG0000266	Syal.g_02421	Praw.g_01799
OG0000267	Syal.g_02043	Praw.g_01788
OG0000268	Syal.g_02042	Praw.g_01787
OG0000269	Syal.g_02409	Praw.g_01702
OG0000270	Syal.g_02412	Praw.g_01699
OG0000271	Syal.g_01871	Praw.g_01691
OG0000272	Syal.g_01872	Praw.g_01690
OG0000273	Syal.g_02454	Praw.g_01668
OG0000274	Syal.g_02455	Praw.g_01667
OG0000275	Syal.g_02458	Praw.g_01665
OG0000276	Syal.g_02467	Praw.g_01660
OG0000277	Syal.g_02468	Praw.g_01659
OG0000278	Syal.g_02471	Praw.g_01656
OG0000279	Syal.g_02479	Praw.g_01649
OG0000280	Syal.g_02493	Praw.g_01648
OG0000281	Syal.g_02190	Praw.g_01643
OG0000282	Syal.g_02284	Praw.g_01595
OG0000283	Syal.g_02028, Syal.g_02131	Praw.g_01562
OG0000284	Syal.g_02023	Praw.g_01557
OG0000285	Syal.g_02012	Praw.g_01552
OG0000286	Syal.g_01992	Praw.g_01540
OG0000287	Syal.g_01965	Praw.g_01523
OG0000288	Syal.g_01919	Praw.g_01494
OG0000289	Syal.g_01904	Praw.g_01483
OG0000290	Syal.g_01826	Praw.g_01470
OG0000291	Syal.g_01824	Praw.g_01468
OG0000292	Syal.g_00089	Praw.g_01418
OG0000293	Syal.g_01631	Praw.g_00225
OG0000294	Syal.g_01632	Praw.g_00226
OG0000295	Syal.g_01687	Praw.g_00246
OG0000296	Syal.g_01689	Praw.g_00248
OG0000297	Syal.g_01702	Praw.g_00256
OG0000298	Syal.g_01703	Praw.g_00257
OG0000299	Syal.g_01732	Praw.g_00274
OG0000300	Syal.g_01738	Praw.g_00277
OG0000301	Syal.g_01739	Praw.g_00278
OG0000302	Syal.g_01740	Praw.g_00280
OG0000303	Syal.g_01763	Praw.g_00287
OG0000304	Syal.g_01756	Praw.g_00291
OG0000305	Syal.g_01821	Praw.g_01008
OG0000306	Syal.g_02579	Praw.g_01011
OG0000307	Syal.g_02880	Praw.g_01025
OG0000308	Syal.g_02878	Praw.g_01026
OG0000309	Syal.g_02873	Praw.g_01030
OG0000310	Syal.g_01537	Praw.g_01098
OG0000311	Syal.g_00061	Praw.g_01096
OG0000312	Syal.g_00031	Praw.g_01093
OG0000313	Syal.g_00381	Praw.g_01076
OG0000314	Syal.g_00416	Praw.g_00363
OG0000315	Syal.g_00426	Praw.g_00374
OG0000316	Syal.g_02987	Praw.g_00394
OG0000317	Syal.g_00583	Praw.g_00513
OG0000318	Syal.g_00588	Praw.g_00516
OG0000319	Syal.g_00608	Praw.g_00529
OG0000320	Syal.g_00610	Praw.g_00531
OG0000321	Syal.g_00611	Praw.g_00532
OG0000322	Syal.g_00612	Praw.g_00533
OG0000323	Syal.g_00626	Praw.g_00542
OG0000324	Syal.g_00656	Praw.g_00569
OG0000325	Syal.g_00195	Praw.g_01916
OG0000326	Syal.g_00202	Praw.g_01910
OG0000327	Syal.g_00230	Praw.g_00137
OG0000328	Syal.g_00231	Praw.g_00136
OG0000329	Syal.g_00249	Praw.g_00119
OG0000330	Syal.g_00250	Praw.g_00118
OG0000331	Syal.g_00251	Praw.g_00117
OG0000332	Syal.g_00266	Praw.g_00103
OG0000333	Syal.g_00269	Praw.g_00101
OG0000334	Syal.g_00279	Praw.g_00093
OG0000335	Syal.g_00284	Praw.g_00088
OG0000336	Syal.g_00288	Praw.g_00084
OG0000337	Syal.g_01343	Praw.g_00068
OG0000338	Syal.g_01345	Praw.g_00067
OG0000339	Syal.g_01351	Praw.g_00063
OG0000340	Syal.g_01434	Praw.g_00055
OG0000341	Syal.g_01436	Praw.g_00053
OG0000342	Syal.g_01437	Praw.g_00052
OG0000343	Syal.g_01441	Praw.g_00051
OG0000344	Syal.g_01445	Praw.g_00048
OG0000345	Syal.g_01455	Praw.g_00043
OG0000346	Syal.g_01460	Praw.g_00038
OG0000347	Syal.g_01525	Praw.g_00022
OG0000348	Syal.g_00170	Praw.g_00013
OG0000349	Syal.g_00148	Praw.g_01189
OG0000350	Syal.g_00209	Praw.g_01170
OG0000351	Syal.g_01175	Praw.g_01153
OG0000352	Syal.g_01176	Praw.g_01152
OG0000353	Syal.g_00095	Praw.g_01137
OG0000354	Syal.g_00116	Praw.g_00910
OG0000355	Syal.g_00098	Praw.g_01135
OG0000356	Syal.g_00099	Praw.g_01134
OG0000357	Syal.g_00100	Praw.g_01133
OG0000358	Syal.g_00104	Praw.g_01129
OG0000359	Syal.g_00106	Praw.g_01128
OG0000360	Syal.g_00107	Praw.g_01127
OG0000361	Syal.g_00108	Praw.g_01126
OG0000362	Syal.g_00110	Praw.g_01124
OG0000363	Syal.g_00112	Praw.g_01414
OG0000364	Syal.g_00113	Praw.g_01413
OG0000365	Syal.g_00122	Praw.g_01408
OG0000366	Syal.g_00123	Praw.g_01407
OG0000367	Syal.g_00124	Praw.g_01406
OG0000368	Syal.g_00126	Praw.g_01404
OG0000369	Syal.g_00127	Praw.g_01403
OG0000370	Syal.g_00128	Praw.g_01402
OG0000371	Syal.g_00135	Praw.g_01396
OG0000372	Syal.g_00141	Praw.g_01393
OG0000373	Syal.g_00142	Praw.g_01392
OG0000374	Syal.g_00143	Praw.g_01391
OG0000375	Syal.g_00144	Praw.g_01388
OG0000376	Syal.g_00146	Praw.g_01386
OG0000377	Syal.g_01061	Praw.g_01383
OG0000378	Syal.g_01027	Praw.g_01381
OG0000379	Syal.g_02681, Syal.g_01024	Praw.g_01378
OG0000380	Syal.g_00749	Praw.g_01368
OG0000381	Syal.g_00752	Praw.g_01364
OG0000382	Syal.g_00770	Praw.g_01353
OG0000383	Syal.g_00775	Praw.g_01351
OG0000384	Syal.g_00776	Praw.g_01350
OG0000385	Syal.g_00777	Praw.g_01349
OG0000386	Syal.g_00778	Praw.g_01348
OG0000387	Syal.g_00811	Praw.g_01336
OG0000388	Syal.g_00815	Praw.g_01333
OG0000389	Syal.g_00819	Praw.g_01329
OG0000390	Syal.g_00835	Praw.g_01322
OG0000391	Syal.g_00840	Praw.g_01319
OG0000392	Syal.g_00846	Praw.g_01315
OG0000393	Syal.g_00849	Praw.g_01313
OG0000394	Syal.g_00850	Praw.g_01312
OG0000395	Syal.g_00851	Praw.g_01311
OG0000396	Syal.g_00854	Praw.g_01308
OG0000397	Syal.g_00857	Praw.g_01306
OG0000398	Syal.g_00862	Praw.g_01304
OG0000399	Syal.g_00863	Praw.g_01303
OG0000400	Syal.g_00864	Praw.g_01302
OG0000401	Syal.g_00865	Praw.g_01301
OG0000402	Syal.g_00867	Praw.g_01299
OG0000403	Syal.g_00868	Praw.g_01298
OG0000404	Syal.g_00870	Praw.g_01297
OG0000405	Syal.g_00883	Praw.g_01293
OG0000406	Syal.g_00888	Praw.g_01288
OG0000407	Syal.g_00889	Praw.g_01287
OG0000408	Syal.g_00891	Praw.g_01285
OG0000409	Syal.g_00893	Praw.g_01283
OG0000410	Syal.g_00894	Praw.g_01282
OG0000411	Syal.g_00895	Praw.g_01281
OG0000412	Syal.g_00896	Praw.g_01280
OG0000413	Syal.g_00898	Praw.g_01279
OG0000414	Syal.g_00899	Praw.g_01278
OG0000415	Syal.g_00900	Praw.g_01277
OG0000416	Syal.g_00901	Praw.g_01276
OG0000417	Syal.g_00902	Praw.g_01275
OG0000418	Syal.g_00907	Praw.g_01270
OG0000419	Syal.g_00909	Praw.g_01268
OG0000420	Syal.g_00911	Praw.g_01267
OG0000421	Syal.g_00916	Praw.g_01262
OG0000422	Syal.g_00917	Praw.g_01261
OG0000423	Syal.g_00918	Praw.g_01260
OG0000424	Syal.g_00919	Praw.g_01259
OG0000425	Syal.g_00920	Praw.g_01258
OG0000426	Syal.g_00921	Praw.g_01257
OG0000427	Syal.g_00922	Praw.g_01256
OG0000428	Syal.g_00925	Praw.g_01254
OG0000429	Syal.g_00929	Praw.g_01253
OG0000430	Syal.g_00931	Praw.g_01252
OG0000431	Syal.g_00934	Praw.g_01250
OG0000432	Syal.g_00940	Praw.g_01247
OG0000433	Syal.g_00943	Praw.g_01246
OG0000434	Syal.g_00944	Praw.g_01245
OG0000435	Syal.g_00946	Praw.g_01244
OG0000436	Syal.g_00953	Praw.g_01239
OG0000437	Syal.g_00954	Praw.g_01238
OG0000438	Syal.g_00955	Praw.g_01237
OG0000439	Syal.g_00957	Praw.g_01235
OG0000440	Syal.g_00958	Praw.g_01234
OG0000441	Syal.g_00962	Praw.g_01231
OG0000442	Syal.g_00964	Praw.g_01230
OG0000443	Syal.g_00966	Praw.g_01229
OG0000444	Syal.g_00978	Praw.g_01224
OG0000445	Syal.g_00979	Praw.g_01223
OG0000446	Syal.g_00981	Praw.g_01222
OG0000447	Syal.g_00989	Praw.g_01221
OG0000448	Syal.g_00990	Praw.g_01220
OG0000449	Syal.g_00991	Praw.g_01219
OG0000450	Syal.g_00997	Praw.g_01218
OG0000451	Syal.g_00998	Praw.g_01217
OG0000452	Syal.g_01002	Praw.g_01214
OG0000453	Syal.g_01003	Praw.g_01213
OG0000454	Syal.g_01004	Praw.g_01212
OG0000455	Syal.g_01005	Praw.g_01211
OG0000456	Syal.g_01006	Praw.g_01210
OG0000457	Syal.g_01008	Praw.g_01209
OG0000458	Syal.g_01009	Praw.g_01208
OG0000459	Syal.g_01010	Praw.g_01207
OG0000460	Syal.g_00686	Praw.g_01200
OG0000461	Syal.g_01199	Praw.g_00891
OG0000462	Syal.g_01202	Praw.g_00889
OG0000463	Syal.g_01203	Praw.g_00888
OG0000464	Syal.g_01204	Praw.g_00887
OG0000465	Syal.g_01205	Praw.g_00886
OG0000466	Syal.g_01210	Praw.g_00883
OG0000467	Syal.g_01212	Praw.g_00882
OG0000468	Syal.g_01225	Praw.g_00880
OG0000469	Syal.g_01240	Praw.g_00872
OG0000470	Syal.g_01242	Praw.g_00870
OG0000471	Syal.g_01243	Praw.g_00869
OG0000472	Syal.g_01245	Praw.g_00868
OG0000473	Syal.g_01247	Praw.g_00866
OG0000474	Syal.g_01248	Praw.g_00865
OG0000475	Syal.g_01249	Praw.g_00864
OG0000476	Syal.g_01251	Praw.g_00863
OG0000477	Syal.g_01257	Praw.g_00859
OG0000478	Syal.g_01258	Praw.g_00858
OG0000479	Syal.g_01259	Praw.g_00857
OG0000480	Syal.g_01266	Praw.g_00852
OG0000481	Syal.g_01268	Praw.g_00850
OG0000482	Syal.g_01269	Praw.g_00849
OG0000483	Syal.g_01273	Praw.g_00846
OG0000484	Syal.g_01274	Praw.g_00845
OG0000485	Syal.g_01275	Praw.g_00844
OG0000486	Syal.g_01276	Praw.g_00843
OG0000487	Syal.g_01282	Praw.g_00839
OG0000488	Syal.g_01286	Praw.g_00836
OG0000489	Syal.g_01298	Praw.g_00831
OG0000490	Syal.g_01307	Praw.g_00826
OG0000491	Syal.g_01308	Praw.g_00825
OG0000492	Syal.g_01310	Praw.g_00823
OG0000493	Syal.g_01311	Praw.g_00822
OG0000494	Syal.g_01312	Praw.g_00821
OG0000495	Syal.g_01313	Praw.g_00820
OG0000496	Syal.g_01314	Praw.g_00819
OG0000497	Syal.g_01315	Praw.g_00818
OG0000498	Syal.g_01316	Praw.g_00817
OG0000499	Syal.g_01317	Praw.g_00816
OG0000500	Syal.g_01318	Praw.g_00815
OG0000501	Syal.g_01321	Praw.g_00813
OG0000502	Syal.g_01328	Praw.g_00810
OG0000503	Syal.g_00347	Praw.g_00796
OG0000504	Syal.g_00349	Praw.g_00795
OG0000505	Syal.g_00350	Praw.g_00794
OG0000506	Syal.g_00352	Praw.g_00792
OG0000507	Syal.g_00358	Praw.g_00790
OG0000508	Syal.g_00362	Praw.g_00787
OG0000509	Syal.g_00364	Praw.g_00785
OG0000510	Syal.g_00365	Praw.g_00784
OG0000511	Syal.g_00366	Praw.g_00783
OG0000512	Syal.g_00368	Praw.g_00781
OG0000513	Syal.g_00551	Praw.g_00774
OG0000514	Syal.g_00539	Praw.g_00716
OG0000515	Syal.g_00538	Praw.g_00715
OG0000516	Syal.g_00534	Praw.g_00714
OG0000517	Syal.g_00526	Praw.g_00712
OG0000518	Syal.g_00514	Praw.g_00701
OG0000519	Syal.g_00513	Praw.g_00700
OG0000520	Syal.g_00512	Praw.g_00699
OG0000521	Syal.g_00502	Praw.g_00694
OG0000522	Syal.g_00500	Praw.g_00692
OG0000523	Syal.g_00499	Praw.g_00691
OG0000524	Syal.g_00491	Praw.g_00686
OG0000525	Syal.g_00473	Praw.g_00683
OG0000526	Syal.g_00471	Praw.g_00682
OG0000527	Syal.g_00465	Praw.g_00674
OG0000528	Syal.g_02893	Praw.g_00669
OG0000529	Syal.g_02898	Praw.g_00666
OG0000530	Syal.g_02901	Praw.g_00664
OG0000531	Syal.g_02902	Praw.g_00663
OG0000532	Syal.g_02905	Praw.g_00661
OG0000533	Syal.g_02907	Praw.g_00660
OG0000534	Syal.g_02908	Praw.g_00659
OG0000535	Syal.g_02909	Praw.g_00658
OG0000536	Syal.g_02910	Praw.g_00657
OG0000537	Syal.g_02911	Praw.g_00656
OG0000538	Syal.g_02923	Praw.g_00648
OG0000539	Syal.g_02924	Praw.g_00647
OG0000540	Syal.g_02925	Praw.g_00646
OG0000541	Syal.g_02926	Praw.g_00645
OG0000542	Syal.g_02929	Praw.g_00643
OG0000543	Syal.g_02931	Praw.g_00641
OG0000544	Syal.g_02932	Praw.g_00640
OG0000545	Syal.g_02934	Praw.g_00638
OG0000546	Syal.g_02936	Praw.g_00635
OG0000547	Syal.g_02938	Praw.g_00633
OG0000548	Syal.g_02939	Praw.g_00632
OG0000549	Syal.g_02945	Praw.g_00630
OG0000550	Syal.g_02949	Praw.g_00625
OG0000551	Syal.g_02953	Praw.g_00621
OG0000552	Syal.g_02954	Praw.g_00620
OG0000553	Syal.g_02843	Praw.g_00619
OG0000554	Syal.g_02837	Praw.g_00614
OG0000555	Syal.g_02823	Praw.g_00606
OG0000556	Syal.g_02819	Praw.g_00604
OG0000557	Syal.g_02816	Praw.g_00603
OG0000558	Syal.g_02814	Praw.g_00601
OG0000559	Syal.g_02305, Syal.g_02810	Praw.g_00597
OG0000560	Syal.g_02807	Praw.g_00594
OG0000561	Syal.g_02806	Praw.g_00593
OG0000562	Syal.g_02805	Praw.g_00592
OG0000563	Syal.g_02804	Praw.g_00591
OG0000564	Syal.g_02803	Praw.g_00590
OG0000565	Syal.g_02799	Praw.g_00587
OG0000566	Syal.g_02795	Praw.g_00585
OG0000567	Syal.g_02791	Praw.g_00581
OG0000568	Syal.g_02789	Praw.g_00580
OG0000569	Syal.g_02788	Praw.g_00579
OG0000570	Syal.g_02787	Praw.g_00578
OG0000571	Syal.g_02784	Praw.g_00576
OG0000572	Syal.g_02767	Praw.g_01933
OG0000573	Syal.g_02759	Praw.g_01938
OG0000574	Syal.g_02758	Praw.g_01939
OG0000575	Syal.g_02753	Praw.g_01943
OG0000576	Syal.g_02751	Praw.g_01945
OG0000577	Syal.g_02750	Praw.g_01946
OG0000578	Syal.g_02749	Praw.g_01947
OG0000579	Syal.g_02748	Praw.g_01948
OG0000580	Syal.g_02747	Praw.g_01949
OG0000581	Syal.g_02741	Praw.g_00141
OG0000582	Syal.g_02736	Praw.g_00144
