Orthogroup	Syal	Prbb
OG0000077	Syal.g_00763, Syal.g_00506	Prbb.g_00133
OG0000078	Syal.g_00680	Prbb.g_00297
OG0000079	Syal.g_01213	Prbb.g_00308
OG0000081	Syal.g_02555	Prbb.g_00534
OG0000082	Syal.g_02769	Prbb.g_01882
OG0000084	Syal.g_01896, Syal.g_00023	Prbb.g_01683
OG0000085	Syal.g_00575	Prbb.g_01816
OG0000086	Syal.g_00784	Prbb.g_00143
OG0000087	Syal.g_00871	Prbb.g_00196
OG0000088	Syal.g_00908	Prbb.g_00223
OG0000089	Syal.g_00555	Prbb.g_00416
OG0000090	Syal.g_02838	Prbb.g_00536
OG0000091	Syal.g_02628	Prbb.g_00643
OG0000092	Syal.g_00470	Prbb.g_00937
OG0000093	Syal.g_02233	Prbb.g_00768
OG0000094	Syal.g_01907	Prbb.g_00892
OG0000095	Syal.g_01823	Prbb.g_01070
OG0000097	Syal.g_01735, Syal.g_01553	Prbb.g_01470
OG0000098	Syal.g_02196	Prbb.g_01608
OG0000099	Syal.g_01323	Prbb.g_00388
OG0000100	Syal.g_02448	Prbb.g_01763
OG0000101	Syal.g_00275	Prbb.g_02001
OG0000102	Syal.g_01488	Prbb.g_02066
OG0000103	Syal.g_00077, Syal.g_01897	Prbb.g_02174
OG0000104	Syal.g_00092	Prbb.g_02185
OG0000105	Syal.g_01255	Prbb.g_00327
OG0000106	Syal.g_02577	Prbb.g_01197, Prbb.g_01329
OG0000107	Syal.g_00194	Prbb.g_01923
OG0000108	Syal.g_02897	Prbb.g_00484, Prbb.g_00485
OG0000109	Syal.g_02913	Prbb.g_00498
OG0000110	Syal.g_02782	Prbb.g_00578
OG0000111	Syal.g_01813	Prbb.g_00707
OG0000112	Syal.g_02000	Prbb.g_00983
OG0000113	Syal.g_02443	Prbb.g_00807, Prbb.g_01218
OG0000114	Syal.g_02286	Prbb.g_00932
OG0000115	Syal.g_00404	Prbb.g_01780
OG0000116	Syal.g_01630	Prbb.g_01528
OG0000117	Syal.g_01704	Prbb.g_01399
OG0000118	Syal.g_01583	Prbb.g_01598
OG0000119	Syal.g_02056	Prbb.g_01632
OG0000120	Syal.g_01324	Prbb.g_00678
OG0000121	Syal.g_00374	Prbb.g_01688
OG0000122	Syal.g_02602	Prbb.g_01727
OG0000123	Syal.g_00283	Prbb.g_02008
OG0000125	Syal.g_01075	Prbb.g_02131
OG0000126	Syal.g_00090	Prbb.g_02183
OG0000128	Syal.g_00109	Prbb.g_00012
OG0000129	Syal.g_01062	Prbb.g_00059
OG0000130	Syal.g_00751	Prbb.g_00124
OG0000131	Syal.g_00886	Prbb.g_00202
OG0000132	Syal.g_00906	Prbb.g_00221
OG0000133	Syal.g_01995	Prbb.g_00373
OG0000134	Syal.g_00552	Prbb.g_00418
OG0000135	Syal.g_01119	Prbb.g_01326
OG0000136	Syal.g_00520	Prbb.g_00446
OG0000137	Syal.g_00463	Prbb.g_00478
OG0000138	Syal.g_02914	Prbb.g_00499
OG0000139	Syal.g_02832	Prbb.g_00540
OG0000140	Syal.g_02830	Prbb.g_00541
OG0000141	Syal.g_02738	Prbb.g_00608
OG0000142	Syal.g_02636	Prbb.g_00636
OG0000143	Syal.g_02632	Prbb.g_00640
OG0000144	Syal.g_02515	Prbb.g_00653
OG0000145	Syal.g_02921	Prbb.g_01099
OG0000146	Syal.g_02001	Prbb.g_00982
OG0000147	Syal.g_02002	Prbb.g_00981
OG0000148	Syal.g_02437	Prbb.g_00801
OG0000149	Syal.g_02475	Prbb.g_00832
OG0000150	Syal.g_02737	Prbb.g_00840
OG0000151	Syal.g_02263	Prbb.g_00943
OG0000152	Syal.g_01991	Prbb.g_00991
OG0000153	Syal.g_01958	Prbb.g_01009
OG0000154	Syal.g_01918	Prbb.g_01040
OG0000155	Syal.g_01695	Prbb.g_01495
OG0000156	Syal.g_01620	Prbb.g_01575
OG0000157	Syal.g_01619	Prbb.g_01576
OG0000158	Syal.g_01431	Prbb.g_02044
OG0000160	Syal.g_00372	Prbb.g_01687
OG0000161	Syal.g_00384	Prbb.g_01693
OG0000162	Syal.g_00396	Prbb.g_01699
OG0000163	Syal.g_02971	Prbb.g_01735
OG0000164	Syal.g_00623	Prbb.g_01845
OG0000165	Syal.g_00632	Prbb.g_01853
OG0000166	Syal.g_00236	Prbb.g_01964
OG0000167	Syal.g_01347	Prbb.g_02034
OG0000168	Syal.g_01433	Prbb.g_02045
OG0000169	Syal.g_01447	Prbb.g_02055
OG0000170	Syal.g_01454	Prbb.g_02057
OG0000171	Syal.g_01518	Prbb.g_02078
OG0000172	Syal.g_00174, Syal.g_00173	Prbb.g_02101
OG0000173	Syal.g_00155	Prbb.g_02116
OG0000174	Syal.g_01121	Prbb.g_02147
OG0000175	Syal.g_01172	Prbb.g_02165
OG0000176	Syal.g_00101	Prbb.g_00004
OG0000177	Syal.g_00102	Prbb.g_00005
OG0000178	Syal.g_00103	Prbb.g_00007, Prbb.g_00006
OG0000179	Syal.g_00118	Prbb.g_00017
OG0000180	Syal.g_00119	Prbb.g_00018
OG0000181	Syal.g_00120	Prbb.g_00019
OG0000182	Syal.g_00121	Prbb.g_00020
OG0000183	Syal.g_00125	Prbb.g_00024
OG0000184	Syal.g_02678, Syal.g_01050	Prbb.g_00061
OG0000185	Syal.g_01025	Prbb.g_00064
OG0000186	Syal.g_02684, Syal.g_00747	Prbb.g_00119
OG0000187	Syal.g_02685, Syal.g_00748	Prbb.g_00120
OG0000188	Syal.g_00771	Prbb.g_00137
OG0000189	Syal.g_00807	Prbb.g_00151
OG0000190	Syal.g_01364	Prbb.g_00152
OG0000191	Syal.g_00841	Prbb.g_00175
OG0000192	Syal.g_00847	Prbb.g_00179
OG0000193	Syal.g_00887	Prbb.g_00203
OG0000194	Syal.g_00890	Prbb.g_00206
OG0000195	Syal.g_00892	Prbb.g_00208
OG0000196	Syal.g_00903	Prbb.g_00218
OG0000197	Syal.g_00904	Prbb.g_00219
OG0000198	Syal.g_00905	Prbb.g_00220
OG0000199	Syal.g_00913	Prbb.g_00227
OG0000200	Syal.g_00932	Prbb.g_00240
OG0000201	Syal.g_00949	Prbb.g_00249
OG0000202	Syal.g_00950	Prbb.g_00250
OG0000203	Syal.g_00951	Prbb.g_00251
OG0000204	Syal.g_00952	Prbb.g_00252
OG0000205	Syal.g_00959	Prbb.g_00259
OG0000206	Syal.g_00971	Prbb.g_00263
OG0000207	Syal.g_00974	Prbb.g_00265
OG0000208	Syal.g_00975	Prbb.g_00266
OG0000209	Syal.g_01000	Prbb.g_00275
OG0000210	Syal.g_01001	Prbb.g_00276
OG0000211	Syal.g_00688	Prbb.g_00290
OG0000212	Syal.g_00679	Prbb.g_00298
OG0000213	Syal.g_01229	Prbb.g_00313
OG0000214	Syal.g_01246	Prbb.g_00321
OG0000215	Syal.g_01277	Prbb.g_00344
OG0000216	Syal.g_01281	Prbb.g_00345
OG0000217	Syal.g_01285	Prbb.g_00348
OG0000218	Syal.g_01287	Prbb.g_00350
OG0000219	Syal.g_01288	Prbb.g_00351
OG0000220	Syal.g_01289	Prbb.g_00352
OG0000221	Syal.g_01297	Prbb.g_00353
OG0000222	Syal.g_01309	Prbb.g_00361
OG0000223	Syal.g_01327	Prbb.g_00374
OG0000224	Syal.g_01329	Prbb.g_00376
OG0000225	Syal.g_00363	Prbb.g_00405
OG0000226	Syal.g_00367	Prbb.g_00409
OG0000227	Syal.g_00369	Prbb.g_00411
OG0000228	Syal.g_00556	Prbb.g_00415
OG0000229	Syal.g_00525	Prbb.g_00441
OG0000230	Syal.g_00523	Prbb.g_00443
OG0000231	Syal.g_00510	Prbb.g_00454
OG0000232	Syal.g_00495	Prbb.g_00462
OG0000233	Syal.g_00487	Prbb.g_00470
OG0000234	Syal.g_00461	Prbb.g_00479
OG0000235	Syal.g_02896	Prbb.g_00483
OG0000236	Syal.g_02912	Prbb.g_00497
OG0000237	Syal.g_02930	Prbb.g_00510
OG0000238	Syal.g_02935	Prbb.g_00516
OG0000239	Syal.g_02951	Prbb.g_00528
OG0000240	Syal.g_02952	Prbb.g_00529
OG0000241	Syal.g_02696	Prbb.g_00533
OG0000242	Syal.g_02840	Prbb.g_00535
OG0000243	Syal.g_02822	Prbb.g_00546
OG0000244	Syal.g_02815	Prbb.g_00550
OG0000245	Syal.g_02813	Prbb.g_00552
OG0000246	Syal.g_02809	Prbb.g_00556
OG0000247	Syal.g_02797	Prbb.g_00566
OG0000248	Syal.g_02794	Prbb.g_00568
OG0000249	Syal.g_02792	Prbb.g_00570
OG0000250	Syal.g_02786	Prbb.g_00575
OG0000251	Syal.g_02760	Prbb.g_00591
OG0000252	Syal.g_02757	Prbb.g_00593
OG0000253	Syal.g_02755	Prbb.g_00595
OG0000254	Syal.g_02732	Prbb.g_00612
OG0000255	Syal.g_02719	Prbb.g_00618
OG0000256	Syal.g_02705	Prbb.g_00628
OG0000257	Syal.g_02697	Prbb.g_00631
OG0000258	Syal.g_02623	Prbb.g_00644
OG0000259	Syal.g_02182	Prbb.g_00661
OG0000260	Syal.g_02188	Prbb.g_00665
OG0000261	Syal.g_02199	Prbb.g_00668
OG0000262	Syal.g_02204	Prbb.g_00673
OG0000263	Syal.g_01720	Prbb.g_00686
OG0000264	Syal.g_01788	Prbb.g_00697, Prbb.g_00698
OG0000265	Syal.g_02534	Prbb.g_00713
OG0000266	Syal.g_02421	Prbb.g_00723
OG0000267	Syal.g_02043	Prbb.g_00736
OG0000268	Syal.g_02042	Prbb.g_00737
OG0000269	Syal.g_02409	Prbb.g_00778
OG0000270	Syal.g_02412	Prbb.g_00781
OG0000271	Syal.g_01871	Prbb.g_00789
OG0000272	Syal.g_01872	Prbb.g_00790
OG0000273	Syal.g_02454	Prbb.g_00814
OG0000274	Syal.g_02455	Prbb.g_00815
OG0000275	Syal.g_02458	Prbb.g_00817
OG0000276	Syal.g_02467	Prbb.g_00823
OG0000277	Syal.g_02468	Prbb.g_00824
OG0000278	Syal.g_02471	Prbb.g_00828
OG0000279	Syal.g_02479	Prbb.g_00835
OG0000280	Syal.g_02493	Prbb.g_01370
OG0000281	Syal.g_02190	Prbb.g_00841
OG0000282	Syal.g_02284	Prbb.g_00934
OG0000283	Syal.g_02028, Syal.g_02131	Prbb.g_00965
OG0000284	Syal.g_02023	Prbb.g_00970
OG0000285	Syal.g_02012	Prbb.g_00975
OG0000286	Syal.g_01992	Prbb.g_00990
OG0000287	Syal.g_01965	Prbb.g_00101
OG0000288	Syal.g_01919	Prbb.g_01039
OG0000289	Syal.g_01904	Prbb.g_01051
OG0000290	Syal.g_01826	Prbb.g_01067
OG0000291	Syal.g_01824	Prbb.g_01069
OG0000292	Syal.g_00089	Prbb.g_01238
OG0000293	Syal.g_01631	Prbb.g_01527
OG0000294	Syal.g_01632	Prbb.g_01526
OG0000295	Syal.g_01687	Prbb.g_01502
OG0000296	Syal.g_01689	Prbb.g_01500
OG0000297	Syal.g_01702	Prbb.g_01491
OG0000298	Syal.g_01703	Prbb.g_01490
OG0000299	Syal.g_01732	Prbb.g_01471
OG0000300	Syal.g_01738	Prbb.g_01468
OG0000301	Syal.g_01739	Prbb.g_01467
OG0000302	Syal.g_01740	Prbb.g_01464
OG0000303	Syal.g_01763	Prbb.g_01459
OG0000304	Syal.g_01756	Prbb.g_01456
OG0000305	Syal.g_01821	Prbb.g_01789
OG0000306	Syal.g_02579	Prbb.g_00845
OG0000307	Syal.g_02880	Prbb.g_01648
OG0000308	Syal.g_02878	Prbb.g_01649
OG0000309	Syal.g_02873	Prbb.g_01653
OG0000310	Syal.g_01537	Prbb.g_01671
OG0000311	Syal.g_00061	Prbb.g_01673
OG0000312	Syal.g_00031	Prbb.g_01676
OG0000313	Syal.g_00381	Prbb.g_01690
OG0000314	Syal.g_00416	Prbb.g_01711
OG0000315	Syal.g_00426	Prbb.g_01721
OG0000316	Syal.g_02987	Prbb.g_01746
OG0000317	Syal.g_00583	Prbb.g_01821
OG0000318	Syal.g_00588	Prbb.g_01824
OG0000319	Syal.g_00608	Prbb.g_01835
OG0000320	Syal.g_00610	Prbb.g_01837
OG0000321	Syal.g_00611	Prbb.g_01838
OG0000322	Syal.g_00612	Prbb.g_01839
OG0000323	Syal.g_00626	Prbb.g_01848
OG0000324	Syal.g_00656	Prbb.g_01875
OG0000325	Syal.g_00195	Prbb.g_01924
OG0000326	Syal.g_00202	Prbb.g_01930
OG0000327	Syal.g_00230	Prbb.g_01959
OG0000328	Syal.g_00231	Prbb.g_01960
OG0000329	Syal.g_00249	Prbb.g_01977
OG0000330	Syal.g_00250	Prbb.g_01978
OG0000331	Syal.g_00251	Prbb.g_01979
OG0000332	Syal.g_00266	Prbb.g_01993
OG0000333	Syal.g_00269	Prbb.g_01995
OG0000334	Syal.g_00279	Prbb.g_02004
OG0000335	Syal.g_00284	Prbb.g_02009
OG0000336	Syal.g_00288	Prbb.g_02013
OG0000337	Syal.g_01343	Prbb.g_02031
OG0000338	Syal.g_01345	Prbb.g_02032
OG0000339	Syal.g_01351	Prbb.g_02037
OG0000340	Syal.g_01434	Prbb.g_02046
OG0000341	Syal.g_01436	Prbb.g_02048
OG0000342	Syal.g_01437	Prbb.g_02049
OG0000343	Syal.g_01441	Prbb.g_02050
OG0000344	Syal.g_01445	Prbb.g_02053
OG0000345	Syal.g_01455	Prbb.g_02058
OG0000346	Syal.g_01460	Prbb.g_02062
OG0000347	Syal.g_01525	Prbb.g_02082
OG0000348	Syal.g_00170	Prbb.g_02104
OG0000349	Syal.g_00148	Prbb.g_02122
OG0000350	Syal.g_00209	Prbb.g_02143
OG0000351	Syal.g_01175	Prbb.g_02168
OG0000352	Syal.g_01176	Prbb.g_02169
OG0000353	Syal.g_00095	Prbb.g_02188
OG0000355	Syal.g_00098	Prbb.g_00001
OG0000356	Syal.g_00099	Prbb.g_00002
OG0000357	Syal.g_00100	Prbb.g_00003
OG0000358	Syal.g_00104	Prbb.g_00008
OG0000359	Syal.g_00106	Prbb.g_00009
OG0000360	Syal.g_00107	Prbb.g_00010
OG0000361	Syal.g_00108	Prbb.g_00011
OG0000362	Syal.g_00110	Prbb.g_00013
OG0000363	Syal.g_00112	Prbb.g_00015
OG0000364	Syal.g_00113	Prbb.g_00016
OG0000365	Syal.g_00122	Prbb.g_00021
OG0000366	Syal.g_00123	Prbb.g_00022
OG0000367	Syal.g_00124	Prbb.g_00023
OG0000368	Syal.g_00126	Prbb.g_00025
OG0000369	Syal.g_00127	Prbb.g_00026
OG0000370	Syal.g_00128	Prbb.g_00027
OG0000371	Syal.g_00135	Prbb.g_00033
OG0000372	Syal.g_00141	Prbb.g_00035
OG0000373	Syal.g_00142	Prbb.g_00036
OG0000374	Syal.g_00143	Prbb.g_00037
OG0000375	Syal.g_00144	Prbb.g_00055
OG0000376	Syal.g_00146	Prbb.g_00057
OG0000377	Syal.g_01061	Prbb.g_00060
OG0000378	Syal.g_01027	Prbb.g_00062
OG0000379	Syal.g_02681, Syal.g_01024	Prbb.g_00065
OG0000380	Syal.g_00749	Prbb.g_00121
OG0000381	Syal.g_00752	Prbb.g_00125
OG0000382	Syal.g_00770	Prbb.g_00136
OG0000383	Syal.g_00775	Prbb.g_00138
OG0000384	Syal.g_00776	Prbb.g_00139
OG0000385	Syal.g_00777	Prbb.g_00140
OG0000386	Syal.g_00778	Prbb.g_00141
OG0000387	Syal.g_00811	Prbb.g_00154
OG0000388	Syal.g_00815	Prbb.g_00158
OG0000389	Syal.g_00819	Prbb.g_00161
OG0000390	Syal.g_00835	Prbb.g_00170
OG0000391	Syal.g_00840	Prbb.g_00174
OG0000392	Syal.g_00846	Prbb.g_00177
OG0000393	Syal.g_00849	Prbb.g_00180
OG0000394	Syal.g_00850	Prbb.g_00181
OG0000395	Syal.g_00851	Prbb.g_00182
OG0000396	Syal.g_00854	Prbb.g_00185
OG0000397	Syal.g_00857	Prbb.g_00187
OG0000398	Syal.g_00862	Prbb.g_00190
OG0000399	Syal.g_00863	Prbb.g_00191
OG0000400	Syal.g_00864	Prbb.g_00192
OG0000401	Syal.g_00865	Prbb.g_00193
OG0000402	Syal.g_00867	Prbb.g_01101
OG0000403	Syal.g_00868	Prbb.g_00194
OG0000404	Syal.g_00870	Prbb.g_00195
OG0000405	Syal.g_00883	Prbb.g_00200
OG0000406	Syal.g_00888	Prbb.g_00204
OG0000407	Syal.g_00889	Prbb.g_00205
OG0000408	Syal.g_00891	Prbb.g_00207
OG0000409	Syal.g_00893	Prbb.g_00209
OG0000410	Syal.g_00894	Prbb.g_00210
OG0000411	Syal.g_00895	Prbb.g_00211
OG0000412	Syal.g_00896	Prbb.g_00212
OG0000413	Syal.g_00898	Prbb.g_00213
OG0000414	Syal.g_00899	Prbb.g_00214
OG0000415	Syal.g_00900	Prbb.g_00215
OG0000416	Syal.g_00901	Prbb.g_00216
OG0000417	Syal.g_00902	Prbb.g_00217
OG0000418	Syal.g_00907	Prbb.g_00222
OG0000419	Syal.g_00909	Prbb.g_00224
OG0000420	Syal.g_00911	Prbb.g_00225
OG0000421	Syal.g_00916	Prbb.g_00229
OG0000422	Syal.g_00917	Prbb.g_00230
OG0000423	Syal.g_00918	Prbb.g_00231
OG0000424	Syal.g_00919	Prbb.g_00232
OG0000425	Syal.g_00920	Prbb.g_00233
OG0000426	Syal.g_00921	Prbb.g_00234
OG0000427	Syal.g_00922	Prbb.g_00235
OG0000428	Syal.g_00925	Prbb.g_00237
OG0000429	Syal.g_00929	Prbb.g_00238
OG0000430	Syal.g_00931	Prbb.g_00239
OG0000431	Syal.g_00934	Prbb.g_00241
OG0000432	Syal.g_00940	Prbb.g_00245
OG0000433	Syal.g_00943	Prbb.g_00246
OG0000434	Syal.g_00944	Prbb.g_00247
OG0000435	Syal.g_00946	Prbb.g_00248
OG0000436	Syal.g_00953	Prbb.g_00253
OG0000437	Syal.g_00954	Prbb.g_00254
OG0000438	Syal.g_00955	Prbb.g_00255
OG0000439	Syal.g_00957	Prbb.g_00257
OG0000440	Syal.g_00958	Prbb.g_00258
OG0000441	Syal.g_00962	Prbb.g_00260
OG0000442	Syal.g_00964	Prbb.g_00261
OG0000443	Syal.g_00966	Prbb.g_00262
OG0000444	Syal.g_00978	Prbb.g_00267
OG0000445	Syal.g_00979	Prbb.g_00268
OG0000446	Syal.g_00981	Prbb.g_00269
OG0000447	Syal.g_00989	Prbb.g_00270
OG0000448	Syal.g_00990	Prbb.g_00271
OG0000449	Syal.g_00991	Prbb.g_00272
OG0000450	Syal.g_00997	Prbb.g_00273
OG0000451	Syal.g_00998	Prbb.g_00274
OG0000452	Syal.g_01002	Prbb.g_00277
OG0000453	Syal.g_01003	Prbb.g_00278
OG0000454	Syal.g_01004	Prbb.g_00279
OG0000455	Syal.g_01005	Prbb.g_00280
OG0000456	Syal.g_01006	Prbb.g_00281
OG0000457	Syal.g_01008	Prbb.g_00282
OG0000458	Syal.g_01009	Prbb.g_00283
OG0000459	Syal.g_01010	Prbb.g_00284
OG0000460	Syal.g_00686	Prbb.g_00292
OG0000461	Syal.g_01199	Prbb.g_00300
OG0000462	Syal.g_01202	Prbb.g_00302
OG0000463	Syal.g_01203	Prbb.g_00303
OG0000464	Syal.g_01204	Prbb.g_00304
OG0000465	Syal.g_01205	Prbb.g_00305
OG0000466	Syal.g_01210	Prbb.g_00306
OG0000467	Syal.g_01212	Prbb.g_00307
OG0000468	Syal.g_01225	Prbb.g_00309
OG0000469	Syal.g_01240	Prbb.g_00316
OG0000470	Syal.g_01242	Prbb.g_00318
OG0000471	Syal.g_01243	Prbb.g_00319
OG0000472	Syal.g_01245	Prbb.g_00320
OG0000473	Syal.g_01247	Prbb.g_00322
OG0000474	Syal.g_01248	Prbb.g_00323
OG0000475	Syal.g_01249	Prbb.g_00324
OG0000476	Syal.g_01251	Prbb.g_00326
OG0000477	Syal.g_01257	Prbb.g_00328
OG0000478	Syal.g_01258	Prbb.g_00329
OG0000479	Syal.g_01259	Prbb.g_00330
OG0000480	Syal.g_01266	Prbb.g_00334
OG0000481	Syal.g_01268	Prbb.g_00336
OG0000482	Syal.g_01269	Prbb.g_00337
OG0000483	Syal.g_01273	Prbb.g_00340
OG0000484	Syal.g_01274	Prbb.g_00341
OG0000485	Syal.g_01275	Prbb.g_00342
OG0000486	Syal.g_01276	Prbb.g_00343
OG0000487	Syal.g_01282	Prbb.g_00346
OG0000488	Syal.g_01286	Prbb.g_00349
OG0000489	Syal.g_01298	Prbb.g_00354
OG0000490	Syal.g_01307	Prbb.g_00359
OG0000491	Syal.g_01308	Prbb.g_00360
OG0000492	Syal.g_01310	Prbb.g_00362
OG0000493	Syal.g_01311	Prbb.g_00363
OG0000494	Syal.g_01312	Prbb.g_00364
OG0000495	Syal.g_01313	Prbb.g_00365
OG0000496	Syal.g_01314	Prbb.g_00366
OG0000497	Syal.g_01315	Prbb.g_00367
OG0000498	Syal.g_01316	Prbb.g_00368
OG0000499	Syal.g_01317	Prbb.g_00369
OG0000500	Syal.g_01318	Prbb.g_00370
OG0000501	Syal.g_01321	Prbb.g_00372
OG0000502	Syal.g_01328	Prbb.g_00375
OG0000503	Syal.g_00347	Prbb.g_00394
OG0000504	Syal.g_00349	Prbb.g_00396
OG0000505	Syal.g_00350	Prbb.g_00397
OG0000506	Syal.g_00352	Prbb.g_00398
OG0000507	Syal.g_00358	Prbb.g_00401
OG0000508	Syal.g_00362	Prbb.g_00404
OG0000509	Syal.g_00364	Prbb.g_00406
OG0000510	Syal.g_00365	Prbb.g_00407
OG0000511	Syal.g_00366	Prbb.g_00408
OG0000512	Syal.g_00368	Prbb.g_00410
OG0000513	Syal.g_00551	Prbb.g_00419
OG0000514	Syal.g_00539	Prbb.g_00436
OG0000515	Syal.g_00538	Prbb.g_00437
OG0000516	Syal.g_00534	Prbb.g_00438
OG0000517	Syal.g_00526	Prbb.g_00440
OG0000518	Syal.g_00514	Prbb.g_00451
OG0000519	Syal.g_00513	Prbb.g_00452
OG0000520	Syal.g_00512	Prbb.g_00453
OG0000521	Syal.g_00502	Prbb.g_00458
OG0000522	Syal.g_00500	Prbb.g_00460
OG0000523	Syal.g_00499	Prbb.g_00461
OG0000524	Syal.g_00491	Prbb.g_00468
OG0000525	Syal.g_00473	Prbb.g_00472
OG0000526	Syal.g_00471	Prbb.g_00473
OG0000527	Syal.g_00465	Prbb.g_00476
OG0000528	Syal.g_02893	Prbb.g_00482
OG0000529	Syal.g_02898	Prbb.g_00486
OG0000530	Syal.g_02901	Prbb.g_00489
OG0000531	Syal.g_02902	Prbb.g_00490
OG0000532	Syal.g_02905	Prbb.g_00491
OG0000533	Syal.g_02907	Prbb.g_00492
OG0000534	Syal.g_02908	Prbb.g_00493
OG0000535	Syal.g_02909	Prbb.g_00494
OG0000536	Syal.g_02910	Prbb.g_00495
OG0000537	Syal.g_02911	Prbb.g_00496
OG0000538	Syal.g_02923	Prbb.g_00504
OG0000539	Syal.g_02924	Prbb.g_00505
OG0000540	Syal.g_02925	Prbb.g_00506
OG0000541	Syal.g_02926	Prbb.g_00507
OG0000542	Syal.g_02929	Prbb.g_00509
OG0000543	Syal.g_02931	Prbb.g_00511
OG0000544	Syal.g_02932	Prbb.g_00512
OG0000545	Syal.g_02934	Prbb.g_00514
OG0000546	Syal.g_02936	Prbb.g_00517
OG0000547	Syal.g_02938	Prbb.g_00519
OG0000548	Syal.g_02939	Prbb.g_00520
OG0000549	Syal.g_02945	Prbb.g_00523
OG0000550	Syal.g_02949	Prbb.g_00527
OG0000551	Syal.g_02953	Prbb.g_00530
OG0000552	Syal.g_02954	Prbb.g_00531
