Orthogroup	Syal	Syab
OG0000032	Syal.g_00183	Syab.g_00149
OG0000033	Syal.g_00912	Syab.g_02590
OG0000034	Syal.g_00881, Syal.g_01586	Syab.g_00900, Syab.g_02560
OG0000035	Syal.g_00370	Syab.g_00776
OG0000035	Syal.g_00020	Syab.g_00778
OG0000037	Syal.g_00601	Syab.g_02280
OG0000037	Syal.g_00824	Syab.g_02504
OG0000038	Syal.g_01071	Syab.g_02759
OG0000038	Syal.g_01073	Syab.g_02761
OG0000039	Syal.g_01097	Syab.g_02791
OG0000040	Syal.g_01149	Syab.g_02853
OG0000041	Syal.g_00649	Syab.g_01086, Syab.g_02804, Syab.g_02333
OG0000042	Syal.g_01705	Syab.g_01019
OG0000042	Syal.g_01508	Syab.g_00099
OG0000043	Syal.g_01110	Syab.g_02802
OG0000043	Syal.g_02547	Syab.g_01785
OG0000043	Syal.g_02183	Syab.g_01539
OG0000044	Syal.g_01853	Syab.g_01262
OG0000044	Syal.g_01847	Syab.g_01256
OG0000045	Syal.g_01563	Syab.g_00871
OG0000046	Syal.g_00316	Syab.g_00488
OG0000046	Syal.g_00321	Syab.g_00496
OG0000046	Syal.g_00309	Syab.g_00481
OG0000047	Syal.g_01568	Syab.g_00876
OG0000048	Syal.g_01250	Syab.g_00308
OG0000051	Syal.g_03018	Syab.g_02216
OG0000052	Syal.g_01338	Syab.g_00214
OG0000053	Syal.g_00406	Syab.g_00746
OG0000054	Syal.g_02739	Syab.g_01932
OG0000055	Syal.g_01845	Syab.g_01255
OG0000056	Syal.g_02054	Syab.g_01452
OG0000057	Syal.g_01812	Syab.g_01200
OG0000058	Syal.g_01326	Syab.g_00227
OG0000059	Syal.g_00225	Syab.g_00397
OG0000060	Syal.g_00480	Syab.g_00662
OG0000060	Syal.g_02895	Syab.g_02094
OG0000061	Syal.g_01653	Syab.g_00969
OG0000062	Syal.g_00567	Syab.g_02234
OG0000063	Syal.g_00136	Syab.g_00040
OG0000064	Syal.g_01545	Syab.g_00824
OG0000064	Syal.g_01115	Syab.g_02808
OG0000064	Syal.g_02544	Syab.g_01783
OG0000064	Syal.g_01681	Syab.g_00997
OG0000065	Syal.g_00820	Syab.g_02500
OG0000065	Syal.g_02528	Syab.g_01768
OG0000066	Syal.g_02828	Syab.g_02031
OG0000067	Syal.g_02414	Syab.g_01659
OG0000068	Syal.g_02888	Syab.g_02087
OG0000070	Syal.g_00509	Syab.g_00614
OG0000071	Syal.g_01601	Syab.g_00915
OG0000072	Syal.g_00914	Syab.g_02593
OG0000073	Syal.g_02920	Syab.g_02119
OG0000075	Syal.g_01350	Syab.g_00202
OG0000076	Syal.g_01459	Syab.g_00113
OG0000077	Syal.g_00763, Syal.g_00506	Syab.g_02446
OG0000078	Syal.g_00680	Syab.g_02366
OG0000079	Syal.g_01213	Syab.g_00340
OG0000080	Syal.g_01394	Syab.g_00140
OG0000081	Syal.g_02555	Syab.g_01793
OG0000082	Syal.g_02769	Syab.g_01971
OG0000084	Syal.g_01896, Syal.g_00023	Syab.g_00781
OG0000085	Syal.g_00575	Syab.g_02243
OG0000086	Syal.g_00784	Syab.g_02468
OG0000087	Syal.g_00871	Syab.g_02551
OG0000088	Syal.g_00908	Syab.g_02586
OG0000089	Syal.g_00555	Syab.g_00551
OG0000090	Syal.g_02838	Syab.g_02041
OG0000091	Syal.g_02628	Syab.g_01866
OG0000092	Syal.g_00470	Syab.g_00690
OG0000093	Syal.g_02233	Syab.g_01582
OG0000094	Syal.g_01907	Syab.g_01306
OG0000095	Syal.g_01823	Syab.g_01210
OG0000097	Syal.g_01735	Syab.g_01051
OG0000098	Syal.g_02196	Syab.g_01553
OG0000099	Syal.g_01323	Syab.g_00230
OG0000100	Syal.g_02448	Syab.g_01694
OG0000101	Syal.g_00275	Syab.g_00446
OG0000102	Syal.g_01488	Syab.g_00104
OG0000103	Syal.g_00077	Syab.g_02895
OG0000103	Syal.g_01897	Syab.g_01296
OG0000104	Syal.g_00092	Syab.g_02910
OG0000105	Syal.g_01255	Syab.g_00303
OG0000106	Syal.g_02577	Syab.g_01817
OG0000107	Syal.g_00194	Syab.g_00367
OG0000108	Syal.g_02897	Syab.g_02096
OG0000109	Syal.g_02913	Syab.g_02112
OG0000110	Syal.g_02782	Syab.g_01984
OG0000111	Syal.g_01813	Syab.g_01201
OG0000112	Syal.g_02000	Syab.g_01392
OG0000113	Syal.g_02443	Syab.g_01689
OG0000114	Syal.g_02286	Syab.g_02656, Syab.g_01633
OG0000115	Syal.g_00404	Syab.g_00748
OG0000116	Syal.g_01630	Syab.g_00945
OG0000117	Syal.g_01704	Syab.g_01018
OG0000118	Syal.g_01583	Syab.g_00897
OG0000120	Syal.g_01324	Syab.g_00229
OG0000121	Syal.g_00374	Syab.g_00772
OG0000122	Syal.g_02602	Syab.g_01839
OG0000123	Syal.g_00283	Syab.g_00454
OG0000124	Syal.g_01519	Syab.g_00088
OG0000125	Syal.g_01075	Syab.g_02763
OG0000126	Syal.g_00090	Syab.g_02908
OG0000128	Syal.g_00109	Syab.g_00012
OG0000129	Syal.g_01062	Syab.g_02749
OG0000130	Syal.g_00751	Syab.g_02434
OG0000131	Syal.g_00886	Syab.g_02564
OG0000132	Syal.g_00906	Syab.g_02584
OG0000133	Syal.g_01995	Syab.g_01387
OG0000134	Syal.g_00552	Syab.g_00554
OG0000135	Syal.g_01119	Syab.g_02815
OG0000136	Syal.g_00520	Syab.g_00588
OG0000137	Syal.g_00463	Syab.g_00697
OG0000138	Syal.g_02914	Syab.g_02113
OG0000139	Syal.g_02832	Syab.g_02035
OG0000140	Syal.g_02830	Syab.g_02033
OG0000141	Syal.g_02738	Syab.g_01931
OG0000142	Syal.g_02636	Syab.g_01873
OG0000143	Syal.g_02632	Syab.g_01870
OG0000144	Syal.g_02515	Syab.g_01757
OG0000145	Syal.g_02921	Syab.g_02120
OG0000146	Syal.g_02001	Syab.g_01393
OG0000147	Syal.g_02002	Syab.g_01394
OG0000148	Syal.g_02437	Syab.g_01682
OG0000149	Syal.g_02475	Syab.g_01720
OG0000150	Syal.g_02737	Syab.g_01930
OG0000151	Syal.g_02263	Syab.g_01612
OG0000152	Syal.g_01991	Syab.g_01383
OG0000153	Syal.g_01958	Syab.g_01343
OG0000154	Syal.g_01918	Syab.g_01317
OG0000155	Syal.g_01695	Syab.g_01009
OG0000156	Syal.g_01620	Syab.g_00933
OG0000157	Syal.g_01619	Syab.g_00932
OG0000158	Syal.g_01431	Syab.g_00161
OG0000159	Syal.g_01400	Syab.g_00148
OG0000160	Syal.g_00372	Syab.g_00774
OG0000161	Syal.g_00384	Syab.g_00766
OG0000162	Syal.g_00396	Syab.g_00755
OG0000163	Syal.g_02971	Syab.g_02173
OG0000164	Syal.g_00623	Syab.g_02307
OG0000165	Syal.g_00632	Syab.g_02316
OG0000166	Syal.g_00236	Syab.g_00407
OG0000167	Syal.g_01347	Syab.g_00205
OG0000168	Syal.g_01433	Syab.g_00136
OG0000169	Syal.g_01447	Syab.g_00125
OG0000170	Syal.g_01454	Syab.g_00118
OG0000171	Syal.g_01518	Syab.g_00089
OG0000172	Syal.g_00174, Syal.g_00173	Syab.g_00080
OG0000173	Syal.g_00155	Syab.g_00061
OG0000174	Syal.g_01121	Syab.g_02819
OG0000175	Syal.g_01172	Syab.g_02876
OG0000176	Syal.g_00101	Syab.g_00004
OG0000177	Syal.g_00102	Syab.g_00005
OG0000178	Syal.g_00103	Syab.g_00006
OG0000179	Syal.g_00118	Syab.g_00022
OG0000180	Syal.g_00119	Syab.g_00023
OG0000181	Syal.g_00120	Syab.g_00024
OG0000182	Syal.g_00121	Syab.g_00025
OG0000183	Syal.g_00125	Syab.g_00029
OG0000184	Syal.g_02678, Syal.g_01050	Syab.g_02738
OG0000185	Syal.g_01025	Syab.g_02715
OG0000186	Syal.g_02684, Syal.g_00747	Syab.g_02430
OG0000187	Syal.g_02685, Syal.g_00748	Syab.g_02431
OG0000188	Syal.g_00771	Syab.g_02454
OG0000189	Syal.g_00807	Syab.g_02487
OG0000190	Syal.g_01364	Syab.g_00190, Syab.g_00139
OG0000191	Syal.g_00841	Syab.g_02522
OG0000192	Syal.g_00847	Syab.g_02528
OG0000193	Syal.g_00887	Syab.g_02565
OG0000194	Syal.g_00890	Syab.g_02568
OG0000195	Syal.g_00892	Syab.g_02570
OG0000196	Syal.g_00903	Syab.g_02581
OG0000197	Syal.g_00904	Syab.g_02582
OG0000198	Syal.g_00905	Syab.g_02583
OG0000199	Syal.g_00913	Syab.g_02591
OG0000200	Syal.g_00932	Syab.g_02611
OG0000201	Syal.g_00949	Syab.g_02628
OG0000202	Syal.g_00950	Syab.g_02629
OG0000203	Syal.g_00951	Syab.g_02630
OG0000204	Syal.g_00952	Syab.g_02631
OG0000205	Syal.g_00959	Syab.g_02638
OG0000206	Syal.g_00971	Syab.g_02674
OG0000207	Syal.g_00974	Syab.g_02677
OG0000208	Syal.g_00975	Syab.g_02678
OG0000209	Syal.g_01000	Syab.g_02698
OG0000210	Syal.g_01001	Syab.g_02699
OG0000211	Syal.g_00688	Syab.g_02374
OG0000212	Syal.g_00679	Syab.g_02365
OG0000213	Syal.g_01229	Syab.g_00332
OG0000214	Syal.g_01246	Syab.g_00312
OG0000215	Syal.g_01277	Syab.g_00281
OG0000216	Syal.g_01281	Syab.g_00277
OG0000217	Syal.g_01285	Syab.g_00273
OG0000218	Syal.g_01287	Syab.g_00271
OG0000219	Syal.g_01288	Syab.g_00270
OG0000220	Syal.g_01289	Syab.g_00269
OG0000221	Syal.g_01297	Syab.g_00257
OG0000222	Syal.g_01309	Syab.g_00244
OG0000223	Syal.g_01327	Syab.g_00226
OG0000224	Syal.g_01329	Syab.g_00223
OG0000225	Syal.g_00363	Syab.g_00538
OG0000226	Syal.g_00367	Syab.g_00542
OG0000227	Syal.g_00369	Syab.g_00544
OG0000228	Syal.g_00556	Syab.g_00550
OG0000229	Syal.g_00525	Syab.g_00583
OG0000230	Syal.g_00523	Syab.g_00585
OG0000231	Syal.g_00510	Syab.g_00613
OG0000232	Syal.g_00495	Syab.g_00631
OG0000233	Syal.g_00487	Syab.g_00645
OG0000234	Syal.g_00461	Syab.g_00699
OG0000235	Syal.g_02896	Syab.g_02095
OG0000236	Syal.g_02912	Syab.g_02111
OG0000237	Syal.g_02930	Syab.g_02129
OG0000238	Syal.g_02935	Syab.g_02134
OG0000239	Syal.g_02951	Syab.g_02151
OG0000240	Syal.g_02952	Syab.g_02152
OG0000241	Syal.g_02696	Syab.g_01884
OG0000242	Syal.g_02840	Syab.g_02043
OG0000243	Syal.g_02822	Syab.g_02025
OG0000244	Syal.g_02815	Syab.g_02017
OG0000245	Syal.g_02813	Syab.g_02015
OG0000246	Syal.g_02809	Syab.g_02011
OG0000247	Syal.g_02797	Syab.g_01999
OG0000248	Syal.g_02794	Syab.g_01996
OG0000249	Syal.g_02792	Syab.g_01994
OG0000250	Syal.g_02786	Syab.g_01988
OG0000251	Syal.g_02760	Syab.g_01961
OG0000252	Syal.g_02757	Syab.g_01958
OG0000253	Syal.g_02755	Syab.g_01956
OG0000254	Syal.g_02732	Syab.g_01925
OG0000255	Syal.g_02719	Syab.g_01912
OG0000256	Syal.g_02705	Syab.g_01890
OG0000257	Syal.g_02697	Syab.g_01885
OG0000258	Syal.g_02623	Syab.g_01861
OG0000259	Syal.g_02182	Syab.g_01538
OG0000260	Syal.g_02188	Syab.g_01544
OG0000261	Syal.g_02199	Syab.g_01556
OG0000262	Syal.g_02204	Syab.g_01561
OG0000263	Syal.g_01720	Syab.g_01035
OG0000264	Syal.g_01788	Syab.g_01173
OG0000265	Syal.g_02534	Syab.g_01773
OG0000266	Syal.g_02421	Syab.g_01667
OG0000267	Syal.g_02043	Syab.g_01433
OG0000268	Syal.g_02042	Syab.g_01432
OG0000269	Syal.g_02409	Syab.g_01650
OG0000270	Syal.g_02412	Syab.g_01657
OG0000271	Syal.g_01871	Syab.g_01279
OG0000272	Syal.g_01872	Syab.g_01280
OG0000273	Syal.g_02454	Syab.g_01699
OG0000274	Syal.g_02455	Syab.g_01700
OG0000275	Syal.g_02458	Syab.g_01704
OG0000276	Syal.g_02467	Syab.g_01712
OG0000277	Syal.g_02468	Syab.g_01713
OG0000278	Syal.g_02471	Syab.g_01716
OG0000279	Syal.g_02479	Syab.g_01724
OG0000280	Syal.g_02493	Syab.g_01736
OG0000281	Syal.g_02190	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syal.g_02284	Syab.g_01631
OG0000283	Syal.g_02028	Syab.g_01418
OG0000284	Syal.g_02023	Syab.g_01413
OG0000285	Syal.g_02012	Syab.g_01402
OG0000286	Syal.g_01992	Syab.g_01384
OG0000287	Syal.g_01965	Syab.g_01350
OG0000288	Syal.g_01919	Syab.g_01318
OG0000289	Syal.g_01904	Syab.g_01303
OG0000290	Syal.g_01826	Syab.g_01213
OG0000291	Syal.g_01824	Syab.g_01211
OG0000292	Syal.g_00089	Syab.g_02907
OG0000293	Syal.g_01631	Syab.g_00946
OG0000294	Syal.g_01632	Syab.g_00947
OG0000295	Syal.g_01687	Syab.g_01001
OG0000296	Syal.g_01689	Syab.g_01003
OG0000297	Syal.g_01702	Syab.g_01016
OG0000298	Syal.g_01703	Syab.g_01017
OG0000299	Syal.g_01732	Syab.g_01047
OG0000300	Syal.g_01738	Syab.g_01054
OG0000301	Syal.g_01739	Syab.g_01055
OG0000302	Syal.g_01740	Syab.g_01056
OG0000303	Syal.g_01763	Syab.g_01149
OG0000304	Syal.g_01756	Syab.g_01143
OG0000305	Syal.g_01821	Syab.g_01208
OG0000306	Syal.g_02579	Syab.g_01819
OG0000307	Syal.g_02880	Syab.g_02078
OG0000308	Syal.g_02878	Syab.g_02076
OG0000309	Syal.g_02873	Syab.g_02071
OG0000310	Syal.g_01537	Syab.g_00817
OG0000311	Syal.g_00061	Syab.g_00811
OG0000312	Syal.g_00031	Syab.g_00793
OG0000313	Syal.g_00381	Syab.g_00769
OG0000314	Syal.g_00416	Syab.g_00736
OG0000315	Syal.g_00426	Syab.g_00726
OG0000316	Syal.g_02987	Syab.g_02189
OG0000317	Syal.g_00583	Syab.g_02251
OG0000318	Syal.g_00588	Syab.g_02257
OG0000319	Syal.g_00608	Syab.g_02291
OG0000320	Syal.g_00610	Syab.g_02293
OG0000321	Syal.g_00611	Syab.g_02294
OG0000322	Syal.g_00612	Syab.g_02295
OG0000323	Syal.g_00626	Syab.g_02310
OG0000324	Syal.g_00656	Syab.g_02341
OG0000325	Syal.g_00195	Syab.g_00368
OG0000326	Syal.g_00202	Syab.g_00375
OG0000327	Syal.g_00230	Syab.g_00402
OG0000328	Syal.g_00231	Syab.g_00403
OG0000329	Syal.g_00249	Syab.g_00420
OG0000330	Syal.g_00250	Syab.g_00421
OG0000331	Syal.g_00251	Syab.g_00422
OG0000332	Syal.g_00266	Syab.g_00437
OG0000333	Syal.g_00269	Syab.g_00440
OG0000334	Syal.g_00279	Syab.g_00450
OG0000335	Syal.g_00284	Syab.g_00455
OG0000336	Syal.g_00288	Syab.g_00459
OG0000337	Syal.g_01343	Syab.g_00210
OG0000338	Syal.g_01345	Syab.g_00207
OG0000339	Syal.g_01351	Syab.g_00201
OG0000340	Syal.g_01434	Syab.g_00135
OG0000341	Syal.g_01436	Syab.g_00133
OG0000342	Syal.g_01437	Syab.g_00132
OG0000343	Syal.g_01441	Syab.g_00131
OG0000344	Syal.g_01445	Syab.g_00127
OG0000345	Syal.g_01455	Syab.g_00117
OG0000346	Syal.g_01460	Syab.g_00112
OG0000347	Syal.g_01525	Syab.g_00087
OG0000348	Syal.g_00170	Syab.g_00076
OG0000349	Syal.g_00148	Syab.g_00054
OG0000350	Syal.g_00209	Syab.g_00382
OG0000351	Syal.g_01175	Syab.g_02879
OG0000352	Syal.g_01176	Syab.g_02880
OG0000353	Syal.g_00095	Syab.g_02913
OG0000354	Syal.g_02941	Syab.g_02140
OG0000354	Syal.g_00116	Syab.g_00020
OG0000355	Syal.g_00098	Syab.g_00001
OG0000356	Syal.g_00099	Syab.g_00002
OG0000357	Syal.g_00100	Syab.g_00003
OG0000358	Syal.g_00104	Syab.g_00007
OG0000359	Syal.g_00106	Syab.g_00009
OG0000360	Syal.g_00107	Syab.g_00010
OG0000361	Syal.g_00108	Syab.g_00011
OG0000362	Syal.g_00110	Syab.g_00013
OG0000363	Syal.g_00112	Syab.g_00015
OG0000364	Syal.g_00113	Syab.g_00016
OG0000365	Syal.g_00122	Syab.g_00026
OG0000366	Syal.g_00123	Syab.g_00027
OG0000367	Syal.g_00124	Syab.g_00028
OG0000368	Syal.g_00126	Syab.g_00030
OG0000369	Syal.g_00127	Syab.g_00031
OG0000370	Syal.g_00128	Syab.g_00032
OG0000371	Syal.g_00135	Syab.g_00039
OG0000372	Syal.g_00141	Syab.g_00045
OG0000373	Syal.g_00142	Syab.g_00046
OG0000374	Syal.g_00143	Syab.g_00047
OG0000375	Syal.g_00144	Syab.g_00050
OG0000376	Syal.g_00146	Syab.g_00052
OG0000377	Syal.g_01061	Syab.g_02748
OG0000378	Syal.g_01027	Syab.g_02717
OG0000379	Syal.g_01024	Syab.g_02714
OG0000380	Syal.g_00749	Syab.g_02432
OG0000381	Syal.g_00752	Syab.g_02435
OG0000382	Syal.g_00770	Syab.g_02453
OG0000383	Syal.g_00775	Syab.g_02459
OG0000384	Syal.g_00776	Syab.g_02460
OG0000385	Syal.g_00777	Syab.g_02461
OG0000386	Syal.g_00778	Syab.g_02462
OG0000387	Syal.g_00811	Syab.g_02491
OG0000388	Syal.g_00815	Syab.g_02495
OG0000389	Syal.g_00819	Syab.g_02499
OG0000390	Syal.g_00835	Syab.g_02516
OG0000391	Syal.g_00840	Syab.g_02521
OG0000392	Syal.g_00846	Syab.g_02527
OG0000393	Syal.g_00849	Syab.g_02530
OG0000394	Syal.g_00850	Syab.g_02531
OG0000395	Syal.g_00851	Syab.g_02532
OG0000396	Syal.g_00854	Syab.g_02535
OG0000397	Syal.g_00857	Syab.g_02537
OG0000398	Syal.g_00862	Syab.g_02542
OG0000399	Syal.g_00863	Syab.g_02543
OG0000400	Syal.g_00864	Syab.g_02544
OG0000401	Syal.g_00865	Syab.g_02545
OG0000402	Syal.g_00867	Syab.g_02547
OG0000403	Syal.g_00868	Syab.g_02548
OG0000404	Syal.g_00870	Syab.g_02550
OG0000405	Syal.g_00883	Syab.g_02562
OG0000406	Syal.g_00888	Syab.g_02566
OG0000407	Syal.g_00889	Syab.g_02567
OG0000408	Syal.g_00891	Syab.g_02569
OG0000409	Syal.g_00893	Syab.g_02571
OG0000410	Syal.g_00894	Syab.g_02572
OG0000411	Syal.g_00895	Syab.g_02573
OG0000412	Syal.g_00896	Syab.g_02574
OG0000413	Syal.g_00898	Syab.g_02576
OG0000414	Syal.g_00899	Syab.g_02577
OG0000415	Syal.g_00900	Syab.g_02578
OG0000416	Syal.g_00901	Syab.g_02579
OG0000417	Syal.g_00902	Syab.g_02580
OG0000418	Syal.g_00907	Syab.g_02585
OG0000419	Syal.g_00909	Syab.g_02587
OG0000420	Syal.g_00911	Syab.g_02589
OG0000421	Syal.g_00916	Syab.g_02595
OG0000422	Syal.g_00917	Syab.g_02596
OG0000423	Syal.g_00918	Syab.g_02597
OG0000424	Syal.g_00919	Syab.g_02598
OG0000425	Syal.g_00920	Syab.g_02599
OG0000426	Syal.g_00921	Syab.g_02600
OG0000427	Syal.g_00922	Syab.g_02601
OG0000428	Syal.g_00925	Syab.g_02604
OG0000429	Syal.g_00929	Syab.g_02608
OG0000430	Syal.g_00931	Syab.g_02610
OG0000431	Syal.g_00934	Syab.g_02613
OG0000432	Syal.g_00940	Syab.g_02619
OG0000433	Syal.g_00943	Syab.g_02622
OG0000434	Syal.g_00944	Syab.g_02623
OG0000435	Syal.g_00946	Syab.g_02625
OG0000436	Syal.g_00953	Syab.g_02632
OG0000437	Syal.g_00954	Syab.g_02633
OG0000438	Syal.g_00955	Syab.g_02634
OG0000439	Syal.g_00957	Syab.g_02636
OG0000440	Syal.g_00958	Syab.g_02637
OG0000441	Syal.g_00962	Syab.g_02641
OG0000442	Syal.g_00964	Syab.g_02642
OG0000443	Syal.g_00966	Syab.g_02668
OG0000444	Syal.g_00978	Syab.g_02681
OG0000445	Syal.g_00979	Syab.g_02682
OG0000446	Syal.g_00981	Syab.g_02684
OG0000447	Syal.g_00989	Syab.g_02687
OG0000448	Syal.g_00990	Syab.g_02688
OG0000449	Syal.g_00991	Syab.g_02689
OG0000450	Syal.g_00997	Syab.g_02695
OG0000451	Syal.g_00998	Syab.g_02696
OG0000452	Syal.g_01002	Syab.g_02701
OG0000453	Syal.g_01003	Syab.g_02702
OG0000454	Syal.g_01004	Syab.g_02703
OG0000455	Syal.g_01005	Syab.g_02704
OG0000456	Syal.g_01006	Syab.g_02705
OG0000457	Syal.g_01008	Syab.g_02707
OG0000458	Syal.g_01009	Syab.g_02708
OG0000459	Syal.g_01010	Syab.g_02709
OG0000460	Syal.g_00686	Syab.g_02372
OG0000461	Syal.g_01199	Syab.g_00356
OG0000462	Syal.g_01202	Syab.g_00352
OG0000463	Syal.g_01203	Syab.g_00351
OG0000464	Syal.g_01204	Syab.g_00350
OG0000465	Syal.g_01205	Syab.g_00349
OG0000466	Syal.g_01210	Syab.g_00343
OG0000467	Syal.g_01212	Syab.g_00341
OG0000468	Syal.g_01225	Syab.g_00336
OG0000469	Syal.g_01240	Syab.g_00318
OG0000470	Syal.g_01242	Syab.g_00316
OG0000471	Syal.g_01243	Syab.g_00315
OG0000472	Syal.g_01245	Syab.g_00313
OG0000473	Syal.g_01247	Syab.g_00311
OG0000474	Syal.g_01248	Syab.g_00310
OG0000475	Syal.g_01249	Syab.g_00309
OG0000476	Syal.g_01251	Syab.g_00307
OG0000477	Syal.g_01257	Syab.g_00301
OG0000478	Syal.g_01258	Syab.g_00300
OG0000479	Syal.g_01259	Syab.g_00299
OG0000480	Syal.g_01266	Syab.g_00292
OG0000481	Syal.g_01268	Syab.g_00290
OG0000482	Syal.g_01269	Syab.g_00289
OG0000483	Syal.g_01273	Syab.g_00285
OG0000484	Syal.g_01274	Syab.g_00284
OG0000485	Syal.g_01275	Syab.g_00283
OG0000486	Syal.g_01276	Syab.g_00282
OG0000487	Syal.g_01282	Syab.g_00276
OG0000488	Syal.g_01286	Syab.g_00272
OG0000489	Syal.g_01298	Syab.g_00256
OG0000490	Syal.g_01307	Syab.g_00247
OG0000491	Syal.g_01308	Syab.g_00245
OG0000492	Syal.g_01310	Syab.g_00243
OG0000493	Syal.g_01311	Syab.g_00242
OG0000494	Syal.g_01312	Syab.g_00241
OG0000495	Syal.g_01313	Syab.g_00240
OG0000496	Syal.g_01314	Syab.g_00239
OG0000497	Syal.g_01315	Syab.g_00238
OG0000498	Syal.g_01316	Syab.g_00237
OG0000499	Syal.g_01317	Syab.g_00236
OG0000500	Syal.g_01318	Syab.g_00235
OG0000501	Syal.g_01321	Syab.g_00232
OG0000502	Syal.g_01328	Syab.g_00224
OG0000503	Syal.g_00347	Syab.g_00523
OG0000504	Syal.g_00349	Syab.g_00525
OG0000505	Syal.g_00350	Syab.g_00526
OG0000506	Syal.g_00352	Syab.g_00528
OG0000507	Syal.g_00358	Syab.g_00533
OG0000508	Syal.g_00362	Syab.g_00537
OG0000509	Syal.g_00364	Syab.g_00539
OG0000510	Syal.g_00365	Syab.g_00540
OG0000511	Syal.g_00366	Syab.g_00541
OG0000512	Syal.g_00368	Syab.g_00543
OG0000513	Syal.g_00551	Syab.g_00555
OG0000514	Syal.g_00539	Syab.g_00566
OG0000515	Syal.g_00538	Syab.g_00567
OG0000516	Syal.g_00534	Syab.g_00575
OG0000517	Syal.g_00526	Syab.g_00582
OG0000518	Syal.g_00514	Syab.g_00594
OG0000519	Syal.g_00513	Syab.g_00610
OG0000520	Syal.g_00512	Syab.g_00611
OG0000521	Syal.g_00502	Syab.g_00624
OG0000522	Syal.g_00500	Syab.g_00626
OG0000523	Syal.g_00499	Syab.g_00627
OG0000524	Syal.g_00491	Syab.g_00640
OG0000525	Syal.g_00473	Syab.g_00671
OG0000526	Syal.g_00471	Syab.g_00689
OG0000527	Syal.g_00465	Syab.g_00695
OG0000528	Syal.g_02893	Syab.g_02092
OG0000529	Syal.g_02898	Syab.g_02097
OG0000530	Syal.g_02901	Syab.g_02100
OG0000531	Syal.g_02902	Syab.g_02101
OG0000532	Syal.g_02905	Syab.g_02104
OG0000533	Syal.g_02907	Syab.g_02106
OG0000534	Syal.g_02908	Syab.g_02107
OG0000535	Syal.g_02909	Syab.g_02108
OG0000536	Syal.g_02910	Syab.g_02109
OG0000537	Syal.g_02911	Syab.g_02110
OG0000538	Syal.g_02923	Syab.g_02122
OG0000539	Syal.g_02924	Syab.g_02123
OG0000540	Syal.g_02925	Syab.g_02124
OG0000541	Syal.g_02926	Syab.g_02125
OG0000542	Syal.g_02929	Syab.g_02128
OG0000543	Syal.g_02931	Syab.g_02130
OG0000544	Syal.g_02932	Syab.g_02131
OG0000545	Syal.g_02934	Syab.g_02133
OG0000546	Syal.g_02936	Syab.g_02135
OG0000547	Syal.g_02938	Syab.g_02137
OG0000548	Syal.g_02939	Syab.g_02138
OG0000549	Syal.g_02945	Syab.g_02144
OG0000550	Syal.g_02949	Syab.g_02149
OG0000551	Syal.g_02953	Syab.g_02153
OG0000552	Syal.g_02954	Syab.g_02154
OG0000553	Syal.g_02843	Syab.g_02046
