Orthogroup	Syal	Syaj
OG0000123	Syal.g_00283	Syaj.g_02745
OG0000124	Syal.g_01519	Syaj.g_02388
OG0000125	Syal.g_01075	Syaj.g_02117
OG0000126	Syal.g_00090	Syaj.g_02256
OG0000127	Syal.g_00720	Syaj.g_00036
OG0000128	Syal.g_00109	Syaj.g_02274
OG0000129	Syal.g_01062	Syaj.g_02106
OG0000130	Syal.g_00751	Syaj.g_01818
OG0000131	Syal.g_00886	Syaj.g_01964
OG0000132	Syal.g_00906	Syaj.g_01984
OG0000133	Syal.g_01995	Syaj.g_00902
OG0000134	Syal.g_00552	Syaj.g_02832
OG0000135	Syal.g_01119	Syaj.g_02167
OG0000136	Syal.g_00520	Syaj.g_01550
OG0000137	Syal.g_00463	Syaj.g_01444
OG0000138	Syal.g_02914	Syaj.g_00088
OG0000139	Syal.g_02832	Syaj.g_00150
OG0000140	Syal.g_02830	Syaj.g_00153
OG0000141	Syal.g_02738	Syaj.g_01340
OG0000142	Syal.g_02636	Syaj.g_01283
OG0000143	Syal.g_02632	Syaj.g_01279
OG0000144	Syal.g_02515	Syaj.g_01151
OG0000145	Syal.g_02921	Syaj.g_00094
OG0000146	Syal.g_02001	Syaj.g_00908
OG0000147	Syal.g_02002	Syaj.g_00909
OG0000148	Syal.g_02437	Syaj.g_01003
OG0000149	Syal.g_02475	Syaj.g_00369
OG0000150	Syal.g_02737	Syaj.g_01339, Syaj.g_00154
OG0000151	Syal.g_02263	Syaj.g_01074
OG0000152	Syal.g_01991	Syaj.g_00898
OG0000153	Syal.g_01958	Syaj.g_00842
OG0000154	Syal.g_01918	Syaj.g_00814
OG0000155	Syal.g_01695	Syaj.g_00338
OG0000156	Syal.g_01620	Syaj.g_00282
OG0000157	Syal.g_01619	Syaj.g_00281
OG0000158	Syal.g_01431	Syaj.g_02445
OG0000160	Syal.g_00372	Syaj.g_01382
OG0000161	Syal.g_00384	Syaj.g_01389
OG0000162	Syal.g_00396	Syaj.g_01395
OG0000163	Syal.g_02971	Syaj.g_01639
OG0000164	Syal.g_00623	Syaj.g_01758
OG0000165	Syal.g_00632	Syaj.g_01582
OG0000166	Syal.g_00236	Syaj.g_02698
OG0000167	Syal.g_01347	Syaj.g_02460
OG0000168	Syal.g_01433	Syaj.g_02444
OG0000169	Syal.g_01447	Syaj.g_02431, Syaj.g_02429
OG0000170	Syal.g_01454	Syaj.g_02422
OG0000171	Syal.g_01518	Syaj.g_02389
OG0000172	Syal.g_00174, Syal.g_00173	Syaj.g_02365
OG0000173	Syal.g_00155	Syaj.g_02321
OG0000174	Syal.g_01121	Syaj.g_02169
OG0000175	Syal.g_01172	Syaj.g_02229
OG0000176	Syal.g_00101	Syaj.g_02266
OG0000177	Syal.g_00102	Syaj.g_02267
OG0000178	Syal.g_00103	Syaj.g_02268
OG0000179	Syal.g_00118	Syaj.g_02283
OG0000180	Syal.g_00119	Syaj.g_02284
OG0000181	Syal.g_00120	Syaj.g_02285
OG0000182	Syal.g_00121	Syaj.g_02286
OG0000183	Syal.g_00125	Syaj.g_02290
OG0000184	Syal.g_02678, Syal.g_01050	Syaj.g_02098
OG0000185	Syal.g_01025	Syaj.g_02087
OG0000186	Syal.g_02684, Syal.g_00747	Syaj.g_01812
OG0000187	Syal.g_02685, Syal.g_00748	Syaj.g_01814
OG0000188	Syal.g_00771	Syaj.g_01837
OG0000189	Syal.g_00807	Syaj.g_01874
OG0000190	Syal.g_01364	Syaj.g_01876
OG0000191	Syal.g_00841	Syaj.g_01910
OG0000192	Syal.g_00847	Syaj.g_01919
OG0000193	Syal.g_00887	Syaj.g_01965
OG0000194	Syal.g_00890	Syaj.g_01968
OG0000195	Syal.g_00892	Syaj.g_01971
OG0000196	Syal.g_00903	Syaj.g_01981
OG0000197	Syal.g_00904	Syaj.g_01982
OG0000199	Syal.g_00913	Syaj.g_01991
OG0000200	Syal.g_00932	Syaj.g_02008
OG0000201	Syal.g_00949	Syaj.g_02024
OG0000202	Syal.g_00950	Syaj.g_02025
OG0000203	Syal.g_00951	Syaj.g_02026
OG0000204	Syal.g_00952	Syaj.g_02027
OG0000205	Syal.g_00959	Syaj.g_02035
OG0000206	Syal.g_00971	Syaj.g_02043
OG0000207	Syal.g_00974	Syaj.g_02045
OG0000208	Syal.g_00975	Syaj.g_02046
OG0000209	Syal.g_01000	Syaj.g_02070
OG0000210	Syal.g_01001	Syaj.g_02071
OG0000211	Syal.g_00688	Syaj.g_02856
OG0000212	Syal.g_00679	Syaj.g_02881
OG0000213	Syal.g_01229	Syaj.g_02601
OG0000214	Syal.g_01246	Syaj.g_02582
OG0000215	Syal.g_01277	Syaj.g_02551
OG0000216	Syal.g_01281	Syaj.g_02547
OG0000217	Syal.g_01285	Syaj.g_02543
OG0000218	Syal.g_01287	Syaj.g_02541
OG0000219	Syal.g_01288	Syaj.g_02540
OG0000220	Syal.g_01289	Syaj.g_02539
OG0000221	Syal.g_01297	Syaj.g_02530
OG0000222	Syal.g_01309	Syaj.g_02516
OG0000223	Syal.g_01327	Syaj.g_02494
OG0000224	Syal.g_01329	Syaj.g_02487
OG0000225	Syal.g_00363	Syaj.g_02821
OG0000226	Syal.g_00367	Syaj.g_02825
OG0000227	Syal.g_00369	Syaj.g_02827
OG0000228	Syal.g_00556	Syaj.g_02828
OG0000229	Syal.g_00525	Syaj.g_01555
OG0000230	Syal.g_00523	Syaj.g_01553
OG0000231	Syal.g_00510	Syaj.g_01541
OG0000232	Syal.g_00495	Syaj.g_01497
OG0000233	Syal.g_00487	Syaj.g_01481
OG0000234	Syal.g_00461	Syaj.g_01442
OG0000235	Syal.g_02896	Syaj.g_00071
OG0000236	Syal.g_02912	Syaj.g_00086
OG0000237	Syal.g_02930	Syaj.g_00103
OG0000238	Syal.g_02935	Syaj.g_00108
OG0000239	Syal.g_02951	Syaj.g_00125
OG0000240	Syal.g_02952	Syaj.g_00126
OG0000241	Syal.g_02696	Syaj.g_01291
OG0000242	Syal.g_02840	Syaj.g_00142
OG0000243	Syal.g_02822	Syaj.g_00164
OG0000244	Syal.g_02815	Syaj.g_00180
OG0000245	Syal.g_02813	Syaj.g_00182
OG0000246	Syal.g_02809	Syaj.g_00186
OG0000247	Syal.g_02797	Syaj.g_00197
OG0000248	Syal.g_02794	Syaj.g_00200
OG0000249	Syal.g_02792	Syaj.g_00202
OG0000250	Syal.g_02786	Syaj.g_00211
OG0000251	Syal.g_02760	Syaj.g_00237
OG0000252	Syal.g_02757	Syaj.g_00243
OG0000253	Syal.g_02755	Syaj.g_00245
OG0000254	Syal.g_02732	Syaj.g_01335
OG0000255	Syal.g_02719	Syaj.g_01315
OG0000256	Syal.g_02705	Syaj.g_01297
OG0000257	Syal.g_02697	Syaj.g_01292
OG0000258	Syal.g_02623	Syaj.g_01274
OG0000259	Syal.g_02182	Syaj.g_00707
OG0000260	Syal.g_02188	Syaj.g_00712
OG0000261	Syal.g_02199	Syaj.g_00715
OG0000262	Syal.g_02204	Syaj.g_00720
OG0000263	Syal.g_01720	Syaj.g_00605
OG0000264	Syal.g_01788	Syaj.g_00485
OG0000266	Syal.g_02421	Syaj.g_00946
OG0000267	Syal.g_02043	Syaj.g_00770
OG0000268	Syal.g_02042	Syaj.g_00771
OG0000269	Syal.g_02409	Syaj.g_01031
OG0000270	Syal.g_02412	Syaj.g_01025
OG0000271	Syal.g_01871	Syaj.g_01017
OG0000272	Syal.g_01872	Syaj.g_01016
OG0000273	Syal.g_02454	Syaj.g_00389
OG0000274	Syal.g_02455	Syaj.g_00388
OG0000275	Syal.g_02458	Syaj.g_00384
OG0000276	Syal.g_02467	Syaj.g_00377
OG0000277	Syal.g_02468	Syaj.g_00376
OG0000278	Syal.g_02471	Syaj.g_00373
OG0000279	Syal.g_02479	Syaj.g_00357
OG0000280	Syal.g_02493	Syaj.g_00348
OG0000281	Syal.g_02190	Syaj.g_02670
OG0000282	Syal.g_02284	Syaj.g_00743
OG0000283	Syal.g_02028, Syal.g_02131	Syaj.g_00790
OG0000284	Syal.g_02023	Syaj.g_00930
OG0000285	Syal.g_02012	Syaj.g_00917
OG0000286	Syal.g_01992	Syaj.g_00899
OG0000287	Syal.g_01965	Syaj.g_00849
OG0000288	Syal.g_01919	Syaj.g_00815
OG0000289	Syal.g_01904	Syaj.g_00800
OG0000290	Syal.g_01826	Syaj.g_00424
OG0000291	Syal.g_01824	Syaj.g_00426
OG0000292	Syal.g_00089	Syaj.g_02255
OG0000293	Syal.g_01631	Syaj.g_00290
OG0000294	Syal.g_01632	Syaj.g_00291
OG0000295	Syal.g_01687	Syaj.g_00330
OG0000296	Syal.g_01689	Syaj.g_00332
OG0000297	Syal.g_01702	Syaj.g_00639
OG0000298	Syal.g_01703	Syaj.g_00638
OG0000299	Syal.g_01732	Syaj.g_00592
OG0000300	Syal.g_01738	Syaj.g_00586
OG0000301	Syal.g_01739	Syaj.g_00585
OG0000302	Syal.g_01740	Syaj.g_00582
OG0000303	Syal.g_01763	Syaj.g_00572
OG0000304	Syal.g_01756	Syaj.g_00566
OG0000305	Syal.g_01821	Syaj.g_00429
OG0000306	Syal.g_02579	Syaj.g_01126
OG0000307	Syal.g_02880	Syaj.g_00051
OG0000308	Syal.g_02878	Syaj.g_00049
OG0000309	Syal.g_02873	Syaj.g_00044
OG0000310	Syal.g_01537	Syaj.g_01358
OG0000311	Syal.g_00061	Syaj.g_01362
OG0000312	Syal.g_00031	Syaj.g_01368
OG0000313	Syal.g_00381	Syaj.g_01386
OG0000314	Syal.g_00416	Syaj.g_01420
OG0000315	Syal.g_00426	Syaj.g_01430
OG0000316	Syal.g_02987	Syaj.g_01664
OG0000317	Syal.g_00583	Syaj.g_01715
OG0000318	Syal.g_00588	Syaj.g_01722
OG0000319	Syal.g_00608	Syaj.g_01741
OG0000320	Syal.g_00610	Syaj.g_01743
OG0000321	Syal.g_00611	Syaj.g_01744
OG0000322	Syal.g_00612	Syaj.g_01745
OG0000323	Syal.g_00626	Syaj.g_01760
OG0000324	Syal.g_00656	Syaj.g_01609
OG0000325	Syal.g_00195	Syaj.g_02638
OG0000326	Syal.g_00202	Syaj.g_02645
OG0000327	Syal.g_00230	Syaj.g_02693
OG0000328	Syal.g_00231	Syaj.g_02694
OG0000329	Syal.g_00249	Syaj.g_02712
OG0000330	Syal.g_00250	Syaj.g_02713
OG0000331	Syal.g_00251	Syaj.g_02714
OG0000332	Syal.g_00266	Syaj.g_02729
OG0000333	Syal.g_00269	Syaj.g_02732
OG0000334	Syal.g_00279	Syaj.g_02741
OG0000335	Syal.g_00284	Syaj.g_02746
OG0000336	Syal.g_00288	Syaj.g_02750
OG0000337	Syal.g_01343	Syaj.g_02466
OG0000338	Syal.g_01345	Syaj.g_02462
OG0000339	Syal.g_01351	Syaj.g_02455
OG0000340	Syal.g_01434	Syaj.g_02443
OG0000341	Syal.g_01436	Syaj.g_02441
OG0000342	Syal.g_01437	Syaj.g_02440
OG0000343	Syal.g_01441	Syaj.g_02437
OG0000344	Syal.g_01445	Syaj.g_02433
OG0000345	Syal.g_01455	Syaj.g_02421
OG0000346	Syal.g_01460	Syaj.g_02416
OG0000347	Syal.g_01525	Syaj.g_02383
OG0000348	Syal.g_00170	Syaj.g_02333
OG0000349	Syal.g_00148	Syaj.g_02314
OG0000350	Syal.g_00209	Syaj.g_02652
OG0000351	Syal.g_01175	Syaj.g_02234
OG0000352	Syal.g_01176	Syaj.g_02235
OG0000353	Syal.g_00095	Syaj.g_02261
OG0000354	Syal.g_02941	Syaj.g_00114
OG0000354	Syal.g_00116	Syaj.g_02281
OG0000355	Syal.g_00098	Syaj.g_02263
OG0000356	Syal.g_00099	Syaj.g_02264
OG0000357	Syal.g_00100	Syaj.g_02265
OG0000358	Syal.g_00104	Syaj.g_02269
OG0000359	Syal.g_00106	Syaj.g_02271
OG0000360	Syal.g_00107	Syaj.g_02272
OG0000361	Syal.g_00108	Syaj.g_02273
OG0000362	Syal.g_00110	Syaj.g_02275
OG0000363	Syal.g_00112	Syaj.g_02277
OG0000364	Syal.g_00113	Syaj.g_02278
OG0000365	Syal.g_00122	Syaj.g_02287
OG0000366	Syal.g_00123	Syaj.g_02288
OG0000367	Syal.g_00124	Syaj.g_02289
OG0000368	Syal.g_00126	Syaj.g_02291
OG0000369	Syal.g_00127	Syaj.g_02292
OG0000370	Syal.g_00128	Syaj.g_02293
OG0000371	Syal.g_00135	Syaj.g_02301
OG0000372	Syal.g_00141	Syaj.g_02307
OG0000373	Syal.g_00142	Syaj.g_02308
OG0000374	Syal.g_00143	Syaj.g_02309
OG0000375	Syal.g_00144	Syaj.g_02310
OG0000376	Syal.g_00146	Syaj.g_02312
OG0000377	Syal.g_01061	Syaj.g_02105
OG0000378	Syal.g_01027	Syaj.g_02091
OG0000379	Syal.g_01024	Syaj.g_02086
OG0000380	Syal.g_00749	Syaj.g_01815
OG0000381	Syal.g_00752	Syaj.g_01819
OG0000382	Syal.g_00770	Syaj.g_01836
OG0000383	Syal.g_00775	Syaj.g_01839
OG0000384	Syal.g_00776	Syaj.g_01840
OG0000385	Syal.g_00777	Syaj.g_01841
OG0000386	Syal.g_00778	Syaj.g_01842
OG0000387	Syal.g_00811	Syaj.g_01878
OG0000388	Syal.g_00815	Syaj.g_01882
OG0000389	Syal.g_00819	Syaj.g_01886
OG0000390	Syal.g_00835	Syaj.g_01904
OG0000391	Syal.g_00840	Syaj.g_01909
OG0000392	Syal.g_00846	Syaj.g_01918
OG0000393	Syal.g_00849	Syaj.g_01922
OG0000394	Syal.g_00850	Syaj.g_01923
OG0000395	Syal.g_00851	Syaj.g_01924
OG0000396	Syal.g_00854	Syaj.g_01928
OG0000397	Syal.g_00857	Syaj.g_01930
OG0000398	Syal.g_00862	Syaj.g_01935
OG0000399	Syal.g_00863	Syaj.g_01936
OG0000400	Syal.g_00864	Syaj.g_01937
OG0000401	Syal.g_00865	Syaj.g_01938
OG0000402	Syal.g_00867	Syaj.g_01940
OG0000403	Syal.g_00868	Syaj.g_01941
OG0000404	Syal.g_00870	Syaj.g_01943
OG0000405	Syal.g_00883	Syaj.g_01961
OG0000406	Syal.g_00888	Syaj.g_01966
OG0000407	Syal.g_00889	Syaj.g_01967
OG0000408	Syal.g_00891	Syaj.g_01970
OG0000409	Syal.g_00893	Syaj.g_01972
OG0000410	Syal.g_00894	Syaj.g_01973
OG0000411	Syal.g_00895	Syaj.g_01974
OG0000412	Syal.g_00896	Syaj.g_01975
OG0000413	Syal.g_00898	Syaj.g_01977
OG0000415	Syal.g_00900	Syaj.g_01978
OG0000416	Syal.g_00901	Syaj.g_01979
OG0000417	Syal.g_00902	Syaj.g_01980
OG0000418	Syal.g_00907	Syaj.g_01985
OG0000419	Syal.g_00909	Syaj.g_01987
OG0000420	Syal.g_00911	Syaj.g_01989
OG0000421	Syal.g_00916	Syaj.g_01994
OG0000422	Syal.g_00917	Syaj.g_01995
OG0000423	Syal.g_00918	Syaj.g_01996
OG0000424	Syal.g_00919	Syaj.g_01997
OG0000425	Syal.g_00920	Syaj.g_01998
OG0000426	Syal.g_00921	Syaj.g_01999
OG0000427	Syal.g_00922	Syaj.g_02000
OG0000428	Syal.g_00925	Syaj.g_02003
OG0000429	Syal.g_00929	Syaj.g_02005
OG0000430	Syal.g_00931	Syaj.g_02007
OG0000431	Syal.g_00934	Syaj.g_02010
OG0000432	Syal.g_00940	Syaj.g_02017
OG0000433	Syal.g_00943	Syaj.g_02020
OG0000434	Syal.g_00944	Syaj.g_02021
OG0000435	Syal.g_00946	Syaj.g_02023
OG0000436	Syal.g_00953	Syaj.g_02029
OG0000437	Syal.g_00954	Syaj.g_02030
OG0000438	Syal.g_00955	Syaj.g_02031
OG0000439	Syal.g_00957	Syaj.g_02033
OG0000440	Syal.g_00958	Syaj.g_02034
OG0000441	Syal.g_00962	Syaj.g_02038
OG0000442	Syal.g_00964	Syaj.g_02039
OG0000443	Syal.g_00966	Syaj.g_02040
OG0000444	Syal.g_00978	Syaj.g_02052
OG0000445	Syal.g_00979	Syaj.g_02053
OG0000446	Syal.g_00981	Syaj.g_02055
OG0000447	Syal.g_00989	Syaj.g_02058
OG0000448	Syal.g_00990	Syaj.g_02059
OG0000449	Syal.g_00991	Syaj.g_02060
OG0000450	Syal.g_00997	Syaj.g_02067
OG0000451	Syal.g_00998	Syaj.g_02068
OG0000452	Syal.g_01002	Syaj.g_02072
OG0000453	Syal.g_01003	Syaj.g_02073
OG0000454	Syal.g_01004	Syaj.g_02074
OG0000455	Syal.g_01005	Syaj.g_02075
OG0000456	Syal.g_01006	Syaj.g_02076
OG0000457	Syal.g_01008	Syaj.g_02078
OG0000458	Syal.g_01009	Syaj.g_02079
OG0000459	Syal.g_01010	Syaj.g_02080
OG0000460	Syal.g_00686	Syaj.g_02858
OG0000461	Syal.g_01199	Syaj.g_02623
OG0000462	Syal.g_01202	Syaj.g_02620
OG0000463	Syal.g_01203	Syaj.g_02619
OG0000464	Syal.g_01204	Syaj.g_02618
OG0000465	Syal.g_01205	Syaj.g_02617
OG0000466	Syal.g_01210	Syaj.g_02612
OG0000467	Syal.g_01212	Syaj.g_02610
OG0000468	Syal.g_01225	Syaj.g_02605
OG0000469	Syal.g_01240	Syaj.g_02590
OG0000470	Syal.g_01242	Syaj.g_02586
OG0000471	Syal.g_01243	Syaj.g_02585
OG0000472	Syal.g_01245	Syaj.g_02583
OG0000473	Syal.g_01247	Syaj.g_02581
OG0000474	Syal.g_01248	Syaj.g_02580
OG0000475	Syal.g_01249	Syaj.g_02579
OG0000476	Syal.g_01251	Syaj.g_02577
OG0000477	Syal.g_01257	Syaj.g_02571
OG0000478	Syal.g_01258	Syaj.g_02570
OG0000479	Syal.g_01259	Syaj.g_02569
OG0000480	Syal.g_01266	Syaj.g_02562
OG0000481	Syal.g_01268	Syaj.g_02560
OG0000482	Syal.g_01269	Syaj.g_02559
OG0000483	Syal.g_01273	Syaj.g_02555
OG0000484	Syal.g_01274	Syaj.g_02554
OG0000485	Syal.g_01275	Syaj.g_02553
OG0000486	Syal.g_01276	Syaj.g_02552
OG0000487	Syal.g_01282	Syaj.g_02546
OG0000488	Syal.g_01286	Syaj.g_02542
OG0000489	Syal.g_01298	Syaj.g_02529
OG0000490	Syal.g_01307	Syaj.g_02519
OG0000491	Syal.g_01308	Syaj.g_02517
OG0000492	Syal.g_01310	Syaj.g_02515
OG0000493	Syal.g_01311	Syaj.g_02514
OG0000494	Syal.g_01312	Syaj.g_02513
OG0000495	Syal.g_01313	Syaj.g_02512
OG0000496	Syal.g_01314	Syaj.g_02511
OG0000497	Syal.g_01315	Syaj.g_02510
OG0000498	Syal.g_01316	Syaj.g_02509
OG0000499	Syal.g_01317	Syaj.g_02508
OG0000500	Syal.g_01318	Syaj.g_02507
OG0000501	Syal.g_01321	Syaj.g_02504
OG0000502	Syal.g_01328	Syaj.g_02492
OG0000503	Syal.g_00347	Syaj.g_02805
OG0000504	Syal.g_00349	Syaj.g_02807
OG0000505	Syal.g_00350	Syaj.g_02808
OG0000506	Syal.g_00352	Syaj.g_02810
OG0000507	Syal.g_00358	Syaj.g_02816
OG0000508	Syal.g_00362	Syaj.g_02820
OG0000509	Syal.g_00364	Syaj.g_02822
OG0000510	Syal.g_00365	Syaj.g_02823
OG0000511	Syal.g_00366	Syaj.g_02824
OG0000512	Syal.g_00368	Syaj.g_02826
OG0000513	Syal.g_00551	Syaj.g_02833
OG0000514	Syal.g_00539	Syaj.g_02839
OG0000515	Syal.g_00538	Syaj.g_02840
OG0000516	Syal.g_00534	Syaj.g_01561
OG0000517	Syal.g_00526	Syaj.g_01556
OG0000518	Syal.g_00514	Syaj.g_01544
OG0000519	Syal.g_00513	Syaj.g_01543
OG0000520	Syal.g_00512	Syaj.g_01542
OG0000521	Syal.g_00502	Syaj.g_00271
OG0000522	Syal.g_00500	Syaj.g_00273
OG0000523	Syal.g_00499	Syaj.g_00274
OG0000524	Syal.g_00491	Syaj.g_01485
OG0000525	Syal.g_00473	Syaj.g_01454
OG0000526	Syal.g_00471	Syaj.g_01451
OG0000527	Syal.g_00465	Syaj.g_01446
OG0000528	Syal.g_02893	Syaj.g_00065
OG0000529	Syal.g_02898	Syaj.g_00073
OG0000530	Syal.g_02901	Syaj.g_00076
OG0000531	Syal.g_02902	Syaj.g_00077
OG0000532	Syal.g_02905	Syaj.g_00080
OG0000533	Syal.g_02907	Syaj.g_00081
OG0000534	Syal.g_02908	Syaj.g_00082
OG0000535	Syal.g_02909	Syaj.g_00083
OG0000536	Syal.g_02910	Syaj.g_00084
OG0000537	Syal.g_02911	Syaj.g_00085
OG0000538	Syal.g_02923	Syaj.g_00096
OG0000539	Syal.g_02924	Syaj.g_00097
OG0000540	Syal.g_02925	Syaj.g_00098
OG0000541	Syal.g_02926	Syaj.g_00099
OG0000542	Syal.g_02929	Syaj.g_00102
OG0000543	Syal.g_02931	Syaj.g_00104
OG0000544	Syal.g_02932	Syaj.g_00105
OG0000545	Syal.g_02934	Syaj.g_00107
OG0000546	Syal.g_02936	Syaj.g_00109
OG0000547	Syal.g_02938	Syaj.g_00111
