Orthogroup	Syal	Prav
OG0000077	Syal.g_00763, Syal.g_00506	Prav.g_00143
OG0000078	Syal.g_00680	Prav.g_00799
OG0000079	Syal.g_01213	Prav.g_01899
OG0000081	Syal.g_02555	Prav.g_01129
OG0000082	Syal.g_02769	Prav.g_01182
OG0000084	Syal.g_01896, Syal.g_00023	Prav.g_01574
OG0000085	Syal.g_00575	Prav.g_01754
OG0000086	Syal.g_00784	Prav.g_00153
OG0000087	Syal.g_00871	Prav.g_00204
OG0000088	Syal.g_00908	Prav.g_00872
OG0000089	Syal.g_00555	Prav.g_00975
OG0000090	Syal.g_02838	Prav.g_01131
OG0000091	Syal.g_02628	Prav.g_01240
OG0000092	Syal.g_00470	Prav.g_01735
OG0000093	Syal.g_02233	Prav.g_00525
OG0000094	Syal.g_01907	Prav.g_00914
OG0000095	Syal.g_01823	Prav.g_00933
OG0000097	Syal.g_01735, Syal.g_01553	Prav.g_01840
OG0000098	Syal.g_02196	Prav.g_01455
OG0000099	Syal.g_01323	Prav.g_01514
OG0000100	Syal.g_02448	Prav.g_01652
OG0000101	Syal.g_00275	Prav.g_00632
OG0000102	Syal.g_01488	Prav.g_00694
OG0000103	Syal.g_00077, Syal.g_01897	Prav.g_00773
OG0000104	Syal.g_00092	Prav.g_00782
OG0000105	Syal.g_01255	Prav.g_01920
OG0000106	Syal.g_02577	Prav.g_00989
OG0000107	Syal.g_00194	Prav.g_01001
OG0000108	Syal.g_02897	Prav.g_01078
OG0000109	Syal.g_02913	Prav.g_01092
OG0000110	Syal.g_02782	Prav.g_01172
OG0000111	Syal.g_01813	Prav.g_01297
OG0000112	Syal.g_02000	Prav.g_00364
OG0000113	Syal.g_02443	Prav.g_00419
OG0000114	Syal.g_02286	Prav.g_00499
OG0000115	Syal.g_00404	Prav.g_00010
OG0000116	Syal.g_01630	Prav.g_00055
OG0000117	Syal.g_01704	Prav.g_01390
OG0000118	Syal.g_01583	Prav.g_01450
OG0000119	Syal.g_02056	Prav.g_01469
OG0000120	Syal.g_01324	Prav.g_01513
OG0000121	Syal.g_00374	Prav.g_01580
OG0000122	Syal.g_02602	Prav.g_01618
OG0000123	Syal.g_00283	Prav.g_00639
OG0000124	Syal.g_01519	Prav.g_00705
OG0000125	Syal.g_01075	Prav.g_00741
OG0000126	Syal.g_00090	Prav.g_00781
OG0000128	Syal.g_00109	Prav.g_00079
OG0000129	Syal.g_01062	Prav.g_00115
OG0000130	Syal.g_00751	Prav.g_00134
OG0000131	Syal.g_00886	Prav.g_00212
OG0000132	Syal.g_00906	Prav.g_00874
OG0000133	Syal.g_01995	Prav.g_01968
OG0000134	Syal.g_00552	Prav.g_00976
OG0000135	Syal.g_01119	Prav.g_00999
OG0000136	Syal.g_00520	Prav.g_01040
OG0000137	Syal.g_00463	Prav.g_01073
OG0000138	Syal.g_02914	Prav.g_01093
OG0000139	Syal.g_02832	Prav.g_01135
OG0000140	Syal.g_02830	Prav.g_01136
OG0000141	Syal.g_02738	Prav.g_01203
OG0000142	Syal.g_02636	Prav.g_01233
OG0000143	Syal.g_02632	Prav.g_01237
OG0000144	Syal.g_02515	Prav.g_01250
OG0000145	Syal.g_02921	Prav.g_00362
OG0000146	Syal.g_02001	Prav.g_00365
OG0000147	Syal.g_02002	Prav.g_00366
OG0000148	Syal.g_02437	Prav.g_00413
OG0000149	Syal.g_02475	Prav.g_00443
OG0000150	Syal.g_02737	Prav.g_00451
OG0000151	Syal.g_02263	Prav.g_00509
OG0000152	Syal.g_01991	Prav.g_00556
OG0000153	Syal.g_01958	Prav.g_00575
OG0000154	Syal.g_01918	Prav.g_00907
OG0000155	Syal.g_01695	Prav.g_01861
OG0000156	Syal.g_01620	Prav.g_01427
OG0000157	Syal.g_01619	Prav.g_01428
OG0000158	Syal.g_01431	Prav.g_01505
OG0000160	Syal.g_00372	Prav.g_01579
OG0000161	Syal.g_00384	Prav.g_01585
OG0000162	Syal.g_00396	Prav.g_01591
OG0000163	Syal.g_02971	Prav.g_01625
OG0000164	Syal.g_00623	Prav.g_01785
OG0000165	Syal.g_00632	Prav.g_01792
OG0000166	Syal.g_00236	Prav.g_00596
OG0000167	Syal.g_01347	Prav.g_00663
OG0000168	Syal.g_01433	Prav.g_00673
OG0000169	Syal.g_01447	Prav.g_00683
OG0000170	Syal.g_01454	Prav.g_00685
OG0000171	Syal.g_01518	Prav.g_00704
OG0000172	Syal.g_00174, Syal.g_00173	Prav.g_00712
OG0000173	Syal.g_00155	Prav.g_00727
OG0000174	Syal.g_01121	Prav.g_00755
OG0000175	Syal.g_01172	Prav.g_00765
OG0000176	Syal.g_00101	Prav.g_00790
OG0000177	Syal.g_00102	Prav.g_00791
OG0000178	Syal.g_00103	Prav.g_00792
OG0000179	Syal.g_00118	Prav.g_00084
OG0000180	Syal.g_00119	Prav.g_00085
OG0000181	Syal.g_00120	Prav.g_00086
OG0000182	Syal.g_00121	Prav.g_00087
OG0000183	Syal.g_00125	Prav.g_00091
OG0000184	Syal.g_02678, Syal.g_01050	Prav.g_00117
OG0000185	Syal.g_01025	Prav.g_00120
OG0000186	Syal.g_02684, Syal.g_00747	Prav.g_00129
OG0000187	Syal.g_02685, Syal.g_00748	Prav.g_00130
OG0000188	Syal.g_00771	Prav.g_00147
OG0000189	Syal.g_00807	Prav.g_00161
OG0000190	Syal.g_01364	Prav.g_00162
OG0000191	Syal.g_00841	Prav.g_00182
OG0000192	Syal.g_00847	Prav.g_00186
OG0000193	Syal.g_00887	Prav.g_00213
OG0000194	Syal.g_00890	Prav.g_00216
OG0000195	Syal.g_00892	Prav.g_00887
OG0000196	Syal.g_00903	Prav.g_00877
OG0000197	Syal.g_00904	Prav.g_00876
OG0000198	Syal.g_00905	Prav.g_00875
OG0000199	Syal.g_00913	Prav.g_00868
OG0000200	Syal.g_00932	Prav.g_00854
OG0000201	Syal.g_00949	Prav.g_00846
OG0000202	Syal.g_00950	Prav.g_00845
OG0000203	Syal.g_00951	Prav.g_00844
OG0000204	Syal.g_00952	Prav.g_00843
OG0000205	Syal.g_00959	Prav.g_00836
OG0000206	Syal.g_00971	Prav.g_00831
OG0000207	Syal.g_00974	Prav.g_00829
OG0000208	Syal.g_00975	Prav.g_00828
OG0000209	Syal.g_01000	Prav.g_00819
OG0000210	Syal.g_01001	Prav.g_00818
OG0000211	Syal.g_00688	Prav.g_00805
OG0000212	Syal.g_00679	Prav.g_00798
OG0000213	Syal.g_01229	Prav.g_01904
OG0000214	Syal.g_01246	Prav.g_01914
OG0000215	Syal.g_01277	Prav.g_01938
OG0000216	Syal.g_01281	Prav.g_01940
OG0000217	Syal.g_01285	Prav.g_01943
OG0000218	Syal.g_01287	Prav.g_01945
OG0000219	Syal.g_01288	Prav.g_01946
OG0000220	Syal.g_01289	Prav.g_01947
OG0000221	Syal.g_01297	Prav.g_01948
OG0000222	Syal.g_01309	Prav.g_01956
OG0000223	Syal.g_01327	Prav.g_01969
OG0000224	Syal.g_01329	Prav.g_01971
OG0000225	Syal.g_00363	Prav.g_01992
OG0000226	Syal.g_00367	Prav.g_01996
OG0000227	Syal.g_00369	Prav.g_01998
OG0000228	Syal.g_00556	Prav.g_00974
OG0000229	Syal.g_00525	Prav.g_01035
OG0000230	Syal.g_00523	Prav.g_01037
OG0000231	Syal.g_00510	Prav.g_01048
OG0000232	Syal.g_00495	Prav.g_01056
OG0000233	Syal.g_00487	Prav.g_01061
OG0000234	Syal.g_00461	Prav.g_01074
OG0000235	Syal.g_02896	Prav.g_01077
OG0000236	Syal.g_02912	Prav.g_01091
OG0000237	Syal.g_02930	Prav.g_01104
OG0000238	Syal.g_02935	Prav.g_01110
OG0000239	Syal.g_02951	Prav.g_01123
OG0000240	Syal.g_02952	Prav.g_01124
OG0000241	Syal.g_02696	Prav.g_01128
OG0000242	Syal.g_02840	Prav.g_01130
OG0000243	Syal.g_02822	Prav.g_01141, Prav.g_00954
OG0000244	Syal.g_02815	Prav.g_01144
OG0000245	Syal.g_02813	Prav.g_01146
OG0000246	Syal.g_02809	Prav.g_01150
OG0000247	Syal.g_02797	Prav.g_01160
OG0000248	Syal.g_02794	Prav.g_01162
OG0000249	Syal.g_02792	Prav.g_01164
OG0000250	Syal.g_02786	Prav.g_01169
OG0000251	Syal.g_02760	Prav.g_01187
OG0000252	Syal.g_02757	Prav.g_01190
OG0000253	Syal.g_02755	Prav.g_01191
OG0000254	Syal.g_02732	Prav.g_01207
OG0000255	Syal.g_02719	Prav.g_01213
OG0000256	Syal.g_02705	Prav.g_01225
OG0000257	Syal.g_02697	Prav.g_01228
OG0000258	Syal.g_02623	Prav.g_01241
OG0000259	Syal.g_02182	Prav.g_01258
OG0000260	Syal.g_02188	Prav.g_01261
OG0000261	Syal.g_02199	Prav.g_01263
OG0000262	Syal.g_02204	Prav.g_01267
OG0000263	Syal.g_01720	Prav.g_01279
OG0000264	Syal.g_01788	Prav.g_01289
OG0000265	Syal.g_02534	Prav.g_00306
OG0000266	Syal.g_02421	Prav.g_00316
OG0000267	Syal.g_02043	Prav.g_00327
OG0000268	Syal.g_02042	Prav.g_00328
OG0000269	Syal.g_02409	Prav.g_00392
OG0000270	Syal.g_02412	Prav.g_00395
OG0000271	Syal.g_01871	Prav.g_00403
OG0000272	Syal.g_01872	Prav.g_00404
OG0000273	Syal.g_02454	Prav.g_00427
OG0000274	Syal.g_02455	Prav.g_00428
OG0000275	Syal.g_02458	Prav.g_00430
OG0000276	Syal.g_02467	Prav.g_00435
OG0000277	Syal.g_02468	Prav.g_00436
OG0000278	Syal.g_02471	Prav.g_00439
OG0000279	Syal.g_02479	Prav.g_00446
OG0000280	Syal.g_02493	Prav.g_00447
OG0000281	Syal.g_02190	Prav.g_00452
OG0000282	Syal.g_02284	Prav.g_00501
OG0000283	Syal.g_02028, Syal.g_02131	Prav.g_00533
OG0000284	Syal.g_02023	Prav.g_00538
OG0000285	Syal.g_02012	Prav.g_00543
OG0000286	Syal.g_01992	Prav.g_00555
OG0000287	Syal.g_01965	Prav.g_00572
OG0000288	Syal.g_01919	Prav.g_00906
OG0000289	Syal.g_01904	Prav.g_00917
OG0000290	Syal.g_01826	Prav.g_00930
OG0000291	Syal.g_01824	Prav.g_00932
OG0000292	Syal.g_00089	Prav.g_00261
OG0000293	Syal.g_01631	Prav.g_00056
OG0000294	Syal.g_01632	Prav.g_00057
OG0000295	Syal.g_01687	Prav.g_00077
OG0000296	Syal.g_01689	Prav.g_01867
OG0000297	Syal.g_01702	Prav.g_01859
OG0000298	Syal.g_01703	Prav.g_01858
OG0000299	Syal.g_01732	Prav.g_01841
OG0000300	Syal.g_01738	Prav.g_01838
OG0000301	Syal.g_01739	Prav.g_00955, Prav.g_01837
OG0000302	Syal.g_01740	Prav.g_01835
OG0000303	Syal.g_01763	Prav.g_01828
OG0000304	Syal.g_01756	Prav.g_01824
OG0000305	Syal.g_01821	Prav.g_01465
OG0000306	Syal.g_02579	Prav.g_01468
OG0000307	Syal.g_02880	Prav.g_01482
OG0000308	Syal.g_02878	Prav.g_01483
OG0000309	Syal.g_02873	Prav.g_01487
OG0000310	Syal.g_01537	Prav.g_01563
OG0000311	Syal.g_00061	Prav.g_01565
OG0000312	Syal.g_00031	Prav.g_01568
OG0000313	Syal.g_00381	Prav.g_01582
OG0000314	Syal.g_00416	Prav.g_01605
OG0000315	Syal.g_00426	Prav.g_01615
OG0000316	Syal.g_02987	Prav.g_01635
OG0000317	Syal.g_00583	Prav.g_01759
OG0000318	Syal.g_00588	Prav.g_01762
OG0000319	Syal.g_00608	Prav.g_01775
OG0000320	Syal.g_00610	Prav.g_01777
OG0000321	Syal.g_00611	Prav.g_01778
OG0000322	Syal.g_00612	Prav.g_01779
OG0000323	Syal.g_00626	Prav.g_01788
OG0000324	Syal.g_00656	Prav.g_01815
OG0000325	Syal.g_00195	Prav.g_00269
OG0000326	Syal.g_00202	Prav.g_00275
OG0000327	Syal.g_00230	Prav.g_00591
OG0000328	Syal.g_00231	Prav.g_00592
OG0000329	Syal.g_00249	Prav.g_00609
OG0000330	Syal.g_00250	Prav.g_00610
OG0000331	Syal.g_00251	Prav.g_00611
OG0000332	Syal.g_00266	Prav.g_00625
OG0000333	Syal.g_00269	Prav.g_00627
OG0000334	Syal.g_00279	Prav.g_00635
OG0000335	Syal.g_00284	Prav.g_00640
OG0000336	Syal.g_00288	Prav.g_00644
OG0000337	Syal.g_01343	Prav.g_00661
OG0000338	Syal.g_01345	Prav.g_00662
OG0000339	Syal.g_01351	Prav.g_00666
OG0000340	Syal.g_01434	Prav.g_00674
OG0000341	Syal.g_01436	Prav.g_00676
OG0000342	Syal.g_01437	Prav.g_00677
OG0000343	Syal.g_01441	Prav.g_00678
OG0000344	Syal.g_01445	Prav.g_00681
OG0000345	Syal.g_01455	Prav.g_00686
OG0000346	Syal.g_01460	Prav.g_00690
OG0000347	Syal.g_01525	Prav.g_00706
OG0000348	Syal.g_00170	Prav.g_00715
OG0000349	Syal.g_00148	Prav.g_00732
OG0000350	Syal.g_00209	Prav.g_00751
OG0000351	Syal.g_01175	Prav.g_00768
OG0000352	Syal.g_01176	Prav.g_00769
OG0000353	Syal.g_00095	Prav.g_00785
OG0000354	Syal.g_00116	Prav.g_01352
OG0000355	Syal.g_00098	Prav.g_00787
OG0000356	Syal.g_00099	Prav.g_00788
OG0000357	Syal.g_00100	Prav.g_00789
OG0000358	Syal.g_00104	Prav.g_00793
OG0000359	Syal.g_00106	Prav.g_00794
OG0000360	Syal.g_00107	Prav.g_00795
OG0000361	Syal.g_00108	Prav.g_00078
OG0000362	Syal.g_00110	Prav.g_00080
OG0000363	Syal.g_00112	Prav.g_00082
OG0000364	Syal.g_00113	Prav.g_00083
OG0000365	Syal.g_00122	Prav.g_00088
OG0000366	Syal.g_00123	Prav.g_00089
OG0000367	Syal.g_00124	Prav.g_00090
OG0000368	Syal.g_00126	Prav.g_00092
OG0000369	Syal.g_00127	Prav.g_00093
OG0000370	Syal.g_00128	Prav.g_00094
OG0000371	Syal.g_00135	Prav.g_00100
OG0000372	Syal.g_00141	Prav.g_00103
OG0000373	Syal.g_00142	Prav.g_00104
OG0000374	Syal.g_00143	Prav.g_00105
OG0000375	Syal.g_00144	Prav.g_00111
OG0000376	Syal.g_00146	Prav.g_00113
OG0000377	Syal.g_01061	Prav.g_00116
OG0000378	Syal.g_01027	Prav.g_00118
OG0000379	Syal.g_02681, Syal.g_01024	Prav.g_00121
OG0000380	Syal.g_00749	Prav.g_00131
OG0000381	Syal.g_00752	Prav.g_00135
OG0000382	Syal.g_00770	Prav.g_00146
OG0000383	Syal.g_00775	Prav.g_00148
OG0000384	Syal.g_00776	Prav.g_00149
OG0000385	Syal.g_00777	Prav.g_00150
OG0000386	Syal.g_00778	Prav.g_00151
OG0000387	Syal.g_00811	Prav.g_00164
OG0000388	Syal.g_00815	Prav.g_00167
OG0000389	Syal.g_00819	Prav.g_00171
OG0000390	Syal.g_00835	Prav.g_00178
OG0000391	Syal.g_00840	Prav.g_00181
OG0000392	Syal.g_00846	Prav.g_00185
OG0000393	Syal.g_00849	Prav.g_00187
OG0000394	Syal.g_00850	Prav.g_00188
OG0000395	Syal.g_00851	Prav.g_00189
OG0000396	Syal.g_00854	Prav.g_00192
OG0000397	Syal.g_00857	Prav.g_00194
OG0000398	Syal.g_00862	Prav.g_00196
OG0000399	Syal.g_00863	Prav.g_00197
OG0000400	Syal.g_00864	Prav.g_00198
OG0000401	Syal.g_00865	Prav.g_00199
OG0000402	Syal.g_00867	Prav.g_00201
OG0000403	Syal.g_00868	Prav.g_00202
OG0000404	Syal.g_00870	Prav.g_00203
OG0000405	Syal.g_00883	Prav.g_00207
OG0000406	Syal.g_00888	Prav.g_00214
OG0000407	Syal.g_00889	Prav.g_00215
OG0000409	Syal.g_00893	Prav.g_00886
OG0000410	Syal.g_00894	Prav.g_00885
OG0000411	Syal.g_00895	Prav.g_00884
OG0000412	Syal.g_00896	Prav.g_00883
OG0000413	Syal.g_00898	Prav.g_00882
OG0000414	Syal.g_00899	Prav.g_00881
OG0000415	Syal.g_00900	Prav.g_00880
OG0000416	Syal.g_00901	Prav.g_00879
OG0000417	Syal.g_00902	Prav.g_00878
OG0000418	Syal.g_00907	Prav.g_00873
OG0000419	Syal.g_00909	Prav.g_00871
OG0000420	Syal.g_00911	Prav.g_00870
OG0000421	Syal.g_00916	Prav.g_00865
OG0000422	Syal.g_00917	Prav.g_00864
OG0000423	Syal.g_00918	Prav.g_00863
OG0000424	Syal.g_00919	Prav.g_00862
OG0000425	Syal.g_00920	Prav.g_00861
OG0000426	Syal.g_00921	Prav.g_00860
OG0000427	Syal.g_00922	Prav.g_00859
OG0000428	Syal.g_00925	Prav.g_00857
OG0000429	Syal.g_00929	Prav.g_00856
OG0000430	Syal.g_00931	Prav.g_00855
OG0000431	Syal.g_00934	Prav.g_00853
OG0000432	Syal.g_00940	Prav.g_00850
OG0000433	Syal.g_00943	Prav.g_00849
OG0000434	Syal.g_00944	Prav.g_00848
OG0000435	Syal.g_00946	Prav.g_00847
OG0000436	Syal.g_00953	Prav.g_00842
OG0000437	Syal.g_00954	Prav.g_00841
OG0000438	Syal.g_00955	Prav.g_00840
OG0000439	Syal.g_00957	Prav.g_00838
OG0000440	Syal.g_00958	Prav.g_00837
OG0000441	Syal.g_00962	Prav.g_00834
OG0000442	Syal.g_00964	Prav.g_00833
OG0000443	Syal.g_00966	Prav.g_00832
OG0000444	Syal.g_00978	Prav.g_00827
OG0000445	Syal.g_00979	Prav.g_00826
OG0000446	Syal.g_00981	Prav.g_00825
OG0000447	Syal.g_00989	Prav.g_00824
OG0000448	Syal.g_00990	Prav.g_00823
OG0000449	Syal.g_00991	Prav.g_00822
OG0000450	Syal.g_00997	Prav.g_00821
OG0000451	Syal.g_00998	Prav.g_00820
OG0000452	Syal.g_01002	Prav.g_00817
OG0000453	Syal.g_01003	Prav.g_00816
OG0000454	Syal.g_01004	Prav.g_00815
OG0000455	Syal.g_01005	Prav.g_00814
OG0000456	Syal.g_01006	Prav.g_00813
OG0000457	Syal.g_01008	Prav.g_00812
OG0000458	Syal.g_01009	Prav.g_00811
OG0000459	Syal.g_01010	Prav.g_00810
OG0000460	Syal.g_00686	Prav.g_00803
OG0000461	Syal.g_01199	Prav.g_01889
OG0000462	Syal.g_01202	Prav.g_01891
OG0000463	Syal.g_01203	Prav.g_01892
OG0000464	Syal.g_01204	Prav.g_01893
OG0000465	Syal.g_01205	Prav.g_01894
OG0000466	Syal.g_01210	Prav.g_01897
OG0000467	Syal.g_01212	Prav.g_01898
OG0000468	Syal.g_01225	Prav.g_01900
OG0000469	Syal.g_01240	Prav.g_01909
OG0000470	Syal.g_01242	Prav.g_01911
OG0000471	Syal.g_01243	Prav.g_01912
OG0000472	Syal.g_01245	Prav.g_01913
OG0000473	Syal.g_01247	Prav.g_01915
OG0000474	Syal.g_01248	Prav.g_01916
OG0000475	Syal.g_01249	Prav.g_01917
OG0000476	Syal.g_01251	Prav.g_01918
OG0000477	Syal.g_01257	Prav.g_01921
OG0000478	Syal.g_01258	Prav.g_01922
OG0000479	Syal.g_01259	Prav.g_01923
OG0000480	Syal.g_01266	Prav.g_01928
OG0000481	Syal.g_01268	Prav.g_01930
OG0000482	Syal.g_01269	Prav.g_01931
OG0000483	Syal.g_01273	Prav.g_01934
OG0000484	Syal.g_01274	Prav.g_01935
OG0000485	Syal.g_01275	Prav.g_01936
OG0000486	Syal.g_01276	Prav.g_01937
OG0000487	Syal.g_01282	Prav.g_01941
OG0000488	Syal.g_01286	Prav.g_01944
OG0000489	Syal.g_01298	Prav.g_01949
OG0000490	Syal.g_01307	Prav.g_01954
OG0000491	Syal.g_01308	Prav.g_01955
OG0000492	Syal.g_01310	Prav.g_01957
OG0000493	Syal.g_01311	Prav.g_01958
OG0000494	Syal.g_01312	Prav.g_01959
OG0000495	Syal.g_01313	Prav.g_01960
OG0000496	Syal.g_01314	Prav.g_01961
OG0000497	Syal.g_01315	Prav.g_01962
OG0000498	Syal.g_01316	Prav.g_01963
OG0000499	Syal.g_01317	Prav.g_01964
OG0000500	Syal.g_01318	Prav.g_01965
OG0000501	Syal.g_01321	Prav.g_01967
OG0000502	Syal.g_01328	Prav.g_01970
OG0000503	Syal.g_00347	Prav.g_01980
OG0000504	Syal.g_00349	Prav.g_01981
OG0000505	Syal.g_00350	Prav.g_01982
OG0000506	Syal.g_00352	Prav.g_01984
OG0000507	Syal.g_00358	Prav.g_01987
OG0000508	Syal.g_00362	Prav.g_01991
OG0000509	Syal.g_00364	Prav.g_01993
OG0000510	Syal.g_00365	Prav.g_01994
OG0000511	Syal.g_00366	Prav.g_01995
OG0000512	Syal.g_00368	Prav.g_01997
OG0000513	Syal.g_00551	Prav.g_00977
OG0000514	Syal.g_00539	Prav.g_01030
OG0000515	Syal.g_00538	Prav.g_01031
OG0000516	Syal.g_00534	Prav.g_01032
OG0000517	Syal.g_00526	Prav.g_01034
OG0000518	Syal.g_00514	Prav.g_01045
OG0000519	Syal.g_00513	Prav.g_01046
OG0000520	Syal.g_00512	Prav.g_01047
OG0000521	Syal.g_00502	Prav.g_01052
OG0000522	Syal.g_00500	Prav.g_01053
OG0000523	Syal.g_00499	Prav.g_01054
OG0000524	Syal.g_00491	Prav.g_01059
OG0000525	Syal.g_00473	Prav.g_01062
OG0000526	Syal.g_00471	Prav.g_01063
OG0000527	Syal.g_00465	Prav.g_01071
OG0000528	Syal.g_02893	Prav.g_01076
OG0000529	Syal.g_02898	Prav.g_01079
OG0000530	Syal.g_02901	Prav.g_01082
OG0000531	Syal.g_02902	Prav.g_01083
OG0000532	Syal.g_02905	Prav.g_01085
OG0000533	Syal.g_02907	Prav.g_01086
OG0000534	Syal.g_02908	Prav.g_01087
OG0000535	Syal.g_02909	Prav.g_01088
OG0000536	Syal.g_02910	Prav.g_01089
OG0000537	Syal.g_02911	Prav.g_01090
OG0000538	Syal.g_02923	Prav.g_01098
OG0000539	Syal.g_02924	Prav.g_01099
OG0000540	Syal.g_02925	Prav.g_01100
OG0000541	Syal.g_02926	Prav.g_01101
OG0000542	Syal.g_02929	Prav.g_01103
OG0000543	Syal.g_02931	Prav.g_01105
OG0000544	Syal.g_02932	Prav.g_01106
OG0000545	Syal.g_02934	Prav.g_01108
OG0000546	Syal.g_02936	Prav.g_01111
OG0000547	Syal.g_02938	Prav.g_01113
OG0000548	Syal.g_02939	Prav.g_01114
OG0000549	Syal.g_02945	Prav.g_01116
OG0000550	Syal.g_02949	Prav.g_01121
OG0000551	Syal.g_02953	Prav.g_01125
OG0000552	Syal.g_02954	Prav.g_01126
OG0000553	Syal.g_02843	Prav.g_01127
OG0000554	Syal.g_02837	Prav.g_01132
OG0000555	Syal.g_02823	Prav.g_01140
OG0000556	Syal.g_02819	Prav.g_01142
OG0000557	Syal.g_02816	Prav.g_01143
OG0000558	Syal.g_02814	Prav.g_01145
OG0000559	Syal.g_02305, Syal.g_02810	Prav.g_01149
OG0000560	Syal.g_02807	Prav.g_01152
OG0000561	Syal.g_02806	Prav.g_01153
OG0000562	Syal.g_02805	Prav.g_01154
OG0000563	Syal.g_02804	Prav.g_01155
OG0000564	Syal.g_02803	Prav.g_01156
OG0000565	Syal.g_02799	Prav.g_01159
OG0000566	Syal.g_02795	Prav.g_01161
OG0000567	Syal.g_02791	Prav.g_01165
OG0000568	Syal.g_02789	Prav.g_01166
OG0000569	Syal.g_02788	Prav.g_01167
OG0000570	Syal.g_02787	Prav.g_01168
OG0000571	Syal.g_02784	Prav.g_01170
OG0000572	Syal.g_02767	Prav.g_01183
OG0000573	Syal.g_02759	Prav.g_01188
OG0000574	Syal.g_02758	Prav.g_01189
OG0000575	Syal.g_02753	Prav.g_01193
OG0000576	Syal.g_02751	Prav.g_01195
OG0000577	Syal.g_02750	Prav.g_01196
OG0000578	Syal.g_02749	Prav.g_01197
