Orthogroup	Syal	Prap
OG0000151	Syal.g_02263	Prap.g_00848
OG0000152	Syal.g_01991	Prap.g_00257
OG0000153	Syal.g_01958	Prap.g_00276
OG0000154	Syal.g_01918	Prap.g_00296
OG0000155	Syal.g_01695	Prap.g_00435
OG0000156	Syal.g_01620	Prap.g_00550
OG0000157	Syal.g_01619	Prap.g_00551
OG0000158	Syal.g_01431	Prap.g_01598
OG0000159	Syal.g_01400	Prap.g_00890
OG0000160	Syal.g_00372	Prap.g_00122
OG0000161	Syal.g_00384	Prap.g_00128
OG0000162	Syal.g_00396	Prap.g_00134
OG0000163	Syal.g_02971	Prap.g_00173
OG0000164	Syal.g_00623	Prap.g_01754
OG0000165	Syal.g_00632	Prap.g_01747
OG0000166	Syal.g_00236	Prap.g_01680
OG0000167	Syal.g_01347	Prap.g_01608
OG0000168	Syal.g_01433	Prap.g_01597
OG0000169	Syal.g_01447	Prap.g_01587
OG0000170	Syal.g_01454	Prap.g_01584
OG0000171	Syal.g_01518	Prap.g_01564
OG0000172	Syal.g_00174, Syal.g_00173	Prap.g_01557
OG0000173	Syal.g_00155	Prap.g_01542
OG0000174	Syal.g_01121	Prap.g_01513
OG0000175	Syal.g_01172	Prap.g_01500
OG0000176	Syal.g_00101	Prap.g_00050
OG0000177	Syal.g_00102	Prap.g_00049
OG0000178	Syal.g_00103	Prap.g_00048
OG0000179	Syal.g_00118	Prap.g_00939
OG0000180	Syal.g_00119	Prap.g_00938
OG0000181	Syal.g_00120	Prap.g_00937
OG0000182	Syal.g_00121	Prap.g_00936
OG0000183	Syal.g_00125	Prap.g_00932
OG0000184	Syal.g_02678, Syal.g_01050	Prap.g_00906
OG0000185	Syal.g_01025	Prap.g_00903
OG0000186	Syal.g_02684, Syal.g_00747	Prap.g_00887
OG0000187	Syal.g_02685, Syal.g_00748	Prap.g_00886
OG0000188	Syal.g_00771	Prap.g_01096
OG0000189	Syal.g_00807	Prap.g_01082
OG0000190	Syal.g_01364	Prap.g_01080
OG0000191	Syal.g_00841	Prap.g_01057
OG0000192	Syal.g_00847	Prap.g_01052
OG0000193	Syal.g_00887	Prap.g_01025
OG0000194	Syal.g_00890	Prap.g_01022
OG0000195	Syal.g_00892	Prap.g_01020
OG0000196	Syal.g_00903	Prap.g_01009
OG0000197	Syal.g_00904	Prap.g_01008
OG0000198	Syal.g_00905	Prap.g_01007
OG0000199	Syal.g_00913	Prap.g_01000
OG0000200	Syal.g_00932	Prap.g_00986
OG0000201	Syal.g_00949	Prap.g_00977
OG0000202	Syal.g_00950	Prap.g_00976
OG0000203	Syal.g_00951	Prap.g_00975
OG0000204	Syal.g_00952	Prap.g_00974
OG0000205	Syal.g_00959	Prap.g_00967
OG0000206	Syal.g_00971	Prap.g_00962
OG0000207	Syal.g_00974	Prap.g_00959
OG0000208	Syal.g_00975	Prap.g_00958
OG0000209	Syal.g_01000	Prap.g_00949
OG0000210	Syal.g_01001	Prap.g_00948
OG0000211	Syal.g_00688	Prap.g_01479
OG0000212	Syal.g_00679	Prap.g_01471
OG0000213	Syal.g_01229	Prap.g_01453
OG0000214	Syal.g_01246	Prap.g_01443
OG0000215	Syal.g_01277	Prap.g_01416
OG0000216	Syal.g_01281	Prap.g_01415
OG0000217	Syal.g_01285	Prap.g_01412
OG0000218	Syal.g_01287	Prap.g_01410
OG0000219	Syal.g_01288	Prap.g_01409
OG0000220	Syal.g_01289	Prap.g_01408
OG0000221	Syal.g_01297	Prap.g_01407
OG0000222	Syal.g_01309	Prap.g_01400
OG0000223	Syal.g_01327	Prap.g_01388
OG0000224	Syal.g_01329	Prap.g_01386
OG0000225	Syal.g_00363	Prap.g_01360
OG0000226	Syal.g_00367	Prap.g_01356
OG0000227	Syal.g_00369	Prap.g_01354
OG0000228	Syal.g_00556	Prap.g_01350
OG0000229	Syal.g_00525	Prap.g_01330
OG0000230	Syal.g_00523	Prap.g_01328
OG0000231	Syal.g_00510	Prap.g_01317
OG0000232	Syal.g_00495	Prap.g_01306
OG0000233	Syal.g_00487	Prap.g_01300
OG0000234	Syal.g_00461	Prap.g_01291
OG0000235	Syal.g_02896	Prap.g_01288
OG0000236	Syal.g_02912	Prap.g_01274
OG0000237	Syal.g_02930	Prap.g_01261
OG0000238	Syal.g_02935	Prap.g_01255
OG0000239	Syal.g_02951	Prap.g_01244
OG0000240	Syal.g_02952	Prap.g_01243
OG0000241	Syal.g_02696	Prap.g_01239
OG0000242	Syal.g_02840	Prap.g_01237
OG0000243	Syal.g_02822	Prap.g_01226
OG0000244	Syal.g_02815	Prap.g_01223
OG0000245	Syal.g_02813	Prap.g_01221
OG0000246	Syal.g_02809	Prap.g_01217
OG0000247	Syal.g_02797	Prap.g_01207
OG0000248	Syal.g_02794	Prap.g_01204
OG0000249	Syal.g_02792	Prap.g_01202
OG0000250	Syal.g_02786	Prap.g_01197
OG0000251	Syal.g_02760	Prap.g_01177
OG0000252	Syal.g_02757	Prap.g_01174
OG0000253	Syal.g_02755	Prap.g_01173
OG0000254	Syal.g_02732	Prap.g_01156
OG0000255	Syal.g_02719	Prap.g_01150
OG0000256	Syal.g_02705	Prap.g_01140
OG0000257	Syal.g_02697	Prap.g_00397
OG0000258	Syal.g_02623	Prap.g_00383
OG0000259	Syal.g_02182	Prap.g_00366
OG0000260	Syal.g_02188	Prap.g_00363
OG0000261	Syal.g_02199	Prap.g_00360
OG0000262	Syal.g_02204	Prap.g_00356
OG0000263	Syal.g_01720	Prap.g_00820
OG0000264	Syal.g_01788	Prap.g_00809
OG0000265	Syal.g_02534	Prap.g_00791
OG0000266	Syal.g_02421	Prap.g_00337
OG0000267	Syal.g_02043	Prap.g_00325
OG0000268	Syal.g_02042	Prap.g_00324
OG0000269	Syal.g_02409	Prap.g_00788
OG0000270	Syal.g_02412	Prap.g_00785
OG0000271	Syal.g_01871	Prap.g_00777
OG0000272	Syal.g_01872	Prap.g_00776
OG0000273	Syal.g_02454	Prap.g_00752
OG0000274	Syal.g_02455	Prap.g_00751
OG0000275	Syal.g_02458	Prap.g_00748
OG0000276	Syal.g_02467	Prap.g_00742
OG0000277	Syal.g_02468	Prap.g_00741
OG0000278	Syal.g_02471	Prap.g_00738
OG0000279	Syal.g_02479	Prap.g_00731
OG0000280	Syal.g_02493	Prap.g_00730
OG0000281	Syal.g_02190	Prap.g_00723
OG0000282	Syal.g_02284	Prap.g_00856
OG0000283	Syal.g_02028, Syal.g_02131	Prap.g_00680
OG0000284	Syal.g_02023	Prap.g_00675
OG0000285	Syal.g_02012	Prap.g_00243
OG0000286	Syal.g_01992	Prap.g_00256
OG0000287	Syal.g_01965	Prap.g_00522
OG0000288	Syal.g_01919	Prap.g_00295
OG0000289	Syal.g_01904	Prap.g_00311
OG0000290	Syal.g_01826	Prap.g_00705
OG0000291	Syal.g_01824	Prap.g_00707
OG0000292	Syal.g_00089	Prap.g_00501
OG0000293	Syal.g_01631	Prap.g_00466
OG0000294	Syal.g_01632	Prap.g_00465
OG0000295	Syal.g_01687	Prap.g_00442
OG0000296	Syal.g_01689	Prap.g_00440
OG0000297	Syal.g_01702	Prap.g_00431
OG0000298	Syal.g_01703	Prap.g_00430
OG0000299	Syal.g_01732	Prap.g_00411
OG0000300	Syal.g_01738	Prap.g_00408
OG0000301	Syal.g_01739	Prap.g_00407
OG0000302	Syal.g_01740	Prap.g_00405
OG0000303	Syal.g_01763	Prap.g_00399
OG0000304	Syal.g_01756	Prap.g_01135
OG0000305	Syal.g_01821	Prap.g_00499
OG0000306	Syal.g_02579	Prap.g_00719
OG0000307	Syal.g_02880	Prap.g_00068
OG0000308	Syal.g_02878	Prap.g_00069
OG0000309	Syal.g_02873	Prap.g_00073
OG0000310	Syal.g_01537	Prap.g_00107
OG0000311	Syal.g_00061	Prap.g_00109
OG0000312	Syal.g_00031	Prap.g_00112
OG0000313	Syal.g_00381	Prap.g_00125
OG0000314	Syal.g_00416	Prap.g_00148
OG0000315	Syal.g_00426	Prap.g_00158
OG0000316	Syal.g_02987	Prap.g_00183
OG0000317	Syal.g_00583	Prap.g_01782
OG0000318	Syal.g_00588	Prap.g_01778
OG0000319	Syal.g_00608	Prap.g_01765
OG0000320	Syal.g_00610	Prap.g_01763
OG0000321	Syal.g_00611	Prap.g_01762
OG0000322	Syal.g_00612	Prap.g_01761
OG0000323	Syal.g_00626	Prap.g_01751
OG0000324	Syal.g_00656	Prap.g_01724
OG0000325	Syal.g_00195	Prap.g_01713
OG0000326	Syal.g_00202	Prap.g_01706
OG0000327	Syal.g_00230	Prap.g_01685
OG0000328	Syal.g_00231	Prap.g_01684
OG0000329	Syal.g_00249	Prap.g_01667
OG0000330	Syal.g_00250	Prap.g_01666
OG0000331	Syal.g_00251	Prap.g_01665
OG0000332	Syal.g_00266	Prap.g_01651
OG0000333	Syal.g_00269	Prap.g_01648, Prap.g_01649
OG0000334	Syal.g_00279	Prap.g_01639
OG0000335	Syal.g_00284	Prap.g_01634
OG0000336	Syal.g_00288	Prap.g_01630
OG0000337	Syal.g_01343	Prap.g_01612
OG0000338	Syal.g_01345	Prap.g_01611
OG0000339	Syal.g_01351	Prap.g_01605
OG0000340	Syal.g_01434	Prap.g_01596
OG0000341	Syal.g_01436	Prap.g_01594
OG0000342	Syal.g_01437	Prap.g_01593
OG0000343	Syal.g_01441	Prap.g_01592
OG0000344	Syal.g_01445	Prap.g_01589
OG0000345	Syal.g_01455	Prap.g_01583
OG0000346	Syal.g_01460	Prap.g_01579
OG0000347	Syal.g_01525	Prap.g_01562
OG0000348	Syal.g_00170	Prap.g_01554
OG0000349	Syal.g_00148	Prap.g_01537
OG0000350	Syal.g_00209	Prap.g_00623
OG0000351	Syal.g_01175	Prap.g_01497
OG0000352	Syal.g_01176	Prap.g_01496
OG0000353	Syal.g_00095	Prap.g_00055
OG0000355	Syal.g_00098	Prap.g_00053
OG0000356	Syal.g_00099	Prap.g_00052
OG0000357	Syal.g_00100	Prap.g_00051
OG0000358	Syal.g_00104	Prap.g_00047
OG0000359	Syal.g_00106	Prap.g_00046
OG0000360	Syal.g_00107	Prap.g_00045
OG0000361	Syal.g_00108	Prap.g_00044
OG0000362	Syal.g_00110	Prap.g_00042
OG0000363	Syal.g_00112	Prap.g_00941
OG0000364	Syal.g_00113	Prap.g_00940
OG0000365	Syal.g_00122	Prap.g_00935
OG0000366	Syal.g_00123	Prap.g_00934
OG0000367	Syal.g_00124	Prap.g_00933
OG0000368	Syal.g_00126	Prap.g_00931
OG0000369	Syal.g_00127	Prap.g_00930
OG0000370	Syal.g_00128	Prap.g_00929
OG0000371	Syal.g_00135	Prap.g_00922
OG0000372	Syal.g_00141	Prap.g_00919
OG0000373	Syal.g_00142	Prap.g_00918
OG0000374	Syal.g_00143	Prap.g_00917
OG0000375	Syal.g_00144	Prap.g_00915
OG0000376	Syal.g_00146	Prap.g_00913
OG0000377	Syal.g_01061	Prap.g_00909
OG0000378	Syal.g_01027	Prap.g_00905
OG0000379	Syal.g_02681, Syal.g_01024	Prap.g_00902
OG0000380	Syal.g_00749	Prap.g_00885
OG0000381	Syal.g_00752	Prap.g_00880
OG0000382	Syal.g_00770	Prap.g_01097
OG0000383	Syal.g_00775	Prap.g_01095
OG0000384	Syal.g_00776	Prap.g_01094
OG0000385	Syal.g_00777	Prap.g_01093
OG0000386	Syal.g_00778	Prap.g_01092
OG0000387	Syal.g_00811	Prap.g_01078
OG0000388	Syal.g_00815	Prap.g_01074
OG0000389	Syal.g_00819	Prap.g_01071
OG0000390	Syal.g_00835	Prap.g_01061
OG0000391	Syal.g_00840	Prap.g_01058
OG0000392	Syal.g_00846	Prap.g_01054
OG0000393	Syal.g_00849	Prap.g_01051
OG0000394	Syal.g_00850	Prap.g_01050
OG0000395	Syal.g_00851	Prap.g_01049
OG0000396	Syal.g_00854	Prap.g_01047
OG0000397	Syal.g_00857	Prap.g_01045
OG0000398	Syal.g_00862	Prap.g_01042
OG0000399	Syal.g_00863	Prap.g_01041
OG0000400	Syal.g_00864	Prap.g_01040
OG0000401	Syal.g_00865	Prap.g_01039
OG0000402	Syal.g_00867	Prap.g_00319
OG0000403	Syal.g_00868	Prap.g_01037
OG0000404	Syal.g_00870	Prap.g_01036
OG0000405	Syal.g_00883	Prap.g_01032
OG0000406	Syal.g_00888	Prap.g_01024
OG0000407	Syal.g_00889	Prap.g_01023
OG0000408	Syal.g_00891	Prap.g_01021
OG0000409	Syal.g_00893	Prap.g_01019
OG0000410	Syal.g_00894	Prap.g_01018
OG0000411	Syal.g_00895	Prap.g_01017
OG0000412	Syal.g_00896	Prap.g_01016
OG0000413	Syal.g_00898	Prap.g_01014
OG0000414	Syal.g_00899	Prap.g_01013
OG0000415	Syal.g_00900	Prap.g_01012
OG0000416	Syal.g_00901	Prap.g_01011
OG0000417	Syal.g_00902	Prap.g_01010
OG0000418	Syal.g_00907	Prap.g_01005
OG0000419	Syal.g_00909	Prap.g_01003
OG0000420	Syal.g_00911	Prap.g_01002
OG0000421	Syal.g_00916	Prap.g_00997
OG0000422	Syal.g_00917	Prap.g_00996
OG0000423	Syal.g_00918	Prap.g_00995
OG0000424	Syal.g_00919	Prap.g_00994
OG0000425	Syal.g_00920	Prap.g_00993
OG0000426	Syal.g_00921	Prap.g_00992
OG0000427	Syal.g_00922	Prap.g_00991
OG0000428	Syal.g_00925	Prap.g_00989
OG0000429	Syal.g_00929	Prap.g_00988
OG0000430	Syal.g_00931	Prap.g_00987
OG0000431	Syal.g_00934	Prap.g_00985
OG0000432	Syal.g_00940	Prap.g_00981
OG0000433	Syal.g_00943	Prap.g_00980
OG0000434	Syal.g_00944	Prap.g_00979
OG0000435	Syal.g_00946	Prap.g_00978
OG0000436	Syal.g_00953	Prap.g_00973
OG0000437	Syal.g_00954	Prap.g_00972
OG0000438	Syal.g_00955	Prap.g_00971
OG0000439	Syal.g_00957	Prap.g_00969
OG0000440	Syal.g_00958	Prap.g_00968
OG0000441	Syal.g_00962	Prap.g_00965
OG0000442	Syal.g_00964	Prap.g_00964
OG0000443	Syal.g_00966	Prap.g_00963
OG0000444	Syal.g_00978	Prap.g_00957
OG0000445	Syal.g_00979	Prap.g_00956
OG0000446	Syal.g_00981	Prap.g_00955
OG0000447	Syal.g_00989	Prap.g_00954
OG0000448	Syal.g_00990	Prap.g_00953
OG0000449	Syal.g_00991	Prap.g_00952
OG0000450	Syal.g_00997	Prap.g_00951
OG0000451	Syal.g_00998	Prap.g_00950
OG0000452	Syal.g_01002	Prap.g_00947
OG0000453	Syal.g_01003	Prap.g_00946
OG0000454	Syal.g_01004	Prap.g_00945
OG0000455	Syal.g_01005	Prap.g_00944
OG0000456	Syal.g_01006	Prap.g_00943
OG0000457	Syal.g_01008	Prap.g_01487
OG0000458	Syal.g_01009	Prap.g_01486
OG0000459	Syal.g_01010	Prap.g_01485
OG0000460	Syal.g_00686	Prap.g_01477
OG0000461	Syal.g_01199	Prap.g_01469
OG0000462	Syal.g_01202	Prap.g_01467
OG0000463	Syal.g_01203	Prap.g_01466
OG0000464	Syal.g_01204	Prap.g_01465
OG0000465	Syal.g_01205	Prap.g_01464
OG0000466	Syal.g_01210	Prap.g_01461
OG0000467	Syal.g_01212	Prap.g_01460
OG0000468	Syal.g_01225	Prap.g_01457
OG0000469	Syal.g_01240	Prap.g_01449
OG0000470	Syal.g_01242	Prap.g_01447
OG0000471	Syal.g_01243	Prap.g_01446
OG0000472	Syal.g_01245	Prap.g_01444
OG0000473	Syal.g_01247	Prap.g_01442
OG0000474	Syal.g_01248	Prap.g_01441
OG0000475	Syal.g_01249	Prap.g_01440
OG0000476	Syal.g_01251	Prap.g_01438
OG0000477	Syal.g_01257	Prap.g_01435
OG0000478	Syal.g_01258	Prap.g_01434
OG0000479	Syal.g_01259	Prap.g_01433
OG0000480	Syal.g_01266	Prap.g_01428
OG0000481	Syal.g_01268	Prap.g_01425
OG0000482	Syal.g_01269	Prap.g_01424
OG0000483	Syal.g_01273	Prap.g_01421
OG0000484	Syal.g_01274	Prap.g_01420
OG0000485	Syal.g_01275	Prap.g_01418
OG0000486	Syal.g_01276	Prap.g_01417
OG0000487	Syal.g_01282	Prap.g_01414
OG0000488	Syal.g_01286	Prap.g_01411
OG0000489	Syal.g_01298	Prap.g_01406
OG0000490	Syal.g_01307	Prap.g_01402
OG0000491	Syal.g_01308	Prap.g_01401
OG0000492	Syal.g_01310	Prap.g_01399
OG0000493	Syal.g_01311	Prap.g_01398
OG0000494	Syal.g_01312	Prap.g_01397
OG0000495	Syal.g_01313	Prap.g_01396
OG0000496	Syal.g_01314	Prap.g_01395
OG0000497	Syal.g_01315	Prap.g_01394
OG0000498	Syal.g_01316	Prap.g_01393
OG0000499	Syal.g_01317	Prap.g_01392
OG0000500	Syal.g_01318	Prap.g_01391
OG0000501	Syal.g_01321	Prap.g_01390
OG0000502	Syal.g_01328	Prap.g_01387
OG0000503	Syal.g_00347	Prap.g_01372
OG0000504	Syal.g_00349	Prap.g_01370
OG0000505	Syal.g_00350	Prap.g_01369
OG0000506	Syal.g_00352	Prap.g_01368
OG0000507	Syal.g_00358	Prap.g_01365
OG0000508	Syal.g_00362	Prap.g_01361
OG0000509	Syal.g_00364	Prap.g_01359
OG0000510	Syal.g_00365	Prap.g_01358
OG0000511	Syal.g_00366	Prap.g_01357
OG0000512	Syal.g_00368	Prap.g_01355
OG0000513	Syal.g_00551	Prap.g_01346
OG0000514	Syal.g_00539	Prap.g_01335
OG0000515	Syal.g_00538	Prap.g_01334
OG0000516	Syal.g_00534	Prap.g_01333
OG0000517	Syal.g_00526	Prap.g_01331
OG0000518	Syal.g_00514	Prap.g_01320
OG0000519	Syal.g_00513	Prap.g_01319
OG0000520	Syal.g_00512	Prap.g_01318
OG0000521	Syal.g_00502	Prap.g_01310
OG0000522	Syal.g_00500	Prap.g_01308
OG0000523	Syal.g_00499	Prap.g_01307
OG0000524	Syal.g_00491	Prap.g_01302
OG0000525	Syal.g_00473	Prap.g_01298
OG0000526	Syal.g_00471	Prap.g_01297
OG0000527	Syal.g_00465	Prap.g_01294
OG0000528	Syal.g_02893	Prap.g_01289
OG0000529	Syal.g_02898	Prap.g_01286
OG0000530	Syal.g_02901	Prap.g_01283
OG0000531	Syal.g_02902	Prap.g_01282
OG0000532	Syal.g_02905	Prap.g_01280
OG0000533	Syal.g_02907	Prap.g_01279
OG0000534	Syal.g_02908	Prap.g_01278
OG0000535	Syal.g_02909	Prap.g_01277
OG0000536	Syal.g_02910	Prap.g_01276
OG0000537	Syal.g_02911	Prap.g_01275
OG0000538	Syal.g_02923	Prap.g_01266
OG0000539	Syal.g_02924	Prap.g_01265
OG0000540	Syal.g_02925	Prap.g_01264
OG0000541	Syal.g_02926	Prap.g_01263
OG0000542	Syal.g_02929	Prap.g_01262
OG0000543	Syal.g_02931	Prap.g_01260
OG0000544	Syal.g_02932	Prap.g_01259
OG0000545	Syal.g_02934	Prap.g_01257
OG0000546	Syal.g_02936	Prap.g_01254
OG0000547	Syal.g_02938	Prap.g_01252
OG0000548	Syal.g_02939	Prap.g_01251
OG0000549	Syal.g_02945	Prap.g_01249
OG0000550	Syal.g_02949	Prap.g_01245
OG0000551	Syal.g_02953	Prap.g_01242
OG0000552	Syal.g_02954	Prap.g_01241
OG0000553	Syal.g_02843	Prap.g_01240
OG0000554	Syal.g_02837	Prap.g_01235
OG0000555	Syal.g_02823	Prap.g_01227
OG0000556	Syal.g_02819	Prap.g_01225
OG0000557	Syal.g_02816	Prap.g_01224
OG0000558	Syal.g_02814	Prap.g_01222
OG0000559	Syal.g_02305, Syal.g_02810	Prap.g_01218
OG0000560	Syal.g_02807	Prap.g_01215
OG0000561	Syal.g_02806	Prap.g_01214
OG0000562	Syal.g_02805	Prap.g_01213
OG0000563	Syal.g_02804	Prap.g_01212
OG0000564	Syal.g_02803	Prap.g_01211
OG0000565	Syal.g_02799	Prap.g_01209
OG0000566	Syal.g_02795	Prap.g_01205
OG0000567	Syal.g_02791	Prap.g_01201
OG0000568	Syal.g_02789	Prap.g_01200
OG0000569	Syal.g_02788	Prap.g_01199
OG0000570	Syal.g_02787	Prap.g_01198
OG0000571	Syal.g_02784	Prap.g_01196
OG0000572	Syal.g_02767	Prap.g_01182
OG0000573	Syal.g_02759	Prap.g_01176
OG0000574	Syal.g_02758	Prap.g_01175
OG0000575	Syal.g_02753	Prap.g_01171
OG0000576	Syal.g_02751	Prap.g_01169
OG0000577	Syal.g_02750	Prap.g_01168
OG0000578	Syal.g_02749	Prap.g_01167
OG0000579	Syal.g_02748	Prap.g_01166
OG0000580	Syal.g_02747	Prap.g_01165
OG0000581	Syal.g_02741	Prap.g_01162
OG0000582	Syal.g_02736	Prap.g_01159
