Orthogroup	Syal	Pram
OG0000100	Syal.g_02448	Pram.g_01298
OG0000101	Syal.g_00275	Pram.g_01770
OG0000102	Syal.g_01488	Pram.g_01838
OG0000103	Syal.g_00077, Syal.g_01897	Pram.g_01925
OG0000104	Syal.g_00092	Pram.g_01934
OG0000105	Syal.g_01255	Pram.g_00262
OG0000106	Syal.g_02577	Pram.g_00677
OG0000107	Syal.g_00194	Pram.g_01696
OG0000108	Syal.g_02897	Pram.g_00416
OG0000109	Syal.g_02913	Pram.g_00430
OG0000110	Syal.g_02782	Pram.g_00513
OG0000111	Syal.g_01813	Pram.g_00793
OG0000112	Syal.g_02000	Pram.g_00935
OG0000113	Syal.g_02443	Pram.g_00832
OG0000114	Syal.g_02286	Pram.g_00734
OG0000115	Syal.g_00404	Pram.g_01201
OG0000116	Syal.g_01630	Pram.g_01151
OG0000117	Syal.g_01704	Pram.g_01112
OG0000118	Syal.g_01583	Pram.g_01242
OG0000119	Syal.g_02056	Pram.g_01283
OG0000120	Syal.g_01324	Pram.g_01446
OG0000121	Syal.g_00374	Pram.g_01376
OG0000122	Syal.g_02602	Pram.g_01204, Pram.g_01334
OG0000123	Syal.g_00283	Pram.g_01777
OG0000124	Syal.g_01519	Pram.g_01850
OG0000125	Syal.g_01075	Pram.g_01886
OG0000126	Syal.g_00090	Pram.g_01933
OG0000127	Syal.g_00720	Pram.g_00611
OG0000128	Syal.g_00109	Pram.g_01949
OG0000129	Syal.g_01062	Pram.g_00029
OG0000130	Syal.g_00751	Pram.g_00054
OG0000131	Syal.g_00886	Pram.g_00130
OG0000132	Syal.g_00906	Pram.g_00149
OG0000133	Syal.g_01995	Pram.g_00310
OG0000134	Syal.g_00552	Pram.g_00354
OG0000135	Syal.g_01119	Pram.g_01589
OG0000136	Syal.g_00520	Pram.g_00376
OG0000137	Syal.g_00463	Pram.g_00411
OG0000138	Syal.g_02914	Pram.g_00431
OG0000139	Syal.g_02832	Pram.g_00475
OG0000140	Syal.g_02830	Pram.g_00476
OG0000141	Syal.g_02738	Pram.g_00545
OG0000142	Syal.g_02636	Pram.g_01075
OG0000143	Syal.g_02632	Pram.g_01072
OG0000144	Syal.g_02515	Pram.g_01058
OG0000145	Syal.g_02921	Pram.g_01534
OG0000146	Syal.g_02001	Pram.g_00934
OG0000147	Syal.g_02002	Pram.g_00933
OG0000148	Syal.g_02437	Pram.g_00826
OG0000149	Syal.g_02475	Pram.g_00858
OG0000150	Syal.g_02737	Pram.g_00868
OG0000151	Syal.g_02263	Pram.g_00744
OG0000152	Syal.g_01991	Pram.g_00943
OG0000153	Syal.g_01958	Pram.g_00961
OG0000154	Syal.g_01918	Pram.g_00978
OG0000155	Syal.g_01695	Pram.g_01118
OG0000156	Syal.g_01620	Pram.g_01219
OG0000157	Syal.g_01619	Pram.g_01220
OG0000158	Syal.g_01431	Pram.g_01815
OG0000159	Syal.g_01400	Pram.g_00045
OG0000160	Syal.g_00372	Pram.g_01377
OG0000161	Syal.g_00384	Pram.g_01145, Pram.g_01371
OG0000162	Syal.g_00396	Pram.g_01365
OG0000163	Syal.g_02971	Pram.g_01326
OG0000164	Syal.g_00623	Pram.g_01656
OG0000165	Syal.g_00632	Pram.g_01664
OG0000166	Syal.g_00236	Pram.g_01733
OG0000167	Syal.g_01347	Pram.g_01805
OG0000168	Syal.g_01433	Pram.g_01816
OG0000169	Syal.g_01447	Pram.g_01826
OG0000170	Syal.g_01454	Pram.g_01829
OG0000171	Syal.g_01518	Pram.g_01849
OG0000172	Syal.g_00174, Syal.g_00173	Pram.g_01856
OG0000173	Syal.g_00155	Pram.g_01871
OG0000174	Syal.g_01121	Pram.g_01902
OG0000175	Syal.g_01172	Pram.g_01914
OG0000176	Syal.g_00101	Pram.g_01942
OG0000177	Syal.g_00102	Pram.g_01943
OG0000178	Syal.g_00103	Pram.g_01944
OG0000179	Syal.g_00118	Pram.g_00003
OG0000180	Syal.g_00119	Pram.g_00004
OG0000181	Syal.g_00120	Pram.g_00005
OG0000182	Syal.g_00121	Pram.g_00006
OG0000183	Syal.g_00125	Pram.g_00010
OG0000184	Syal.g_02678, Syal.g_01050	Pram.g_00033
OG0000185	Syal.g_01025	Pram.g_00036
OG0000186	Syal.g_02684, Syal.g_00747	Pram.g_00048
OG0000187	Syal.g_02685, Syal.g_00748	Pram.g_00049
OG0000188	Syal.g_00771	Pram.g_00066
OG0000189	Syal.g_00807	Pram.g_00080
OG0000190	Syal.g_01364	Pram.g_00081
OG0000191	Syal.g_00841	Pram.g_00103
OG0000192	Syal.g_00847	Pram.g_00108
OG0000193	Syal.g_00887	Pram.g_00131
OG0000194	Syal.g_00890	Pram.g_00134
OG0000195	Syal.g_00892	Pram.g_00136
OG0000196	Syal.g_00903	Pram.g_00146
OG0000197	Syal.g_00904	Pram.g_00147
OG0000198	Syal.g_00905	Pram.g_00148
OG0000199	Syal.g_00913	Pram.g_00155
OG0000200	Syal.g_00932	Pram.g_00168
OG0000201	Syal.g_00949	Pram.g_00177
OG0000202	Syal.g_00950	Pram.g_00178
OG0000203	Syal.g_00951	Pram.g_00179
OG0000204	Syal.g_00952	Pram.g_00180
OG0000205	Syal.g_00959	Pram.g_00187
OG0000206	Syal.g_00971	Pram.g_00192
OG0000207	Syal.g_00974	Pram.g_00194
OG0000208	Syal.g_00975	Pram.g_00195
OG0000209	Syal.g_01000	Pram.g_00204
OG0000210	Syal.g_01001	Pram.g_00205
OG0000211	Syal.g_00688	Pram.g_00220
OG0000212	Syal.g_00679	Pram.g_00228
OG0000213	Syal.g_01229	Pram.g_00246
OG0000214	Syal.g_01246	Pram.g_00255
OG0000215	Syal.g_01277	Pram.g_00282
OG0000216	Syal.g_01281	Pram.g_00283
OG0000217	Syal.g_01285	Pram.g_00286
OG0000218	Syal.g_01287	Pram.g_00288
OG0000219	Syal.g_01288	Pram.g_00289
OG0000220	Syal.g_01289	Pram.g_00290
OG0000221	Syal.g_01297	Pram.g_00291
OG0000222	Syal.g_01309	Pram.g_00298
OG0000223	Syal.g_01327	Pram.g_00311
OG0000224	Syal.g_01329	Pram.g_00313
OG0000225	Syal.g_00363	Pram.g_00341
OG0000226	Syal.g_00367	Pram.g_00345
OG0000227	Syal.g_00369	Pram.g_00347
OG0000228	Syal.g_00556	Pram.g_00351
OG0000229	Syal.g_00525	Pram.g_00371
OG0000230	Syal.g_00523	Pram.g_00373
OG0000231	Syal.g_00510	Pram.g_00384
OG0000232	Syal.g_00495	Pram.g_00397
OG0000233	Syal.g_00487	Pram.g_00402
OG0000234	Syal.g_00461	Pram.g_00412
OG0000235	Syal.g_02896	Pram.g_00415
OG0000236	Syal.g_02912	Pram.g_00429
OG0000237	Syal.g_02930	Pram.g_00443
OG0000238	Syal.g_02935	Pram.g_00449
OG0000239	Syal.g_02951	Pram.g_00462
OG0000240	Syal.g_02952	Pram.g_00463
OG0000241	Syal.g_02696	Pram.g_00468
OG0000242	Syal.g_02840	Pram.g_00470
OG0000243	Syal.g_02822	Pram.g_00480
OG0000244	Syal.g_02815	Pram.g_00483
OG0000245	Syal.g_02813	Pram.g_00485
OG0000246	Syal.g_02809	Pram.g_00489
OG0000247	Syal.g_02797	Pram.g_00500
OG0000248	Syal.g_02794	Pram.g_00503
OG0000249	Syal.g_02792	Pram.g_00505
OG0000250	Syal.g_02786	Pram.g_00510
OG0000251	Syal.g_02760	Pram.g_00528
OG0000252	Syal.g_02757	Pram.g_00531
OG0000253	Syal.g_02755	Pram.g_00532
OG0000254	Syal.g_02732	Pram.g_00549
OG0000255	Syal.g_02719	Pram.g_00555
OG0000256	Syal.g_02705	Pram.g_00566
OG0000257	Syal.g_02697	Pram.g_01080
OG0000258	Syal.g_02623	Pram.g_01067
OG0000259	Syal.g_02182	Pram.g_01050
OG0000260	Syal.g_02188	Pram.g_01047
OG0000261	Syal.g_02199	Pram.g_01044
OG0000262	Syal.g_02204	Pram.g_01039
OG0000263	Syal.g_01720	Pram.g_00771
OG0000264	Syal.g_01788	Pram.g_00782
OG0000265	Syal.g_02534	Pram.g_00801
OG0000266	Syal.g_02421	Pram.g_01020
OG0000267	Syal.g_02043	Pram.g_01007
OG0000268	Syal.g_02042	Pram.g_01006
OG0000269	Syal.g_02409	Pram.g_00804
OG0000270	Syal.g_02412	Pram.g_00807
OG0000271	Syal.g_01871	Pram.g_00815
OG0000272	Syal.g_01872	Pram.g_00816
OG0000273	Syal.g_02454	Pram.g_00839
OG0000274	Syal.g_02455	Pram.g_00840
OG0000275	Syal.g_02458	Pram.g_00843
OG0000276	Syal.g_02467	Pram.g_00849
OG0000277	Syal.g_02468	Pram.g_00850
OG0000278	Syal.g_02471	Pram.g_00853
OG0000279	Syal.g_02479	Pram.g_00861
OG0000280	Syal.g_02493	Pram.g_00862
OG0000281	Syal.g_02190	Pram.g_00870
OG0000282	Syal.g_02284	Pram.g_00736
OG0000283	Syal.g_02028, Syal.g_02131	Pram.g_00916
OG0000284	Syal.g_02023	Pram.g_00921
OG0000285	Syal.g_02012	Pram.g_00926
OG0000286	Syal.g_01992	Pram.g_00942
OG0000287	Syal.g_01965	Pram.g_01199
OG0000288	Syal.g_01919	Pram.g_00977
OG0000289	Syal.g_01904	Pram.g_00992
OG0000290	Syal.g_01826	Pram.g_00891
OG0000291	Syal.g_01824	Pram.g_00889
OG0000292	Syal.g_00089	Pram.g_01185
OG0000293	Syal.g_01631	Pram.g_01150
OG0000294	Syal.g_01632	Pram.g_01149
OG0000295	Syal.g_01687	Pram.g_01125
OG0000296	Syal.g_01689	Pram.g_01123
OG0000297	Syal.g_01702	Pram.g_01114
OG0000298	Syal.g_01703	Pram.g_01113
OG0000299	Syal.g_01732	Pram.g_01094
OG0000300	Syal.g_01738	Pram.g_01091
OG0000301	Syal.g_01739	Pram.g_01090
OG0000302	Syal.g_01740	Pram.g_01088
OG0000303	Syal.g_01763	Pram.g_01082
OG0000304	Syal.g_01756	Pram.g_00571
OG0000305	Syal.g_01821	Pram.g_01183
OG0000306	Syal.g_02579	Pram.g_00874
OG0000307	Syal.g_02880	Pram.g_01458
OG0000308	Syal.g_02878	Pram.g_01457
OG0000309	Syal.g_02873	Pram.g_01453
OG0000310	Syal.g_01537	Pram.g_01395
OG0000311	Syal.g_00061	Pram.g_01393
OG0000312	Syal.g_00031	Pram.g_01390
OG0000313	Syal.g_00381	Pram.g_01374
OG0000314	Syal.g_00416	Pram.g_01351
OG0000315	Syal.g_00426	Pram.g_01341
OG0000316	Syal.g_02987	Pram.g_01315
OG0000317	Syal.g_00583	Pram.g_01629
OG0000318	Syal.g_00588	Pram.g_01633
OG0000319	Syal.g_00608	Pram.g_01646
OG0000320	Syal.g_00610	Pram.g_01648
OG0000321	Syal.g_00611	Pram.g_01649
OG0000322	Syal.g_00612	Pram.g_01650
OG0000323	Syal.g_00626	Pram.g_01659
OG0000324	Syal.g_00656	Pram.g_01687
OG0000325	Syal.g_00195	Pram.g_01697
OG0000326	Syal.g_00202	Pram.g_01704
OG0000327	Syal.g_00230	Pram.g_01728
OG0000328	Syal.g_00231	Pram.g_01729
OG0000329	Syal.g_00249	Pram.g_01746
OG0000330	Syal.g_00250	Pram.g_01747
OG0000331	Syal.g_00251	Pram.g_01748
OG0000332	Syal.g_00266	Pram.g_01762
OG0000333	Syal.g_00269	Pram.g_01764
OG0000334	Syal.g_00279	Pram.g_01773
OG0000335	Syal.g_00284	Pram.g_01778
OG0000336	Syal.g_00288	Pram.g_01782
OG0000337	Syal.g_01343	Pram.g_01801
OG0000338	Syal.g_01345	Pram.g_01802
OG0000339	Syal.g_01351	Pram.g_01808
OG0000340	Syal.g_01434	Pram.g_01817
OG0000341	Syal.g_01436	Pram.g_01819
OG0000342	Syal.g_01437	Pram.g_01820
OG0000343	Syal.g_01441	Pram.g_01821
OG0000344	Syal.g_01445	Pram.g_01824
OG0000345	Syal.g_01455	Pram.g_01830
OG0000346	Syal.g_01460	Pram.g_01834
OG0000347	Syal.g_01525	Pram.g_01851
OG0000348	Syal.g_00170	Pram.g_01859
OG0000349	Syal.g_00148	Pram.g_01877
OG0000350	Syal.g_00209	Pram.g_01898
OG0000351	Syal.g_01175	Pram.g_01917
OG0000352	Syal.g_01176	Pram.g_01918
OG0000353	Syal.g_00095	Pram.g_01937
OG0000355	Syal.g_00098	Pram.g_01939
OG0000356	Syal.g_00099	Pram.g_01940
OG0000357	Syal.g_00100	Pram.g_01941
OG0000358	Syal.g_00104	Pram.g_01945
OG0000359	Syal.g_00106	Pram.g_01946
OG0000360	Syal.g_00107	Pram.g_01947
OG0000361	Syal.g_00108	Pram.g_01948
OG0000362	Syal.g_00110	Pram.g_01950
OG0000363	Syal.g_00112	Pram.g_00001
OG0000364	Syal.g_00113	Pram.g_00002
OG0000365	Syal.g_00122	Pram.g_00007
OG0000366	Syal.g_00123	Pram.g_00008
OG0000367	Syal.g_00124	Pram.g_00009
OG0000368	Syal.g_00126	Pram.g_00011
OG0000369	Syal.g_00127	Pram.g_00012
OG0000370	Syal.g_00128	Pram.g_00013
OG0000371	Syal.g_00135	Pram.g_00019
OG0000372	Syal.g_00141	Pram.g_00021
OG0000373	Syal.g_00142	Pram.g_00022
OG0000374	Syal.g_00143	Pram.g_00023
OG0000375	Syal.g_00144	Pram.g_00024
OG0000376	Syal.g_00146	Pram.g_00026
OG0000377	Syal.g_01061	Pram.g_00030
OG0000378	Syal.g_01027	Pram.g_00034
OG0000379	Syal.g_02681, Syal.g_01024	Pram.g_00037
OG0000380	Syal.g_00749	Pram.g_00050
OG0000381	Syal.g_00752	Pram.g_00055
OG0000382	Syal.g_00770	Pram.g_00065
OG0000383	Syal.g_00775	Pram.g_00067
OG0000384	Syal.g_00776	Pram.g_00068
OG0000385	Syal.g_00777	Pram.g_00069
OG0000386	Syal.g_00778	Pram.g_00070
OG0000387	Syal.g_00811	Pram.g_00083
OG0000388	Syal.g_00815	Pram.g_00087
OG0000389	Syal.g_00819	Pram.g_00090
OG0000390	Syal.g_00835	Pram.g_00099
OG0000391	Syal.g_00840	Pram.g_00102
OG0000392	Syal.g_00846	Pram.g_00106
OG0000393	Syal.g_00849	Pram.g_00109
OG0000394	Syal.g_00850	Pram.g_00110
OG0000395	Syal.g_00851	Pram.g_00111
OG0000396	Syal.g_00854	Pram.g_00113
OG0000397	Syal.g_00857	Pram.g_00115
OG0000398	Syal.g_00862	Pram.g_00118
OG0000399	Syal.g_00863	Pram.g_00119
OG0000400	Syal.g_00864	Pram.g_00120
OG0000401	Syal.g_00865	Pram.g_00121
OG0000402	Syal.g_00867	Pram.g_01001
OG0000403	Syal.g_00868	Pram.g_00123
OG0000404	Syal.g_00870	Pram.g_00124
OG0000405	Syal.g_00883	Pram.g_00128
OG0000406	Syal.g_00888	Pram.g_00132
OG0000407	Syal.g_00889	Pram.g_00133
OG0000408	Syal.g_00891	Pram.g_00135
OG0000409	Syal.g_00893	Pram.g_00137
OG0000410	Syal.g_00894	Pram.g_00138
OG0000411	Syal.g_00895	Pram.g_00139
OG0000412	Syal.g_00896	Pram.g_00140
OG0000413	Syal.g_00898	Pram.g_00141
OG0000414	Syal.g_00899	Pram.g_00142
OG0000415	Syal.g_00900	Pram.g_00143
OG0000416	Syal.g_00901	Pram.g_00144
OG0000417	Syal.g_00902	Pram.g_00145
OG0000418	Syal.g_00907	Pram.g_00150
OG0000419	Syal.g_00909	Pram.g_00152
OG0000420	Syal.g_00911	Pram.g_00153
OG0000421	Syal.g_00916	Pram.g_00157
OG0000422	Syal.g_00917	Pram.g_00158
OG0000423	Syal.g_00918	Pram.g_00159
OG0000424	Syal.g_00919	Pram.g_00160
OG0000425	Syal.g_00920	Pram.g_00161
OG0000426	Syal.g_00921	Pram.g_00162
OG0000427	Syal.g_00922	Pram.g_00163
OG0000428	Syal.g_00925	Pram.g_00165
OG0000429	Syal.g_00929	Pram.g_00166
OG0000430	Syal.g_00931	Pram.g_00167
OG0000431	Syal.g_00934	Pram.g_00169
OG0000432	Syal.g_00940	Pram.g_00173
OG0000433	Syal.g_00943	Pram.g_00174
OG0000434	Syal.g_00944	Pram.g_00175
OG0000435	Syal.g_00946	Pram.g_00176
OG0000436	Syal.g_00953	Pram.g_00181
OG0000437	Syal.g_00954	Pram.g_00182
OG0000438	Syal.g_00955	Pram.g_00183
OG0000439	Syal.g_00957	Pram.g_00185
OG0000440	Syal.g_00958	Pram.g_00186
OG0000441	Syal.g_00962	Pram.g_00189
OG0000442	Syal.g_00964	Pram.g_00190
OG0000443	Syal.g_00966	Pram.g_00191
OG0000444	Syal.g_00978	Pram.g_00196
OG0000445	Syal.g_00979	Pram.g_00197
OG0000446	Syal.g_00981	Pram.g_00198
OG0000447	Syal.g_00989	Pram.g_00199
OG0000448	Syal.g_00990	Pram.g_00200
OG0000449	Syal.g_00991	Pram.g_00201
OG0000450	Syal.g_00997	Pram.g_00202
OG0000451	Syal.g_00998	Pram.g_00203
OG0000452	Syal.g_01002	Pram.g_00206
OG0000453	Syal.g_01003	Pram.g_00207
OG0000454	Syal.g_01004	Pram.g_00208
OG0000455	Syal.g_01005	Pram.g_00209
OG0000456	Syal.g_01006	Pram.g_00210
OG0000457	Syal.g_01008	Pram.g_00212
OG0000458	Syal.g_01009	Pram.g_00213
OG0000459	Syal.g_01010	Pram.g_00214
OG0000460	Syal.g_00686	Pram.g_00222
OG0000461	Syal.g_01199	Pram.g_00230
OG0000462	Syal.g_01202	Pram.g_00232
OG0000463	Syal.g_01203	Pram.g_00233
OG0000464	Syal.g_01204	Pram.g_00234
OG0000465	Syal.g_01205	Pram.g_00235
OG0000466	Syal.g_01210	Pram.g_00238
OG0000467	Syal.g_01212	Pram.g_00239
OG0000468	Syal.g_01225	Pram.g_00242
OG0000469	Syal.g_01240	Pram.g_00250
OG0000470	Syal.g_01242	Pram.g_00252
OG0000471	Syal.g_01243	Pram.g_00253
OG0000472	Syal.g_01245	Pram.g_00254
OG0000473	Syal.g_01247	Pram.g_00256
OG0000474	Syal.g_01248	Pram.g_00257
OG0000475	Syal.g_01249	Pram.g_00258
OG0000476	Syal.g_01251	Pram.g_00260
OG0000477	Syal.g_01257	Pram.g_00263
OG0000478	Syal.g_01258	Pram.g_00264
OG0000479	Syal.g_01259	Pram.g_00265
OG0000480	Syal.g_01266	Pram.g_00270
OG0000481	Syal.g_01268	Pram.g_00273
OG0000482	Syal.g_01269	Pram.g_00274
OG0000483	Syal.g_01273	Pram.g_00277
OG0000484	Syal.g_01274	Pram.g_00278
OG0000485	Syal.g_01275	Pram.g_00280
OG0000486	Syal.g_01276	Pram.g_00281
OG0000487	Syal.g_01282	Pram.g_00284
OG0000488	Syal.g_01286	Pram.g_00287
OG0000489	Syal.g_01298	Pram.g_00292
OG0000490	Syal.g_01307	Pram.g_00296
OG0000491	Syal.g_01308	Pram.g_00297
OG0000492	Syal.g_01310	Pram.g_00299
OG0000493	Syal.g_01311	Pram.g_00300
OG0000494	Syal.g_01312	Pram.g_00301
OG0000495	Syal.g_01313	Pram.g_00302
OG0000496	Syal.g_01314	Pram.g_00303
OG0000497	Syal.g_01315	Pram.g_00304
OG0000498	Syal.g_01316	Pram.g_00305
OG0000499	Syal.g_01317	Pram.g_00306
OG0000500	Syal.g_01318	Pram.g_00307
OG0000501	Syal.g_01321	Pram.g_00309
OG0000502	Syal.g_01328	Pram.g_00312
OG0000503	Syal.g_00347	Pram.g_00328
OG0000504	Syal.g_00349	Pram.g_00330
OG0000505	Syal.g_00350	Pram.g_00331
OG0000506	Syal.g_00352	Pram.g_00332
OG0000507	Syal.g_00358	Pram.g_00336
OG0000508	Syal.g_00362	Pram.g_00340
OG0000509	Syal.g_00364	Pram.g_00342
OG0000510	Syal.g_00365	Pram.g_00343
OG0000511	Syal.g_00366	Pram.g_00344
OG0000512	Syal.g_00368	Pram.g_00346
OG0000513	Syal.g_00551	Pram.g_00355
OG0000514	Syal.g_00539	Pram.g_00366
OG0000515	Syal.g_00538	Pram.g_00367
OG0000516	Syal.g_00534	Pram.g_00368
OG0000517	Syal.g_00526	Pram.g_00370
OG0000518	Syal.g_00514	Pram.g_00381
OG0000519	Syal.g_00513	Pram.g_00382
OG0000520	Syal.g_00512	Pram.g_00383
OG0000521	Syal.g_00502	Pram.g_00393
OG0000522	Syal.g_00500	Pram.g_00395
OG0000523	Syal.g_00499	Pram.g_00396
OG0000524	Syal.g_00491	Pram.g_00400
OG0000525	Syal.g_00473	Pram.g_00404
OG0000526	Syal.g_00471	Pram.g_00406
OG0000527	Syal.g_00465	Pram.g_00409
OG0000528	Syal.g_02893	Pram.g_00414
OG0000529	Syal.g_02898	Pram.g_00417
OG0000530	Syal.g_02901	Pram.g_00420
OG0000531	Syal.g_02902	Pram.g_00421
OG0000532	Syal.g_02905	Pram.g_00423
OG0000533	Syal.g_02907	Pram.g_00424
OG0000534	Syal.g_02908	Pram.g_00425
OG0000535	Syal.g_02909	Pram.g_00426
OG0000536	Syal.g_02910	Pram.g_00427
OG0000537	Syal.g_02911	Pram.g_00428
OG0000538	Syal.g_02923	Pram.g_00438
OG0000539	Syal.g_02924	Pram.g_00439
OG0000540	Syal.g_02925	Pram.g_00440
OG0000541	Syal.g_02926	Pram.g_00441
OG0000542	Syal.g_02929	Pram.g_00442
OG0000543	Syal.g_02931	Pram.g_00444
OG0000544	Syal.g_02932	Pram.g_00445
OG0000545	Syal.g_02934	Pram.g_00447
OG0000546	Syal.g_02936	Pram.g_00450
OG0000547	Syal.g_02938	Pram.g_00452
OG0000548	Syal.g_02939	Pram.g_00453
OG0000549	Syal.g_02945	Pram.g_00456
OG0000550	Syal.g_02949	Pram.g_00461
OG0000551	Syal.g_02953	Pram.g_00464
OG0000552	Syal.g_02954	Pram.g_00465
OG0000553	Syal.g_02843	Pram.g_00466
OG0000554	Syal.g_02837	Pram.g_00472
OG0000555	Syal.g_02823	Pram.g_00479
OG0000556	Syal.g_02819	Pram.g_00481
OG0000557	Syal.g_02816	Pram.g_00482
OG0000558	Syal.g_02814	Pram.g_00484
OG0000559	Syal.g_02305, Syal.g_02810	Pram.g_00488
OG0000560	Syal.g_02807	Pram.g_00491
OG0000561	Syal.g_02806	Pram.g_00492
OG0000562	Syal.g_02805	Pram.g_00493
OG0000563	Syal.g_02804	Pram.g_00494
OG0000564	Syal.g_02803	Pram.g_00495
OG0000565	Syal.g_02799	Pram.g_00498
OG0000566	Syal.g_02795	Pram.g_00502
OG0000567	Syal.g_02791	Pram.g_00506
OG0000568	Syal.g_02789	Pram.g_00507
OG0000569	Syal.g_02788	Pram.g_00508
OG0000570	Syal.g_02787	Pram.g_00509
OG0000571	Syal.g_02784	Pram.g_00511
OG0000572	Syal.g_02767	Pram.g_00523
OG0000573	Syal.g_02759	Pram.g_00529
OG0000574	Syal.g_02758	Pram.g_00530
OG0000575	Syal.g_02753	Pram.g_00534
OG0000576	Syal.g_02751	Pram.g_00536
OG0000577	Syal.g_02750	Pram.g_00537
OG0000578	Syal.g_02749	Pram.g_00538
OG0000579	Syal.g_02748	Pram.g_00539
