Orthogroup	Syal	Prbn
OG0000187	Syal.g_02685, Syal.g_00748	Prbn.g_00713
OG0000188	Syal.g_00771	Prbn.g_01339
OG0000189	Syal.g_00807	Prbn.g_01325
OG0000190	Syal.g_01364	Prbn.g_01323
OG0000191	Syal.g_00841	Prbn.g_01300
OG0000192	Syal.g_00847	Prbn.g_01295
OG0000193	Syal.g_00887	Prbn.g_01268
OG0000194	Syal.g_00890	Prbn.g_01265
OG0000195	Syal.g_00892	Prbn.g_01263
OG0000196	Syal.g_00903	Prbn.g_01252
OG0000197	Syal.g_00904	Prbn.g_01251
OG0000198	Syal.g_00905	Prbn.g_01250
OG0000199	Syal.g_00913	Prbn.g_01243, Prbn.g_00384
OG0000200	Syal.g_00932	Prbn.g_00370
OG0000201	Syal.g_00949	Prbn.g_00361
OG0000202	Syal.g_00950	Prbn.g_00360
OG0000203	Syal.g_00951	Prbn.g_00359
OG0000204	Syal.g_00952	Prbn.g_00358
OG0000205	Syal.g_00959	Prbn.g_00351
OG0000206	Syal.g_00971	Prbn.g_00346
OG0000207	Syal.g_00974	Prbn.g_00343
OG0000208	Syal.g_00975	Prbn.g_00342
OG0000209	Syal.g_01000	Prbn.g_00333
OG0000210	Syal.g_01001	Prbn.g_00332
OG0000211	Syal.g_00688	Prbn.g_00317
OG0000212	Syal.g_00679	Prbn.g_00309
OG0000213	Syal.g_01229	Prbn.g_00024
OG0000214	Syal.g_01246	Prbn.g_00034
OG0000215	Syal.g_01277	Prbn.g_00061
OG0000216	Syal.g_01281	Prbn.g_00062
OG0000217	Syal.g_01285	Prbn.g_00065
OG0000218	Syal.g_01287	Prbn.g_00067
OG0000219	Syal.g_01288	Prbn.g_00068
OG0000220	Syal.g_01289	Prbn.g_00069
OG0000221	Syal.g_01297	Prbn.g_00070
OG0000222	Syal.g_01309	Prbn.g_00077
OG0000223	Syal.g_01327	Prbn.g_00089
OG0000224	Syal.g_01329	Prbn.g_00091
OG0000225	Syal.g_00363	Prbn.g_00117
OG0000226	Syal.g_00367	Prbn.g_00121
OG0000227	Syal.g_00369	Prbn.g_00123
OG0000228	Syal.g_00556	Prbn.g_00697
OG0000229	Syal.g_00525	Prbn.g_00677
OG0000230	Syal.g_00523	Prbn.g_00675
OG0000231	Syal.g_00510	Prbn.g_00664
OG0000232	Syal.g_00495	Prbn.g_00653
OG0000233	Syal.g_00487	Prbn.g_00647
OG0000234	Syal.g_00461	Prbn.g_00638
OG0000235	Syal.g_02896	Prbn.g_00635
OG0000236	Syal.g_02912	Prbn.g_00621
OG0000237	Syal.g_02930	Prbn.g_00608
OG0000238	Syal.g_02935	Prbn.g_00602
OG0000239	Syal.g_02951	Prbn.g_00591
OG0000240	Syal.g_02952	Prbn.g_00590
OG0000241	Syal.g_02696	Prbn.g_00586
OG0000242	Syal.g_02840	Prbn.g_00584
OG0000243	Syal.g_02822	Prbn.g_00573
OG0000244	Syal.g_02815	Prbn.g_00570
OG0000245	Syal.g_02813	Prbn.g_00568
OG0000246	Syal.g_02809	Prbn.g_00564
OG0000247	Syal.g_02797	Prbn.g_00554
OG0000248	Syal.g_02794	Prbn.g_00551
OG0000249	Syal.g_02792	Prbn.g_00549
OG0000250	Syal.g_02786	Prbn.g_00544
OG0000251	Syal.g_02760	Prbn.g_00524
OG0000252	Syal.g_02757	Prbn.g_00521
OG0000253	Syal.g_02755	Prbn.g_00520
OG0000254	Syal.g_02732	Prbn.g_00503
OG0000255	Syal.g_02719	Prbn.g_00497
OG0000256	Syal.g_02705	Prbn.g_00487
OG0000257	Syal.g_02697	Prbn.g_00421
OG0000258	Syal.g_02623	Prbn.g_00435
OG0000259	Syal.g_02182	Prbn.g_00835
OG0000260	Syal.g_02188	Prbn.g_00838
OG0000261	Syal.g_02199	Prbn.g_00841
OG0000262	Syal.g_02204	Prbn.g_00845
OG0000263	Syal.g_01720	Prbn.g_01583
OG0000264	Syal.g_01788	Prbn.g_01572
OG0000265	Syal.g_02534	Prbn.g_01554
OG0000266	Syal.g_02421	Prbn.g_00864
OG0000267	Syal.g_02043	Prbn.g_01350
OG0000268	Syal.g_02042	Prbn.g_01351
OG0000269	Syal.g_02409	Prbn.g_01551
OG0000270	Syal.g_02412	Prbn.g_01548
OG0000271	Syal.g_01871	Prbn.g_01540
OG0000272	Syal.g_01872	Prbn.g_01539
OG0000273	Syal.g_02454	Prbn.g_01515
OG0000274	Syal.g_02455	Prbn.g_01514
OG0000275	Syal.g_02458	Prbn.g_01511
OG0000276	Syal.g_02467	Prbn.g_01505
OG0000277	Syal.g_02468	Prbn.g_01504
OG0000278	Syal.g_02471	Prbn.g_01501
OG0000279	Syal.g_02479	Prbn.g_01494
OG0000280	Syal.g_02493	Prbn.g_01493
OG0000281	Syal.g_02190	Prbn.g_01486
OG0000282	Syal.g_02284	Prbn.g_01619
OG0000283	Syal.g_02028, Syal.g_02131	Prbn.g_01442
OG0000284	Syal.g_02023	Prbn.g_01437
OG0000285	Syal.g_02012	Prbn.g_01432
OG0000286	Syal.g_01992	Prbn.g_01419
OG0000287	Syal.g_01965	Prbn.g_01123
OG0000288	Syal.g_01919	Prbn.g_01380
OG0000289	Syal.g_01904	Prbn.g_01364
OG0000290	Syal.g_01826	Prbn.g_01468
OG0000291	Syal.g_01824	Prbn.g_01470
OG0000292	Syal.g_00089	Prbn.g_01144
OG0000293	Syal.g_01631	Prbn.g_01179
OG0000294	Syal.g_01632	Prbn.g_01180
OG0000295	Syal.g_01687	Prbn.g_01203
OG0000296	Syal.g_01689	Prbn.g_01205
OG0000297	Syal.g_01702	Prbn.g_00387
OG0000298	Syal.g_01703	Prbn.g_00388
OG0000299	Syal.g_01732	Prbn.g_00407
OG0000300	Syal.g_01738	Prbn.g_00410
OG0000301	Syal.g_01739	Prbn.g_00411
OG0000302	Syal.g_01740	Prbn.g_00413
OG0000303	Syal.g_01763	Prbn.g_00419
OG0000304	Syal.g_01756	Prbn.g_00482
OG0000305	Syal.g_01821	Prbn.g_01146
OG0000306	Syal.g_02579	Prbn.g_01482
OG0000307	Syal.g_02880	Prbn.g_00159
OG0000308	Syal.g_02878	Prbn.g_00160
OG0000309	Syal.g_02873	Prbn.g_00164
OG0000310	Syal.g_01537	Prbn.g_00198
OG0000311	Syal.g_00061	Prbn.g_00200
OG0000312	Syal.g_00031	Prbn.g_00203
OG0000313	Syal.g_00381	Prbn.g_00216
OG0000314	Syal.g_00416	Prbn.g_00239
OG0000315	Syal.g_00426	Prbn.g_00249
OG0000316	Syal.g_02987	Prbn.g_00274
OG0000317	Syal.g_00583	Prbn.g_01742
OG0000318	Syal.g_00588	Prbn.g_01746
OG0000319	Syal.g_00608	Prbn.g_01759
OG0000320	Syal.g_00610	Prbn.g_01761
OG0000321	Syal.g_00611	Prbn.g_01762
OG0000322	Syal.g_00612	Prbn.g_01763
OG0000323	Syal.g_00626	Prbn.g_01773
OG0000324	Syal.g_00656	Prbn.g_01800
OG0000325	Syal.g_00195	Prbn.g_01811
OG0000326	Syal.g_00202	Prbn.g_01818
OG0000327	Syal.g_00230	Prbn.g_01839
OG0000328	Syal.g_00231	Prbn.g_01840
OG0000329	Syal.g_00249	Prbn.g_01857
OG0000330	Syal.g_00250	Prbn.g_01858
OG0000331	Syal.g_00251	Prbn.g_01859
OG0000332	Syal.g_00266	Prbn.g_01873
OG0000333	Syal.g_00269	Prbn.g_01875
OG0000334	Syal.g_00279	Prbn.g_01884
OG0000335	Syal.g_00284	Prbn.g_01889
OG0000336	Syal.g_00288	Prbn.g_01893
OG0000337	Syal.g_01343	Prbn.g_01911
OG0000338	Syal.g_01345	Prbn.g_01912
OG0000339	Syal.g_01351	Prbn.g_01918
OG0000340	Syal.g_01434	Prbn.g_01012
OG0000341	Syal.g_01436	Prbn.g_01010
OG0000342	Syal.g_01437	Prbn.g_01009
OG0000343	Syal.g_01441	Prbn.g_01008
OG0000344	Syal.g_01445	Prbn.g_01005
OG0000345	Syal.g_01455	Prbn.g_00999
OG0000346	Syal.g_01460	Prbn.g_00995
OG0000347	Syal.g_01525	Prbn.g_00978
OG0000348	Syal.g_00170	Prbn.g_00970
OG0000349	Syal.g_00148	Prbn.g_00953
OG0000350	Syal.g_00209	Prbn.g_00798
OG0000351	Syal.g_01175	Prbn.g_00913
OG0000352	Syal.g_01176	Prbn.g_00912
OG0000353	Syal.g_00095	Prbn.g_00299
OG0000355	Syal.g_00098	Prbn.g_00301
OG0000356	Syal.g_00099	Prbn.g_00302
OG0000357	Syal.g_00100	Prbn.g_00011
OG0000358	Syal.g_00104	Prbn.g_00007
OG0000359	Syal.g_00106	Prbn.g_00006
OG0000360	Syal.g_00107	Prbn.g_00005
OG0000361	Syal.g_00108	Prbn.g_00004
OG0000362	Syal.g_00110	Prbn.g_00001
OG0000363	Syal.g_00112	Prbn.g_00768
OG0000364	Syal.g_00113	Prbn.g_00767
OG0000365	Syal.g_00122	Prbn.g_00762
OG0000366	Syal.g_00123	Prbn.g_00761
OG0000367	Syal.g_00124	Prbn.g_00760
OG0000368	Syal.g_00126	Prbn.g_00758
OG0000369	Syal.g_00127	Prbn.g_00757
OG0000370	Syal.g_00128	Prbn.g_00756
OG0000371	Syal.g_00135	Prbn.g_00749
OG0000372	Syal.g_00141	Prbn.g_00746
OG0000373	Syal.g_00142	Prbn.g_00745
OG0000374	Syal.g_00143	Prbn.g_00744
OG0000375	Syal.g_00144	Prbn.g_00742
OG0000376	Syal.g_00146	Prbn.g_00740
OG0000377	Syal.g_01061	Prbn.g_00736
OG0000378	Syal.g_01027	Prbn.g_00732
OG0000379	Syal.g_02681, Syal.g_01024	Prbn.g_00729
OG0000380	Syal.g_00749	Prbn.g_00712
OG0000381	Syal.g_00752	Prbn.g_00707
OG0000382	Syal.g_00770	Prbn.g_01340
OG0000383	Syal.g_00775	Prbn.g_01338
OG0000384	Syal.g_00776	Prbn.g_01337
OG0000385	Syal.g_00777	Prbn.g_01336
OG0000386	Syal.g_00778	Prbn.g_01335
OG0000387	Syal.g_00811	Prbn.g_01321
OG0000388	Syal.g_00815	Prbn.g_01317
OG0000389	Syal.g_00819	Prbn.g_01314
OG0000390	Syal.g_00835	Prbn.g_01304
OG0000391	Syal.g_00840	Prbn.g_01301
OG0000392	Syal.g_00846	Prbn.g_01297
OG0000393	Syal.g_00849	Prbn.g_01294
OG0000394	Syal.g_00850	Prbn.g_01293
OG0000395	Syal.g_00851	Prbn.g_01292
OG0000396	Syal.g_00854	Prbn.g_01290
OG0000397	Syal.g_00857	Prbn.g_01288
OG0000398	Syal.g_00862	Prbn.g_01285
OG0000399	Syal.g_00863	Prbn.g_01284
OG0000400	Syal.g_00864	Prbn.g_01283
OG0000401	Syal.g_00865	Prbn.g_01282
OG0000402	Syal.g_00867	Prbn.g_01356
OG0000403	Syal.g_00868	Prbn.g_01280
OG0000404	Syal.g_00870	Prbn.g_01279
OG0000405	Syal.g_00883	Prbn.g_01275
OG0000406	Syal.g_00888	Prbn.g_01267
OG0000407	Syal.g_00889	Prbn.g_01266
OG0000408	Syal.g_00891	Prbn.g_01264
OG0000409	Syal.g_00893	Prbn.g_01262
OG0000410	Syal.g_00894	Prbn.g_01261
OG0000411	Syal.g_00895	Prbn.g_01260
OG0000412	Syal.g_00896	Prbn.g_01259
OG0000413	Syal.g_00898	Prbn.g_01257
OG0000414	Syal.g_00899	Prbn.g_01256
OG0000415	Syal.g_00900	Prbn.g_01255
OG0000416	Syal.g_00901	Prbn.g_01254
OG0000417	Syal.g_00902	Prbn.g_01253
OG0000418	Syal.g_00907	Prbn.g_01248
OG0000419	Syal.g_00909	Prbn.g_01246
OG0000420	Syal.g_00911	Prbn.g_01245
OG0000421	Syal.g_00916	Prbn.g_00381
OG0000422	Syal.g_00917	Prbn.g_00380
OG0000423	Syal.g_00918	Prbn.g_00379
OG0000424	Syal.g_00919	Prbn.g_00378
OG0000425	Syal.g_00920	Prbn.g_00377
OG0000426	Syal.g_00921	Prbn.g_00376
OG0000427	Syal.g_00922	Prbn.g_00375
OG0000428	Syal.g_00925	Prbn.g_00373
OG0000429	Syal.g_00929	Prbn.g_00372
OG0000430	Syal.g_00931	Prbn.g_00371
OG0000431	Syal.g_00934	Prbn.g_00369
OG0000432	Syal.g_00940	Prbn.g_00365
OG0000433	Syal.g_00943	Prbn.g_00364
OG0000434	Syal.g_00944	Prbn.g_00363
OG0000435	Syal.g_00946	Prbn.g_00362
OG0000436	Syal.g_00953	Prbn.g_00357
OG0000437	Syal.g_00954	Prbn.g_00356
OG0000438	Syal.g_00955	Prbn.g_00355
OG0000439	Syal.g_00957	Prbn.g_00353
OG0000440	Syal.g_00958	Prbn.g_00352
OG0000441	Syal.g_00962	Prbn.g_00349
OG0000442	Syal.g_00964	Prbn.g_00348
OG0000443	Syal.g_00966	Prbn.g_00347
OG0000444	Syal.g_00978	Prbn.g_00341
OG0000445	Syal.g_00979	Prbn.g_00340
OG0000446	Syal.g_00981	Prbn.g_00339
OG0000447	Syal.g_00989	Prbn.g_00338
OG0000448	Syal.g_00990	Prbn.g_00337
OG0000449	Syal.g_00991	Prbn.g_00336
OG0000450	Syal.g_00997	Prbn.g_00335
OG0000451	Syal.g_00998	Prbn.g_00334
OG0000452	Syal.g_01002	Prbn.g_00331
OG0000453	Syal.g_01003	Prbn.g_00330
OG0000454	Syal.g_01004	Prbn.g_00329
OG0000455	Syal.g_01005	Prbn.g_00328
OG0000456	Syal.g_01006	Prbn.g_00327
OG0000457	Syal.g_01008	Prbn.g_00325
OG0000458	Syal.g_01009	Prbn.g_00324
OG0000459	Syal.g_01010	Prbn.g_00323
OG0000460	Syal.g_00686	Prbn.g_00315
OG0000461	Syal.g_01199	Prbn.g_00307
OG0000462	Syal.g_01202	Prbn.g_00305
OG0000463	Syal.g_01203	Prbn.g_00304
OG0000464	Syal.g_01204	Prbn.g_00012
OG0000465	Syal.g_01205	Prbn.g_00013
OG0000466	Syal.g_01210	Prbn.g_00016
OG0000467	Syal.g_01212	Prbn.g_00017
OG0000468	Syal.g_01225	Prbn.g_00020
OG0000469	Syal.g_01240	Prbn.g_00028
OG0000470	Syal.g_01242	Prbn.g_00030
OG0000471	Syal.g_01243	Prbn.g_00031
OG0000472	Syal.g_01245	Prbn.g_00033
OG0000473	Syal.g_01247	Prbn.g_00035
OG0000474	Syal.g_01248	Prbn.g_00036
OG0000475	Syal.g_01249	Prbn.g_00037
OG0000476	Syal.g_01251	Prbn.g_00039
OG0000477	Syal.g_01257	Prbn.g_00042
OG0000478	Syal.g_01258	Prbn.g_00043
OG0000479	Syal.g_01259	Prbn.g_00044
OG0000480	Syal.g_01266	Prbn.g_00049
OG0000481	Syal.g_01268	Prbn.g_00052
OG0000482	Syal.g_01269	Prbn.g_00053
OG0000483	Syal.g_01273	Prbn.g_00056
OG0000484	Syal.g_01274	Prbn.g_00057
OG0000485	Syal.g_01275	Prbn.g_00059
OG0000486	Syal.g_01276	Prbn.g_00060
OG0000487	Syal.g_01282	Prbn.g_00063
OG0000488	Syal.g_01286	Prbn.g_00066
OG0000489	Syal.g_01298	Prbn.g_00071
OG0000490	Syal.g_01307	Prbn.g_00075
OG0000491	Syal.g_01308	Prbn.g_00076
OG0000492	Syal.g_01310	Prbn.g_00078
OG0000493	Syal.g_01311	Prbn.g_00079
OG0000494	Syal.g_01312	Prbn.g_00080
OG0000495	Syal.g_01313	Prbn.g_00081
OG0000496	Syal.g_01314	Prbn.g_00082
OG0000497	Syal.g_01315	Prbn.g_00083
OG0000498	Syal.g_01316	Prbn.g_00084
OG0000499	Syal.g_01317	Prbn.g_00085
OG0000500	Syal.g_01318	Prbn.g_00086
OG0000501	Syal.g_01321	Prbn.g_00087
OG0000502	Syal.g_01328	Prbn.g_00090
OG0000503	Syal.g_00347	Prbn.g_00105
OG0000504	Syal.g_00349	Prbn.g_00107
OG0000505	Syal.g_00350	Prbn.g_00108
OG0000506	Syal.g_00352	Prbn.g_00109
OG0000507	Syal.g_00358	Prbn.g_00112
OG0000508	Syal.g_00362	Prbn.g_00116
OG0000509	Syal.g_00364	Prbn.g_00118
OG0000510	Syal.g_00365	Prbn.g_00119
OG0000511	Syal.g_00366	Prbn.g_00120
OG0000512	Syal.g_00368	Prbn.g_00122
OG0000513	Syal.g_00551	Prbn.g_00693
OG0000514	Syal.g_00539	Prbn.g_00682
OG0000515	Syal.g_00538	Prbn.g_00681
OG0000516	Syal.g_00534	Prbn.g_00680
OG0000517	Syal.g_00526	Prbn.g_00678
OG0000518	Syal.g_00514	Prbn.g_00667
OG0000519	Syal.g_00513	Prbn.g_00666
OG0000520	Syal.g_00512	Prbn.g_00665
OG0000521	Syal.g_00502	Prbn.g_00657
OG0000522	Syal.g_00500	Prbn.g_00655
OG0000523	Syal.g_00499	Prbn.g_00654
OG0000524	Syal.g_00491	Prbn.g_00649
OG0000525	Syal.g_00473	Prbn.g_00645
OG0000526	Syal.g_00471	Prbn.g_00644
OG0000527	Syal.g_00465	Prbn.g_00641
OG0000528	Syal.g_02893	Prbn.g_00636
OG0000529	Syal.g_02898	Prbn.g_00633
OG0000530	Syal.g_02901	Prbn.g_00630
OG0000531	Syal.g_02902	Prbn.g_00629
OG0000532	Syal.g_02905	Prbn.g_00627
OG0000533	Syal.g_02907	Prbn.g_00626
OG0000534	Syal.g_02908	Prbn.g_00625
OG0000535	Syal.g_02909	Prbn.g_00624
OG0000536	Syal.g_02910	Prbn.g_00623
OG0000537	Syal.g_02911	Prbn.g_00622
OG0000538	Syal.g_02923	Prbn.g_00613
OG0000539	Syal.g_02924	Prbn.g_00612
OG0000540	Syal.g_02925	Prbn.g_00611
OG0000541	Syal.g_02926	Prbn.g_00610
OG0000542	Syal.g_02929	Prbn.g_00609
OG0000543	Syal.g_02931	Prbn.g_00607
OG0000544	Syal.g_02932	Prbn.g_00606
OG0000545	Syal.g_02934	Prbn.g_00604
OG0000546	Syal.g_02936	Prbn.g_00601
OG0000547	Syal.g_02938	Prbn.g_00599
OG0000548	Syal.g_02939	Prbn.g_00598
OG0000549	Syal.g_02945	Prbn.g_00596
OG0000550	Syal.g_02949	Prbn.g_00592
OG0000551	Syal.g_02953	Prbn.g_00589
OG0000552	Syal.g_02954	Prbn.g_00588
OG0000553	Syal.g_02843	Prbn.g_00587
OG0000554	Syal.g_02837	Prbn.g_00582
OG0000555	Syal.g_02823	Prbn.g_00574
OG0000556	Syal.g_02819	Prbn.g_00572
OG0000557	Syal.g_02816	Prbn.g_00571
OG0000558	Syal.g_02814	Prbn.g_00569
