Orthogroup	Syal	Prbm
OG0000192	Syal.g_00847	Prbm.g_00181
OG0000193	Syal.g_00887	Prbm.g_00205
OG0000194	Syal.g_00890	Prbm.g_00208
OG0000195	Syal.g_00892	Prbm.g_00210
OG0000196	Syal.g_00903	Prbm.g_00220
OG0000197	Syal.g_00904	Prbm.g_00221
OG0000198	Syal.g_00905	Prbm.g_00222
OG0000199	Syal.g_00913	Prbm.g_00229
OG0000200	Syal.g_00932	Prbm.g_00243
OG0000201	Syal.g_00949	Prbm.g_00252
OG0000202	Syal.g_00950	Prbm.g_00253
OG0000203	Syal.g_00951	Prbm.g_00254
OG0000204	Syal.g_00952	Prbm.g_00255
OG0000205	Syal.g_00959	Prbm.g_00262
OG0000206	Syal.g_00971	Prbm.g_00266
OG0000207	Syal.g_00974	Prbm.g_00268
OG0000208	Syal.g_00975	Prbm.g_00269
OG0000209	Syal.g_01000	Prbm.g_00278
OG0000210	Syal.g_01001	Prbm.g_00279
OG0000211	Syal.g_00688	Prbm.g_00293
OG0000212	Syal.g_00679	Prbm.g_00301
OG0000213	Syal.g_01229	Prbm.g_00317
OG0000214	Syal.g_01246	Prbm.g_00325
OG0000215	Syal.g_01277	Prbm.g_00349
OG0000216	Syal.g_01281	Prbm.g_00350
OG0000217	Syal.g_01285	Prbm.g_00353
OG0000218	Syal.g_01287	Prbm.g_00355
OG0000219	Syal.g_01288	Prbm.g_00356
OG0000220	Syal.g_01289	Prbm.g_00357
OG0000221	Syal.g_01297	Prbm.g_00358
OG0000222	Syal.g_01309	Prbm.g_00366
OG0000223	Syal.g_01327	Prbm.g_00378
OG0000224	Syal.g_01329	Prbm.g_00380
OG0000225	Syal.g_00363	Prbm.g_00411
OG0000226	Syal.g_00367	Prbm.g_00415
OG0000227	Syal.g_00369	Prbm.g_00417
OG0000228	Syal.g_00556	Prbm.g_00422
OG0000229	Syal.g_00525	Prbm.g_00446
OG0000230	Syal.g_00523	Prbm.g_00448
OG0000231	Syal.g_00510	Prbm.g_00459
OG0000232	Syal.g_00495	Prbm.g_00484
OG0000233	Syal.g_00487	Prbm.g_00492
OG0000234	Syal.g_00461	Prbm.g_00501
OG0000235	Syal.g_02896	Prbm.g_00505
OG0000236	Syal.g_02912	Prbm.g_00518
OG0000237	Syal.g_02930	Prbm.g_00540
OG0000238	Syal.g_02935	Prbm.g_00546
OG0000239	Syal.g_02951	Prbm.g_00558
OG0000240	Syal.g_02952	Prbm.g_00559
OG0000241	Syal.g_02696	Prbm.g_00563
OG0000242	Syal.g_02840	Prbm.g_00565
OG0000243	Syal.g_02822	Prbm.g_00576
OG0000244	Syal.g_02815	Prbm.g_00579
OG0000245	Syal.g_02813	Prbm.g_00581
OG0000246	Syal.g_02809	Prbm.g_00585
OG0000247	Syal.g_02797	Prbm.g_00595
OG0000248	Syal.g_02794	Prbm.g_00597
OG0000249	Syal.g_02792	Prbm.g_00599
OG0000250	Syal.g_02786	Prbm.g_00604
OG0000251	Syal.g_02760	Prbm.g_00620
OG0000252	Syal.g_02757	Prbm.g_00623
OG0000253	Syal.g_02755	Prbm.g_00625
OG0000254	Syal.g_02732	Prbm.g_00642
OG0000255	Syal.g_02719	Prbm.g_00648
OG0000256	Syal.g_02705	Prbm.g_00658
OG0000257	Syal.g_02697	Prbm.g_00661
OG0000258	Syal.g_02623	Prbm.g_00674
OG0000259	Syal.g_02182	Prbm.g_00691
OG0000260	Syal.g_02188	Prbm.g_00694
OG0000261	Syal.g_02199	Prbm.g_00697
OG0000262	Syal.g_02204	Prbm.g_00702
OG0000263	Syal.g_01720	Prbm.g_00716
OG0000264	Syal.g_01788	Prbm.g_00728
OG0000265	Syal.g_02534	Prbm.g_00742
OG0000266	Syal.g_02421	Prbm.g_00752
OG0000267	Syal.g_02043	Prbm.g_00765
OG0000268	Syal.g_02042	Prbm.g_00766
OG0000269	Syal.g_02409	Prbm.g_00809
OG0000270	Syal.g_02412	Prbm.g_00812
OG0000271	Syal.g_01871	Prbm.g_00820
OG0000272	Syal.g_01872	Prbm.g_00821
OG0000273	Syal.g_02454	Prbm.g_00845
OG0000274	Syal.g_02455	Prbm.g_00846
OG0000275	Syal.g_02458	Prbm.g_00848
OG0000276	Syal.g_02467	Prbm.g_00854
OG0000277	Syal.g_02468	Prbm.g_00855
OG0000278	Syal.g_02471	Prbm.g_00858
OG0000279	Syal.g_02479	Prbm.g_00865
OG0000281	Syal.g_02190	Prbm.g_00871
OG0000282	Syal.g_02284	Prbm.g_00931
OG0000283	Syal.g_02028, Syal.g_02131	Prbm.g_00962
OG0000284	Syal.g_02023	Prbm.g_00967
OG0000285	Syal.g_02012	Prbm.g_00972
OG0000286	Syal.g_01992	Prbm.g_00987
OG0000287	Syal.g_01965	Prbm.g_00102
OG0000288	Syal.g_01919	Prbm.g_01034
OG0000289	Syal.g_01904	Prbm.g_01045
OG0000290	Syal.g_01826	Prbm.g_01061
OG0000291	Syal.g_01824	Prbm.g_01063
OG0000292	Syal.g_00089	Prbm.g_01210
OG0000293	Syal.g_01631	Prbm.g_01559
OG0000294	Syal.g_01632	Prbm.g_01558
OG0000295	Syal.g_01687	Prbm.g_01534
OG0000296	Syal.g_01689	Prbm.g_01532
OG0000297	Syal.g_01702	Prbm.g_01524
OG0000298	Syal.g_01703	Prbm.g_01523
OG0000299	Syal.g_01732	Prbm.g_01503
OG0000300	Syal.g_01738	Prbm.g_01500
OG0000301	Syal.g_01739	Prbm.g_01499
OG0000302	Syal.g_01740	Prbm.g_01497
OG0000303	Syal.g_01763	Prbm.g_01492
OG0000304	Syal.g_01756	Prbm.g_01489
OG0000305	Syal.g_01821	Prbm.g_01812
OG0000306	Syal.g_02579	Prbm.g_00875
OG0000307	Syal.g_02880	Prbm.g_01669
OG0000308	Syal.g_02878	Prbm.g_01670
OG0000309	Syal.g_02873	Prbm.g_01674
OG0000310	Syal.g_01537	Prbm.g_01694
OG0000311	Syal.g_00061	Prbm.g_01696
OG0000312	Syal.g_00031	Prbm.g_01699
OG0000313	Syal.g_00381	Prbm.g_01714
OG0000314	Syal.g_00416	Prbm.g_01735
OG0000315	Syal.g_00426	Prbm.g_01745
OG0000316	Syal.g_02987	Prbm.g_01770
OG0000317	Syal.g_00583	Prbm.g_01839
OG0000318	Syal.g_00588	Prbm.g_01842
OG0000319	Syal.g_00608	Prbm.g_01853
OG0000320	Syal.g_00610	Prbm.g_01855
OG0000321	Syal.g_00611	Prbm.g_01856
OG0000322	Syal.g_00612	Prbm.g_01857
OG0000323	Syal.g_00626	Prbm.g_01866
OG0000324	Syal.g_00656	Prbm.g_01893
OG0000325	Syal.g_00195	Prbm.g_01950
OG0000326	Syal.g_00202	Prbm.g_01956
OG0000327	Syal.g_00230	Prbm.g_01991
OG0000328	Syal.g_00231	Prbm.g_01992
OG0000329	Syal.g_00249	Prbm.g_02009
OG0000330	Syal.g_00250	Prbm.g_02010
OG0000331	Syal.g_00251	Prbm.g_02011
OG0000332	Syal.g_00266	Prbm.g_02025
OG0000333	Syal.g_00269	Prbm.g_02027
OG0000334	Syal.g_00279	Prbm.g_02036
OG0000335	Syal.g_00284	Prbm.g_02041
OG0000336	Syal.g_00288	Prbm.g_02045
OG0000337	Syal.g_01343	Prbm.g_02064
OG0000338	Syal.g_01345	Prbm.g_02065
OG0000339	Syal.g_01351	Prbm.g_02070
OG0000340	Syal.g_01434	Prbm.g_02079
OG0000341	Syal.g_01436	Prbm.g_02081
OG0000342	Syal.g_01437	Prbm.g_02082
OG0000343	Syal.g_01441	Prbm.g_02083
OG0000344	Syal.g_01445	Prbm.g_02086
OG0000345	Syal.g_01455	Prbm.g_02091
OG0000346	Syal.g_01460	Prbm.g_02095
OG0000347	Syal.g_01525	Prbm.g_02114
OG0000348	Syal.g_00170	Prbm.g_02149
OG0000349	Syal.g_00148	Prbm.g_02167
OG0000350	Syal.g_00209	Prbm.g_02188
OG0000351	Syal.g_01175	Prbm.g_02212
OG0000352	Syal.g_01176	Prbm.g_02213
OG0000353	Syal.g_00095	Prbm.g_02232
OG0000354	Syal.g_00116	Prbm.g_01220
OG0000355	Syal.g_00098	Prbm.g_00001
OG0000356	Syal.g_00099	Prbm.g_00002
OG0000357	Syal.g_00100	Prbm.g_00003
OG0000358	Syal.g_00104	Prbm.g_00007
OG0000359	Syal.g_00106	Prbm.g_00008
OG0000360	Syal.g_00107	Prbm.g_00009
OG0000361	Syal.g_00108	Prbm.g_00010
OG0000362	Syal.g_00110	Prbm.g_00012
OG0000363	Syal.g_00112	Prbm.g_00014
OG0000364	Syal.g_00113	Prbm.g_00015
OG0000365	Syal.g_00122	Prbm.g_00020
OG0000366	Syal.g_00123	Prbm.g_00021
OG0000367	Syal.g_00124	Prbm.g_00022
OG0000368	Syal.g_00126	Prbm.g_00024
OG0000369	Syal.g_00127	Prbm.g_00025
OG0000370	Syal.g_00128	Prbm.g_00026
OG0000371	Syal.g_00135	Prbm.g_00032
OG0000372	Syal.g_00141	Prbm.g_00033
OG0000373	Syal.g_00142	Prbm.g_00034
OG0000374	Syal.g_00143	Prbm.g_00035
OG0000375	Syal.g_00144	Prbm.g_00049
OG0000376	Syal.g_00146	Prbm.g_00051
OG0000377	Syal.g_01061	Prbm.g_00054
OG0000378	Syal.g_01027	Prbm.g_00056
OG0000379	Syal.g_02681, Syal.g_01024	Prbm.g_00059
OG0000380	Syal.g_00749	Prbm.g_00123
OG0000381	Syal.g_00752	Prbm.g_00127
OG0000382	Syal.g_00770	Prbm.g_00138
OG0000383	Syal.g_00775	Prbm.g_00140
OG0000384	Syal.g_00776	Prbm.g_00141
OG0000385	Syal.g_00777	Prbm.g_00142
OG0000386	Syal.g_00778	Prbm.g_00143
OG0000387	Syal.g_00811	Prbm.g_00156
OG0000388	Syal.g_00815	Prbm.g_00160
OG0000389	Syal.g_00819	Prbm.g_00163
OG0000390	Syal.g_00835	Prbm.g_00172
OG0000391	Syal.g_00840	Prbm.g_00176
OG0000392	Syal.g_00846	Prbm.g_00179
OG0000393	Syal.g_00849	Prbm.g_00182
OG0000394	Syal.g_00850	Prbm.g_00183
OG0000395	Syal.g_00851	Prbm.g_00184
OG0000396	Syal.g_00854	Prbm.g_00187
OG0000397	Syal.g_00857	Prbm.g_00189
OG0000398	Syal.g_00862	Prbm.g_00192
OG0000399	Syal.g_00863	Prbm.g_00193
OG0000400	Syal.g_00864	Prbm.g_00194
OG0000401	Syal.g_00865	Prbm.g_00195
OG0000402	Syal.g_00867	Prbm.g_01096
OG0000403	Syal.g_00868	Prbm.g_00196
OG0000404	Syal.g_00870	Prbm.g_00197
OG0000405	Syal.g_00883	Prbm.g_00202
OG0000406	Syal.g_00888	Prbm.g_00206
OG0000407	Syal.g_00889	Prbm.g_00207
OG0000408	Syal.g_00891	Prbm.g_00209
OG0000409	Syal.g_00893	Prbm.g_00211
OG0000410	Syal.g_00894	Prbm.g_00212
OG0000411	Syal.g_00895	Prbm.g_00213
OG0000412	Syal.g_00896	Prbm.g_00214
OG0000413	Syal.g_00898	Prbm.g_00215
OG0000414	Syal.g_00899	Prbm.g_00216
OG0000415	Syal.g_00900	Prbm.g_00217
OG0000416	Syal.g_00901	Prbm.g_00218
OG0000417	Syal.g_00902	Prbm.g_00219
OG0000418	Syal.g_00907	Prbm.g_00224
OG0000419	Syal.g_00909	Prbm.g_00226
OG0000420	Syal.g_00911	Prbm.g_00227
OG0000421	Syal.g_00916	Prbm.g_00232
OG0000422	Syal.g_00917	Prbm.g_00233
OG0000423	Syal.g_00918	Prbm.g_00234
OG0000424	Syal.g_00919	Prbm.g_00235
OG0000425	Syal.g_00920	Prbm.g_00236
OG0000426	Syal.g_00921	Prbm.g_00237
OG0000427	Syal.g_00922	Prbm.g_00238
OG0000428	Syal.g_00925	Prbm.g_00240
OG0000429	Syal.g_00929	Prbm.g_00241
OG0000430	Syal.g_00931	Prbm.g_00242
OG0000431	Syal.g_00934	Prbm.g_00244
OG0000432	Syal.g_00940	Prbm.g_00248
OG0000433	Syal.g_00943	Prbm.g_00249
OG0000434	Syal.g_00944	Prbm.g_00250
OG0000435	Syal.g_00946	Prbm.g_00251
OG0000436	Syal.g_00953	Prbm.g_00256
OG0000437	Syal.g_00954	Prbm.g_00257
OG0000438	Syal.g_00955	Prbm.g_00258
OG0000439	Syal.g_00957	Prbm.g_00260
OG0000440	Syal.g_00958	Prbm.g_00261
OG0000441	Syal.g_00962	Prbm.g_00263
OG0000442	Syal.g_00964	Prbm.g_00264
OG0000443	Syal.g_00966	Prbm.g_00265
OG0000444	Syal.g_00978	Prbm.g_00270
OG0000445	Syal.g_00979	Prbm.g_00271
OG0000446	Syal.g_00981	Prbm.g_00272
OG0000447	Syal.g_00989	Prbm.g_00273
OG0000448	Syal.g_00990	Prbm.g_00274
OG0000449	Syal.g_00991	Prbm.g_00275
OG0000450	Syal.g_00997	Prbm.g_00276
OG0000451	Syal.g_00998	Prbm.g_00277
OG0000452	Syal.g_01002	Prbm.g_00280
OG0000453	Syal.g_01003	Prbm.g_00281
OG0000454	Syal.g_01004	Prbm.g_00282
OG0000455	Syal.g_01005	Prbm.g_00283
OG0000456	Syal.g_01006	Prbm.g_00284
OG0000457	Syal.g_01008	Prbm.g_00285
OG0000458	Syal.g_01009	Prbm.g_00286
OG0000459	Syal.g_01010	Prbm.g_00287
OG0000460	Syal.g_00686	Prbm.g_00295
OG0000461	Syal.g_01199	Prbm.g_00303
OG0000462	Syal.g_01202	Prbm.g_00305
OG0000463	Syal.g_01203	Prbm.g_00306
OG0000464	Syal.g_01204	Prbm.g_00307
OG0000465	Syal.g_01205	Prbm.g_00308
OG0000466	Syal.g_01210	Prbm.g_00309
OG0000467	Syal.g_01212	Prbm.g_00310
OG0000468	Syal.g_01225	Prbm.g_00312
OG0000469	Syal.g_01240	Prbm.g_00320
OG0000470	Syal.g_01242	Prbm.g_00322
OG0000471	Syal.g_01243	Prbm.g_00323
OG0000472	Syal.g_01245	Prbm.g_00324
OG0000473	Syal.g_01247	Prbm.g_00326
OG0000474	Syal.g_01248	Prbm.g_00327
OG0000475	Syal.g_01249	Prbm.g_00328
OG0000476	Syal.g_01251	Prbm.g_00330
OG0000477	Syal.g_01257	Prbm.g_00332
OG0000478	Syal.g_01258	Prbm.g_00333
OG0000479	Syal.g_01259	Prbm.g_00334
OG0000480	Syal.g_01266	Prbm.g_00339
OG0000481	Syal.g_01268	Prbm.g_00341
OG0000482	Syal.g_01269	Prbm.g_00342
OG0000483	Syal.g_01273	Prbm.g_00345
OG0000484	Syal.g_01274	Prbm.g_00346
OG0000485	Syal.g_01275	Prbm.g_00347
OG0000486	Syal.g_01276	Prbm.g_00348
OG0000487	Syal.g_01282	Prbm.g_00351
OG0000488	Syal.g_01286	Prbm.g_00354
OG0000489	Syal.g_01298	Prbm.g_00359
OG0000490	Syal.g_01307	Prbm.g_00364
OG0000491	Syal.g_01308	Prbm.g_00365
OG0000492	Syal.g_01310	Prbm.g_00367
OG0000493	Syal.g_01311	Prbm.g_00368
OG0000494	Syal.g_01312	Prbm.g_00369
OG0000495	Syal.g_01313	Prbm.g_00370
OG0000496	Syal.g_01314	Prbm.g_00371
OG0000497	Syal.g_01315	Prbm.g_00372
OG0000498	Syal.g_01316	Prbm.g_00373
OG0000499	Syal.g_01317	Prbm.g_00374
OG0000500	Syal.g_01318	Prbm.g_00375
OG0000501	Syal.g_01321	Prbm.g_00376
OG0000502	Syal.g_01328	Prbm.g_00379
OG0000503	Syal.g_00347	Prbm.g_00400
OG0000504	Syal.g_00349	Prbm.g_00402
OG0000505	Syal.g_00350	Prbm.g_00403
OG0000506	Syal.g_00352	Prbm.g_00404
OG0000507	Syal.g_00358	Prbm.g_00407
OG0000508	Syal.g_00362	Prbm.g_00410
OG0000509	Syal.g_00364	Prbm.g_00412
OG0000510	Syal.g_00365	Prbm.g_00413
OG0000511	Syal.g_00366	Prbm.g_00414
OG0000512	Syal.g_00368	Prbm.g_00416
OG0000513	Syal.g_00551	Prbm.g_00426
OG0000514	Syal.g_00539	Prbm.g_00440
OG0000515	Syal.g_00538	Prbm.g_00441
OG0000516	Syal.g_00534	Prbm.g_00442
OG0000517	Syal.g_00526	Prbm.g_00445
OG0000518	Syal.g_00514	Prbm.g_00456
OG0000519	Syal.g_00513	Prbm.g_00457
OG0000520	Syal.g_00512	Prbm.g_00458
OG0000521	Syal.g_00502	Prbm.g_00480
OG0000522	Syal.g_00500	Prbm.g_00482
OG0000523	Syal.g_00499	Prbm.g_00483
OG0000524	Syal.g_00491	Prbm.g_00490
OG0000525	Syal.g_00473	Prbm.g_00494
OG0000526	Syal.g_00471	Prbm.g_00495
OG0000527	Syal.g_00465	Prbm.g_00498
OG0000528	Syal.g_02893	Prbm.g_00504
OG0000529	Syal.g_02898	Prbm.g_00507
OG0000530	Syal.g_02901	Prbm.g_00510
OG0000531	Syal.g_02902	Prbm.g_00511
OG0000532	Syal.g_02905	Prbm.g_00512
OG0000533	Syal.g_02907	Prbm.g_00513
OG0000534	Syal.g_02908	Prbm.g_00514
OG0000535	Syal.g_02909	Prbm.g_00515
OG0000536	Syal.g_02910	Prbm.g_00516
OG0000537	Syal.g_02911	Prbm.g_00517
OG0000538	Syal.g_02923	Prbm.g_00534
OG0000539	Syal.g_02924	Prbm.g_00535
OG0000540	Syal.g_02925	Prbm.g_00536
OG0000541	Syal.g_02926	Prbm.g_00537
OG0000542	Syal.g_02929	Prbm.g_00539
OG0000543	Syal.g_02931	Prbm.g_00541
OG0000544	Syal.g_02932	Prbm.g_00542
OG0000545	Syal.g_02934	Prbm.g_00544
OG0000546	Syal.g_02936	Prbm.g_00547
OG0000547	Syal.g_02938	Prbm.g_00549
OG0000548	Syal.g_02939	Prbm.g_00550
OG0000549	Syal.g_02945	Prbm.g_00553
OG0000550	Syal.g_02949	Prbm.g_00557
OG0000551	Syal.g_02953	Prbm.g_00560
OG0000552	Syal.g_02954	Prbm.g_00561
