Orthogroup	Prav	Prax
OG0000057	Prav.g_01296	Prax.g_00944
OG0000058	Prav.g_01512	Prax.g_01823
OG0000059	Prav.g_00292	Prax.g_01286
OG0000060	Prav.g_00964	Prax.g_00517
OG0000061	Prav.g_00065	Prax.g_00200
OG0000062	Prav.g_01656	Prax.g_01650
OG0000063	Prav.g_00101	Prax.g_00280
OG0000065	Prav.g_00172	Prax.g_01112
OG0000066	Prav.g_01137	Prax.g_00662
OG0000067	Prav.g_00397	Prax.g_00373
OG0000068	Prav.g_01473	Prax.g_01863
OG0000069	Prav.g_01881, Prav.g_01689	Prax.g_01616
OG0000070	Prav.g_01049	Prax.g_00750
OG0000071	Prav.g_01438	Prax.g_01899
OG0000072	Prav.g_00867	Prax.g_01047
OG0000073	Prav.g_01097	Prax.g_00702
OG0000074	Prav.g_01280	Prax.g_00960
OG0000075	Prav.g_00665	Prax.g_01370
OG0000076	Prav.g_00689	Prax.g_01394
OG0000077	Prav.g_00143	Prax.g_00649
OG0000078	Prav.g_00799	Prax.g_00979
OG0000079	Prav.g_01899	Prax.g_00923
OG0000081	Prav.g_01129	Prax.g_00670
OG0000082	Prav.g_01182	Prax.g_00045
OG0000083	Prav.g_00338	Prax.g_00437
OG0000083	Prav.g_00330	Prax.g_00444
OG0000084	Prav.g_01574	Prax.g_01737
OG0000085	Prav.g_01754	Prax.g_01566
OG0000086	Prav.g_00153	Prax.g_00659
OG0000087	Prav.g_00204	Prax.g_01079
OG0000088	Prav.g_00872	Prax.g_01052
OG0000089	Prav.g_00975	Prax.g_00817
OG0000090	Prav.g_01131	Prax.g_00668
OG0000091	Prav.g_01240	Prax.g_00101
OG0000092	Prav.g_00504	Prax.g_00566
OG0000093	Prav.g_01497	Prax.g_01769
OG0000093	Prav.g_00525	Prax.g_00588
OG0000094	Prav.g_00914	Prax.g_01185
OG0000095	Prav.g_00933	Prax.g_01204
OG0000096	Prav.g_01732	Prax.g_00500
OG0000096	Prav.g_01400	Prax.g_01936
OG0000097	Prav.g_01840	Prax.g_00241
OG0000098	Prav.g_01455	Prax.g_01881
OG0000099	Prav.g_01514	Prax.g_01825
OG0000100	Prav.g_01652	Prax.g_01654
OG0000101	Prav.g_00632	Prax.g_01338
OG0000102	Prav.g_00694	Prax.g_01399
OG0000103	Prav.g_00773	Prax.g_01478
OG0000104	Prav.g_00782	Prax.g_01486
OG0000105	Prav.g_01920	Prax.g_00901
OG0000106	Prav.g_00989	Prax.g_00803
OG0000107	Prav.g_01001	Prax.g_00790
OG0000108	Prav.g_01078	Prax.g_00722
OG0000109	Prav.g_01092	Prax.g_00707
OG0000110	Prav.g_01172	Prax.g_00035
OG0000111	Prav.g_01297	Prax.g_00943
OG0000112	Prav.g_00364	Prax.g_00409
OG0000113	Prav.g_00419	Prax.g_00351
OG0000114	Prav.g_00499	Prax.g_00561
OG0000115	Prav.g_00010	Prax.g_00132
OG0000116	Prav.g_00055	Prax.g_00190
OG0000117	Prav.g_01390	Prax.g_01959
OG0000118	Prav.g_01450	Prax.g_01887
OG0000119	Prav.g_01469	Prax.g_01867
OG0000120	Prav.g_01513	Prax.g_01832
OG0000121	Prav.g_01580	Prax.g_01726
OG0000122	Prav.g_01618	Prax.g_01688
OG0000123	Prav.g_00639	Prax.g_01345
OG0000124	Prav.g_00705	Prax.g_01410
OG0000125	Prav.g_00741	Prax.g_01447
OG0000126	Prav.g_00781	Prax.g_01485
OG0000128	Prav.g_00079	Prax.g_01974
OG0000129	Prav.g_00115	Prax.g_00269
OG0000130	Prav.g_00134	Prax.g_00640
OG0000131	Prav.g_00212	Prax.g_01073
OG0000132	Prav.g_00874	Prax.g_01054
OG0000133	Prav.g_01968	Prax.g_00853
OG0000134	Prav.g_00976	Prax.g_00816
OG0000135	Prav.g_00999	Prax.g_00792
OG0000136	Prav.g_01040	Prax.g_00759
OG0000137	Prav.g_01073	Prax.g_00727
OG0000138	Prav.g_01093	Prax.g_00706
OG0000139	Prav.g_01135	Prax.g_00664
OG0000140	Prav.g_01136	Prax.g_00663
OG0000141	Prav.g_01203	Prax.g_00066
OG0000142	Prav.g_01233	Prax.g_00094
OG0000143	Prav.g_01237	Prax.g_00098
OG0000144	Prav.g_01250	Prax.g_00111
OG0000145	Prav.g_00362	Prax.g_00413
OG0000146	Prav.g_00365	Prax.g_00408
OG0000147	Prav.g_00366	Prax.g_00407
OG0000148	Prav.g_00413	Prax.g_00357
OG0000149	Prav.g_00443	Prax.g_00326
OG0000150	Prav.g_00451	Prax.g_00318
OG0000151	Prav.g_00509	Prax.g_00571
OG0000152	Prav.g_00556	Prax.g_01129
OG0000153	Prav.g_00575	Prax.g_01148
OG0000154	Prav.g_00907	Prax.g_01178
OG0000155	Prav.g_01861	Prax.g_00220
OG0000156	Prav.g_01427	Prax.g_01910
OG0000157	Prav.g_01428	Prax.g_01909
OG0000158	Prav.g_01505	Prax.g_01780
OG0000160	Prav.g_01579	Prax.g_01727
OG0000161	Prav.g_01585	Prax.g_01721
OG0000162	Prav.g_01591	Prax.g_01715
OG0000163	Prav.g_01625	Prax.g_01681
OG0000164	Prav.g_01785	Prax.g_01535
OG0000165	Prav.g_01792	Prax.g_01528
OG0000166	Prav.g_00596	Prax.g_01302
OG0000167	Prav.g_00663	Prax.g_01368
OG0000168	Prav.g_00673	Prax.g_01378
OG0000169	Prav.g_00683	Prax.g_01388
OG0000170	Prav.g_00685	Prax.g_01390
OG0000171	Prav.g_00704	Prax.g_01409
OG0000172	Prav.g_00712	Prax.g_01418
OG0000173	Prav.g_00727	Prax.g_01433
OG0000174	Prav.g_00755	Prax.g_01460
OG0000175	Prav.g_00765	Prax.g_01470
OG0000176	Prav.g_00790	Prax.g_01494
OG0000177	Prav.g_00791	Prax.g_01495
OG0000178	Prav.g_00792	Prax.g_01496
OG0000179	Prav.g_00084	Prax.g_00297
OG0000180	Prav.g_00085	Prax.g_00296
OG0000181	Prav.g_00086	Prax.g_00295
OG0000182	Prav.g_00087	Prax.g_00294
OG0000183	Prav.g_00091	Prax.g_00290
OG0000184	Prav.g_00117	Prax.g_00621
OG0000185	Prav.g_00120	Prax.g_00624
OG0000186	Prav.g_00129	Prax.g_00635
OG0000187	Prav.g_00130	Prax.g_00636
OG0000188	Prav.g_00147	Prax.g_00653
OG0000189	Prav.g_00161	Prax.g_01122
OG0000190	Prav.g_00162	Prax.g_01121
OG0000191	Prav.g_00182	Prax.g_01101
OG0000192	Prav.g_00186	Prax.g_01097
OG0000193	Prav.g_00213	Prax.g_01072
OG0000194	Prav.g_00216	Prax.g_01069
OG0000195	Prav.g_00887	Prax.g_01067
OG0000196	Prav.g_00877	Prax.g_01057
OG0000197	Prav.g_00876	Prax.g_01056
OG0000198	Prav.g_00875	Prax.g_01055
OG0000199	Prav.g_00868	Prax.g_01048
OG0000200	Prav.g_00854	Prax.g_01034
OG0000201	Prav.g_00846	Prax.g_01026
OG0000202	Prav.g_00845	Prax.g_01025
OG0000203	Prav.g_00844	Prax.g_01024
OG0000204	Prav.g_00843	Prax.g_01023
OG0000205	Prav.g_00836	Prax.g_01016
OG0000206	Prav.g_00831	Prax.g_01011
OG0000207	Prav.g_00829	Prax.g_01009
OG0000208	Prav.g_00828	Prax.g_01008
OG0000209	Prav.g_00819	Prax.g_00999
OG0000210	Prav.g_00818	Prax.g_00998
OG0000211	Prav.g_00805	Prax.g_00985
OG0000212	Prav.g_00798	Prax.g_00978
OG0000213	Prav.g_01904	Prax.g_00918
OG0000214	Prav.g_01914	Prax.g_00908
OG0000215	Prav.g_01938	Prax.g_00883
OG0000216	Prav.g_01940	Prax.g_00881
OG0000217	Prav.g_01943	Prax.g_00878
OG0000218	Prav.g_01945	Prax.g_00876
OG0000219	Prav.g_01946	Prax.g_00875
OG0000220	Prav.g_01947	Prax.g_00874
OG0000221	Prav.g_01948	Prax.g_00873
OG0000222	Prav.g_01956	Prax.g_00865
OG0000223	Prav.g_01969	Prax.g_00850
OG0000224	Prav.g_01971	Prax.g_00848
OG0000225	Prav.g_01992	Prax.g_00827
OG0000226	Prav.g_01996	Prax.g_00823
OG0000227	Prav.g_01998	Prax.g_00821
OG0000228	Prav.g_00974	Prax.g_00818
OG0000229	Prav.g_01035	Prax.g_00764
OG0000230	Prav.g_01037	Prax.g_00762
OG0000231	Prav.g_01048	Prax.g_00751
OG0000232	Prav.g_01056	Prax.g_00743
OG0000233	Prav.g_01061	Prax.g_00738
OG0000234	Prav.g_01074	Prax.g_00726
OG0000235	Prav.g_01077	Prax.g_00723
OG0000236	Prav.g_01091	Prax.g_00708
OG0000237	Prav.g_01104	Prax.g_00695
OG0000238	Prav.g_01110	Prax.g_00689
OG0000239	Prav.g_01123	Prax.g_00676
OG0000240	Prav.g_01124	Prax.g_00675
OG0000241	Prav.g_01128	Prax.g_00671
OG0000242	Prav.g_01130	Prax.g_00669
OG0000243	Prav.g_01141	Prax.g_00004
OG0000244	Prav.g_01144	Prax.g_00007
OG0000245	Prav.g_01146	Prax.g_00009
OG0000246	Prav.g_01150	Prax.g_00013
OG0000247	Prav.g_01160	Prax.g_00023
OG0000248	Prav.g_01162	Prax.g_00025
OG0000249	Prav.g_01164	Prax.g_00027
OG0000250	Prav.g_01169	Prax.g_00032
OG0000251	Prav.g_01187	Prax.g_00050
OG0000252	Prav.g_01190	Prax.g_00053
OG0000253	Prav.g_01191	Prax.g_00054
OG0000254	Prav.g_01207	Prax.g_00070
OG0000255	Prav.g_01213	Prax.g_00076
OG0000256	Prav.g_01225	Prax.g_00086
OG0000257	Prav.g_01228	Prax.g_00089
OG0000258	Prav.g_01241	Prax.g_00102
OG0000259	Prav.g_01258	Prax.g_00119
OG0000260	Prav.g_01261	Prax.g_00122
OG0000261	Prav.g_01263	Prax.g_00977
OG0000262	Prav.g_01267	Prax.g_00973
OG0000263	Prav.g_01279	Prax.g_00961
OG0000264	Prav.g_01289	Prax.g_00951
OG0000265	Prav.g_00306	Prax.g_00485
OG0000266	Prav.g_00316	Prax.g_00475
OG0000267	Prav.g_00327	Prax.g_00464
OG0000268	Prav.g_00328	Prax.g_00463
OG0000269	Prav.g_00392	Prax.g_00378
OG0000270	Prav.g_00395	Prax.g_00375
OG0000271	Prav.g_00403	Prax.g_00367
OG0000272	Prav.g_00404	Prax.g_00366
OG0000273	Prav.g_00427	Prax.g_00343
OG0000274	Prav.g_00428	Prax.g_00342
OG0000275	Prav.g_00430	Prax.g_00339
OG0000276	Prav.g_00435	Prax.g_00334
OG0000277	Prav.g_00436	Prax.g_00333
OG0000278	Prav.g_00439	Prax.g_00330
OG0000279	Prav.g_00446	Prax.g_00323
OG0000280	Prav.g_00447	Prax.g_00322
OG0000281	Prav.g_00452	Prax.g_00317
OG0000282	Prav.g_00501	Prax.g_00563
OG0000283	Prav.g_00533	Prax.g_00597
OG0000284	Prav.g_00538	Prax.g_00602
OG0000285	Prav.g_00543	Prax.g_00607
OG0000286	Prav.g_00555	Prax.g_00619
OG0000287	Prav.g_00572	Prax.g_01145
OG0000288	Prav.g_00906	Prax.g_01177
OG0000289	Prav.g_00917	Prax.g_01188
OG0000290	Prav.g_00930	Prax.g_01201
OG0000291	Prav.g_00932	Prax.g_01203
OG0000292	Prav.g_00261	Prax.g_01254
OG0000293	Prav.g_00056	Prax.g_00191
OG0000294	Prav.g_00057	Prax.g_00192
OG0000295	Prav.g_00077	Prax.g_00212
OG0000296	Prav.g_01867	Prax.g_00214
OG0000297	Prav.g_01859	Prax.g_00222
OG0000298	Prav.g_01858	Prax.g_00223
OG0000299	Prav.g_01841	Prax.g_00240
OG0000300	Prav.g_01838	Prax.g_00243
OG0000301	Prav.g_00955, Prav.g_01837	Prax.g_00244
OG0000302	Prav.g_01835	Prax.g_00246
OG0000303	Prav.g_01828	Prax.g_00253
OG0000304	Prav.g_01824	Prax.g_00257
OG0000305	Prav.g_01465	Prax.g_01871
OG0000306	Prav.g_01468	Prax.g_01868
OG0000307	Prav.g_01482	Prax.g_01854
OG0000308	Prav.g_01483	Prax.g_01853
OG0000309	Prav.g_01487	Prax.g_01849
OG0000310	Prav.g_01563	Prax.g_01748
OG0000311	Prav.g_01565	Prax.g_01746
OG0000312	Prav.g_01568	Prax.g_01743
OG0000313	Prav.g_01582	Prax.g_01724
OG0000314	Prav.g_01605	Prax.g_01701
OG0000315	Prav.g_01615	Prax.g_01691
OG0000316	Prav.g_01635	Prax.g_01671
OG0000317	Prav.g_01759	Prax.g_01561
OG0000318	Prav.g_01762	Prax.g_01558
OG0000319	Prav.g_01775	Prax.g_01545
OG0000320	Prav.g_01777	Prax.g_01543
OG0000321	Prav.g_01778	Prax.g_01542
OG0000322	Prav.g_01779	Prax.g_01541
OG0000323	Prav.g_01788	Prax.g_01532
OG0000324	Prav.g_01815	Prax.g_01505
OG0000325	Prav.g_00269	Prax.g_01263
OG0000326	Prav.g_00275	Prax.g_01269
OG0000327	Prav.g_00591	Prax.g_01297
OG0000328	Prav.g_00592	Prax.g_01298
OG0000329	Prav.g_00609	Prax.g_01315
OG0000330	Prav.g_00610	Prax.g_01316
OG0000331	Prav.g_00611	Prax.g_01317
OG0000332	Prav.g_00625	Prax.g_01331
OG0000333	Prav.g_00627	Prax.g_01333
OG0000334	Prav.g_00635	Prax.g_01341
OG0000335	Prav.g_00640	Prax.g_01346
OG0000336	Prav.g_00644	Prax.g_01350
OG0000337	Prav.g_00661	Prax.g_01366
OG0000338	Prav.g_00662	Prax.g_01367
OG0000339	Prav.g_00666	Prax.g_01371
OG0000340	Prav.g_00674	Prax.g_01379
OG0000341	Prav.g_00676	Prax.g_01381
OG0000342	Prav.g_00677	Prax.g_01382
OG0000343	Prav.g_00678	Prax.g_01383
OG0000344	Prav.g_00681	Prax.g_01386
OG0000345	Prav.g_00686	Prax.g_01391
OG0000346	Prav.g_00690	Prax.g_01395
OG0000347	Prav.g_00706	Prax.g_01411
OG0000348	Prav.g_00715	Prax.g_01421
OG0000349	Prav.g_00732	Prax.g_01438
OG0000350	Prav.g_00751	Prax.g_01456
OG0000351	Prav.g_00768	Prax.g_01473
OG0000352	Prav.g_00769	Prax.g_01474
OG0000353	Prav.g_00785	Prax.g_01489
OG0000355	Prav.g_00787	Prax.g_01491
OG0000356	Prav.g_00788	Prax.g_01492
OG0000357	Prav.g_00789	Prax.g_01493
OG0000358	Prav.g_00793	Prax.g_01497
OG0000359	Prav.g_00794	Prax.g_01498
OG0000360	Prav.g_00795	Prax.g_01499
OG0000361	Prav.g_00078	Prax.g_01975
OG0000362	Prav.g_00080	Prax.g_01973
OG0000363	Prav.g_00082	Prax.g_00299
OG0000364	Prav.g_00083	Prax.g_00298
OG0000365	Prav.g_00088	Prax.g_00293
OG0000366	Prav.g_00089	Prax.g_00292
OG0000367	Prav.g_00090	Prax.g_00291
OG0000368	Prav.g_00092	Prax.g_00289
OG0000369	Prav.g_00093	Prax.g_00288
OG0000370	Prav.g_00094	Prax.g_00287
OG0000371	Prav.g_00100	Prax.g_00281
OG0000372	Prav.g_00103	Prax.g_00278
OG0000373	Prav.g_00104	Prax.g_00277
OG0000374	Prav.g_00105	Prax.g_00276
OG0000375	Prav.g_00111	Prax.g_00273
OG0000376	Prav.g_00113	Prax.g_00271
OG0000377	Prav.g_00116	Prax.g_00261
OG0000378	Prav.g_00118	Prax.g_00622
OG0000379	Prav.g_00121	Prax.g_00625
OG0000380	Prav.g_00131	Prax.g_00637
OG0000381	Prav.g_00135	Prax.g_00641
OG0000382	Prav.g_00146	Prax.g_00652
OG0000383	Prav.g_00148	Prax.g_00654
OG0000384	Prav.g_00149	Prax.g_00655
OG0000385	Prav.g_00150	Prax.g_00656
OG0000386	Prav.g_00151	Prax.g_00657
OG0000387	Prav.g_00164	Prax.g_01119
OG0000388	Prav.g_00167	Prax.g_01116
OG0000389	Prav.g_00171	Prax.g_01113
OG0000390	Prav.g_00178	Prax.g_01106
OG0000391	Prav.g_00181	Prax.g_01102
OG0000392	Prav.g_00185	Prax.g_01098
OG0000393	Prav.g_00187	Prax.g_01096
OG0000394	Prav.g_00188	Prax.g_01095
OG0000395	Prav.g_00189	Prax.g_01094
OG0000396	Prav.g_00192	Prax.g_01091
OG0000397	Prav.g_00194	Prax.g_01089
OG0000398	Prav.g_00196	Prax.g_01087
OG0000399	Prav.g_00197	Prax.g_01086
OG0000400	Prav.g_00198	Prax.g_01085
OG0000401	Prav.g_00199	Prax.g_01084
OG0000402	Prav.g_00201	Prax.g_01082
OG0000403	Prav.g_00202	Prax.g_01081
OG0000404	Prav.g_00203	Prax.g_01080
OG0000405	Prav.g_00207	Prax.g_01076
OG0000406	Prav.g_00214	Prax.g_01071
OG0000407	Prav.g_00215	Prax.g_01070
OG0000409	Prav.g_00886	Prax.g_01066
OG0000410	Prav.g_00885	Prax.g_01065
OG0000411	Prav.g_00884	Prax.g_01064
OG0000412	Prav.g_00883	Prax.g_01063
OG0000413	Prav.g_00882	Prax.g_01062
OG0000414	Prav.g_00881	Prax.g_01061
OG0000415	Prav.g_00880	Prax.g_01060
OG0000416	Prav.g_00879	Prax.g_01059
OG0000417	Prav.g_00878	Prax.g_01058
OG0000418	Prav.g_00873	Prax.g_01053
OG0000419	Prav.g_00871	Prax.g_01051
OG0000420	Prav.g_00870	Prax.g_01050
OG0000421	Prav.g_00865	Prax.g_01045
OG0000422	Prav.g_00864	Prax.g_01044
OG0000423	Prav.g_00863	Prax.g_01043
OG0000424	Prav.g_00862	Prax.g_01042
OG0000425	Prav.g_00861	Prax.g_01041
OG0000426	Prav.g_00860	Prax.g_01040
OG0000427	Prav.g_00859	Prax.g_01039
OG0000428	Prav.g_00857	Prax.g_01037
OG0000429	Prav.g_00856	Prax.g_01036
OG0000430	Prav.g_00855	Prax.g_01035
OG0000431	Prav.g_00853	Prax.g_01033
OG0000432	Prav.g_00850	Prax.g_01030
OG0000433	Prav.g_00849	Prax.g_01029
OG0000434	Prav.g_00848	Prax.g_01028
OG0000435	Prav.g_00847	Prax.g_01027
OG0000436	Prav.g_00842	Prax.g_01022
OG0000437	Prav.g_00841	Prax.g_01021
OG0000438	Prav.g_00840	Prax.g_01020
OG0000439	Prav.g_00838	Prax.g_01018
OG0000440	Prav.g_00837	Prax.g_01017
OG0000441	Prav.g_00834	Prax.g_01014
OG0000442	Prav.g_00833	Prax.g_01013
OG0000443	Prav.g_00832	Prax.g_01012
OG0000444	Prav.g_00827	Prax.g_01007
OG0000445	Prav.g_00826	Prax.g_01006
OG0000446	Prav.g_00825	Prax.g_01005
OG0000447	Prav.g_00824	Prax.g_01004
OG0000448	Prav.g_00823	Prax.g_01003
OG0000449	Prav.g_00822	Prax.g_01002
OG0000450	Prav.g_00821	Prax.g_01001
OG0000451	Prav.g_00820	Prax.g_01000
OG0000452	Prav.g_00817	Prax.g_00997
OG0000453	Prav.g_00816	Prax.g_00996
OG0000454	Prav.g_00815	Prax.g_00995
OG0000455	Prav.g_00814	Prax.g_00994
OG0000456	Prav.g_00813	Prax.g_00993
OG0000457	Prav.g_00812	Prax.g_00992
OG0000458	Prav.g_00811	Prax.g_00991
OG0000459	Prav.g_00810	Prax.g_00990
OG0000460	Prav.g_00803	Prax.g_00983
OG0000461	Prav.g_01889	Prax.g_00933
OG0000462	Prav.g_01891	Prax.g_00931
OG0000463	Prav.g_01892	Prax.g_00930
OG0000464	Prav.g_01893	Prax.g_00929
OG0000465	Prav.g_01894	Prax.g_00928
OG0000466	Prav.g_01897	Prax.g_00925
OG0000467	Prav.g_01898	Prax.g_00924
OG0000468	Prav.g_01900	Prax.g_00922
OG0000469	Prav.g_01909	Prax.g_00913
OG0000470	Prav.g_01911	Prax.g_00911
OG0000471	Prav.g_01912	Prax.g_00910
OG0000472	Prav.g_01913	Prax.g_00909
OG0000473	Prav.g_01915	Prax.g_00907
OG0000474	Prav.g_01916	Prax.g_00906
OG0000475	Prav.g_01917	Prax.g_00905
OG0000476	Prav.g_01918	Prax.g_00904
OG0000477	Prav.g_01921	Prax.g_00900
OG0000478	Prav.g_01922	Prax.g_00899
OG0000479	Prav.g_01923	Prax.g_00898
OG0000480	Prav.g_01928	Prax.g_00893
OG0000481	Prav.g_01930	Prax.g_00891
OG0000482	Prav.g_01931	Prax.g_00890
OG0000483	Prav.g_01934	Prax.g_00887
OG0000484	Prav.g_01935	Prax.g_00886
OG0000485	Prav.g_01936	Prax.g_00885
OG0000486	Prav.g_01937	Prax.g_00884
OG0000487	Prav.g_01941	Prax.g_00880
OG0000488	Prav.g_01944	Prax.g_00877
OG0000489	Prav.g_01949	Prax.g_00872
OG0000490	Prav.g_01954	Prax.g_00867
OG0000491	Prav.g_01955	Prax.g_00866
OG0000492	Prav.g_01957	Prax.g_00864
OG0000493	Prav.g_01958	Prax.g_00863
OG0000494	Prav.g_01959	Prax.g_00862
OG0000495	Prav.g_01960	Prax.g_00861
OG0000496	Prav.g_01961	Prax.g_00860
OG0000497	Prav.g_01962	Prax.g_00859
OG0000498	Prav.g_01963	Prax.g_00858
OG0000499	Prav.g_01964	Prax.g_00857
OG0000500	Prav.g_01965	Prax.g_00856
OG0000501	Prav.g_01967	Prax.g_00854
OG0000502	Prav.g_01970	Prax.g_00849
OG0000503	Prav.g_01980	Prax.g_00839
OG0000504	Prav.g_01981	Prax.g_00838
OG0000505	Prav.g_01982	Prax.g_00837
OG0000506	Prav.g_01984	Prax.g_00835
OG0000507	Prav.g_01987	Prax.g_00832
OG0000508	Prav.g_01991	Prax.g_00828
OG0000509	Prav.g_01993	Prax.g_00826
OG0000510	Prav.g_01994	Prax.g_00825
OG0000511	Prav.g_01995	Prax.g_00824
OG0000512	Prav.g_01997	Prax.g_00822
OG0000513	Prav.g_00977	Prax.g_00815
OG0000514	Prav.g_01030	Prax.g_00769
OG0000515	Prav.g_01031	Prax.g_00768
OG0000516	Prav.g_01032	Prax.g_00767
OG0000517	Prav.g_01034	Prax.g_00765
OG0000518	Prav.g_01045	Prax.g_00754
OG0000519	Prav.g_01046	Prax.g_00753
OG0000520	Prav.g_01047	Prax.g_00752
OG0000521	Prav.g_01052	Prax.g_00747
OG0000522	Prav.g_01053	Prax.g_00746
OG0000523	Prav.g_01054	Prax.g_00745
OG0000524	Prav.g_01059	Prax.g_00740
OG0000525	Prav.g_01062	Prax.g_00737
OG0000526	Prav.g_01063	Prax.g_00736
OG0000527	Prav.g_01071	Prax.g_00729
OG0000528	Prav.g_01076	Prax.g_00724
OG0000529	Prav.g_01079	Prax.g_00721
OG0000530	Prav.g_01082	Prax.g_00718
OG0000531	Prav.g_01083	Prax.g_00717
OG0000532	Prav.g_01085	Prax.g_00715
OG0000533	Prav.g_01086	Prax.g_00714
OG0000534	Prav.g_01087	Prax.g_00713
OG0000535	Prav.g_01088	Prax.g_00712
OG0000536	Prav.g_01089	Prax.g_00711
OG0000537	Prav.g_01090	Prax.g_00709
OG0000538	Prav.g_01098	Prax.g_00701
OG0000539	Prav.g_01099	Prax.g_00700
OG0000540	Prav.g_01100	Prax.g_00699
OG0000541	Prav.g_01101	Prax.g_00698
OG0000542	Prav.g_01103	Prax.g_00696
OG0000543	Prav.g_01105	Prax.g_00694
OG0000544	Prav.g_01106	Prax.g_00693
OG0000545	Prav.g_01108	Prax.g_00691
OG0000546	Prav.g_01111	Prax.g_00688
OG0000547	Prav.g_01113	Prax.g_00686
OG0000548	Prav.g_01114	Prax.g_00685
OG0000549	Prav.g_01116	Prax.g_00683
OG0000550	Prav.g_01121	Prax.g_00678
OG0000551	Prav.g_01125	Prax.g_00674
OG0000552	Prav.g_01126	Prax.g_00673
OG0000553	Prav.g_01127	Prax.g_00672
OG0000554	Prav.g_01132	Prax.g_00667
OG0000555	Prav.g_01140	Prax.g_00003
OG0000556	Prav.g_01142	Prax.g_00005
OG0000557	Prav.g_01143	Prax.g_00006
OG0000558	Prav.g_01145	Prax.g_00008
OG0000559	Prav.g_01149	Prax.g_00012
OG0000560	Prav.g_01152	Prax.g_00015
OG0000561	Prav.g_01153	Prax.g_00016
OG0000562	Prav.g_01154	Prax.g_00017
OG0000563	Prav.g_01155	Prax.g_00018
