Orthogroup	Prav	Prad
OG0000079	Prav.g_01899	Prad.g_01739
OG0000081	Prav.g_01129	Prad.g_00098
OG0000082	Prav.g_01182	Prad.g_01374
OG0000083	Prav.g_00338	Prad.g_01082
OG0000083	Prav.g_00330	Prad.g_01075
OG0000084	Prav.g_01574	Prad.g_00519
OG0000085	Prav.g_01754	Prad.g_00948
OG0000086	Prav.g_00153	Prad.g_01905
OG0000087	Prav.g_00204	Prad.g_01854
OG0000088	Prav.g_00872	Prad.g_01825
OG0000089	Prav.g_00975	Prad.g_00755
OG0000090	Prav.g_01131	Prad.g_00096
OG0000091	Prav.g_01240	Prad.g_01431
OG0000092	Prav.g_00504	Prad.g_00240
OG0000093	Prav.g_00525	Prad.g_00218
OG0000094	Prav.g_00914	Prad.g_01038
OG0000095	Prav.g_00933	Prad.g_01018
OG0000096	Prav.g_01400	Prad.g_00330
OG0000097	Prav.g_01840	Prad.g_01454
OG0000098	Prav.g_01455	Prad.g_00612
OG0000099	Prav.g_01514	Prad.g_00566
OG0000100	Prav.g_01652	Prad.g_00440
OG0000101	Prav.g_00632	Prad.g_00807
OG0000102	Prav.g_00694	Prad.g_01626
OG0000103	Prav.g_00773	Prad.g_01548
OG0000104	Prav.g_00782	Prad.g_01540
OG0000105	Prav.g_01920	Prad.g_01717
OG0000106	Prav.g_00989	Prad.g_00739
OG0000107	Prav.g_01001	Prad.g_00724
OG0000108	Prav.g_01078	Prad.g_00027
OG0000109	Prav.g_01092	Prad.g_00013
OG0000110	Prav.g_01172	Prad.g_01364
OG0000111	Prav.g_01297	Prad.g_01273
OG0000112	Prav.g_00364	Prad.g_01109
OG0000113	Prav.g_00419	Prad.g_01168
OG0000114	Prav.g_00499	Prad.g_00245
OG0000115	Prav.g_00010	Prad.g_00641
OG0000116	Prav.g_00055	Prad.g_01506
OG0000117	Prav.g_01390	Prad.g_01214
OG0000118	Prav.g_01450	Prad.g_00616
OG0000119	Prav.g_01469	Prad.g_00598
OG0000120	Prav.g_01513	Prad.g_00564
OG0000121	Prav.g_01580	Prad.g_00513
OG0000122	Prav.g_01618	Prad.g_00474
OG0000123	Prav.g_00639	Prad.g_00800
OG0000124	Prav.g_00705	Prad.g_01616
OG0000125	Prav.g_00741	Prad.g_01580
OG0000126	Prav.g_00781	Prad.g_01541
OG0000128	Prav.g_00079	Prad.g_01975
OG0000129	Prav.g_00115	Prad.g_01943
OG0000130	Prav.g_00134	Prad.g_01924
OG0000131	Prav.g_00212	Prad.g_01846
OG0000132	Prav.g_00874	Prad.g_01827
OG0000133	Prav.g_01968	Prad.g_01669
OG0000134	Prav.g_00976	Prad.g_00754
OG0000135	Prav.g_00999	Prad.g_00727
OG0000136	Prav.g_01040	Prad.g_00066
OG0000137	Prav.g_01073	Prad.g_00032
OG0000138	Prav.g_01093	Prad.g_00012
OG0000139	Prav.g_01135	Prad.g_00092
OG0000140	Prav.g_01136	Prad.g_00091
OG0000141	Prav.g_01203	Prad.g_01396
OG0000142	Prav.g_01233	Prad.g_01424
OG0000143	Prav.g_01237	Prad.g_01428
OG0000144	Prav.g_01250	Prad.g_01226
OG0000145	Prav.g_00362	Prad.g_01107
OG0000146	Prav.g_00365	Prad.g_01110
OG0000147	Prav.g_00366	Prad.g_01111
OG0000148	Prav.g_00413	Prad.g_01162
OG0000149	Prav.g_00443	Prad.g_00301
OG0000150	Prav.g_00451	Prad.g_00293
OG0000151	Prav.g_00509	Prad.g_00235
OG0000152	Prav.g_00556	Prad.g_00186
OG0000153	Prav.g_00575	Prad.g_00167
OG0000154	Prav.g_00907	Prad.g_00139
OG0000155	Prav.g_01861	Prad.g_01476
OG0000156	Prav.g_01427	Prad.g_00359
OG0000157	Prav.g_01428	Prad.g_00360
OG0000158	Prav.g_01505	Prad.g_00567
OG0000159	Prav.g_01506	Prad.g_00563
OG0000160	Prav.g_01579	Prad.g_00514
OG0000161	Prav.g_01585	Prad.g_00508
OG0000162	Prav.g_01591	Prad.g_00502
OG0000163	Prav.g_01625	Prad.g_00467
OG0000164	Prav.g_01785	Prad.g_00917
OG0000165	Prav.g_01792	Prad.g_00910
OG0000166	Prav.g_00596	Prad.g_00843
OG0000167	Prav.g_00663	Prad.g_00777
OG0000168	Prav.g_00673	Prad.g_00767
OG0000169	Prav.g_00683	Prad.g_01637
OG0000170	Prav.g_00685	Prad.g_01635
OG0000171	Prav.g_00704	Prad.g_01617
OG0000172	Prav.g_00712	Prad.g_01609
OG0000173	Prav.g_00727	Prad.g_01594
OG0000174	Prav.g_00755	Prad.g_01566
OG0000175	Prav.g_00765	Prad.g_01556
OG0000176	Prav.g_00790	Prad.g_01532
OG0000177	Prav.g_00791	Prad.g_01531
OG0000178	Prav.g_00792	Prad.g_01530
OG0000179	Prav.g_00084	Prad.g_01970
OG0000180	Prav.g_00085	Prad.g_01969
OG0000181	Prav.g_00086	Prad.g_01968
OG0000182	Prav.g_00087	Prad.g_01967
OG0000183	Prav.g_00091	Prad.g_01963
OG0000184	Prav.g_00117	Prad.g_01940
OG0000185	Prav.g_00120	Prad.g_01937
OG0000186	Prav.g_00129	Prad.g_01929
OG0000187	Prav.g_00130	Prad.g_01928
OG0000188	Prav.g_00147	Prad.g_01911
OG0000189	Prav.g_00161	Prad.g_01897
OG0000190	Prav.g_00162	Prad.g_01896
OG0000191	Prav.g_00182	Prad.g_01876
OG0000192	Prav.g_00186	Prad.g_01872
OG0000193	Prav.g_00213	Prad.g_01845
OG0000194	Prav.g_00216	Prad.g_01842
OG0000195	Prav.g_00887	Prad.g_01840
OG0000196	Prav.g_00877	Prad.g_01830
OG0000197	Prav.g_00876	Prad.g_01829
OG0000198	Prav.g_00875	Prad.g_01828
OG0000199	Prav.g_00868	Prad.g_01821
OG0000200	Prav.g_00854	Prad.g_01807
OG0000201	Prav.g_00846	Prad.g_01799
OG0000202	Prav.g_00845	Prad.g_01798
OG0000203	Prav.g_00844	Prad.g_01797
OG0000204	Prav.g_00843	Prad.g_01796
OG0000205	Prav.g_00836	Prad.g_01789
OG0000206	Prav.g_00831	Prad.g_01784
OG0000207	Prav.g_00829	Prad.g_01782
OG0000208	Prav.g_00828	Prad.g_01781
OG0000209	Prav.g_00819	Prad.g_01772
OG0000210	Prav.g_00818	Prad.g_01771
OG0000211	Prav.g_00805	Prad.g_01758
OG0000212	Prav.g_00798	Prad.g_01751
OG0000213	Prav.g_01904	Prad.g_01734
OG0000214	Prav.g_01914	Prad.g_01724
OG0000215	Prav.g_01938	Prad.g_01699
OG0000216	Prav.g_01940	Prad.g_01697
OG0000217	Prav.g_01943	Prad.g_01694
OG0000218	Prav.g_01945	Prad.g_01692
OG0000219	Prav.g_01946	Prad.g_01691
OG0000220	Prav.g_01947	Prad.g_01690
OG0000221	Prav.g_01948	Prad.g_01689
OG0000222	Prav.g_01956	Prad.g_01681
OG0000223	Prav.g_01969	Prad.g_01668
OG0000224	Prav.g_01971	Prad.g_01666
OG0000225	Prav.g_01992	Prad.g_01645
OG0000226	Prav.g_01996	Prad.g_00761
OG0000227	Prav.g_01998	Prad.g_00759
OG0000228	Prav.g_00974	Prad.g_00756
OG0000229	Prav.g_01035	Prad.g_00666
OG0000230	Prav.g_01037	Prad.g_00069
OG0000231	Prav.g_01048	Prad.g_00058
OG0000232	Prav.g_01056	Prad.g_00049
OG0000233	Prav.g_01061	Prad.g_00043
OG0000234	Prav.g_01074	Prad.g_00031
OG0000235	Prav.g_01077	Prad.g_00028
OG0000236	Prav.g_01091	Prad.g_00014
OG0000237	Prav.g_01104	Prad.g_00123
OG0000238	Prav.g_01110	Prad.g_00117
OG0000239	Prav.g_01123	Prad.g_00104
OG0000240	Prav.g_01124	Prad.g_00103
OG0000241	Prav.g_01128	Prad.g_00099
OG0000242	Prav.g_01130	Prad.g_00097
OG0000243	Prav.g_01141	Prad.g_01333
OG0000244	Prav.g_01144	Prad.g_01336
OG0000245	Prav.g_01146	Prad.g_01338
OG0000246	Prav.g_01150	Prad.g_01342
OG0000247	Prav.g_01160	Prad.g_01352
OG0000248	Prav.g_01162	Prad.g_01354
OG0000249	Prav.g_01164	Prad.g_01356
OG0000250	Prav.g_01169	Prad.g_01361
OG0000251	Prav.g_01187	Prad.g_01380
OG0000252	Prav.g_01190	Prad.g_01383
OG0000253	Prav.g_01191	Prad.g_01384
OG0000254	Prav.g_01207	Prad.g_01400
OG0000255	Prav.g_01213	Prad.g_01406
OG0000256	Prav.g_01225	Prad.g_01416
OG0000257	Prav.g_01228	Prad.g_01419
OG0000258	Prav.g_01241	Prad.g_01432
OG0000259	Prav.g_01258	Prad.g_01234
OG0000260	Prav.g_01261	Prad.g_01237
OG0000261	Prav.g_01263	Prad.g_01239
OG0000262	Prav.g_01267	Prad.g_01243
OG0000263	Prav.g_01279	Prad.g_01255
OG0000264	Prav.g_01289	Prad.g_01265
OG0000265	Prav.g_00306	Prad.g_01049
OG0000266	Prav.g_00316	Prad.g_01059
OG0000267	Prav.g_00327	Prad.g_01070
OG0000268	Prav.g_00328	Prad.g_01071
OG0000269	Prav.g_00392	Prad.g_01141
OG0000270	Prav.g_00395	Prad.g_01144
OG0000271	Prav.g_00403	Prad.g_01152
OG0000272	Prav.g_00404	Prad.g_01153
OG0000273	Prav.g_00427	Prad.g_01176
OG0000274	Prav.g_00428	Prad.g_01177
OG0000275	Prav.g_00430	Prad.g_01180
OG0000276	Prav.g_00435	Prad.g_01185
OG0000277	Prav.g_00436	Prad.g_00308
OG0000278	Prav.g_00439	Prad.g_00305
OG0000279	Prav.g_00446	Prad.g_00298
OG0000280	Prav.g_00447	Prad.g_00297
OG0000281	Prav.g_00452	Prad.g_00292
OG0000282	Prav.g_00501	Prad.g_00243
OG0000283	Prav.g_00533	Prad.g_00209
OG0000284	Prav.g_00538	Prad.g_00204
OG0000285	Prav.g_00543	Prad.g_00199
OG0000286	Prav.g_00555	Prad.g_00187
OG0000287	Prav.g_00572	Prad.g_00170
OG0000288	Prav.g_00906	Prad.g_00140
OG0000289	Prav.g_00917	Prad.g_01035
OG0000290	Prav.g_00930	Prad.g_01021
OG0000291	Prav.g_00932	Prad.g_01019
OG0000292	Prav.g_00261	Prad.g_00972
OG0000293	Prav.g_00056	Prad.g_01505
OG0000294	Prav.g_00057	Prad.g_01504
OG0000295	Prav.g_00077	Prad.g_01484
OG0000296	Prav.g_01867	Prad.g_01482
OG0000297	Prav.g_01859	Prad.g_01474
OG0000298	Prav.g_01858	Prad.g_01473
OG0000299	Prav.g_01841	Prad.g_01455
OG0000300	Prav.g_01838	Prad.g_01452
OG0000301	Prav.g_00955, Prav.g_01837	Prad.g_01451
OG0000302	Prav.g_01835	Prad.g_01449
OG0000303	Prav.g_01828	Prad.g_01442
OG0000304	Prav.g_01824	Prad.g_01438
OG0000305	Prav.g_01465	Prad.g_00602
OG0000306	Prav.g_01468	Prad.g_00599
OG0000307	Prav.g_01482	Prad.g_00585
OG0000308	Prav.g_01483	Prad.g_00584
OG0000309	Prav.g_01487	Prad.g_00580
OG0000310	Prav.g_01563	Prad.g_00530
OG0000311	Prav.g_01565	Prad.g_00528
OG0000312	Prav.g_01568	Prad.g_00525
OG0000313	Prav.g_01582	Prad.g_00511
OG0000314	Prav.g_01605	Prad.g_00487
OG0000315	Prav.g_01615	Prad.g_00477
OG0000316	Prav.g_01635	Prad.g_00457
OG0000317	Prav.g_01759	Prad.g_00943
OG0000318	Prav.g_01762	Prad.g_00940
OG0000319	Prav.g_01775	Prad.g_00927
OG0000320	Prav.g_01777	Prad.g_00925
OG0000321	Prav.g_01778	Prad.g_00924
OG0000322	Prav.g_01779	Prad.g_00923
OG0000323	Prav.g_01788	Prad.g_00914
OG0000324	Prav.g_01815	Prad.g_00887
OG0000325	Prav.g_00269	Prad.g_00878
OG0000326	Prav.g_00275	Prad.g_00872
OG0000327	Prav.g_00591	Prad.g_00848
OG0000328	Prav.g_00592	Prad.g_00847
OG0000329	Prav.g_00609	Prad.g_00830
OG0000330	Prav.g_00610	Prad.g_00829
OG0000331	Prav.g_00611	Prad.g_00828
OG0000332	Prav.g_00625	Prad.g_00814
OG0000333	Prav.g_00627	Prad.g_00812
OG0000334	Prav.g_00635	Prad.g_00804
OG0000335	Prav.g_00640	Prad.g_00799
OG0000336	Prav.g_00644	Prad.g_00795
OG0000337	Prav.g_00661	Prad.g_00779
OG0000338	Prav.g_00662	Prad.g_00778
OG0000339	Prav.g_00666	Prad.g_00774
OG0000340	Prav.g_00674	Prad.g_00766
OG0000340	Prav.g_00674	Prad.g_01294
OG0000341	Prav.g_00676	Prad.g_00764
OG0000342	Prav.g_00677	Prad.g_00763
OG0000343	Prav.g_00678	Prad.g_00762
OG0000344	Prav.g_00681	Prad.g_01639
OG0000345	Prav.g_00686	Prad.g_01634
OG0000346	Prav.g_00690	Prad.g_01630
OG0000347	Prav.g_00706	Prad.g_01615
OG0000348	Prav.g_00715	Prad.g_01606
OG0000349	Prav.g_00732	Prad.g_01589
OG0000350	Prav.g_00751	Prad.g_01570
OG0000351	Prav.g_00768	Prad.g_01553
OG0000352	Prav.g_00769	Prad.g_01552
OG0000353	Prav.g_00785	Prad.g_01537
OG0000354	Prav.g_01352	Prad.g_01041
OG0000355	Prav.g_00787	Prad.g_01535
OG0000356	Prav.g_00788	Prad.g_01534
OG0000357	Prav.g_00789	Prad.g_01533
OG0000358	Prav.g_00793	Prad.g_01529
OG0000359	Prav.g_00794	Prad.g_01528
OG0000360	Prav.g_00795	Prad.g_01527
OG0000361	Prav.g_00078	Prad.g_01976
OG0000362	Prav.g_00080	Prad.g_01974
OG0000363	Prav.g_00082	Prad.g_01972
OG0000364	Prav.g_00083	Prad.g_01971
OG0000365	Prav.g_00088	Prad.g_01966
OG0000366	Prav.g_00089	Prad.g_01965
OG0000367	Prav.g_00090	Prad.g_01964
OG0000368	Prav.g_00092	Prad.g_01962
OG0000369	Prav.g_00093	Prad.g_01961
OG0000370	Prav.g_00094	Prad.g_01960
OG0000371	Prav.g_00100	Prad.g_01954
OG0000372	Prav.g_00103	Prad.g_01951
OG0000373	Prav.g_00104	Prad.g_01950
OG0000374	Prav.g_00105	Prad.g_01949
OG0000375	Prav.g_00111	Prad.g_01947
OG0000376	Prav.g_00113	Prad.g_01945
OG0000377	Prav.g_00116	Prad.g_01941
OG0000378	Prav.g_00118	Prad.g_01939
OG0000379	Prav.g_00121	Prad.g_01936
OG0000380	Prav.g_00131	Prad.g_01927
OG0000381	Prav.g_00135	Prad.g_01923
OG0000382	Prav.g_00146	Prad.g_01912
OG0000383	Prav.g_00148	Prad.g_01910
OG0000384	Prav.g_00149	Prad.g_01909
OG0000385	Prav.g_00150	Prad.g_01908
OG0000386	Prav.g_00151	Prad.g_01907
OG0000387	Prav.g_00164	Prad.g_01894
OG0000388	Prav.g_00167	Prad.g_01891
OG0000389	Prav.g_00171	Prad.g_01887
OG0000390	Prav.g_00178	Prad.g_01880
OG0000391	Prav.g_00181	Prad.g_01877
OG0000392	Prav.g_00185	Prad.g_01873
OG0000393	Prav.g_00187	Prad.g_01871
OG0000394	Prav.g_00188	Prad.g_01870
OG0000395	Prav.g_00189	Prad.g_01869
OG0000396	Prav.g_00192	Prad.g_01866
OG0000397	Prav.g_00194	Prad.g_01864
OG0000398	Prav.g_00196	Prad.g_01862
OG0000399	Prav.g_00197	Prad.g_01861
OG0000400	Prav.g_00198	Prad.g_01860
OG0000401	Prav.g_00199	Prad.g_01859
OG0000402	Prav.g_00201	Prad.g_01857
OG0000403	Prav.g_00202	Prad.g_01856
OG0000404	Prav.g_00203	Prad.g_01855
OG0000405	Prav.g_00207	Prad.g_01851
OG0000406	Prav.g_00214	Prad.g_01844
OG0000407	Prav.g_00215	Prad.g_01843
OG0000409	Prav.g_00886	Prad.g_01839
OG0000410	Prav.g_00885	Prad.g_01838
OG0000411	Prav.g_00884	Prad.g_01837
OG0000412	Prav.g_00883	Prad.g_01836
OG0000413	Prav.g_00882	Prad.g_01835
OG0000414	Prav.g_00881	Prad.g_01834
OG0000415	Prav.g_00880	Prad.g_01833
OG0000416	Prav.g_00879	Prad.g_01832
OG0000417	Prav.g_00878	Prad.g_01831
OG0000418	Prav.g_00873	Prad.g_01826
OG0000419	Prav.g_00871	Prad.g_01824
OG0000420	Prav.g_00870	Prad.g_01823
OG0000421	Prav.g_00865	Prad.g_01818
OG0000422	Prav.g_00864	Prad.g_01817
OG0000423	Prav.g_00863	Prad.g_01816
OG0000424	Prav.g_00862	Prad.g_01815
OG0000425	Prav.g_00861	Prad.g_01814
OG0000426	Prav.g_00860	Prad.g_01813
OG0000427	Prav.g_00859	Prad.g_01812
OG0000428	Prav.g_00857	Prad.g_01810
OG0000429	Prav.g_00856	Prad.g_01809
OG0000430	Prav.g_00855	Prad.g_01808
OG0000431	Prav.g_00853	Prad.g_01806
OG0000432	Prav.g_00850	Prad.g_01803
OG0000433	Prav.g_00849	Prad.g_01802
OG0000434	Prav.g_00848	Prad.g_01801
OG0000435	Prav.g_00847	Prad.g_01800
OG0000436	Prav.g_00842	Prad.g_01795
OG0000437	Prav.g_00841	Prad.g_01794
OG0000438	Prav.g_00840	Prad.g_01793
OG0000439	Prav.g_00838	Prad.g_01791
OG0000440	Prav.g_00837	Prad.g_01790
OG0000441	Prav.g_00834	Prad.g_01787
OG0000442	Prav.g_00833	Prad.g_01786
OG0000443	Prav.g_00832	Prad.g_01785
OG0000444	Prav.g_00827	Prad.g_01780
OG0000445	Prav.g_00826	Prad.g_01779
OG0000446	Prav.g_00825	Prad.g_01778
OG0000447	Prav.g_00824	Prad.g_01777
OG0000448	Prav.g_00823	Prad.g_01776
OG0000449	Prav.g_00822	Prad.g_01775
OG0000450	Prav.g_00821	Prad.g_01774
OG0000451	Prav.g_00820	Prad.g_01773
OG0000452	Prav.g_00817	Prad.g_01770
OG0000453	Prav.g_00816	Prad.g_01769
OG0000454	Prav.g_00815	Prad.g_01768
OG0000455	Prav.g_00814	Prad.g_01767
OG0000456	Prav.g_00813	Prad.g_01766
OG0000457	Prav.g_00812	Prad.g_01765
OG0000458	Prav.g_00811	Prad.g_01764
OG0000459	Prav.g_00810	Prad.g_01763
OG0000460	Prav.g_00803	Prad.g_01756
OG0000461	Prav.g_01889	Prad.g_01749
OG0000462	Prav.g_01891	Prad.g_01747
OG0000463	Prav.g_01892	Prad.g_01746
OG0000464	Prav.g_01893	Prad.g_01745
OG0000465	Prav.g_01894	Prad.g_01744
OG0000466	Prav.g_01897	Prad.g_01741
OG0000467	Prav.g_01898	Prad.g_01740
OG0000468	Prav.g_01900	Prad.g_01738
OG0000469	Prav.g_01909	Prad.g_01729
OG0000470	Prav.g_01911	Prad.g_01727
OG0000471	Prav.g_01912	Prad.g_01726
OG0000472	Prav.g_01913	Prad.g_01725
OG0000473	Prav.g_01915	Prad.g_01723
OG0000474	Prav.g_01916	Prad.g_01722
OG0000475	Prav.g_01917	Prad.g_01721
OG0000476	Prav.g_01918	Prad.g_01720
OG0000477	Prav.g_01921	Prad.g_01716
OG0000478	Prav.g_01922	Prad.g_01715
OG0000479	Prav.g_01923	Prad.g_01714
OG0000480	Prav.g_01928	Prad.g_01709
OG0000481	Prav.g_01930	Prad.g_01707
OG0000482	Prav.g_01931	Prad.g_01706
OG0000483	Prav.g_01934	Prad.g_01703
OG0000484	Prav.g_01935	Prad.g_01702
OG0000485	Prav.g_01936	Prad.g_01701
OG0000486	Prav.g_01937	Prad.g_01700
OG0000487	Prav.g_01941	Prad.g_01696
OG0000488	Prav.g_01944	Prad.g_01693
OG0000489	Prav.g_01949	Prad.g_01688
OG0000490	Prav.g_01954	Prad.g_01683
OG0000491	Prav.g_01955	Prad.g_01682
OG0000492	Prav.g_01957	Prad.g_01680
OG0000493	Prav.g_01958	Prad.g_01679
OG0000494	Prav.g_01959	Prad.g_01678
OG0000495	Prav.g_01960	Prad.g_01677
OG0000496	Prav.g_01961	Prad.g_01676
OG0000497	Prav.g_01962	Prad.g_01675
OG0000498	Prav.g_01963	Prad.g_01674
OG0000499	Prav.g_01964	Prad.g_01673
OG0000500	Prav.g_01965	Prad.g_01672
OG0000501	Prav.g_01967	Prad.g_01670
OG0000502	Prav.g_01970	Prad.g_01667
OG0000503	Prav.g_01980	Prad.g_01657
OG0000504	Prav.g_01981	Prad.g_01656
OG0000505	Prav.g_01982	Prad.g_01655
OG0000506	Prav.g_01984	Prad.g_01653
OG0000507	Prav.g_01987	Prad.g_01650
OG0000508	Prav.g_01991	Prad.g_01646
OG0000509	Prav.g_01993	Prad.g_01644
OG0000510	Prav.g_01994	Prad.g_01643
OG0000511	Prav.g_01995	Prad.g_01642
OG0000512	Prav.g_01997	Prad.g_00760
OG0000513	Prav.g_00977	Prad.g_00753
OG0000514	Prav.g_01030	Prad.g_00671
OG0000515	Prav.g_01031	Prad.g_00670
OG0000516	Prav.g_01032	Prad.g_00669
OG0000517	Prav.g_01034	Prad.g_00667
OG0000518	Prav.g_01045	Prad.g_00061
OG0000519	Prav.g_01046	Prad.g_00060
OG0000520	Prav.g_01047	Prad.g_00059
OG0000521	Prav.g_01052	Prad.g_00054
OG0000522	Prav.g_01053	Prad.g_00052
OG0000523	Prav.g_01054	Prad.g_00051
OG0000524	Prav.g_01059	Prad.g_00045
OG0000525	Prav.g_01062	Prad.g_00042
OG0000526	Prav.g_01063	Prad.g_00041
OG0000527	Prav.g_01071	Prad.g_00034
OG0000528	Prav.g_01076	Prad.g_00029
OG0000529	Prav.g_01079	Prad.g_00026
OG0000530	Prav.g_01082	Prad.g_00023
OG0000531	Prav.g_01083	Prad.g_00022
OG0000532	Prav.g_01085	Prad.g_00020
OG0000533	Prav.g_01086	Prad.g_00019
OG0000534	Prav.g_01087	Prad.g_00018
OG0000535	Prav.g_01088	Prad.g_00017
OG0000536	Prav.g_01089	Prad.g_00016
OG0000537	Prav.g_01090	Prad.g_00015
OG0000538	Prav.g_01098	Prad.g_00129
OG0000539	Prav.g_01099	Prad.g_00128
OG0000540	Prav.g_01100	Prad.g_00127
OG0000541	Prav.g_01101	Prad.g_00126
OG0000542	Prav.g_01103	Prad.g_00124
OG0000543	Prav.g_01105	Prad.g_00122
OG0000544	Prav.g_01106	Prad.g_00121
OG0000545	Prav.g_01108	Prad.g_00119
OG0000546	Prav.g_01111	Prad.g_00116
OG0000547	Prav.g_01113	Prad.g_00114
OG0000548	Prav.g_01114	Prad.g_00113
OG0000549	Prav.g_01116	Prad.g_00111
OG0000550	Prav.g_01121	Prad.g_00106
OG0000551	Prav.g_01125	Prad.g_00102
OG0000552	Prav.g_01126	Prad.g_00101
OG0000553	Prav.g_01127	Prad.g_00100
OG0000554	Prav.g_01132	Prad.g_00095
OG0000555	Prav.g_01140	Prad.g_01332
OG0000556	Prav.g_01142	Prad.g_01334
OG0000557	Prav.g_01143	Prad.g_01335
OG0000558	Prav.g_01145	Prad.g_01337
OG0000559	Prav.g_01149	Prad.g_01341
OG0000560	Prav.g_01152	Prad.g_01344
