Orthogroup	Prav	Prai
OG0000020	Prav.g_00014	Prai.g_01125
OG0000020	Prav.g_01386	Prai.g_00400
OG0000021	Prav.g_00984	Prai.g_00378
OG0000022	Prav.g_00029	Prai.g_01139
OG0000022	Prav.g_00360	Prai.g_00885
OG0000023	Prav.g_00979	Prai.g_00373
OG0000024	Prav.g_00343	Prai.g_00899
OG0000024	Prav.g_01273	Prai.g_00704
OG0000025	Prav.g_01977	Prai.g_00344
OG0000025	Prav.g_00431	Prai.g_00812
OG0000026	Prav.g_00099	Prai.g_00031
OG0000026	Prav.g_00226	Prai.g_01074
OG0000027	Prav.g_01068, Prav.g_01416	Prai.g_00904
OG0000028	Prav.g_01885	Prai.g_01297
OG0000028	Prav.g_01966	Prai.g_00333
OG0000029	Prav.g_00350	Prai.g_00890
OG0000030	Prav.g_00699	Prai.g_01848
OG0000033	Prav.g_00869	Prai.g_00180
OG0000034	Prav.g_01448	Prai.g_01345
OG0000035	Prav.g_01578	Prai.g_01463
OG0000037	Prav.g_00174	Prai.g_00109
OG0000038	Prav.g_00739	Prai.g_01890
OG0000039	Prav.g_01284	Prai.g_00715
OG0000041	Prav.g_01808	Prai.g_01684
OG0000042	Prav.g_00696	Prai.g_01845
OG0000043	Prav.g_00467	Prai.g_01064
OG0000045	Prav.g_00990	Prai.g_00384
OG0000047	Prav.g_01976	Prai.g_00343
OG0000048	Prav.g_00993	Prai.g_00387
OG0000049	Prav.g_01000	Prai.g_00394
OG0000049	Prav.g_01016	Prai.g_00437
OG0000050	Prav.g_01013	Prai.g_01233
OG0000050	Prav.g_00247	Prai.g_01093
OG0000051	Prav.g_01410	Prai.g_00434
OG0000052	Prav.g_01533	Prai.g_00154
OG0000053	Prav.g_01598	Prai.g_01483
OG0000054	Prav.g_01202	Prai.g_00634
OG0000055	Prav.g_00376	Prai.g_00866
OG0000057	Prav.g_01296	Prai.g_00727
OG0000059	Prav.g_00292	Prai.g_01725
OG0000061	Prav.g_00065	Prai.g_01171
OG0000062	Prav.g_01656	Prai.g_01540
OG0000063	Prav.g_00101	Prai.g_00033
OG0000065	Prav.g_00172	Prai.g_00107
OG0000066	Prav.g_01137	Prai.g_00567
OG0000067	Prav.g_00397	Prai.g_00848
OG0000068	Prav.g_01473	Prai.g_01370
OG0000069	Prav.g_01689	Prai.g_01579
OG0000070	Prav.g_01049	Prai.g_00481
OG0000071	Prav.g_01438	Prai.g_01335
OG0000072	Prav.g_00867	Prai.g_00182
OG0000073	Prav.g_01097	Prai.g_00529
OG0000074	Prav.g_01280	Prai.g_00711
OG0000075	Prav.g_00665	Prai.g_01814
OG0000076	Prav.g_00689	Prai.g_01838
OG0000077	Prav.g_00143	Prai.g_00078
OG0000078	Prav.g_00799	Prai.g_00250
OG0000079	Prav.g_01899	Prai.g_00265
OG0000081	Prav.g_01129	Prai.g_00559
OG0000082	Prav.g_01182	Prai.g_00613
OG0000083	Prav.g_00330	Prai.g_00441
OG0000084	Prav.g_01574	Prai.g_01459
OG0000085	Prav.g_01754	Prai.g_01631
OG0000086	Prav.g_00153	Prai.g_00088
OG0000087	Prav.g_00204	Prai.g_00139
OG0000088	Prav.g_00872	Prai.g_00177
OG0000089	Prav.g_00975	Prai.g_00368
OG0000090	Prav.g_01131	Prai.g_00561
OG0000091	Prav.g_01240	Prai.g_00671
OG0000092	Prav.g_00504	Prai.g_01041
OG0000093	Prav.g_00525	Prai.g_01021
OG0000094	Prav.g_00914	Prai.g_00937
OG0000095	Prav.g_00933	Prai.g_00918
OG0000096	Prav.g_01732	Prai.g_01588
OG0000097	Prav.g_01840	Prai.g_01214
OG0000098	Prav.g_01455	Prai.g_01353
OG0000099	Prav.g_01514	Prai.g_01393
OG0000100	Prav.g_01652	Prai.g_01536
OG0000101	Prav.g_00632	Prai.g_01782
OG0000102	Prav.g_00694	Prai.g_01843
OG0000103	Prav.g_00773	Prai.g_01923
OG0000104	Prav.g_00782	Prai.g_01932
OG0000105	Prav.g_01920	Prai.g_00286, Prai.g_00287
OG0000106	Prav.g_00989	Prai.g_00383
OG0000107	Prav.g_01001	Prai.g_00397
OG0000108	Prav.g_01078	Prai.g_00510
OG0000109	Prav.g_01092	Prai.g_00524
OG0000110	Prav.g_01172	Prai.g_00603
OG0000111	Prav.g_01297	Prai.g_00728
OG0000112	Prav.g_00364	Prai.g_00882
OG0000113	Prav.g_00419	Prai.g_00825
OG0000114	Prav.g_00499	Prai.g_01046
OG0000115	Prav.g_00010	Prai.g_01119
OG0000116	Prav.g_00055	Prai.g_01162
OG0000117	Prav.g_01390	Prai.g_01273
OG0000118	Prav.g_01450	Prai.g_01347
OG0000119	Prav.g_01469	Prai.g_01366
OG0000120	Prav.g_01513	Prai.g_01443
OG0000121	Prav.g_01580	Prai.g_01465
OG0000123	Prav.g_00639	Prai.g_01789
OG0000124	Prav.g_00705	Prai.g_01854
OG0000125	Prav.g_00741	Prai.g_01892
OG0000126	Prav.g_00781	Prai.g_01931
OG0000128	Prav.g_00079	Prai.g_00011
OG0000129	Prav.g_00115	Prai.g_00051
OG0000130	Prav.g_00134	Prai.g_00069
OG0000131	Prav.g_00212	Prai.g_00156
OG0000132	Prav.g_00874	Prai.g_00175
OG0000133	Prav.g_01968	Prai.g_00335
OG0000134	Prav.g_00976	Prai.g_00369
OG0000135	Prav.g_00999	Prai.g_00393
OG0000136	Prav.g_01040	Prai.g_00472
OG0000137	Prav.g_01073	Prai.g_00505
OG0000138	Prav.g_01093	Prai.g_00525
OG0000139	Prav.g_01135	Prai.g_00565
OG0000140	Prav.g_01136	Prai.g_00566
OG0000141	Prav.g_01203	Prai.g_00635
OG0000142	Prav.g_01233	Prai.g_00664
OG0000143	Prav.g_01237	Prai.g_00668
OG0000144	Prav.g_01250	Prai.g_00681
OG0000145	Prav.g_00362	Prai.g_00883
OG0000146	Prav.g_00365	Prai.g_00881
OG0000147	Prav.g_00366	Prai.g_00880
OG0000148	Prav.g_00413	Prai.g_00831
OG0000149	Prav.g_00443	Prai.g_00800
OG0000150	Prav.g_00451	Prai.g_00792
OG0000151	Prav.g_00509	Prai.g_01036
OG0000152	Prav.g_00556	Prai.g_00989
OG0000153	Prav.g_00575	Prai.g_00970
OG0000154	Prav.g_00907	Prai.g_00943
OG0000155	Prav.g_01861	Prai.g_01191
OG0000156	Prav.g_01427	Prai.g_01323
OG0000157	Prav.g_01428	Prai.g_01324
OG0000158	Prav.g_01505	Prai.g_01392
OG0000159	Prav.g_01506	Prai.g_01321
OG0000160	Prav.g_01579	Prai.g_01464
OG0000161	Prav.g_01585	Prai.g_01470
OG0000162	Prav.g_01591	Prai.g_01476
OG0000163	Prav.g_01625	Prai.g_01509
OG0000164	Prav.g_01785	Prai.g_01662
OG0000165	Prav.g_01792	Prai.g_01669
OG0000166	Prav.g_00596	Prai.g_01740
OG0000167	Prav.g_00663	Prai.g_01812
OG0000168	Prav.g_00673	Prai.g_01822
OG0000169	Prav.g_00683	Prai.g_01832
OG0000170	Prav.g_00685	Prai.g_01834
OG0000171	Prav.g_00704	Prai.g_01853
OG0000172	Prav.g_00712	Prai.g_01863
OG0000173	Prav.g_00727	Prai.g_01878
OG0000174	Prav.g_00755	Prai.g_01905
OG0000175	Prav.g_00765	Prai.g_01915
OG0000176	Prav.g_00790	Prai.g_00004
OG0000177	Prav.g_00791	Prai.g_00005
OG0000178	Prav.g_00792	Prai.g_00006
OG0000179	Prav.g_00084	Prai.g_00016
OG0000180	Prav.g_00085	Prai.g_00017
OG0000181	Prav.g_00086	Prai.g_00018
OG0000182	Prav.g_00087	Prai.g_00019
OG0000183	Prav.g_00091	Prai.g_00023
OG0000184	Prav.g_00117	Prai.g_00053
OG0000185	Prav.g_00120	Prai.g_00056
OG0000186	Prav.g_00129	Prai.g_00064
OG0000187	Prav.g_00130	Prai.g_00065
OG0000188	Prav.g_00147	Prai.g_00082
OG0000189	Prav.g_00161	Prai.g_00096
OG0000190	Prav.g_00162	Prai.g_00097
OG0000191	Prav.g_00182	Prai.g_00117
OG0000192	Prav.g_00186	Prai.g_00121
OG0000193	Prav.g_00213	Prai.g_00157
OG0000194	Prav.g_00216	Prai.g_00160
OG0000195	Prav.g_00887	Prai.g_00162
OG0000196	Prav.g_00877	Prai.g_00172
OG0000197	Prav.g_00876	Prai.g_00173
OG0000198	Prav.g_00875	Prai.g_00174
OG0000199	Prav.g_00868	Prai.g_00181
OG0000200	Prav.g_00854	Prai.g_00195
OG0000201	Prav.g_00846	Prai.g_00203
OG0000202	Prav.g_00845	Prai.g_00204
OG0000203	Prav.g_00844	Prai.g_00205
OG0000204	Prav.g_00843	Prai.g_00206
OG0000205	Prav.g_00836	Prai.g_00213
OG0000206	Prav.g_00831	Prai.g_00218
OG0000207	Prav.g_00829	Prai.g_00220
OG0000208	Prav.g_00828	Prai.g_00221
OG0000209	Prav.g_00819	Prai.g_00230
OG0000210	Prav.g_00818	Prai.g_00231
OG0000211	Prav.g_00805	Prai.g_00244
OG0000212	Prav.g_00798	Prai.g_00251
OG0000213	Prav.g_01904	Prai.g_00270
OG0000214	Prav.g_01914	Prai.g_00280
OG0000215	Prav.g_01938	Prai.g_00305
OG0000216	Prav.g_01940	Prai.g_00307
OG0000217	Prav.g_01943	Prai.g_00310
OG0000218	Prav.g_01945	Prai.g_00312
OG0000219	Prav.g_01946	Prai.g_00313
OG0000220	Prav.g_01947	Prai.g_00314
OG0000221	Prav.g_01948	Prai.g_00315
OG0000222	Prav.g_01956	Prai.g_00323
OG0000223	Prav.g_01969	Prai.g_00336
OG0000224	Prav.g_01971	Prai.g_00338
OG0000225	Prav.g_01992	Prai.g_00358
OG0000226	Prav.g_01996	Prai.g_00362
OG0000227	Prav.g_01998	Prai.g_00364
OG0000228	Prav.g_00974	Prai.g_00367
OG0000229	Prav.g_01035	Prai.g_00467
OG0000230	Prav.g_01037	Prai.g_00469
OG0000231	Prav.g_01048	Prai.g_00480
OG0000232	Prav.g_01056	Prai.g_00489
OG0000233	Prav.g_01061	Prai.g_00494
OG0000234	Prav.g_01074	Prai.g_00506
OG0000235	Prav.g_01077	Prai.g_00509
OG0000236	Prav.g_01091	Prai.g_00523
OG0000237	Prav.g_01104	Prai.g_00536
OG0000238	Prav.g_01110	Prai.g_00542
OG0000239	Prav.g_01123	Prai.g_00553
OG0000240	Prav.g_01124	Prai.g_00554
OG0000241	Prav.g_01128	Prai.g_00558
OG0000242	Prav.g_01130	Prai.g_00560
OG0000243	Prav.g_01141	Prai.g_00571
OG0000244	Prav.g_01144	Prai.g_00574
OG0000245	Prav.g_01146	Prai.g_00576
OG0000246	Prav.g_01150	Prai.g_00580
OG0000247	Prav.g_01160	Prai.g_00590
OG0000248	Prav.g_01162	Prai.g_00593
OG0000249	Prav.g_01164	Prai.g_00595
OG0000250	Prav.g_01169	Prai.g_00600
OG0000251	Prav.g_01187	Prai.g_00619
OG0000252	Prav.g_01190	Prai.g_00622
OG0000253	Prav.g_01191	Prai.g_00623
OG0000254	Prav.g_01207	Prai.g_00639
OG0000255	Prav.g_01213	Prai.g_00645
OG0000256	Prav.g_01225	Prai.g_00656
OG0000257	Prav.g_01228	Prai.g_00659
OG0000258	Prav.g_01241	Prai.g_00672
OG0000259	Prav.g_01258	Prai.g_00689
OG0000260	Prav.g_01261	Prai.g_00692
OG0000261	Prav.g_01263	Prai.g_00694
OG0000262	Prav.g_01267	Prai.g_00698
OG0000263	Prav.g_01279	Prai.g_00710
OG0000264	Prav.g_01289	Prai.g_00720
OG0000265	Prav.g_00306	Prai.g_00748
OG0000266	Prav.g_00316	Prai.g_00758
OG0000267	Prav.g_00327	Prai.g_00769
OG0000268	Prav.g_00328	Prai.g_00770
OG0000269	Prav.g_00392	Prai.g_00853
OG0000270	Prav.g_00395	Prai.g_00850
OG0000271	Prav.g_00403	Prai.g_00842
OG0000272	Prav.g_00404	Prai.g_00840, Prai.g_00841
OG0000273	Prav.g_00427	Prai.g_00817
OG0000274	Prav.g_00428	Prai.g_00816
OG0000275	Prav.g_00430	Prai.g_00741, Prai.g_00813
OG0000276	Prav.g_00435	Prai.g_00808
OG0000277	Prav.g_00436	Prai.g_00807
OG0000278	Prav.g_00439	Prai.g_00804
OG0000279	Prav.g_00446	Prai.g_00797
OG0000280	Prav.g_00447	Prai.g_00796
OG0000281	Prav.g_00452	Prai.g_00791
OG0000282	Prav.g_00501	Prai.g_01044
OG0000283	Prav.g_00533	Prai.g_01012
OG0000284	Prav.g_00538	Prai.g_01007
OG0000285	Prav.g_00543	Prai.g_01002
OG0000286	Prav.g_00555	Prai.g_00990
OG0000287	Prav.g_00572	Prai.g_00973
OG0000288	Prav.g_00906	Prai.g_00944
OG0000289	Prav.g_00917	Prai.g_00934
OG0000290	Prav.g_00930	Prai.g_00921
OG0000291	Prav.g_00932	Prai.g_00919
OG0000292	Prav.g_00261	Prai.g_01107
OG0000293	Prav.g_00056	Prai.g_01163
OG0000294	Prav.g_00057	Prai.g_01164
OG0000295	Prav.g_00077	Prai.g_01183
OG0000296	Prav.g_01867	Prai.g_01185
OG0000297	Prav.g_01859	Prai.g_01193
OG0000298	Prav.g_01858	Prai.g_01194
OG0000299	Prav.g_01841	Prai.g_01213
OG0000300	Prav.g_01838	Prai.g_01216
OG0000301	Prav.g_00955, Prav.g_01837	Prai.g_01217
OG0000302	Prav.g_01835	Prai.g_01219
OG0000303	Prav.g_01828	Prai.g_01226
OG0000304	Prav.g_01824	Prai.g_01230
OG0000305	Prav.g_01465	Prai.g_01362
OG0000306	Prav.g_01468	Prai.g_01365
OG0000307	Prav.g_01482	Prai.g_01379
OG0000308	Prav.g_01483	Prai.g_01380
OG0000309	Prav.g_01487	Prai.g_01384
OG0000310	Prav.g_01563	Prai.g_01448
OG0000311	Prav.g_01565	Prai.g_01450
OG0000312	Prav.g_01568	Prai.g_01453
OG0000313	Prav.g_01582	Prai.g_01467
OG0000314	Prav.g_01605	Prai.g_01489
OG0000315	Prav.g_01615	Prai.g_01499
OG0000316	Prav.g_01635	Prai.g_01519
OG0000317	Prav.g_01759	Prai.g_01636
OG0000318	Prav.g_01762	Prai.g_01639
OG0000319	Prav.g_01775	Prai.g_01652
OG0000320	Prav.g_01777	Prai.g_01654
OG0000321	Prav.g_01778	Prai.g_01655
OG0000322	Prav.g_01779	Prai.g_01656
OG0000323	Prav.g_01788	Prai.g_01665
OG0000324	Prav.g_01815	Prai.g_01691
OG0000325	Prav.g_00269	Prai.g_01702
OG0000326	Prav.g_00275	Prai.g_01708
OG0000327	Prav.g_00591	Prai.g_01735
OG0000328	Prav.g_00592	Prai.g_01736
OG0000329	Prav.g_00609	Prai.g_01754
OG0000330	Prav.g_00610	Prai.g_01755
OG0000331	Prav.g_00611	Prai.g_01756
OG0000332	Prav.g_00625	Prai.g_01770
OG0000333	Prav.g_00627	Prai.g_01777
OG0000334	Prav.g_00635	Prai.g_01785
OG0000335	Prav.g_00640	Prai.g_01790
OG0000336	Prav.g_00644	Prai.g_01794
OG0000337	Prav.g_00661	Prai.g_01810
OG0000338	Prav.g_00662	Prai.g_01811
OG0000339	Prav.g_00666	Prai.g_01815
OG0000340	Prav.g_00674	Prai.g_01823
OG0000341	Prav.g_00676	Prai.g_01825
OG0000342	Prav.g_00677	Prai.g_01826
OG0000343	Prav.g_00678	Prai.g_01827
OG0000344	Prav.g_00681	Prai.g_01830
OG0000345	Prav.g_00686	Prai.g_01835
OG0000346	Prav.g_00690	Prai.g_01839
OG0000347	Prav.g_00706	Prai.g_01855
OG0000348	Prav.g_00715	Prai.g_01866
OG0000349	Prav.g_00732	Prai.g_01883
OG0000350	Prav.g_00751	Prai.g_01901
OG0000351	Prav.g_00768	Prai.g_01918
OG0000352	Prav.g_00769	Prai.g_01919
OG0000353	Prav.g_00785	Prai.g_01935
OG0000355	Prav.g_00787	Prai.g_00001
OG0000356	Prav.g_00788	Prai.g_00002
OG0000357	Prav.g_00789	Prai.g_00003
OG0000358	Prav.g_00793	Prai.g_00007
OG0000359	Prav.g_00794	Prai.g_00008
OG0000360	Prav.g_00795	Prai.g_00009
OG0000361	Prav.g_00078	Prai.g_00010
OG0000362	Prav.g_00080	Prai.g_00012
OG0000363	Prav.g_00082	Prai.g_00014
OG0000364	Prav.g_00083	Prai.g_00015
OG0000365	Prav.g_00088	Prai.g_00020
OG0000366	Prav.g_00089	Prai.g_00021
OG0000367	Prav.g_00090	Prai.g_00022
OG0000368	Prav.g_00092	Prai.g_00024
OG0000369	Prav.g_00093	Prai.g_00025
OG0000370	Prav.g_00094	Prai.g_00026
OG0000371	Prav.g_00100	Prai.g_00032
OG0000372	Prav.g_00103	Prai.g_00035
OG0000373	Prav.g_00104	Prai.g_00036
OG0000374	Prav.g_00105	Prai.g_00037
OG0000375	Prav.g_00111	Prai.g_00047
OG0000376	Prav.g_00113	Prai.g_00049
OG0000377	Prav.g_00116	Prai.g_00052
OG0000378	Prav.g_00118	Prai.g_00054
OG0000379	Prav.g_00121	Prai.g_00057
OG0000380	Prav.g_00131	Prai.g_00066
OG0000381	Prav.g_00135	Prai.g_00070
OG0000382	Prav.g_00146	Prai.g_00081
OG0000383	Prav.g_00148	Prai.g_00083
OG0000384	Prav.g_00149	Prai.g_00084
OG0000385	Prav.g_00150	Prai.g_00085
OG0000386	Prav.g_00151	Prai.g_00086
OG0000387	Prav.g_00164	Prai.g_00099
OG0000388	Prav.g_00167	Prai.g_00102
OG0000389	Prav.g_00171	Prai.g_00106
OG0000390	Prav.g_00178	Prai.g_00113
OG0000391	Prav.g_00181	Prai.g_00116
OG0000392	Prav.g_00185	Prai.g_00120
OG0000393	Prav.g_00187	Prai.g_00122
OG0000394	Prav.g_00188	Prai.g_00123
OG0000395	Prav.g_00189	Prai.g_00124
OG0000396	Prav.g_00192	Prai.g_00127
OG0000397	Prav.g_00194	Prai.g_00129
OG0000398	Prav.g_00196	Prai.g_00131
OG0000399	Prav.g_00197	Prai.g_00132
OG0000400	Prav.g_00198	Prai.g_00133
OG0000401	Prav.g_00199	Prai.g_00134
OG0000402	Prav.g_00201	Prai.g_00136
OG0000403	Prav.g_00202	Prai.g_00137
OG0000404	Prav.g_00203	Prai.g_00138
OG0000405	Prav.g_00207	Prai.g_00142
OG0000406	Prav.g_00214	Prai.g_00158
OG0000407	Prav.g_00215	Prai.g_00159
OG0000409	Prav.g_00886	Prai.g_00163
OG0000410	Prav.g_00885	Prai.g_00164
OG0000411	Prav.g_00884	Prai.g_00165
OG0000412	Prav.g_00883	Prai.g_00166
OG0000413	Prav.g_00882	Prai.g_00167
OG0000414	Prav.g_00881	Prai.g_00168
OG0000415	Prav.g_00880	Prai.g_00169
OG0000416	Prav.g_00879	Prai.g_00170
OG0000417	Prav.g_00878	Prai.g_00171
OG0000418	Prav.g_00873	Prai.g_00176
OG0000419	Prav.g_00871	Prai.g_00178
OG0000420	Prav.g_00870	Prai.g_00179
OG0000421	Prav.g_00865	Prai.g_00184
OG0000422	Prav.g_00864	Prai.g_00185
OG0000423	Prav.g_00863	Prai.g_00186
OG0000424	Prav.g_00862	Prai.g_00187
OG0000425	Prav.g_00861	Prai.g_00188
OG0000426	Prav.g_00860	Prai.g_00189
OG0000427	Prav.g_00859	Prai.g_00190
OG0000428	Prav.g_00857	Prai.g_00192
OG0000429	Prav.g_00856	Prai.g_00193
OG0000430	Prav.g_00855	Prai.g_00194
OG0000431	Prav.g_00853	Prai.g_00196
OG0000432	Prav.g_00850	Prai.g_00199
OG0000433	Prav.g_00849	Prai.g_00200
OG0000434	Prav.g_00848	Prai.g_00201
OG0000435	Prav.g_00847	Prai.g_00202
OG0000436	Prav.g_00842	Prai.g_00207
OG0000437	Prav.g_00841	Prai.g_00208
OG0000438	Prav.g_00840	Prai.g_00209
OG0000439	Prav.g_00838	Prai.g_00211
OG0000440	Prav.g_00837	Prai.g_00212
OG0000441	Prav.g_00834	Prai.g_00215
OG0000442	Prav.g_00833	Prai.g_00216
OG0000443	Prav.g_00832	Prai.g_00217
OG0000444	Prav.g_00827	Prai.g_00222
OG0000445	Prav.g_00826	Prai.g_00223
OG0000446	Prav.g_00825	Prai.g_00224
OG0000447	Prav.g_00824	Prai.g_00225
OG0000448	Prav.g_00823	Prai.g_00226
OG0000449	Prav.g_00822	Prai.g_00227
OG0000450	Prav.g_00821	Prai.g_00228
OG0000451	Prav.g_00820	Prai.g_00229
OG0000452	Prav.g_00817	Prai.g_00232
OG0000453	Prav.g_00816	Prai.g_00233
OG0000454	Prav.g_00815	Prai.g_00234
OG0000455	Prav.g_00814	Prai.g_00235
OG0000456	Prav.g_00813	Prai.g_00236
OG0000457	Prav.g_00812	Prai.g_00237
OG0000458	Prav.g_00811	Prai.g_00238
OG0000459	Prav.g_00810	Prai.g_00239
OG0000460	Prav.g_00803	Prai.g_00246
OG0000461	Prav.g_01889	Prai.g_00255
OG0000462	Prav.g_01891	Prai.g_00257
OG0000463	Prav.g_01892	Prai.g_00258
OG0000464	Prav.g_01893	Prai.g_00259
OG0000465	Prav.g_01894	Prai.g_00260
OG0000466	Prav.g_01897	Prai.g_00263
OG0000467	Prav.g_01898	Prai.g_00264
OG0000468	Prav.g_01900	Prai.g_00266
OG0000469	Prav.g_01909	Prai.g_00275
OG0000470	Prav.g_01911	Prai.g_00277
OG0000471	Prav.g_01912	Prai.g_00278
OG0000472	Prav.g_01913	Prai.g_00279
OG0000473	Prav.g_01915	Prai.g_00281
OG0000474	Prav.g_01916	Prai.g_00282
OG0000475	Prav.g_01917	Prai.g_00283
OG0000476	Prav.g_01918	Prai.g_00284
OG0000477	Prav.g_01921	Prai.g_00288
OG0000478	Prav.g_01922	Prai.g_00289
OG0000479	Prav.g_01923	Prai.g_00290
OG0000480	Prav.g_01928	Prai.g_00295
OG0000481	Prav.g_01930	Prai.g_00297
OG0000482	Prav.g_01931	Prai.g_00298
OG0000483	Prav.g_01934	Prai.g_00301
OG0000484	Prav.g_01935	Prai.g_00302
OG0000485	Prav.g_01936	Prai.g_00303
OG0000486	Prav.g_01937	Prai.g_00304
OG0000487	Prav.g_01941	Prai.g_00308
OG0000488	Prav.g_01944	Prai.g_00311
OG0000489	Prav.g_01949	Prai.g_00316
OG0000490	Prav.g_01954	Prai.g_00321
OG0000491	Prav.g_01955	Prai.g_00322
OG0000492	Prav.g_01957	Prai.g_00324
OG0000493	Prav.g_01958	Prai.g_00325
OG0000494	Prav.g_01959	Prai.g_00326
OG0000495	Prav.g_01960	Prai.g_00327
OG0000496	Prav.g_01961	Prai.g_00328
OG0000497	Prav.g_01962	Prai.g_00329
OG0000498	Prav.g_01963	Prai.g_00330
OG0000499	Prav.g_01964	Prai.g_00331
OG0000500	Prav.g_01965	Prai.g_00332
OG0000501	Prav.g_01967	Prai.g_00334
OG0000502	Prav.g_01970	Prai.g_00337
OG0000503	Prav.g_01980	Prai.g_00347
OG0000504	Prav.g_01981	Prai.g_00348
OG0000505	Prav.g_01982	Prai.g_00349
OG0000506	Prav.g_01984	Prai.g_00351
OG0000507	Prav.g_01987	Prai.g_00354
OG0000508	Prav.g_01991	Prai.g_00357
OG0000509	Prav.g_01993	Prai.g_00359
OG0000510	Prav.g_01994	Prai.g_00360
OG0000511	Prav.g_01995	Prai.g_00361
OG0000512	Prav.g_01997	Prai.g_00363
OG0000513	Prav.g_00977	Prai.g_00370
OG0000514	Prav.g_01030	Prai.g_00462
OG0000515	Prav.g_01031	Prai.g_00463
OG0000516	Prav.g_01032	Prai.g_00464
OG0000517	Prav.g_01034	Prai.g_00466
OG0000518	Prav.g_01045	Prai.g_00477
OG0000519	Prav.g_01046	Prai.g_00478
OG0000520	Prav.g_01047	Prai.g_00479
OG0000521	Prav.g_01052	Prai.g_00484
OG0000522	Prav.g_01053	Prai.g_00486
OG0000523	Prav.g_01054	Prai.g_00487
OG0000524	Prav.g_01059	Prai.g_00492
OG0000525	Prav.g_01062	Prai.g_00495
OG0000526	Prav.g_01063	Prai.g_00496
OG0000527	Prav.g_01071	Prai.g_00503
OG0000528	Prav.g_01076	Prai.g_00508
OG0000529	Prav.g_01079	Prai.g_00511
OG0000530	Prav.g_01082	Prai.g_00514
OG0000531	Prav.g_01083	Prai.g_00515
OG0000532	Prav.g_01085	Prai.g_00517
OG0000533	Prav.g_01086	Prai.g_00518
OG0000534	Prav.g_01087	Prai.g_00519
OG0000535	Prav.g_01088	Prai.g_00520
OG0000536	Prav.g_01089	Prai.g_00521
OG0000537	Prav.g_01090	Prai.g_00522
OG0000538	Prav.g_01098	Prai.g_00530
OG0000539	Prav.g_01099	Prai.g_00531
OG0000540	Prav.g_01100	Prai.g_00532
OG0000541	Prav.g_01101	Prai.g_00533
OG0000542	Prav.g_01103	Prai.g_00535
OG0000543	Prav.g_01105	Prai.g_00537
OG0000544	Prav.g_01106	Prai.g_00538
OG0000545	Prav.g_01108	Prai.g_00540
OG0000546	Prav.g_01111	Prai.g_00543
OG0000547	Prav.g_01113	Prai.g_00544
OG0000548	Prav.g_01114	Prai.g_00545
OG0000549	Prav.g_01116	Prai.g_00547
OG0000550	Prav.g_01121	Prai.g_00552
OG0000551	Prav.g_01125	Prai.g_00555
OG0000552	Prav.g_01126	Prai.g_00556
OG0000553	Prav.g_01127	Prai.g_00557
OG0000554	Prav.g_01132	Prai.g_00562
OG0000555	Prav.g_01140	Prai.g_00570
OG0000556	Prav.g_01142	Prai.g_00572
OG0000557	Prav.g_01143	Prai.g_00573
OG0000558	Prav.g_01145	Prai.g_00575
OG0000559	Prav.g_01149	Prai.g_00579
OG0000560	Prav.g_01152	Prai.g_00582
OG0000561	Prav.g_01153	Prai.g_00583
OG0000562	Prav.g_01154	Prai.g_00584
OG0000563	Prav.g_01155	Prai.g_00585
OG0000564	Prav.g_01156	Prai.g_00586
