Orthogroup	Prbl	Pram
OG0000068	Prbl.g_00502	Pram.g_01468
OG0000070	Prbl.g_00634	Pram.g_00385
OG0000071	Prbl.g_01722	Pram.g_01230
OG0000072	Prbl.g_00276	Pram.g_00156
OG0000073	Prbl.g_00533	Pram.g_00437
OG0000075	Prbl.g_00855	Pram.g_01807
OG0000076	Prbl.g_01285	Pram.g_01833
OG0000077	Prbl.g_00631, Prbl.g_00596	Pram.g_00063
OG0000078	Prbl.g_00193	Pram.g_00227
OG0000079	Prbl.g_01505	Pram.g_00240
OG0000081	Prbl.g_01036, Prbl.g_00032	Pram.g_00469
OG0000082	Prbl.g_01783	Pram.g_01559
OG0000084	Prbl.g_00246	Pram.g_01384
OG0000085	Prbl.g_00405	Pram.g_01265
OG0000086	Prbl.g_00583	Pram.g_00072
OG0000087	Prbl.g_00810	Pram.g_00125
OG0000088	Prbl.g_00281, Prbl.g_01838	Pram.g_00151
OG0000089	Prbl.g_02674	Pram.g_00352
OG0000090	Prbl.g_00766	Pram.g_00471
OG0000091	Prbl.g_01647	Pram.g_01068
OG0000093	Prbl.g_02359	Pram.g_01038
OG0000094	Prbl.g_02209	Pram.g_00987
OG0000095	Prbl.g_00927	Pram.g_00888
OG0000097	Prbl.g_02579	Pram.g_01093
OG0000098	Prbl.g_00722	Pram.g_01478
OG0000099	Prbl.g_00893	Pram.g_01445
OG0000100	Prbl.g_01914, Prbl.g_02305	Pram.g_01298
OG0000101	Prbl.g_01126, Prbl.g_01000	Pram.g_01770
OG0000102	Prbl.g_02636	Pram.g_01838
OG0000103	Prbl.g_02139	Pram.g_01925
OG0000104	Prbl.g_02125	Pram.g_01934
OG0000105	Prbl.g_01461	Pram.g_00262
OG0000106	Prbl.g_00411	Pram.g_00677
OG0000107	Prbl.g_02681	Pram.g_01696
OG0000108	Prbl.g_00511	Pram.g_00416
OG0000109	Prbl.g_00527	Pram.g_00430
OG0000110	Prbl.g_01795	Pram.g_00513
OG0000111	Prbl.g_00026	Pram.g_00793
OG0000112	Prbl.g_02470	Pram.g_00935
OG0000113	Prbl.g_02310	Pram.g_00832
OG0000114	Prbl.g_02407	Pram.g_00734
OG0000115	Prbl.g_00687	Pram.g_01201
OG0000116	Prbl.g_02069	Pram.g_01151
OG0000117	Prbl.g_01384	Pram.g_01112
OG0000118	Prbl.g_01736	Pram.g_01242
OG0000119	Prbl.g_00046	Pram.g_01283
OG0000120	Prbl.g_00892	Pram.g_01446
OG0000121	Prbl.g_00234, Prbl.g_00240	Pram.g_01376
OG0000122	Prbl.g_01808	Pram.g_01334
OG0000123	Prbl.g_01135	Pram.g_01777
OG0000124	Prbl.g_02054	Pram.g_01850
OG0000125	Prbl.g_02231	Pram.g_01886
OG0000126	Prbl.g_02127	Pram.g_01933
OG0000127	Prbl.g_00745, Prbl.g_01821, Prbl.g_01022	Pram.g_00611
OG0000128	Prbl.g_02109	Pram.g_01949
OG0000129	Prbl.g_02243	Pram.g_00029
OG0000130	Prbl.g_00608	Pram.g_00054
OG0000131	Prbl.g_00303	Pram.g_00130
OG0000132	Prbl.g_00283	Pram.g_00149
OG0000133	Prbl.g_00897	Pram.g_00310
OG0000134	Prbl.g_02677	Pram.g_00354
OG0000135	Prbl.g_02190	Pram.g_01589
OG0000136	Prbl.g_00647	Pram.g_00376
OG0000137	Prbl.g_01340	Pram.g_00411
OG0000138	Prbl.g_00528	Pram.g_00431
OG0000139	Prbl.g_00760	Pram.g_00475
OG0000140	Prbl.g_00754	Pram.g_00476
OG0000141	Prbl.g_01751	Pram.g_00545
OG0000142	Prbl.g_01639	Pram.g_01075
OG0000143	Prbl.g_01643	Pram.g_01072
OG0000144	Prbl.g_01042	Pram.g_01058
OG0000145	Prbl.g_00534	Pram.g_01534
OG0000146	Prbl.g_02469	Pram.g_00934
OG0000147	Prbl.g_02468	Pram.g_00933
OG0000148	Prbl.g_02316	Pram.g_00826
OG0000149	Prbl.g_01552	Pram.g_00858
OG0000150	Prbl.g_01576	Pram.g_00868
OG0000151	Prbl.g_02386	Pram.g_00744
OG0000152	Prbl.g_02478	Pram.g_00943
OG0000153	Prbl.g_02505	Pram.g_00961
OG0000154	Prbl.g_02532	Pram.g_00978
OG0000155	Prbl.g_00185	Pram.g_01118
OG0000156	Prbl.g_00115	Pram.g_01219
OG0000157	Prbl.g_00114	Pram.g_01220
OG0000158	Prbl.g_00843	Pram.g_01815
OG0000160	Prbl.g_00241	Pram.g_01377
OG0000161	Prbl.g_00227	Pram.g_01145, Pram.g_01371
OG0000162	Prbl.g_00221	Pram.g_01365
OG0000163	Prbl.g_00452	Pram.g_01326
OG0000164	Prbl.g_00365	Pram.g_01656
OG0000165	Prbl.g_00356	Pram.g_01664
OG0000166	Prbl.g_00962	Pram.g_01733
OG0000167	Prbl.g_00857	Pram.g_01805
OG0000168	Prbl.g_00842	Pram.g_01816
OG0000169	Prbl.g_01302	Pram.g_01826
OG0000170	Prbl.g_01290	Pram.g_01829
OG0000171	Prbl.g_02055	Pram.g_01849
OG0000172	Prbl.g_02021	Pram.g_01856
OG0000173	Prbl.g_02000	Pram.g_01871
OG0000174	Prbl.g_02188	Pram.g_01902
OG0000175	Prbl.g_02150	Pram.g_01914
OG0000176	Prbl.g_02117	Pram.g_01942
OG0000177	Prbl.g_02116	Pram.g_01943
OG0000178	Prbl.g_02115	Pram.g_01944
OG0000179	Prbl.g_01961	Pram.g_00003
OG0000180	Prbl.g_01962	Pram.g_00004
OG0000181	Prbl.g_01963	Pram.g_00005
OG0000182	Prbl.g_01964	Pram.g_00006
OG0000183	Prbl.g_01968	Pram.g_00010
OG0000184	Prbl.g_02251	Pram.g_00033
OG0000185	Prbl.g_02273	Pram.g_00036
OG0000186	Prbl.g_00614	Pram.g_00048
OG0000187	Prbl.g_00613	Pram.g_00049
OG0000188	Prbl.g_00591	Pram.g_00066
OG0000189	Prbl.g_00565	Pram.g_00080
OG0000190	Prbl.g_00563	Pram.g_00081
OG0000191	Prbl.g_01325	Pram.g_00103
OG0000192	Prbl.g_01316	Pram.g_00108
OG0000193	Prbl.g_00302	Pram.g_00131
OG0000194	Prbl.g_00299	Pram.g_00134
OG0000195	Prbl.g_00297	Pram.g_00136
OG0000196	Prbl.g_00286	Pram.g_00146
OG0000197	Prbl.g_00285	Pram.g_00147
OG0000198	Prbl.g_00284	Pram.g_00148
OG0000199	Prbl.g_00277	Pram.g_00155
OG0000200	Prbl.g_00069	Pram.g_00168
OG0000201	Prbl.g_00088	Pram.g_00177
OG0000202	Prbl.g_00089	Pram.g_00178
OG0000203	Prbl.g_00090	Pram.g_00179
OG0000204	Prbl.g_00091	Pram.g_00180
OG0000205	Prbl.g_00098	Pram.g_00187
OG0000206	Prbl.g_01282	Pram.g_00192
OG0000207	Prbl.g_00130	Pram.g_00194
OG0000208	Prbl.g_00129	Pram.g_00195
OG0000209	Prbl.g_01256	Pram.g_00204
OG0000210	Prbl.g_01257	Pram.g_00205
OG0000211	Prbl.g_01922	Pram.g_00220
OG0000212	Prbl.g_00192	Pram.g_00228
OG0000213	Prbl.g_01496	Pram.g_00246
OG0000214	Prbl.g_01469	Pram.g_00255
OG0000215	Prbl.g_01439	Pram.g_00282
OG0000216	Prbl.g_01436	Pram.g_00283
OG0000217	Prbl.g_01432	Pram.g_00286
OG0000218	Prbl.g_01428	Pram.g_00288
OG0000219	Prbl.g_01427	Pram.g_00289
OG0000220	Prbl.g_01426	Pram.g_00290
OG0000221	Prbl.g_01421	Pram.g_00291
OG0000222	Prbl.g_00911	Pram.g_00298
OG0000223	Prbl.g_00888	Pram.g_00311
OG0000224	Prbl.g_00877	Pram.g_00313
OG0000225	Prbl.g_01218	Pram.g_00341
OG0000226	Prbl.g_01222	Pram.g_00345
OG0000227	Prbl.g_01224	Pram.g_00347
OG0000228	Prbl.g_02673	Pram.g_00351
OG0000229	Prbl.g_00652	Pram.g_00371
OG0000230	Prbl.g_00650	Pram.g_00373
OG0000231	Prbl.g_00635	Pram.g_00384
OG0000232	Prbl.g_00619	Pram.g_00397
OG0000233	Prbl.g_01360	Pram.g_00402
OG0000234	Prbl.g_01339	Pram.g_00412
OG0000235	Prbl.g_00510	Pram.g_00415
OG0000236	Prbl.g_00526	Pram.g_00429
OG0000237	Prbl.g_00800	Pram.g_00443
OG0000238	Prbl.g_00795	Pram.g_00449
OG0000239	Prbl.g_00779	Pram.g_00462
OG0000240	Prbl.g_00778	Pram.g_00463
OG0000241	Prbl.g_01526	Pram.g_00468
OG0000242	Prbl.g_00768	Pram.g_00470
OG0000243	Prbl.g_02647	Pram.g_00480
OG0000244	Prbl.g_01879	Pram.g_00483
OG0000245	Prbl.g_01882	Pram.g_00485
OG0000246	Prbl.g_01886	Pram.g_00489
OG0000247	Prbl.g_01897	Pram.g_00500
OG0000248	Prbl.g_01900	Pram.g_00503
OG0000249	Prbl.g_01902	Pram.g_00505
OG0000250	Prbl.g_01799	Pram.g_00510
OG0000251	Prbl.g_01775	Pram.g_00528
OG0000252	Prbl.g_01772	Pram.g_00531
OG0000253	Prbl.g_01766	Pram.g_00532
OG0000254	Prbl.g_01747	Pram.g_00549
OG0000255	Prbl.g_01612	Pram.g_00555
OG0000256	Prbl.g_01626	Pram.g_00566
OG0000257	Prbl.g_01632	Pram.g_01080
OG0000258	Prbl.g_01655	Pram.g_01067
OG0000259	Prbl.g_01406	Pram.g_01050
OG0000260	Prbl.g_01403	Pram.g_01047
OG0000261	Prbl.g_01400	Pram.g_01044
OG0000262	Prbl.g_01395	Pram.g_01039
OG0000263	Prbl.g_01242	Pram.g_00771
OG0000264	Prbl.g_01859	Pram.g_00782
OG0000265	Prbl.g_01839, Prbl.g_02567	Pram.g_00801
OG0000266	Prbl.g_02556	Pram.g_01020
OG0000267	Prbl.g_02431	Pram.g_01007
OG0000268	Prbl.g_02432	Pram.g_01006
OG0000269	Prbl.g_02340	Pram.g_00804
OG0000270	Prbl.g_02337	Pram.g_00807
OG0000271	Prbl.g_02329	Pram.g_00815
OG0000272	Prbl.g_02328	Pram.g_00816
OG0000273	Prbl.g_01534	Pram.g_00839
OG0000274	Prbl.g_01535	Pram.g_00840
OG0000275	Prbl.g_01538	Pram.g_00843
OG0000276	Prbl.g_01544	Pram.g_00849
OG0000277	Prbl.g_01545	Pram.g_00850
OG0000278	Prbl.g_01548	Pram.g_00853
OG0000279	Prbl.g_01556	Pram.g_00861
OG0000280	Prbl.g_01562	Pram.g_00862
OG0000281	Prbl.g_01577	Pram.g_00870
OG0000282	Prbl.g_02405	Pram.g_00736
OG0000283	Prbl.g_02443	Pram.g_00916
OG0000284	Prbl.g_02449	Pram.g_00921
OG0000285	Prbl.g_01688	Pram.g_00926
OG0000286	Prbl.g_02477	Pram.g_00942
OG0000287	Prbl.g_02608	Pram.g_01199
OG0000288	Prbl.g_02531	Pram.g_00977
OG0000289	Prbl.g_02544	Pram.g_00992
OG0000290	Prbl.g_00930	Pram.g_00891
OG0000291	Prbl.g_00928	Pram.g_00889
OG0000292	Prbl.g_02128	Pram.g_01185
OG0000293	Prbl.g_02071	Pram.g_01150
OG0000294	Prbl.g_02072	Pram.g_01149
OG0000295	Prbl.g_00178	Pram.g_01125
OG0000296	Prbl.g_00180	Pram.g_01123
OG0000297	Prbl.g_01382	Pram.g_01114
OG0000298	Prbl.g_01383	Pram.g_01113
OG0000299	Prbl.g_01372	Pram.g_01094
OG0000300	Prbl.g_02582	Pram.g_01091
OG0000301	Prbl.g_02583	Pram.g_01090
OG0000302	Prbl.g_02586	Pram.g_01088
OG0000303	Prbl.g_00187	Pram.g_01082
OG0000304	Prbl.g_01102	Pram.g_00571
OG0000305	Prbl.g_00926	Pram.g_01183
OG0000306	Prbl.g_01586	Pram.g_00874
OG0000307	Prbl.g_00494	Pram.g_01458
OG0000308	Prbl.g_00492	Pram.g_01457
OG0000309	Prbl.g_00488	Pram.g_01453
OG0000310	Prbl.g_00160	Pram.g_01395
OG0000311	Prbl.g_00258	Pram.g_01393
OG0000312	Prbl.g_00254	Pram.g_01390
OG0000313	Prbl.g_00230	Pram.g_01374
OG0000314	Prbl.g_00699	Pram.g_01351
OG0000315	Prbl.g_00709	Pram.g_01341
OG0000316	Prbl.g_00441	Pram.g_01315
OG0000317	Prbl.g_00399	Pram.g_01629
OG0000318	Prbl.g_00393	Pram.g_01633
OG0000319	Prbl.g_00376	Pram.g_01646
OG0000320	Prbl.g_00374	Pram.g_01648
OG0000321	Prbl.g_00373	Pram.g_01649
OG0000322	Prbl.g_00372	Pram.g_01650
OG0000323	Prbl.g_00361	Pram.g_01659
OG0000324	Prbl.g_00332	Pram.g_01687
OG0000325	Prbl.g_02683	Pram.g_01697
OG0000326	Prbl.g_01059	Pram.g_01704
OG0000327	Prbl.g_00957	Pram.g_01728
OG0000328	Prbl.g_00958	Pram.g_01729
OG0000329	Prbl.g_00975	Pram.g_01746
OG0000330	Prbl.g_00976	Pram.g_01747
OG0000331	Prbl.g_00977	Pram.g_01748
OG0000332	Prbl.g_00992	Pram.g_01762
OG0000333	Prbl.g_00994	Pram.g_01764
OG0000334	Prbl.g_01131	Pram.g_01773
OG0000335	Prbl.g_01136	Pram.g_01778
OG0000336	Prbl.g_01140	Pram.g_01782
OG0000337	Prbl.g_00863	Pram.g_01801
OG0000338	Prbl.g_00859	Pram.g_01802
OG0000339	Prbl.g_00853	Pram.g_01808
OG0000340	Prbl.g_00841	Pram.g_01817
OG0000341	Prbl.g_00839	Pram.g_01819
OG0000342	Prbl.g_00838	Pram.g_01820
OG0000343	Prbl.g_01307	Pram.g_01821
OG0000344	Prbl.g_01304	Pram.g_01824
OG0000345	Prbl.g_01289	Pram.g_01830
OG0000346	Prbl.g_01284	Pram.g_01834
OG0000347	Prbl.g_02053	Pram.g_01851
OG0000348	Prbl.g_02016	Pram.g_01859
OG0000349	Prbl.g_01992	Pram.g_01877
OG0000350	Prbl.g_02195	Pram.g_01898
OG0000351	Prbl.g_02147	Pram.g_01917
OG0000352	Prbl.g_02146	Pram.g_01918
OG0000353	Prbl.g_02122	Pram.g_01937
OG0000355	Prbl.g_02120	Pram.g_01939
OG0000356	Prbl.g_02119	Pram.g_01940
OG0000357	Prbl.g_02118	Pram.g_01941
OG0000358	Prbl.g_02114	Pram.g_01945
OG0000359	Prbl.g_02112	Pram.g_01946
OG0000360	Prbl.g_02111	Pram.g_01947
OG0000361	Prbl.g_02110	Pram.g_01948
OG0000362	Prbl.g_02108	Pram.g_01950
OG0000363	Prbl.g_01955	Pram.g_00001
OG0000364	Prbl.g_01956	Pram.g_00002
OG0000365	Prbl.g_01965	Pram.g_00007
OG0000366	Prbl.g_01966	Pram.g_00008
OG0000367	Prbl.g_01967	Pram.g_00009
OG0000368	Prbl.g_01969	Pram.g_00011
OG0000369	Prbl.g_01970	Pram.g_00012
OG0000370	Prbl.g_01971	Pram.g_00013
OG0000371	Prbl.g_01980	Pram.g_00019
OG0000372	Prbl.g_01985	Pram.g_00021
OG0000373	Prbl.g_01986	Pram.g_00022
OG0000374	Prbl.g_01987	Pram.g_00023
OG0000375	Prbl.g_01988	Pram.g_00024
OG0000376	Prbl.g_01990	Pram.g_00026
OG0000377	Prbl.g_02244	Pram.g_00030
OG0000378	Prbl.g_02258	Pram.g_00034
OG0000379	Prbl.g_02274	Pram.g_00037
OG0000380	Prbl.g_00612	Pram.g_00050
OG0000381	Prbl.g_00607	Pram.g_00055
OG0000382	Prbl.g_00592	Pram.g_00065
OG0000383	Prbl.g_00590	Pram.g_00067
OG0000384	Prbl.g_00589	Pram.g_00068
OG0000385	Prbl.g_00588	Pram.g_00069
OG0000386	Prbl.g_00587	Pram.g_00070
OG0000387	Prbl.g_00561	Pram.g_00083
OG0000388	Prbl.g_00557	Pram.g_00087
OG0000389	Prbl.g_00553	Pram.g_00090
OG0000390	Prbl.g_01331	Pram.g_00099
OG0000391	Prbl.g_01326	Pram.g_00102
OG0000392	Prbl.g_01320	Pram.g_00106
OG0000393	Prbl.g_01315	Pram.g_00109
OG0000394	Prbl.g_01314	Pram.g_00110
OG0000395	Prbl.g_01313	Pram.g_00111
OG0000396	Prbl.g_00827	Pram.g_00113
OG0000397	Prbl.g_00825	Pram.g_00115
OG0000398	Prbl.g_00820	Pram.g_00118
OG0000399	Prbl.g_00819	Pram.g_00119
OG0000400	Prbl.g_00818	Pram.g_00120
OG0000401	Prbl.g_00817	Pram.g_00121
OG0000402	Prbl.g_00815	Pram.g_01001
OG0000403	Prbl.g_00814	Pram.g_00123
OG0000404	Prbl.g_00812	Pram.g_00124
OG0000405	Prbl.g_00305	Pram.g_00128
OG0000406	Prbl.g_00301	Pram.g_00132
OG0000407	Prbl.g_00300	Pram.g_00133
OG0000408	Prbl.g_00298	Pram.g_00135
OG0000409	Prbl.g_00296	Pram.g_00137
OG0000410	Prbl.g_00295	Pram.g_00138
OG0000411	Prbl.g_00294	Pram.g_00139
OG0000412	Prbl.g_00293	Pram.g_00140
OG0000413	Prbl.g_00291	Pram.g_00141
OG0000414	Prbl.g_00290	Pram.g_00142
OG0000415	Prbl.g_00289	Pram.g_00143
OG0000416	Prbl.g_00288	Pram.g_00144
OG0000417	Prbl.g_00287	Pram.g_00145
OG0000418	Prbl.g_00282	Pram.g_00150
OG0000419	Prbl.g_00280	Pram.g_00152
OG0000420	Prbl.g_00279	Pram.g_00153
OG0000421	Prbl.g_00275	Pram.g_00157
OG0000422	Prbl.g_00274	Pram.g_00158
OG0000423	Prbl.g_00273	Pram.g_00159
OG0000424	Prbl.g_00272	Pram.g_00160
OG0000425	Prbl.g_00271	Pram.g_00161
OG0000426	Prbl.g_00270	Pram.g_00162
OG0000427	Prbl.g_00269	Pram.g_00163
OG0000428	Prbl.g_02377	Pram.g_00165
OG0000429	Prbl.g_00066	Pram.g_00166
OG0000430	Prbl.g_00068	Pram.g_00167
OG0000431	Prbl.g_00072	Pram.g_00169
OG0000432	Prbl.g_00079	Pram.g_00173
OG0000433	Prbl.g_00082	Pram.g_00174
OG0000434	Prbl.g_00083	Pram.g_00175
OG0000435	Prbl.g_00086	Pram.g_00176
OG0000436	Prbl.g_00092	Pram.g_00181
OG0000437	Prbl.g_00093	Pram.g_00182
OG0000438	Prbl.g_00094	Pram.g_00183
OG0000439	Prbl.g_00096	Pram.g_00185
OG0000440	Prbl.g_00097	Pram.g_00186
OG0000441	Prbl.g_00104	Pram.g_00189
OG0000442	Prbl.g_00105	Pram.g_00190
OG0000443	Prbl.g_01283	Pram.g_00191
OG0000444	Prbl.g_00127	Pram.g_00196
OG0000445	Prbl.g_00126	Pram.g_00197
OG0000446	Prbl.g_00124	Pram.g_00198
OG0000447	Prbl.g_01244	Pram.g_00199
OG0000448	Prbl.g_01245	Pram.g_00200
OG0000449	Prbl.g_01246	Pram.g_00201
OG0000450	Prbl.g_01252	Pram.g_00202
OG0000451	Prbl.g_01253	Pram.g_00203
OG0000452	Prbl.g_01258	Pram.g_00206
OG0000453	Prbl.g_01259	Pram.g_00207
OG0000454	Prbl.g_01260	Pram.g_00208
OG0000455	Prbl.g_01261	Pram.g_00209
OG0000456	Prbl.g_01262	Pram.g_00210
OG0000457	Prbl.g_01264	Pram.g_00212
OG0000458	Prbl.g_01265	Pram.g_00213
OG0000459	Prbl.g_01266	Pram.g_00214
OG0000460	Prbl.g_01923	Pram.g_00222
OG0000461	Prbl.g_02679	Pram.g_00230
OG0000462	Prbl.g_02666	Pram.g_00232
OG0000463	Prbl.g_01516	Pram.g_00233
OG0000464	Prbl.g_01515	Pram.g_00234
OG0000465	Prbl.g_01513	Pram.g_00235
OG0000466	Prbl.g_01508	Pram.g_00238
OG0000467	Prbl.g_01506	Pram.g_00239
OG0000468	Prbl.g_01499	Pram.g_00242
OG0000469	Prbl.g_01486	Pram.g_00250
OG0000470	Prbl.g_01473	Pram.g_00252
OG0000471	Prbl.g_01472	Pram.g_00253
OG0000472	Prbl.g_01470	Pram.g_00254
OG0000473	Prbl.g_01468	Pram.g_00256
OG0000474	Prbl.g_01467	Pram.g_00257
OG0000475	Prbl.g_01466	Pram.g_00258
OG0000476	Prbl.g_01464	Pram.g_00260
OG0000477	Prbl.g_01459	Pram.g_00263
OG0000478	Prbl.g_01458	Pram.g_00264
OG0000479	Prbl.g_01457	Pram.g_00265
OG0000480	Prbl.g_01450	Pram.g_00270
OG0000481	Prbl.g_01448	Pram.g_00273
OG0000482	Prbl.g_01447	Pram.g_00274
OG0000483	Prbl.g_01443	Pram.g_00277
OG0000484	Prbl.g_01442	Pram.g_00278
OG0000485	Prbl.g_01441	Pram.g_00280
OG0000486	Prbl.g_01440	Pram.g_00281
OG0000487	Prbl.g_01435	Pram.g_00284
OG0000488	Prbl.g_01431	Pram.g_00287
OG0000489	Prbl.g_01420	Pram.g_00292
OG0000490	Prbl.g_01414	Pram.g_00296
OG0000491	Prbl.g_01413	Pram.g_00297
OG0000492	Prbl.g_00909	Pram.g_00299
OG0000493	Prbl.g_00908	Pram.g_00300
OG0000494	Prbl.g_00907	Pram.g_00301
OG0000495	Prbl.g_00906	Pram.g_00302
OG0000496	Prbl.g_00905	Pram.g_00303
OG0000497	Prbl.g_00904	Pram.g_00304
OG0000498	Prbl.g_00903	Pram.g_00305
OG0000499	Prbl.g_00902	Pram.g_00306
OG0000500	Prbl.g_00901	Pram.g_00307
OG0000501	Prbl.g_00898	Pram.g_00309
OG0000502	Prbl.g_00886	Pram.g_00312
OG0000503	Prbl.g_01201	Pram.g_00328
OG0000504	Prbl.g_01203	Pram.g_00330
OG0000505	Prbl.g_01204	Pram.g_00331
OG0000506	Prbl.g_01206	Pram.g_00332
OG0000507	Prbl.g_01210	Pram.g_00336
OG0000508	Prbl.g_01217	Pram.g_00340
OG0000509	Prbl.g_01219	Pram.g_00342
OG0000510	Prbl.g_01220	Pram.g_00343
OG0000511	Prbl.g_01221	Pram.g_00344
OG0000512	Prbl.g_01223	Pram.g_00346
OG0000513	Prbl.g_02678	Pram.g_00355
OG0000514	Prbl.g_00676	Pram.g_00366
OG0000515	Prbl.g_00675	Pram.g_00367
OG0000516	Prbl.g_00663	Pram.g_00368
OG0000517	Prbl.g_00653	Pram.g_00370
OG0000518	Prbl.g_00641	Pram.g_00381
OG0000519	Prbl.g_00640	Pram.g_00382
OG0000520	Prbl.g_00639	Pram.g_00383
OG0000521	Prbl.g_00625	Pram.g_00393
OG0000522	Prbl.g_00623	Pram.g_00395
OG0000523	Prbl.g_00622	Pram.g_00396
OG0000524	Prbl.g_01364	Pram.g_00400
OG0000525	Prbl.g_01348	Pram.g_00404
OG0000526	Prbl.g_01346	Pram.g_00406
OG0000527	Prbl.g_01342	Pram.g_00409
OG0000528	Prbl.g_00506	Pram.g_00414
OG0000529	Prbl.g_00512	Pram.g_00417
OG0000530	Prbl.g_00515	Pram.g_00420
OG0000531	Prbl.g_00516	Pram.g_00421
OG0000532	Prbl.g_00519	Pram.g_00423
OG0000533	Prbl.g_00521	Pram.g_00424
OG0000534	Prbl.g_00522	Pram.g_00425
OG0000535	Prbl.g_00523	Pram.g_00426
OG0000536	Prbl.g_00524	Pram.g_00427
OG0000537	Prbl.g_00525	Pram.g_00428
OG0000538	Prbl.g_00536	Pram.g_00438
OG0000539	Prbl.g_00806	Pram.g_00439
OG0000540	Prbl.g_00805	Pram.g_00440
OG0000541	Prbl.g_00804	Pram.g_00441
OG0000542	Prbl.g_00801	Pram.g_00442
OG0000543	Prbl.g_00799	Pram.g_00444
OG0000544	Prbl.g_00798	Pram.g_00445
OG0000545	Prbl.g_00797	Pram.g_00447
OG0000546	Prbl.g_00794	Pram.g_00450
OG0000547	Prbl.g_00792	Pram.g_00452
OG0000548	Prbl.g_00791	Pram.g_00453
OG0000549	Prbl.g_00785	Pram.g_00456
OG0000550	Prbl.g_00780	Pram.g_00461
OG0000551	Prbl.g_00776	Pram.g_00464
OG0000552	Prbl.g_00775	Pram.g_00465
OG0000553	Prbl.g_00770	Pram.g_00466
OG0000554	Prbl.g_00765	Pram.g_00472
OG0000555	Prbl.g_00747	Pram.g_00479
OG0000556	Prbl.g_02645	Pram.g_00481
OG0000557	Prbl.g_01878	Pram.g_00482
OG0000558	Prbl.g_01881	Pram.g_00484
OG0000559	Prbl.g_01885	Pram.g_00488
