Orthogroup	Prbl	Syag
OG0000060	Prbl.g_00508	Syag.g_01530
OG0000060	Prbl.g_00063	Syag.g_02045
OG0000061	Prbl.g_02084	Syag.g_01141
OG0000062	Prbl.g_00417	Syag.g_01669
OG0000063	Prbl.g_01981	Syag.g_02313
OG0000065	Prbl.g_00552	Syag.g_01885
OG0000066	Prbl.g_00752	Syag.g_01443
OG0000067	Prbl.g_02335	Syag.g_00667
OG0000068	Prbl.g_00502	Syag.g_01537
OG0000070	Prbl.g_00634	Syag.g_00049
OG0000071	Prbl.g_01722	Syag.g_01192
OG0000072	Prbl.g_00276	Syag.g_01980, Syag.g_02859
OG0000073	Prbl.g_00533	Syag.g_01505
OG0000075	Prbl.g_00855	Syag.g_02434
OG0000076	Prbl.g_01285	Syag.g_02393
OG0000077	Prbl.g_00631	Syag.g_01831
OG0000078	Prbl.g_00193	Syag.g_01778
OG0000079	Prbl.g_01505	Syag.g_02659
OG0000081	Prbl.g_01036	Syag.g_00167
OG0000082	Prbl.g_01783	Syag.g_00318
OG0000084	Prbl.g_00246	Syag.g_00212, Syag.g_01425
OG0000085	Prbl.g_00405	Syag.g_01676
OG0000086	Prbl.g_00583	Syag.g_01853
OG0000087	Prbl.g_00810	Syag.g_01939
OG0000088	Prbl.g_00281, Prbl.g_01838	Syag.g_01974
OG0000089	Prbl.g_02674	Syag.g_00005
OG0000090	Prbl.g_00766	Syag.g_01454
OG0000091	Prbl.g_01647	Syag.g_00418
OG0000093	Prbl.g_02359	Syag.g_00649
OG0000094	Prbl.g_02209	Syag.g_00881
OG0000095	Prbl.g_00927	Syag.g_00974
OG0000097	Prbl.g_02579	Syag.g_01065
OG0000098	Prbl.g_00722	Syag.g_00578, Syag.g_01445
OG0000099	Prbl.g_00893	Syag.g_02536
OG0000100	Prbl.g_01914, Prbl.g_02305	Syag.g_00704
OG0000101	Prbl.g_01000	Syag.g_02773
OG0000102	Prbl.g_02636	Syag.g_02387
OG0000103	Prbl.g_02139	Syag.g_02253
OG0000104	Prbl.g_02125	Syag.g_02268
OG0000105	Prbl.g_01461	Syag.g_02606
OG0000106	Prbl.g_00411	Syag.g_00462
OG0000107	Prbl.g_02681	Syag.g_02689
OG0000108	Prbl.g_00511	Syag.g_01528
OG0000109	Prbl.g_00527	Syag.g_01512
OG0000110	Prbl.g_01795	Syag.g_00303
OG0000111	Prbl.g_00026	Syag.g_00984
OG0000112	Prbl.g_02470	Syag.g_00801
OG0000113	Prbl.g_02310	Syag.g_00699
OG0000114	Prbl.g_02407	Syag.g_00609
OG0000115	Prbl.g_00687	Syag.g_01397
OG0000116	Prbl.g_02069	Syag.g_01156
OG0000117	Prbl.g_01384	Syag.g_01097
OG0000118	Prbl.g_01736	Syag.g_01232
OG0000120	Prbl.g_00892	Syag.g_02535
OG0000121	Prbl.g_00234, Prbl.g_00240	Syag.g_01414
OG0000122	Prbl.g_01808	Syag.g_00446
OG0000123	Prbl.g_01135	Syag.g_02781
OG0000124	Prbl.g_02054	Syag.g_02367
OG0000125	Prbl.g_02231	Syag.g_02136, Syag.g_02134
OG0000126	Prbl.g_02127	Syag.g_02266
OG0000128	Prbl.g_02109	Syag.g_02284
OG0000129	Prbl.g_02243	Syag.g_02121
OG0000130	Prbl.g_00608	Syag.g_01819
OG0000131	Prbl.g_00303	Syag.g_01951
OG0000132	Prbl.g_00283	Syag.g_01972
OG0000133	Prbl.g_00897	Syag.g_00806
OG0000134	Prbl.g_02677	Syag.g_00008
OG0000135	Prbl.g_02190	Syag.g_02171
OG0000136	Prbl.g_00647	Syag.g_00038
OG0000137	Prbl.g_01340	Syag.g_01356
OG0000138	Prbl.g_00528	Syag.g_01511
OG0000139	Prbl.g_00760	Syag.g_01448
OG0000140	Prbl.g_00754	Syag.g_01446
OG0000141	Prbl.g_01751	Syag.g_00351
OG0000142	Prbl.g_01639	Syag.g_00410
OG0000143	Prbl.g_01643	Syag.g_00414
OG0000144	Prbl.g_01042	Syag.g_00493
OG0000145	Prbl.g_00534	Syag.g_01504
OG0000146	Prbl.g_02469	Syag.g_00800
OG0000147	Prbl.g_02468	Syag.g_00799
OG0000148	Prbl.g_02316	Syag.g_00693
OG0000149	Prbl.g_01552	Syag.g_00731
OG0000150	Prbl.g_01576	Syag.g_00352
OG0000151	Prbl.g_02386	Syag.g_00623
OG0000152	Prbl.g_02478	Syag.g_00810
OG0000153	Prbl.g_02505	Syag.g_00845
OG0000154	Prbl.g_02532	Syag.g_00870
OG0000155	Prbl.g_00185	Syag.g_01107
OG0000156	Prbl.g_00115	Syag.g_01166
OG0000157	Prbl.g_00114	Syag.g_01167
OG0000158	Prbl.g_00843	Syag.g_02422
OG0000160	Prbl.g_00241	Syag.g_01415
OG0000161	Prbl.g_00227	Syag.g_01409
OG0000162	Prbl.g_00221	Syag.g_01402
OG0000163	Prbl.g_00452	Syag.g_00706, Syag.g_01618
OG0000164	Prbl.g_00365	Syag.g_01725
OG0000165	Prbl.g_00356	Syag.g_01733
OG0000166	Prbl.g_00962	Syag.g_02733
OG0000167	Prbl.g_00857	Syag.g_02437
OG0000168	Prbl.g_00842	Syag.g_02417
OG0000169	Prbl.g_01302	Syag.g_02405
OG0000170	Prbl.g_01290	Syag.g_02398
OG0000171	Prbl.g_02055	Syag.g_02368
OG0000172	Prbl.g_02021	Syag.g_02360
OG0000173	Prbl.g_02000	Syag.g_02337
OG0000174	Prbl.g_02188	Syag.g_02175
OG0000175	Prbl.g_02150	Syag.g_02240
OG0000176	Prbl.g_02117	Syag.g_02276
OG0000177	Prbl.g_02116	Syag.g_02277
OG0000178	Prbl.g_02115	Syag.g_02278
OG0000179	Prbl.g_01961	Syag.g_02293
OG0000180	Prbl.g_01962	Syag.g_02294
OG0000181	Prbl.g_01963	Syag.g_02295
OG0000182	Prbl.g_01964	Syag.g_02296
OG0000183	Prbl.g_01968	Syag.g_02300
OG0000184	Prbl.g_02251	Syag.g_02110
OG0000186	Prbl.g_00614	Syag.g_01815
OG0000187	Prbl.g_00613	Syag.g_01816
OG0000188	Prbl.g_00591	Syag.g_01839
OG0000189	Prbl.g_00565	Syag.g_01872
OG0000190	Prbl.g_00563	Syag.g_01874
OG0000191	Prbl.g_01325	Syag.g_01909
OG0000192	Prbl.g_01316	Syag.g_01915
OG0000193	Prbl.g_00302	Syag.g_01952
OG0000194	Prbl.g_00299	Syag.g_01955
OG0000195	Prbl.g_00297	Syag.g_01957
OG0000196	Prbl.g_00286	Syag.g_01968
OG0000197	Prbl.g_00285	Syag.g_01969
OG0000198	Prbl.g_00284	Syag.g_00108, Syag.g_01971
OG0000199	Prbl.g_00277	Syag.g_01979
OG0000200	Prbl.g_00069	Syag.g_01996
OG0000201	Prbl.g_00088	Syag.g_02019, Syag.g_02023
OG0000202	Prbl.g_00089	Syag.g_02024
OG0000203	Prbl.g_00090	Syag.g_02025
OG0000204	Prbl.g_00091	Syag.g_02020, Syag.g_02026
OG0000205	Prbl.g_00098	Syag.g_02035
OG0000206	Prbl.g_01282	Syag.g_02047
OG0000207	Prbl.g_00130	Syag.g_02051
OG0000208	Prbl.g_00129	Syag.g_02052
OG0000209	Prbl.g_01256	Syag.g_02069
OG0000210	Prbl.g_01257	Syag.g_02070
OG0000211	Prbl.g_01922	Syag.g_01788
OG0000212	Prbl.g_00192	Syag.g_01777
OG0000213	Prbl.g_01496	Syag.g_02632
OG0000214	Prbl.g_01469	Syag.g_02615
OG0000215	Prbl.g_01439	Syag.g_02584
OG0000216	Prbl.g_01436	Syag.g_02580
OG0000217	Prbl.g_01432	Syag.g_02576
OG0000218	Prbl.g_01428	Syag.g_02574
OG0000219	Prbl.g_01427	Syag.g_02573
OG0000220	Prbl.g_01426	Syag.g_02572
OG0000221	Prbl.g_01421	Syag.g_02566
OG0000222	Prbl.g_00911	Syag.g_02550
OG0000223	Prbl.g_00888	Syag.g_02475
OG0000224	Prbl.g_00877	Syag.g_02471
OG0000225	Prbl.g_01218	Syag.g_02861
OG0000226	Prbl.g_01222	Syag.g_02865
OG0000227	Prbl.g_01224	Syag.g_02867
OG0000228	Prbl.g_02673	Syag.g_00004
OG0000229	Prbl.g_00652	Syag.g_00033
OG0000230	Prbl.g_00650	Syag.g_00035
OG0000231	Prbl.g_00635	Syag.g_00048
OG0000232	Prbl.g_00619	Syag.g_00059
OG0000233	Prbl.g_01360	Syag.g_01330
OG0000234	Prbl.g_01339	Syag.g_01358
OG0000235	Prbl.g_00510	Syag.g_01529
OG0000236	Prbl.g_00526	Syag.g_01513
OG0000237	Prbl.g_00800	Syag.g_01495
OG0000238	Prbl.g_00795	Syag.g_01490
OG0000239	Prbl.g_00779	Syag.g_01472
OG0000240	Prbl.g_00778	Syag.g_01471
OG0000241	Prbl.g_01526	Syag.g_00396
OG0000242	Prbl.g_00768	Syag.g_01456
OG0000243	Prbl.g_02647	Syag.g_00255
OG0000244	Prbl.g_01879	Syag.g_00268
OG0000245	Prbl.g_01882	Syag.g_00270
OG0000246	Prbl.g_01886	Syag.g_00274
OG0000247	Prbl.g_01897	Syag.g_00286
OG0000248	Prbl.g_01900	Syag.g_00289
OG0000249	Prbl.g_01902	Syag.g_00291
OG0000250	Prbl.g_01799	Syag.g_00299
OG0000251	Prbl.g_01775	Syag.g_00328
OG0000252	Prbl.g_01772	Syag.g_00331
OG0000253	Prbl.g_01766	Syag.g_00333
OG0000254	Prbl.g_01747	Syag.g_00356
OG0000255	Prbl.g_01612	Syag.g_00369
OG0000256	Prbl.g_01626	Syag.g_00385
OG0000257	Prbl.g_01632	Syag.g_00395
OG0000258	Prbl.g_01655	Syag.g_00423
OG0000259	Prbl.g_01406	Syag.g_00560
OG0000260	Prbl.g_01403	Syag.g_00570
OG0000261	Prbl.g_01400	Syag.g_00581
OG0000262	Prbl.g_01395	Syag.g_00586
OG0000263	Prbl.g_01242	Syag.g_01079
OG0000264	Prbl.g_01859	Syag.g_01011
OG0000265	Prbl.g_02567	Syag.g_01021
OG0000266	Prbl.g_02556	Syag.g_00907
OG0000267	Prbl.g_02431	Syag.g_00762
OG0000268	Prbl.g_02432	Syag.g_00763
OG0000269	Prbl.g_02340	Syag.g_00662
OG0000270	Prbl.g_02337	Syag.g_00665
OG0000271	Prbl.g_02329	Syag.g_00673
OG0000274	Prbl.g_01535	Syag.g_00714
OG0000275	Prbl.g_01538	Syag.g_00717
OG0000276	Prbl.g_01544	Syag.g_00723
OG0000277	Prbl.g_01545	Syag.g_00724
OG0000278	Prbl.g_01548	Syag.g_00727
OG0000279	Prbl.g_01556	Syag.g_00735
OG0000280	Prbl.g_01562	Syag.g_00741
OG0000281	Prbl.g_01577	Syag.g_00572
OG0000282	Prbl.g_02405	Syag.g_00611
OG0000283	Prbl.g_02443	Syag.g_00775
OG0000284	Prbl.g_02449	Syag.g_00780
OG0000285	Prbl.g_01688	Syag.g_00791
OG0000286	Prbl.g_02477	Syag.g_00809
OG0000287	Prbl.g_02608	Syag.g_00838
OG0000288	Prbl.g_02531	Syag.g_00869
OG0000289	Prbl.g_02544	Syag.g_00884
OG0000290	Prbl.g_00930	Syag.g_00970
OG0000291	Prbl.g_00928	Syag.g_00972
OG0000292	Prbl.g_02128	Syag.g_02265
OG0000293	Prbl.g_02071	Syag.g_01155
OG0000294	Prbl.g_02072	Syag.g_01154
OG0000295	Prbl.g_00178	Syag.g_01115
OG0000296	Prbl.g_00180	Syag.g_01113
OG0000297	Prbl.g_01382	Syag.g_01099
OG0000298	Prbl.g_01383	Syag.g_01098
OG0000299	Prbl.g_01372	Syag.g_01067
OG0000300	Prbl.g_02582	Syag.g_01062
OG0000301	Prbl.g_02583	Syag.g_01061
OG0000302	Prbl.g_02586	Syag.g_01060
OG0000303	Prbl.g_00187	Syag.g_01048
OG0000304	Prbl.g_01102	Syag.g_01041
OG0000305	Prbl.g_00926	Syag.g_00977
OG0000306	Prbl.g_01586	Syag.g_00460
OG0000307	Prbl.g_00494	Syag.g_01546
OG0000308	Prbl.g_00492	Syag.g_01548
OG0000309	Prbl.g_00488	Syag.g_01553
OG0000310	Prbl.g_00160	Syag.g_01291
OG0000311	Prbl.g_00258	Syag.g_01300
OG0000312	Prbl.g_00254	Syag.g_01434
OG0000313	Prbl.g_00230	Syag.g_00966, Syag.g_01412
OG0000314	Prbl.g_00699	Syag.g_01380
OG0000315	Prbl.g_00709	Syag.g_01369
OG0000316	Prbl.g_00441	Syag.g_01641
OG0000317	Prbl.g_00399	Syag.g_01684
OG0000318	Prbl.g_00393	Syag.g_01688
OG0000319	Prbl.g_00376	Syag.g_01710
OG0000320	Prbl.g_00374	Syag.g_01712
OG0000321	Prbl.g_00373	Syag.g_01713
OG0000322	Prbl.g_00372	Syag.g_01714
OG0000323	Prbl.g_00361	Syag.g_01728
OG0000324	Prbl.g_00332	Syag.g_01757
OG0000325	Prbl.g_02683	Syag.g_02690
OG0000326	Prbl.g_01059	Syag.g_02698
OG0000327	Prbl.g_00957	Syag.g_02728
OG0000328	Prbl.g_00958	Syag.g_02729
OG0000329	Prbl.g_00975	Syag.g_02747
OG0000330	Prbl.g_00976	Syag.g_02748
OG0000331	Prbl.g_00977	Syag.g_02749
OG0000332	Prbl.g_00992	Syag.g_02764
OG0000333	Prbl.g_00994	Syag.g_02767
OG0000334	Prbl.g_01131	Syag.g_02777
OG0000335	Prbl.g_01136	Syag.g_02782
OG0000336	Prbl.g_01140	Syag.g_02786
OG0000337	Prbl.g_00863	Syag.g_02445
OG0000338	Prbl.g_00859	Syag.g_02440
OG0000340	Prbl.g_00841	Syag.g_02416
OG0000341	Prbl.g_00839	Syag.g_02414
OG0000342	Prbl.g_00838	Syag.g_02413
OG0000343	Prbl.g_01307	Syag.g_02411
OG0000344	Prbl.g_01304	Syag.g_02407
OG0000345	Prbl.g_01289	Syag.g_02397
OG0000346	Prbl.g_01284	Syag.g_02392
OG0000347	Prbl.g_02053	Syag.g_02366
OG0000348	Prbl.g_02016	Syag.g_02357
OG0000349	Prbl.g_01992	Syag.g_02330
OG0000350	Prbl.g_02195	Syag.g_02705
OG0000351	Prbl.g_02147	Syag.g_02244
OG0000352	Prbl.g_02146	Syag.g_02245
OG0000353	Prbl.g_02122	Syag.g_02271
OG0000354	Prbl.g_00789	Syag.g_01484
OG0000354	Prbl.g_01959	Syag.g_02291
OG0000355	Prbl.g_02120	Syag.g_02273
OG0000356	Prbl.g_02119	Syag.g_02274
OG0000357	Prbl.g_02118	Syag.g_02275
OG0000358	Prbl.g_02114	Syag.g_02279
OG0000359	Prbl.g_02112	Syag.g_02281
OG0000360	Prbl.g_02111	Syag.g_02282
OG0000361	Prbl.g_02110	Syag.g_02283
OG0000362	Prbl.g_02108	Syag.g_02285
OG0000363	Prbl.g_01955	Syag.g_02287
OG0000364	Prbl.g_01956	Syag.g_02288
OG0000365	Prbl.g_01965	Syag.g_02297
OG0000366	Prbl.g_01966	Syag.g_02298
OG0000367	Prbl.g_01967	Syag.g_02299
OG0000368	Prbl.g_01969	Syag.g_02301
OG0000369	Prbl.g_01970	Syag.g_02302
OG0000370	Prbl.g_01971	Syag.g_02303
OG0000371	Prbl.g_01980	Syag.g_02312
OG0000372	Prbl.g_01985	Syag.g_02317
OG0000373	Prbl.g_01986	Syag.g_02318
OG0000374	Prbl.g_01987	Syag.g_02319
OG0000375	Prbl.g_01988	Syag.g_02326
OG0000376	Prbl.g_01990	Syag.g_02328
OG0000377	Prbl.g_02244	Syag.g_02119
OG0000378	Prbl.g_02258	Syag.g_02099
OG0000379	Prbl.g_02274	Syag.g_02091
OG0000380	Prbl.g_00612	Syag.g_01817
OG0000381	Prbl.g_00607	Syag.g_01820
OG0000382	Prbl.g_00592	Syag.g_01838
OG0000383	Prbl.g_00590	Syag.g_01843
OG0000384	Prbl.g_00589	Syag.g_01844
OG0000385	Prbl.g_00588	Syag.g_01845
OG0000386	Prbl.g_00587	Syag.g_01846
OG0000387	Prbl.g_00561	Syag.g_01876
OG0000388	Prbl.g_00557	Syag.g_01880
OG0000389	Prbl.g_00553	Syag.g_01884
OG0000390	Prbl.g_01331	Syag.g_01903
OG0000391	Prbl.g_01326	Syag.g_01908
OG0000392	Prbl.g_01320	Syag.g_01914
OG0000393	Prbl.g_01315	Syag.g_01917
OG0000394	Prbl.g_01314	Syag.g_01918
OG0000395	Prbl.g_01313	Syag.g_01919
OG0000396	Prbl.g_00827	Syag.g_01922
OG0000397	Prbl.g_00825	Syag.g_01924
OG0000398	Prbl.g_00820	Syag.g_01929
OG0000399	Prbl.g_00819	Syag.g_01930
OG0000400	Prbl.g_00818	Syag.g_01931
OG0000401	Prbl.g_00817	Syag.g_01932
OG0000402	Prbl.g_00815	Syag.g_01934
OG0000403	Prbl.g_00814	Syag.g_01935
OG0000404	Prbl.g_00812	Syag.g_01937
OG0000405	Prbl.g_00305	Syag.g_01949
OG0000406	Prbl.g_00301	Syag.g_01953
OG0000407	Prbl.g_00300	Syag.g_01954
OG0000408	Prbl.g_00298	Syag.g_01956
OG0000409	Prbl.g_00296	Syag.g_01958
OG0000410	Prbl.g_00295	Syag.g_01959
OG0000411	Prbl.g_00294	Syag.g_01960
OG0000412	Prbl.g_00293	Syag.g_01961
OG0000413	Prbl.g_00291	Syag.g_01963
OG0000414	Prbl.g_00290	Syag.g_01964
OG0000415	Prbl.g_00289	Syag.g_01965
OG0000416	Prbl.g_00288	Syag.g_01966
OG0000417	Prbl.g_00287	Syag.g_01967
OG0000418	Prbl.g_00282	Syag.g_01973
OG0000419	Prbl.g_00280	Syag.g_01975
OG0000420	Prbl.g_00279	Syag.g_01977
OG0000421	Prbl.g_00275	Syag.g_01982
OG0000422	Prbl.g_00274	Syag.g_01983
OG0000423	Prbl.g_00273	Syag.g_01984
OG0000424	Prbl.g_00272	Syag.g_01985
OG0000425	Prbl.g_00271	Syag.g_01986
OG0000426	Prbl.g_00270	Syag.g_01987
OG0000427	Prbl.g_00269	Syag.g_01988
OG0000428	Prbl.g_02377	Syag.g_01991
OG0000429	Prbl.g_00066	Syag.g_01993
OG0000430	Prbl.g_00068	Syag.g_01995
OG0000431	Prbl.g_00072	Syag.g_01998
OG0000432	Prbl.g_00079	Syag.g_02007
OG0000433	Prbl.g_00082	Syag.g_02009
OG0000434	Prbl.g_00083	Syag.g_02010
OG0000435	Prbl.g_00086	Syag.g_02017
OG0000436	Prbl.g_00092	Syag.g_02028
OG0000437	Prbl.g_00093	Syag.g_02029
OG0000438	Prbl.g_00094	Syag.g_02031
OG0000439	Prbl.g_00096	Syag.g_02033
OG0000440	Prbl.g_00097	Syag.g_02034
OG0000441	Prbl.g_00104	Syag.g_02041
OG0000442	Prbl.g_00105	Syag.g_02044
OG0000443	Prbl.g_01283	Syag.g_02046
OG0000444	Prbl.g_00127	Syag.g_02053
OG0000445	Prbl.g_00126	Syag.g_02054
OG0000446	Prbl.g_00124	Syag.g_02056
OG0000447	Prbl.g_01244	Syag.g_02059
OG0000448	Prbl.g_01245	Syag.g_02060
OG0000449	Prbl.g_01246	Syag.g_02061
OG0000450	Prbl.g_01252	Syag.g_02066
OG0000451	Prbl.g_01253	Syag.g_02067
OG0000452	Prbl.g_01258	Syag.g_02071
OG0000453	Prbl.g_01259	Syag.g_02072
OG0000454	Prbl.g_01260	Syag.g_02073
OG0000455	Prbl.g_01261	Syag.g_02074
OG0000456	Prbl.g_01262	Syag.g_02075
OG0000457	Prbl.g_01264	Syag.g_02077
OG0000458	Prbl.g_01265	Syag.g_02080
OG0000459	Prbl.g_01266	Syag.g_02081
OG0000460	Prbl.g_01923	Syag.g_01786
OG0000461	Prbl.g_02679	Syag.g_02675
OG0000462	Prbl.g_02666	Syag.g_02672
OG0000463	Prbl.g_01516	Syag.g_02671
OG0000464	Prbl.g_01515	Syag.g_02670
OG0000465	Prbl.g_01513	Syag.g_02668
OG0000466	Prbl.g_01508	Syag.g_02662
OG0000467	Prbl.g_01506	Syag.g_02660
OG0000468	Prbl.g_01499	Syag.g_02636
OG0000469	Prbl.g_01486	Syag.g_02621
OG0000470	Prbl.g_01473	Syag.g_02619
OG0000471	Prbl.g_01472	Syag.g_02618
OG0000472	Prbl.g_01470	Syag.g_02616
OG0000473	Prbl.g_01468	Syag.g_02614
OG0000474	Prbl.g_01467	Syag.g_02613
OG0000475	Prbl.g_01466	Syag.g_02612
OG0000476	Prbl.g_01464	Syag.g_02610
OG0000477	Prbl.g_01459	Syag.g_02604
OG0000478	Prbl.g_01458	Syag.g_02603
OG0000479	Prbl.g_01457	Syag.g_02602
OG0000480	Prbl.g_01450	Syag.g_02595
OG0000481	Prbl.g_01448	Syag.g_02593
OG0000482	Prbl.g_01447	Syag.g_02592
OG0000483	Prbl.g_01443	Syag.g_02588
OG0000484	Prbl.g_01442	Syag.g_02587
OG0000485	Prbl.g_01441	Syag.g_02586
OG0000486	Prbl.g_01440	Syag.g_02585
OG0000487	Prbl.g_01435	Syag.g_02579
OG0000488	Prbl.g_01431	Syag.g_02575
OG0000489	Prbl.g_01420	Syag.g_02565
OG0000490	Prbl.g_01414	Syag.g_02553
OG0000491	Prbl.g_01413	Syag.g_02551
OG0000492	Prbl.g_00909	Syag.g_02549
OG0000493	Prbl.g_00908	Syag.g_02548
OG0000494	Prbl.g_00907	Syag.g_02547
OG0000495	Prbl.g_00906	Syag.g_02546
OG0000496	Prbl.g_00905	Syag.g_02545
OG0000497	Prbl.g_00904	Syag.g_02544
OG0000498	Prbl.g_00903	Syag.g_02543
OG0000499	Prbl.g_00902	Syag.g_02542
OG0000500	Prbl.g_00901	Syag.g_02541
OG0000501	Prbl.g_00898	Syag.g_02538
OG0000502	Prbl.g_00886	Syag.g_02467
OG0000503	Prbl.g_01201	Syag.g_02843
OG0000504	Prbl.g_01203	Syag.g_02845
OG0000505	Prbl.g_01204	Syag.g_02846
OG0000506	Prbl.g_01206	Syag.g_02849
OG0000507	Prbl.g_01210	Syag.g_02855
OG0000508	Prbl.g_01217	Syag.g_02860
OG0000509	Prbl.g_01219	Syag.g_02862
OG0000510	Prbl.g_01220	Syag.g_02863
OG0000511	Prbl.g_01221	Syag.g_02864
OG0000512	Prbl.g_01223	Syag.g_02866
OG0000513	Prbl.g_02678	Syag.g_00009
OG0000514	Prbl.g_00676	Syag.g_00018
OG0000515	Prbl.g_00675	Syag.g_00019
OG0000516	Prbl.g_00663	Syag.g_00025
OG0000517	Prbl.g_00653	Syag.g_00032
OG0000518	Prbl.g_00641	Syag.g_00044
OG0000519	Prbl.g_00640	Syag.g_00045
OG0000520	Prbl.g_00639	Syag.g_00046
OG0000521	Prbl.g_00625	Syag.g_00054
OG0000522	Prbl.g_00623	Syag.g_00056
OG0000523	Prbl.g_00622	Syag.g_00057
OG0000524	Prbl.g_01364	Syag.g_01327
OG0000525	Prbl.g_01348	Syag.g_01345
OG0000526	Prbl.g_01346	Syag.g_01348
OG0000527	Prbl.g_01342	Syag.g_01354
OG0000528	Prbl.g_00506	Syag.g_01532
OG0000529	Prbl.g_00512	Syag.g_01527
OG0000530	Prbl.g_00515	Syag.g_01524
OG0000531	Prbl.g_00516	Syag.g_01523
OG0000532	Prbl.g_00519	Syag.g_01520
OG0000533	Prbl.g_00521	Syag.g_01518
OG0000534	Prbl.g_00522	Syag.g_01517
OG0000535	Prbl.g_00523	Syag.g_01516
OG0000536	Prbl.g_00524	Syag.g_01515
OG0000537	Prbl.g_00525	Syag.g_01514
OG0000538	Prbl.g_00536	Syag.g_01502
OG0000539	Prbl.g_00806	Syag.g_01501
OG0000540	Prbl.g_00805	Syag.g_01500
OG0000541	Prbl.g_00804	Syag.g_01499
OG0000542	Prbl.g_00801	Syag.g_01496
OG0000543	Prbl.g_00799	Syag.g_01494
OG0000544	Prbl.g_00798	Syag.g_01493
OG0000545	Prbl.g_00797	Syag.g_01491
OG0000546	Prbl.g_00794	Syag.g_01489
OG0000547	Prbl.g_00792	Syag.g_01487
OG0000548	Prbl.g_00791	Syag.g_01486
OG0000549	Prbl.g_00785	Syag.g_01480
OG0000550	Prbl.g_00780	Syag.g_01474
OG0000551	Prbl.g_00776	Syag.g_01470
OG0000552	Prbl.g_00775	Syag.g_01469
OG0000553	Prbl.g_00770	Syag.g_01464
