Orthogroup	Prbl	Prae
OG0000077	Prbl.g_00631, Prbl.g_00596	Prae.g_00078
OG0000078	Prbl.g_00193	Prae.g_00242
OG0000079	Prbl.g_01505	Prae.g_00255
OG0000081	Prbl.g_01036, Prbl.g_00032	Prae.g_00505
OG0000082	Prbl.g_01783	Prae.g_00559
OG0000084	Prbl.g_00246	Prae.g_01455
OG0000085	Prbl.g_00405	Prae.g_01616
OG0000086	Prbl.g_00583	Prae.g_00088
OG0000087	Prbl.g_00810	Prae.g_00139
OG0000088	Prbl.g_00281, Prbl.g_01838	Prae.g_00169
OG0000089	Prbl.g_02674	Prae.g_00355
OG0000090	Prbl.g_00766	Prae.g_00508
OG0000091	Prbl.g_01647	Prae.g_00616
OG0000093	Prbl.g_02359	Prae.g_00933
OG0000094	Prbl.g_02209	Prae.g_01021
OG0000095	Prbl.g_00927	Prae.g_01040
OG0000097	Prbl.g_02579	Prae.g_01204
OG0000098	Prbl.g_00722	Prae.g_01350
OG0000099	Prbl.g_00893	Prae.g_01390
OG0000100	Prbl.g_01914, Prbl.g_02305	Prae.g_01533
OG0000101	Prbl.g_01126, Prbl.g_01000	Prae.g_01758
OG0000102	Prbl.g_02636	Prae.g_01820
OG0000103	Prbl.g_02139	Prae.g_01899
OG0000104	Prbl.g_02125	Prae.g_01907
OG0000105	Prbl.g_01461	Prae.g_01440
OG0000106	Prbl.g_00411	Prae.g_00370
OG0000107	Prbl.g_02681	Prae.g_00385
OG0000108	Prbl.g_00511	Prae.g_00454
OG0000109	Prbl.g_00527	Prae.g_00468
OG0000110	Prbl.g_01795	Prae.g_00549
OG0000111	Prbl.g_00026	Prae.g_00673
OG0000112	Prbl.g_02470	Prae.g_00770
OG0000113	Prbl.g_02310	Prae.g_00828
OG0000114	Prbl.g_02407	Prae.g_00908
OG0000115	Prbl.g_00687	Prae.g_01102
OG0000116	Prbl.g_02069	Prae.g_01153
OG0000117	Prbl.g_01384	Prae.g_01263
OG0000118	Prbl.g_01736	Prae.g_01341
OG0000119	Prbl.g_00007, Prbl.g_00046	Prae.g_01364
OG0000120	Prbl.g_00892	Prae.g_01389
OG0000121	Prbl.g_00234, Prbl.g_00240	Prae.g_01461
OG0000122	Prbl.g_01808	Prae.g_01499
OG0000123	Prbl.g_01135	Prae.g_01766
OG0000124	Prbl.g_02054	Prae.g_01831
OG0000125	Prbl.g_02231	Prae.g_01867
OG0000126	Prbl.g_02127	Prae.g_01906
OG0000128	Prbl.g_02109	Prae.g_00011
OG0000129	Prbl.g_02243	Prae.g_00046
OG0000130	Prbl.g_00608	Prae.g_00069
OG0000131	Prbl.g_00303	Prae.g_00148
OG0000132	Prbl.g_00283	Prae.g_00167
OG0000133	Prbl.g_00897	Prae.g_00323
OG0000134	Prbl.g_02677	Prae.g_00356
OG0000135	Prbl.g_02190	Prae.g_00382
OG0000136	Prbl.g_00647	Prae.g_00415
OG0000137	Prbl.g_01340	Prae.g_00449
OG0000138	Prbl.g_00528	Prae.g_00469
OG0000139	Prbl.g_00760	Prae.g_00512
OG0000140	Prbl.g_00754	Prae.g_00513
OG0000141	Prbl.g_01751	Prae.g_00581
OG0000142	Prbl.g_01639	Prae.g_00609
OG0000143	Prbl.g_01643	Prae.g_00613
OG0000144	Prbl.g_01042	Prae.g_00626
OG0000145	Prbl.g_00534	Prae.g_00766
OG0000146	Prbl.g_02469	Prae.g_00771
OG0000147	Prbl.g_02468	Prae.g_00772
OG0000148	Prbl.g_02316	Prae.g_00822
OG0000149	Prbl.g_01552	Prae.g_00852
OG0000150	Prbl.g_01576	Prae.g_00860
OG0000151	Prbl.g_02386	Prae.g_00918
OG0000152	Prbl.g_02478	Prae.g_00964
OG0000153	Prbl.g_02505	Prae.g_00983
OG0000154	Prbl.g_02532	Prae.g_01014
OG0000155	Prbl.g_00185	Prae.g_01183
OG0000156	Prbl.g_00115	Prae.g_01317
OG0000157	Prbl.g_00114	Prae.g_01318
OG0000158	Prbl.g_00843	Prae.g_01426
OG0000160	Prbl.g_00241	Prae.g_01460
OG0000161	Prbl.g_00227	Prae.g_01466
OG0000162	Prbl.g_00221	Prae.g_01472
OG0000163	Prbl.g_00452	Prae.g_01506
OG0000164	Prbl.g_00365	Prae.g_01647
OG0000165	Prbl.g_00356	Prae.g_01654
OG0000166	Prbl.g_00962	Prae.g_01722
OG0000167	Prbl.g_00857	Prae.g_01789
OG0000168	Prbl.g_00842	Prae.g_01799
OG0000169	Prbl.g_01302	Prae.g_01809
OG0000170	Prbl.g_01290	Prae.g_01811
OG0000171	Prbl.g_02055	Prae.g_01830
OG0000172	Prbl.g_02021	Prae.g_01838
OG0000173	Prbl.g_02000	Prae.g_01853
OG0000174	Prbl.g_02188	Prae.g_01881
OG0000175	Prbl.g_02150	Prae.g_01891
OG0000176	Prbl.g_02117	Prae.g_00004
OG0000177	Prbl.g_02116	Prae.g_00005
OG0000178	Prbl.g_02115	Prae.g_00006
OG0000179	Prbl.g_01961	Prae.g_00016
OG0000180	Prbl.g_01962	Prae.g_00017
OG0000181	Prbl.g_01963	Prae.g_00018
OG0000182	Prbl.g_01964	Prae.g_00019
OG0000183	Prbl.g_01968	Prae.g_00023
OG0000184	Prbl.g_02251	Prae.g_00048
OG0000185	Prbl.g_02273	Prae.g_00051
OG0000186	Prbl.g_00614	Prae.g_00064
OG0000187	Prbl.g_00613	Prae.g_00065
OG0000188	Prbl.g_00591	Prae.g_00082
OG0000189	Prbl.g_00565	Prae.g_00096
OG0000190	Prbl.g_00563	Prae.g_00097
OG0000191	Prbl.g_01325	Prae.g_00117
OG0000192	Prbl.g_01316	Prae.g_00121
OG0000193	Prbl.g_00302	Prae.g_00149
OG0000194	Prbl.g_00299	Prae.g_00152
OG0000195	Prbl.g_00297	Prae.g_00154
OG0000196	Prbl.g_00286	Prae.g_00164
OG0000197	Prbl.g_00285	Prae.g_00165
OG0000198	Prbl.g_00284	Prae.g_00166
OG0000199	Prbl.g_00277	Prae.g_00173
OG0000200	Prbl.g_00069	Prae.g_00187
OG0000201	Prbl.g_00088	Prae.g_00195
OG0000202	Prbl.g_00089	Prae.g_00196
OG0000203	Prbl.g_00090	Prae.g_00197
OG0000204	Prbl.g_00091	Prae.g_00198
OG0000205	Prbl.g_00098	Prae.g_00205
OG0000206	Prbl.g_01282	Prae.g_00210
OG0000207	Prbl.g_00130	Prae.g_00212
OG0000208	Prbl.g_00129	Prae.g_00213
OG0000209	Prbl.g_01256	Prae.g_00222
OG0000210	Prbl.g_01257	Prae.g_00223
OG0000211	Prbl.g_01922	Prae.g_00236
OG0000212	Prbl.g_00192	Prae.g_00243
OG0000213	Prbl.g_01496	Prae.g_00260
OG0000214	Prbl.g_01469	Prae.g_00270
OG0000215	Prbl.g_01439	Prae.g_00293
OG0000216	Prbl.g_01436	Prae.g_00295
OG0000217	Prbl.g_01432	Prae.g_00298
OG0000218	Prbl.g_01428	Prae.g_00300
OG0000219	Prbl.g_01427	Prae.g_00301
OG0000220	Prbl.g_01426	Prae.g_00302
OG0000221	Prbl.g_01421	Prae.g_00303
OG0000222	Prbl.g_00911	Prae.g_00311
OG0000223	Prbl.g_00888	Prae.g_00324
OG0000224	Prbl.g_00877	Prae.g_00326
OG0000225	Prbl.g_01218	Prae.g_00345
OG0000226	Prbl.g_01222	Prae.g_00349
OG0000227	Prbl.g_01224	Prae.g_00351
OG0000228	Prbl.g_02673	Prae.g_00354
OG0000229	Prbl.g_00652	Prae.g_00410
OG0000230	Prbl.g_00650	Prae.g_00412
OG0000231	Prbl.g_00635	Prae.g_00423
OG0000232	Prbl.g_00619	Prae.g_00432
OG0000233	Prbl.g_01360	Prae.g_00437
OG0000234	Prbl.g_01339	Prae.g_00450
OG0000235	Prbl.g_00510	Prae.g_00453
OG0000236	Prbl.g_00526	Prae.g_00467
OG0000237	Prbl.g_00800	Prae.g_00480
OG0000238	Prbl.g_00795	Prae.g_00486
OG0000239	Prbl.g_00779	Prae.g_00499
OG0000240	Prbl.g_00778	Prae.g_00500
OG0000241	Prbl.g_01526	Prae.g_00504
OG0000242	Prbl.g_00768	Prae.g_00506
OG0000243	Prbl.g_02647	Prae.g_00518
OG0000244	Prbl.g_01879	Prae.g_00521
OG0000245	Prbl.g_01882	Prae.g_00523
OG0000246	Prbl.g_01886	Prae.g_00527
OG0000247	Prbl.g_01897	Prae.g_00537
OG0000248	Prbl.g_01900	Prae.g_00539
OG0000249	Prbl.g_01902	Prae.g_00541
OG0000250	Prbl.g_01799	Prae.g_00546
OG0000251	Prbl.g_01775	Prae.g_00565
OG0000252	Prbl.g_01772	Prae.g_00568
OG0000253	Prbl.g_01766	Prae.g_00569
OG0000254	Prbl.g_01747	Prae.g_00585
OG0000255	Prbl.g_01612	Prae.g_00591
OG0000256	Prbl.g_01626	Prae.g_00601
OG0000257	Prbl.g_01632	Prae.g_00604
OG0000258	Prbl.g_01655	Prae.g_00617
OG0000259	Prbl.g_01406	Prae.g_00634
OG0000260	Prbl.g_01403	Prae.g_00637
OG0000261	Prbl.g_01400	Prae.g_00639
OG0000262	Prbl.g_01395	Prae.g_00643
OG0000263	Prbl.g_01242	Prae.g_00655
OG0000264	Prbl.g_01859	Prae.g_00665
OG0000265	Prbl.g_01839, Prbl.g_02567	Prae.g_00711
OG0000266	Prbl.g_02556	Prae.g_00721
OG0000267	Prbl.g_02431	Prae.g_00732
OG0000268	Prbl.g_02432	Prae.g_00733
OG0000269	Prbl.g_02340	Prae.g_00801
OG0000270	Prbl.g_02337	Prae.g_00804
OG0000271	Prbl.g_02329	Prae.g_00812
OG0000272	Prbl.g_02328	Prae.g_00813
OG0000273	Prbl.g_01534	Prae.g_00836
OG0000274	Prbl.g_01535	Prae.g_00837
OG0000275	Prbl.g_01538	Prae.g_00839
OG0000276	Prbl.g_01544	Prae.g_00844
OG0000277	Prbl.g_01545	Prae.g_00845
OG0000278	Prbl.g_01548	Prae.g_00848
OG0000279	Prbl.g_01556	Prae.g_00855
OG0000280	Prbl.g_01562	Prae.g_00856
OG0000281	Prbl.g_01577	Prae.g_00861
OG0000282	Prbl.g_02405	Prae.g_00910
OG0000283	Prbl.g_02443	Prae.g_00941
OG0000284	Prbl.g_02449	Prae.g_00946
OG0000285	Prbl.g_01688	Prae.g_00951
OG0000286	Prbl.g_02477	Prae.g_00963
OG0000287	Prbl.g_02608	Prae.g_00980
OG0000288	Prbl.g_02531	Prae.g_01013
OG0000289	Prbl.g_02544	Prae.g_01024
OG0000290	Prbl.g_00930	Prae.g_01037
OG0000291	Prbl.g_00928	Prae.g_01039
OG0000292	Prbl.g_02128	Prae.g_01090
OG0000293	Prbl.g_02071	Prae.g_01154
OG0000294	Prbl.g_02072	Prae.g_01155
OG0000295	Prbl.g_00178	Prae.g_01175
OG0000296	Prbl.g_00180	Prae.g_01177
OG0000297	Prbl.g_01382	Prae.g_01185
OG0000298	Prbl.g_01383	Prae.g_01186
OG0000299	Prbl.g_01372	Prae.g_01203
OG0000300	Prbl.g_02582	Prae.g_01206
OG0000301	Prbl.g_02583	Prae.g_01207
OG0000302	Prbl.g_02586	Prae.g_01209
OG0000303	Prbl.g_00187	Prae.g_01216
OG0000304	Prbl.g_01102	Prae.g_01220
OG0000305	Prbl.g_00926	Prae.g_01360
OG0000306	Prbl.g_01586	Prae.g_01363
OG0000307	Prbl.g_00494	Prae.g_01377
OG0000308	Prbl.g_00492	Prae.g_01378
OG0000309	Prbl.g_00488	Prae.g_01382
OG0000310	Prbl.g_00160	Prae.g_01444
OG0000311	Prbl.g_00258	Prae.g_01446
OG0000312	Prbl.g_00254	Prae.g_01449
OG0000313	Prbl.g_00230	Prae.g_01463
OG0000314	Prbl.g_00699	Prae.g_01486
OG0000315	Prbl.g_00709	Prae.g_01496
OG0000316	Prbl.g_00441	Prae.g_01516
OG0000317	Prbl.g_00399	Prae.g_01621
OG0000318	Prbl.g_00393	Prae.g_01624
OG0000319	Prbl.g_00376	Prae.g_01637
OG0000320	Prbl.g_00374	Prae.g_01639
OG0000321	Prbl.g_00373	Prae.g_01640
OG0000322	Prbl.g_00372	Prae.g_01641
OG0000323	Prbl.g_00361	Prae.g_01650
OG0000324	Prbl.g_00332	Prae.g_01676
OG0000325	Prbl.g_02683	Prae.g_01687
OG0000326	Prbl.g_01059	Prae.g_01693
OG0000327	Prbl.g_00957	Prae.g_01717
OG0000328	Prbl.g_00958	Prae.g_01718
OG0000329	Prbl.g_00975	Prae.g_01735
OG0000330	Prbl.g_00976	Prae.g_01736
OG0000331	Prbl.g_00977	Prae.g_01737
OG0000332	Prbl.g_00992	Prae.g_01751
OG0000333	Prbl.g_00994	Prae.g_01753
OG0000334	Prbl.g_01131	Prae.g_01761
OG0000335	Prbl.g_01136	Prae.g_01767
OG0000336	Prbl.g_01140	Prae.g_01771
OG0000337	Prbl.g_00863	Prae.g_01787
OG0000338	Prbl.g_00859	Prae.g_01788
OG0000339	Prbl.g_00853	Prae.g_01792
OG0000340	Prbl.g_00841	Prae.g_01800
OG0000341	Prbl.g_00839	Prae.g_01802
OG0000342	Prbl.g_00838	Prae.g_01803
OG0000343	Prbl.g_01307	Prae.g_01804
OG0000344	Prbl.g_01304	Prae.g_01807
OG0000345	Prbl.g_01289	Prae.g_01812
OG0000346	Prbl.g_01284	Prae.g_01816
OG0000347	Prbl.g_02053	Prae.g_01832
OG0000348	Prbl.g_02016	Prae.g_01841
OG0000349	Prbl.g_01992	Prae.g_01858
OG0000350	Prbl.g_02195	Prae.g_01877
OG0000351	Prbl.g_02147	Prae.g_01894
OG0000352	Prbl.g_02146	Prae.g_01895
OG0000353	Prbl.g_02122	Prae.g_01910
OG0000354	Prbl.g_01959	Prae.g_00689
OG0000355	Prbl.g_02120	Prae.g_00001
OG0000356	Prbl.g_02119	Prae.g_00002
OG0000357	Prbl.g_02118	Prae.g_00003
OG0000358	Prbl.g_02114	Prae.g_00007
OG0000359	Prbl.g_02112	Prae.g_00008
OG0000360	Prbl.g_02111	Prae.g_00009
OG0000361	Prbl.g_02110	Prae.g_00010
OG0000362	Prbl.g_02108	Prae.g_00012
OG0000363	Prbl.g_01955	Prae.g_00014
OG0000364	Prbl.g_01956	Prae.g_00015
OG0000365	Prbl.g_01965	Prae.g_00020
OG0000366	Prbl.g_01966	Prae.g_00021
OG0000367	Prbl.g_01967	Prae.g_00022
OG0000368	Prbl.g_01969	Prae.g_00024
OG0000369	Prbl.g_01970	Prae.g_00025
OG0000370	Prbl.g_01971	Prae.g_00026
OG0000371	Prbl.g_01980	Prae.g_00032
OG0000372	Prbl.g_01985	Prae.g_00035
OG0000373	Prbl.g_01986	Prae.g_00036
OG0000374	Prbl.g_01987	Prae.g_00037
OG0000375	Prbl.g_01988	Prae.g_00042
OG0000376	Prbl.g_01990	Prae.g_00044
OG0000377	Prbl.g_02244	Prae.g_00047
OG0000378	Prbl.g_02258	Prae.g_00049
OG0000379	Prbl.g_02274	Prae.g_00052
OG0000380	Prbl.g_00612	Prae.g_00066
OG0000381	Prbl.g_00607	Prae.g_00070
OG0000382	Prbl.g_00592	Prae.g_00081
OG0000383	Prbl.g_00590	Prae.g_00083
OG0000384	Prbl.g_00589	Prae.g_00084
OG0000385	Prbl.g_00588	Prae.g_00085
OG0000386	Prbl.g_00587	Prae.g_00086
OG0000387	Prbl.g_00561	Prae.g_00099
OG0000388	Prbl.g_00557	Prae.g_00102
OG0000389	Prbl.g_00553	Prae.g_00105
OG0000390	Prbl.g_01331	Prae.g_00112
OG0000391	Prbl.g_01326	Prae.g_00116
OG0000392	Prbl.g_01320	Prae.g_00120
OG0000393	Prbl.g_01315	Prae.g_00122
OG0000394	Prbl.g_01314	Prae.g_00123
OG0000395	Prbl.g_01313	Prae.g_00124
OG0000396	Prbl.g_00827	Prae.g_00127
OG0000397	Prbl.g_00825	Prae.g_00129
OG0000398	Prbl.g_00820	Prae.g_00131
OG0000399	Prbl.g_00819	Prae.g_00132
OG0000400	Prbl.g_00818	Prae.g_00133
OG0000401	Prbl.g_00817	Prae.g_00134
OG0000402	Prbl.g_00815	Prae.g_00136
OG0000403	Prbl.g_00814	Prae.g_00137
OG0000404	Prbl.g_00812	Prae.g_00138
OG0000405	Prbl.g_00305	Prae.g_00142
OG0000406	Prbl.g_00301	Prae.g_00150
OG0000407	Prbl.g_00300	Prae.g_00151
OG0000408	Prbl.g_00298	Prae.g_00153
OG0000409	Prbl.g_00296	Prae.g_00155
OG0000410	Prbl.g_00295	Prae.g_00156
OG0000411	Prbl.g_00294	Prae.g_00157
OG0000412	Prbl.g_00293	Prae.g_00158
OG0000413	Prbl.g_00291	Prae.g_00159
OG0000414	Prbl.g_00290	Prae.g_00160
OG0000415	Prbl.g_00289	Prae.g_00161
OG0000416	Prbl.g_00288	Prae.g_00162
OG0000417	Prbl.g_00287	Prae.g_00163
OG0000418	Prbl.g_00282	Prae.g_00168
OG0000419	Prbl.g_00280	Prae.g_00170
OG0000420	Prbl.g_00279	Prae.g_00171
OG0000421	Prbl.g_00275	Prae.g_00176
OG0000422	Prbl.g_00274	Prae.g_00177
OG0000423	Prbl.g_00273	Prae.g_00178
OG0000424	Prbl.g_00272	Prae.g_00179
OG0000425	Prbl.g_00271	Prae.g_00180
OG0000426	Prbl.g_00270	Prae.g_00181
OG0000427	Prbl.g_00269	Prae.g_00182
OG0000428	Prbl.g_02377	Prae.g_00184
OG0000429	Prbl.g_00066	Prae.g_00185
OG0000430	Prbl.g_00068	Prae.g_00186
OG0000431	Prbl.g_00072	Prae.g_00188
OG0000432	Prbl.g_00079	Prae.g_00191
OG0000433	Prbl.g_00082	Prae.g_00192
OG0000434	Prbl.g_00083	Prae.g_00193
OG0000435	Prbl.g_00086	Prae.g_00194
OG0000436	Prbl.g_00092	Prae.g_00199
OG0000437	Prbl.g_00093	Prae.g_00200
OG0000438	Prbl.g_00094	Prae.g_00201
OG0000439	Prbl.g_00096	Prae.g_00203
OG0000440	Prbl.g_00097	Prae.g_00204
OG0000441	Prbl.g_00104	Prae.g_00207
OG0000442	Prbl.g_00105	Prae.g_00208
OG0000443	Prbl.g_01283	Prae.g_00209
OG0000444	Prbl.g_00127	Prae.g_00214
OG0000445	Prbl.g_00126	Prae.g_00215
OG0000446	Prbl.g_00124	Prae.g_00216
OG0000447	Prbl.g_01244	Prae.g_00217
OG0000448	Prbl.g_01245	Prae.g_00218
OG0000449	Prbl.g_01246	Prae.g_00219
OG0000450	Prbl.g_01252	Prae.g_00220
OG0000451	Prbl.g_01253	Prae.g_00221
OG0000452	Prbl.g_01258	Prae.g_00224
OG0000453	Prbl.g_01259	Prae.g_00225
OG0000454	Prbl.g_01260	Prae.g_00226
OG0000455	Prbl.g_01261	Prae.g_00227
OG0000456	Prbl.g_01262	Prae.g_00228
OG0000457	Prbl.g_01264	Prae.g_00229
OG0000458	Prbl.g_01265	Prae.g_00230
OG0000459	Prbl.g_01266	Prae.g_00231
OG0000460	Prbl.g_01923	Prae.g_00238
OG0000461	Prbl.g_02679	Prae.g_00245
OG0000462	Prbl.g_02666	Prae.g_00247
OG0000463	Prbl.g_01516	Prae.g_00248
OG0000464	Prbl.g_01515	Prae.g_00249
OG0000465	Prbl.g_01513	Prae.g_00250
OG0000466	Prbl.g_01508	Prae.g_00253
OG0000467	Prbl.g_01506	Prae.g_00254
OG0000468	Prbl.g_01499	Prae.g_00256
OG0000469	Prbl.g_01486	Prae.g_00265
OG0000470	Prbl.g_01473	Prae.g_00267
OG0000471	Prbl.g_01472	Prae.g_00268
OG0000472	Prbl.g_01470	Prae.g_00269
OG0000473	Prbl.g_01468	Prae.g_00271
OG0000474	Prbl.g_01467	Prae.g_00272
OG0000475	Prbl.g_01466	Prae.g_00273
OG0000476	Prbl.g_01464	Prae.g_00274
OG0000477	Prbl.g_01459	Prae.g_00276
OG0000478	Prbl.g_01458	Prae.g_00277
OG0000479	Prbl.g_01457	Prae.g_00278
OG0000480	Prbl.g_01450	Prae.g_00283
OG0000481	Prbl.g_01448	Prae.g_00285
OG0000482	Prbl.g_01447	Prae.g_00286
OG0000483	Prbl.g_01443	Prae.g_00289
OG0000484	Prbl.g_01442	Prae.g_00290
OG0000485	Prbl.g_01441	Prae.g_00291
OG0000486	Prbl.g_01440	Prae.g_00292
OG0000487	Prbl.g_01435	Prae.g_00296
OG0000488	Prbl.g_01431	Prae.g_00299
OG0000489	Prbl.g_01420	Prae.g_00304
OG0000490	Prbl.g_01414	Prae.g_00309
OG0000491	Prbl.g_01413	Prae.g_00310
OG0000492	Prbl.g_00909	Prae.g_00312
OG0000493	Prbl.g_00908	Prae.g_00313
OG0000494	Prbl.g_00907	Prae.g_00314
OG0000495	Prbl.g_00906	Prae.g_00315
OG0000496	Prbl.g_00905	Prae.g_00316
OG0000497	Prbl.g_00904	Prae.g_00317
OG0000498	Prbl.g_00903	Prae.g_00318
OG0000499	Prbl.g_00902	Prae.g_00319
OG0000500	Prbl.g_00901	Prae.g_00320
OG0000501	Prbl.g_00898	Prae.g_00322
OG0000502	Prbl.g_00886	Prae.g_00325
OG0000503	Prbl.g_01201	Prae.g_00335
OG0000504	Prbl.g_01203	Prae.g_00336
OG0000505	Prbl.g_01204	Prae.g_00337
OG0000506	Prbl.g_01206	Prae.g_00338
OG0000507	Prbl.g_01210	Prae.g_00341
OG0000508	Prbl.g_01217	Prae.g_00344
OG0000509	Prbl.g_01219	Prae.g_00346
OG0000510	Prbl.g_01220	Prae.g_00347
OG0000511	Prbl.g_01221	Prae.g_00348
OG0000512	Prbl.g_01223	Prae.g_00350
OG0000513	Prbl.g_02678	Prae.g_00357
OG0000514	Prbl.g_00676	Prae.g_00405
OG0000515	Prbl.g_00675	Prae.g_00406
OG0000516	Prbl.g_00663	Prae.g_00407
OG0000517	Prbl.g_00653	Prae.g_00409
OG0000518	Prbl.g_00641	Prae.g_00420
OG0000519	Prbl.g_00640	Prae.g_00421
OG0000520	Prbl.g_00639	Prae.g_00422
OG0000521	Prbl.g_00625	Prae.g_00427
OG0000522	Prbl.g_00623	Prae.g_00429
OG0000523	Prbl.g_00622	Prae.g_00430
OG0000524	Prbl.g_01364	Prae.g_00435
OG0000525	Prbl.g_01348	Prae.g_00438
OG0000526	Prbl.g_01346	Prae.g_00439
OG0000527	Prbl.g_01342	Prae.g_00447
OG0000528	Prbl.g_00506	Prae.g_00452
OG0000529	Prbl.g_00512	Prae.g_00455
OG0000530	Prbl.g_00515	Prae.g_00458
OG0000531	Prbl.g_00516	Prae.g_00459
OG0000532	Prbl.g_00519	Prae.g_00461
OG0000533	Prbl.g_00521	Prae.g_00462
OG0000534	Prbl.g_00522	Prae.g_00463
OG0000535	Prbl.g_00523	Prae.g_00464
OG0000536	Prbl.g_00524	Prae.g_00465
OG0000537	Prbl.g_00525	Prae.g_00466
OG0000538	Prbl.g_00536	Prae.g_00474
OG0000539	Prbl.g_00806	Prae.g_00475
OG0000540	Prbl.g_00805	Prae.g_00476
OG0000541	Prbl.g_00804	Prae.g_00477
OG0000542	Prbl.g_00801	Prae.g_00479
OG0000543	Prbl.g_00799	Prae.g_00481
OG0000544	Prbl.g_00798	Prae.g_00482
OG0000545	Prbl.g_00797	Prae.g_00484
OG0000546	Prbl.g_00794	Prae.g_00487
OG0000547	Prbl.g_00792	Prae.g_00489
OG0000548	Prbl.g_00791	Prae.g_00490
OG0000549	Prbl.g_00785	Prae.g_00492
OG0000550	Prbl.g_00780	Prae.g_00497
OG0000551	Prbl.g_00776	Prae.g_00501
OG0000552	Prbl.g_00775	Prae.g_00502
OG0000553	Prbl.g_00770	Prae.g_00503
OG0000554	Prbl.g_00765	Prae.g_00509
OG0000555	Prbl.g_00747	Prae.g_00517
OG0000556	Prbl.g_02645	Prae.g_00519
OG0000557	Prbl.g_01878	Prae.g_00520
OG0000558	Prbl.g_01881	Prae.g_00522
OG0000559	Prbl.g_01885	Prae.g_00526
OG0000560	Prbl.g_01888	Prae.g_00529
OG0000561	Prbl.g_01889	Prae.g_00530
OG0000562	Prbl.g_01890	Prae.g_00531
OG0000563	Prbl.g_01891	Prae.g_00532
OG0000564	Prbl.g_01892	Prae.g_00533
OG0000565	Prbl.g_01895	Prae.g_00536
OG0000566	Prbl.g_01899	Prae.g_00538
OG0000567	Prbl.g_01903	Prae.g_00542
OG0000568	Prbl.g_01905	Prae.g_00543
OG0000569	Prbl.g_01801	Prae.g_00544
OG0000570	Prbl.g_01800	Prae.g_00545
OG0000571	Prbl.g_01797	Prae.g_00547
