Orthogroup	Prbl	Pray
OG0000329	Prbl.g_00975	Pray.g_01283
OG0000330	Prbl.g_00976	Pray.g_01284
OG0000331	Prbl.g_00977	Pray.g_01285
OG0000332	Prbl.g_00992	Pray.g_01299
OG0000333	Prbl.g_00994	Pray.g_01301
OG0000334	Prbl.g_01131	Pray.g_01309
OG0000335	Prbl.g_01136	Pray.g_01314
OG0000336	Prbl.g_01140	Pray.g_01318
OG0000337	Prbl.g_00863	Pray.g_01335
OG0000338	Prbl.g_00859	Pray.g_01336
OG0000339	Prbl.g_00853	Pray.g_01340
OG0000340	Prbl.g_00841	Pray.g_01348
OG0000341	Prbl.g_00839	Pray.g_01350
OG0000342	Prbl.g_00838	Pray.g_01351
OG0000343	Prbl.g_01307	Pray.g_01352
OG0000344	Prbl.g_01304	Pray.g_01355
OG0000345	Prbl.g_01289	Pray.g_01360
OG0000346	Prbl.g_01284	Pray.g_01365
OG0000347	Prbl.g_02053	Pray.g_01381
OG0000348	Prbl.g_02016	Pray.g_01391
OG0000349	Prbl.g_01992	Pray.g_01408
OG0000350	Prbl.g_02195	Pray.g_01427
OG0000351	Prbl.g_02147	Pray.g_01444
OG0000352	Prbl.g_02146	Pray.g_01445
OG0000353	Prbl.g_02122	Pray.g_01460
OG0000355	Prbl.g_02120	Pray.g_01462
OG0000356	Prbl.g_02119	Pray.g_01463
OG0000357	Prbl.g_02118	Pray.g_01464
OG0000358	Prbl.g_02114	Pray.g_01469
OG0000359	Prbl.g_02112	Pray.g_01470
OG0000360	Prbl.g_02111	Pray.g_01471
OG0000361	Prbl.g_02110	Pray.g_01472
OG0000362	Prbl.g_02108	Pray.g_01474
OG0000363	Prbl.g_01955	Pray.g_01476
OG0000364	Prbl.g_01956	Pray.g_01477
OG0000365	Prbl.g_01965	Pray.g_01482
OG0000366	Prbl.g_01966	Pray.g_01483
OG0000367	Prbl.g_01967	Pray.g_01484
OG0000368	Prbl.g_01969	Pray.g_01486
OG0000369	Prbl.g_01970	Pray.g_01487
OG0000370	Prbl.g_01971	Pray.g_01488
OG0000371	Prbl.g_01980	Pray.g_01494
OG0000372	Prbl.g_01985	Pray.g_01497
OG0000373	Prbl.g_01986	Pray.g_01498
OG0000374	Prbl.g_01987	Pray.g_01499
OG0000375	Prbl.g_01988	Pray.g_00243
OG0000376	Prbl.g_01990	Pray.g_00241
OG0000377	Prbl.g_02244	Pray.g_00238
OG0000378	Prbl.g_02258	Pray.g_00236
OG0000379	Prbl.g_02274	Pray.g_00233
OG0000380	Prbl.g_00612	Pray.g_00223
OG0000381	Prbl.g_00607	Pray.g_00219
OG0000382	Prbl.g_00592	Pray.g_00208
OG0000383	Prbl.g_00590	Pray.g_00206
OG0000384	Prbl.g_00589	Pray.g_00205
OG0000385	Prbl.g_00588	Pray.g_00204
OG0000386	Prbl.g_00587	Pray.g_00203
OG0000387	Prbl.g_00561	Pray.g_00190
OG0000388	Prbl.g_00557	Pray.g_00187
OG0000389	Prbl.g_00553	Pray.g_00183
OG0000390	Prbl.g_01331	Pray.g_00176
OG0000391	Prbl.g_01326	Pray.g_00173
OG0000392	Prbl.g_01320	Pray.g_00169
OG0000393	Prbl.g_01315	Pray.g_00167
OG0000394	Prbl.g_01314	Pray.g_00166
OG0000395	Prbl.g_01313	Pray.g_00165
OG0000396	Prbl.g_00827	Pray.g_00162
OG0000397	Prbl.g_00825	Pray.g_00160
OG0000398	Prbl.g_00820	Pray.g_00158
OG0000399	Prbl.g_00819	Pray.g_00157
OG0000400	Prbl.g_00818	Pray.g_00156
OG0000401	Prbl.g_00817	Pray.g_00155
OG0000402	Prbl.g_00815	Pray.g_00153
OG0000403	Prbl.g_00814	Pray.g_00152
OG0000404	Prbl.g_00812	Pray.g_00151
OG0000405	Prbl.g_00305	Pray.g_00147
OG0000406	Prbl.g_00301	Pray.g_00142
OG0000407	Prbl.g_00300	Pray.g_00141
OG0000408	Prbl.g_00298	Pray.g_00139
OG0000409	Prbl.g_00296	Pray.g_00137
OG0000410	Prbl.g_00295	Pray.g_00136
OG0000411	Prbl.g_00294	Pray.g_00635
OG0000412	Prbl.g_00293	Pray.g_00636
OG0000413	Prbl.g_00291	Pray.g_00637
OG0000414	Prbl.g_00290	Pray.g_00638
OG0000415	Prbl.g_00289	Pray.g_00639
OG0000416	Prbl.g_00288	Pray.g_00640
OG0000417	Prbl.g_00287	Pray.g_00641
OG0000418	Prbl.g_00282	Pray.g_00646
OG0000419	Prbl.g_00280	Pray.g_00648
OG0000420	Prbl.g_00279	Pray.g_00649
OG0000421	Prbl.g_00275	Pray.g_00654
OG0000422	Prbl.g_00274	Pray.g_00655
OG0000423	Prbl.g_00273	Pray.g_00656
OG0000424	Prbl.g_00272	Pray.g_00657
OG0000425	Prbl.g_00271	Pray.g_00658
OG0000426	Prbl.g_00270	Pray.g_00659
OG0000427	Prbl.g_00269	Pray.g_00660
OG0000428	Prbl.g_02377	Pray.g_00662
OG0000429	Prbl.g_00066	Pray.g_00663
OG0000430	Prbl.g_00068	Pray.g_00664
OG0000431	Prbl.g_00072	Pray.g_00666
OG0000432	Prbl.g_00079	Pray.g_00669
OG0000433	Prbl.g_00082	Pray.g_00670
OG0000434	Prbl.g_00083	Pray.g_00671
OG0000435	Prbl.g_00086	Pray.g_00672
OG0000436	Prbl.g_00092	Pray.g_00677
OG0000437	Prbl.g_00093	Pray.g_00678
OG0000438	Prbl.g_00094	Pray.g_00679
OG0000439	Prbl.g_00096	Pray.g_00681
OG0000440	Prbl.g_00097	Pray.g_00682
OG0000441	Prbl.g_00104	Pray.g_00685
OG0000442	Prbl.g_00105	Pray.g_00686
OG0000443	Prbl.g_01283	Pray.g_00687
OG0000444	Prbl.g_00127	Pray.g_00692
OG0000445	Prbl.g_00126	Pray.g_00693
OG0000446	Prbl.g_00124	Pray.g_00694
OG0000447	Prbl.g_01244	Pray.g_00695
OG0000448	Prbl.g_01245	Pray.g_00696
OG0000449	Prbl.g_01246	Pray.g_00697
OG0000450	Prbl.g_01252	Pray.g_00698
OG0000451	Prbl.g_01253	Pray.g_00699
OG0000452	Prbl.g_01258	Pray.g_00702
OG0000453	Prbl.g_01259	Pray.g_00703
OG0000454	Prbl.g_01260	Pray.g_00704
OG0000455	Prbl.g_01261	Pray.g_00705
OG0000456	Prbl.g_01262	Pray.g_00706
OG0000457	Prbl.g_01264	Pray.g_00707
OG0000458	Prbl.g_01265	Pray.g_00708
OG0000459	Prbl.g_01266	Pray.g_00709
OG0000460	Prbl.g_01923	Pray.g_00716
OG0000461	Prbl.g_02679	Pray.g_00723
OG0000462	Prbl.g_02666	Pray.g_00725
OG0000463	Prbl.g_01516	Pray.g_00726
OG0000464	Prbl.g_01515	Pray.g_00727
OG0000465	Prbl.g_01513	Pray.g_00728
OG0000466	Prbl.g_01508	Pray.g_00731
OG0000467	Prbl.g_01506	Pray.g_00732
OG0000468	Prbl.g_01499	Pray.g_00734
OG0000469	Prbl.g_01486	Pray.g_00742
OG0000470	Prbl.g_01473	Pray.g_00744
OG0000471	Prbl.g_01472	Pray.g_00745
OG0000472	Prbl.g_01470	Pray.g_00746
OG0000473	Prbl.g_01468	Pray.g_00748
OG0000474	Prbl.g_01467	Pray.g_00749
OG0000475	Prbl.g_01466	Pray.g_00750
OG0000476	Prbl.g_01464	Pray.g_00751
OG0000477	Prbl.g_01459	Pray.g_00754
OG0000478	Prbl.g_01458	Pray.g_00755
OG0000479	Prbl.g_01457	Pray.g_00756
OG0000480	Prbl.g_01450	Pray.g_00761
OG0000481	Prbl.g_01448	Pray.g_00763
OG0000482	Prbl.g_01447	Pray.g_00764
OG0000483	Prbl.g_01443	Pray.g_00767
OG0000484	Prbl.g_01442	Pray.g_00768
OG0000485	Prbl.g_01441	Pray.g_00769
OG0000486	Prbl.g_01440	Pray.g_00770
OG0000487	Prbl.g_01435	Pray.g_00773
OG0000488	Prbl.g_01431	Pray.g_00776
OG0000489	Prbl.g_01420	Pray.g_00781
OG0000490	Prbl.g_01414	Pray.g_00786
OG0000491	Prbl.g_01413	Pray.g_00787
OG0000492	Prbl.g_00909	Pray.g_00789
OG0000493	Prbl.g_00908	Pray.g_00790
OG0000494	Prbl.g_00907	Pray.g_00791
OG0000495	Prbl.g_00906	Pray.g_00792
OG0000496	Prbl.g_00905	Pray.g_00793
OG0000497	Prbl.g_00904	Pray.g_00794
OG0000498	Prbl.g_00903	Pray.g_00795
OG0000499	Prbl.g_00902	Pray.g_00796
OG0000500	Prbl.g_00901	Pray.g_00797
OG0000501	Prbl.g_00898	Pray.g_00799
OG0000502	Prbl.g_00886	Pray.g_00802
OG0000503	Prbl.g_01201	Pray.g_00812
OG0000504	Prbl.g_01203	Pray.g_00813
OG0000505	Prbl.g_01204	Pray.g_00814
OG0000506	Prbl.g_01206	Pray.g_00816
OG0000507	Prbl.g_01210	Pray.g_00819
OG0000508	Prbl.g_01217	Pray.g_00823
OG0000509	Prbl.g_01219	Pray.g_00825
OG0000510	Prbl.g_01220	Pray.g_00826
OG0000511	Prbl.g_01221	Pray.g_00827
OG0000512	Prbl.g_01223	Pray.g_00829
OG0000513	Prbl.g_02678	Pray.g_00836
OG0000514	Prbl.g_00676	Pray.g_00921
OG0000515	Prbl.g_00675	Pray.g_00922
OG0000516	Prbl.g_00663	Pray.g_00923
OG0000517	Prbl.g_00653	Pray.g_00925
OG0000518	Prbl.g_00641	Pray.g_00936
OG0000519	Prbl.g_00640	Pray.g_00937
OG0000520	Prbl.g_00639	Pray.g_00938
OG0000521	Prbl.g_00625	Pray.g_00943
OG0000522	Prbl.g_00623	Pray.g_00945
OG0000523	Prbl.g_00622	Pray.g_00946
OG0000524	Prbl.g_01364	Pray.g_00951
OG0000525	Prbl.g_01348	Pray.g_00954
OG0000526	Prbl.g_01346	Pray.g_00955
OG0000527	Prbl.g_01342	Pray.g_00963
OG0000528	Prbl.g_00506	Pray.g_00968
OG0000529	Prbl.g_00512	Pray.g_00971
OG0000530	Prbl.g_00515	Pray.g_00974
OG0000531	Prbl.g_00516	Pray.g_00975
OG0000532	Prbl.g_00519	Pray.g_00977
OG0000533	Prbl.g_00521	Pray.g_00978
OG0000534	Prbl.g_00522	Pray.g_00979
OG0000535	Prbl.g_00523	Pray.g_00980
OG0000536	Prbl.g_00524	Pray.g_00981
OG0000537	Prbl.g_00525	Pray.g_00982
OG0000538	Prbl.g_00536	Pray.g_00991
OG0000539	Prbl.g_00806	Pray.g_00992
OG0000540	Prbl.g_00805	Pray.g_00993
OG0000541	Prbl.g_00804	Pray.g_00994
OG0000542	Prbl.g_00801	Pray.g_00996
OG0000543	Prbl.g_00799	Pray.g_00998
OG0000544	Prbl.g_00798	Pray.g_00999
OG0000545	Prbl.g_00797	Pray.g_01001
OG0000546	Prbl.g_00794	Pray.g_01004
OG0000547	Prbl.g_00792	Pray.g_01006
OG0000548	Prbl.g_00791	Pray.g_01007
OG0000549	Prbl.g_00785	Pray.g_01009
OG0000550	Prbl.g_00780	Pray.g_01014
OG0000551	Prbl.g_00776	Pray.g_01018
OG0000552	Prbl.g_00775	Pray.g_01019
OG0000553	Prbl.g_00770	Pray.g_01020
OG0000554	Prbl.g_00765	Pray.g_01227
OG0000555	Prbl.g_00747	Pray.g_01219
OG0000556	Prbl.g_02645	Pray.g_01217
OG0000557	Prbl.g_01878	Pray.g_01216
OG0000558	Prbl.g_01881	Pray.g_01214
OG0000559	Prbl.g_01885	Pray.g_01210
OG0000560	Prbl.g_01888	Pray.g_01207
OG0000561	Prbl.g_01889	Pray.g_01206
OG0000562	Prbl.g_01890	Pray.g_01205
OG0000563	Prbl.g_01891	Pray.g_01204
OG0000564	Prbl.g_01892	Pray.g_01203
