Orthogroup	Prbd	Syaj
OG0000050	Prbd.g_01928	Syaj.g_01242
OG0000050	Prbd.g_00375	Syaj.g_01584
OG0000053	Prbd.g_01669	Syaj.g_01409
OG0000054	Prbd.g_00638	Syaj.g_01341
OG0000055	Prbd.g_00083	Syaj.g_00394
OG0000057	Prbd.g_00546	Syaj.g_00438
OG0000059	Prbd.g_01439	Syaj.g_02686
OG0000060	Prbd.g_00824	Syaj.g_01469, Syaj.g_00067, Syaj.g_00635
OG0000061	Prbd.g_00468	Syaj.g_00302
OG0000062	Prbd.g_01610	Syaj.g_01700
OG0000063	Prbd.g_01204	Syaj.g_02302
OG0000065	Prbd.g_01137	Syaj.g_01887, Syaj.g_00007
OG0000066	Prbd.g_00703	Syaj.g_00157
OG0000067	Prbd.g_00102	Syaj.g_01023
OG0000068	Prbd.g_01764	Syaj.g_00059
OG0000070	Prbd.g_00792	Syaj.g_01529
OG0000071	Prbd.g_01801	Syaj.g_01511
OG0000072	Prbd.g_01069	Syaj.g_01992
OG0000073	Prbd.g_00743	Syaj.g_00093
OG0000075	Prbd.g_01359	Syaj.g_02457
OG0000076	Prbd.g_01335	Syaj.g_02417
OG0000077	Prbd.g_01166	Syaj.g_01831
OG0000078	Prbd.g_01000	Syaj.g_02880
OG0000079	Prbd.g_00987	Syaj.g_02609
OG0000081	Prbd.g_00711	Syaj.g_02888
OG0000082	Prbd.g_00658	Syaj.g_00229
OG0000084	Prbd.g_01693	Syaj.g_01375
OG0000085	Prbd.g_01532	Syaj.g_01707
OG0000086	Prbd.g_01156	Syaj.g_01848
OG0000087	Prbd.g_01104, Prbd.g_01103	Syaj.g_01945
OG0000088	Prbd.g_01074	Syaj.g_01986
OG0000089	Prbd.g_00883	Syaj.g_02829, Syaj.g_01915
OG0000090	Prbd.g_00709	Syaj.g_00144
OG0000091	Prbd.g_00602	Syaj.g_01275
OG0000092	Prbd.g_01193	Syaj.g_00339
OG0000093	Prbd.g_00232	Syaj.g_01042
OG0000094	Prbd.g_00321	Syaj.g_00804
OG0000095	Prbd.g_00340	Syaj.g_00427
OG0000097	Prbd.g_00509	Syaj.g_00589
OG0000098	Prbd.g_01782	Syaj.g_02671
OG0000099	Prbd.g_01734	Syaj.g_02503
OG0000100	Prbd.g_01614	Syaj.g_00987
OG0000101	Prbd.g_01391	Syaj.g_02738
OG0000102	Prbd.g_01330	Syaj.g_02411
OG0000103	Prbd.g_01250	Syaj.g_02243
OG0000104	Prbd.g_01241	Syaj.g_02258
OG0000105	Prbd.g_00965	Syaj.g_02573
OG0000106	Prbd.g_00868	Syaj.g_01130
OG0000107	Prbd.g_00852	Syaj.g_02637
OG0000108	Prbd.g_00762	Syaj.g_00072
OG0000109	Prbd.g_00748	Syaj.g_00087
OG0000110	Prbd.g_00668	Syaj.g_00215
OG0000111	Prbd.g_00545	Syaj.g_00437
OG0000112	Prbd.g_00066	Syaj.g_00907
OG0000113	Prbd.g_00124	Syaj.g_00992
OG0000114	Prbd.g_00206	Syaj.g_00741
OG0000115	Prbd.g_00401	Syaj.g_01402
OG0000116	Prbd.g_00458	Syaj.g_00289
OG0000117	Prbd.g_01895	Syaj.g_00637
OG0000118	Prbd.g_01789	Syaj.g_00267
OG0000119	Prbd.g_01768	Syaj.g_00317
OG0000120	Prbd.g_01737	Syaj.g_02502
OG0000121	Prbd.g_01687	Syaj.g_01383
OG0000122	Prbd.g_01649	Syaj.g_01250
OG0000123	Prbd.g_01384	Syaj.g_02745
OG0000124	Prbd.g_01318	Syaj.g_02388
OG0000125	Prbd.g_01281	Syaj.g_02117
OG0000126	Prbd.g_01242	Syaj.g_02256
OG0000128	Prbd.g_01226	Syaj.g_02274
OG0000129	Prbd.g_01194	Syaj.g_02106
OG0000130	Prbd.g_01175	Syaj.g_01818
OG0000131	Prbd.g_01095	Syaj.g_01964
OG0000132	Prbd.g_01076	Syaj.g_00688, Syaj.g_01984
OG0000133	Prbd.g_00917	Syaj.g_00902
OG0000134	Prbd.g_00882	Syaj.g_02832
OG0000135	Prbd.g_00855	Syaj.g_02167
OG0000136	Prbd.g_01722, Prbd.g_00801	Syaj.g_01550
OG0000137	Prbd.g_00767	Syaj.g_01444
OG0000138	Prbd.g_00747	Syaj.g_00088, Syaj.g_02631
OG0000139	Prbd.g_00705	Syaj.g_00150
OG0000140	Prbd.g_00704	Syaj.g_00153
OG0000141	Prbd.g_00637	Syaj.g_01340
OG0000142	Prbd.g_00609	Syaj.g_01283
OG0000143	Prbd.g_00605	Syaj.g_01279
OG0000144	Prbd.g_00592	Syaj.g_01151
OG0000145	Prbd.g_00062	Syaj.g_00094
OG0000146	Prbd.g_00067	Syaj.g_00908
OG0000147	Prbd.g_00068	Syaj.g_00909
OG0000148	Prbd.g_00118	Syaj.g_01003, Syaj.g_01002
OG0000149	Prbd.g_00149	Syaj.g_00369
OG0000150	Prbd.g_00157	Syaj.g_01339, Syaj.g_00154
OG0000151	Prbd.g_00216	Syaj.g_01074
OG0000152	Prbd.g_00264	Syaj.g_00898
OG0000153	Prbd.g_00283	Syaj.g_00842
OG0000154	Prbd.g_00314	Syaj.g_00814
OG0000155	Prbd.g_00488	Syaj.g_00338
OG0000156	Prbd.g_01812	Syaj.g_00282
OG0000157	Prbd.g_01811	Syaj.g_00281
OG0000158	Prbd.g_01736	Syaj.g_02445
OG0000160	Prbd.g_01688	Syaj.g_01382
OG0000161	Prbd.g_01682	Syaj.g_01389
OG0000162	Prbd.g_01676	Syaj.g_01395
OG0000163	Prbd.g_01642	Syaj.g_01639
OG0000164	Prbd.g_01501	Syaj.g_01758
OG0000165	Prbd.g_01494	Syaj.g_01582
OG0000166	Prbd.g_01427	Syaj.g_02698
OG0000167	Prbd.g_01361	Syaj.g_02460
OG0000168	Prbd.g_01351	Syaj.g_02444
OG0000169	Prbd.g_01341	Syaj.g_02431, Syaj.g_02429
OG0000170	Prbd.g_01339	Syaj.g_02422
OG0000171	Prbd.g_01319	Syaj.g_02389
OG0000172	Prbd.g_01310	Syaj.g_02365
OG0000173	Prbd.g_01295	Syaj.g_02321
OG0000174	Prbd.g_01268	Syaj.g_02169
OG0000175	Prbd.g_01258	Syaj.g_02229
OG0000176	Prbd.g_01233	Syaj.g_02266
OG0000177	Prbd.g_01232	Syaj.g_02267
OG0000178	Prbd.g_01231	Syaj.g_02268
OG0000179	Prbd.g_01221	Syaj.g_02283
OG0000180	Prbd.g_01220	Syaj.g_02284
OG0000181	Prbd.g_01219	Syaj.g_02285
OG0000182	Prbd.g_01218	Syaj.g_02286
OG0000183	Prbd.g_01214	Syaj.g_02290
OG0000184	Prbd.g_01191	Syaj.g_02098
OG0000185	Prbd.g_01188	Syaj.g_02087
OG0000186	Prbd.g_01180	Syaj.g_01812
OG0000187	Prbd.g_01179	Syaj.g_01814
OG0000188	Prbd.g_01162	Syaj.g_01837
OG0000189	Prbd.g_01148	Syaj.g_01874
OG0000190	Prbd.g_01147	Syaj.g_01876
OG0000191	Prbd.g_01126	Syaj.g_01910
OG0000192	Prbd.g_01122	Syaj.g_01919
OG0000193	Prbd.g_01094	Syaj.g_01965
OG0000194	Prbd.g_01091	Syaj.g_01968
OG0000195	Prbd.g_01089	Syaj.g_01971
OG0000196	Prbd.g_01079	Syaj.g_01981
OG0000197	Prbd.g_01078	Syaj.g_01982
OG0000198	Prbd.g_01077	Syaj.g_01983
OG0000199	Prbd.g_01070	Syaj.g_01991
OG0000200	Prbd.g_01056	Syaj.g_02008
OG0000201	Prbd.g_01048	Syaj.g_02024
OG0000202	Prbd.g_01047	Syaj.g_02025
OG0000203	Prbd.g_01046	Syaj.g_02026
OG0000204	Prbd.g_01045	Syaj.g_02027
OG0000205	Prbd.g_01038	Syaj.g_02035
OG0000206	Prbd.g_01033	Syaj.g_02043
OG0000207	Prbd.g_01031	Syaj.g_02045
OG0000208	Prbd.g_01030	Syaj.g_02046
OG0000209	Prbd.g_01021	Syaj.g_02070
OG0000210	Prbd.g_01020	Syaj.g_02071
OG0000211	Prbd.g_01006	Syaj.g_02856
OG0000212	Prbd.g_00999	Syaj.g_02881
OG0000213	Prbd.g_00982	Syaj.g_02601
OG0000214	Prbd.g_00972	Syaj.g_02582
OG0000215	Prbd.g_00947	Syaj.g_02551
OG0000216	Prbd.g_00945	Syaj.g_02547
OG0000217	Prbd.g_00942	Syaj.g_02543
OG0000218	Prbd.g_00940	Syaj.g_02541
OG0000219	Prbd.g_00939	Syaj.g_02540
OG0000220	Prbd.g_00938	Syaj.g_02539
OG0000221	Prbd.g_00937	Syaj.g_02530
OG0000222	Prbd.g_00929	Syaj.g_02516
OG0000223	Prbd.g_00916	Syaj.g_02494
OG0000224	Prbd.g_00914	Syaj.g_02487
OG0000225	Prbd.g_00893	Syaj.g_02821
OG0000226	Prbd.g_00889	Syaj.g_02825
OG0000227	Prbd.g_00887	Syaj.g_02827
OG0000228	Prbd.g_00884	Syaj.g_02828
OG0000229	Prbd.g_00806	Syaj.g_01555
OG0000230	Prbd.g_00804	Syaj.g_01553
OG0000231	Prbd.g_00793	Syaj.g_01541
OG0000232	Prbd.g_00784	Syaj.g_01497
OG0000233	Prbd.g_00779	Syaj.g_01481
OG0000234	Prbd.g_00766	Syaj.g_01442
OG0000235	Prbd.g_00763	Syaj.g_00071
OG0000236	Prbd.g_00749	Syaj.g_00086
OG0000237	Prbd.g_00736	Syaj.g_00103
OG0000238	Prbd.g_00730	Syaj.g_00108
OG0000239	Prbd.g_00717	Syaj.g_00125
OG0000240	Prbd.g_00716	Syaj.g_00126
OG0000241	Prbd.g_00712	Syaj.g_01291
OG0000242	Prbd.g_00710	Syaj.g_00142
OG0000243	Prbd.g_00699	Syaj.g_00164
OG0000244	Prbd.g_00696	Syaj.g_00180
OG0000245	Prbd.g_00694	Syaj.g_00182
OG0000246	Prbd.g_00690	Syaj.g_00186
OG0000247	Prbd.g_00680	Syaj.g_00197
OG0000248	Prbd.g_00678	Syaj.g_00200
OG0000249	Prbd.g_00676	Syaj.g_00202
OG0000250	Prbd.g_00671	Syaj.g_00211
OG0000251	Prbd.g_00653	Syaj.g_00237
OG0000252	Prbd.g_00650	Syaj.g_00243
OG0000253	Prbd.g_00649	Syaj.g_00245
OG0000254	Prbd.g_00633	Syaj.g_01335
OG0000255	Prbd.g_00627	Syaj.g_01315
OG0000256	Prbd.g_00617	Syaj.g_01297
OG0000257	Prbd.g_00614	Syaj.g_01292
OG0000258	Prbd.g_00601	Syaj.g_01274
OG0000259	Prbd.g_00584	Syaj.g_00707
OG0000260	Prbd.g_00581	Syaj.g_00712
OG0000261	Prbd.g_00579	Syaj.g_00715
OG0000262	Prbd.g_00575	Syaj.g_00720
OG0000263	Prbd.g_00563	Syaj.g_00605
OG0000264	Prbd.g_00553	Syaj.g_00485
OG0000265	Prbd.g_00007	Syaj.g_00510
OG0000266	Prbd.g_00017	Syaj.g_00946
OG0000267	Prbd.g_00028	Syaj.g_00770
OG0000268	Prbd.g_00029	Syaj.g_00771
OG0000269	Prbd.g_00097	Syaj.g_01031
OG0000270	Prbd.g_00100	Syaj.g_01025
OG0000271	Prbd.g_00108	Syaj.g_01017
OG0000272	Prbd.g_00109	Syaj.g_01016
OG0000273	Prbd.g_00132	Syaj.g_00389
OG0000274	Prbd.g_00133	Syaj.g_00388
OG0000275	Prbd.g_00136	Syaj.g_00384
OG0000276	Prbd.g_00141	Syaj.g_00377
OG0000277	Prbd.g_00142	Syaj.g_00376
OG0000278	Prbd.g_00145	Syaj.g_00373
OG0000279	Prbd.g_00152	Syaj.g_00357
OG0000280	Prbd.g_00153	Syaj.g_00348
OG0000281	Prbd.g_00158	Syaj.g_02670
OG0000282	Prbd.g_00208	Syaj.g_00743
OG0000283	Prbd.g_00241	Syaj.g_00790
OG0000284	Prbd.g_00246	Syaj.g_00930
OG0000285	Prbd.g_00251	Syaj.g_00917
OG0000286	Prbd.g_00263	Syaj.g_00899
OG0000287	Prbd.g_00280	Syaj.g_00849
OG0000288	Prbd.g_00313	Syaj.g_00815
OG0000289	Prbd.g_00324	Syaj.g_00800
OG0000290	Prbd.g_00337	Syaj.g_00424
OG0000291	Prbd.g_00339	Syaj.g_00426
OG0000292	Prbd.g_00389	Syaj.g_02255
OG0000293	Prbd.g_00459	Syaj.g_00290
OG0000294	Prbd.g_00460	Syaj.g_00291
OG0000295	Prbd.g_00480	Syaj.g_00330
OG0000296	Prbd.g_00482	Syaj.g_00332
OG0000297	Prbd.g_00490	Syaj.g_00639
OG0000298	Prbd.g_00491	Syaj.g_00638
OG0000299	Prbd.g_00508	Syaj.g_00592
OG0000300	Prbd.g_00511	Syaj.g_00586
OG0000301	Prbd.g_00512	Syaj.g_00585
OG0000302	Prbd.g_00514	Syaj.g_00582
OG0000303	Prbd.g_00521	Syaj.g_00572
OG0000304	Prbd.g_00525	Syaj.g_00566
OG0000305	Prbd.g_01772	Syaj.g_00429
OG0000306	Prbd.g_01769	Syaj.g_01126
OG0000307	Prbd.g_01755	Syaj.g_00051
OG0000308	Prbd.g_01754	Syaj.g_00049
OG0000309	Prbd.g_01750	Syaj.g_00044
OG0000310	Prbd.g_01704	Syaj.g_01358
OG0000311	Prbd.g_01702	Syaj.g_01362
OG0000312	Prbd.g_01699	Syaj.g_01368
OG0000313	Prbd.g_01685	Syaj.g_01386
OG0000314	Prbd.g_01662	Syaj.g_01420
OG0000315	Prbd.g_01652	Syaj.g_01430
OG0000316	Prbd.g_01632	Syaj.g_01664
OG0000317	Prbd.g_01527	Syaj.g_01715
OG0000318	Prbd.g_01524	Syaj.g_01722
OG0000319	Prbd.g_01511	Syaj.g_01741
OG0000320	Prbd.g_01509	Syaj.g_01743
OG0000321	Prbd.g_01508	Syaj.g_01744
OG0000322	Prbd.g_01507	Syaj.g_01745
OG0000323	Prbd.g_01498	Syaj.g_01760
OG0000324	Prbd.g_01471	Syaj.g_01609
OG0000325	Prbd.g_01462	Syaj.g_02638
OG0000326	Prbd.g_01456	Syaj.g_02645
OG0000327	Prbd.g_01432	Syaj.g_02693
OG0000328	Prbd.g_01431	Syaj.g_02694
OG0000329	Prbd.g_01414	Syaj.g_02712
OG0000330	Prbd.g_01413	Syaj.g_02713
OG0000331	Prbd.g_01412	Syaj.g_02714
OG0000332	Prbd.g_01398	Syaj.g_02729
OG0000333	Prbd.g_01396	Syaj.g_02732
OG0000334	Prbd.g_01388	Syaj.g_02741
OG0000335	Prbd.g_01383	Syaj.g_02746
OG0000336	Prbd.g_01379	Syaj.g_02750
OG0000337	Prbd.g_01363	Syaj.g_02466
OG0000338	Prbd.g_01362	Syaj.g_02462
OG0000339	Prbd.g_01358	Syaj.g_02455
OG0000340	Prbd.g_01350	Syaj.g_02443
OG0000341	Prbd.g_01348	Syaj.g_02441
OG0000342	Prbd.g_01347	Syaj.g_02440
OG0000343	Prbd.g_01346	Syaj.g_02437
OG0000344	Prbd.g_01343	Syaj.g_02433
OG0000345	Prbd.g_01338	Syaj.g_02421
OG0000346	Prbd.g_01334	Syaj.g_02416
OG0000347	Prbd.g_01317	Syaj.g_02383
OG0000348	Prbd.g_01307	Syaj.g_02333
OG0000349	Prbd.g_01290	Syaj.g_02314
OG0000350	Prbd.g_01272	Syaj.g_02652
OG0000351	Prbd.g_01255	Syaj.g_02234
OG0000352	Prbd.g_01254	Syaj.g_02235
OG0000353	Prbd.g_01238	Syaj.g_02261
OG0000355	Prbd.g_01236	Syaj.g_02263
OG0000356	Prbd.g_01235	Syaj.g_02264
OG0000357	Prbd.g_01234	Syaj.g_02265
OG0000358	Prbd.g_01230	Syaj.g_02269
OG0000359	Prbd.g_01229	Syaj.g_02271
OG0000360	Prbd.g_01228	Syaj.g_02272
OG0000361	Prbd.g_01227	Syaj.g_02273
OG0000362	Prbd.g_01225	Syaj.g_02275
OG0000363	Prbd.g_01223	Syaj.g_02277
OG0000364	Prbd.g_01222	Syaj.g_02278
OG0000365	Prbd.g_01217	Syaj.g_02287
OG0000366	Prbd.g_01216	Syaj.g_02288
OG0000367	Prbd.g_01215	Syaj.g_02289
OG0000368	Prbd.g_01213	Syaj.g_02291
OG0000369	Prbd.g_01212	Syaj.g_02292
OG0000370	Prbd.g_01211	Syaj.g_02293
OG0000371	Prbd.g_01205	Syaj.g_02301
OG0000372	Prbd.g_01202	Syaj.g_02307
OG0000373	Prbd.g_01201	Syaj.g_02308
OG0000374	Prbd.g_01200	Syaj.g_02309
OG0000375	Prbd.g_01198	Syaj.g_02310
OG0000376	Prbd.g_01196	Syaj.g_02312
OG0000377	Prbd.g_01192	Syaj.g_02105
OG0000378	Prbd.g_01190	Syaj.g_02091
OG0000379	Prbd.g_01187	Syaj.g_02086
OG0000380	Prbd.g_01178	Syaj.g_01815
OG0000381	Prbd.g_01174	Syaj.g_01819
OG0000382	Prbd.g_01163	Syaj.g_01836
OG0000383	Prbd.g_01161	Syaj.g_01839
OG0000384	Prbd.g_01160	Syaj.g_01840
OG0000385	Prbd.g_01159	Syaj.g_01841
OG0000386	Prbd.g_01158	Syaj.g_01842
OG0000387	Prbd.g_01145	Syaj.g_01878
OG0000388	Prbd.g_01142	Syaj.g_01882
OG0000389	Prbd.g_01138	Syaj.g_01886
OG0000390	Prbd.g_01131	Syaj.g_01904
OG0000391	Prbd.g_01127	Syaj.g_01909
OG0000392	Prbd.g_01123	Syaj.g_01918
OG0000393	Prbd.g_01121	Syaj.g_01922
OG0000394	Prbd.g_01120	Syaj.g_01923
OG0000395	Prbd.g_01119	Syaj.g_01924
OG0000396	Prbd.g_01116	Syaj.g_01928
OG0000397	Prbd.g_01114	Syaj.g_01930
OG0000398	Prbd.g_01112	Syaj.g_01935
OG0000399	Prbd.g_01111	Syaj.g_01936
OG0000400	Prbd.g_01110	Syaj.g_01937
OG0000401	Prbd.g_01109	Syaj.g_01938
OG0000402	Prbd.g_01107	Syaj.g_01940
OG0000403	Prbd.g_01106	Syaj.g_01941
OG0000404	Prbd.g_01105	Syaj.g_01943
OG0000405	Prbd.g_01100	Syaj.g_01961
OG0000406	Prbd.g_01093	Syaj.g_01966
OG0000407	Prbd.g_01092	Syaj.g_01967
OG0000408	Prbd.g_01090	Syaj.g_01970
OG0000409	Prbd.g_01088	Syaj.g_01972
OG0000410	Prbd.g_01087	Syaj.g_01973
OG0000411	Prbd.g_01086	Syaj.g_01974
OG0000412	Prbd.g_01085	Syaj.g_01975
OG0000413	Prbd.g_01084	Syaj.g_01977
OG0000415	Prbd.g_01082	Syaj.g_01978
OG0000416	Prbd.g_01081	Syaj.g_01979
OG0000417	Prbd.g_01080	Syaj.g_01980
OG0000418	Prbd.g_01075	Syaj.g_01985
OG0000419	Prbd.g_01073	Syaj.g_01987
OG0000420	Prbd.g_01072	Syaj.g_01989
OG0000421	Prbd.g_01067	Syaj.g_01994
OG0000422	Prbd.g_01066	Syaj.g_01995
OG0000423	Prbd.g_01065	Syaj.g_01996
OG0000424	Prbd.g_01064	Syaj.g_01997
OG0000425	Prbd.g_01063	Syaj.g_01998
OG0000426	Prbd.g_01062	Syaj.g_01999
OG0000427	Prbd.g_01061	Syaj.g_02000
OG0000428	Prbd.g_01059	Syaj.g_02003
OG0000429	Prbd.g_01058	Syaj.g_02005
OG0000430	Prbd.g_01057	Syaj.g_02007
OG0000431	Prbd.g_01055	Syaj.g_02010
OG0000432	Prbd.g_01052	Syaj.g_02017
OG0000433	Prbd.g_01051	Syaj.g_02020
OG0000434	Prbd.g_01050	Syaj.g_02021
OG0000435	Prbd.g_01049	Syaj.g_02023
OG0000436	Prbd.g_01044	Syaj.g_02029
OG0000437	Prbd.g_01043	Syaj.g_02030
OG0000438	Prbd.g_01042	Syaj.g_02031
OG0000439	Prbd.g_01040	Syaj.g_02033
OG0000440	Prbd.g_01039	Syaj.g_02034
OG0000441	Prbd.g_01036	Syaj.g_02038
OG0000442	Prbd.g_01035	Syaj.g_02039
OG0000443	Prbd.g_01034	Syaj.g_02040
OG0000444	Prbd.g_01029	Syaj.g_02052
OG0000445	Prbd.g_01028	Syaj.g_02053
OG0000446	Prbd.g_01027	Syaj.g_02055
OG0000447	Prbd.g_01026	Syaj.g_02058
OG0000448	Prbd.g_01025	Syaj.g_02059
OG0000449	Prbd.g_01024	Syaj.g_02060
OG0000450	Prbd.g_01023	Syaj.g_02067
OG0000451	Prbd.g_01022	Syaj.g_02068
OG0000452	Prbd.g_01019	Syaj.g_02072
OG0000453	Prbd.g_01018	Syaj.g_02073
OG0000454	Prbd.g_01017	Syaj.g_02074
OG0000455	Prbd.g_01016	Syaj.g_02075
OG0000456	Prbd.g_01015	Syaj.g_02076
OG0000457	Prbd.g_01013	Syaj.g_02078
OG0000458	Prbd.g_01012	Syaj.g_02079
OG0000459	Prbd.g_01011	Syaj.g_02080
OG0000460	Prbd.g_01004	Syaj.g_02858
OG0000461	Prbd.g_00997	Syaj.g_02623
OG0000462	Prbd.g_00995	Syaj.g_02620
OG0000463	Prbd.g_00994	Syaj.g_02619
OG0000464	Prbd.g_00993	Syaj.g_02618
OG0000465	Prbd.g_00992	Syaj.g_02617
OG0000466	Prbd.g_00989	Syaj.g_02612
OG0000467	Prbd.g_00988	Syaj.g_02610
OG0000468	Prbd.g_00986	Syaj.g_02605
OG0000469	Prbd.g_00977	Syaj.g_02590
OG0000470	Prbd.g_00975	Syaj.g_02586
OG0000471	Prbd.g_00974	Syaj.g_02585
OG0000472	Prbd.g_00973	Syaj.g_02583
OG0000473	Prbd.g_00971	Syaj.g_02581
OG0000474	Prbd.g_00970	Syaj.g_02580
OG0000475	Prbd.g_00969	Syaj.g_02579
OG0000476	Prbd.g_00968	Syaj.g_02577
OG0000477	Prbd.g_00964	Syaj.g_02571
OG0000478	Prbd.g_00963	Syaj.g_02570
OG0000479	Prbd.g_00962	Syaj.g_02569
OG0000480	Prbd.g_00957	Syaj.g_02562
OG0000481	Prbd.g_00955	Syaj.g_02560
OG0000482	Prbd.g_00954	Syaj.g_02559
OG0000483	Prbd.g_00951	Syaj.g_02555
OG0000484	Prbd.g_00950	Syaj.g_02554
OG0000485	Prbd.g_00949	Syaj.g_02553
OG0000486	Prbd.g_00948	Syaj.g_02552
OG0000487	Prbd.g_00944	Syaj.g_02546
OG0000488	Prbd.g_00941	Syaj.g_02542
OG0000489	Prbd.g_00936	Syaj.g_02529
OG0000490	Prbd.g_00931	Syaj.g_02519
OG0000491	Prbd.g_00930	Syaj.g_02517
OG0000492	Prbd.g_00928	Syaj.g_02515
OG0000493	Prbd.g_00927	Syaj.g_02514
OG0000494	Prbd.g_00926	Syaj.g_02513
OG0000495	Prbd.g_00925	Syaj.g_02512
OG0000496	Prbd.g_00924	Syaj.g_02511
OG0000497	Prbd.g_00923	Syaj.g_02510
OG0000498	Prbd.g_00922	Syaj.g_02509
OG0000499	Prbd.g_00921	Syaj.g_02508
OG0000500	Prbd.g_00920	Syaj.g_02507
OG0000501	Prbd.g_00918	Syaj.g_02504
OG0000502	Prbd.g_00915	Syaj.g_02492
OG0000503	Prbd.g_00905	Syaj.g_02805
OG0000504	Prbd.g_00904	Syaj.g_02807
OG0000505	Prbd.g_00903	Syaj.g_02808
OG0000506	Prbd.g_00901	Syaj.g_02810
OG0000507	Prbd.g_00898	Syaj.g_02816
OG0000508	Prbd.g_00894	Syaj.g_02820
OG0000509	Prbd.g_00892	Syaj.g_02822
OG0000510	Prbd.g_00891	Syaj.g_02823
OG0000511	Prbd.g_00890	Syaj.g_02824
OG0000512	Prbd.g_00888	Syaj.g_02826
OG0000513	Prbd.g_00881	Syaj.g_02833
OG0000514	Prbd.g_00811	Syaj.g_02839
OG0000515	Prbd.g_00810	Syaj.g_02840
OG0000516	Prbd.g_00809	Syaj.g_01561
OG0000517	Prbd.g_00807	Syaj.g_01556
OG0000518	Prbd.g_00796	Syaj.g_01544
OG0000519	Prbd.g_00795	Syaj.g_01543
OG0000520	Prbd.g_00794	Syaj.g_01542
OG0000521	Prbd.g_00789	Syaj.g_00271
OG0000522	Prbd.g_00787	Syaj.g_00273
OG0000523	Prbd.g_00786	Syaj.g_00274
OG0000524	Prbd.g_00781	Syaj.g_01485
OG0000525	Prbd.g_00778	Syaj.g_01454
OG0000526	Prbd.g_00777	Syaj.g_01451
OG0000527	Prbd.g_00769	Syaj.g_01446
OG0000528	Prbd.g_00764	Syaj.g_00065
OG0000529	Prbd.g_00761	Syaj.g_00073
OG0000530	Prbd.g_00758	Syaj.g_00076
OG0000531	Prbd.g_00757	Syaj.g_00077
OG0000532	Prbd.g_00755	Syaj.g_00080
OG0000533	Prbd.g_00754	Syaj.g_00081
OG0000534	Prbd.g_00753	Syaj.g_00082
OG0000535	Prbd.g_00752	Syaj.g_00083
OG0000536	Prbd.g_00751	Syaj.g_00084
OG0000537	Prbd.g_00750	Syaj.g_00085
OG0000538	Prbd.g_00742	Syaj.g_00096
OG0000539	Prbd.g_00741	Syaj.g_00097
