Orthogroup	Prbd	Prai
OG0000254	Prbd.g_00633	Prai.g_00639
OG0000255	Prbd.g_00627	Prai.g_00645
OG0000256	Prbd.g_00617	Prai.g_00656
OG0000257	Prbd.g_00614	Prai.g_00659
OG0000258	Prbd.g_00601	Prai.g_00672
OG0000259	Prbd.g_00584	Prai.g_00689
OG0000260	Prbd.g_00581	Prai.g_00692
OG0000261	Prbd.g_00579	Prai.g_00694
OG0000262	Prbd.g_00575	Prai.g_00698
OG0000263	Prbd.g_00563	Prai.g_00710
OG0000264	Prbd.g_00553	Prai.g_00720
OG0000265	Prbd.g_00007	Prai.g_00748
OG0000266	Prbd.g_00017	Prai.g_00758
OG0000267	Prbd.g_00028	Prai.g_00769
OG0000268	Prbd.g_00029	Prai.g_00770
OG0000269	Prbd.g_00097	Prai.g_00853
OG0000270	Prbd.g_00100	Prai.g_00850
OG0000271	Prbd.g_00108	Prai.g_00842
OG0000272	Prbd.g_00109	Prai.g_00840, Prai.g_00841
OG0000273	Prbd.g_00132	Prai.g_00817
OG0000274	Prbd.g_00133	Prai.g_00816
OG0000275	Prbd.g_00136	Prai.g_00741, Prai.g_00813
OG0000276	Prbd.g_00141	Prai.g_00808
OG0000277	Prbd.g_00142	Prai.g_00807
OG0000278	Prbd.g_00145	Prai.g_00804
OG0000279	Prbd.g_00152	Prai.g_00797
OG0000280	Prbd.g_00153	Prai.g_00796
OG0000281	Prbd.g_00158	Prai.g_00791
OG0000282	Prbd.g_00208	Prai.g_01044
OG0000283	Prbd.g_00241	Prai.g_01012
OG0000284	Prbd.g_00246	Prai.g_01007
OG0000285	Prbd.g_00251	Prai.g_01002
OG0000286	Prbd.g_00263	Prai.g_00990
OG0000287	Prbd.g_00280	Prai.g_00973
OG0000288	Prbd.g_00313	Prai.g_00944
OG0000289	Prbd.g_00324	Prai.g_00934
OG0000290	Prbd.g_00337	Prai.g_00921
OG0000291	Prbd.g_00339	Prai.g_00919
OG0000292	Prbd.g_00389	Prai.g_01107
OG0000293	Prbd.g_00459	Prai.g_01163
OG0000294	Prbd.g_00460	Prai.g_01164
OG0000295	Prbd.g_00480	Prai.g_01183
OG0000296	Prbd.g_00482	Prai.g_01185
OG0000297	Prbd.g_00490	Prai.g_01193
OG0000298	Prbd.g_00491	Prai.g_01194
OG0000299	Prbd.g_00508	Prai.g_01213
OG0000300	Prbd.g_00511	Prai.g_01216
OG0000301	Prbd.g_00512	Prai.g_01217
OG0000302	Prbd.g_00514	Prai.g_01219
OG0000303	Prbd.g_00521	Prai.g_01226
OG0000304	Prbd.g_00525	Prai.g_01230
OG0000305	Prbd.g_01772	Prai.g_01362
OG0000306	Prbd.g_01769	Prai.g_01365
OG0000307	Prbd.g_01755	Prai.g_01379
OG0000308	Prbd.g_01754	Prai.g_01380
OG0000309	Prbd.g_01750	Prai.g_01384
OG0000310	Prbd.g_01704	Prai.g_01448
OG0000311	Prbd.g_01702	Prai.g_01450
OG0000312	Prbd.g_01699	Prai.g_01453
OG0000313	Prbd.g_01685	Prai.g_01467
OG0000314	Prbd.g_01662	Prai.g_01489
OG0000315	Prbd.g_01652	Prai.g_01499
OG0000316	Prbd.g_01632	Prai.g_01519
OG0000317	Prbd.g_01527	Prai.g_01636
OG0000318	Prbd.g_01524	Prai.g_01639
OG0000319	Prbd.g_01511	Prai.g_01652
OG0000320	Prbd.g_01509	Prai.g_01654
OG0000321	Prbd.g_01508	Prai.g_01655
OG0000322	Prbd.g_01507	Prai.g_01656
OG0000323	Prbd.g_01498	Prai.g_01665
OG0000324	Prbd.g_01471	Prai.g_01691
OG0000325	Prbd.g_01462	Prai.g_01702
OG0000326	Prbd.g_01456	Prai.g_01708
OG0000327	Prbd.g_01432	Prai.g_01735
OG0000328	Prbd.g_01431	Prai.g_01736
OG0000329	Prbd.g_01414	Prai.g_01754
OG0000330	Prbd.g_01413	Prai.g_01755
OG0000331	Prbd.g_01412	Prai.g_01756
OG0000332	Prbd.g_01398	Prai.g_01770
OG0000333	Prbd.g_01396	Prai.g_01777
OG0000334	Prbd.g_01388	Prai.g_01785
OG0000335	Prbd.g_01383	Prai.g_01790
OG0000336	Prbd.g_01379	Prai.g_01794
OG0000337	Prbd.g_01363	Prai.g_01810
OG0000338	Prbd.g_01362	Prai.g_01811
OG0000339	Prbd.g_01358	Prai.g_01815
OG0000340	Prbd.g_01350	Prai.g_01823
OG0000341	Prbd.g_01348	Prai.g_01825
OG0000342	Prbd.g_01347	Prai.g_01826
OG0000343	Prbd.g_01346	Prai.g_01827
OG0000344	Prbd.g_01343	Prai.g_01830
OG0000345	Prbd.g_01338	Prai.g_01835
OG0000346	Prbd.g_01334	Prai.g_01839
OG0000347	Prbd.g_01317	Prai.g_01855
OG0000348	Prbd.g_01307	Prai.g_01866
OG0000349	Prbd.g_01290	Prai.g_01883
OG0000350	Prbd.g_01272	Prai.g_01901
OG0000351	Prbd.g_01255	Prai.g_01918
OG0000352	Prbd.g_01254	Prai.g_01919
OG0000353	Prbd.g_01238	Prai.g_01935
OG0000355	Prbd.g_01236	Prai.g_00001
OG0000356	Prbd.g_01235	Prai.g_00002
OG0000357	Prbd.g_01234	Prai.g_00003
OG0000358	Prbd.g_01230	Prai.g_00007
OG0000359	Prbd.g_01229	Prai.g_00008
OG0000360	Prbd.g_01228	Prai.g_00009
OG0000361	Prbd.g_01227	Prai.g_00010
OG0000362	Prbd.g_01225	Prai.g_00012
OG0000363	Prbd.g_01223	Prai.g_00014
OG0000364	Prbd.g_01222	Prai.g_00015
OG0000365	Prbd.g_01217	Prai.g_00020
OG0000366	Prbd.g_01216	Prai.g_00021
OG0000367	Prbd.g_01215	Prai.g_00022
OG0000368	Prbd.g_01213	Prai.g_00024
OG0000369	Prbd.g_01212	Prai.g_00025
OG0000370	Prbd.g_01211	Prai.g_00026
OG0000371	Prbd.g_01205	Prai.g_00032
OG0000372	Prbd.g_01202	Prai.g_00035
OG0000373	Prbd.g_01201	Prai.g_00036
OG0000374	Prbd.g_01200	Prai.g_00037
OG0000375	Prbd.g_01198	Prai.g_00047
OG0000376	Prbd.g_01196	Prai.g_00049
OG0000377	Prbd.g_01192	Prai.g_00052
OG0000378	Prbd.g_01190	Prai.g_00054
OG0000379	Prbd.g_01187	Prai.g_00057
OG0000380	Prbd.g_01178	Prai.g_00066
OG0000381	Prbd.g_01174	Prai.g_00070
OG0000382	Prbd.g_01163	Prai.g_00081
OG0000383	Prbd.g_01161	Prai.g_00083
OG0000384	Prbd.g_01160	Prai.g_00084
OG0000385	Prbd.g_01159	Prai.g_00085
OG0000386	Prbd.g_01158	Prai.g_00086
OG0000387	Prbd.g_01145	Prai.g_00099
OG0000388	Prbd.g_01142	Prai.g_00102
OG0000389	Prbd.g_01138	Prai.g_00106
OG0000390	Prbd.g_01131	Prai.g_00113
OG0000391	Prbd.g_01127	Prai.g_00116
OG0000392	Prbd.g_01123	Prai.g_00120
OG0000393	Prbd.g_01121	Prai.g_00122
OG0000394	Prbd.g_01120	Prai.g_00123
OG0000395	Prbd.g_01119	Prai.g_00124
OG0000396	Prbd.g_01116	Prai.g_00127
OG0000397	Prbd.g_01114	Prai.g_00129
OG0000398	Prbd.g_01112	Prai.g_00131
OG0000399	Prbd.g_01111	Prai.g_00132
OG0000400	Prbd.g_01110	Prai.g_00133
OG0000401	Prbd.g_01109	Prai.g_00134
OG0000402	Prbd.g_01107	Prai.g_00136
OG0000403	Prbd.g_01106	Prai.g_00137
OG0000404	Prbd.g_01105	Prai.g_00138
OG0000405	Prbd.g_01100	Prai.g_00142
OG0000406	Prbd.g_01093	Prai.g_00158
OG0000407	Prbd.g_01092	Prai.g_00159
OG0000408	Prbd.g_01090	Prai.g_00161
OG0000409	Prbd.g_01088	Prai.g_00163
OG0000410	Prbd.g_01087	Prai.g_00164
OG0000411	Prbd.g_01086	Prai.g_00165
OG0000412	Prbd.g_01085	Prai.g_00166
OG0000413	Prbd.g_01084	Prai.g_00167
OG0000414	Prbd.g_01083	Prai.g_00168
OG0000415	Prbd.g_01082	Prai.g_00169
OG0000416	Prbd.g_01081	Prai.g_00170
OG0000417	Prbd.g_01080	Prai.g_00171
OG0000418	Prbd.g_01075	Prai.g_00176
OG0000419	Prbd.g_01073	Prai.g_00178
OG0000420	Prbd.g_01072	Prai.g_00179
OG0000421	Prbd.g_01067	Prai.g_00184
OG0000422	Prbd.g_01066	Prai.g_00185
OG0000423	Prbd.g_01065	Prai.g_00186
OG0000424	Prbd.g_01064	Prai.g_00187
OG0000425	Prbd.g_01063	Prai.g_00188
OG0000426	Prbd.g_01062	Prai.g_00189
OG0000427	Prbd.g_01061	Prai.g_00190
OG0000428	Prbd.g_01059	Prai.g_00192
OG0000429	Prbd.g_01058	Prai.g_00193
OG0000430	Prbd.g_01057	Prai.g_00194
OG0000431	Prbd.g_01055	Prai.g_00196
OG0000432	Prbd.g_01052	Prai.g_00199
OG0000433	Prbd.g_01051	Prai.g_00200
OG0000434	Prbd.g_01050	Prai.g_00201
OG0000435	Prbd.g_01049	Prai.g_00202
OG0000436	Prbd.g_01044	Prai.g_00207
OG0000437	Prbd.g_01043	Prai.g_00208
OG0000438	Prbd.g_01042	Prai.g_00209
OG0000439	Prbd.g_01040	Prai.g_00211
OG0000440	Prbd.g_01039	Prai.g_00212
OG0000441	Prbd.g_01036	Prai.g_00215
OG0000442	Prbd.g_01035	Prai.g_00216
OG0000443	Prbd.g_01034	Prai.g_00217
OG0000444	Prbd.g_01029	Prai.g_00222
OG0000445	Prbd.g_01028	Prai.g_00223
OG0000446	Prbd.g_01027	Prai.g_00224
OG0000447	Prbd.g_01026	Prai.g_00225
OG0000448	Prbd.g_01025	Prai.g_00226
OG0000449	Prbd.g_01024	Prai.g_00227
OG0000450	Prbd.g_01023	Prai.g_00228
OG0000451	Prbd.g_01022	Prai.g_00229
OG0000452	Prbd.g_01019	Prai.g_00232
OG0000453	Prbd.g_01018	Prai.g_00233
OG0000454	Prbd.g_01017	Prai.g_00234
OG0000455	Prbd.g_01016	Prai.g_00235
OG0000456	Prbd.g_01015	Prai.g_00236
OG0000457	Prbd.g_01013	Prai.g_00237
OG0000458	Prbd.g_01012	Prai.g_00238
OG0000459	Prbd.g_01011	Prai.g_00239
OG0000460	Prbd.g_01004	Prai.g_00246
OG0000461	Prbd.g_00997	Prai.g_00255
OG0000462	Prbd.g_00995	Prai.g_00257
OG0000463	Prbd.g_00994	Prai.g_00258
OG0000464	Prbd.g_00993	Prai.g_00259
OG0000465	Prbd.g_00992	Prai.g_00260
OG0000466	Prbd.g_00989	Prai.g_00263
OG0000467	Prbd.g_00988	Prai.g_00264
OG0000468	Prbd.g_00986	Prai.g_00266
OG0000469	Prbd.g_00977	Prai.g_00275
OG0000470	Prbd.g_00975	Prai.g_00277
OG0000471	Prbd.g_00974	Prai.g_00278
OG0000472	Prbd.g_00973	Prai.g_00279
OG0000473	Prbd.g_00971	Prai.g_00281
OG0000474	Prbd.g_00970	Prai.g_00282
OG0000475	Prbd.g_00969	Prai.g_00283
OG0000476	Prbd.g_00968	Prai.g_00284
OG0000477	Prbd.g_00964	Prai.g_00288
OG0000478	Prbd.g_00963	Prai.g_00289
OG0000479	Prbd.g_00962	Prai.g_00290
OG0000480	Prbd.g_00957	Prai.g_00295
OG0000481	Prbd.g_00955	Prai.g_00297
OG0000482	Prbd.g_00954	Prai.g_00298
OG0000483	Prbd.g_00951	Prai.g_00301
OG0000484	Prbd.g_00950	Prai.g_00302
OG0000485	Prbd.g_00949	Prai.g_00303
OG0000486	Prbd.g_00948	Prai.g_00304
OG0000487	Prbd.g_00944	Prai.g_00308
OG0000488	Prbd.g_00941	Prai.g_00311
OG0000489	Prbd.g_00936	Prai.g_00316
OG0000490	Prbd.g_00931	Prai.g_00321
OG0000491	Prbd.g_00930	Prai.g_00322
OG0000492	Prbd.g_00928	Prai.g_00324
OG0000493	Prbd.g_00927	Prai.g_00325
OG0000494	Prbd.g_00926	Prai.g_00326
OG0000495	Prbd.g_00925	Prai.g_00327
OG0000496	Prbd.g_00924	Prai.g_00328
OG0000497	Prbd.g_00923	Prai.g_00329
OG0000498	Prbd.g_00922	Prai.g_00330
OG0000499	Prbd.g_00921	Prai.g_00331
OG0000500	Prbd.g_00920	Prai.g_00332
OG0000501	Prbd.g_00918	Prai.g_00334
OG0000502	Prbd.g_00915	Prai.g_00337
OG0000503	Prbd.g_00905	Prai.g_00347
OG0000504	Prbd.g_00904	Prai.g_00348
OG0000505	Prbd.g_00903	Prai.g_00349
OG0000506	Prbd.g_00901	Prai.g_00351
OG0000507	Prbd.g_00898	Prai.g_00354
OG0000508	Prbd.g_00894	Prai.g_00357
OG0000509	Prbd.g_00892	Prai.g_00359
OG0000510	Prbd.g_00891	Prai.g_00360
OG0000511	Prbd.g_00890	Prai.g_00361
OG0000512	Prbd.g_00888	Prai.g_00363
OG0000513	Prbd.g_00881	Prai.g_00370
OG0000514	Prbd.g_00811	Prai.g_00462
OG0000515	Prbd.g_00810	Prai.g_00463
OG0000516	Prbd.g_00809	Prai.g_00464
OG0000517	Prbd.g_00807	Prai.g_00466
OG0000518	Prbd.g_00796	Prai.g_00477
OG0000519	Prbd.g_00795	Prai.g_00478
OG0000520	Prbd.g_00794	Prai.g_00479
OG0000521	Prbd.g_00789	Prai.g_00484
OG0000522	Prbd.g_00787	Prai.g_00486
OG0000523	Prbd.g_00786	Prai.g_00487
OG0000524	Prbd.g_00781	Prai.g_00492
OG0000525	Prbd.g_00778	Prai.g_00495
OG0000526	Prbd.g_00777	Prai.g_00496
OG0000527	Prbd.g_00769	Prai.g_00503
OG0000528	Prbd.g_00764	Prai.g_00508
OG0000529	Prbd.g_00761	Prai.g_00511
OG0000530	Prbd.g_00758	Prai.g_00514
OG0000531	Prbd.g_00757	Prai.g_00515
OG0000532	Prbd.g_00755	Prai.g_00517
OG0000533	Prbd.g_00754	Prai.g_00518
OG0000534	Prbd.g_00753	Prai.g_00519
OG0000535	Prbd.g_00752	Prai.g_00520
OG0000536	Prbd.g_00751	Prai.g_00521
OG0000537	Prbd.g_00750	Prai.g_00522
OG0000538	Prbd.g_00742	Prai.g_00530
OG0000539	Prbd.g_00741	Prai.g_00531
OG0000540	Prbd.g_00740	Prai.g_00532
OG0000541	Prbd.g_00739	Prai.g_00533
OG0000542	Prbd.g_00737	Prai.g_00535
OG0000543	Prbd.g_00735	Prai.g_00537
