Orthogroup	Prbd	Syaa
OG0000277	Prbd.g_00142	Syaa.g_00833
OG0000278	Prbd.g_00145	Syaa.g_00830
OG0000279	Prbd.g_00152	Syaa.g_00822
OG0000280	Prbd.g_00153	Syaa.g_00815
OG0000282	Prbd.g_00208	Syaa.g_01096
OG0000283	Prbd.g_00241	Syaa.g_01396
OG0000284	Prbd.g_00246	Syaa.g_01390
OG0000285	Prbd.g_00251	Syaa.g_01377
OG0000286	Prbd.g_00263	Syaa.g_01358
OG0000287	Prbd.g_00280	Syaa.g_01330
OG0000288	Prbd.g_00313	Syaa.g_01299
OG0000289	Prbd.g_00324	Syaa.g_01285
OG0000290	Prbd.g_00337	Syaa.g_00875
OG0000291	Prbd.g_00339	Syaa.g_00877
OG0000292	Prbd.g_00389	Syaa.g_02751
OG0000293	Prbd.g_00459	Syaa.g_00758
OG0000294	Prbd.g_00460	Syaa.g_00759
OG0000295	Prbd.g_00480	Syaa.g_00796
OG0000296	Prbd.g_00482	Syaa.g_00798
OG0000297	Prbd.g_00490	Syaa.g_01021
OG0000298	Prbd.g_00491	Syaa.g_01010
OG0000299	Prbd.g_00508	Syaa.g_00982
OG0000300	Prbd.g_00511	Syaa.g_00976
OG0000301	Prbd.g_00512	Syaa.g_00975
OG0000302	Prbd.g_00514	Syaa.g_00972
OG0000303	Prbd.g_00521	Syaa.g_00963
OG0000304	Prbd.g_00525	Syaa.g_00957
OG0000305	Prbd.g_01772	Syaa.g_00881
OG0000306	Prbd.g_01769	Syaa.g_00807
OG0000307	Prbd.g_01755	Syaa.g_02068
OG0000308	Prbd.g_01754	Syaa.g_02070
OG0000309	Prbd.g_01750	Syaa.g_02075
OG0000310	Prbd.g_01704	Syaa.g_01752
OG0000311	Prbd.g_01702	Syaa.g_01757
OG0000312	Prbd.g_01699	Syaa.g_01762
OG0000313	Prbd.g_01685	Syaa.g_01779
OG0000314	Prbd.g_01662	Syaa.g_01806
OG0000315	Prbd.g_01652	Syaa.g_01816
OG0000316	Prbd.g_01632	Syaa.g_00598
OG0000317	Prbd.g_01527	Syaa.g_00556
OG0000318	Prbd.g_01524	Syaa.g_00550
OG0000319	Prbd.g_01511	Syaa.g_00532
OG0000320	Prbd.g_01509	Syaa.g_00530
OG0000321	Prbd.g_01508	Syaa.g_00529
OG0000322	Prbd.g_01507	Syaa.g_00528
OG0000323	Prbd.g_01498	Syaa.g_00496
OG0000324	Prbd.g_01471	Syaa.g_00653
OG0000325	Prbd.g_01462	Syaa.g_02350
OG0000326	Prbd.g_01456	Syaa.g_02343
OG0000327	Prbd.g_01432	Syaa.g_02294
OG0000328	Prbd.g_01431	Syaa.g_02293
OG0000329	Prbd.g_01414	Syaa.g_02275
OG0000330	Prbd.g_01413	Syaa.g_02274
OG0000331	Prbd.g_01412	Syaa.g_02273
OG0000332	Prbd.g_01398	Syaa.g_02258
OG0000333	Prbd.g_01396	Syaa.g_02255
OG0000334	Prbd.g_01388	Syaa.g_02246
OG0000335	Prbd.g_01383	Syaa.g_02241
OG0000336	Prbd.g_01379	Syaa.g_02237
OG0000337	Prbd.g_01363	Syaa.g_00167
OG0000338	Prbd.g_01362	Syaa.g_00162
OG0000339	Prbd.g_01358	Syaa.g_00156
OG0000340	Prbd.g_01350	Syaa.g_00144
OG0000341	Prbd.g_01348	Syaa.g_00142
OG0000342	Prbd.g_01347	Syaa.g_00141
OG0000343	Prbd.g_01346	Syaa.g_00140
OG0000344	Prbd.g_01343	Syaa.g_00136
OG0000345	Prbd.g_01338	Syaa.g_00127
OG0000346	Prbd.g_01334	Syaa.g_00122
OG0000347	Prbd.g_01317	Syaa.g_00088
OG0000348	Prbd.g_01307	Syaa.g_00071
OG0000349	Prbd.g_01290	Syaa.g_00053
OG0000350	Prbd.g_01272	Syaa.g_02336
OG0000351	Prbd.g_01255	Syaa.g_02730
OG0000352	Prbd.g_01254	Syaa.g_02731
OG0000353	Prbd.g_01238	Syaa.g_02757
OG0000355	Prbd.g_01236	Syaa.g_00001
OG0000356	Prbd.g_01235	Syaa.g_00002
OG0000357	Prbd.g_01234	Syaa.g_00003
OG0000358	Prbd.g_01230	Syaa.g_00007
OG0000359	Prbd.g_01229	Syaa.g_00009
OG0000360	Prbd.g_01228	Syaa.g_00010
OG0000361	Prbd.g_01227	Syaa.g_00011
OG0000362	Prbd.g_01225	Syaa.g_00013
OG0000363	Prbd.g_01223	Syaa.g_00015
OG0000364	Prbd.g_01222	Syaa.g_00016
OG0000365	Prbd.g_01217	Syaa.g_00027
OG0000366	Prbd.g_01216	Syaa.g_00028
OG0000367	Prbd.g_01215	Syaa.g_00029
OG0000368	Prbd.g_01213	Syaa.g_00031
OG0000369	Prbd.g_01212	Syaa.g_00032
OG0000370	Prbd.g_01211	Syaa.g_00033
OG0000371	Prbd.g_01205	Syaa.g_00041
OG0000372	Prbd.g_01202	Syaa.g_00046
OG0000373	Prbd.g_01201	Syaa.g_00047
OG0000374	Prbd.g_01200	Syaa.g_00048
OG0000375	Prbd.g_01198	Syaa.g_00049
OG0000376	Prbd.g_01196	Syaa.g_00051
OG0000377	Prbd.g_01192	Syaa.g_02585
OG0000378	Prbd.g_01190	Syaa.g_02577
OG0000379	Prbd.g_01187	Syaa.g_02574
OG0000380	Prbd.g_01178	Syaa.g_00357
OG0000381	Prbd.g_01174	Syaa.g_00353
OG0000382	Prbd.g_01163	Syaa.g_00335
OG0000383	Prbd.g_01161	Syaa.g_00333
OG0000384	Prbd.g_01160	Syaa.g_00332
OG0000385	Prbd.g_01159	Syaa.g_00331
OG0000386	Prbd.g_01158	Syaa.g_00330
OG0000387	Prbd.g_01145	Syaa.g_02371
OG0000388	Prbd.g_01142	Syaa.g_02375
OG0000389	Prbd.g_01138	Syaa.g_02379
OG0000390	Prbd.g_01131	Syaa.g_02398
OG0000391	Prbd.g_01127	Syaa.g_02403
OG0000392	Prbd.g_01123	Syaa.g_02409
OG0000393	Prbd.g_01121	Syaa.g_02412
OG0000394	Prbd.g_01120	Syaa.g_02413
OG0000395	Prbd.g_01119	Syaa.g_02414
OG0000396	Prbd.g_01116	Syaa.g_02417
OG0000397	Prbd.g_01114	Syaa.g_02419
OG0000398	Prbd.g_01112	Syaa.g_02424
OG0000399	Prbd.g_01111	Syaa.g_02425
OG0000400	Prbd.g_01110	Syaa.g_02426
OG0000401	Prbd.g_01109	Syaa.g_02427
OG0000402	Prbd.g_01107	Syaa.g_02429
OG0000403	Prbd.g_01106	Syaa.g_02430
OG0000404	Prbd.g_01105	Syaa.g_02431
OG0000405	Prbd.g_01100	Syaa.g_02446
OG0000406	Prbd.g_01093	Syaa.g_02450
OG0000407	Prbd.g_01092	Syaa.g_02451
OG0000408	Prbd.g_01090	Syaa.g_02458
OG0000409	Prbd.g_01088	Syaa.g_02460
OG0000410	Prbd.g_01087	Syaa.g_02461
OG0000411	Prbd.g_01086	Syaa.g_02462
OG0000412	Prbd.g_01085	Syaa.g_02463
OG0000413	Prbd.g_01084	Syaa.g_02465
OG0000415	Prbd.g_01082	Syaa.g_02466
OG0000416	Prbd.g_01081	Syaa.g_02467
OG0000417	Prbd.g_01080	Syaa.g_02468
OG0000418	Prbd.g_01075	Syaa.g_02473
OG0000419	Prbd.g_01073	Syaa.g_02475
OG0000420	Prbd.g_01072	Syaa.g_02477
OG0000421	Prbd.g_01067	Syaa.g_02482
OG0000422	Prbd.g_01066	Syaa.g_02483
OG0000423	Prbd.g_01065	Syaa.g_02484
OG0000424	Prbd.g_01064	Syaa.g_02485
OG0000425	Prbd.g_01063	Syaa.g_02486
OG0000426	Prbd.g_01062	Syaa.g_02487
OG0000427	Prbd.g_01061	Syaa.g_02488
OG0000428	Prbd.g_01059	Syaa.g_02491
OG0000429	Prbd.g_01058	Syaa.g_02493
OG0000430	Prbd.g_01057	Syaa.g_02495
OG0000431	Prbd.g_01055	Syaa.g_02498
OG0000432	Prbd.g_01052	Syaa.g_02504
OG0000433	Prbd.g_01051	Syaa.g_02513
OG0000434	Prbd.g_01050	Syaa.g_02514
OG0000435	Prbd.g_01049	Syaa.g_02516
OG0000436	Prbd.g_01044	Syaa.g_02525
OG0000437	Prbd.g_01043	Syaa.g_02526
OG0000438	Prbd.g_01042	Syaa.g_02527
OG0000439	Prbd.g_01040	Syaa.g_02529
OG0000440	Prbd.g_01039	Syaa.g_02530
OG0000441	Prbd.g_01036	Syaa.g_02534
OG0000442	Prbd.g_01035	Syaa.g_02535
OG0000443	Prbd.g_01034	Syaa.g_02536
OG0000444	Prbd.g_01029	Syaa.g_02542
OG0000445	Prbd.g_01028	Syaa.g_02543
OG0000446	Prbd.g_01027	Syaa.g_02545
OG0000447	Prbd.g_01026	Syaa.g_02548
OG0000448	Prbd.g_01025	Syaa.g_02549
OG0000449	Prbd.g_01024	Syaa.g_02550
OG0000450	Prbd.g_01023	Syaa.g_02553
OG0000451	Prbd.g_01022	Syaa.g_02554
OG0000452	Prbd.g_01019	Syaa.g_02558
OG0000453	Prbd.g_01018	Syaa.g_02559
OG0000454	Prbd.g_01017	Syaa.g_02560
OG0000455	Prbd.g_01016	Syaa.g_02561
OG0000456	Prbd.g_01015	Syaa.g_02562
OG0000457	Prbd.g_01013	Syaa.g_02564
OG0000458	Prbd.g_01012	Syaa.g_02565
OG0000459	Prbd.g_01011	Syaa.g_02566
OG0000460	Prbd.g_01004	Syaa.g_02111
OG0000461	Prbd.g_00997	Syaa.g_00318
OG0000462	Prbd.g_00995	Syaa.g_00315
OG0000463	Prbd.g_00994	Syaa.g_00314
OG0000464	Prbd.g_00993	Syaa.g_00313
OG0000465	Prbd.g_00992	Syaa.g_00311
OG0000466	Prbd.g_00989	Syaa.g_00306
OG0000467	Prbd.g_00988	Syaa.g_00304
OG0000468	Prbd.g_00986	Syaa.g_00299
OG0000469	Prbd.g_00977	Syaa.g_00285
OG0000470	Prbd.g_00975	Syaa.g_00283
OG0000471	Prbd.g_00974	Syaa.g_00282
OG0000472	Prbd.g_00973	Syaa.g_00280
OG0000473	Prbd.g_00971	Syaa.g_00278
OG0000474	Prbd.g_00970	Syaa.g_00277
OG0000475	Prbd.g_00969	Syaa.g_00276
OG0000476	Prbd.g_00968	Syaa.g_00274
OG0000477	Prbd.g_00964	Syaa.g_00268
OG0000478	Prbd.g_00963	Syaa.g_00267
OG0000479	Prbd.g_00962	Syaa.g_00266
OG0000480	Prbd.g_00957	Syaa.g_00259
OG0000481	Prbd.g_00955	Syaa.g_00257
OG0000482	Prbd.g_00954	Syaa.g_00256
OG0000483	Prbd.g_00951	Syaa.g_00252
OG0000484	Prbd.g_00950	Syaa.g_00251
OG0000485	Prbd.g_00949	Syaa.g_00250
OG0000486	Prbd.g_00948	Syaa.g_00249
OG0000487	Prbd.g_00944	Syaa.g_00243
OG0000488	Prbd.g_00941	Syaa.g_00239
OG0000489	Prbd.g_00936	Syaa.g_00228
OG0000490	Prbd.g_00931	Syaa.g_00220
OG0000491	Prbd.g_00930	Syaa.g_00218
OG0000492	Prbd.g_00928	Syaa.g_00214
OG0000493	Prbd.g_00927	Syaa.g_00213
OG0000494	Prbd.g_00926	Syaa.g_00212
OG0000495	Prbd.g_00925	Syaa.g_00211
OG0000496	Prbd.g_00924	Syaa.g_00210
OG0000497	Prbd.g_00923	Syaa.g_00209
OG0000498	Prbd.g_00922	Syaa.g_00208
OG0000499	Prbd.g_00921	Syaa.g_00207
OG0000500	Prbd.g_00920	Syaa.g_00206
OG0000501	Prbd.g_00918	Syaa.g_00203
OG0000502	Prbd.g_00915	Syaa.g_00190
OG0000503	Prbd.g_00905	Syaa.g_02182
OG0000504	Prbd.g_00904	Syaa.g_02180
OG0000505	Prbd.g_00903	Syaa.g_02179
OG0000506	Prbd.g_00901	Syaa.g_02177
OG0000507	Prbd.g_00898	Syaa.g_02171
OG0000508	Prbd.g_00894	Syaa.g_02167
OG0000509	Prbd.g_00892	Syaa.g_02165
OG0000510	Prbd.g_00891	Syaa.g_02164
OG0000511	Prbd.g_00890	Syaa.g_02163
OG0000512	Prbd.g_00888	Syaa.g_02161
OG0000513	Prbd.g_00881	Syaa.g_02145
OG0000514	Prbd.g_00811	Syaa.g_02118
OG0000515	Prbd.g_00810	Syaa.g_02117
OG0000516	Prbd.g_00809	Syaa.g_00698
OG0000517	Prbd.g_00807	Syaa.g_00702
OG0000518	Prbd.g_00796	Syaa.g_00714
OG0000519	Prbd.g_00795	Syaa.g_00715
OG0000520	Prbd.g_00794	Syaa.g_00716
OG0000521	Prbd.g_00789	Syaa.g_01864
OG0000522	Prbd.g_00787	Syaa.g_01862
OG0000523	Prbd.g_00786	Syaa.g_01859
OG0000524	Prbd.g_00781	Syaa.g_01856
OG0000525	Prbd.g_00778	Syaa.g_01851
OG0000526	Prbd.g_00777	Syaa.g_01848
OG0000527	Prbd.g_00769	Syaa.g_01844
OG0000528	Prbd.g_00764	Syaa.g_02054
OG0000529	Prbd.g_00761	Syaa.g_02050
OG0000530	Prbd.g_00758	Syaa.g_02047
OG0000531	Prbd.g_00757	Syaa.g_02046
OG0000532	Prbd.g_00755	Syaa.g_02043
OG0000533	Prbd.g_00754	Syaa.g_02042
OG0000534	Prbd.g_00753	Syaa.g_02041
OG0000535	Prbd.g_00752	Syaa.g_02040
OG0000536	Prbd.g_00751	Syaa.g_02039
OG0000537	Prbd.g_00750	Syaa.g_02038
OG0000538	Prbd.g_00742	Syaa.g_02027
OG0000539	Prbd.g_00741	Syaa.g_02026
OG0000540	Prbd.g_00740	Syaa.g_02025
