Orthogroup	Prbd	Syak
OG0000217	Prbd.g_00942	Syak.g_01482
OG0000218	Prbd.g_00940	Syak.g_01484
OG0000219	Prbd.g_00939	Syak.g_01485
OG0000220	Prbd.g_00938	Syak.g_01486
OG0000221	Prbd.g_00937	Syak.g_01498
OG0000222	Prbd.g_00929	Syak.g_01512
OG0000223	Prbd.g_00916	Syak.g_01531
OG0000224	Prbd.g_00914	Syak.g_01532
OG0000225	Prbd.g_00893	Syak.g_01230
OG0000226	Prbd.g_00889	Syak.g_01226
OG0000227	Prbd.g_00887	Syak.g_01224
OG0000228	Prbd.g_00884	Syak.g_01216
OG0000229	Prbd.g_00806	Syak.g_01191
OG0000230	Prbd.g_00804	Syak.g_01189
OG0000231	Prbd.g_00793	Syak.g_01176
OG0000232	Prbd.g_00784	Syak.g_01156
OG0000233	Prbd.g_00779	Syak.g_01145
OG0000234	Prbd.g_00766	Syak.g_01116
OG0000235	Prbd.g_00763	Syak.g_02573
OG0000236	Prbd.g_00749	Syak.g_02589
OG0000237	Prbd.g_00736	Syak.g_02607
OG0000238	Prbd.g_00730	Syak.g_02612
OG0000239	Prbd.g_00717	Syak.g_02628
OG0000240	Prbd.g_00716	Syak.g_02629
OG0000241	Prbd.g_00712	Syak.g_00027
OG0000242	Prbd.g_00710	Syak.g_02638
OG0000243	Prbd.g_00699	Syak.g_02658
OG0000244	Prbd.g_00696	Syak.g_02665
OG0000245	Prbd.g_00694	Syak.g_02667
OG0000246	Prbd.g_00690	Syak.g_02671
OG0000247	Prbd.g_00680	Syak.g_02681
OG0000248	Prbd.g_00678	Syak.g_02684
OG0000249	Prbd.g_00676	Syak.g_02686
OG0000250	Prbd.g_00671	Syak.g_02694
OG0000251	Prbd.g_00653	Syak.g_02722
OG0000252	Prbd.g_00650	Syak.g_02725
OG0000253	Prbd.g_00649	Syak.g_02727
OG0000254	Prbd.g_00633	Syak.g_02752
OG0000255	Prbd.g_00627	Syak.g_02772
OG0000256	Prbd.g_00617	Syak.g_00020
OG0000257	Prbd.g_00614	Syak.g_00026
OG0000258	Prbd.g_00601	Syak.g_00044
OG0000259	Prbd.g_00584	Syak.g_00334
OG0000260	Prbd.g_00581	Syak.g_00338
OG0000261	Prbd.g_00579	Syak.g_00348
OG0000262	Prbd.g_00575	Syak.g_00353
OG0000263	Prbd.g_00563	Syak.g_00828
OG0000264	Prbd.g_00553	Syak.g_00698
OG0000265	Prbd.g_00007	Syak.g_00211
OG0000266	Prbd.g_00017	Syak.g_00778
OG0000267	Prbd.g_00028	Syak.g_00555
OG0000268	Prbd.g_00029	Syak.g_00554
OG0000269	Prbd.g_00097	Syak.g_00429
OG0000270	Prbd.g_00100	Syak.g_00432
OG0000271	Prbd.g_00108	Syak.g_00440
OG0000272	Prbd.g_00109	Syak.g_00441
OG0000273	Prbd.g_00132	Syak.g_00616
OG0000274	Prbd.g_00133	Syak.g_00615
OG0000275	Prbd.g_00136	Syak.g_00611
OG0000276	Prbd.g_00141	Syak.g_00604
OG0000277	Prbd.g_00142	Syak.g_00603
OG0000278	Prbd.g_00145	Syak.g_00600
OG0000279	Prbd.g_00152	Syak.g_00592
OG0000280	Prbd.g_00153	Syak.g_00582
OG0000281	Prbd.g_00158	Syak.g_00339
OG0000282	Prbd.g_00208	Syak.g_00375
OG0000283	Prbd.g_00241	Syak.g_00541
OG0000284	Prbd.g_00246	Syak.g_00536
OG0000285	Prbd.g_00251	Syak.g_00523
OG0000286	Prbd.g_00263	Syak.g_00504
OG0000287	Prbd.g_00280	Syak.g_00477
OG0000288	Prbd.g_00313	Syak.g_00644
OG0000289	Prbd.g_00324	Syak.g_00659
OG0000290	Prbd.g_00337	Syak.g_00738
OG0000291	Prbd.g_00339	Syak.g_00734, Syak.g_00737
OG0000292	Prbd.g_00389	Syak.g_01802
OG0000293	Prbd.g_00459	Syak.g_00910
OG0000294	Prbd.g_00460	Syak.g_00909
OG0000295	Prbd.g_00480	Syak.g_00863
OG0000296	Prbd.g_00482	Syak.g_00861
OG0000297	Prbd.g_00490	Syak.g_00848
OG0000298	Prbd.g_00491	Syak.g_00847
OG0000299	Prbd.g_00508	Syak.g_00820
OG0000300	Prbd.g_00511	Syak.g_00813
OG0000301	Prbd.g_00512	Syak.g_00812
OG0000302	Prbd.g_00514	Syak.g_00811
OG0000303	Prbd.g_00521	Syak.g_00674
OG0000304	Prbd.g_00525	Syak.g_00680
OG0000305	Prbd.g_01772	Syak.g_00732
OG0000306	Prbd.g_01769	Syak.g_00094
OG0000307	Prbd.g_01755	Syak.g_02556
OG0000308	Prbd.g_01754	Syak.g_02554
OG0000309	Prbd.g_01750	Syak.g_02549
OG0000310	Prbd.g_01704	Syak.g_00994
OG0000311	Prbd.g_01702	Syak.g_00999
OG0000312	Prbd.g_01699	Syak.g_01028
OG0000313	Prbd.g_01685	Syak.g_01046
OG0000314	Prbd.g_01662	Syak.g_01079
OG0000315	Prbd.g_01652	Syak.g_01090
OG0000316	Prbd.g_01632	Syak.g_02462
OG0000317	Prbd.g_01527	Syak.g_02419
OG0000318	Prbd.g_01524	Syak.g_02415
OG0000319	Prbd.g_01511	Syak.g_02399
OG0000320	Prbd.g_01509	Syak.g_02397
OG0000321	Prbd.g_01508	Syak.g_02396
OG0000322	Prbd.g_01507	Syak.g_02395
OG0000323	Prbd.g_01498	Syak.g_02380
OG0000324	Prbd.g_01471	Syak.g_02347
OG0000325	Prbd.g_01462	Syak.g_01391
OG0000326	Prbd.g_01456	Syak.g_01384
OG0000327	Prbd.g_01432	Syak.g_01350
OG0000328	Prbd.g_01431	Syak.g_01349
OG0000329	Prbd.g_01414	Syak.g_01331
OG0000330	Prbd.g_01413	Syak.g_01330
OG0000331	Prbd.g_01412	Syak.g_01329
OG0000332	Prbd.g_01398	Syak.g_01314
OG0000333	Prbd.g_01396	Syak.g_01311
OG0000334	Prbd.g_01388	Syak.g_01302
OG0000335	Prbd.g_01383	Syak.g_01298
OG0000336	Prbd.g_01379	Syak.g_01294
OG0000337	Prbd.g_01363	Syak.g_01555
OG0000338	Prbd.g_01362	Syak.g_01558
OG0000339	Prbd.g_01358	Syak.g_01566
OG0000340	Prbd.g_01350	Syak.g_01626
OG0000341	Prbd.g_01348	Syak.g_01628
OG0000342	Prbd.g_01347	Syak.g_01629
OG0000343	Prbd.g_01346	Syak.g_01631
OG0000344	Prbd.g_01343	Syak.g_01635
OG0000345	Prbd.g_01338	Syak.g_01645
OG0000346	Prbd.g_01334	Syak.g_01651
OG0000347	Prbd.g_01317	Syak.g_01694
OG0000348	Prbd.g_01307	Syak.g_01717
OG0000349	Prbd.g_01290	Syak.g_01740
OG0000350	Prbd.g_01272	Syak.g_01377
OG0000351	Prbd.g_01255	Syak.g_01823
OG0000352	Prbd.g_01254	Syak.g_01822
OG0000353	Prbd.g_01238	Syak.g_01796
OG0000355	Prbd.g_01236	Syak.g_01793
OG0000356	Prbd.g_01235	Syak.g_01792
OG0000357	Prbd.g_01234	Syak.g_01791
OG0000358	Prbd.g_01230	Syak.g_01787
OG0000359	Prbd.g_01229	Syak.g_01785
OG0000360	Prbd.g_01228	Syak.g_01784
OG0000361	Prbd.g_01227	Syak.g_01783
OG0000362	Prbd.g_01225	Syak.g_01781
OG0000363	Prbd.g_01223	Syak.g_01779
OG0000364	Prbd.g_01222	Syak.g_01778
OG0000365	Prbd.g_01217	Syak.g_01769
OG0000366	Prbd.g_01216	Syak.g_01768
OG0000367	Prbd.g_01215	Syak.g_01767
OG0000368	Prbd.g_01213	Syak.g_01765
OG0000369	Prbd.g_01212	Syak.g_01764
OG0000370	Prbd.g_01211	Syak.g_01763
OG0000371	Prbd.g_01205	Syak.g_01753
OG0000372	Prbd.g_01202	Syak.g_01748
OG0000373	Prbd.g_01201	Syak.g_01747
OG0000374	Prbd.g_01200	Syak.g_01746
OG0000375	Prbd.g_01198	Syak.g_01744
OG0000376	Prbd.g_01196	Syak.g_01742
OG0000377	Prbd.g_01192	Syak.g_01948
OG0000378	Prbd.g_01190	Syak.g_01968
OG0000379	Prbd.g_01187	Syak.g_01972
OG0000380	Prbd.g_01178	Syak.g_02256
OG0000381	Prbd.g_01174	Syak.g_02254
OG0000382	Prbd.g_01163	Syak.g_02236
OG0000383	Prbd.g_01161	Syak.g_02229
OG0000384	Prbd.g_01160	Syak.g_02228
OG0000385	Prbd.g_01159	Syak.g_02227
OG0000386	Prbd.g_01158	Syak.g_02226
OG0000387	Prbd.g_01145	Syak.g_02200
OG0000388	Prbd.g_01142	Syak.g_02196
OG0000389	Prbd.g_01138	Syak.g_02193, Syak.g_02345
OG0000390	Prbd.g_01131	Syak.g_02177
OG0000391	Prbd.g_01127	Syak.g_02172
OG0000392	Prbd.g_01123	Syak.g_02166
OG0000393	Prbd.g_01121	Syak.g_02163
OG0000394	Prbd.g_01120	Syak.g_02162
OG0000395	Prbd.g_01119	Syak.g_02161
OG0000396	Prbd.g_01116	Syak.g_02158
OG0000397	Prbd.g_01114	Syak.g_02156
OG0000398	Prbd.g_01112	Syak.g_02151
OG0000399	Prbd.g_01111	Syak.g_02150
OG0000400	Prbd.g_01110	Syak.g_02149
OG0000401	Prbd.g_01109	Syak.g_02148
OG0000402	Prbd.g_01107	Syak.g_02146
OG0000403	Prbd.g_01106	Syak.g_02145
OG0000404	Prbd.g_01105	Syak.g_02143
OG0000405	Prbd.g_01100	Syak.g_02131
OG0000406	Prbd.g_01093	Syak.g_02126
OG0000407	Prbd.g_01092	Syak.g_02125
OG0000408	Prbd.g_01090	Syak.g_02123
OG0000409	Prbd.g_01088	Syak.g_02121
OG0000410	Prbd.g_01087	Syak.g_02120
OG0000411	Prbd.g_01086	Syak.g_02119
OG0000412	Prbd.g_01085	Syak.g_02118
OG0000413	Prbd.g_01084	Syak.g_02116
OG0000415	Prbd.g_01082	Syak.g_02114
OG0000416	Prbd.g_01081	Syak.g_02113
OG0000417	Prbd.g_01080	Syak.g_02112
OG0000418	Prbd.g_01075	Syak.g_02107
OG0000419	Prbd.g_01073	Syak.g_02105
OG0000420	Prbd.g_01072	Syak.g_02103
OG0000421	Prbd.g_01067	Syak.g_02097
OG0000422	Prbd.g_01066	Syak.g_02096
OG0000423	Prbd.g_01065	Syak.g_02095
OG0000424	Prbd.g_01064	Syak.g_02094
OG0000425	Prbd.g_01063	Syak.g_02093
OG0000426	Prbd.g_01062	Syak.g_02092
OG0000427	Prbd.g_01061	Syak.g_02091
OG0000428	Prbd.g_01059	Syak.g_02088
OG0000429	Prbd.g_01058	Syak.g_02086
OG0000430	Prbd.g_01057	Syak.g_02084
OG0000431	Prbd.g_01055	Syak.g_02081
OG0000432	Prbd.g_01052	Syak.g_02075
OG0000433	Prbd.g_01051	Syak.g_02073
OG0000434	Prbd.g_01050	Syak.g_02072
OG0000435	Prbd.g_01049	Syak.g_02071
OG0000436	Prbd.g_01044	Syak.g_02064
OG0000437	Prbd.g_01043	Syak.g_02063
OG0000438	Prbd.g_01042	Syak.g_02062
OG0000439	Prbd.g_01040	Syak.g_02060
OG0000440	Prbd.g_01039	Syak.g_02059
OG0000441	Prbd.g_01036	Syak.g_02053
OG0000442	Prbd.g_01035	Syak.g_02043
OG0000443	Prbd.g_01034	Syak.g_02041
OG0000444	Prbd.g_01029	Syak.g_02022
OG0000445	Prbd.g_01028	Syak.g_02015
OG0000446	Prbd.g_01027	Syak.g_02013
OG0000447	Prbd.g_01026	Syak.g_02006
OG0000448	Prbd.g_01025	Syak.g_02005
OG0000449	Prbd.g_01024	Syak.g_02004
OG0000450	Prbd.g_01023	Syak.g_01998
OG0000451	Prbd.g_01022	Syak.g_01997
OG0000452	Prbd.g_01019	Syak.g_01993
OG0000453	Prbd.g_01018	Syak.g_01992
OG0000454	Prbd.g_01017	Syak.g_01991
OG0000455	Prbd.g_01016	Syak.g_01990
OG0000456	Prbd.g_01015	Syak.g_01989
OG0000457	Prbd.g_01013	Syak.g_01987
OG0000458	Prbd.g_01012	Syak.g_01986
OG0000459	Prbd.g_01011	Syak.g_01985
OG0000460	Prbd.g_01004	Syak.g_02303
OG0000461	Prbd.g_00997	Syak.g_01402
OG0000462	Prbd.g_00995	Syak.g_01405
OG0000463	Prbd.g_00994	Syak.g_01406
OG0000464	Prbd.g_00993	Syak.g_01407
OG0000465	Prbd.g_00992	Syak.g_01409
OG0000466	Prbd.g_00989	Syak.g_01414
OG0000467	Prbd.g_00988	Syak.g_01416
OG0000468	Prbd.g_00986	Syak.g_01421
OG0000469	Prbd.g_00977	Syak.g_01436
OG0000470	Prbd.g_00975	Syak.g_01438
OG0000471	Prbd.g_00974	Syak.g_01439
OG0000472	Prbd.g_00973	Syak.g_01441
OG0000473	Prbd.g_00971	Syak.g_01443
OG0000474	Prbd.g_00970	Syak.g_01444
OG0000475	Prbd.g_00969	Syak.g_01445
OG0000476	Prbd.g_00968	Syak.g_01447
OG0000477	Prbd.g_00964	Syak.g_01453
OG0000478	Prbd.g_00963	Syak.g_01454
OG0000479	Prbd.g_00962	Syak.g_01455
OG0000480	Prbd.g_00957	Syak.g_01462
OG0000481	Prbd.g_00955	Syak.g_01464
OG0000482	Prbd.g_00954	Syak.g_01465
OG0000483	Prbd.g_00951	Syak.g_01469
OG0000484	Prbd.g_00950	Syak.g_01470
OG0000485	Prbd.g_00949	Syak.g_01472
OG0000486	Prbd.g_00948	Syak.g_01473
OG0000487	Prbd.g_00944	Syak.g_01479
OG0000488	Prbd.g_00941	Syak.g_01483
OG0000489	Prbd.g_00936	Syak.g_01499
OG0000490	Prbd.g_00931	Syak.g_01507
OG0000491	Prbd.g_00930	Syak.g_01511
OG0000492	Prbd.g_00928	Syak.g_01513
OG0000493	Prbd.g_00927	Syak.g_01514
OG0000494	Prbd.g_00926	Syak.g_01515
OG0000495	Prbd.g_00925	Syak.g_01516
OG0000496	Prbd.g_00924	Syak.g_01517
OG0000497	Prbd.g_00923	Syak.g_01518
OG0000498	Prbd.g_00922	Syak.g_01519
OG0000499	Prbd.g_00921	Syak.g_01520
OG0000500	Prbd.g_00920	Syak.g_01521
OG0000501	Prbd.g_00918	Syak.g_01524
OG0000502	Prbd.g_00915	Syak.g_01538
OG0000503	Prbd.g_00905	Syak.g_01246
OG0000504	Prbd.g_00904	Syak.g_01244
OG0000505	Prbd.g_00903	Syak.g_01243
OG0000506	Prbd.g_00901	Syak.g_01241
OG0000507	Prbd.g_00898	Syak.g_01235
OG0000508	Prbd.g_00894	Syak.g_01231
OG0000509	Prbd.g_00892	Syak.g_01229
OG0000510	Prbd.g_00891	Syak.g_01228
OG0000511	Prbd.g_00890	Syak.g_01227
OG0000512	Prbd.g_00888	Syak.g_01225
OG0000513	Prbd.g_00881	Syak.g_01211
OG0000514	Prbd.g_00811	Syak.g_01204
OG0000515	Prbd.g_00810	Syak.g_01203
OG0000516	Prbd.g_00809	Syak.g_01199
OG0000517	Prbd.g_00807	Syak.g_01192
OG0000518	Prbd.g_00796	Syak.g_01180
OG0000519	Prbd.g_00795	Syak.g_01179
OG0000520	Prbd.g_00794	Syak.g_01178
OG0000521	Prbd.g_00789	Syak.g_01167
OG0000522	Prbd.g_00787	Syak.g_01163
OG0000523	Prbd.g_00786	Syak.g_01162
OG0000524	Prbd.g_00781	Syak.g_01149
OG0000525	Prbd.g_00778	Syak.g_01130
OG0000526	Prbd.g_00777	Syak.g_01127
OG0000527	Prbd.g_00769	Syak.g_01120
OG0000528	Prbd.g_00764	Syak.g_02570
OG0000529	Prbd.g_00761	Syak.g_02575
OG0000530	Prbd.g_00758	Syak.g_02578
OG0000531	Prbd.g_00757	Syak.g_02579
OG0000532	Prbd.g_00755	Syak.g_02582
OG0000533	Prbd.g_00754	Syak.g_02584
OG0000534	Prbd.g_00753	Syak.g_02585
OG0000535	Prbd.g_00752	Syak.g_02586
OG0000536	Prbd.g_00751	Syak.g_02587
OG0000537	Prbd.g_00750	Syak.g_02588
OG0000538	Prbd.g_00742	Syak.g_02600
OG0000539	Prbd.g_00741	Syak.g_02601
OG0000540	Prbd.g_00740	Syak.g_02602
OG0000541	Prbd.g_00739	Syak.g_02603
OG0000542	Prbd.g_00737	Syak.g_02606
OG0000543	Prbd.g_00735	Syak.g_02608
OG0000544	Prbd.g_00734	Syak.g_02609
OG0000545	Prbd.g_00732	Syak.g_02611
OG0000546	Prbd.g_00729	Syak.g_02613
OG0000547	Prbd.g_00727	Syak.g_02615
OG0000548	Prbd.g_00726	Syak.g_02616
OG0000549	Prbd.g_00724	Syak.g_02622
OG0000550	Prbd.g_00719	Syak.g_02626
OG0000551	Prbd.g_00715	Syak.g_02631
OG0000552	Prbd.g_00714	Syak.g_02632
OG0000553	Prbd.g_00713	Syak.g_02636
OG0000554	Prbd.g_00708	Syak.g_02641
OG0000555	Prbd.g_00700	Syak.g_02657
OG0000556	Prbd.g_00698	Syak.g_02661
OG0000557	Prbd.g_00697	Syak.g_02663
OG0000558	Prbd.g_00695	Syak.g_02666
OG0000559	Prbd.g_00691	Syak.g_02670
