Orthogroup	Prbd	Praw
OG0000049	Prbd.g_01894	Praw.g_00928
OG0000050	Prbd.g_00375	Praw.g_01432
OG0000053	Prbd.g_01669	Praw.g_00357
OG0000054	Prbd.g_00638	Praw.g_00142
OG0000055	Prbd.g_00083	Praw.g_01716
OG0000057	Prbd.g_00546	Praw.g_01824
OG0000058	Prbd.g_01733	Praw.g_01055
OG0000059	Prbd.g_01439	Praw.g_01894
OG0000060	Prbd.g_00824	Praw.g_01743
OG0000061	Prbd.g_00468	Praw.g_00234
OG0000062	Prbd.g_01610	Praw.g_00415
OG0000063	Prbd.g_01204	Praw.g_01395
OG0000065	Prbd.g_01137	Praw.g_01328
OG0000066	Prbd.g_00703	Praw.g_00609
OG0000067	Prbd.g_00102	Praw.g_01697
OG0000068	Prbd.g_01764	Praw.g_01016
OG0000069	Prbd.g_01575	Praw.g_00448
OG0000070	Prbd.g_00792	Praw.g_00697
OG0000071	Prbd.g_01801	Praw.g_00981
OG0000072	Prbd.g_01069	Praw.g_01264
OG0000073	Prbd.g_00743	Praw.g_00649
OG0000074	Prbd.g_00562	Praw.g_01840
OG0000075	Prbd.g_01359	Praw.g_00064
OG0000076	Prbd.g_01335	Praw.g_00039
OG0000077	Prbd.g_01166	Praw.g_01356
OG0000078	Prbd.g_01000	Praw.g_01196
OG0000081	Prbd.g_00711	Praw.g_00617
OG0000082	Prbd.g_00658	Praw.g_01932
OG0000083	Prbd.g_00038	Praw.g_01769
OG0000083	Prbd.g_01855	Praw.g_00958
OG0000083	Prbd.g_00031	Praw.g_01775
OG0000084	Prbd.g_01693	Praw.g_01087
OG0000085	Prbd.g_01532	Praw.g_00508
OG0000086	Prbd.g_01156	Praw.g_01346
OG0000087	Prbd.g_01104, Prbd.g_01103	Praw.g_01296
OG0000088	Prbd.g_01074	Praw.g_01269
OG0000089	Prbd.g_00883	Praw.g_00776
OG0000090	Prbd.g_00709	Praw.g_00615
OG0000091	Prbd.g_00602	Praw.g_01880
OG0000092	Prbd.g_00211	Praw.g_01592
OG0000093	Prbd.g_00232	Praw.g_01571
OG0000094	Prbd.g_00321	Praw.g_01486
OG0000095	Prbd.g_00340	Praw.g_01467
OG0000096	Prbd.g_01840	Praw.g_00482
OG0000096	Prbd.g_00409	Praw.g_00184
OG0000096	Prbd.g_01870	Praw.g_00945
OG0000097	Prbd.g_00509	Praw.g_00275
OG0000098	Prbd.g_01782	Praw.g_00997
OG0000099	Prbd.g_01734	Praw.g_01051
OG0000100	Prbd.g_01614	Praw.g_00411
OG0000101	Prbd.g_01391	Praw.g_00096
OG0000102	Prbd.g_01330	Praw.g_00034
OG0000103	Prbd.g_01250	Praw.g_01148
OG0000104	Prbd.g_01241	Praw.g_01140
OG0000105	Prbd.g_00965	Praw.g_00860
OG0000106	Prbd.g_00868	Praw.g_00762
OG0000107	Prbd.g_00852	Praw.g_00748
OG0000108	Prbd.g_00762	Praw.g_00667
OG0000109	Prbd.g_00748	Praw.g_00654
OG0000110	Prbd.g_00668	Praw.g_01922
OG0000111	Prbd.g_00545	Praw.g_01823
OG0000112	Prbd.g_00066	Praw.g_01732
OG0000113	Prbd.g_00124	Praw.g_01675
OG0000114	Prbd.g_00206	Praw.g_01597
OG0000115	Prbd.g_00401	Praw.g_00178
OG0000116	Prbd.g_00458	Praw.g_00224
OG0000117	Prbd.g_01895	Praw.g_00926
OG0000118	Prbd.g_01789	Praw.g_00993
OG0000119	Prbd.g_01768	Praw.g_01012
OG0000120	Prbd.g_01737	Praw.g_01050
OG0000121	Prbd.g_01687	Praw.g_01078
OG0000122	Prbd.g_01649	Praw.g_00377
OG0000123	Prbd.g_01384	Praw.g_00089
OG0000124	Prbd.g_01318	Praw.g_00023
OG0000125	Prbd.g_01281	Praw.g_01180
OG0000126	Prbd.g_01242	Praw.g_01141
OG0000128	Prbd.g_01226	Praw.g_01125
OG0000129	Prbd.g_01194	Praw.g_01384
OG0000130	Prbd.g_01175	Praw.g_01365
OG0000131	Prbd.g_01095	Praw.g_01290
OG0000132	Prbd.g_01076	Praw.g_01271
OG0000133	Prbd.g_00917	Praw.g_00812
OG0000134	Prbd.g_00882	Praw.g_00775
OG0000135	Prbd.g_00855	Praw.g_00751
OG0000136	Prbd.g_00801	Praw.g_00706
OG0000137	Prbd.g_00767	Praw.g_00672
OG0000138	Prbd.g_00747	Praw.g_00653
OG0000139	Prbd.g_00705	Praw.g_00611
OG0000140	Prbd.g_00704	Praw.g_00610
OG0000141	Prbd.g_00637	Praw.g_00143
OG0000142	Prbd.g_00609	Praw.g_01887
OG0000143	Prbd.g_00605	Praw.g_01883
OG0000144	Prbd.g_00592	Praw.g_01870
OG0000145	Prbd.g_00062	Praw.g_01745
OG0000146	Prbd.g_00067	Praw.g_01731
OG0000147	Prbd.g_00068	Praw.g_01730
OG0000148	Prbd.g_00118	Praw.g_01681
OG0000149	Prbd.g_00149	Praw.g_01652
OG0000150	Prbd.g_00157	Praw.g_01644
OG0000151	Prbd.g_00216	Praw.g_01587
OG0000152	Prbd.g_00264	Praw.g_01539
OG0000153	Prbd.g_00283	Praw.g_01520
OG0000154	Prbd.g_00314	Praw.g_01493
OG0000155	Prbd.g_00488	Praw.g_00254
OG0000156	Prbd.g_01812	Praw.g_00968
OG0000157	Prbd.g_01811	Praw.g_00969
OG0000158	Prbd.g_01736	Praw.g_01052
OG0000159	Prbd.g_01735	Praw.g_01054
OG0000160	Prbd.g_01688	Praw.g_01079, Praw.g_01080
OG0000161	Prbd.g_01682	Praw.g_00344
OG0000162	Prbd.g_01676	Praw.g_00350
OG0000163	Prbd.g_01642	Praw.g_00384
OG0000164	Prbd.g_01501	Praw.g_00539
OG0000165	Prbd.g_01494	Praw.g_00546
OG0000166	Prbd.g_01427	Praw.g_00132
OG0000167	Prbd.g_01361	Praw.g_00066
OG0000168	Prbd.g_01351	Praw.g_00056
OG0000169	Prbd.g_01341	Praw.g_00046
OG0000170	Prbd.g_01339	Praw.g_00044
OG0000171	Prbd.g_01319	Praw.g_00024
OG0000172	Prbd.g_01310	Praw.g_00016
OG0000173	Prbd.g_01295	Praw.g_00001
OG0000174	Prbd.g_01268	Praw.g_01166
OG0000175	Prbd.g_01258	Praw.g_01156
OG0000176	Prbd.g_01233	Praw.g_01132
OG0000177	Prbd.g_01232	Praw.g_01131
OG0000178	Prbd.g_01231	Praw.g_01130
OG0000179	Prbd.g_01221	Praw.g_01412
OG0000180	Prbd.g_01220	Praw.g_01411
OG0000181	Prbd.g_01219	Praw.g_01410
OG0000182	Prbd.g_01218	Praw.g_01409
OG0000183	Prbd.g_01214	Praw.g_01405
OG0000184	Prbd.g_01191	Praw.g_01382
OG0000185	Prbd.g_01188	Praw.g_01379
OG0000186	Prbd.g_01180	Praw.g_01370
OG0000187	Prbd.g_01179	Praw.g_01369
OG0000188	Prbd.g_01162	Praw.g_01352
OG0000189	Prbd.g_01148	Praw.g_01339
OG0000190	Prbd.g_01147	Praw.g_01338
OG0000191	Prbd.g_01126	Praw.g_01318
OG0000192	Prbd.g_01122	Praw.g_01314
OG0000193	Prbd.g_01094	Praw.g_01289
OG0000194	Prbd.g_01091	Praw.g_01286
OG0000195	Prbd.g_01089	Praw.g_01284
OG0000196	Prbd.g_01079	Praw.g_01274
OG0000197	Prbd.g_01078	Praw.g_01273
OG0000198	Prbd.g_01077	Praw.g_01272
OG0000199	Prbd.g_01070	Praw.g_01265
OG0000200	Prbd.g_01056	Praw.g_01251
OG0000201	Prbd.g_01048	Praw.g_01243
OG0000202	Prbd.g_01047	Praw.g_01242
OG0000203	Prbd.g_01046	Praw.g_01241
OG0000204	Prbd.g_01045	Praw.g_01240
OG0000205	Prbd.g_01038	Praw.g_01233
OG0000206	Prbd.g_01033	Praw.g_01228
OG0000207	Prbd.g_01031	Praw.g_01226
OG0000208	Prbd.g_01030	Praw.g_01225
OG0000209	Prbd.g_01021	Praw.g_01216
OG0000210	Prbd.g_01020	Praw.g_01215
OG0000211	Prbd.g_01006	Praw.g_01202
OG0000212	Prbd.g_00999	Praw.g_01195
OG0000213	Prbd.g_00982	Praw.g_00876
OG0000214	Prbd.g_00972	Praw.g_00867
OG0000215	Prbd.g_00947	Praw.g_00842
OG0000216	Prbd.g_00945	Praw.g_00840
OG0000217	Prbd.g_00942	Praw.g_00837
OG0000218	Prbd.g_00940	Praw.g_00835
OG0000219	Prbd.g_00939	Praw.g_00834
OG0000220	Prbd.g_00938	Praw.g_00833
OG0000221	Prbd.g_00937	Praw.g_00832
OG0000222	Prbd.g_00929	Praw.g_00824
OG0000223	Prbd.g_00916	Praw.g_00811
OG0000224	Prbd.g_00914	Praw.g_00809
OG0000225	Prbd.g_00893	Praw.g_00786
OG0000226	Prbd.g_00889	Praw.g_00782
OG0000227	Prbd.g_00887	Praw.g_00780
OG0000228	Prbd.g_00884	Praw.g_00777
OG0000229	Prbd.g_00806	Praw.g_00711
OG0000230	Prbd.g_00804	Praw.g_00709
OG0000231	Prbd.g_00793	Praw.g_00698
OG0000232	Prbd.g_00784	Praw.g_00689
OG0000233	Prbd.g_00779	Praw.g_00684
OG0000234	Prbd.g_00766	Praw.g_00671
OG0000235	Prbd.g_00763	Praw.g_00668
OG0000236	Prbd.g_00749	Praw.g_00655
OG0000237	Prbd.g_00736	Praw.g_00642
OG0000238	Prbd.g_00730	Praw.g_00636
OG0000239	Prbd.g_00717	Praw.g_00623
OG0000240	Prbd.g_00716	Praw.g_00622
OG0000241	Prbd.g_00712	Praw.g_00618
OG0000242	Prbd.g_00710	Praw.g_00616
OG0000243	Prbd.g_00699	Praw.g_00605
OG0000244	Prbd.g_00696	Praw.g_00602
OG0000245	Prbd.g_00694	Praw.g_00600
OG0000246	Prbd.g_00690	Praw.g_00596
OG0000247	Prbd.g_00680	Praw.g_00586
OG0000248	Prbd.g_00678	Praw.g_00584
OG0000249	Prbd.g_00676	Praw.g_00582
OG0000250	Prbd.g_00671	Praw.g_00577
OG0000251	Prbd.g_00653	Praw.g_01937
OG0000252	Prbd.g_00650	Praw.g_01940
OG0000253	Prbd.g_00649	Praw.g_01941
OG0000254	Prbd.g_00633	Praw.g_00147
OG0000255	Prbd.g_00627	Praw.g_00153
OG0000256	Prbd.g_00617	Praw.g_00163
OG0000257	Prbd.g_00614	Praw.g_00166
OG0000258	Prbd.g_00601	Praw.g_01879
OG0000259	Prbd.g_00584	Praw.g_01862
OG0000260	Prbd.g_00581	Praw.g_01859
OG0000261	Prbd.g_00579	Praw.g_01857
OG0000262	Prbd.g_00575	Praw.g_01853
OG0000263	Prbd.g_00563	Praw.g_01841
OG0000264	Prbd.g_00553	Praw.g_01831
OG0000265	Prbd.g_00007	Praw.g_01809
OG0000266	Prbd.g_00017	Praw.g_01799
OG0000267	Prbd.g_00028	Praw.g_01788
OG0000268	Prbd.g_00029	Praw.g_01787
OG0000269	Prbd.g_00097	Praw.g_01702
OG0000270	Prbd.g_00100	Praw.g_01699
OG0000271	Prbd.g_00108	Praw.g_01691
OG0000272	Prbd.g_00109	Praw.g_01690
OG0000273	Prbd.g_00132	Praw.g_01668
OG0000274	Prbd.g_00133	Praw.g_01667
OG0000275	Prbd.g_00136	Praw.g_01665
OG0000276	Prbd.g_00141	Praw.g_01660
OG0000277	Prbd.g_00142	Praw.g_01659
OG0000278	Prbd.g_00145	Praw.g_01656
OG0000279	Prbd.g_00152	Praw.g_01649
OG0000280	Prbd.g_00153	Praw.g_01648
OG0000281	Prbd.g_00158	Praw.g_01643
OG0000282	Prbd.g_00208	Praw.g_01595
OG0000283	Prbd.g_00241	Praw.g_01562
OG0000284	Prbd.g_00246	Praw.g_01557
OG0000285	Prbd.g_00251	Praw.g_01552
OG0000286	Prbd.g_00263	Praw.g_01540
OG0000287	Prbd.g_00280	Praw.g_01523
OG0000288	Prbd.g_00313	Praw.g_01494
OG0000289	Prbd.g_00324	Praw.g_01483
OG0000290	Prbd.g_00337	Praw.g_01470
OG0000291	Prbd.g_00339	Praw.g_01468
OG0000292	Prbd.g_00389	Praw.g_01418
OG0000293	Prbd.g_00459	Praw.g_00225
OG0000294	Prbd.g_00460	Praw.g_00226
OG0000295	Prbd.g_00480	Praw.g_00246
OG0000296	Prbd.g_00482	Praw.g_00248
OG0000297	Prbd.g_00490	Praw.g_00256
OG0000298	Prbd.g_00491	Praw.g_00257
OG0000299	Prbd.g_00508	Praw.g_00274
OG0000300	Prbd.g_00511	Praw.g_00277
OG0000301	Prbd.g_00512	Praw.g_00278
OG0000302	Prbd.g_00514	Praw.g_00280
OG0000303	Prbd.g_00521	Praw.g_00287
OG0000304	Prbd.g_00525	Praw.g_00291
OG0000305	Prbd.g_01772	Praw.g_01008
OG0000306	Prbd.g_01769	Praw.g_01011
OG0000307	Prbd.g_01755	Praw.g_01025
OG0000308	Prbd.g_01754	Praw.g_01026
OG0000309	Prbd.g_01750	Praw.g_01030
OG0000310	Prbd.g_01704	Praw.g_01098
OG0000311	Prbd.g_01702	Praw.g_01096
OG0000312	Prbd.g_01699	Praw.g_01093
OG0000313	Prbd.g_01685	Praw.g_01076
OG0000314	Prbd.g_01662	Praw.g_00363
OG0000315	Prbd.g_01652	Praw.g_00374
OG0000316	Prbd.g_01632	Praw.g_00394
OG0000317	Prbd.g_01527	Praw.g_00513
OG0000318	Prbd.g_01524	Praw.g_00516
OG0000319	Prbd.g_01511	Praw.g_00529
OG0000320	Prbd.g_01509	Praw.g_00531
OG0000321	Prbd.g_01508	Praw.g_00532
OG0000322	Prbd.g_01507	Praw.g_00533
OG0000323	Prbd.g_01498	Praw.g_00542
OG0000324	Prbd.g_01471	Praw.g_00569
OG0000325	Prbd.g_01462	Praw.g_01916
OG0000326	Prbd.g_01456	Praw.g_01910
OG0000327	Prbd.g_01432	Praw.g_00137
OG0000328	Prbd.g_01431	Praw.g_00136
OG0000329	Prbd.g_01414	Praw.g_00119
OG0000330	Prbd.g_01413	Praw.g_00118
OG0000331	Prbd.g_01412	Praw.g_00117
OG0000332	Prbd.g_01398	Praw.g_00103
OG0000333	Prbd.g_01396	Praw.g_00101
OG0000334	Prbd.g_01388	Praw.g_00093
OG0000335	Prbd.g_01383	Praw.g_00088
OG0000336	Prbd.g_01379	Praw.g_00084
OG0000337	Prbd.g_01363	Praw.g_00068
OG0000338	Prbd.g_01362	Praw.g_00067
OG0000339	Prbd.g_01358	Praw.g_00063
OG0000340	Prbd.g_01350	Praw.g_00055
OG0000341	Prbd.g_01348	Praw.g_00053
OG0000342	Prbd.g_01347	Praw.g_00052
OG0000343	Prbd.g_01346	Praw.g_00051
OG0000344	Prbd.g_01343	Praw.g_00048
OG0000345	Prbd.g_01338	Praw.g_00043
OG0000346	Prbd.g_01334	Praw.g_00038
OG0000347	Prbd.g_01317	Praw.g_00022
OG0000348	Prbd.g_01307	Praw.g_00013
OG0000349	Prbd.g_01290	Praw.g_01189
OG0000350	Prbd.g_01272	Praw.g_01170
OG0000351	Prbd.g_01255	Praw.g_01153
OG0000352	Prbd.g_01254	Praw.g_01152
OG0000353	Prbd.g_01238	Praw.g_01137
OG0000355	Prbd.g_01236	Praw.g_01135
OG0000356	Prbd.g_01235	Praw.g_01134
OG0000357	Prbd.g_01234	Praw.g_01133
OG0000358	Prbd.g_01230	Praw.g_01129
OG0000359	Prbd.g_01229	Praw.g_01128
OG0000360	Prbd.g_01228	Praw.g_01127
OG0000361	Prbd.g_01227	Praw.g_01126
OG0000362	Prbd.g_01225	Praw.g_01124
OG0000363	Prbd.g_01223	Praw.g_01414
OG0000364	Prbd.g_01222	Praw.g_01413
OG0000365	Prbd.g_01217	Praw.g_01408
OG0000366	Prbd.g_01216	Praw.g_01407
OG0000367	Prbd.g_01215	Praw.g_01406
OG0000368	Prbd.g_01213	Praw.g_01404
OG0000369	Prbd.g_01212	Praw.g_01403
OG0000370	Prbd.g_01211	Praw.g_01402
OG0000371	Prbd.g_01205	Praw.g_01396
OG0000372	Prbd.g_01202	Praw.g_01393
OG0000373	Prbd.g_01201	Praw.g_01392
OG0000374	Prbd.g_01200	Praw.g_01391
OG0000375	Prbd.g_01198	Praw.g_01388
OG0000376	Prbd.g_01196	Praw.g_01386
OG0000377	Prbd.g_01192	Praw.g_01383
OG0000378	Prbd.g_01190	Praw.g_01381
OG0000379	Prbd.g_01187	Praw.g_01378
OG0000380	Prbd.g_01178	Praw.g_01368
OG0000381	Prbd.g_01174	Praw.g_01364
OG0000382	Prbd.g_01163	Praw.g_01353
OG0000383	Prbd.g_01161	Praw.g_01351
OG0000384	Prbd.g_01160	Praw.g_01350
OG0000385	Prbd.g_01159	Praw.g_01349
OG0000386	Prbd.g_01158	Praw.g_01348
OG0000387	Prbd.g_01145	Praw.g_01336
OG0000388	Prbd.g_01142	Praw.g_01333
OG0000389	Prbd.g_01138	Praw.g_01329
OG0000390	Prbd.g_01131	Praw.g_01322
OG0000391	Prbd.g_01127	Praw.g_01319
OG0000392	Prbd.g_01123	Praw.g_01315
OG0000393	Prbd.g_01121	Praw.g_01313
OG0000394	Prbd.g_01120	Praw.g_01312
OG0000395	Prbd.g_01119	Praw.g_01311
OG0000396	Prbd.g_01116	Praw.g_01308
OG0000397	Prbd.g_01114	Praw.g_01306
OG0000398	Prbd.g_01112	Praw.g_01304
OG0000399	Prbd.g_01111	Praw.g_01303
OG0000400	Prbd.g_01110	Praw.g_01302
OG0000401	Prbd.g_01109	Praw.g_01301
OG0000402	Prbd.g_01107	Praw.g_01299
OG0000403	Prbd.g_01106	Praw.g_01298
OG0000404	Prbd.g_01105	Praw.g_01297
OG0000405	Prbd.g_01100	Praw.g_01293
OG0000406	Prbd.g_01093	Praw.g_01288
OG0000407	Prbd.g_01092	Praw.g_01287
OG0000408	Prbd.g_01090	Praw.g_01285
OG0000409	Prbd.g_01088	Praw.g_01283
OG0000410	Prbd.g_01087	Praw.g_01282
OG0000411	Prbd.g_01086	Praw.g_01281
OG0000412	Prbd.g_01085	Praw.g_01280
OG0000413	Prbd.g_01084	Praw.g_01279
OG0000414	Prbd.g_01083	Praw.g_01278
OG0000415	Prbd.g_01082	Praw.g_01277
OG0000416	Prbd.g_01081	Praw.g_01276
OG0000417	Prbd.g_01080	Praw.g_01275
OG0000418	Prbd.g_01075	Praw.g_01270
OG0000419	Prbd.g_01073	Praw.g_01268
OG0000420	Prbd.g_01072	Praw.g_01267
OG0000421	Prbd.g_01067	Praw.g_01262
OG0000422	Prbd.g_01066	Praw.g_01261
OG0000423	Prbd.g_01065	Praw.g_01260
OG0000424	Prbd.g_01064	Praw.g_01259
OG0000425	Prbd.g_01063	Praw.g_01258
OG0000426	Prbd.g_01062	Praw.g_01257
OG0000427	Prbd.g_01061	Praw.g_01256
OG0000428	Prbd.g_01059	Praw.g_01254
OG0000429	Prbd.g_01058	Praw.g_01253
OG0000430	Prbd.g_01057	Praw.g_01252
OG0000431	Prbd.g_01055	Praw.g_01250
OG0000432	Prbd.g_01052	Praw.g_01247
OG0000433	Prbd.g_01051	Praw.g_01246
OG0000434	Prbd.g_01050	Praw.g_01245
OG0000435	Prbd.g_01049	Praw.g_01244
OG0000436	Prbd.g_01044	Praw.g_01239
OG0000437	Prbd.g_01043	Praw.g_01238
OG0000438	Prbd.g_01042	Praw.g_01237
OG0000439	Prbd.g_01040	Praw.g_01235
OG0000440	Prbd.g_01039	Praw.g_01234
OG0000441	Prbd.g_01036	Praw.g_01231
OG0000442	Prbd.g_01035	Praw.g_01230
OG0000443	Prbd.g_01034	Praw.g_01229
OG0000444	Prbd.g_01029	Praw.g_01224
OG0000445	Prbd.g_01028	Praw.g_01223
OG0000446	Prbd.g_01027	Praw.g_01222
OG0000447	Prbd.g_01026	Praw.g_01221
OG0000448	Prbd.g_01025	Praw.g_01220
OG0000449	Prbd.g_01024	Praw.g_01219
OG0000450	Prbd.g_01023	Praw.g_01218
OG0000451	Prbd.g_01022	Praw.g_01217
OG0000452	Prbd.g_01019	Praw.g_01214
OG0000453	Prbd.g_01018	Praw.g_01213
OG0000454	Prbd.g_01017	Praw.g_01212
OG0000455	Prbd.g_01016	Praw.g_01211
OG0000456	Prbd.g_01015	Praw.g_01210
OG0000457	Prbd.g_01013	Praw.g_01209
OG0000458	Prbd.g_01012	Praw.g_01208
OG0000459	Prbd.g_01011	Praw.g_01207
OG0000460	Prbd.g_01004	Praw.g_01200
OG0000461	Prbd.g_00997	Praw.g_00891
OG0000462	Prbd.g_00995	Praw.g_00889
OG0000463	Prbd.g_00994	Praw.g_00888
OG0000464	Prbd.g_00993	Praw.g_00887
OG0000465	Prbd.g_00992	Praw.g_00886
OG0000466	Prbd.g_00989	Praw.g_00883
OG0000467	Prbd.g_00988	Praw.g_00882
OG0000468	Prbd.g_00986	Praw.g_00880
OG0000469	Prbd.g_00977	Praw.g_00872
OG0000470	Prbd.g_00975	Praw.g_00870
OG0000471	Prbd.g_00974	Praw.g_00869
OG0000472	Prbd.g_00973	Praw.g_00868
OG0000473	Prbd.g_00971	Praw.g_00866
OG0000474	Prbd.g_00970	Praw.g_00865
OG0000475	Prbd.g_00969	Praw.g_00864
OG0000476	Prbd.g_00968	Praw.g_00863
OG0000477	Prbd.g_00964	Praw.g_00859
OG0000478	Prbd.g_00963	Praw.g_00858
OG0000479	Prbd.g_00962	Praw.g_00857
OG0000480	Prbd.g_00957	Praw.g_00852
OG0000481	Prbd.g_00955	Praw.g_00850
OG0000482	Prbd.g_00954	Praw.g_00849
OG0000483	Prbd.g_00951	Praw.g_00846
OG0000484	Prbd.g_00950	Praw.g_00845
OG0000485	Prbd.g_00949	Praw.g_00844
OG0000486	Prbd.g_00948	Praw.g_00843
OG0000487	Prbd.g_00944	Praw.g_00839
OG0000488	Prbd.g_00941	Praw.g_00836
OG0000489	Prbd.g_00936	Praw.g_00831
OG0000490	Prbd.g_00931	Praw.g_00826
OG0000491	Prbd.g_00930	Praw.g_00825
OG0000492	Prbd.g_00928	Praw.g_00823
OG0000493	Prbd.g_00927	Praw.g_00822
OG0000494	Prbd.g_00926	Praw.g_00821
OG0000495	Prbd.g_00925	Praw.g_00820
OG0000496	Prbd.g_00924	Praw.g_00819
OG0000497	Prbd.g_00923	Praw.g_00818
OG0000498	Prbd.g_00922	Praw.g_00817
OG0000499	Prbd.g_00921	Praw.g_00816
OG0000500	Prbd.g_00920	Praw.g_00815
OG0000501	Prbd.g_00918	Praw.g_00813
OG0000502	Prbd.g_00915	Praw.g_00810
OG0000503	Prbd.g_00905	Praw.g_00796
OG0000504	Prbd.g_00904	Praw.g_00795
OG0000505	Prbd.g_00903	Praw.g_00794
OG0000506	Prbd.g_00901	Praw.g_00792
OG0000507	Prbd.g_00898	Praw.g_00790
OG0000508	Prbd.g_00894	Praw.g_00787
OG0000509	Prbd.g_00892	Praw.g_00785
OG0000510	Prbd.g_00891	Praw.g_00784
OG0000511	Prbd.g_00890	Praw.g_00783
OG0000512	Prbd.g_00888	Praw.g_00781
OG0000513	Prbd.g_00881	Praw.g_00774
OG0000514	Prbd.g_00811	Praw.g_00716
OG0000515	Prbd.g_00810	Praw.g_00715
OG0000516	Prbd.g_00809	Praw.g_00714
OG0000517	Prbd.g_00807	Praw.g_00712
OG0000518	Prbd.g_00796	Praw.g_00701
OG0000519	Prbd.g_00795	Praw.g_00700
OG0000520	Prbd.g_00794	Praw.g_00699
OG0000521	Prbd.g_00789	Praw.g_00694
OG0000522	Prbd.g_00787	Praw.g_00692
OG0000523	Prbd.g_00786	Praw.g_00691
OG0000524	Prbd.g_00781	Praw.g_00686
OG0000525	Prbd.g_00778	Praw.g_00683
OG0000526	Prbd.g_00777	Praw.g_00682
OG0000527	Prbd.g_00769	Praw.g_00674
OG0000528	Prbd.g_00764	Praw.g_00669
OG0000529	Prbd.g_00761	Praw.g_00666
OG0000530	Prbd.g_00758	Praw.g_00664
OG0000531	Prbd.g_00757	Praw.g_00663
OG0000532	Prbd.g_00755	Praw.g_00661
OG0000533	Prbd.g_00754	Praw.g_00660
OG0000534	Prbd.g_00753	Praw.g_00659
OG0000535	Prbd.g_00752	Praw.g_00658
OG0000536	Prbd.g_00751	Praw.g_00657
OG0000537	Prbd.g_00750	Praw.g_00656
OG0000538	Prbd.g_00742	Praw.g_00648
OG0000539	Prbd.g_00741	Praw.g_00647
OG0000540	Prbd.g_00740	Praw.g_00646
