Orthogroup	Prbd	Syae
OG0000098	Prbd.g_01782	Syae.g_02384, Syae.g_02058
OG0000099	Prbd.g_01734	Syae.g_01913, Syae.g_01226
OG0000100	Prbd.g_01614	Syae.g_00489
OG0000101	Prbd.g_01391	Syae.g_02125
OG0000102	Prbd.g_01330	Syae.g_01824
OG0000103	Prbd.g_01250	Syae.g_01694
OG0000104	Prbd.g_01241	Syae.g_01708
OG0000105	Prbd.g_00965	Syae.g_01977
OG0000106	Prbd.g_00868	Syae.g_00272
OG0000107	Prbd.g_00852	Syae.g_02032
OG0000108	Prbd.g_00762	Syae.g_02309
OG0000109	Prbd.g_00748	Syae.g_02324
OG0000110	Prbd.g_00668	Syae.g_02435
OG0000111	Prbd.g_00545	Syae.g_00783
OG0000112	Prbd.g_00066	Syae.g_00351
OG0000113	Prbd.g_00124	Syae.g_00494
OG0000114	Prbd.g_00206	Syae.g_00575
OG0000115	Prbd.g_00401	Syae.g_02631
OG0000116	Prbd.g_00458	Syae.g_00939
OG0000117	Prbd.g_01895	Syae.g_00647
OG0000118	Prbd.g_01789	Syae.g_02479
OG0000119	Prbd.g_01768	Syae.g_00904
OG0000120	Prbd.g_01737	Syae.g_01912
OG0000121	Prbd.g_01687	Syae.g_02649
OG0000122	Prbd.g_01649	Syae.g_00112
OG0000123	Prbd.g_01384	Syae.g_02131
OG0000124	Prbd.g_01318	Syae.g_01809
OG0000125	Prbd.g_01281	Syae.g_01573
OG0000126	Prbd.g_01242	Syae.g_01706
OG0000128	Prbd.g_01226	Syae.g_01724
OG0000129	Prbd.g_01194	Syae.g_01562
OG0000130	Prbd.g_01175	Syae.g_01284
OG0000131	Prbd.g_01095	Syae.g_01428
OG0000132	Prbd.g_01076	Syae.g_01447
OG0000133	Prbd.g_00917	Syae.g_00356
OG0000134	Prbd.g_00882	Syae.g_02222
OG0000135	Prbd.g_00855	Syae.g_01608
OG0000136	Prbd.g_01722, Prbd.g_00801	Syae.g_00989
OG0000137	Prbd.g_00767	Syae.g_02530
OG0000138	Prbd.g_00747	Syae.g_02325
OG0000139	Prbd.g_00705	Syae.g_02380
OG0000140	Prbd.g_00704	Syae.g_02383
OG0000141	Prbd.g_00637	Syae.g_00016
OG0000142	Prbd.g_00609	Syae.g_00074
OG0000143	Prbd.g_00605	Syae.g_00078
OG0000144	Prbd.g_00592	Syae.g_00261
OG0000145	Prbd.g_00062	Syae.g_02331
OG0000146	Prbd.g_00067	Syae.g_00350
OG0000147	Prbd.g_00068	Syae.g_00349
OG0000148	Prbd.g_00118	Syae.g_00500
OG0000149	Prbd.g_00149	Syae.g_00847
OG0000150	Prbd.g_00157	Syae.g_00017
OG0000151	Prbd.g_00216	Syae.g_00563
OG0000152	Prbd.g_00264	Syae.g_00360
OG0000153	Prbd.g_00283	Syae.g_00394
OG0000154	Prbd.g_00314	Syae.g_00420
OG0000155	Prbd.g_00488	Syae.g_00885
OG0000156	Prbd.g_01812	Syae.g_00945
OG0000157	Prbd.g_01811	Syae.g_00946
OG0000158	Prbd.g_01736	Syae.g_01858
OG0000160	Prbd.g_01688	Syae.g_02650
OG0000161	Prbd.g_01682	Syae.g_02644
OG0000162	Prbd.g_01676	Syae.g_02638
OG0000163	Prbd.g_01642	Syae.g_01092
OG0000164	Prbd.g_01501	Syae.g_01198
OG0000165	Prbd.g_01494	Syae.g_01021
OG0000166	Prbd.g_01427	Syae.g_02085
OG0000167	Prbd.g_01361	Syae.g_01874
OG0000168	Prbd.g_01351	Syae.g_01856
OG0000169	Prbd.g_01341	Syae.g_01841
OG0000170	Prbd.g_01339	Syae.g_01834
OG0000171	Prbd.g_01319	Syae.g_01810
OG0000172	Prbd.g_01310	Syae.g_01788
OG0000173	Prbd.g_01295	Syae.g_01770
OG0000174	Prbd.g_01268	Syae.g_01610
OG0000175	Prbd.g_01258	Syae.g_01679
OG0000176	Prbd.g_01233	Syae.g_01716
OG0000177	Prbd.g_01232	Syae.g_01717
OG0000178	Prbd.g_01231	Syae.g_01718
OG0000179	Prbd.g_01221	Syae.g_01733
OG0000180	Prbd.g_01220	Syae.g_01734
OG0000181	Prbd.g_01219	Syae.g_01735
OG0000182	Prbd.g_01218	Syae.g_01736
OG0000183	Prbd.g_01214	Syae.g_01740
OG0000184	Prbd.g_01191	Syae.g_01554
OG0000185	Prbd.g_01188	Syae.g_01551
OG0000186	Prbd.g_01180	Syae.g_01279
OG0000187	Prbd.g_01179	Syae.g_01280
OG0000188	Prbd.g_01162	Syae.g_01323
OG0000189	Prbd.g_01148	Syae.g_01350
OG0000190	Prbd.g_01147	Syae.g_01352
OG0000191	Prbd.g_01126	Syae.g_01384
OG0000192	Prbd.g_01122	Syae.g_01390
OG0000193	Prbd.g_01094	Syae.g_01429
OG0000194	Prbd.g_01091	Syae.g_01432
OG0000195	Prbd.g_01089	Syae.g_01434
OG0000196	Prbd.g_01079	Syae.g_01444
OG0000197	Prbd.g_01078	Syae.g_01445
OG0000198	Prbd.g_01077	Syae.g_01446
OG0000199	Prbd.g_01070	Syae.g_01454
OG0000200	Prbd.g_01056	Syae.g_01471
OG0000201	Prbd.g_01048	Syae.g_01487
OG0000202	Prbd.g_01047	Syae.g_01488
OG0000203	Prbd.g_01046	Syae.g_01489
OG0000204	Prbd.g_01045	Syae.g_01490
OG0000205	Prbd.g_01038	Syae.g_01497
OG0000206	Prbd.g_01033	Syae.g_01504
OG0000207	Prbd.g_01031	Syae.g_01506
OG0000208	Prbd.g_01030	Syae.g_01507
OG0000209	Prbd.g_01021	Syae.g_01528
OG0000210	Prbd.g_01020	Syae.g_01529
OG0000211	Prbd.g_01006	Syae.g_02234
OG0000212	Prbd.g_00999	Syae.g_02244
OG0000213	Prbd.g_00982	Syae.g_02003
OG0000214	Prbd.g_00972	Syae.g_01986
OG0000215	Prbd.g_00947	Syae.g_01955
OG0000216	Prbd.g_00945	Syae.g_01951
OG0000217	Prbd.g_00942	Syae.g_01947
OG0000218	Prbd.g_00940	Syae.g_01945
OG0000219	Prbd.g_00939	Syae.g_01944
OG0000220	Prbd.g_00938	Syae.g_01943
OG0000221	Prbd.g_00937	Syae.g_01937
OG0000222	Prbd.g_00929	Syae.g_01926
OG0000223	Prbd.g_00916	Syae.g_01904
OG0000224	Prbd.g_00914	Syae.g_01897
OG0000225	Prbd.g_00893	Syae.g_02208
OG0000226	Prbd.g_00889	Syae.g_02212
OG0000227	Prbd.g_00887	Syae.g_02214
OG0000228	Prbd.g_00884	Syae.g_02218
OG0000229	Prbd.g_00806	Syae.g_00994
OG0000230	Prbd.g_00804	Syae.g_00992
OG0000231	Prbd.g_00793	Syae.g_00980
OG0000232	Prbd.g_00784	Syae.g_02496
OG0000233	Prbd.g_00779	Syae.g_02504
OG0000234	Prbd.g_00766	Syae.g_02532
OG0000235	Prbd.g_00763	Syae.g_02308
OG0000236	Prbd.g_00749	Syae.g_02323
OG0000237	Prbd.g_00736	Syae.g_02340
OG0000238	Prbd.g_00730	Syae.g_02345
OG0000239	Prbd.g_00717	Syae.g_02360
OG0000240	Prbd.g_00716	Syae.g_02361
OG0000241	Prbd.g_00712	Syae.g_00065
OG0000242	Prbd.g_00710	Syae.g_02372
OG0000243	Prbd.g_00699	Syae.g_02391
OG0000244	Prbd.g_00696	Syae.g_02399
OG0000245	Prbd.g_00694	Syae.g_02401
OG0000246	Prbd.g_00690	Syae.g_02405
OG0000247	Prbd.g_00680	Syae.g_02416
OG0000248	Prbd.g_00678	Syae.g_02419
OG0000249	Prbd.g_00676	Syae.g_02421
OG0000250	Prbd.g_00671	Syae.g_02431
OG0000251	Prbd.g_00653	Syae.g_02455
OG0000252	Prbd.g_00650	Syae.g_02458
OG0000253	Prbd.g_00649	Syae.g_02459
OG0000254	Prbd.g_00633	Syae.g_00021
OG0000255	Prbd.g_00627	Syae.g_00041
OG0000256	Prbd.g_00617	Syae.g_00058
OG0000257	Prbd.g_00614	Syae.g_00064
OG0000258	Prbd.g_00601	Syae.g_00083
OG0000259	Prbd.g_00584	Syae.g_00608
OG0000260	Prbd.g_00581	Syae.g_00603
OG0000261	Prbd.g_00579	Syae.g_00600
OG0000262	Prbd.g_00575	Syae.g_00595
OG0000263	Prbd.g_00563	Syae.g_00671
OG0000264	Prbd.g_00553	Syae.g_00761
OG0000265	Prbd.g_00007	Syae.g_00932, Syae.g_00226
OG0000266	Prbd.g_00017	Syae.g_00457
OG0000267	Prbd.g_00028	Syae.g_00304
OG0000268	Prbd.g_00029	Syae.g_00308
OG0000269	Prbd.g_00097	Syae.g_00526
OG0000270	Prbd.g_00100	Syae.g_00523
OG0000271	Prbd.g_00108	Syae.g_00515
OG0000272	Prbd.g_00109	Syae.g_00514
OG0000273	Prbd.g_00132	Syae.g_00825
OG0000274	Prbd.g_00133	Syae.g_00826
OG0000275	Prbd.g_00136	Syae.g_00832
OG0000276	Prbd.g_00141	Syae.g_00839
OG0000277	Prbd.g_00142	Syae.g_00840
OG0000278	Prbd.g_00145	Syae.g_00843
OG0000279	Prbd.g_00152	Syae.g_00851
OG0000280	Prbd.g_00153	Syae.g_00877
OG0000281	Prbd.g_00158	Syae.g_02057
OG0000282	Prbd.g_00208	Syae.g_00573
OG0000283	Prbd.g_00241	Syae.g_00321
OG0000284	Prbd.g_00246	Syae.g_00327
OG0000285	Prbd.g_00251	Syae.g_00340
OG0000286	Prbd.g_00263	Syae.g_00359
OG0000287	Prbd.g_00280	Syae.g_00387
OG0000288	Prbd.g_00313	Syae.g_00419
OG0000289	Prbd.g_00324	Syae.g_00433
OG0000290	Prbd.g_00337	Syae.g_00796
OG0000291	Prbd.g_00339	Syae.g_00794
OG0000292	Prbd.g_00389	Syae.g_01705
OG0000293	Prbd.g_00459	Syae.g_00938
OG0000294	Prbd.g_00460	Syae.g_00937
OG0000295	Prbd.g_00480	Syae.g_00893
OG0000296	Prbd.g_00482	Syae.g_00891
OG0000297	Prbd.g_00490	Syae.g_00645
OG0000298	Prbd.g_00491	Syae.g_00646
OG0000299	Prbd.g_00508	Syae.g_00680
OG0000300	Prbd.g_00511	Syae.g_00686
OG0000301	Prbd.g_00512	Syae.g_00687
OG0000302	Prbd.g_00514	Syae.g_00691
OG0000303	Prbd.g_00521	Syae.g_00700
OG0000304	Prbd.g_00525	Syae.g_00706
OG0000305	Prbd.g_01772	Syae.g_00791
OG0000306	Prbd.g_01769	Syae.g_00277
OG0000307	Prbd.g_01755	Syae.g_02290
OG0000308	Prbd.g_01754	Syae.g_02288
OG0000309	Prbd.g_01750	Syae.g_02283
OG0000310	Prbd.g_01704	Syae.g_02687
OG0000311	Prbd.g_01702	Syae.g_02682
OG0000312	Prbd.g_01699	Syae.g_02664
OG0000313	Prbd.g_01685	Syae.g_02647
OG0000314	Prbd.g_01662	Syae.g_02618
OG0000315	Prbd.g_01652	Syae.g_02609
OG0000316	Prbd.g_01632	Syae.g_01118
OG0000317	Prbd.g_01527	Syae.g_01160
OG0000318	Prbd.g_01524	Syae.g_01164
OG0000319	Prbd.g_01511	Syae.g_01181
OG0000320	Prbd.g_01509	Syae.g_01183
OG0000321	Prbd.g_01508	Syae.g_01184
OG0000322	Prbd.g_01507	Syae.g_01185
OG0000323	Prbd.g_01498	Syae.g_01200
OG0000324	Prbd.g_01471	Syae.g_01049
OG0000325	Prbd.g_01462	Syae.g_02033
OG0000326	Prbd.g_01456	Syae.g_02040
OG0000327	Prbd.g_01432	Syae.g_02080
OG0000328	Prbd.g_01431	Syae.g_02081
OG0000329	Prbd.g_01414	Syae.g_02099
OG0000330	Prbd.g_01413	Syae.g_02100
OG0000331	Prbd.g_01412	Syae.g_02101
OG0000332	Prbd.g_01398	Syae.g_02116
OG0000333	Prbd.g_01396	Syae.g_02119
OG0000334	Prbd.g_01388	Syae.g_02128
OG0000335	Prbd.g_01383	Syae.g_02132
OG0000336	Prbd.g_01379	Syae.g_02136
OG0000337	Prbd.g_01363	Syae.g_01879
OG0000338	Prbd.g_01362	Syae.g_01876
OG0000339	Prbd.g_01358	Syae.g_01869
OG0000340	Prbd.g_01350	Syae.g_01855
OG0000341	Prbd.g_01348	Syae.g_01853
OG0000342	Prbd.g_01347	Syae.g_01852
OG0000343	Prbd.g_01346	Syae.g_01848
OG0000344	Prbd.g_01343	Syae.g_01843
OG0000345	Prbd.g_01338	Syae.g_01833
OG0000346	Prbd.g_01334	Syae.g_01828
OG0000347	Prbd.g_01317	Syae.g_01805
OG0000348	Prbd.g_01307	Syae.g_01781
OG0000349	Prbd.g_01290	Syae.g_01763
OG0000350	Prbd.g_01272	Syae.g_02047
OG0000351	Prbd.g_01255	Syae.g_01684
OG0000352	Prbd.g_01254	Syae.g_01685
OG0000353	Prbd.g_01238	Syae.g_01711
OG0000355	Prbd.g_01236	Syae.g_01713
OG0000356	Prbd.g_01235	Syae.g_01714
OG0000357	Prbd.g_01234	Syae.g_01715
OG0000358	Prbd.g_01230	Syae.g_01719
OG0000359	Prbd.g_01229	Syae.g_01721
OG0000360	Prbd.g_01228	Syae.g_01722
OG0000361	Prbd.g_01227	Syae.g_01723
OG0000362	Prbd.g_01225	Syae.g_01725
OG0000363	Prbd.g_01223	Syae.g_01727
OG0000364	Prbd.g_01222	Syae.g_01728
OG0000365	Prbd.g_01217	Syae.g_01737
OG0000366	Prbd.g_01216	Syae.g_01738
OG0000367	Prbd.g_01215	Syae.g_01739
OG0000368	Prbd.g_01213	Syae.g_01741
OG0000369	Prbd.g_01212	Syae.g_01742
OG0000370	Prbd.g_01211	Syae.g_01743
OG0000371	Prbd.g_01205	Syae.g_01751
OG0000372	Prbd.g_01202	Syae.g_01756
OG0000373	Prbd.g_01201	Syae.g_01757
OG0000374	Prbd.g_01200	Syae.g_01758
OG0000375	Prbd.g_01198	Syae.g_01759
OG0000376	Prbd.g_01196	Syae.g_01761
OG0000377	Prbd.g_01192	Syae.g_01561
OG0000378	Prbd.g_01190	Syae.g_01553
OG0000379	Prbd.g_01187	Syae.g_01550
OG0000380	Prbd.g_01178	Syae.g_01281
OG0000381	Prbd.g_01174	Syae.g_01285
OG0000382	Prbd.g_01163	Syae.g_01322
OG0000383	Prbd.g_01161	Syae.g_01324
OG0000384	Prbd.g_01160	Syae.g_01325
OG0000385	Prbd.g_01159	Syae.g_01326
OG0000386	Prbd.g_01158	Syae.g_01327
OG0000387	Prbd.g_01145	Syae.g_01354
OG0000388	Prbd.g_01142	Syae.g_01358
OG0000389	Prbd.g_01138	Syae.g_01362
OG0000390	Prbd.g_01131	Syae.g_01378
OG0000391	Prbd.g_01127	Syae.g_01383
OG0000392	Prbd.g_01123	Syae.g_01389
OG0000393	Prbd.g_01121	Syae.g_01392
OG0000394	Prbd.g_01120	Syae.g_01393
OG0000395	Prbd.g_01119	Syae.g_01394
OG0000396	Prbd.g_01116	Syae.g_01397
OG0000397	Prbd.g_01114	Syae.g_01400
OG0000398	Prbd.g_01112	Syae.g_01405
OG0000399	Prbd.g_01111	Syae.g_01406
OG0000400	Prbd.g_01110	Syae.g_01407
OG0000401	Prbd.g_01109	Syae.g_01408
OG0000402	Prbd.g_01107	Syae.g_01410
OG0000403	Prbd.g_01106	Syae.g_01411
OG0000404	Prbd.g_01105	Syae.g_01412
OG0000405	Prbd.g_01100	Syae.g_01426
OG0000406	Prbd.g_01093	Syae.g_01430
OG0000407	Prbd.g_01092	Syae.g_01431
OG0000408	Prbd.g_01090	Syae.g_01433
OG0000409	Prbd.g_01088	Syae.g_01435
OG0000410	Prbd.g_01087	Syae.g_01436
OG0000411	Prbd.g_01086	Syae.g_01437
OG0000412	Prbd.g_01085	Syae.g_01438
OG0000413	Prbd.g_01084	Syae.g_01440
OG0000415	Prbd.g_01082	Syae.g_01441
OG0000416	Prbd.g_01081	Syae.g_01442
OG0000417	Prbd.g_01080	Syae.g_01443
OG0000418	Prbd.g_01075	Syae.g_01448
OG0000419	Prbd.g_01073	Syae.g_01450
OG0000420	Prbd.g_01072	Syae.g_01452
OG0000421	Prbd.g_01067	Syae.g_01457
OG0000422	Prbd.g_01066	Syae.g_01458
OG0000423	Prbd.g_01065	Syae.g_01459
OG0000424	Prbd.g_01064	Syae.g_01460
OG0000425	Prbd.g_01063	Syae.g_01461
OG0000426	Prbd.g_01062	Syae.g_01462
OG0000427	Prbd.g_01061	Syae.g_01463
OG0000428	Prbd.g_01059	Syae.g_01466
OG0000429	Prbd.g_01058	Syae.g_01468
OG0000430	Prbd.g_01057	Syae.g_01470
OG0000431	Prbd.g_01055	Syae.g_01473
OG0000432	Prbd.g_01052	Syae.g_01481
OG0000433	Prbd.g_01051	Syae.g_01484
OG0000434	Prbd.g_01050	Syae.g_01485
OG0000435	Prbd.g_01049	Syae.g_01486
OG0000436	Prbd.g_01044	Syae.g_01491
OG0000437	Prbd.g_01043	Syae.g_01492
OG0000438	Prbd.g_01042	Syae.g_01493
OG0000439	Prbd.g_01040	Syae.g_01495
OG0000440	Prbd.g_01039	Syae.g_01496
OG0000441	Prbd.g_01036	Syae.g_01501
OG0000442	Prbd.g_01035	Syae.g_01502
OG0000443	Prbd.g_01034	Syae.g_01503
OG0000444	Prbd.g_01029	Syae.g_01509
OG0000445	Prbd.g_01028	Syae.g_01510
OG0000446	Prbd.g_01027	Syae.g_01512
OG0000447	Prbd.g_01026	Syae.g_01517
OG0000448	Prbd.g_01025	Syae.g_01518
OG0000449	Prbd.g_01024	Syae.g_01519
OG0000450	Prbd.g_01023	Syae.g_01525
OG0000451	Prbd.g_01022	Syae.g_01526
OG0000452	Prbd.g_01019	Syae.g_01530
OG0000453	Prbd.g_01018	Syae.g_01531
OG0000454	Prbd.g_01017	Syae.g_01532
OG0000455	Prbd.g_01016	Syae.g_01533
OG0000456	Prbd.g_01015	Syae.g_01534
OG0000457	Prbd.g_01013	Syae.g_01536
OG0000458	Prbd.g_01012	Syae.g_01538
OG0000459	Prbd.g_01011	Syae.g_01539
OG0000460	Prbd.g_01004	Syae.g_02236
OG0000461	Prbd.g_00997	Syae.g_02024
OG0000462	Prbd.g_00995	Syae.g_02021
OG0000463	Prbd.g_00994	Syae.g_02020
OG0000464	Prbd.g_00993	Syae.g_02019
OG0000465	Prbd.g_00992	Syae.g_02018
OG0000466	Prbd.g_00989	Syae.g_02014
OG0000467	Prbd.g_00988	Syae.g_02012
OG0000468	Prbd.g_00986	Syae.g_02007
OG0000469	Prbd.g_00977	Syae.g_01992
OG0000470	Prbd.g_00975	Syae.g_01990
OG0000471	Prbd.g_00974	Syae.g_01989
OG0000472	Prbd.g_00973	Syae.g_01987
OG0000473	Prbd.g_00971	Syae.g_01985
OG0000474	Prbd.g_00970	Syae.g_01984
OG0000475	Prbd.g_00969	Syae.g_01983
OG0000476	Prbd.g_00968	Syae.g_01981
OG0000477	Prbd.g_00964	Syae.g_01975
OG0000478	Prbd.g_00963	Syae.g_01974
OG0000479	Prbd.g_00962	Syae.g_01973
OG0000480	Prbd.g_00957	Syae.g_01966
OG0000481	Prbd.g_00955	Syae.g_01964
OG0000482	Prbd.g_00954	Syae.g_01963
OG0000483	Prbd.g_00951	Syae.g_01959
OG0000484	Prbd.g_00950	Syae.g_01958
OG0000485	Prbd.g_00949	Syae.g_01957
OG0000486	Prbd.g_00948	Syae.g_01956
OG0000487	Prbd.g_00944	Syae.g_01950
OG0000488	Prbd.g_00941	Syae.g_01946
OG0000489	Prbd.g_00936	Syae.g_01936
OG0000490	Prbd.g_00931	Syae.g_01928
OG0000491	Prbd.g_00930	Syae.g_01927
OG0000492	Prbd.g_00928	Syae.g_01925
OG0000493	Prbd.g_00927	Syae.g_01924
OG0000494	Prbd.g_00926	Syae.g_01923
OG0000495	Prbd.g_00925	Syae.g_01922
OG0000496	Prbd.g_00924	Syae.g_01921
OG0000497	Prbd.g_00923	Syae.g_01920
OG0000498	Prbd.g_00922	Syae.g_01919
OG0000499	Prbd.g_00921	Syae.g_01918
OG0000500	Prbd.g_00920	Syae.g_01917
OG0000501	Prbd.g_00918	Syae.g_01914
OG0000502	Prbd.g_00915	Syae.g_01902
OG0000503	Prbd.g_00905	Syae.g_02192
OG0000504	Prbd.g_00904	Syae.g_02194
OG0000505	Prbd.g_00903	Syae.g_02195
OG0000506	Prbd.g_00901	Syae.g_02197
OG0000507	Prbd.g_00898	Syae.g_02203
OG0000508	Prbd.g_00894	Syae.g_02207
OG0000509	Prbd.g_00892	Syae.g_02209
OG0000510	Prbd.g_00891	Syae.g_02210
OG0000511	Prbd.g_00890	Syae.g_02211
OG0000512	Prbd.g_00888	Syae.g_02213
OG0000513	Prbd.g_00881	Syae.g_02223
OG0000514	Prbd.g_00811	Syae.g_02229
OG0000515	Prbd.g_00810	Syae.g_02230
OG0000516	Prbd.g_00809	Syae.g_01000
OG0000517	Prbd.g_00807	Syae.g_00995
OG0000518	Prbd.g_00796	Syae.g_00983
OG0000519	Prbd.g_00795	Syae.g_00982
OG0000520	Prbd.g_00794	Syae.g_00981
OG0000521	Prbd.g_00789	Syae.g_02491
OG0000522	Prbd.g_00787	Syae.g_02493
OG0000523	Prbd.g_00786	Syae.g_02494
OG0000524	Prbd.g_00781	Syae.g_02501
OG0000525	Prbd.g_00778	Syae.g_02520
OG0000526	Prbd.g_00777	Syae.g_02523
OG0000527	Prbd.g_00769	Syae.g_02528
OG0000528	Prbd.g_00764	Syae.g_02304
OG0000529	Prbd.g_00761	Syae.g_02310
OG0000530	Prbd.g_00758	Syae.g_02313
OG0000531	Prbd.g_00757	Syae.g_02314
OG0000532	Prbd.g_00755	Syae.g_02317
OG0000533	Prbd.g_00754	Syae.g_02318
OG0000534	Prbd.g_00753	Syae.g_02319
OG0000535	Prbd.g_00752	Syae.g_02320
OG0000536	Prbd.g_00751	Syae.g_02321
OG0000537	Prbd.g_00750	Syae.g_02322
OG0000538	Prbd.g_00742	Syae.g_02333
OG0000539	Prbd.g_00741	Syae.g_02334
OG0000540	Prbd.g_00740	Syae.g_02335
OG0000541	Prbd.g_00739	Syae.g_02336
OG0000542	Prbd.g_00737	Syae.g_02339
OG0000543	Prbd.g_00735	Syae.g_02341
OG0000544	Prbd.g_00734	Syae.g_02342
OG0000545	Prbd.g_00732	Syae.g_02344
OG0000546	Prbd.g_00729	Syae.g_02346
OG0000547	Prbd.g_00727	Syae.g_02348
OG0000548	Prbd.g_00726	Syae.g_02349
OG0000549	Prbd.g_00724	Syae.g_02354
OG0000550	Prbd.g_00719	Syae.g_02358
OG0000551	Prbd.g_00715	Syae.g_02363
OG0000552	Prbd.g_00714	Syae.g_02364
OG0000553	Prbd.g_00713	Syae.g_02366
OG0000554	Prbd.g_00708	Syae.g_02375
OG0000555	Prbd.g_00700	Syae.g_02390
OG0000556	Prbd.g_00698	Syae.g_02394
OG0000557	Prbd.g_00697	Syae.g_02398
OG0000558	Prbd.g_00695	Syae.g_02400
OG0000559	Prbd.g_00691	Syae.g_02404
OG0000560	Prbd.g_00688	Syae.g_02407
OG0000561	Prbd.g_00687	Syae.g_02408
OG0000562	Prbd.g_00686	Syae.g_02409
