Orthogroup	Prbd	Prbi
OG0000040	Prbd.g_01550	Prbi.g_01738
OG0000040	Prbd.g_00448	Prbi.g_01187
OG0000041	Prbd.g_01478	Prbi.g_01833
OG0000042	Prbd.g_01328	Prbi.g_02001
OG0000043	Prbd.g_01891	Prbi.g_01334
OG0000043	Prbd.g_00174	Prbi.g_00918
OG0000045	Prbd.g_00867	Prbi.g_00395
OG0000047	Prbd.g_00909	Prbi.g_00354
OG0000048	Prbd.g_00864	Prbi.g_00398
OG0000049	Prbd.g_00854	Prbi.g_00408
OG0000049	Prbd.g_00297	Prbi.g_01042
OG0000049	Prbd.g_01894	Prbi.g_01331
OG0000050	Prbd.g_00375	Prbi.g_01122
OG0000051	Prbd.g_01544	Prbi.g_01281
OG0000053	Prbd.g_01669	Prbi.g_01611
OG0000054	Prbd.g_00638	Prbi.g_00608
OG0000055	Prbd.g_00083	Prbi.g_00828
OG0000057	Prbd.g_00546	Prbi.g_00702
OG0000058	Prbd.g_01733	Prbi.g_01461
OG0000059	Prbd.g_01439	Prbi.g_01873
OG0000061	Prbd.g_00468	Prbi.g_01207
OG0000062	Prbd.g_01610	Prbi.g_01668
OG0000063	Prbd.g_01204	Prbi.g_00033
OG0000065	Prbd.g_01137	Prbi.g_00114
OG0000066	Prbd.g_00703	Prbi.g_00542
OG0000067	Prbd.g_00102	Prbi.g_00847
OG0000068	Prbd.g_01764	Prbi.g_01439
OG0000069	Prbd.g_01575	Prbi.g_01702
OG0000070	Prbd.g_00792	Prbi.g_00451
OG0000071	Prbd.g_01801	Prbi.g_01391
OG0000072	Prbd.g_01069	Prbi.g_00195
OG0000073	Prbd.g_00743	Prbi.g_00502
OG0000074	Prbd.g_00562	Prbi.g_00685
OG0000075	Prbd.g_01359	Prbi.g_01970
OG0000076	Prbd.g_01335	Prbi.g_01994
OG0000077	Prbd.g_01166	Prbi.g_00085
OG0000078	Prbd.g_01000	Prbi.g_00263
OG0000079	Prbd.g_00987	Prbi.g_00276
OG0000080	Prbd.g_01731	Prbi.g_01492
OG0000081	Prbd.g_00711	Prbi.g_00534
OG0000082	Prbd.g_00658	Prbi.g_00587
OG0000083	Prbd.g_00038	Prbi.g_00782
OG0000083	Prbd.g_00031	Prbi.g_00775
OG0000084	Prbd.g_01693	Prbi.g_01585
OG0000085	Prbd.g_01532	Prbi.g_01780
OG0000086	Prbd.g_01156	Prbi.g_00095
OG0000087	Prbd.g_01104, Prbd.g_01103	Prbi.g_00147
OG0000088	Prbd.g_01074	Prbi.g_00190
OG0000089	Prbd.g_00883	Prbi.g_00380
OG0000090	Prbd.g_00709	Prbi.g_00536
OG0000091	Prbd.g_00602	Prbi.g_00645
OG0000092	Prbd.g_00211	Prbi.g_00956
OG0000093	Prbd.g_00232	Prbi.g_00977
OG0000094	Prbd.g_00321	Prbi.g_01067
OG0000095	Prbd.g_00340	Prbi.g_01086
OG0000096	Prbd.g_00409	Prbi.g_01156
OG0000096	Prbd.g_01870	Prbi.g_01352
OG0000097	Prbd.g_00509	Prbi.g_01248
OG0000098	Prbd.g_01782	Prbi.g_01421
OG0000099	Prbd.g_01734	Prbi.g_01462
OG0000100	Prbd.g_01614	Prbi.g_01664
OG0000101	Prbd.g_01391	Prbi.g_01938
OG0000102	Prbd.g_01330	Prbi.g_01999
OG0000103	Prbd.g_01250	Prbi.g_02091
OG0000104	Prbd.g_01241	Prbi.g_02099
OG0000105	Prbd.g_00965	Prbi.g_00298
OG0000106	Prbd.g_00868	Prbi.g_00394
OG0000107	Prbd.g_00852	Prbi.g_00409
OG0000108	Prbd.g_00762	Prbi.g_00483
OG0000109	Prbd.g_00748	Prbi.g_00497
OG0000110	Prbd.g_00668	Prbi.g_00577
OG0000111	Prbd.g_00545	Prbi.g_00703
OG0000112	Prbd.g_00066	Prbi.g_00811
OG0000113	Prbd.g_00124	Prbi.g_00869
OG0000114	Prbd.g_00206	Prbi.g_00951
OG0000115	Prbd.g_00401	Prbi.g_01148
OG0000116	Prbd.g_00458	Prbi.g_01197
OG0000117	Prbd.g_01895	Prbi.g_01330
OG0000118	Prbd.g_01789	Prbi.g_01403
OG0000119	Prbd.g_01768	Prbi.g_01435
OG0000120	Prbd.g_01737	Prbi.g_01460
OG0000121	Prbd.g_01687	Prbi.g_01593
OG0000122	Prbd.g_01649	Prbi.g_01630
OG0000123	Prbd.g_01384	Prbi.g_01945
OG0000124	Prbd.g_01318	Prbi.g_02010
OG0000125	Prbd.g_01281	Prbi.g_02059
OG0000126	Prbd.g_01242	Prbi.g_02098
OG0000128	Prbd.g_01226	Prbi.g_00011
OG0000129	Prbd.g_01194	Prbi.g_00053
OG0000130	Prbd.g_01175	Prbi.g_00076
OG0000131	Prbd.g_01095	Prbi.g_00169
OG0000132	Prbd.g_01076	Prbi.g_00188
OG0000133	Prbd.g_00917	Prbi.g_00346
OG0000134	Prbd.g_00882	Prbi.g_00381
OG0000135	Prbd.g_00855	Prbi.g_00407
OG0000136	Prbd.g_00801	Prbi.g_00442
OG0000137	Prbd.g_00767	Prbi.g_00478
OG0000138	Prbd.g_00747	Prbi.g_00498
OG0000139	Prbd.g_00705	Prbi.g_00540
OG0000140	Prbd.g_00704	Prbi.g_00541
OG0000141	Prbd.g_00637	Prbi.g_00609
OG0000142	Prbd.g_00609	Prbi.g_00638
OG0000143	Prbd.g_00605	Prbi.g_00642
OG0000144	Prbd.g_00592	Prbi.g_00655
OG0000145	Prbd.g_00062	Prbi.g_00807
OG0000146	Prbd.g_00067	Prbi.g_00812
OG0000147	Prbd.g_00068	Prbi.g_00813
OG0000148	Prbd.g_00118	Prbi.g_00863
OG0000149	Prbd.g_00149	Prbi.g_00894
OG0000150	Prbd.g_00157	Prbi.g_00902
OG0000151	Prbd.g_00216	Prbi.g_00961
OG0000152	Prbd.g_00264	Prbi.g_01009
OG0000153	Prbd.g_00283	Prbi.g_01028
OG0000154	Prbd.g_00314	Prbi.g_01060
OG0000155	Prbd.g_00488	Prbi.g_01227
OG0000156	Prbd.g_01812	Prbi.g_01380
OG0000157	Prbd.g_01811	Prbi.g_01381
OG0000158	Prbd.g_01736	Prbi.g_01489
OG0000159	Prbd.g_01735	Prbi.g_01490
OG0000160	Prbd.g_01688	Prbi.g_01592
OG0000161	Prbd.g_01682	Prbi.g_01598
OG0000162	Prbd.g_01676	Prbi.g_01604
OG0000163	Prbd.g_01642	Prbi.g_01637
OG0000164	Prbd.g_01501	Prbi.g_01811
OG0000165	Prbd.g_01494	Prbi.g_01818
OG0000166	Prbd.g_01427	Prbi.g_01902
OG0000167	Prbd.g_01361	Prbi.g_01968
OG0000168	Prbd.g_01351	Prbi.g_01978
OG0000169	Prbd.g_01341	Prbi.g_01988
OG0000170	Prbd.g_01339	Prbi.g_01990
OG0000171	Prbd.g_01319	Prbi.g_02009
OG0000172	Prbd.g_01310	Prbi.g_02030
OG0000173	Prbd.g_01295	Prbi.g_02045
OG0000174	Prbd.g_01268	Prbi.g_02073
OG0000175	Prbd.g_01258	Prbi.g_02083
OG0000176	Prbd.g_01233	Prbi.g_00004
OG0000177	Prbd.g_01232	Prbi.g_00005
OG0000178	Prbd.g_01231	Prbi.g_00006
OG0000179	Prbd.g_01221	Prbi.g_00016
OG0000180	Prbd.g_01220	Prbi.g_00017
OG0000181	Prbd.g_01219	Prbi.g_00018
OG0000182	Prbd.g_01218	Prbi.g_00019
OG0000183	Prbd.g_01214	Prbi.g_00023
OG0000184	Prbd.g_01191	Prbi.g_00057
OG0000185	Prbd.g_01188	Prbi.g_00060
OG0000186	Prbd.g_01180	Prbi.g_00071
OG0000187	Prbd.g_01179	Prbi.g_00072
OG0000188	Prbd.g_01162	Prbi.g_00089
OG0000189	Prbd.g_01148	Prbi.g_00103
OG0000190	Prbd.g_01147	Prbi.g_00104
OG0000191	Prbd.g_01126	Prbi.g_00125
OG0000192	Prbd.g_01122	Prbi.g_00129
OG0000193	Prbd.g_01094	Prbi.g_00170
OG0000194	Prbd.g_01091	Prbi.g_00173
OG0000195	Prbd.g_01089	Prbi.g_00175
OG0000196	Prbd.g_01079	Prbi.g_00185
OG0000197	Prbd.g_01078	Prbi.g_00186
OG0000198	Prbd.g_01077	Prbi.g_00187
OG0000199	Prbd.g_01070	Prbi.g_00194
OG0000200	Prbd.g_01056	Prbi.g_00208
OG0000201	Prbd.g_01048	Prbi.g_00216
OG0000202	Prbd.g_01047	Prbi.g_00217
OG0000203	Prbd.g_01046	Prbi.g_00218
OG0000204	Prbd.g_01045	Prbi.g_00219
OG0000205	Prbd.g_01038	Prbi.g_00226
OG0000206	Prbd.g_01033	Prbi.g_00231
OG0000207	Prbd.g_01031	Prbi.g_00233
OG0000208	Prbd.g_01030	Prbi.g_00234
OG0000209	Prbd.g_01021	Prbi.g_00243
OG0000210	Prbd.g_01020	Prbi.g_00244
OG0000211	Prbd.g_01006	Prbi.g_00257
OG0000212	Prbd.g_00999	Prbi.g_00264
OG0000213	Prbd.g_00982	Prbi.g_00281
OG0000214	Prbd.g_00972	Prbi.g_00291
OG0000215	Prbd.g_00947	Prbi.g_00316
OG0000216	Prbd.g_00945	Prbi.g_00318
OG0000217	Prbd.g_00942	Prbi.g_00321
OG0000218	Prbd.g_00940	Prbi.g_00323
OG0000219	Prbd.g_00939	Prbi.g_00324
OG0000220	Prbd.g_00938	Prbi.g_00325
OG0000221	Prbd.g_00937	Prbi.g_00326
OG0000222	Prbd.g_00929	Prbi.g_00334
OG0000223	Prbd.g_00916	Prbi.g_00347
OG0000224	Prbd.g_00914	Prbi.g_00349
OG0000225	Prbd.g_00893	Prbi.g_00370
OG0000226	Prbd.g_00889	Prbi.g_00374
OG0000227	Prbd.g_00887	Prbi.g_00376
OG0000228	Prbd.g_00884	Prbi.g_00379
OG0000229	Prbd.g_00806	Prbi.g_00437
OG0000230	Prbd.g_00804	Prbi.g_00439
OG0000231	Prbd.g_00793	Prbi.g_00450
OG0000232	Prbd.g_00784	Prbi.g_00459
OG0000233	Prbd.g_00779	Prbi.g_00465
OG0000234	Prbd.g_00766	Prbi.g_00479
OG0000235	Prbd.g_00763	Prbi.g_00482
OG0000236	Prbd.g_00749	Prbi.g_00496
OG0000237	Prbd.g_00736	Prbi.g_00509
OG0000238	Prbd.g_00730	Prbi.g_00515
OG0000239	Prbd.g_00717	Prbi.g_00528
OG0000240	Prbd.g_00716	Prbi.g_00529
OG0000241	Prbd.g_00712	Prbi.g_00533
OG0000242	Prbd.g_00710	Prbi.g_00535
OG0000243	Prbd.g_00699	Prbi.g_00546
OG0000244	Prbd.g_00696	Prbi.g_00549
OG0000245	Prbd.g_00694	Prbi.g_00551
OG0000246	Prbd.g_00690	Prbi.g_00555
OG0000247	Prbd.g_00680	Prbi.g_00565
OG0000248	Prbd.g_00678	Prbi.g_00567
OG0000249	Prbd.g_00676	Prbi.g_00569
OG0000250	Prbd.g_00671	Prbi.g_00574
OG0000251	Prbd.g_00653	Prbi.g_00593
OG0000252	Prbd.g_00650	Prbi.g_00596
OG0000253	Prbd.g_00649	Prbi.g_00597
OG0000254	Prbd.g_00633	Prbi.g_00613
OG0000255	Prbd.g_00627	Prbi.g_00619
OG0000256	Prbd.g_00617	Prbi.g_00629
OG0000257	Prbd.g_00614	Prbi.g_00632
OG0000258	Prbd.g_00601	Prbi.g_00646
OG0000259	Prbd.g_00584	Prbi.g_00663
OG0000260	Prbd.g_00581	Prbi.g_00666
OG0000261	Prbd.g_00579	Prbi.g_00668
OG0000262	Prbd.g_00575	Prbi.g_00672
OG0000263	Prbd.g_00563	Prbi.g_00684
OG0000264	Prbd.g_00553	Prbi.g_00694
OG0000265	Prbd.g_00007	Prbi.g_00745
OG0000266	Prbd.g_00017	Prbi.g_00755
OG0000267	Prbd.g_00028	Prbi.g_00766
OG0000268	Prbd.g_00029	Prbi.g_00767
OG0000269	Prbd.g_00097	Prbi.g_00842
OG0000270	Prbd.g_00100	Prbi.g_00845
OG0000271	Prbd.g_00108	Prbi.g_00853
OG0000272	Prbd.g_00109	Prbi.g_00854
OG0000273	Prbd.g_00132	Prbi.g_00877
OG0000274	Prbd.g_00133	Prbi.g_00878
OG0000275	Prbd.g_00136	Prbi.g_00881
OG0000276	Prbd.g_00141	Prbi.g_00886
OG0000277	Prbd.g_00142	Prbi.g_00887
OG0000278	Prbd.g_00145	Prbi.g_00890
OG0000279	Prbd.g_00152	Prbi.g_00897
OG0000280	Prbd.g_00153	Prbi.g_00898
OG0000281	Prbd.g_00158	Prbi.g_00903
OG0000282	Prbd.g_00208	Prbi.g_00953
OG0000283	Prbd.g_00241	Prbi.g_00986
OG0000284	Prbd.g_00246	Prbi.g_00991
OG0000285	Prbd.g_00251	Prbi.g_00996
OG0000286	Prbd.g_00263	Prbi.g_01008
OG0000287	Prbd.g_00280	Prbi.g_01025
OG0000288	Prbd.g_00313	Prbi.g_01059
OG0000289	Prbd.g_00324	Prbi.g_01070
OG0000290	Prbd.g_00337	Prbi.g_01083
OG0000291	Prbd.g_00339	Prbi.g_01085
OG0000292	Prbd.g_00389	Prbi.g_01136
OG0000293	Prbd.g_00459	Prbi.g_01198
OG0000294	Prbd.g_00460	Prbi.g_01199
OG0000295	Prbd.g_00480	Prbi.g_01219
OG0000296	Prbd.g_00482	Prbi.g_01221
OG0000297	Prbd.g_00490	Prbi.g_01229
OG0000298	Prbd.g_00491	Prbi.g_01230
OG0000299	Prbd.g_00508	Prbi.g_01247
OG0000300	Prbd.g_00511	Prbi.g_01250
OG0000301	Prbd.g_00512	Prbi.g_01251
OG0000302	Prbd.g_00514	Prbi.g_01253
OG0000303	Prbd.g_00521	Prbi.g_01260
OG0000304	Prbd.g_00525	Prbi.g_01264
OG0000305	Prbd.g_01772	Prbi.g_01431
OG0000306	Prbd.g_01769	Prbi.g_01434
OG0000307	Prbd.g_01755	Prbi.g_01448
OG0000308	Prbd.g_01754	Prbi.g_01449
OG0000309	Prbd.g_01750	Prbi.g_01453
OG0000310	Prbd.g_01704	Prbi.g_01574
OG0000311	Prbd.g_01702	Prbi.g_01576
OG0000312	Prbd.g_01699	Prbi.g_01579
OG0000313	Prbd.g_01685	Prbi.g_01595
OG0000314	Prbd.g_01662	Prbi.g_01617
OG0000315	Prbd.g_01652	Prbi.g_01627
OG0000316	Prbd.g_01632	Prbi.g_01647
OG0000317	Prbd.g_01527	Prbi.g_01785
OG0000318	Prbd.g_01524	Prbi.g_01788
OG0000319	Prbd.g_01511	Prbi.g_01801
OG0000320	Prbd.g_01509	Prbi.g_01803
OG0000321	Prbd.g_01508	Prbi.g_01804
OG0000322	Prbd.g_01507	Prbi.g_01805
OG0000323	Prbd.g_01498	Prbi.g_01814
OG0000324	Prbd.g_01471	Prbi.g_01840
OG0000325	Prbd.g_01462	Prbi.g_01849
OG0000326	Prbd.g_01456	Prbi.g_01855
OG0000327	Prbd.g_01432	Prbi.g_01897
OG0000328	Prbd.g_01431	Prbi.g_01898
OG0000329	Prbd.g_01414	Prbi.g_01915
OG0000330	Prbd.g_01413	Prbi.g_01916
OG0000331	Prbd.g_01412	Prbi.g_01917
OG0000332	Prbd.g_01398	Prbi.g_01931
OG0000333	Prbd.g_01396	Prbi.g_01933
OG0000334	Prbd.g_01388	Prbi.g_01941
OG0000335	Prbd.g_01383	Prbi.g_01946
OG0000336	Prbd.g_01379	Prbi.g_01950
OG0000337	Prbd.g_01363	Prbi.g_01966
OG0000338	Prbd.g_01362	Prbi.g_01967
OG0000339	Prbd.g_01358	Prbi.g_01971
OG0000340	Prbd.g_01350	Prbi.g_01979
OG0000341	Prbd.g_01348	Prbi.g_01981
OG0000342	Prbd.g_01347	Prbi.g_01982
OG0000343	Prbd.g_01346	Prbi.g_01983
OG0000344	Prbd.g_01343	Prbi.g_01986
OG0000345	Prbd.g_01338	Prbi.g_01991
OG0000346	Prbd.g_01334	Prbi.g_01995
OG0000347	Prbd.g_01317	Prbi.g_02011
OG0000348	Prbd.g_01307	Prbi.g_02033
OG0000349	Prbd.g_01290	Prbi.g_02050
OG0000350	Prbd.g_01272	Prbi.g_02069
OG0000351	Prbd.g_01255	Prbi.g_02086
OG0000352	Prbd.g_01254	Prbi.g_02087
OG0000353	Prbd.g_01238	Prbi.g_02102
OG0000355	Prbd.g_01236	Prbi.g_00001
OG0000356	Prbd.g_01235	Prbi.g_00002
OG0000357	Prbd.g_01234	Prbi.g_00003
OG0000358	Prbd.g_01230	Prbi.g_00007
OG0000359	Prbd.g_01229	Prbi.g_00008
OG0000360	Prbd.g_01228	Prbi.g_00009
OG0000361	Prbd.g_01227	Prbi.g_00010
OG0000362	Prbd.g_01225	Prbi.g_00012
OG0000363	Prbd.g_01223	Prbi.g_00014
OG0000364	Prbd.g_01222	Prbi.g_00015
OG0000365	Prbd.g_01217	Prbi.g_00020
OG0000366	Prbd.g_01216	Prbi.g_00021
OG0000367	Prbd.g_01215	Prbi.g_00022
OG0000368	Prbd.g_01213	Prbi.g_00024
OG0000369	Prbd.g_01212	Prbi.g_00025
OG0000370	Prbd.g_01211	Prbi.g_00026
OG0000371	Prbd.g_01205	Prbi.g_00032
OG0000372	Prbd.g_01202	Prbi.g_00035
OG0000373	Prbd.g_01201	Prbi.g_00036
OG0000374	Prbd.g_01200	Prbi.g_00037
OG0000375	Prbd.g_01198	Prbi.g_00049
OG0000376	Prbd.g_01196	Prbi.g_00051
OG0000377	Prbd.g_01192	Prbi.g_00056
OG0000378	Prbd.g_01190	Prbi.g_00058
OG0000379	Prbd.g_01187	Prbi.g_00061
OG0000380	Prbd.g_01178	Prbi.g_00073
OG0000381	Prbd.g_01174	Prbi.g_00077
OG0000382	Prbd.g_01163	Prbi.g_00088
OG0000383	Prbd.g_01161	Prbi.g_00090
OG0000384	Prbd.g_01160	Prbi.g_00091
OG0000385	Prbd.g_01159	Prbi.g_00092
OG0000386	Prbd.g_01158	Prbi.g_00093
OG0000387	Prbd.g_01145	Prbi.g_00106
OG0000388	Prbd.g_01142	Prbi.g_00109
OG0000389	Prbd.g_01138	Prbi.g_00113
OG0000390	Prbd.g_01131	Prbi.g_00120
OG0000391	Prbd.g_01127	Prbi.g_00124
OG0000392	Prbd.g_01123	Prbi.g_00128
OG0000393	Prbd.g_01121	Prbi.g_00130
OG0000394	Prbd.g_01120	Prbi.g_00131
OG0000395	Prbd.g_01119	Prbi.g_00132
OG0000396	Prbd.g_01116	Prbi.g_00135
OG0000397	Prbd.g_01114	Prbi.g_00137
OG0000398	Prbd.g_01112	Prbi.g_00139
OG0000399	Prbd.g_01111	Prbi.g_00140
OG0000400	Prbd.g_01110	Prbi.g_00141
OG0000401	Prbd.g_01109	Prbi.g_00142
OG0000402	Prbd.g_01107	Prbi.g_00144
OG0000403	Prbd.g_01106	Prbi.g_00145
OG0000404	Prbd.g_01105	Prbi.g_00146
OG0000405	Prbd.g_01100	Prbi.g_00150
OG0000406	Prbd.g_01093	Prbi.g_00171
OG0000407	Prbd.g_01092	Prbi.g_00172
OG0000408	Prbd.g_01090	Prbi.g_00174
OG0000409	Prbd.g_01088	Prbi.g_00176
OG0000410	Prbd.g_01087	Prbi.g_00177
OG0000411	Prbd.g_01086	Prbi.g_00178
OG0000412	Prbd.g_01085	Prbi.g_00179
OG0000413	Prbd.g_01084	Prbi.g_00180
OG0000414	Prbd.g_01083	Prbi.g_00181
OG0000415	Prbd.g_01082	Prbi.g_00182
OG0000416	Prbd.g_01081	Prbi.g_00183
OG0000417	Prbd.g_01080	Prbi.g_00184
OG0000418	Prbd.g_01075	Prbi.g_00189
OG0000419	Prbd.g_01073	Prbi.g_00191
OG0000420	Prbd.g_01072	Prbi.g_00192
OG0000421	Prbd.g_01067	Prbi.g_00197
OG0000422	Prbd.g_01066	Prbi.g_00198
OG0000423	Prbd.g_01065	Prbi.g_00199
OG0000424	Prbd.g_01064	Prbi.g_00200
OG0000425	Prbd.g_01063	Prbi.g_00201
OG0000426	Prbd.g_01062	Prbi.g_00202
OG0000427	Prbd.g_01061	Prbi.g_00203
OG0000428	Prbd.g_01059	Prbi.g_00205
OG0000429	Prbd.g_01058	Prbi.g_00206
OG0000430	Prbd.g_01057	Prbi.g_00207
OG0000431	Prbd.g_01055	Prbi.g_00209
OG0000432	Prbd.g_01052	Prbi.g_00212
OG0000433	Prbd.g_01051	Prbi.g_00213
OG0000434	Prbd.g_01050	Prbi.g_00214
OG0000435	Prbd.g_01049	Prbi.g_00215
OG0000436	Prbd.g_01044	Prbi.g_00220
OG0000437	Prbd.g_01043	Prbi.g_00221
OG0000438	Prbd.g_01042	Prbi.g_00222
OG0000439	Prbd.g_01040	Prbi.g_00224
OG0000440	Prbd.g_01039	Prbi.g_00225
OG0000441	Prbd.g_01036	Prbi.g_00228
OG0000442	Prbd.g_01035	Prbi.g_00229
OG0000443	Prbd.g_01034	Prbi.g_00230
OG0000444	Prbd.g_01029	Prbi.g_00235
OG0000445	Prbd.g_01028	Prbi.g_00236
OG0000446	Prbd.g_01027	Prbi.g_00237
OG0000447	Prbd.g_01026	Prbi.g_00238
OG0000448	Prbd.g_01025	Prbi.g_00239
OG0000449	Prbd.g_01024	Prbi.g_00240
OG0000450	Prbd.g_01023	Prbi.g_00241
OG0000451	Prbd.g_01022	Prbi.g_00242
OG0000452	Prbd.g_01019	Prbi.g_00245
OG0000453	Prbd.g_01018	Prbi.g_00246
OG0000454	Prbd.g_01017	Prbi.g_00247
OG0000455	Prbd.g_01016	Prbi.g_00248
OG0000456	Prbd.g_01015	Prbi.g_00249
OG0000457	Prbd.g_01013	Prbi.g_00250
OG0000458	Prbd.g_01012	Prbi.g_00251
OG0000459	Prbd.g_01011	Prbi.g_00252
OG0000460	Prbd.g_01004	Prbi.g_00259
OG0000461	Prbd.g_00997	Prbi.g_00266
OG0000462	Prbd.g_00995	Prbi.g_00268
OG0000463	Prbd.g_00994	Prbi.g_00269
OG0000464	Prbd.g_00993	Prbi.g_00270
OG0000465	Prbd.g_00992	Prbi.g_00271
OG0000466	Prbd.g_00989	Prbi.g_00274
OG0000467	Prbd.g_00988	Prbi.g_00275
OG0000468	Prbd.g_00986	Prbi.g_00277
OG0000469	Prbd.g_00977	Prbi.g_00286
OG0000470	Prbd.g_00975	Prbi.g_00288
OG0000471	Prbd.g_00974	Prbi.g_00289
OG0000472	Prbd.g_00973	Prbi.g_00290
OG0000473	Prbd.g_00971	Prbi.g_00292
OG0000474	Prbd.g_00970	Prbi.g_00293
OG0000475	Prbd.g_00969	Prbi.g_00294
OG0000476	Prbd.g_00968	Prbi.g_00295
OG0000477	Prbd.g_00964	Prbi.g_00299
OG0000478	Prbd.g_00963	Prbi.g_00300
OG0000479	Prbd.g_00962	Prbi.g_00301
OG0000480	Prbd.g_00957	Prbi.g_00306
OG0000481	Prbd.g_00955	Prbi.g_00308
OG0000482	Prbd.g_00954	Prbi.g_00309
OG0000483	Prbd.g_00951	Prbi.g_00312
OG0000484	Prbd.g_00950	Prbi.g_00313
OG0000485	Prbd.g_00949	Prbi.g_00314
OG0000486	Prbd.g_00948	Prbi.g_00315
OG0000487	Prbd.g_00944	Prbi.g_00319
OG0000488	Prbd.g_00941	Prbi.g_00322
OG0000489	Prbd.g_00936	Prbi.g_00327
OG0000490	Prbd.g_00931	Prbi.g_00332
OG0000491	Prbd.g_00930	Prbi.g_00333
OG0000492	Prbd.g_00928	Prbi.g_00335
OG0000493	Prbd.g_00927	Prbi.g_00336
OG0000494	Prbd.g_00926	Prbi.g_00337
OG0000495	Prbd.g_00925	Prbi.g_00338
OG0000496	Prbd.g_00924	Prbi.g_00339
OG0000497	Prbd.g_00923	Prbi.g_00340
OG0000498	Prbd.g_00922	Prbi.g_00341
OG0000499	Prbd.g_00921	Prbi.g_00342
OG0000500	Prbd.g_00920	Prbi.g_00343
OG0000501	Prbd.g_00918	Prbi.g_00345
OG0000502	Prbd.g_00915	Prbi.g_00348
OG0000503	Prbd.g_00905	Prbi.g_00358
OG0000504	Prbd.g_00904	Prbi.g_00359
OG0000505	Prbd.g_00903	Prbi.g_00360
OG0000506	Prbd.g_00901	Prbi.g_00362
OG0000507	Prbd.g_00898	Prbi.g_00365
OG0000508	Prbd.g_00894	Prbi.g_00369
OG0000509	Prbd.g_00892	Prbi.g_00371
OG0000510	Prbd.g_00891	Prbi.g_00372
OG0000511	Prbd.g_00890	Prbi.g_00373
OG0000512	Prbd.g_00888	Prbi.g_00375
OG0000513	Prbd.g_00881	Prbi.g_00382
OG0000514	Prbd.g_00811	Prbi.g_00432
