Orthogroup	Prac	Syag
OG0000057	Prac.g_00673	Syag.g_00985
OG0000059	Prac.g_00500	Syag.g_02721
OG0000061	Prac.g_00985	Syag.g_01141
OG0000062	Prac.g_00333	Syag.g_01669
OG0000063	Prac.g_01913, Prac.g_01914, Prac.g_00908	Syag.g_02313
OG0000065	Prac.g_01824	Syag.g_01885, Syag.g_00182
OG0000066	Prac.g_00833	Syag.g_01443
OG0000067	Prac.g_01475	Syag.g_00667
OG0000068	Prac.g_00217	Syag.g_01537
OG0000070	Prac.g_01097	Syag.g_00049
OG0000071	Prac.g_00175	Syag.g_01192
OG0000072	Prac.g_01759	Syag.g_01980, Syag.g_02859
OG0000073	Prac.g_00872	Syag.g_01505
OG0000075	Prac.g_00017	Syag.g_02434
OG0000076	Prac.g_01904, Prac.g_00041	Syag.g_02393
OG0000077	Prac.g_01853	Syag.g_01831
OG0000078	Prac.g_01691	Syag.g_01778
OG0000081	Prac.g_00841	Syag.g_00167
OG0000082	Prac.g_00788	Syag.g_00318
OG0000084	Prac.g_00415	Syag.g_00212, Syag.g_01425
OG0000085	Prac.g_00632	Syag.g_01676
OG0000086	Prac.g_01843	Syag.g_01853
OG0000087	Prac.g_01792	Syag.g_01939
OG0000088	Prac.g_01764	Syag.g_01974
OG0000089	Prac.g_01178	Syag.g_00005
OG0000090	Prac.g_00839	Syag.g_01454
OG0000091	Prac.g_00729	Syag.g_00418
OG0000092	Prac.g_00003	Syag.g_00242
OG0000093	Prac.g_01359	Syag.g_00649
OG0000094	Prac.g_01275	Syag.g_00881
OG0000095	Prac.g_01256	Syag.g_00974
OG0000097	Prac.g_00944	Syag.g_01065
OG0000098	Prac.g_00199	Syag.g_00578, Syag.g_01445
OG0000099	Prac.g_00256	Syag.g_02536
OG0000100	Prac.g_00337	Syag.g_00704
OG0000101	Prac.g_00548	Syag.g_02773
OG0000102	Prac.g_00046	Syag.g_02387
OG0000103	Prac.g_00123	Syag.g_02253
OG0000104	Prac.g_00131	Syag.g_02268
OG0000105	Prac.g_01657	Syag.g_02606
OG0000106	Prac.g_01163	Syag.g_00462
OG0000107	Prac.g_01148	Syag.g_02689
OG0000108	Prac.g_01064	Syag.g_01528
OG0000109	Prac.g_01050	Syag.g_01512
OG0000110	Prac.g_00798	Syag.g_00303
OG0000111	Prac.g_00672	Syag.g_00984
OG0000112	Prac.g_01507	Syag.g_00801
OG0000113	Prac.g_01453	Syag.g_00699
OG0000114	Prac.g_01384	Syag.g_00609
OG0000115	Prac.g_01040	Syag.g_01397
OG0000116	Prac.g_00995	Syag.g_01156
OG0000117	Prac.g_01955	Syag.g_01097
OG0000118	Prac.g_00187	Syag.g_01232
OG0000120	Prac.g_00248	Syag.g_02535
OG0000121	Prac.g_00409	Syag.g_01414
OG0000122	Prac.g_00371	Syag.g_00446
OG0000123	Prac.g_00554	Syag.g_02781
OG0000124	Prac.g_00056	Syag.g_02367, Syag.g_02485
OG0000125	Prac.g_00092	Syag.g_02136, Syag.g_02134
OG0000126	Prac.g_00130	Syag.g_02266
OG0000128	Prac.g_01936	Syag.g_02284
OG0000129	Prac.g_01888	Syag.g_02121
OG0000130	Prac.g_01862	Syag.g_01819
OG0000131	Prac.g_01785	Syag.g_01951
OG0000132	Prac.g_01766	Syag.g_01972
OG0000133	Prac.g_01609	Syag.g_00806
OG0000134	Prac.g_01177	Syag.g_00008
OG0000135	Prac.g_01150	Syag.g_02171
OG0000136	Prac.g_01106	Syag.g_00038
OG0000137	Prac.g_01069	Syag.g_01356
OG0000138	Prac.g_01049	Syag.g_01511
OG0000139	Prac.g_00835	Syag.g_01448
OG0000140	Prac.g_00834	Syag.g_01446
OG0000141	Prac.g_00764	Syag.g_00351
OG0000142	Prac.g_00736	Syag.g_00410
OG0000143	Prac.g_00732	Syag.g_00414
OG0000144	Prac.g_00719	Syag.g_00493
OG0000145	Prac.g_01508	Syag.g_01504
OG0000146	Prac.g_01506	Syag.g_00800
OG0000147	Prac.g_01505	Syag.g_00799
OG0000148	Prac.g_01459	Syag.g_00693
OG0000149	Prac.g_01429	Syag.g_00731
OG0000150	Prac.g_01421	Syag.g_00352
OG0000151	Prac.g_01374	Syag.g_00623
OG0000152	Prac.g_01327	Syag.g_00810
OG0000153	Prac.g_01308	Syag.g_00845
OG0000154	Prac.g_01282	Syag.g_00870
OG0000155	Prac.g_00965	Syag.g_01107
OG0000156	Prac.g_00164	Syag.g_01166
OG0000157	Prac.g_00165	Syag.g_01167
OG0000158	Prac.g_00447	Syag.g_02422
OG0000160	Prac.g_00410	Syag.g_01415
OG0000161	Prac.g_00404	Syag.g_01409
OG0000162	Prac.g_00398	Syag.g_01402
OG0000163	Prac.g_00364	Syag.g_00706, Syag.g_01618
OG0000164	Prac.g_00601	Syag.g_01725
OG0000165	Prac.g_00594	Syag.g_01733
OG0000166	Prac.g_00512	Syag.g_02733
OG0000167	Prac.g_00015	Syag.g_02437
OG0000168	Prac.g_00025	Syag.g_02417
OG0000169	Prac.g_00035	Syag.g_02405
OG0000170	Prac.g_00037	Syag.g_02398
OG0000171	Prac.g_00055	Syag.g_02368
OG0000172	Prac.g_00063	Syag.g_02360
OG0000173	Prac.g_00078	Syag.g_02337
OG0000174	Prac.g_00105	Syag.g_02175
OG0000175	Prac.g_00115	Syag.g_02240
OG0000176	Prac.g_01943	Syag.g_02276
OG0000177	Prac.g_01942	Syag.g_02277
OG0000178	Prac.g_01941	Syag.g_02278
OG0000179	Prac.g_01931	Syag.g_02293
OG0000180	Prac.g_01930	Syag.g_02294
OG0000181	Prac.g_01929	Syag.g_02295
OG0000182	Prac.g_01928	Syag.g_02296
OG0000183	Prac.g_01924	Syag.g_02300
OG0000184	Prac.g_01885	Syag.g_02110
OG0000185	Prac.g_01882	Syag.g_02092
OG0000186	Prac.g_01867	Syag.g_01815
OG0000187	Prac.g_01866	Syag.g_01816
OG0000188	Prac.g_01849	Syag.g_01839
OG0000189	Prac.g_01835	Syag.g_01872
OG0000190	Prac.g_01834	Syag.g_01874
OG0000191	Prac.g_01814	Syag.g_01909
OG0000192	Prac.g_01810	Syag.g_01915
OG0000193	Prac.g_01784	Syag.g_01952
OG0000194	Prac.g_01781	Syag.g_01955
OG0000195	Prac.g_01779	Syag.g_01957
OG0000196	Prac.g_01769	Syag.g_01968
OG0000197	Prac.g_01768	Syag.g_01969
OG0000198	Prac.g_01767	Syag.g_00108, Syag.g_01971
OG0000199	Prac.g_01760	Syag.g_01979
OG0000200	Prac.g_01746	Syag.g_01996
OG0000201	Prac.g_01738	Syag.g_02019, Syag.g_02023
OG0000202	Prac.g_01737	Syag.g_02024
OG0000203	Prac.g_01736	Syag.g_02025
OG0000204	Prac.g_01735	Syag.g_02020, Syag.g_02026
OG0000205	Prac.g_01728	Syag.g_02035
OG0000206	Prac.g_01723	Syag.g_02047
OG0000207	Prac.g_01721	Syag.g_02051
OG0000208	Prac.g_01720	Syag.g_02052
OG0000209	Prac.g_01711	Syag.g_02069
OG0000210	Prac.g_01710	Syag.g_02070
OG0000211	Prac.g_01697	Syag.g_01788
OG0000212	Prac.g_01690	Syag.g_01777
OG0000213	Prac.g_01674	Syag.g_02632
OG0000214	Prac.g_01664	Syag.g_02615
OG0000215	Prac.g_01639	Syag.g_02584
OG0000216	Prac.g_01637	Syag.g_02580
OG0000217	Prac.g_01634	Syag.g_02576
OG0000218	Prac.g_01632	Syag.g_02574
OG0000219	Prac.g_01631	Syag.g_02573
OG0000220	Prac.g_01630	Syag.g_02572
OG0000221	Prac.g_01629	Syag.g_02566
OG0000222	Prac.g_01621	Syag.g_02550
OG0000223	Prac.g_01608	Syag.g_02475
OG0000224	Prac.g_01606	Syag.g_02471
OG0000225	Prac.g_01188	Syag.g_02861
OG0000226	Prac.g_01184	Syag.g_02865
OG0000227	Prac.g_01182	Syag.g_02867
OG0000228	Prac.g_01179	Syag.g_00004
OG0000229	Prac.g_01111	Syag.g_00033
OG0000230	Prac.g_01109	Syag.g_00035
OG0000231	Prac.g_01098	Syag.g_00048
OG0000232	Prac.g_01089	Syag.g_00059
OG0000233	Prac.g_01082	Syag.g_01330
OG0000234	Prac.g_01068	Syag.g_01358
OG0000235	Prac.g_01065	Syag.g_01529
OG0000236	Prac.g_01051	Syag.g_01513
OG0000237	Prac.g_00865	Syag.g_01495
OG0000238	Prac.g_00859	Syag.g_01490
OG0000239	Prac.g_00847	Syag.g_01472
OG0000240	Prac.g_00846	Syag.g_01471
OG0000241	Prac.g_00842	Syag.g_00396
OG0000242	Prac.g_00840	Syag.g_01456
OG0000243	Prac.g_00829	Syag.g_00255
OG0000244	Prac.g_00826	Syag.g_00268
OG0000245	Prac.g_00824	Syag.g_00270
OG0000246	Prac.g_00820	Syag.g_00274
OG0000247	Prac.g_00810	Syag.g_00286
OG0000248	Prac.g_00808	Syag.g_00289
OG0000249	Prac.g_00806	Syag.g_00291
OG0000250	Prac.g_00801	Syag.g_00299
OG0000251	Prac.g_00782	Syag.g_00328
OG0000252	Prac.g_00778	Syag.g_00331
OG0000253	Prac.g_00777	Syag.g_00333
OG0000254	Prac.g_00760	Syag.g_00356
OG0000255	Prac.g_00754	Syag.g_00369
OG0000256	Prac.g_00744	Syag.g_00385
OG0000257	Prac.g_00741	Syag.g_00395
OG0000258	Prac.g_00728	Syag.g_00423
OG0000259	Prac.g_00711	Syag.g_00560
OG0000260	Prac.g_00708	Syag.g_00570
OG0000261	Prac.g_00706	Syag.g_00581
OG0000262	Prac.g_00702	Syag.g_00586
OG0000263	Prac.g_00690	Syag.g_01079
OG0000264	Prac.g_00680	Syag.g_01011
OG0000265	Prac.g_01560	Syag.g_01021
OG0000266	Prac.g_01550	Syag.g_00907
OG0000267	Prac.g_01539	Syag.g_00762
OG0000268	Prac.g_01538	Syag.g_00763
OG0000269	Prac.g_01480	Syag.g_00662
OG0000270	Prac.g_01477	Syag.g_00665
OG0000271	Prac.g_01469	Syag.g_00673
OG0000273	Prac.g_01445	Syag.g_00713
OG0000274	Prac.g_01444	Syag.g_00714
OG0000275	Prac.g_01442	Syag.g_00717
OG0000276	Prac.g_01437	Syag.g_00723
OG0000277	Prac.g_01436	Syag.g_00724
OG0000278	Prac.g_01433	Syag.g_00727
OG0000279	Prac.g_01426	Syag.g_00735
OG0000280	Prac.g_01425	Syag.g_00741
OG0000281	Prac.g_01420	Syag.g_00572
OG0000282	Prac.g_01382	Syag.g_00611
OG0000283	Prac.g_01350	Syag.g_00775
OG0000284	Prac.g_01345	Syag.g_00780
OG0000285	Prac.g_01340	Syag.g_00791
OG0000286	Prac.g_01328	Syag.g_00809
OG0000287	Prac.g_01311	Syag.g_00838
OG0000288	Prac.g_01283	Syag.g_00869
OG0000289	Prac.g_01272	Syag.g_00884
OG0000290	Prac.g_01259	Syag.g_00970
OG0000291	Prac.g_01257	Syag.g_00972
OG0000292	Prac.g_01207	Syag.g_02265
OG0000293	Prac.g_00994	Syag.g_01155
OG0000294	Prac.g_00993	Syag.g_01154
OG0000295	Prac.g_00973	Syag.g_01115
OG0000296	Prac.g_00971	Syag.g_01113
OG0000297	Prac.g_00963	Syag.g_01099
OG0000298	Prac.g_00962	Syag.g_01098
OG0000299	Prac.g_00945	Syag.g_01067
OG0000300	Prac.g_00942	Syag.g_01062
OG0000301	Prac.g_00941	Syag.g_01061
OG0000302	Prac.g_00939	Syag.g_01060
OG0000303	Prac.g_00932	Syag.g_01048
OG0000304	Prac.g_00928	Syag.g_01041
OG0000305	Prac.g_00209	Syag.g_00977
OG0000306	Prac.g_00212	Syag.g_00460
OG0000307	Prac.g_00226	Syag.g_01546
OG0000308	Prac.g_00227	Syag.g_01548
OG0000309	Prac.g_00231	Syag.g_01553
OG0000310	Prac.g_00426	Syag.g_01291
OG0000311	Prac.g_00424	Syag.g_01300
OG0000312	Prac.g_00421	Syag.g_01434
OG0000313	Prac.g_00407	Syag.g_00966, Syag.g_01412
OG0000314	Prac.g_00384	Syag.g_01380
OG0000315	Prac.g_00374	Syag.g_01369
OG0000316	Prac.g_00354	Syag.g_01641
OG0000317	Prac.g_00627	Syag.g_01684
OG0000318	Prac.g_00624	Syag.g_01688
OG0000319	Prac.g_00611	Syag.g_01710
OG0000320	Prac.g_00609	Syag.g_01712
OG0000321	Prac.g_00608	Syag.g_01713
OG0000322	Prac.g_00607	Syag.g_01714
OG0000323	Prac.g_00598	Syag.g_01728
OG0000324	Prac.g_00572	Syag.g_01757
OG0000325	Prac.g_00477	Syag.g_02690
OG0000326	Prac.g_00483	Syag.g_02698
OG0000327	Prac.g_00507	Syag.g_02728
OG0000328	Prac.g_00508	Syag.g_02729
OG0000329	Prac.g_00525	Syag.g_02747
OG0000330	Prac.g_00526	Syag.g_02748
OG0000331	Prac.g_00527	Syag.g_02749
OG0000332	Prac.g_00541	Syag.g_02764
OG0000333	Prac.g_00543	Syag.g_02767
OG0000334	Prac.g_00551	Syag.g_02777
OG0000335	Prac.g_00555	Syag.g_02782
OG0000336	Prac.g_00559	Syag.g_02786
OG0000337	Prac.g_00013	Syag.g_02445
OG0000338	Prac.g_00014	Syag.g_02440
OG0000340	Prac.g_00026	Syag.g_02416
OG0000341	Prac.g_00028	Syag.g_02414
OG0000342	Prac.g_00029	Syag.g_02413
OG0000343	Prac.g_00030	Syag.g_02411
OG0000344	Prac.g_00033	Syag.g_02407
OG0000345	Prac.g_00038	Syag.g_02397
OG0000346	Prac.g_00042	Syag.g_02392
OG0000347	Prac.g_00057	Syag.g_02366
OG0000348	Prac.g_00066	Syag.g_02357
OG0000349	Prac.g_00083	Syag.g_02330
OG0000350	Prac.g_00101	Syag.g_02705
OG0000351	Prac.g_00118	Syag.g_02244
OG0000352	Prac.g_00119	Syag.g_02245
OG0000353	Prac.g_01948	Syag.g_02271
OG0000355	Prac.g_01946	Syag.g_02273
OG0000356	Prac.g_01945	Syag.g_02274
OG0000357	Prac.g_01944	Syag.g_02275
OG0000358	Prac.g_01940	Syag.g_02279
OG0000359	Prac.g_01939	Syag.g_02281
OG0000360	Prac.g_01938	Syag.g_02282
OG0000361	Prac.g_01937	Syag.g_02283
OG0000362	Prac.g_01935	Syag.g_02285
OG0000363	Prac.g_01933	Syag.g_02287
OG0000364	Prac.g_01932	Syag.g_02288
OG0000365	Prac.g_01927	Syag.g_02297
OG0000366	Prac.g_01926	Syag.g_02298
OG0000367	Prac.g_01925	Syag.g_02299
OG0000368	Prac.g_01923	Syag.g_02301
OG0000369	Prac.g_01922	Syag.g_02302
OG0000370	Prac.g_01921	Syag.g_02303
OG0000371	Prac.g_01915	Syag.g_02312
OG0000372	Prac.g_01911	Syag.g_02317
OG0000373	Prac.g_01910	Syag.g_02318
OG0000374	Prac.g_01909	Syag.g_02319
OG0000375	Prac.g_01892	Syag.g_02326
OG0000376	Prac.g_01890	Syag.g_02328
OG0000377	Prac.g_01886	Syag.g_02119
OG0000378	Prac.g_01884	Syag.g_02099
OG0000379	Prac.g_01881	Syag.g_02091
OG0000380	Prac.g_01865	Syag.g_01817
OG0000381	Prac.g_01861	Syag.g_01820
OG0000382	Prac.g_01850	Syag.g_01838
OG0000383	Prac.g_01848	Syag.g_01843
OG0000384	Prac.g_01847	Syag.g_01844
OG0000385	Prac.g_01846	Syag.g_01845
OG0000386	Prac.g_01845	Syag.g_01846
OG0000387	Prac.g_01832	Syag.g_01876
OG0000388	Prac.g_01829	Syag.g_01880
OG0000389	Prac.g_01825	Syag.g_01884
OG0000390	Prac.g_01818	Syag.g_01903
OG0000391	Prac.g_01815	Syag.g_01908
OG0000392	Prac.g_01811	Syag.g_01914
OG0000393	Prac.g_01809	Syag.g_01917
OG0000394	Prac.g_01808	Syag.g_01918
OG0000395	Prac.g_01807	Syag.g_01919
OG0000396	Prac.g_01804	Syag.g_01922
OG0000397	Prac.g_01802	Syag.g_01924
OG0000398	Prac.g_01800	Syag.g_01929
OG0000399	Prac.g_01799	Syag.g_01930
OG0000400	Prac.g_01798	Syag.g_01931
OG0000401	Prac.g_01797	Syag.g_01932
OG0000402	Prac.g_01795	Syag.g_01934
OG0000403	Prac.g_01794	Syag.g_01935
OG0000404	Prac.g_01793	Syag.g_01937
OG0000405	Prac.g_01789	Syag.g_01949
OG0000406	Prac.g_01783	Syag.g_01953
OG0000407	Prac.g_01782	Syag.g_01954
OG0000408	Prac.g_01780	Syag.g_01956
OG0000409	Prac.g_01778	Syag.g_01958
OG0000410	Prac.g_01777	Syag.g_01959
OG0000411	Prac.g_01776	Syag.g_01960
OG0000412	Prac.g_01775	Syag.g_01961
OG0000413	Prac.g_01774	Syag.g_01963
OG0000414	Prac.g_01590, Prac.g_01773	Syag.g_01964
OG0000415	Prac.g_01772	Syag.g_01965
OG0000416	Prac.g_01771	Syag.g_01966
OG0000417	Prac.g_01770	Syag.g_01967
OG0000418	Prac.g_01765	Syag.g_01973
OG0000419	Prac.g_01763	Syag.g_01975
OG0000420	Prac.g_01762	Syag.g_01977
OG0000421	Prac.g_01757	Syag.g_01982
OG0000422	Prac.g_01756	Syag.g_01983
OG0000423	Prac.g_01755	Syag.g_01984
OG0000424	Prac.g_01754	Syag.g_01985
OG0000425	Prac.g_01753	Syag.g_01986
OG0000426	Prac.g_01752	Syag.g_01987
OG0000427	Prac.g_01751	Syag.g_01988
OG0000428	Prac.g_01749	Syag.g_01991
OG0000429	Prac.g_01748	Syag.g_01993
OG0000430	Prac.g_01747	Syag.g_01995
OG0000431	Prac.g_01745	Syag.g_01998
OG0000432	Prac.g_01742	Syag.g_02007
OG0000433	Prac.g_01741	Syag.g_02009
OG0000434	Prac.g_01740	Syag.g_02010
OG0000435	Prac.g_01739	Syag.g_02017
OG0000436	Prac.g_01734	Syag.g_02028
OG0000437	Prac.g_01733	Syag.g_02029
OG0000438	Prac.g_01732	Syag.g_02031
OG0000439	Prac.g_01730	Syag.g_02033
OG0000440	Prac.g_01729	Syag.g_02034
OG0000441	Prac.g_01726	Syag.g_02041
OG0000442	Prac.g_01725	Syag.g_02044
OG0000443	Prac.g_01724	Syag.g_02046
OG0000444	Prac.g_01719	Syag.g_02053
OG0000445	Prac.g_01718	Syag.g_02054
OG0000446	Prac.g_01717	Syag.g_02056
OG0000447	Prac.g_01716	Syag.g_02059
OG0000448	Prac.g_01715	Syag.g_02060
OG0000449	Prac.g_01714	Syag.g_02061
OG0000450	Prac.g_01713	Syag.g_02066
OG0000451	Prac.g_01712	Syag.g_02067
OG0000452	Prac.g_01709	Syag.g_02071
OG0000453	Prac.g_01708	Syag.g_02072
OG0000454	Prac.g_01707	Syag.g_02073
OG0000455	Prac.g_01706	Syag.g_02074
OG0000456	Prac.g_01705	Syag.g_02075
OG0000457	Prac.g_01704	Syag.g_02077
OG0000458	Prac.g_01703	Syag.g_02080
OG0000459	Prac.g_01702	Syag.g_02081
OG0000460	Prac.g_01695	Syag.g_01786
OG0000461	Prac.g_01688	Syag.g_02675
OG0000462	Prac.g_01686	Syag.g_02672
OG0000463	Prac.g_01685	Syag.g_02671
OG0000464	Prac.g_01684	Syag.g_02670
OG0000465	Prac.g_01683	Syag.g_02668
OG0000466	Prac.g_01680	Syag.g_02662
OG0000467	Prac.g_01679	Syag.g_02660
OG0000468	Prac.g_01678	Syag.g_02636
OG0000469	Prac.g_01669	Syag.g_02621
OG0000470	Prac.g_01667	Syag.g_02619
OG0000471	Prac.g_01666	Syag.g_02618
OG0000472	Prac.g_01665	Syag.g_02616
OG0000473	Prac.g_01663	Syag.g_02614
OG0000474	Prac.g_01662	Syag.g_02613
OG0000475	Prac.g_01661	Syag.g_02612
OG0000476	Prac.g_01660	Syag.g_02610
OG0000477	Prac.g_01656	Syag.g_02604
OG0000478	Prac.g_01655	Syag.g_02603
OG0000479	Prac.g_01654	Syag.g_02602
OG0000480	Prac.g_01649	Syag.g_02595
OG0000481	Prac.g_01647	Syag.g_02593
OG0000482	Prac.g_01646	Syag.g_02592
OG0000483	Prac.g_01643	Syag.g_02588
OG0000484	Prac.g_01642	Syag.g_02587
OG0000485	Prac.g_01641	Syag.g_02586
OG0000486	Prac.g_01640	Syag.g_02585
OG0000487	Prac.g_01636	Syag.g_02579
OG0000488	Prac.g_01633	Syag.g_02575
OG0000489	Prac.g_01628	Syag.g_02565
OG0000490	Prac.g_01623	Syag.g_02553
OG0000491	Prac.g_01622	Syag.g_02551
OG0000492	Prac.g_01620	Syag.g_02549
OG0000493	Prac.g_01619	Syag.g_02548
OG0000494	Prac.g_01618	Syag.g_02547
OG0000495	Prac.g_01617	Syag.g_02546
OG0000496	Prac.g_01616	Syag.g_02545
OG0000497	Prac.g_01615	Syag.g_02544
OG0000498	Prac.g_01614	Syag.g_02543
OG0000499	Prac.g_01613	Syag.g_02542
OG0000500	Prac.g_01612	Syag.g_02541
OG0000501	Prac.g_01610	Syag.g_02538
OG0000502	Prac.g_01607	Syag.g_02467
OG0000503	Prac.g_01200	Syag.g_02843
OG0000504	Prac.g_01199	Syag.g_02845
OG0000505	Prac.g_01198	Syag.g_02846
OG0000506	Prac.g_01196	Syag.g_02849
OG0000507	Prac.g_01193	Syag.g_02855
OG0000508	Prac.g_01189	Syag.g_02860
OG0000509	Prac.g_01187	Syag.g_02862
OG0000510	Prac.g_01186	Syag.g_02863
OG0000511	Prac.g_01185	Syag.g_02864
OG0000512	Prac.g_01183	Syag.g_02866
OG0000513	Prac.g_01176	Syag.g_00009
OG0000514	Prac.g_01116	Syag.g_00018
OG0000515	Prac.g_01115	Syag.g_00019
OG0000516	Prac.g_01114	Syag.g_00025
OG0000517	Prac.g_01112	Syag.g_00032
OG0000518	Prac.g_01101	Syag.g_00044
OG0000519	Prac.g_01100	Syag.g_00045
OG0000520	Prac.g_01099	Syag.g_00046
OG0000521	Prac.g_01094	Syag.g_00054
OG0000522	Prac.g_01092	Syag.g_00056
OG0000523	Prac.g_01091	Syag.g_00057
OG0000524	Prac.g_01084	Syag.g_01327
OG0000525	Prac.g_01081	Syag.g_01345
OG0000526	Prac.g_01080	Syag.g_01348
OG0000527	Prac.g_01071	Syag.g_01354
OG0000528	Prac.g_01066	Syag.g_01532
OG0000529	Prac.g_01063	Syag.g_01527
OG0000530	Prac.g_01060	Syag.g_01524
OG0000531	Prac.g_01059	Syag.g_01523
OG0000532	Prac.g_01057	Syag.g_01520
OG0000533	Prac.g_01056	Syag.g_01518
OG0000534	Prac.g_01055	Syag.g_01517
OG0000535	Prac.g_01054	Syag.g_01516
OG0000536	Prac.g_01053	Syag.g_01515
OG0000537	Prac.g_01052	Syag.g_01514
OG0000538	Prac.g_00871	Syag.g_01502
OG0000539	Prac.g_00870	Syag.g_01501
OG0000540	Prac.g_00869	Syag.g_01500
OG0000541	Prac.g_00868	Syag.g_01499
OG0000542	Prac.g_00866	Syag.g_01496
OG0000543	Prac.g_00864	Syag.g_01494
OG0000544	Prac.g_00863	Syag.g_01493
OG0000545	Prac.g_00861	Syag.g_01491
OG0000546	Prac.g_00858	Syag.g_01489
OG0000547	Prac.g_00857	Syag.g_01487
OG0000548	Prac.g_00856	Syag.g_01486
OG0000549	Prac.g_00854	Syag.g_01480
OG0000550	Prac.g_00849	Syag.g_01474
OG0000551	Prac.g_00845	Syag.g_01470
OG0000552	Prac.g_00844	Syag.g_01469
OG0000553	Prac.g_00843	Syag.g_01464
OG0000554	Prac.g_00838	Syag.g_01453
OG0000555	Prac.g_00830	Syag.g_00075
OG0000556	Prac.g_00828	Syag.g_00257
OG0000557	Prac.g_00827	Syag.g_00267
OG0000558	Prac.g_00825	Syag.g_00269
OG0000559	Prac.g_00821	Syag.g_00273
OG0000560	Prac.g_00818	Syag.g_00276
OG0000561	Prac.g_00817	Syag.g_00277
OG0000562	Prac.g_00816	Syag.g_00278
OG0000563	Prac.g_00815	Syag.g_00279
OG0000564	Prac.g_00814	Syag.g_00280
OG0000565	Prac.g_00811	Syag.g_00284
OG0000566	Prac.g_00809	Syag.g_00288
OG0000567	Prac.g_00805	Syag.g_00292
OG0000568	Prac.g_00804	Syag.g_00295
OG0000569	Prac.g_00803	Syag.g_00296
OG0000570	Prac.g_00802	Syag.g_00297
OG0000571	Prac.g_00800	Syag.g_00301
OG0000572	Prac.g_00787	Syag.g_00320, Syag.g_00251
OG0000573	Prac.g_00780	Syag.g_00329
OG0000574	Prac.g_00779	Syag.g_00330
OG0000575	Prac.g_00775	Syag.g_00335
OG0000576	Prac.g_00772	Syag.g_00337
OG0000577	Prac.g_00771	Syag.g_00338
OG0000578	Prac.g_00770	Syag.g_00339
OG0000579	Prac.g_00769	Syag.g_00340
OG0000580	Prac.g_00768	Syag.g_00341
OG0000581	Prac.g_00766	Syag.g_00348
OG0000582	Prac.g_00763	Syag.g_00353
OG0000583	Prac.g_00762	Syag.g_00354
