Orthogroup	Prac	Syad
OG0000160	Prac.g_00410	Syad.g_02279
OG0000161	Prac.g_00404	Syad.g_02287
OG0000162	Prac.g_00398	Syad.g_02293
OG0000163	Prac.g_00364	Syad.g_02542
OG0000164	Prac.g_00601	Syad.g_02659
OG0000165	Prac.g_00594	Syad.g_02476
OG0000166	Prac.g_00512	Syad.g_00654
OG0000167	Prac.g_00015	Syad.g_00419
OG0000168	Prac.g_00025	Syad.g_00371
OG0000169	Prac.g_00035	Syad.g_00360
OG0000170	Prac.g_00037	Syad.g_00353
OG0000171	Prac.g_00055	Syad.g_00321
OG0000172	Prac.g_00063	Syad.g_00244
OG0000173	Prac.g_00078	Syad.g_00220
OG0000174	Prac.g_00105	Syad.g_00065
OG0000175	Prac.g_00115	Syad.g_00129
OG0000176	Prac.g_01943	Syad.g_00166
OG0000177	Prac.g_01942	Syad.g_00167
OG0000178	Prac.g_01941	Syad.g_00168
OG0000179	Prac.g_01931	Syad.g_00183
OG0000180	Prac.g_01930	Syad.g_00184
OG0000181	Prac.g_01929	Syad.g_00185
OG0000182	Prac.g_01928	Syad.g_00186
OG0000183	Prac.g_01924	Syad.g_00190
OG0000184	Prac.g_01885	Syad.g_03018
OG0000185	Prac.g_01882	Syad.g_03006
OG0000186	Prac.g_01867	Syad.g_02722
OG0000187	Prac.g_01866	Syad.g_02724
OG0000188	Prac.g_01849	Syad.g_02759
OG0000189	Prac.g_01835	Syad.g_02788
OG0000190	Prac.g_01834	Syad.g_02790
OG0000191	Prac.g_01814	Syad.g_02824
OG0000192	Prac.g_01810	Syad.g_02834
OG0000193	Prac.g_01784	Syad.g_02877
OG0000194	Prac.g_01781	Syad.g_02880
OG0000195	Prac.g_01779	Syad.g_02884
OG0000196	Prac.g_01769	Syad.g_02894
OG0000197	Prac.g_01768	Syad.g_02895
OG0000198	Prac.g_01767	Syad.g_02896
OG0000199	Prac.g_01760	Syad.g_02904
OG0000200	Prac.g_01746	Syad.g_02921
OG0000201	Prac.g_01738	Syad.g_02937
OG0000202	Prac.g_01737	Syad.g_02938
OG0000203	Prac.g_01736	Syad.g_02939
OG0000204	Prac.g_01735	Syad.g_02940
OG0000205	Prac.g_01728	Syad.g_02948
OG0000206	Prac.g_01723	Syad.g_02955
OG0000207	Prac.g_01721	Syad.g_02957
OG0000208	Prac.g_01720	Syad.g_02958
OG0000209	Prac.g_01711	Syad.g_02981
OG0000210	Prac.g_01710	Syad.g_02982
OG0000211	Prac.g_01697	Syad.g_00813
OG0000212	Prac.g_01690	Syad.g_00825
OG0000213	Prac.g_01674	Syad.g_00556
OG0000214	Prac.g_01664	Syad.g_00538
OG0000215	Prac.g_01639	Syad.g_00508
OG0000216	Prac.g_01637	Syad.g_00504, Syad.g_00285
OG0000217	Prac.g_01634	Syad.g_00500
OG0000218	Prac.g_01632	Syad.g_00498
OG0000219	Prac.g_01631	Syad.g_00497
OG0000220	Prac.g_01630	Syad.g_00496
OG0000221	Prac.g_01629	Syad.g_00488
OG0000222	Prac.g_01621	Syad.g_00473
OG0000223	Prac.g_01608	Syad.g_00451
OG0000224	Prac.g_01606	Syad.g_00444
OG0000225	Prac.g_01188	Syad.g_00777
OG0000226	Prac.g_01184	Syad.g_00781
OG0000227	Prac.g_01182	Syad.g_00783
OG0000228	Prac.g_01179	Syad.g_00784
OG0000229	Prac.g_01111	Syad.g_02450
OG0000230	Prac.g_01109	Syad.g_02448
OG0000231	Prac.g_01098	Syad.g_02436
OG0000232	Prac.g_01089	Syad.g_02392
OG0000233	Prac.g_01082	Syad.g_02382
OG0000234	Prac.g_01068	Syad.g_02351
OG0000235	Prac.g_01065	Syad.g_00903
OG0000236	Prac.g_01051	Syad.g_00918
OG0000237	Prac.g_00865	Syad.g_00936
OG0000238	Prac.g_00859	Syad.g_00941
OG0000239	Prac.g_00847	Syad.g_00957
OG0000240	Prac.g_00846	Syad.g_00958
OG0000241	Prac.g_00842	Syad.g_02160
OG0000242	Prac.g_00840	Syad.g_00975
OG0000243	Prac.g_00829	Syad.g_01000
OG0000244	Prac.g_00826	Syad.g_01012
OG0000245	Prac.g_00824	Syad.g_01014
OG0000246	Prac.g_00820	Syad.g_01017
OG0000247	Prac.g_00810	Syad.g_01029
OG0000248	Prac.g_00808	Syad.g_01032
OG0000249	Prac.g_00806	Syad.g_01034
OG0000250	Prac.g_00801	Syad.g_01044
OG0000251	Prac.g_00782	Syad.g_01071
OG0000252	Prac.g_00778	Syad.g_01078
OG0000253	Prac.g_00777	Syad.g_01081
OG0000254	Prac.g_00760	Syad.g_02203
OG0000255	Prac.g_00754	Syad.g_02185
OG0000256	Prac.g_00744	Syad.g_02167
OG0000257	Prac.g_00741	Syad.g_02161
OG0000258	Prac.g_00728	Syad.g_02143
OG0000259	Prac.g_00711	Syad.g_01576
OG0000260	Prac.g_00708	Syad.g_01587
OG0000261	Prac.g_00706	Syad.g_01590
OG0000262	Prac.g_00702	Syad.g_01595
OG0000263	Prac.g_00690	Syad.g_01475
OG0000264	Prac.g_00680	Syad.g_01360
OG0000265	Prac.g_01560	Syad.g_01383
OG0000266	Prac.g_01550	Syad.g_01804
OG0000267	Prac.g_01539	Syad.g_01645
OG0000268	Prac.g_01538	Syad.g_01646
OG0000269	Prac.g_01480	Syad.g_01894
OG0000270	Prac.g_01477	Syad.g_01891
OG0000271	Prac.g_01469	Syad.g_01883
OG0000272	Prac.g_01468	Syad.g_01882
OG0000273	Prac.g_01445	Syad.g_01247
OG0000274	Prac.g_01444	Syad.g_01246
OG0000275	Prac.g_01442	Syad.g_01242
OG0000276	Prac.g_01437	Syad.g_01229
OG0000277	Prac.g_01436	Syad.g_01228
OG0000278	Prac.g_01433	Syad.g_01225
OG0000279	Prac.g_01426	Syad.g_01208
OG0000280	Prac.g_01425	Syad.g_01198
OG0000281	Prac.g_01420	Syad.g_00624
OG0000282	Prac.g_01382	Syad.g_01619
OG0000283	Prac.g_01350	Syad.g_01661
OG0000284	Prac.g_01345	Syad.g_01787
OG0000285	Prac.g_01340	Syad.g_01776
OG0000286	Prac.g_01328	Syad.g_01758
OG0000287	Prac.g_01311	Syad.g_01720
OG0000288	Prac.g_01283	Syad.g_01687
OG0000289	Prac.g_01272	Syad.g_01672
OG0000290	Prac.g_01259	Syad.g_01287
OG0000291	Prac.g_01257	Syad.g_01289
OG0000292	Prac.g_01207	Syad.g_00155
OG0000293	Prac.g_00994	Syad.g_01124
OG0000294	Prac.g_00993	Syad.g_01125
OG0000295	Prac.g_00973	Syad.g_01181
OG0000296	Prac.g_00971	Syad.g_01183
OG0000297	Prac.g_00963	Syad.g_01512
OG0000298	Prac.g_00962	Syad.g_01511
OG0000299	Prac.g_00945	Syad.g_01462
OG0000300	Prac.g_00942	Syad.g_01455
OG0000301	Prac.g_00941	Syad.g_01454
OG0000302	Prac.g_00939	Syad.g_01453
OG0000303	Prac.g_00932	Syad.g_01442
OG0000304	Prac.g_00928	Syad.g_01436
OG0000305	Prac.g_00209	Syad.g_01292
OG0000306	Prac.g_00212	Syad.g_01989
OG0000307	Prac.g_00226	Syad.g_00883
OG0000308	Prac.g_00227	Syad.g_00881
OG0000309	Prac.g_00231	Syad.g_00876
OG0000310	Prac.g_00426	Syad.g_02250
OG0000311	Prac.g_00424	Syad.g_02254
OG0000312	Prac.g_00421	Syad.g_02265
OG0000313	Prac.g_00407	Syad.g_02284
OG0000314	Prac.g_00384	Syad.g_02313, Syad.g_02231
OG0000315	Prac.g_00374	Syad.g_02323
OG0000316	Prac.g_00354	Syad.g_02564
OG0000317	Prac.g_00627	Syad.g_02620
OG0000318	Prac.g_00624	Syad.g_02624
OG0000319	Prac.g_00611	Syad.g_02642
OG0000320	Prac.g_00609	Syad.g_02644
OG0000321	Prac.g_00608	Syad.g_02645
OG0000322	Prac.g_00607	Syad.g_02646
OG0000323	Prac.g_00598	Syad.g_02661
OG0000324	Prac.g_00572	Syad.g_02505
OG0000325	Prac.g_00477	Syad.g_00591
OG0000326	Prac.g_00483	Syad.g_00598
OG0000327	Prac.g_00507	Syad.g_00649
OG0000328	Prac.g_00508	Syad.g_00650
OG0000329	Prac.g_00525	Syad.g_00668
OG0000330	Prac.g_00526	Syad.g_00669
OG0000331	Prac.g_00527	Syad.g_00670
OG0000332	Prac.g_00541	Syad.g_00685
OG0000333	Prac.g_00543	Syad.g_00688
OG0000334	Prac.g_00551	Syad.g_00697
OG0000335	Prac.g_00555	Syad.g_00702
OG0000336	Prac.g_00559	Syad.g_00706
OG0000337	Prac.g_00013	Syad.g_00425, Syad.g_00427
OG0000338	Prac.g_00014	Syad.g_00421
OG0000339	Prac.g_00018	Syad.g_00414
OG0000340	Prac.g_00026	Syad.g_00370
OG0000341	Prac.g_00028	Syad.g_00368
OG0000342	Prac.g_00029	Syad.g_00367
OG0000343	Prac.g_00030	Syad.g_00366
OG0000344	Prac.g_00033	Syad.g_00362
OG0000345	Prac.g_00038	Syad.g_00352
OG0000346	Prac.g_00042	Syad.g_00347
OG0000347	Prac.g_00057	Syad.g_00318
OG0000348	Prac.g_00066	Syad.g_00233
OG0000349	Prac.g_00083	Syad.g_00213
OG0000350	Prac.g_00101	Syad.g_00605
OG0000351	Prac.g_00118	Syad.g_00134
OG0000352	Prac.g_00119	Syad.g_00135
OG0000353	Prac.g_01948	Syad.g_00161
OG0000355	Prac.g_01946	Syad.g_00163
OG0000356	Prac.g_01945	Syad.g_00164
OG0000357	Prac.g_01944	Syad.g_00165
OG0000358	Prac.g_01940	Syad.g_00169
OG0000359	Prac.g_01939	Syad.g_00171
OG0000360	Prac.g_01938	Syad.g_00172
OG0000361	Prac.g_01937	Syad.g_00173
OG0000362	Prac.g_01935	Syad.g_00175
OG0000363	Prac.g_01933	Syad.g_00177
OG0000364	Prac.g_01932	Syad.g_00178
OG0000365	Prac.g_01927	Syad.g_00187
OG0000366	Prac.g_01926	Syad.g_00188
OG0000367	Prac.g_01925	Syad.g_00189
OG0000368	Prac.g_01923	Syad.g_00191
OG0000369	Prac.g_01922	Syad.g_00192
OG0000370	Prac.g_01921	Syad.g_00193
OG0000371	Prac.g_01915	Syad.g_00201
OG0000372	Prac.g_01911	Syad.g_00206
OG0000373	Prac.g_01910	Syad.g_00207
OG0000374	Prac.g_01909	Syad.g_00208
OG0000375	Prac.g_01892	Syad.g_00209
OG0000376	Prac.g_01890	Syad.g_00211
OG0000377	Prac.g_01886	Syad.g_03027
OG0000378	Prac.g_01884	Syad.g_03012
OG0000379	Prac.g_01881	Syad.g_03005
OG0000380	Prac.g_01865	Syad.g_02725
OG0000381	Prac.g_01861	Syad.g_02729
OG0000382	Prac.g_01850	Syad.g_02758
OG0000383	Prac.g_01848	Syad.g_02761
OG0000384	Prac.g_01847	Syad.g_02762
OG0000385	Prac.g_01846	Syad.g_02763
OG0000386	Prac.g_01845	Syad.g_02764
OG0000387	Prac.g_01832	Syad.g_02792
OG0000388	Prac.g_01829	Syad.g_02796
OG0000389	Prac.g_01825	Syad.g_02800
OG0000390	Prac.g_01818	Syad.g_02818
OG0000391	Prac.g_01815	Syad.g_02823
OG0000392	Prac.g_01811	Syad.g_02833
OG0000393	Prac.g_01809	Syad.g_02837
OG0000394	Prac.g_01808	Syad.g_02838
OG0000395	Prac.g_01807	Syad.g_02839
OG0000396	Prac.g_01804	Syad.g_02843
OG0000397	Prac.g_01802	Syad.g_02845
OG0000398	Prac.g_01800	Syad.g_02850
OG0000399	Prac.g_01799	Syad.g_02851
OG0000400	Prac.g_01798	Syad.g_02852
OG0000401	Prac.g_01797	Syad.g_02853
OG0000402	Prac.g_01795	Syad.g_02855
OG0000403	Prac.g_01794	Syad.g_02856
OG0000404	Prac.g_01793	Syad.g_02858
OG0000405	Prac.g_01789	Syad.g_02874
OG0000406	Prac.g_01783	Syad.g_02878
OG0000407	Prac.g_01782	Syad.g_02879
OG0000408	Prac.g_01780	Syad.g_02883
OG0000409	Prac.g_01778	Syad.g_02885
OG0000410	Prac.g_01777	Syad.g_02886
OG0000411	Prac.g_01776	Syad.g_02887
OG0000412	Prac.g_01775	Syad.g_02888
OG0000413	Prac.g_01774	Syad.g_02890
OG0000415	Prac.g_01772	Syad.g_02891
OG0000416	Prac.g_01771	Syad.g_02892
OG0000417	Prac.g_01770	Syad.g_02893
OG0000418	Prac.g_01765	Syad.g_02898
OG0000419	Prac.g_01763	Syad.g_02900
OG0000420	Prac.g_01762	Syad.g_02902
OG0000421	Prac.g_01757	Syad.g_02907
OG0000422	Prac.g_01756	Syad.g_02908
OG0000423	Prac.g_01755	Syad.g_02909
OG0000424	Prac.g_01754	Syad.g_02910
OG0000425	Prac.g_01753	Syad.g_02911
OG0000426	Prac.g_01752	Syad.g_02912
OG0000427	Prac.g_01751	Syad.g_02913
OG0000428	Prac.g_01749	Syad.g_02916
OG0000429	Prac.g_01748	Syad.g_02918
OG0000430	Prac.g_01747	Syad.g_02920
OG0000431	Prac.g_01745	Syad.g_02923
OG0000432	Prac.g_01742	Syad.g_02930
OG0000433	Prac.g_01741	Syad.g_02933
OG0000434	Prac.g_01740	Syad.g_02934
OG0000435	Prac.g_01739	Syad.g_02936
OG0000436	Prac.g_01734	Syad.g_02942
OG0000437	Prac.g_01733	Syad.g_02943
OG0000438	Prac.g_01732	Syad.g_02944
OG0000439	Prac.g_01730	Syad.g_02946
OG0000440	Prac.g_01729	Syad.g_02947
OG0000441	Prac.g_01726	Syad.g_02951
OG0000442	Prac.g_01725	Syad.g_02952
OG0000443	Prac.g_01724	Syad.g_02953
OG0000444	Prac.g_01719	Syad.g_02964
OG0000445	Prac.g_01718	Syad.g_02965
OG0000446	Prac.g_01717	Syad.g_02967
OG0000447	Prac.g_01716	Syad.g_02970
OG0000448	Prac.g_01715	Syad.g_02971
OG0000449	Prac.g_01714	Syad.g_02972
OG0000450	Prac.g_01713	Syad.g_02978
OG0000451	Prac.g_01712	Syad.g_02979
OG0000452	Prac.g_01709	Syad.g_02983
OG0000453	Prac.g_01708	Syad.g_02984
OG0000454	Prac.g_01707	Syad.g_02985
OG0000455	Prac.g_01706	Syad.g_02986
OG0000456	Prac.g_01705	Syad.g_02987
OG0000457	Prac.g_01704	Syad.g_02989
OG0000458	Prac.g_01703	Syad.g_02998
OG0000459	Prac.g_01702	Syad.g_02999
OG0000460	Prac.g_01695	Syad.g_00815
OG0000461	Prac.g_01688	Syad.g_00579
OG0000462	Prac.g_01686	Syad.g_00576
OG0000463	Prac.g_01685	Syad.g_00575
OG0000464	Prac.g_01684	Syad.g_00574
OG0000465	Prac.g_01683	Syad.g_00573
OG0000466	Prac.g_01680	Syad.g_00568
OG0000467	Prac.g_01679	Syad.g_00566
OG0000468	Prac.g_01678	Syad.g_00561
OG0000469	Prac.g_01669	Syad.g_00545
OG0000470	Prac.g_01667	Syad.g_00542
OG0000471	Prac.g_01666	Syad.g_00541
OG0000472	Prac.g_01665	Syad.g_00539
OG0000473	Prac.g_01663	Syad.g_00537
OG0000474	Prac.g_01662	Syad.g_00536
OG0000475	Prac.g_01661	Syad.g_00535
OG0000476	Prac.g_01660	Syad.g_00533
OG0000477	Prac.g_01656	Syad.g_00528
OG0000478	Prac.g_01655	Syad.g_00527
OG0000479	Prac.g_01654	Syad.g_00526
OG0000480	Prac.g_01649	Syad.g_00520
OG0000481	Prac.g_01647	Syad.g_00518
OG0000482	Prac.g_01646	Syad.g_00517
OG0000483	Prac.g_01643	Syad.g_00513
OG0000484	Prac.g_01642	Syad.g_00512
OG0000485	Prac.g_01641	Syad.g_00511
OG0000486	Prac.g_01640	Syad.g_00510
OG0000487	Prac.g_01636	Syad.g_00503
OG0000488	Prac.g_01633	Syad.g_00499
OG0000489	Prac.g_01628	Syad.g_00487
OG0000490	Prac.g_01623	Syad.g_00475
OG0000491	Prac.g_01622	Syad.g_00474
OG0000492	Prac.g_01620	Syad.g_00472
OG0000493	Prac.g_01619	Syad.g_00471
OG0000494	Prac.g_01618	Syad.g_00470
OG0000495	Prac.g_01617	Syad.g_00469
OG0000496	Prac.g_01616	Syad.g_00468
OG0000497	Prac.g_01615	Syad.g_00467
OG0000498	Prac.g_01614	Syad.g_00466
OG0000499	Prac.g_01613	Syad.g_00465
OG0000500	Prac.g_01612	Syad.g_00464
OG0000501	Prac.g_01610	Syad.g_00461
OG0000502	Prac.g_01607	Syad.g_00449
OG0000503	Prac.g_01200	Syad.g_00761
OG0000504	Prac.g_01199	Syad.g_00763
OG0000505	Prac.g_01198	Syad.g_00764
OG0000506	Prac.g_01196	Syad.g_00766
OG0000507	Prac.g_01193	Syad.g_00772
OG0000508	Prac.g_01189	Syad.g_00776
OG0000509	Prac.g_01187	Syad.g_00778
OG0000510	Prac.g_01186	Syad.g_00779
OG0000511	Prac.g_01185	Syad.g_00780
OG0000512	Prac.g_01183	Syad.g_00782
OG0000513	Prac.g_01176	Syad.g_00789
OG0000514	Prac.g_01116	Syad.g_00795
OG0000515	Prac.g_01115	Syad.g_00796
OG0000516	Prac.g_01114	Syad.g_02456
OG0000517	Prac.g_01112	Syad.g_02451
OG0000518	Prac.g_01101	Syad.g_02439
OG0000519	Prac.g_01100	Syad.g_02438
OG0000520	Prac.g_01099	Syad.g_02437
OG0000521	Prac.g_01094	Syad.g_01108
OG0000522	Prac.g_01092	Syad.g_01109
OG0000523	Prac.g_01091	Syad.g_01110
OG0000524	Prac.g_01084	Syad.g_02386
OG0000525	Prac.g_01081	Syad.g_02363
OG0000526	Prac.g_01080	Syad.g_02360
OG0000527	Prac.g_01071	Syad.g_02355
OG0000528	Prac.g_01066	Syad.g_00897
OG0000529	Prac.g_01063	Syad.g_00905
OG0000530	Prac.g_01060	Syad.g_00908
OG0000531	Prac.g_01059	Syad.g_00909
OG0000532	Prac.g_01057	Syad.g_00912
OG0000533	Prac.g_01056	Syad.g_00913
OG0000534	Prac.g_01055	Syad.g_00914
OG0000535	Prac.g_01054	Syad.g_00915
OG0000536	Prac.g_01053	Syad.g_00916
OG0000537	Prac.g_01052	Syad.g_00917
OG0000538	Prac.g_00871	Syad.g_00929
OG0000539	Prac.g_00870	Syad.g_00930
OG0000540	Prac.g_00869	Syad.g_00931
OG0000541	Prac.g_00868	Syad.g_00932
OG0000542	Prac.g_00866	Syad.g_00935
OG0000543	Prac.g_00864	Syad.g_00937
OG0000544	Prac.g_00863	Syad.g_00938
OG0000545	Prac.g_00861	Syad.g_00940
OG0000546	Prac.g_00858	Syad.g_00942
OG0000547	Prac.g_00857	Syad.g_00944
OG0000548	Prac.g_00856	Syad.g_00945
OG0000549	Prac.g_00854	Syad.g_00952
OG0000550	Prac.g_00849	Syad.g_00956
OG0000551	Prac.g_00845	Syad.g_00960
OG0000552	Prac.g_00844	Syad.g_00961
OG0000553	Prac.g_00843	Syad.g_00965
OG0000554	Prac.g_00838	Syad.g_00978
OG0000555	Prac.g_00830	Syad.g_00999
OG0000556	Prac.g_00828	Syad.g_01003
OG0000557	Prac.g_00827	Syad.g_01011
OG0000558	Prac.g_00825	Syad.g_01013
OG0000559	Prac.g_00821	Syad.g_01016
OG0000560	Prac.g_00818	Syad.g_01019
OG0000561	Prac.g_00817	Syad.g_01020
OG0000562	Prac.g_00816	Syad.g_01021
OG0000563	Prac.g_00815	Syad.g_01022
OG0000564	Prac.g_00814	Syad.g_01023
OG0000565	Prac.g_00811	Syad.g_01027
OG0000566	Prac.g_00809	Syad.g_01031
OG0000567	Prac.g_00805	Syad.g_01035
OG0000568	Prac.g_00804	Syad.g_01040
OG0000569	Prac.g_00803	Syad.g_01041
OG0000570	Prac.g_00802	Syad.g_01042
OG0000571	Prac.g_00800	Syad.g_01046
OG0000572	Prac.g_00787	Syad.g_01064
OG0000573	Prac.g_00780	Syad.g_01072
OG0000574	Prac.g_00779	Syad.g_01077
OG0000575	Prac.g_00775	Syad.g_01083
OG0000576	Prac.g_00772	Syad.g_01085
OG0000577	Prac.g_00771	Syad.g_01086
OG0000578	Prac.g_00770	Syad.g_01087
OG0000579	Prac.g_00769	Syad.g_01088
OG0000580	Prac.g_00768	Syad.g_01089
OG0000581	Prac.g_00766	Syad.g_01097
OG0000582	Prac.g_00763	Syad.g_02206
OG0000583	Prac.g_00762	Syad.g_02205
OG0000584	Prac.g_00761	Syad.g_02204
