Orthogroup	Prac	Syab
OG0000077	Prac.g_01853	Syab.g_02446
OG0000078	Prac.g_01691	Syab.g_02366
OG0000081	Prac.g_00841	Syab.g_01793
OG0000082	Prac.g_00788	Syab.g_01971
OG0000084	Prac.g_00415	Syab.g_00781
OG0000085	Prac.g_00632	Syab.g_02243
OG0000086	Prac.g_01843	Syab.g_02468
OG0000087	Prac.g_01792	Syab.g_02551
OG0000088	Prac.g_01764	Syab.g_02586
OG0000089	Prac.g_01178	Syab.g_00551
OG0000090	Prac.g_00839	Syab.g_02041
OG0000091	Prac.g_00729	Syab.g_01866
OG0000092	Prac.g_00003	Syab.g_01242, Syab.g_00690
OG0000093	Prac.g_01359	Syab.g_01582
OG0000094	Prac.g_01275	Syab.g_01306
OG0000095	Prac.g_01256	Syab.g_01210
OG0000097	Prac.g_00944	Syab.g_01051
OG0000098	Prac.g_00199	Syab.g_01553
OG0000099	Prac.g_00256	Syab.g_00230
OG0000100	Prac.g_00337	Syab.g_01694
OG0000101	Prac.g_00548	Syab.g_00446
OG0000102	Prac.g_00046	Syab.g_00104
OG0000103	Prac.g_00123	Syab.g_02895, Syab.g_01296
OG0000104	Prac.g_00131	Syab.g_02910
OG0000105	Prac.g_01657	Syab.g_00303
OG0000106	Prac.g_01163	Syab.g_01817
OG0000107	Prac.g_01148	Syab.g_00367
OG0000108	Prac.g_01064	Syab.g_02096
OG0000109	Prac.g_01050	Syab.g_02112
OG0000110	Prac.g_00798	Syab.g_01984
OG0000111	Prac.g_00672	Syab.g_01201
OG0000112	Prac.g_01507	Syab.g_01392
OG0000113	Prac.g_01453	Syab.g_01689
OG0000114	Prac.g_01384	Syab.g_02656, Syab.g_01633
OG0000115	Prac.g_01040	Syab.g_00748
OG0000116	Prac.g_00995	Syab.g_00945
OG0000117	Prac.g_01955	Syab.g_01018
OG0000118	Prac.g_00187	Syab.g_00897
OG0000120	Prac.g_00248	Syab.g_00229
OG0000121	Prac.g_00409	Syab.g_00772
OG0000122	Prac.g_00371	Syab.g_01839
OG0000123	Prac.g_00554	Syab.g_00454
OG0000124	Prac.g_00056	Syab.g_00088
OG0000125	Prac.g_00092	Syab.g_02763
OG0000126	Prac.g_00130	Syab.g_02908
OG0000128	Prac.g_01936	Syab.g_00012
OG0000129	Prac.g_01888	Syab.g_02749
OG0000130	Prac.g_01862	Syab.g_02434
OG0000131	Prac.g_01785	Syab.g_02564
OG0000132	Prac.g_01766	Syab.g_02584
OG0000133	Prac.g_01609	Syab.g_01387
OG0000134	Prac.g_01177	Syab.g_00554
OG0000135	Prac.g_01150	Syab.g_02815
OG0000136	Prac.g_01106	Syab.g_00588
OG0000137	Prac.g_01069	Syab.g_00697
OG0000138	Prac.g_01049	Syab.g_02113
OG0000139	Prac.g_00835	Syab.g_02035
OG0000140	Prac.g_00834	Syab.g_02033
OG0000141	Prac.g_00764	Syab.g_01931
OG0000142	Prac.g_00736	Syab.g_01524, Syab.g_01873
OG0000143	Prac.g_00732	Syab.g_01870
OG0000144	Prac.g_00719	Syab.g_01757
OG0000145	Prac.g_01508	Syab.g_02120
OG0000146	Prac.g_01506	Syab.g_01393
OG0000147	Prac.g_01505	Syab.g_01394
OG0000148	Prac.g_01459	Syab.g_01682, Syab.g_01683
OG0000149	Prac.g_01429	Syab.g_01720
OG0000150	Prac.g_01421	Syab.g_01930
OG0000151	Prac.g_01374	Syab.g_01612
OG0000152	Prac.g_01327	Syab.g_01383
OG0000153	Prac.g_01308	Syab.g_01343
OG0000154	Prac.g_01282	Syab.g_01317
OG0000155	Prac.g_00965	Syab.g_01009
OG0000156	Prac.g_00164	Syab.g_00933
OG0000157	Prac.g_00165	Syab.g_00932
OG0000158	Prac.g_00447	Syab.g_00161
OG0000160	Prac.g_00410	Syab.g_00774
OG0000161	Prac.g_00404	Syab.g_00766
OG0000162	Prac.g_00398	Syab.g_00755
OG0000163	Prac.g_00364	Syab.g_02173
OG0000164	Prac.g_00601	Syab.g_02307
OG0000165	Prac.g_00594	Syab.g_02316
OG0000166	Prac.g_00512	Syab.g_00407
OG0000167	Prac.g_00015	Syab.g_00205
OG0000168	Prac.g_00025	Syab.g_00136
OG0000169	Prac.g_00035	Syab.g_00125
OG0000170	Prac.g_00037	Syab.g_00118
OG0000171	Prac.g_00055	Syab.g_00089
OG0000172	Prac.g_00063	Syab.g_00080
OG0000173	Prac.g_00078	Syab.g_00061
OG0000174	Prac.g_00105	Syab.g_02819
OG0000175	Prac.g_00115	Syab.g_02876
OG0000176	Prac.g_01943	Syab.g_00004
OG0000177	Prac.g_01942	Syab.g_00005
OG0000178	Prac.g_01941	Syab.g_00006
OG0000179	Prac.g_01931	Syab.g_00022
OG0000180	Prac.g_01930	Syab.g_00023
OG0000181	Prac.g_01929	Syab.g_00024
OG0000182	Prac.g_01928	Syab.g_00025
OG0000183	Prac.g_01924	Syab.g_00029
OG0000184	Prac.g_01885	Syab.g_02738
OG0000185	Prac.g_01882	Syab.g_02715
OG0000186	Prac.g_01867	Syab.g_02430
OG0000187	Prac.g_01866	Syab.g_02431
OG0000188	Prac.g_01849	Syab.g_02454
OG0000189	Prac.g_01835	Syab.g_02487
OG0000190	Prac.g_01834	Syab.g_00190, Syab.g_00139
OG0000191	Prac.g_01814	Syab.g_02522
OG0000192	Prac.g_01810	Syab.g_02528
OG0000193	Prac.g_01784	Syab.g_02565
OG0000194	Prac.g_01781	Syab.g_02568
OG0000195	Prac.g_01779	Syab.g_02570
OG0000196	Prac.g_01769	Syab.g_02581
OG0000197	Prac.g_01768	Syab.g_02582
OG0000198	Prac.g_01767	Syab.g_02583
OG0000199	Prac.g_01760	Syab.g_02591
OG0000200	Prac.g_01746	Syab.g_02611
OG0000201	Prac.g_01738	Syab.g_02628
OG0000202	Prac.g_01737	Syab.g_02629
OG0000203	Prac.g_01736	Syab.g_02630
OG0000204	Prac.g_01735	Syab.g_02631
OG0000205	Prac.g_01728	Syab.g_02638
OG0000206	Prac.g_01723	Syab.g_02674
OG0000207	Prac.g_01721	Syab.g_02677
OG0000208	Prac.g_01720	Syab.g_02678
OG0000209	Prac.g_01711	Syab.g_02698
OG0000210	Prac.g_01710	Syab.g_02699
OG0000211	Prac.g_01697	Syab.g_02374
OG0000212	Prac.g_01690	Syab.g_02365
OG0000213	Prac.g_01674	Syab.g_00332
OG0000214	Prac.g_01664	Syab.g_00312
OG0000215	Prac.g_01639	Syab.g_00281
OG0000216	Prac.g_01637	Syab.g_00277
OG0000217	Prac.g_01634	Syab.g_00273
OG0000218	Prac.g_01632	Syab.g_00271
OG0000219	Prac.g_01631	Syab.g_00270
OG0000220	Prac.g_01630	Syab.g_00269
OG0000221	Prac.g_01629	Syab.g_00257
OG0000222	Prac.g_01621	Syab.g_00244
OG0000223	Prac.g_01608	Syab.g_00226
OG0000224	Prac.g_01606	Syab.g_00223
OG0000225	Prac.g_01188	Syab.g_00538
OG0000226	Prac.g_01184	Syab.g_00542
OG0000227	Prac.g_01182	Syab.g_00544
OG0000228	Prac.g_01179	Syab.g_00550
OG0000229	Prac.g_01111	Syab.g_00583
OG0000230	Prac.g_01109	Syab.g_00585
OG0000231	Prac.g_01098	Syab.g_00613
OG0000232	Prac.g_01089	Syab.g_00631
OG0000233	Prac.g_01082	Syab.g_00645
OG0000234	Prac.g_01068	Syab.g_00699
OG0000235	Prac.g_01065	Syab.g_02095
OG0000236	Prac.g_01051	Syab.g_02111
OG0000237	Prac.g_00865	Syab.g_02129
OG0000238	Prac.g_00859	Syab.g_02134
OG0000239	Prac.g_00847	Syab.g_02151
OG0000240	Prac.g_00846	Syab.g_02152
OG0000241	Prac.g_00842	Syab.g_01884
OG0000242	Prac.g_00840	Syab.g_02043
OG0000243	Prac.g_00829	Syab.g_02025
OG0000244	Prac.g_00826	Syab.g_02017
OG0000245	Prac.g_00824	Syab.g_02015
OG0000246	Prac.g_00820	Syab.g_02011
OG0000247	Prac.g_00810	Syab.g_01999
OG0000248	Prac.g_00808	Syab.g_01996
OG0000249	Prac.g_00806	Syab.g_01994
OG0000250	Prac.g_00801	Syab.g_01988
OG0000251	Prac.g_00782	Syab.g_01961
OG0000252	Prac.g_00778	Syab.g_01958
OG0000253	Prac.g_00777	Syab.g_01956
OG0000254	Prac.g_00760	Syab.g_01925
OG0000255	Prac.g_00754	Syab.g_01912
OG0000256	Prac.g_00744	Syab.g_01890
OG0000257	Prac.g_00741	Syab.g_01885
OG0000258	Prac.g_00728	Syab.g_01861
OG0000259	Prac.g_00711	Syab.g_01538
OG0000260	Prac.g_00708	Syab.g_01544
OG0000261	Prac.g_00706	Syab.g_01556
OG0000262	Prac.g_00702	Syab.g_01561
OG0000263	Prac.g_00690	Syab.g_01035
OG0000264	Prac.g_00680	Syab.g_01173
OG0000265	Prac.g_01560	Syab.g_01773
OG0000266	Prac.g_01550	Syab.g_01667
OG0000267	Prac.g_01539	Syab.g_01433
OG0000268	Prac.g_01538	Syab.g_01432
OG0000269	Prac.g_01480	Syab.g_01650
OG0000270	Prac.g_01477	Syab.g_01657
OG0000271	Prac.g_01469	Syab.g_01279
OG0000272	Prac.g_01468	Syab.g_01280
OG0000273	Prac.g_01445	Syab.g_01699
OG0000274	Prac.g_01444	Syab.g_01700
OG0000275	Prac.g_01442	Syab.g_01704
OG0000276	Prac.g_01437	Syab.g_01712
OG0000277	Prac.g_01436	Syab.g_01713
OG0000278	Prac.g_01433	Syab.g_01716
OG0000279	Prac.g_01426	Syab.g_01724
OG0000280	Prac.g_01425	Syab.g_01736
OG0000281	Prac.g_01420	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prac.g_01382	Syab.g_01631
OG0000283	Prac.g_01350	Syab.g_01418
OG0000284	Prac.g_01345	Syab.g_01413
OG0000285	Prac.g_01340	Syab.g_01402
OG0000286	Prac.g_01328	Syab.g_01384
OG0000287	Prac.g_01311	Syab.g_01350
OG0000288	Prac.g_01283	Syab.g_01318
OG0000289	Prac.g_01272	Syab.g_01303
OG0000290	Prac.g_01259	Syab.g_01213
OG0000291	Prac.g_01257	Syab.g_01211
OG0000292	Prac.g_01207	Syab.g_02907
OG0000293	Prac.g_00994	Syab.g_00946
OG0000294	Prac.g_00993	Syab.g_00947
OG0000295	Prac.g_00973	Syab.g_01001
OG0000296	Prac.g_00971	Syab.g_01003
OG0000297	Prac.g_00963	Syab.g_01016
OG0000298	Prac.g_00962	Syab.g_01017
OG0000299	Prac.g_00945	Syab.g_01047
OG0000300	Prac.g_00942	Syab.g_01054
OG0000301	Prac.g_00941	Syab.g_01055
OG0000302	Prac.g_00939	Syab.g_01056
OG0000303	Prac.g_00932	Syab.g_01149
OG0000304	Prac.g_00928	Syab.g_01143
OG0000305	Prac.g_00209	Syab.g_01208
OG0000306	Prac.g_00212	Syab.g_01819
OG0000307	Prac.g_00226	Syab.g_02078
OG0000308	Prac.g_00227	Syab.g_02076
OG0000309	Prac.g_00231	Syab.g_02071
OG0000310	Prac.g_00426	Syab.g_00817
OG0000311	Prac.g_00424	Syab.g_00811
OG0000312	Prac.g_00421	Syab.g_00793
OG0000313	Prac.g_00407	Syab.g_00769
OG0000314	Prac.g_00384	Syab.g_00736
OG0000315	Prac.g_00374	Syab.g_00726
OG0000316	Prac.g_00354	Syab.g_02189
OG0000317	Prac.g_00627	Syab.g_02251
OG0000318	Prac.g_00624	Syab.g_02257
OG0000319	Prac.g_00611	Syab.g_02291
OG0000320	Prac.g_00609	Syab.g_02293
OG0000321	Prac.g_00608	Syab.g_02294
OG0000322	Prac.g_00607	Syab.g_02295
OG0000323	Prac.g_00598	Syab.g_02310
OG0000324	Prac.g_00572	Syab.g_02341
OG0000325	Prac.g_00477	Syab.g_00368
OG0000326	Prac.g_00483	Syab.g_00375
OG0000327	Prac.g_00507	Syab.g_00402
OG0000328	Prac.g_00508	Syab.g_00403
OG0000329	Prac.g_00525	Syab.g_00420
OG0000330	Prac.g_00526	Syab.g_00421
OG0000331	Prac.g_00527	Syab.g_00422
OG0000332	Prac.g_00541	Syab.g_00437
OG0000333	Prac.g_00543	Syab.g_00440
OG0000334	Prac.g_00551	Syab.g_00450
OG0000335	Prac.g_00555	Syab.g_00455
OG0000336	Prac.g_00559	Syab.g_00459
OG0000337	Prac.g_00013	Syab.g_00210
OG0000338	Prac.g_00014	Syab.g_00207
OG0000339	Prac.g_00018	Syab.g_00201
OG0000340	Prac.g_00026	Syab.g_00135
OG0000341	Prac.g_00028	Syab.g_00157, Syab.g_00133
OG0000342	Prac.g_00029	Syab.g_00132
OG0000343	Prac.g_00030	Syab.g_00131
OG0000344	Prac.g_00033	Syab.g_00127, Syab.g_02424
OG0000345	Prac.g_00038	Syab.g_00117
OG0000346	Prac.g_00042	Syab.g_00112
OG0000347	Prac.g_00057	Syab.g_00087
OG0000348	Prac.g_00066	Syab.g_00076
OG0000349	Prac.g_00083	Syab.g_00054
OG0000350	Prac.g_00101	Syab.g_00382
OG0000351	Prac.g_00118	Syab.g_02879
OG0000352	Prac.g_00119	Syab.g_02880
OG0000353	Prac.g_01948	Syab.g_02913
OG0000355	Prac.g_01946	Syab.g_00001
OG0000356	Prac.g_01945	Syab.g_00002
OG0000357	Prac.g_01944	Syab.g_00003
OG0000358	Prac.g_01940	Syab.g_00007
OG0000359	Prac.g_01939	Syab.g_00009
OG0000360	Prac.g_01938	Syab.g_00010
OG0000361	Prac.g_01937	Syab.g_00011
OG0000362	Prac.g_01935	Syab.g_00013
OG0000363	Prac.g_01933	Syab.g_00015
OG0000364	Prac.g_01932	Syab.g_00016
OG0000365	Prac.g_01927	Syab.g_00026
OG0000366	Prac.g_01926	Syab.g_00027
OG0000367	Prac.g_01925	Syab.g_00028
OG0000368	Prac.g_01923	Syab.g_00030
OG0000369	Prac.g_01922	Syab.g_00031
OG0000370	Prac.g_01921	Syab.g_00032
OG0000371	Prac.g_01915	Syab.g_00711, Syab.g_00039
OG0000372	Prac.g_01911	Syab.g_00045
OG0000373	Prac.g_01910	Syab.g_00046
OG0000374	Prac.g_01909	Syab.g_00047
OG0000375	Prac.g_01892	Syab.g_00050
OG0000376	Prac.g_01890	Syab.g_00052
OG0000377	Prac.g_01886	Syab.g_02748
OG0000378	Prac.g_01884	Syab.g_02717
OG0000379	Prac.g_01881	Syab.g_02714
OG0000380	Prac.g_01865	Syab.g_02432
OG0000381	Prac.g_01861	Syab.g_02435
OG0000382	Prac.g_01850	Syab.g_02453
OG0000383	Prac.g_01848	Syab.g_02459
OG0000384	Prac.g_01847	Syab.g_02460
OG0000385	Prac.g_01846	Syab.g_02461
OG0000386	Prac.g_01845	Syab.g_02462
OG0000387	Prac.g_01832	Syab.g_02491
OG0000388	Prac.g_01829	Syab.g_02495
OG0000389	Prac.g_01825	Syab.g_02499
OG0000390	Prac.g_01818	Syab.g_02516
OG0000391	Prac.g_01815	Syab.g_02521
OG0000392	Prac.g_01811	Syab.g_02527
OG0000393	Prac.g_01809	Syab.g_02530
OG0000394	Prac.g_01808	Syab.g_02531
OG0000395	Prac.g_01807	Syab.g_02532
OG0000396	Prac.g_01804	Syab.g_02535
OG0000397	Prac.g_01802	Syab.g_02537
OG0000398	Prac.g_01800	Syab.g_02542
OG0000399	Prac.g_01799	Syab.g_02543
OG0000400	Prac.g_01798	Syab.g_02544
OG0000401	Prac.g_01797	Syab.g_02545
OG0000402	Prac.g_01795	Syab.g_02547
OG0000403	Prac.g_01794	Syab.g_02548
OG0000404	Prac.g_01793	Syab.g_02550
OG0000405	Prac.g_01789	Syab.g_02562
OG0000406	Prac.g_01783	Syab.g_02566
OG0000407	Prac.g_01782	Syab.g_02567
OG0000408	Prac.g_01780	Syab.g_02569
OG0000409	Prac.g_01778	Syab.g_02571
OG0000410	Prac.g_01777	Syab.g_02572
OG0000411	Prac.g_01776	Syab.g_02573
OG0000412	Prac.g_01775	Syab.g_02574
OG0000413	Prac.g_01774	Syab.g_02576
OG0000414	Prac.g_01590, Prac.g_01773	Syab.g_02577
OG0000415	Prac.g_01772	Syab.g_02578
OG0000416	Prac.g_01771	Syab.g_02579
OG0000417	Prac.g_01770	Syab.g_02580
OG0000418	Prac.g_01765	Syab.g_02585
OG0000419	Prac.g_01763	Syab.g_02587
OG0000420	Prac.g_01762	Syab.g_02589
OG0000421	Prac.g_01757	Syab.g_02595
OG0000422	Prac.g_01756	Syab.g_02596
OG0000423	Prac.g_01755	Syab.g_02597
OG0000424	Prac.g_01754	Syab.g_02598
OG0000425	Prac.g_01753	Syab.g_02599
OG0000426	Prac.g_01752	Syab.g_02600
OG0000427	Prac.g_01751	Syab.g_02601
OG0000428	Prac.g_01749	Syab.g_02604
OG0000429	Prac.g_01748	Syab.g_02608
OG0000430	Prac.g_01747	Syab.g_02610
OG0000431	Prac.g_01745	Syab.g_02613
OG0000432	Prac.g_01742	Syab.g_02619
OG0000433	Prac.g_01741	Syab.g_02622
OG0000434	Prac.g_01740	Syab.g_02623
OG0000435	Prac.g_01739	Syab.g_02625
OG0000436	Prac.g_01734	Syab.g_02632
OG0000437	Prac.g_01733	Syab.g_02633
OG0000438	Prac.g_01732	Syab.g_02634
OG0000439	Prac.g_01730	Syab.g_02636
OG0000440	Prac.g_01729	Syab.g_02637
OG0000441	Prac.g_01726	Syab.g_02641
OG0000442	Prac.g_01725	Syab.g_02642
OG0000443	Prac.g_01724	Syab.g_02668
OG0000444	Prac.g_01719	Syab.g_02681
OG0000445	Prac.g_01718	Syab.g_02682
OG0000446	Prac.g_01717	Syab.g_02684
OG0000447	Prac.g_01716	Syab.g_02687
OG0000448	Prac.g_01715	Syab.g_02688
OG0000449	Prac.g_01714	Syab.g_02689
OG0000450	Prac.g_01713	Syab.g_02695
OG0000451	Prac.g_01712	Syab.g_02696
OG0000452	Prac.g_01709	Syab.g_02701
OG0000453	Prac.g_01708	Syab.g_02702
OG0000454	Prac.g_01707	Syab.g_02703
OG0000455	Prac.g_01706	Syab.g_02704
OG0000456	Prac.g_01705	Syab.g_02705
OG0000457	Prac.g_01704	Syab.g_02707
OG0000458	Prac.g_01703	Syab.g_02708
OG0000459	Prac.g_01702	Syab.g_02709
OG0000460	Prac.g_01695	Syab.g_02372
OG0000461	Prac.g_01688	Syab.g_00356
OG0000462	Prac.g_01686	Syab.g_00352
OG0000463	Prac.g_01685	Syab.g_00351
OG0000464	Prac.g_01684	Syab.g_00350
OG0000465	Prac.g_01683	Syab.g_00349
OG0000466	Prac.g_01680	Syab.g_00343
OG0000467	Prac.g_01679	Syab.g_00341
OG0000468	Prac.g_01678	Syab.g_00336
OG0000469	Prac.g_01669	Syab.g_00318
OG0000470	Prac.g_01667	Syab.g_00316
OG0000471	Prac.g_01666	Syab.g_00315
OG0000472	Prac.g_01665	Syab.g_00313
OG0000473	Prac.g_01663	Syab.g_00311
OG0000474	Prac.g_01662	Syab.g_00310
OG0000475	Prac.g_01661	Syab.g_00309
OG0000476	Prac.g_01660	Syab.g_00307
OG0000477	Prac.g_01656	Syab.g_00301
OG0000478	Prac.g_01655	Syab.g_00300
OG0000479	Prac.g_01654	Syab.g_00299
OG0000480	Prac.g_01649	Syab.g_00292
OG0000481	Prac.g_01647	Syab.g_00290
OG0000482	Prac.g_01646	Syab.g_00289
OG0000483	Prac.g_01643	Syab.g_00285
OG0000484	Prac.g_01642	Syab.g_00284
OG0000485	Prac.g_01641	Syab.g_00283
OG0000486	Prac.g_01640	Syab.g_00282
OG0000487	Prac.g_01636	Syab.g_00276
OG0000488	Prac.g_01633	Syab.g_00272
OG0000489	Prac.g_01628	Syab.g_00256
OG0000490	Prac.g_01623	Syab.g_00247
OG0000491	Prac.g_01622	Syab.g_00245
OG0000492	Prac.g_01620	Syab.g_00243
OG0000493	Prac.g_01619	Syab.g_00242
OG0000494	Prac.g_01618	Syab.g_00241
OG0000495	Prac.g_01617	Syab.g_00240
OG0000496	Prac.g_01616	Syab.g_00239
OG0000497	Prac.g_01615	Syab.g_00238
OG0000498	Prac.g_01614	Syab.g_00237
OG0000499	Prac.g_01613	Syab.g_00236
OG0000500	Prac.g_01612	Syab.g_00235
OG0000501	Prac.g_01610	Syab.g_00232
OG0000502	Prac.g_01607	Syab.g_00224
OG0000503	Prac.g_01200	Syab.g_00523
OG0000504	Prac.g_01199	Syab.g_00525
OG0000505	Prac.g_01198	Syab.g_00526
OG0000506	Prac.g_01196	Syab.g_00528
OG0000507	Prac.g_01193	Syab.g_00533
OG0000508	Prac.g_01189	Syab.g_00537
OG0000509	Prac.g_01187	Syab.g_00539
OG0000510	Prac.g_01186	Syab.g_00540
OG0000511	Prac.g_01185	Syab.g_00541
OG0000512	Prac.g_01183	Syab.g_00543
OG0000513	Prac.g_01176	Syab.g_00555
OG0000514	Prac.g_01116	Syab.g_00566
OG0000515	Prac.g_01115	Syab.g_00567
OG0000516	Prac.g_01114	Syab.g_00575
OG0000517	Prac.g_01112	Syab.g_00582
OG0000518	Prac.g_01101	Syab.g_00594
OG0000519	Prac.g_01100	Syab.g_00610
OG0000520	Prac.g_01099	Syab.g_00611
OG0000521	Prac.g_01094	Syab.g_00624
OG0000522	Prac.g_01092	Syab.g_00626
OG0000523	Prac.g_01091	Syab.g_00627
OG0000524	Prac.g_01084	Syab.g_00640
OG0000525	Prac.g_01081	Syab.g_00671
OG0000526	Prac.g_01080	Syab.g_00689
OG0000527	Prac.g_01071	Syab.g_00695
OG0000528	Prac.g_01066	Syab.g_02092
OG0000529	Prac.g_01063	Syab.g_02097
OG0000530	Prac.g_01060	Syab.g_02100
OG0000531	Prac.g_01059	Syab.g_02101
OG0000532	Prac.g_01057	Syab.g_02104
OG0000533	Prac.g_01056	Syab.g_02106
OG0000534	Prac.g_01055	Syab.g_02107
OG0000535	Prac.g_01054	Syab.g_02108
OG0000536	Prac.g_01053	Syab.g_02109
OG0000537	Prac.g_01052	Syab.g_02110
OG0000538	Prac.g_00871	Syab.g_02122
OG0000539	Prac.g_00870	Syab.g_02123
OG0000540	Prac.g_00869	Syab.g_02124
OG0000541	Prac.g_00868	Syab.g_02125
OG0000542	Prac.g_00866	Syab.g_02128
OG0000543	Prac.g_00864	Syab.g_02130
OG0000544	Prac.g_00863	Syab.g_02131
OG0000545	Prac.g_00861	Syab.g_02133
OG0000546	Prac.g_00858	Syab.g_02135
OG0000547	Prac.g_00857	Syab.g_02137
OG0000548	Prac.g_00856	Syab.g_02138
OG0000549	Prac.g_00854	Syab.g_02144
OG0000550	Prac.g_00849	Syab.g_02149
OG0000551	Prac.g_00845	Syab.g_02153
OG0000552	Prac.g_00844	Syab.g_02154
OG0000553	Prac.g_00843	Syab.g_02046
OG0000554	Prac.g_00838	Syab.g_02040
OG0000555	Prac.g_00830	Syab.g_02026
OG0000556	Prac.g_00828	Syab.g_02022
OG0000557	Prac.g_00827	Syab.g_02019
OG0000558	Prac.g_00825	Syab.g_02016
OG0000559	Prac.g_00821	Syab.g_02012
OG0000560	Prac.g_00818	Syab.g_02009
OG0000561	Prac.g_00817	Syab.g_02008
OG0000562	Prac.g_00816	Syab.g_02007
OG0000563	Prac.g_00815	Syab.g_02006
OG0000564	Prac.g_00814	Syab.g_02005
OG0000565	Prac.g_00811	Syab.g_02001
OG0000566	Prac.g_00809	Syab.g_01997
OG0000567	Prac.g_00805	Syab.g_01993
OG0000568	Prac.g_00804	Syab.g_01991
OG0000569	Prac.g_00803	Syab.g_01990
OG0000570	Prac.g_00802	Syab.g_01989
OG0000571	Prac.g_00800	Syab.g_01986
OG0000572	Prac.g_00787	Syab.g_01969
OG0000573	Prac.g_00780	Syab.g_01960
OG0000574	Prac.g_00779	Syab.g_01959
OG0000575	Prac.g_00775	Syab.g_01954
OG0000576	Prac.g_00772	Syab.g_01952
OG0000577	Prac.g_00771	Syab.g_01951
OG0000578	Prac.g_00770	Syab.g_01950
