Orthogroup	Prac	Praa
OG0000128	Prac.g_01936	Praa.g_00011
OG0000129	Prac.g_01888	Praa.g_00044
OG0000130	Prac.g_01862	Praa.g_00069
OG0000131	Prac.g_01785	Praa.g_00145
OG0000132	Prac.g_01766	Praa.g_00164
OG0000133	Prac.g_01609	Praa.g_00322
OG0000134	Prac.g_01177	Praa.g_00356
OG0000135	Prac.g_01150	Praa.g_00381
OG0000136	Prac.g_01106	Praa.g_00440
OG0000137	Prac.g_01069	Praa.g_00475
OG0000138	Prac.g_01049	Praa.g_00495
OG0000139	Prac.g_00835	Praa.g_00537
OG0000140	Prac.g_00834	Praa.g_00538
OG0000141	Prac.g_00764	Praa.g_00607
OG0000142	Prac.g_00736	Praa.g_00635
OG0000143	Prac.g_00732	Praa.g_00639
OG0000144	Prac.g_00719	Praa.g_00652
OG0000145	Prac.g_01508	Praa.g_00764
OG0000146	Prac.g_01506	Praa.g_00767
OG0000147	Prac.g_01505	Praa.g_00768
OG0000148	Prac.g_01459	Praa.g_00820
OG0000149	Prac.g_01429	Praa.g_00851
OG0000150	Prac.g_01421	Praa.g_00859
OG0000151	Prac.g_01374	Praa.g_00917
OG0000152	Prac.g_01327	Praa.g_00964
OG0000153	Prac.g_01308	Praa.g_00983
OG0000154	Prac.g_01282	Praa.g_01013
OG0000155	Prac.g_00965	Praa.g_01179
OG0000156	Prac.g_00164	Praa.g_01307
OG0000157	Prac.g_00165	Praa.g_01308
OG0000158	Prac.g_00447	Praa.g_01395
OG0000159	Prac.g_00452	Praa.g_01396
OG0000160	Prac.g_00410	Praa.g_01477
OG0000161	Prac.g_00404	Praa.g_01483
OG0000162	Prac.g_00398	Praa.g_01489
OG0000163	Prac.g_00364	Praa.g_01523
OG0000164	Prac.g_00601	Praa.g_01659
OG0000165	Prac.g_00594	Praa.g_01667
OG0000166	Prac.g_00512	Praa.g_01739
OG0000167	Prac.g_00015	Praa.g_01806
OG0000168	Prac.g_00025	Praa.g_01816
OG0000169	Prac.g_00035	Praa.g_01826
OG0000170	Prac.g_00037	Praa.g_01828
OG0000171	Prac.g_00055	Praa.g_01847
OG0000172	Prac.g_00063	Praa.g_01856
OG0000173	Prac.g_00078	Praa.g_01871
OG0000174	Prac.g_00105	Praa.g_01898
OG0000175	Prac.g_00115	Praa.g_01908
OG0000176	Prac.g_01943	Praa.g_00004
OG0000177	Prac.g_01942	Praa.g_00005
OG0000178	Prac.g_01941	Praa.g_00006
OG0000179	Prac.g_01931	Praa.g_00016
OG0000180	Prac.g_01930	Praa.g_00017
OG0000181	Prac.g_01929	Praa.g_00018
OG0000182	Prac.g_01928	Praa.g_00019
OG0000183	Prac.g_01924	Praa.g_00023
OG0000184	Prac.g_01885	Praa.g_00046
OG0000185	Prac.g_01882	Praa.g_00049
OG0000186	Prac.g_01867	Praa.g_00064
OG0000187	Prac.g_01866	Praa.g_00065
OG0000188	Prac.g_01849	Praa.g_00082
OG0000189	Prac.g_01835	Praa.g_00096
OG0000190	Prac.g_01834	Praa.g_00097
OG0000191	Prac.g_01814	Praa.g_00117
OG0000192	Prac.g_01810	Praa.g_00121
OG0000193	Prac.g_01784	Praa.g_00146
OG0000194	Prac.g_01781	Praa.g_00149
OG0000195	Prac.g_01779	Praa.g_00151
OG0000196	Prac.g_01769	Praa.g_00161
OG0000197	Prac.g_01768	Praa.g_00162
OG0000198	Prac.g_01767	Praa.g_00163
OG0000199	Prac.g_01760	Praa.g_00170
OG0000200	Prac.g_01746	Praa.g_00184
OG0000201	Prac.g_01738	Praa.g_00192
OG0000202	Prac.g_01737	Praa.g_00193
OG0000203	Prac.g_01736	Praa.g_00194
OG0000204	Prac.g_01735	Praa.g_00195
OG0000205	Prac.g_01728	Praa.g_00202
OG0000206	Prac.g_01723	Praa.g_00207
OG0000207	Prac.g_01721	Praa.g_00209
OG0000208	Prac.g_01720	Praa.g_00210
OG0000209	Prac.g_01711	Praa.g_00219
OG0000210	Prac.g_01710	Praa.g_00220
OG0000211	Prac.g_01697	Praa.g_00233
OG0000212	Prac.g_01690	Praa.g_00240
OG0000213	Prac.g_01674	Praa.g_00257
OG0000214	Prac.g_01664	Praa.g_00267
OG0000215	Prac.g_01639	Praa.g_00292
OG0000216	Prac.g_01637	Praa.g_00294
OG0000217	Prac.g_01634	Praa.g_00297
OG0000218	Prac.g_01632	Praa.g_00299
OG0000219	Prac.g_01631	Praa.g_00300
OG0000220	Prac.g_01630	Praa.g_00301
OG0000221	Prac.g_01629	Praa.g_00302
OG0000222	Prac.g_01621	Praa.g_00310
OG0000223	Prac.g_01608	Praa.g_00323
OG0000224	Prac.g_01606	Praa.g_00325
OG0000225	Prac.g_01188	Praa.g_00345
OG0000226	Prac.g_01184	Praa.g_00349
OG0000227	Prac.g_01182	Praa.g_00351
OG0000228	Prac.g_01179	Praa.g_00354
OG0000229	Prac.g_01111	Praa.g_00436
OG0000230	Prac.g_01109	Praa.g_00437
OG0000231	Prac.g_01098	Praa.g_00448
OG0000232	Prac.g_01089	Praa.g_00457
OG0000233	Prac.g_01082	Praa.g_00463
OG0000234	Prac.g_01068	Praa.g_00476
OG0000235	Prac.g_01065	Praa.g_00479
OG0000236	Prac.g_01051	Praa.g_00493
OG0000237	Prac.g_00865	Praa.g_00506
OG0000238	Prac.g_00859	Praa.g_00512
OG0000239	Prac.g_00847	Praa.g_00525
OG0000240	Prac.g_00846	Praa.g_00526
OG0000241	Prac.g_00842	Praa.g_00530
OG0000242	Prac.g_00840	Praa.g_00532
OG0000243	Prac.g_00829	Praa.g_00544
OG0000244	Prac.g_00826	Praa.g_00547
OG0000245	Prac.g_00824	Praa.g_00549
OG0000246	Prac.g_00820	Praa.g_00553
OG0000247	Prac.g_00810	Praa.g_00563
OG0000248	Prac.g_00808	Praa.g_00565
OG0000249	Prac.g_00806	Praa.g_00567
OG0000250	Prac.g_00801	Praa.g_00572
OG0000251	Prac.g_00782	Praa.g_00591
OG0000252	Prac.g_00778	Praa.g_00594
OG0000253	Prac.g_00777	Praa.g_00595
OG0000254	Prac.g_00760	Praa.g_00611
OG0000255	Prac.g_00754	Praa.g_00617
OG0000256	Prac.g_00744	Praa.g_00627
OG0000257	Prac.g_00741	Praa.g_00630
OG0000258	Prac.g_00728	Praa.g_00643
OG0000259	Prac.g_00711	Praa.g_00660
OG0000260	Prac.g_00708	Praa.g_00663
OG0000261	Prac.g_00706	Praa.g_00665
OG0000262	Prac.g_00702	Praa.g_00669
OG0000263	Prac.g_00690	Praa.g_00681
OG0000264	Prac.g_00680	Praa.g_00691
OG0000265	Prac.g_01560	Praa.g_00711
OG0000266	Prac.g_01550	Praa.g_00721
OG0000267	Prac.g_01539	Praa.g_00732
OG0000268	Prac.g_01538	Praa.g_00733
OG0000269	Prac.g_01480	Praa.g_00798
OG0000270	Prac.g_01477	Praa.g_00801
OG0000271	Prac.g_01469	Praa.g_00809
OG0000272	Prac.g_01468	Praa.g_00810, Praa.g_00811
OG0000273	Prac.g_01445	Praa.g_00834
OG0000274	Prac.g_01444	Praa.g_00835
OG0000275	Prac.g_01442	Praa.g_00838
OG0000276	Prac.g_01437	Praa.g_00843
OG0000277	Prac.g_01436	Praa.g_00844
OG0000278	Prac.g_01433	Praa.g_00847
OG0000279	Prac.g_01426	Praa.g_00854
OG0000280	Prac.g_01425	Praa.g_00855
OG0000281	Prac.g_01420	Praa.g_00860
OG0000282	Prac.g_01382	Praa.g_00909
OG0000283	Prac.g_01350	Praa.g_00941
OG0000284	Prac.g_01345	Praa.g_00946
OG0000285	Prac.g_01340	Praa.g_00951
OG0000286	Prac.g_01328	Praa.g_00963
OG0000287	Prac.g_01311	Praa.g_00980
OG0000288	Prac.g_01283	Praa.g_01012
OG0000289	Prac.g_01272	Praa.g_01023
OG0000290	Prac.g_01259	Praa.g_01036
OG0000291	Prac.g_01257	Praa.g_01038
OG0000292	Prac.g_01207	Praa.g_01089
OG0000293	Prac.g_00994	Praa.g_01151
OG0000294	Prac.g_00993	Praa.g_01152
OG0000295	Prac.g_00973	Praa.g_01171
OG0000296	Prac.g_00971	Praa.g_01173
OG0000297	Prac.g_00963	Praa.g_01181
OG0000298	Prac.g_00962	Praa.g_01182
OG0000299	Prac.g_00945	Praa.g_01199
OG0000300	Prac.g_00942	Praa.g_01202
OG0000301	Prac.g_00941	Praa.g_01203
OG0000302	Prac.g_00939	Praa.g_01205
OG0000303	Prac.g_00932	Praa.g_01212
OG0000304	Prac.g_00928	Praa.g_01216
OG0000305	Prac.g_00209	Praa.g_01358
OG0000306	Prac.g_00212	Praa.g_01361
OG0000307	Prac.g_00226	Praa.g_01375
OG0000308	Prac.g_00227	Praa.g_01376
OG0000309	Prac.g_00231	Praa.g_01380
OG0000310	Prac.g_00426	Praa.g_01461
OG0000311	Prac.g_00424	Praa.g_01463
OG0000312	Prac.g_00421	Praa.g_01466
OG0000313	Prac.g_00407	Praa.g_01480
OG0000314	Prac.g_00384	Praa.g_01503
OG0000315	Prac.g_00374	Praa.g_01513
OG0000316	Prac.g_00354	Praa.g_01533
OG0000317	Prac.g_00627	Praa.g_01633
OG0000318	Prac.g_00624	Praa.g_01636
OG0000319	Prac.g_00611	Praa.g_01649
OG0000320	Prac.g_00609	Praa.g_01651
OG0000321	Prac.g_00608	Praa.g_01652
OG0000322	Prac.g_00607	Praa.g_01653
OG0000323	Prac.g_00598	Praa.g_01662
OG0000324	Prac.g_00572	Praa.g_01690
OG0000325	Prac.g_00477	Praa.g_01700
OG0000326	Prac.g_00483	Praa.g_01706
OG0000327	Prac.g_00507	Praa.g_01734
OG0000328	Prac.g_00508	Praa.g_01735
OG0000329	Prac.g_00525	Praa.g_01752
OG0000330	Prac.g_00526	Praa.g_01753
OG0000331	Prac.g_00527	Praa.g_01754
OG0000332	Prac.g_00541	Praa.g_01768
OG0000333	Prac.g_00543	Praa.g_01770
OG0000334	Prac.g_00551	Praa.g_01778
OG0000335	Prac.g_00555	Praa.g_01783
OG0000336	Prac.g_00559	Praa.g_01787
OG0000337	Prac.g_00013	Praa.g_01804
OG0000338	Prac.g_00014	Praa.g_01805
OG0000339	Prac.g_00018	Praa.g_01809
OG0000340	Prac.g_00026	Praa.g_01817
OG0000341	Prac.g_00028	Praa.g_01819
OG0000342	Prac.g_00029	Praa.g_01820
OG0000343	Prac.g_00030	Praa.g_01821
OG0000344	Prac.g_00033	Praa.g_01824
OG0000345	Prac.g_00038	Praa.g_01829
OG0000346	Prac.g_00042	Praa.g_01833
OG0000347	Prac.g_00057	Praa.g_01849
OG0000348	Prac.g_00066	Praa.g_01859
OG0000349	Prac.g_00083	Praa.g_01876
OG0000350	Prac.g_00101	Praa.g_01894
OG0000351	Prac.g_00118	Praa.g_01911
OG0000352	Prac.g_00119	Praa.g_01912
OG0000353	Prac.g_01948	Praa.g_01927
OG0000355	Prac.g_01946	Praa.g_00001
OG0000356	Prac.g_01945	Praa.g_00002
OG0000357	Prac.g_01944	Praa.g_00003
OG0000358	Prac.g_01940	Praa.g_00007
OG0000359	Prac.g_01939	Praa.g_00008
OG0000360	Prac.g_01938	Praa.g_00009
OG0000361	Prac.g_01937	Praa.g_00010
OG0000362	Prac.g_01935	Praa.g_00012
OG0000363	Prac.g_01933	Praa.g_00014
OG0000364	Prac.g_01932	Praa.g_00015
OG0000365	Prac.g_01927	Praa.g_00020
OG0000366	Prac.g_01926	Praa.g_00021
OG0000367	Prac.g_01925	Praa.g_00022
OG0000368	Prac.g_01923	Praa.g_00024
OG0000369	Prac.g_01922	Praa.g_00025
OG0000370	Prac.g_01921	Praa.g_00026
OG0000371	Prac.g_01915	Praa.g_00032
OG0000372	Prac.g_01911	Praa.g_00035
OG0000373	Prac.g_01910	Praa.g_00036
OG0000374	Prac.g_01909	Praa.g_00037
OG0000375	Prac.g_01892	Praa.g_00040
OG0000376	Prac.g_01890	Praa.g_00042
OG0000377	Prac.g_01886	Praa.g_00045
OG0000378	Prac.g_01884	Praa.g_00047
OG0000379	Prac.g_01881	Praa.g_00050
OG0000380	Prac.g_01865	Praa.g_00066
OG0000381	Prac.g_01861	Praa.g_00070
OG0000382	Prac.g_01850	Praa.g_00081
OG0000383	Prac.g_01848	Praa.g_00083
OG0000384	Prac.g_01847	Praa.g_00084
OG0000385	Prac.g_01846	Praa.g_00085
OG0000386	Prac.g_01845	Praa.g_00086
OG0000387	Prac.g_01832	Praa.g_00099
OG0000388	Prac.g_01829	Praa.g_00102
OG0000389	Prac.g_01825	Praa.g_00106
OG0000390	Prac.g_01818	Praa.g_00113
OG0000391	Prac.g_01815	Praa.g_00116
OG0000392	Prac.g_01811	Praa.g_00120
OG0000393	Prac.g_01809	Praa.g_00122
OG0000394	Prac.g_01808	Praa.g_00123
OG0000395	Prac.g_01807	Praa.g_00124
OG0000396	Prac.g_01804	Praa.g_00127
OG0000397	Prac.g_01802	Praa.g_00129
OG0000398	Prac.g_01800	Praa.g_00131
OG0000399	Prac.g_01799	Praa.g_00132
OG0000400	Prac.g_01798	Praa.g_00133
OG0000401	Prac.g_01797	Praa.g_00134
OG0000402	Prac.g_01795	Praa.g_00136
OG0000403	Prac.g_01794	Praa.g_00137
OG0000404	Prac.g_01793	Praa.g_00138
OG0000405	Prac.g_01789	Praa.g_00142
OG0000406	Prac.g_01783	Praa.g_00147
OG0000407	Prac.g_01782	Praa.g_00148
OG0000408	Prac.g_01780	Praa.g_00150
OG0000409	Prac.g_01778	Praa.g_00152
OG0000410	Prac.g_01777	Praa.g_00153
OG0000411	Prac.g_01776	Praa.g_00154
OG0000412	Prac.g_01775	Praa.g_00155
OG0000413	Prac.g_01774	Praa.g_00156
OG0000414	Prac.g_01773	Praa.g_00157
OG0000415	Prac.g_01772	Praa.g_00158
OG0000416	Prac.g_01771	Praa.g_00159
OG0000417	Prac.g_01770	Praa.g_00160
OG0000418	Prac.g_01765	Praa.g_00165
OG0000419	Prac.g_01763	Praa.g_00167
OG0000420	Prac.g_01762	Praa.g_00168
OG0000421	Prac.g_01757	Praa.g_00173
OG0000422	Prac.g_01756	Praa.g_00174
OG0000423	Prac.g_01755	Praa.g_00175
OG0000424	Prac.g_01754	Praa.g_00176
OG0000425	Prac.g_01753	Praa.g_00177
OG0000426	Prac.g_01752	Praa.g_00178
OG0000427	Prac.g_01751	Praa.g_00179
OG0000428	Prac.g_01749	Praa.g_00181
OG0000429	Prac.g_01748	Praa.g_00182
OG0000430	Prac.g_01747	Praa.g_00183
OG0000431	Prac.g_01745	Praa.g_00185
OG0000432	Prac.g_01742	Praa.g_00188
OG0000433	Prac.g_01741	Praa.g_00189
OG0000434	Prac.g_01740	Praa.g_00190
OG0000435	Prac.g_01739	Praa.g_00191
OG0000436	Prac.g_01734	Praa.g_00196
OG0000437	Prac.g_01733	Praa.g_00197
OG0000438	Prac.g_01732	Praa.g_00198
OG0000439	Prac.g_01730	Praa.g_00200
OG0000440	Prac.g_01729	Praa.g_00201
OG0000441	Prac.g_01726	Praa.g_00204
OG0000442	Prac.g_01725	Praa.g_00205
OG0000443	Prac.g_01724	Praa.g_00206
OG0000444	Prac.g_01719	Praa.g_00211
OG0000445	Prac.g_01718	Praa.g_00212
OG0000446	Prac.g_01717	Praa.g_00213
OG0000447	Prac.g_01716	Praa.g_00214
OG0000448	Prac.g_01715	Praa.g_00215
OG0000449	Prac.g_01714	Praa.g_00216
OG0000450	Prac.g_01713	Praa.g_00217
OG0000451	Prac.g_01712	Praa.g_00218
OG0000452	Prac.g_01709	Praa.g_00221
OG0000453	Prac.g_01708	Praa.g_00222
OG0000454	Prac.g_01707	Praa.g_00223
OG0000455	Prac.g_01706	Praa.g_00224
OG0000456	Prac.g_01705	Praa.g_00225
OG0000457	Prac.g_01704	Praa.g_00226
OG0000458	Prac.g_01703	Praa.g_00227
OG0000459	Prac.g_01702	Praa.g_00228
OG0000460	Prac.g_01695	Praa.g_00235
OG0000461	Prac.g_01688	Praa.g_00242
OG0000462	Prac.g_01686	Praa.g_00244
OG0000463	Prac.g_01685	Praa.g_00245
OG0000464	Prac.g_01684	Praa.g_00246
OG0000465	Prac.g_01683	Praa.g_00247
OG0000466	Prac.g_01680	Praa.g_00250
OG0000467	Prac.g_01679	Praa.g_00251
OG0000468	Prac.g_01678	Praa.g_00253
OG0000469	Prac.g_01669	Praa.g_00262
OG0000470	Prac.g_01667	Praa.g_00264
OG0000471	Prac.g_01666	Praa.g_00265
OG0000472	Prac.g_01665	Praa.g_00266
OG0000473	Prac.g_01663	Praa.g_00268
OG0000474	Prac.g_01662	Praa.g_00269
OG0000475	Prac.g_01661	Praa.g_00270
OG0000476	Prac.g_01660	Praa.g_00271
OG0000477	Prac.g_01656	Praa.g_00275
OG0000478	Prac.g_01655	Praa.g_00276
OG0000479	Prac.g_01654	Praa.g_00277
OG0000480	Prac.g_01649	Praa.g_00282
OG0000481	Prac.g_01647	Praa.g_00284
OG0000482	Prac.g_01646	Praa.g_00285
OG0000483	Prac.g_01643	Praa.g_00288
OG0000484	Prac.g_01642	Praa.g_00289
OG0000485	Prac.g_01641	Praa.g_00290
OG0000486	Prac.g_01640	Praa.g_00291
OG0000487	Prac.g_01636	Praa.g_00295
OG0000488	Prac.g_01633	Praa.g_00298
OG0000489	Prac.g_01628	Praa.g_00303
OG0000490	Prac.g_01623	Praa.g_00308
OG0000491	Prac.g_01622	Praa.g_00309
OG0000492	Prac.g_01620	Praa.g_00311
OG0000493	Prac.g_01619	Praa.g_00312
OG0000494	Prac.g_01618	Praa.g_00313
OG0000495	Prac.g_01617	Praa.g_00314
OG0000496	Prac.g_01616	Praa.g_00315
OG0000497	Prac.g_01615	Praa.g_00316
OG0000498	Prac.g_01614	Praa.g_00317
OG0000499	Prac.g_01613	Praa.g_00318
OG0000500	Prac.g_01612	Praa.g_00319
OG0000501	Prac.g_01610	Praa.g_00321
OG0000502	Prac.g_01607	Praa.g_00324
OG0000503	Prac.g_01200	Praa.g_00334
OG0000504	Prac.g_01199	Praa.g_00335
OG0000505	Prac.g_01198	Praa.g_00336
OG0000506	Prac.g_01196	Praa.g_00338
OG0000507	Prac.g_01193	Praa.g_00340
OG0000508	Prac.g_01189	Praa.g_00344
OG0000509	Prac.g_01187	Praa.g_00346
OG0000510	Prac.g_01186	Praa.g_00347
OG0000511	Prac.g_01185	Praa.g_00348
OG0000512	Prac.g_01183	Praa.g_00350
OG0000513	Prac.g_01176	Praa.g_00357
OG0000514	Prac.g_01116	Praa.g_00431
OG0000515	Prac.g_01115	Praa.g_00432
OG0000516	Prac.g_01114	Praa.g_00433
OG0000517	Prac.g_01112	Praa.g_00435
OG0000518	Prac.g_01101	Praa.g_00445
OG0000519	Prac.g_01100	Praa.g_00446
OG0000520	Prac.g_01099	Praa.g_00447
OG0000521	Prac.g_01094	Praa.g_00452
OG0000522	Prac.g_01092	Praa.g_00454
OG0000523	Prac.g_01091	Praa.g_00455
OG0000524	Prac.g_01084	Praa.g_00461
OG0000525	Prac.g_01081	Praa.g_00464
OG0000526	Prac.g_01080	Praa.g_00465
OG0000527	Prac.g_01071	Praa.g_00473
OG0000528	Prac.g_01066	Praa.g_00478
OG0000529	Prac.g_01063	Praa.g_00481
OG0000530	Prac.g_01060	Praa.g_00484
OG0000531	Prac.g_01059	Praa.g_00485
OG0000532	Prac.g_01057	Praa.g_00487
OG0000533	Prac.g_01056	Praa.g_00488
OG0000534	Prac.g_01055	Praa.g_00489
OG0000535	Prac.g_01054	Praa.g_00490
OG0000536	Prac.g_01053	Praa.g_00491
OG0000537	Prac.g_01052	Praa.g_00492
OG0000538	Prac.g_00871	Praa.g_00500
OG0000539	Prac.g_00870	Praa.g_00501
OG0000540	Prac.g_00869	Praa.g_00502
OG0000541	Prac.g_00868	Praa.g_00503
OG0000542	Prac.g_00866	Praa.g_00505
OG0000543	Prac.g_00864	Praa.g_00507
OG0000544	Prac.g_00863	Praa.g_00508
OG0000545	Prac.g_00861	Praa.g_00510
OG0000546	Prac.g_00858	Praa.g_00513
OG0000547	Prac.g_00857	Praa.g_00515
OG0000548	Prac.g_00856	Praa.g_00516
OG0000549	Prac.g_00854	Praa.g_00518
OG0000550	Prac.g_00849	Praa.g_00523
OG0000551	Prac.g_00845	Praa.g_00527
OG0000552	Prac.g_00844	Praa.g_00528
OG0000553	Prac.g_00843	Praa.g_00529
OG0000554	Prac.g_00838	Praa.g_00534
OG0000555	Prac.g_00830	Praa.g_00543
OG0000556	Prac.g_00828	Praa.g_00545
OG0000557	Prac.g_00827	Praa.g_00546
OG0000558	Prac.g_00825	Praa.g_00548
OG0000559	Prac.g_00821	Praa.g_00552
OG0000560	Prac.g_00818	Praa.g_00555
OG0000561	Prac.g_00817	Praa.g_00556
OG0000562	Prac.g_00816	Praa.g_00557
OG0000563	Prac.g_00815	Praa.g_00558
OG0000564	Prac.g_00814	Praa.g_00559
OG0000565	Prac.g_00811	Praa.g_00562
OG0000566	Prac.g_00809	Praa.g_00564
OG0000567	Prac.g_00805	Praa.g_00568
OG0000568	Prac.g_00804	Praa.g_00569
OG0000569	Prac.g_00803	Praa.g_00570
OG0000570	Prac.g_00802	Praa.g_00571
OG0000571	Prac.g_00800	Praa.g_00573
