Orthogroup	Prac	Prbn
OG0000241	Prac.g_00842	Prbn.g_00586
OG0000242	Prac.g_00840	Prbn.g_00584
OG0000243	Prac.g_00829	Prbn.g_00573
OG0000244	Prac.g_00826	Prbn.g_00570
OG0000245	Prac.g_00824	Prbn.g_00568
OG0000246	Prac.g_00820	Prbn.g_00564
OG0000247	Prac.g_00810	Prbn.g_00554
OG0000248	Prac.g_00808	Prbn.g_00551
OG0000249	Prac.g_00806	Prbn.g_00549
OG0000250	Prac.g_00801	Prbn.g_00544
OG0000251	Prac.g_00782	Prbn.g_00524
OG0000252	Prac.g_00778	Prbn.g_00521
OG0000253	Prac.g_00777	Prbn.g_00520
OG0000254	Prac.g_00760	Prbn.g_00503
OG0000255	Prac.g_00754	Prbn.g_00497
OG0000256	Prac.g_00744	Prbn.g_00487
OG0000257	Prac.g_00741	Prbn.g_00421
OG0000258	Prac.g_00728	Prbn.g_00435
OG0000259	Prac.g_00711	Prbn.g_00835
OG0000260	Prac.g_00708	Prbn.g_00838
OG0000261	Prac.g_00706	Prbn.g_00841
OG0000262	Prac.g_00702	Prbn.g_00845
OG0000263	Prac.g_00690	Prbn.g_01583
OG0000264	Prac.g_00680	Prbn.g_01572
OG0000265	Prac.g_01560	Prbn.g_01554
OG0000266	Prac.g_01550	Prbn.g_00864
OG0000267	Prac.g_01539	Prbn.g_01350
OG0000268	Prac.g_01538	Prbn.g_01351
OG0000269	Prac.g_01480	Prbn.g_01551
OG0000270	Prac.g_01477	Prbn.g_01548
OG0000271	Prac.g_01469	Prbn.g_01540
OG0000272	Prac.g_01468	Prbn.g_01539
OG0000273	Prac.g_01445	Prbn.g_01515
OG0000274	Prac.g_01444	Prbn.g_01514
OG0000275	Prac.g_01442	Prbn.g_01511
OG0000276	Prac.g_01437	Prbn.g_01505
OG0000277	Prac.g_01436	Prbn.g_01504
OG0000278	Prac.g_01433	Prbn.g_01501
OG0000279	Prac.g_01426	Prbn.g_01494
OG0000280	Prac.g_01425	Prbn.g_01493
OG0000281	Prac.g_01420	Prbn.g_01486
OG0000282	Prac.g_01382	Prbn.g_01619
OG0000283	Prac.g_01350	Prbn.g_01442
OG0000284	Prac.g_01345	Prbn.g_01437
OG0000285	Prac.g_01340	Prbn.g_01432
OG0000286	Prac.g_01328	Prbn.g_01419
OG0000287	Prac.g_01311	Prbn.g_01123
OG0000288	Prac.g_01283	Prbn.g_01380
OG0000289	Prac.g_01272	Prbn.g_01364
OG0000290	Prac.g_01259	Prbn.g_01468
OG0000291	Prac.g_01257	Prbn.g_01470
OG0000292	Prac.g_01207	Prbn.g_01144
OG0000293	Prac.g_00994	Prbn.g_01179
OG0000294	Prac.g_00993	Prbn.g_01180
OG0000295	Prac.g_00973	Prbn.g_01203
OG0000296	Prac.g_00971	Prbn.g_01205
OG0000297	Prac.g_00963	Prbn.g_00387
OG0000298	Prac.g_00962	Prbn.g_00388
OG0000299	Prac.g_00945	Prbn.g_00407
OG0000300	Prac.g_00942	Prbn.g_00410
OG0000301	Prac.g_00941	Prbn.g_00411
OG0000302	Prac.g_00939	Prbn.g_00413
OG0000303	Prac.g_00932	Prbn.g_00419
OG0000304	Prac.g_00928	Prbn.g_00482
OG0000305	Prac.g_00209	Prbn.g_01146
OG0000306	Prac.g_00212	Prbn.g_01482
OG0000307	Prac.g_00226	Prbn.g_00159
OG0000308	Prac.g_00227	Prbn.g_00160
OG0000309	Prac.g_00231	Prbn.g_00164
OG0000310	Prac.g_00426	Prbn.g_00198
OG0000311	Prac.g_00424	Prbn.g_00200
OG0000312	Prac.g_00421	Prbn.g_00203
OG0000313	Prac.g_00407	Prbn.g_00216
OG0000314	Prac.g_00384	Prbn.g_00239
OG0000315	Prac.g_00374	Prbn.g_00249
OG0000316	Prac.g_00354	Prbn.g_00274
OG0000317	Prac.g_00627	Prbn.g_01742
OG0000318	Prac.g_00624	Prbn.g_01746
OG0000319	Prac.g_00611	Prbn.g_01759
OG0000320	Prac.g_00609	Prbn.g_01761
OG0000321	Prac.g_00608	Prbn.g_01762
OG0000322	Prac.g_00607	Prbn.g_01763
OG0000323	Prac.g_00598	Prbn.g_01773
OG0000324	Prac.g_00572	Prbn.g_01800
OG0000325	Prac.g_00477	Prbn.g_01811
OG0000326	Prac.g_00483	Prbn.g_01818
OG0000327	Prac.g_00507	Prbn.g_01839
OG0000328	Prac.g_00508	Prbn.g_01840
OG0000329	Prac.g_00525	Prbn.g_01857
OG0000330	Prac.g_00526	Prbn.g_01858
OG0000331	Prac.g_00527	Prbn.g_01859
OG0000332	Prac.g_00541	Prbn.g_01873
OG0000333	Prac.g_00543	Prbn.g_01875
OG0000334	Prac.g_00551	Prbn.g_01884
OG0000335	Prac.g_00555	Prbn.g_01889
OG0000336	Prac.g_00559	Prbn.g_01893
OG0000337	Prac.g_00013	Prbn.g_01911
OG0000338	Prac.g_00014	Prbn.g_01912
OG0000339	Prac.g_00018	Prbn.g_01918
OG0000340	Prac.g_00026	Prbn.g_01012
OG0000341	Prac.g_00028	Prbn.g_01010
OG0000342	Prac.g_00029	Prbn.g_01009
OG0000343	Prac.g_00030	Prbn.g_01008
OG0000344	Prac.g_00033	Prbn.g_01005
OG0000345	Prac.g_00038	Prbn.g_00999
OG0000346	Prac.g_00042	Prbn.g_00995
OG0000347	Prac.g_00057	Prbn.g_00978
OG0000348	Prac.g_00066	Prbn.g_00970
OG0000349	Prac.g_00083	Prbn.g_00953
OG0000350	Prac.g_00101	Prbn.g_00798
OG0000351	Prac.g_00118	Prbn.g_00913
OG0000352	Prac.g_00119	Prbn.g_00912
OG0000353	Prac.g_01948	Prbn.g_00299
OG0000355	Prac.g_01946	Prbn.g_00301
OG0000356	Prac.g_01945	Prbn.g_00302
OG0000357	Prac.g_01944	Prbn.g_00011
OG0000358	Prac.g_01940	Prbn.g_00007
OG0000359	Prac.g_01939	Prbn.g_00006
OG0000360	Prac.g_01938	Prbn.g_00005
OG0000361	Prac.g_01937	Prbn.g_00004
OG0000362	Prac.g_01935	Prbn.g_00001
OG0000363	Prac.g_01933	Prbn.g_00768
OG0000364	Prac.g_01932	Prbn.g_00767
OG0000365	Prac.g_01927	Prbn.g_00762
OG0000366	Prac.g_01926	Prbn.g_00761
OG0000367	Prac.g_01925	Prbn.g_00760
OG0000368	Prac.g_01923	Prbn.g_00758
OG0000369	Prac.g_01922	Prbn.g_00757
OG0000370	Prac.g_01921	Prbn.g_00756
OG0000371	Prac.g_01915	Prbn.g_00749
OG0000372	Prac.g_01911	Prbn.g_00746
OG0000373	Prac.g_01910	Prbn.g_00745
OG0000374	Prac.g_01909	Prbn.g_00744
OG0000375	Prac.g_01892	Prbn.g_00742
OG0000376	Prac.g_01890	Prbn.g_00740
OG0000377	Prac.g_01886	Prbn.g_00736
OG0000378	Prac.g_01884	Prbn.g_00732
OG0000379	Prac.g_01881	Prbn.g_00729
OG0000380	Prac.g_01865	Prbn.g_00712
OG0000381	Prac.g_01861	Prbn.g_00707
OG0000382	Prac.g_01850	Prbn.g_01340
OG0000383	Prac.g_01848	Prbn.g_01338
OG0000384	Prac.g_01847	Prbn.g_01337
OG0000385	Prac.g_01846	Prbn.g_01336
OG0000386	Prac.g_01845	Prbn.g_01335
OG0000387	Prac.g_01832	Prbn.g_01321
OG0000388	Prac.g_01829	Prbn.g_01317
OG0000389	Prac.g_01825	Prbn.g_01314
OG0000390	Prac.g_01818	Prbn.g_01304
OG0000391	Prac.g_01815	Prbn.g_01301
OG0000392	Prac.g_01811	Prbn.g_01297
OG0000393	Prac.g_01809	Prbn.g_01294
OG0000394	Prac.g_01808	Prbn.g_01293
OG0000395	Prac.g_01807	Prbn.g_01292
OG0000396	Prac.g_01804	Prbn.g_01290
OG0000397	Prac.g_01802	Prbn.g_01288
OG0000398	Prac.g_01800	Prbn.g_01285
OG0000399	Prac.g_01799	Prbn.g_01284
OG0000400	Prac.g_01798	Prbn.g_01283
OG0000401	Prac.g_01797	Prbn.g_01282
OG0000402	Prac.g_01795	Prbn.g_01356
OG0000403	Prac.g_01794	Prbn.g_01280
OG0000404	Prac.g_01793	Prbn.g_01279
OG0000405	Prac.g_01789	Prbn.g_01275
OG0000406	Prac.g_01783	Prbn.g_01267
OG0000407	Prac.g_01782	Prbn.g_01266
OG0000408	Prac.g_01780	Prbn.g_01264
OG0000409	Prac.g_01778	Prbn.g_01262
OG0000410	Prac.g_01777	Prbn.g_01261
OG0000411	Prac.g_01776	Prbn.g_01260
OG0000412	Prac.g_01775	Prbn.g_01259
OG0000413	Prac.g_01774	Prbn.g_01257
OG0000414	Prac.g_01590, Prac.g_01773	Prbn.g_01256
OG0000415	Prac.g_01772	Prbn.g_01255
OG0000416	Prac.g_01771	Prbn.g_01254
OG0000417	Prac.g_01770	Prbn.g_01253
OG0000418	Prac.g_01765	Prbn.g_01248
OG0000419	Prac.g_01763	Prbn.g_01246
OG0000420	Prac.g_01762	Prbn.g_01245
OG0000421	Prac.g_01757	Prbn.g_00381
OG0000422	Prac.g_01756	Prbn.g_00380
OG0000423	Prac.g_01755	Prbn.g_00379
OG0000424	Prac.g_01754	Prbn.g_00378
OG0000425	Prac.g_01753	Prbn.g_00377
OG0000426	Prac.g_01752	Prbn.g_00376
OG0000427	Prac.g_01751	Prbn.g_00375
OG0000428	Prac.g_01749	Prbn.g_00373
OG0000429	Prac.g_01748	Prbn.g_00372
OG0000430	Prac.g_01747	Prbn.g_00371
OG0000431	Prac.g_01745	Prbn.g_00369
OG0000432	Prac.g_01742	Prbn.g_00365
OG0000433	Prac.g_01741	Prbn.g_00364
OG0000434	Prac.g_01740	Prbn.g_00363
OG0000435	Prac.g_01739	Prbn.g_00362
OG0000436	Prac.g_01734	Prbn.g_00357
OG0000437	Prac.g_01733	Prbn.g_00356
OG0000438	Prac.g_01732	Prbn.g_00355
OG0000439	Prac.g_01730	Prbn.g_00353
OG0000440	Prac.g_01729	Prbn.g_00352
OG0000441	Prac.g_01726	Prbn.g_00349
OG0000442	Prac.g_01725	Prbn.g_00348
OG0000443	Prac.g_01724	Prbn.g_00347
OG0000444	Prac.g_01719	Prbn.g_00341
OG0000445	Prac.g_01718	Prbn.g_00340
OG0000446	Prac.g_01717	Prbn.g_00339
OG0000447	Prac.g_01716	Prbn.g_00338
OG0000448	Prac.g_01715	Prbn.g_00337
OG0000449	Prac.g_01714	Prbn.g_00336
OG0000450	Prac.g_01713	Prbn.g_00335
OG0000451	Prac.g_01712	Prbn.g_00334
OG0000452	Prac.g_01709	Prbn.g_00331
OG0000453	Prac.g_01708	Prbn.g_00330
OG0000454	Prac.g_01707	Prbn.g_00329
OG0000455	Prac.g_01706	Prbn.g_00328
OG0000456	Prac.g_01705	Prbn.g_00327
OG0000457	Prac.g_01704	Prbn.g_00325
OG0000458	Prac.g_01703	Prbn.g_00324
OG0000459	Prac.g_01702	Prbn.g_00323
OG0000460	Prac.g_01695	Prbn.g_00315
OG0000461	Prac.g_01688	Prbn.g_00307
OG0000462	Prac.g_01686	Prbn.g_00305
OG0000463	Prac.g_01685	Prbn.g_00304
OG0000464	Prac.g_01684	Prbn.g_00012
OG0000465	Prac.g_01683	Prbn.g_00013
OG0000466	Prac.g_01680	Prbn.g_00016
OG0000467	Prac.g_01679	Prbn.g_00017
OG0000468	Prac.g_01678	Prbn.g_00020
OG0000469	Prac.g_01669	Prbn.g_00028
OG0000470	Prac.g_01667	Prbn.g_00030
OG0000471	Prac.g_01666	Prbn.g_00031
OG0000472	Prac.g_01665	Prbn.g_00033
OG0000473	Prac.g_01663	Prbn.g_00035
OG0000474	Prac.g_01662	Prbn.g_00036
OG0000475	Prac.g_01661	Prbn.g_00037
OG0000476	Prac.g_01660	Prbn.g_00039
OG0000477	Prac.g_01656	Prbn.g_00042
OG0000478	Prac.g_01655	Prbn.g_00043
OG0000479	Prac.g_01654	Prbn.g_00044
OG0000480	Prac.g_01649	Prbn.g_00049
OG0000481	Prac.g_01647	Prbn.g_00052
OG0000482	Prac.g_01646	Prbn.g_00053
OG0000483	Prac.g_01643	Prbn.g_00056
OG0000484	Prac.g_01642	Prbn.g_00057
OG0000485	Prac.g_01641	Prbn.g_00059
OG0000486	Prac.g_01640	Prbn.g_00060
OG0000487	Prac.g_01636	Prbn.g_00063
OG0000488	Prac.g_01633	Prbn.g_00066
OG0000489	Prac.g_01628	Prbn.g_00071
OG0000490	Prac.g_01623	Prbn.g_00075
OG0000491	Prac.g_01622	Prbn.g_00076
OG0000492	Prac.g_01620	Prbn.g_00078
OG0000493	Prac.g_01619	Prbn.g_00079
OG0000494	Prac.g_01618	Prbn.g_00080
OG0000495	Prac.g_01617	Prbn.g_00081
OG0000496	Prac.g_01616	Prbn.g_00082
OG0000497	Prac.g_01615	Prbn.g_00083
OG0000498	Prac.g_01614	Prbn.g_00084
OG0000499	Prac.g_01613	Prbn.g_00085
OG0000500	Prac.g_01612	Prbn.g_00086
OG0000501	Prac.g_01610	Prbn.g_00087
OG0000502	Prac.g_01607	Prbn.g_00090
OG0000503	Prac.g_01200	Prbn.g_00105
OG0000504	Prac.g_01199	Prbn.g_00107
OG0000505	Prac.g_01198	Prbn.g_00108
OG0000506	Prac.g_01196	Prbn.g_00109
OG0000507	Prac.g_01193	Prbn.g_00112
OG0000508	Prac.g_01189	Prbn.g_00116
OG0000509	Prac.g_01187	Prbn.g_00118
OG0000510	Prac.g_01186	Prbn.g_00119
OG0000511	Prac.g_01185	Prbn.g_00120
OG0000512	Prac.g_01183	Prbn.g_00122
OG0000513	Prac.g_01176	Prbn.g_00693
OG0000514	Prac.g_01116	Prbn.g_00682
OG0000515	Prac.g_01115	Prbn.g_00681
OG0000516	Prac.g_01114	Prbn.g_00680
OG0000517	Prac.g_01112	Prbn.g_00678
OG0000518	Prac.g_01101	Prbn.g_00667
OG0000519	Prac.g_01100	Prbn.g_00666
OG0000520	Prac.g_01099	Prbn.g_00665
OG0000521	Prac.g_01094	Prbn.g_00657
OG0000522	Prac.g_01092	Prbn.g_00655
OG0000523	Prac.g_01091	Prbn.g_00654
OG0000524	Prac.g_01084	Prbn.g_00649
OG0000525	Prac.g_01081	Prbn.g_00645
OG0000526	Prac.g_01080	Prbn.g_00644
OG0000527	Prac.g_01071	Prbn.g_00641
OG0000528	Prac.g_01066	Prbn.g_00636
OG0000529	Prac.g_01063	Prbn.g_00633
OG0000530	Prac.g_01060	Prbn.g_00630
OG0000531	Prac.g_01059	Prbn.g_00629
OG0000532	Prac.g_01057	Prbn.g_00627
OG0000533	Prac.g_01056	Prbn.g_00626
OG0000534	Prac.g_01055	Prbn.g_00625
OG0000535	Prac.g_01054	Prbn.g_00624
OG0000536	Prac.g_01053	Prbn.g_00623
OG0000537	Prac.g_01052	Prbn.g_00622
OG0000538	Prac.g_00871	Prbn.g_00613
OG0000539	Prac.g_00870	Prbn.g_00612
OG0000540	Prac.g_00869	Prbn.g_00611
OG0000541	Prac.g_00868	Prbn.g_00610
OG0000542	Prac.g_00866	Prbn.g_00609
OG0000543	Prac.g_00864	Prbn.g_00607
OG0000544	Prac.g_00863	Prbn.g_00606
OG0000545	Prac.g_00861	Prbn.g_00604
OG0000546	Prac.g_00858	Prbn.g_00601
OG0000547	Prac.g_00857	Prbn.g_00599
OG0000548	Prac.g_00856	Prbn.g_00598
OG0000549	Prac.g_00854	Prbn.g_00596
OG0000550	Prac.g_00849	Prbn.g_00592
OG0000551	Prac.g_00845	Prbn.g_00589
OG0000552	Prac.g_00844	Prbn.g_00588
OG0000553	Prac.g_00843	Prbn.g_00587
OG0000554	Prac.g_00838	Prbn.g_00582
OG0000555	Prac.g_00830	Prbn.g_00574
OG0000556	Prac.g_00828	Prbn.g_00572
OG0000557	Prac.g_00827	Prbn.g_00571
OG0000558	Prac.g_00825	Prbn.g_00569
OG0000559	Prac.g_00821	Prbn.g_00565
OG0000560	Prac.g_00818	Prbn.g_00562
