Orthogroup	Prac	Prav
OG0000062	Prac.g_00333	Prav.g_01656
OG0000063	Prac.g_01913, Prac.g_01914	Prav.g_00101
OG0000065	Prac.g_01824	Prav.g_00172
OG0000066	Prac.g_00833	Prav.g_01137
OG0000068	Prac.g_00217	Prav.g_01473
OG0000069	Prac.g_00890	Prav.g_01881
OG0000069	Prac.g_00300	Prav.g_01689
OG0000070	Prac.g_01097	Prav.g_01049
OG0000071	Prac.g_00175	Prav.g_01438
OG0000072	Prac.g_01759	Prav.g_00867
OG0000073	Prac.g_00872	Prav.g_01097
OG0000074	Prac.g_00689	Prav.g_01280
OG0000075	Prac.g_00017	Prav.g_00665
OG0000076	Prac.g_00041	Prav.g_00689
OG0000077	Prac.g_01853	Prav.g_00143
OG0000078	Prac.g_01691	Prav.g_00799
OG0000081	Prac.g_00841	Prav.g_01129
OG0000082	Prac.g_00788	Prav.g_01182
OG0000083	Prac.g_01529	Prav.g_00338
OG0000083	Prac.g_01536	Prav.g_00330
OG0000084	Prac.g_00415	Prav.g_01574
OG0000085	Prac.g_00632	Prav.g_01754
OG0000086	Prac.g_01843	Prav.g_00153
OG0000087	Prac.g_01792	Prav.g_00204
OG0000088	Prac.g_01764	Prav.g_00872
OG0000089	Prac.g_01178	Prav.g_00975
OG0000090	Prac.g_00839	Prav.g_01131
OG0000091	Prac.g_00729	Prav.g_01240
OG0000092	Prac.g_01379	Prav.g_00504
OG0000092	Prac.g_00003	Prav.g_01735
OG0000093	Prac.g_01359	Prav.g_00525
OG0000094	Prac.g_01275	Prav.g_00914
OG0000095	Prac.g_01256	Prav.g_00933
OG0000096	Prac.g_01958	Prav.g_01732
OG0000096	Prac.g_00139	Prav.g_01400
OG0000097	Prac.g_00944	Prav.g_01840
OG0000098	Prac.g_00199	Prav.g_01455
OG0000099	Prac.g_00256	Prav.g_01514
OG0000100	Prac.g_00337	Prav.g_01652
OG0000101	Prac.g_00548	Prav.g_00632
OG0000102	Prac.g_00046	Prav.g_00694
OG0000103	Prac.g_00123	Prav.g_00773
OG0000104	Prac.g_00131	Prav.g_00782
OG0000105	Prac.g_01657	Prav.g_01920
OG0000106	Prac.g_01163	Prav.g_00989
OG0000107	Prac.g_01148	Prav.g_01001
OG0000108	Prac.g_01064	Prav.g_01078
OG0000109	Prac.g_01050	Prav.g_01092
OG0000110	Prac.g_00798	Prav.g_01172
OG0000111	Prac.g_00672	Prav.g_01297
OG0000112	Prac.g_01507	Prav.g_00364
OG0000113	Prac.g_01453	Prav.g_00419
OG0000114	Prac.g_01384	Prav.g_00499
OG0000115	Prac.g_01040	Prav.g_00010
OG0000116	Prac.g_00995	Prav.g_00055
OG0000117	Prac.g_01955	Prav.g_01390
OG0000118	Prac.g_00187	Prav.g_01450
OG0000119	Prac.g_00213	Prav.g_01469
OG0000120	Prac.g_00248	Prav.g_01513
OG0000121	Prac.g_00409	Prav.g_01580
OG0000122	Prac.g_00371	Prav.g_01618
OG0000123	Prac.g_00554	Prav.g_00639
OG0000124	Prac.g_00056	Prav.g_00705
OG0000125	Prac.g_00092	Prav.g_00741
OG0000126	Prac.g_00130	Prav.g_00781
OG0000128	Prac.g_01936	Prav.g_00079
OG0000129	Prac.g_01888	Prav.g_00115
OG0000130	Prac.g_01862	Prav.g_00134
OG0000131	Prac.g_01785	Prav.g_00212
OG0000132	Prac.g_01766	Prav.g_00874
OG0000133	Prac.g_01609	Prav.g_01968
OG0000134	Prac.g_01177	Prav.g_00976
OG0000135	Prac.g_01150	Prav.g_00999
OG0000136	Prac.g_01106	Prav.g_01040
OG0000137	Prac.g_01069	Prav.g_01073
OG0000138	Prac.g_01049	Prav.g_01093
OG0000139	Prac.g_00835	Prav.g_01135
OG0000140	Prac.g_00834	Prav.g_01136
OG0000141	Prac.g_00764	Prav.g_01203
OG0000142	Prac.g_00736	Prav.g_01233
OG0000143	Prac.g_00732	Prav.g_01237
OG0000144	Prac.g_00719	Prav.g_01250
OG0000145	Prac.g_01508	Prav.g_00362
OG0000146	Prac.g_01506	Prav.g_00365
OG0000147	Prac.g_01505	Prav.g_00366
OG0000148	Prac.g_01459	Prav.g_00413
OG0000149	Prac.g_01429	Prav.g_00443
OG0000150	Prac.g_01421	Prav.g_00451
OG0000151	Prac.g_01374	Prav.g_00509
OG0000152	Prac.g_01327	Prav.g_00556
OG0000153	Prac.g_01308	Prav.g_00575
OG0000154	Prac.g_01282	Prav.g_00907
OG0000155	Prac.g_00965	Prav.g_01861
OG0000156	Prac.g_00164	Prav.g_01427
OG0000157	Prac.g_00165	Prav.g_01428
OG0000158	Prac.g_00447	Prav.g_01505
OG0000159	Prac.g_00452	Prav.g_01506
OG0000160	Prac.g_00410	Prav.g_01579
OG0000161	Prac.g_00404	Prav.g_01585
OG0000162	Prac.g_00398	Prav.g_01591
OG0000163	Prac.g_00364	Prav.g_01625
OG0000164	Prac.g_00601	Prav.g_01785
OG0000165	Prac.g_00594	Prav.g_01792
OG0000166	Prac.g_00512	Prav.g_00596
OG0000167	Prac.g_00015	Prav.g_00663
OG0000168	Prac.g_00025	Prav.g_00673
OG0000169	Prac.g_00035	Prav.g_00683
OG0000170	Prac.g_00037	Prav.g_00685
OG0000171	Prac.g_00055	Prav.g_00704
OG0000172	Prac.g_00063	Prav.g_00712
OG0000173	Prac.g_00078	Prav.g_00727
OG0000174	Prac.g_00105	Prav.g_00755
OG0000175	Prac.g_00115	Prav.g_00765
OG0000176	Prac.g_01943	Prav.g_00790
OG0000177	Prac.g_01942	Prav.g_00791
OG0000178	Prac.g_01941	Prav.g_00792
OG0000179	Prac.g_01931	Prav.g_00084
OG0000180	Prac.g_01930	Prav.g_00085
OG0000181	Prac.g_01929	Prav.g_00086
OG0000182	Prac.g_01928	Prav.g_00087
OG0000183	Prac.g_01924	Prav.g_00091
OG0000184	Prac.g_01885	Prav.g_00117
OG0000185	Prac.g_01882	Prav.g_00120
OG0000186	Prac.g_01867	Prav.g_00129
OG0000187	Prac.g_01866	Prav.g_00130
OG0000188	Prac.g_01849	Prav.g_00147
OG0000189	Prac.g_01835	Prav.g_00161
OG0000190	Prac.g_01834	Prav.g_00162
OG0000191	Prac.g_01814	Prav.g_00182
OG0000192	Prac.g_01810	Prav.g_00186
OG0000193	Prac.g_01784	Prav.g_00213
OG0000194	Prac.g_01781	Prav.g_00216
OG0000195	Prac.g_01779	Prav.g_00887
OG0000196	Prac.g_01769	Prav.g_00877
OG0000197	Prac.g_01768	Prav.g_00876
OG0000198	Prac.g_01767	Prav.g_00875
OG0000199	Prac.g_01760	Prav.g_00868
OG0000200	Prac.g_01746	Prav.g_00854
OG0000201	Prac.g_01738	Prav.g_00846
OG0000202	Prac.g_01737	Prav.g_00845
OG0000203	Prac.g_01736	Prav.g_00844
OG0000204	Prac.g_01735	Prav.g_00843
OG0000205	Prac.g_01728	Prav.g_00836
OG0000206	Prac.g_01723	Prav.g_00831
OG0000207	Prac.g_01721	Prav.g_00829
OG0000208	Prac.g_01720	Prav.g_00828
OG0000209	Prac.g_01711	Prav.g_00819
OG0000210	Prac.g_01710	Prav.g_00818
OG0000211	Prac.g_01697	Prav.g_00805
OG0000212	Prac.g_01690	Prav.g_00798
OG0000213	Prac.g_01674	Prav.g_01904
OG0000214	Prac.g_01664	Prav.g_01914
OG0000215	Prac.g_01639	Prav.g_01938
OG0000216	Prac.g_01637	Prav.g_01940
OG0000217	Prac.g_01634	Prav.g_01943
OG0000218	Prac.g_01632	Prav.g_01945
OG0000219	Prac.g_01631	Prav.g_01946
OG0000220	Prac.g_01630	Prav.g_01947
OG0000221	Prac.g_01629	Prav.g_01948
OG0000222	Prac.g_01621	Prav.g_01956
OG0000223	Prac.g_01608	Prav.g_01969
OG0000224	Prac.g_01606	Prav.g_01971
OG0000225	Prac.g_01188	Prav.g_01992
OG0000226	Prac.g_01184	Prav.g_01996
OG0000227	Prac.g_01182	Prav.g_01998
OG0000228	Prac.g_01179	Prav.g_00974
OG0000229	Prac.g_01111	Prav.g_01035
OG0000230	Prac.g_01109	Prav.g_01037
OG0000231	Prac.g_01098	Prav.g_01048
OG0000232	Prac.g_01089	Prav.g_01056
OG0000233	Prac.g_01082	Prav.g_01061
OG0000234	Prac.g_01068	Prav.g_01074
OG0000235	Prac.g_01065	Prav.g_01077
OG0000236	Prac.g_01051	Prav.g_01091
OG0000237	Prac.g_00865	Prav.g_01104
OG0000238	Prac.g_00859	Prav.g_01110
OG0000239	Prac.g_00847	Prav.g_01123
OG0000240	Prac.g_00846	Prav.g_01124
OG0000241	Prac.g_00842	Prav.g_01128
OG0000242	Prac.g_00840	Prav.g_01130
OG0000243	Prac.g_00829	Prav.g_01141
OG0000244	Prac.g_00826	Prav.g_01144
OG0000245	Prac.g_00824	Prav.g_01146
OG0000246	Prac.g_00820	Prav.g_01150
OG0000247	Prac.g_00810	Prav.g_01160
OG0000248	Prac.g_00808	Prav.g_01162
OG0000249	Prac.g_00806	Prav.g_01164
OG0000250	Prac.g_00801	Prav.g_01169
OG0000251	Prac.g_00782	Prav.g_01187
OG0000252	Prac.g_00778	Prav.g_01190
OG0000253	Prac.g_00777	Prav.g_01191
OG0000254	Prac.g_00760	Prav.g_01207
OG0000255	Prac.g_00754	Prav.g_01213
OG0000256	Prac.g_00744	Prav.g_01225
OG0000257	Prac.g_00741	Prav.g_01228
OG0000258	Prac.g_00728	Prav.g_01241
OG0000259	Prac.g_00711	Prav.g_01258
OG0000260	Prac.g_00708	Prav.g_01261
OG0000261	Prac.g_00706	Prav.g_01263
OG0000262	Prac.g_00702	Prav.g_01267
OG0000263	Prac.g_00690	Prav.g_01279
OG0000264	Prac.g_00680	Prav.g_01289
OG0000265	Prac.g_01560	Prav.g_00306
OG0000266	Prac.g_01550	Prav.g_00316
OG0000267	Prac.g_01539	Prav.g_00327
OG0000268	Prac.g_01538	Prav.g_00328
OG0000269	Prac.g_01480	Prav.g_00392
OG0000270	Prac.g_01477	Prav.g_00395
OG0000271	Prac.g_01469	Prav.g_00403
OG0000272	Prac.g_01468	Prav.g_00404
OG0000273	Prac.g_01445	Prav.g_00427
OG0000274	Prac.g_01444	Prav.g_00428
OG0000275	Prac.g_01442	Prav.g_00430
OG0000276	Prac.g_01437	Prav.g_00435
OG0000277	Prac.g_01436	Prav.g_00436
OG0000278	Prac.g_01433	Prav.g_00439
OG0000279	Prac.g_01426	Prav.g_00446
OG0000280	Prac.g_01425	Prav.g_00447
OG0000281	Prac.g_01420	Prav.g_00452
OG0000282	Prac.g_01382	Prav.g_00501
OG0000283	Prac.g_01350	Prav.g_00533
OG0000284	Prac.g_01345	Prav.g_00538
OG0000285	Prac.g_01340	Prav.g_00543
OG0000286	Prac.g_01328	Prav.g_00555
OG0000287	Prac.g_01311	Prav.g_00572
OG0000288	Prac.g_01283	Prav.g_00906
OG0000289	Prac.g_01272	Prav.g_00917
OG0000290	Prac.g_01259	Prav.g_00930
OG0000291	Prac.g_01257	Prav.g_00932
OG0000292	Prac.g_01207	Prav.g_00261
OG0000293	Prac.g_00994	Prav.g_00056
OG0000294	Prac.g_00993	Prav.g_00057
OG0000295	Prac.g_00973	Prav.g_00077
OG0000296	Prac.g_00971	Prav.g_01867
OG0000297	Prac.g_00963	Prav.g_01859
OG0000298	Prac.g_00962	Prav.g_01858
OG0000299	Prac.g_00945	Prav.g_01841
OG0000300	Prac.g_00942	Prav.g_01838
OG0000301	Prac.g_00941	Prav.g_00955, Prav.g_01837
OG0000302	Prac.g_00939	Prav.g_01835
OG0000303	Prac.g_00932	Prav.g_01828
OG0000304	Prac.g_00928	Prav.g_01824
OG0000305	Prac.g_00209	Prav.g_01465
OG0000306	Prac.g_00212	Prav.g_01468
OG0000307	Prac.g_00226	Prav.g_01482
OG0000308	Prac.g_00227	Prav.g_01483
OG0000309	Prac.g_00231	Prav.g_01487
OG0000310	Prac.g_00426	Prav.g_01563
OG0000311	Prac.g_00424	Prav.g_01565
OG0000312	Prac.g_00421	Prav.g_01568
OG0000313	Prac.g_00407	Prav.g_01582
OG0000314	Prac.g_00384	Prav.g_01605
OG0000315	Prac.g_00374	Prav.g_01615
OG0000316	Prac.g_00354	Prav.g_01635
OG0000317	Prac.g_00627	Prav.g_01759
OG0000318	Prac.g_00624	Prav.g_01762
OG0000319	Prac.g_00611	Prav.g_01775
OG0000320	Prac.g_00609	Prav.g_01777
OG0000321	Prac.g_00608	Prav.g_01778
OG0000322	Prac.g_00607	Prav.g_01779
OG0000323	Prac.g_00598	Prav.g_01788
OG0000324	Prac.g_00572	Prav.g_01815
OG0000325	Prac.g_00477	Prav.g_00269
OG0000326	Prac.g_00483	Prav.g_00275
OG0000327	Prac.g_00507	Prav.g_00591
OG0000328	Prac.g_00508	Prav.g_00592
OG0000329	Prac.g_00525	Prav.g_00609
OG0000330	Prac.g_00526	Prav.g_00610
OG0000331	Prac.g_00527	Prav.g_00611
OG0000332	Prac.g_00541	Prav.g_00625
OG0000333	Prac.g_00543	Prav.g_00627
OG0000334	Prac.g_00551	Prav.g_00635
OG0000335	Prac.g_00555	Prav.g_00640
OG0000336	Prac.g_00559	Prav.g_00644
OG0000337	Prac.g_00013	Prav.g_00661
OG0000338	Prac.g_00014	Prav.g_00662
OG0000339	Prac.g_00018	Prav.g_00666
OG0000340	Prac.g_00026	Prav.g_00674
OG0000341	Prac.g_00028	Prav.g_00676
OG0000342	Prac.g_00029	Prav.g_00677
OG0000343	Prac.g_00030	Prav.g_00678
OG0000344	Prac.g_00033	Prav.g_00681
OG0000345	Prac.g_00038	Prav.g_00686
OG0000346	Prac.g_00042	Prav.g_00690
OG0000347	Prac.g_00057	Prav.g_00706
OG0000348	Prac.g_00066	Prav.g_00715
OG0000349	Prac.g_00083	Prav.g_00732
OG0000350	Prac.g_00101	Prav.g_00751
OG0000351	Prac.g_00118	Prav.g_00768
OG0000352	Prac.g_00119	Prav.g_00769
OG0000353	Prac.g_01948	Prav.g_00785
OG0000355	Prac.g_01946	Prav.g_00787
OG0000356	Prac.g_01945	Prav.g_00788
OG0000357	Prac.g_01944	Prav.g_00789
OG0000358	Prac.g_01940	Prav.g_00793
OG0000359	Prac.g_01939	Prav.g_00794
OG0000360	Prac.g_01938	Prav.g_00795
OG0000361	Prac.g_01937	Prav.g_00078
OG0000362	Prac.g_01935	Prav.g_00080
OG0000363	Prac.g_01933	Prav.g_00082
OG0000364	Prac.g_01932	Prav.g_00083
OG0000365	Prac.g_01927	Prav.g_00088
OG0000366	Prac.g_01926	Prav.g_00089
OG0000367	Prac.g_01925	Prav.g_00090
OG0000368	Prac.g_01923	Prav.g_00092
OG0000369	Prac.g_01922	Prav.g_00093
OG0000370	Prac.g_01921	Prav.g_00094
OG0000371	Prac.g_01915	Prav.g_00100
OG0000372	Prac.g_01911	Prav.g_00103
OG0000373	Prac.g_01910	Prav.g_00104
OG0000374	Prac.g_01909	Prav.g_00105
OG0000375	Prac.g_01892	Prav.g_00111
OG0000376	Prac.g_01890	Prav.g_00113
OG0000377	Prac.g_01886	Prav.g_00116
OG0000378	Prac.g_01884	Prav.g_00118
OG0000379	Prac.g_01881	Prav.g_00121
OG0000380	Prac.g_01865	Prav.g_00131
OG0000381	Prac.g_01861	Prav.g_00135
OG0000382	Prac.g_01850	Prav.g_00146
OG0000383	Prac.g_01848	Prav.g_00148
OG0000384	Prac.g_01847	Prav.g_00149
OG0000385	Prac.g_01846	Prav.g_00150
OG0000386	Prac.g_01845	Prav.g_00151
OG0000387	Prac.g_01832	Prav.g_00164
OG0000388	Prac.g_01829	Prav.g_00167
OG0000389	Prac.g_01825	Prav.g_00171
OG0000390	Prac.g_01818	Prav.g_00178
OG0000391	Prac.g_01815	Prav.g_00181
OG0000392	Prac.g_01811	Prav.g_00185
OG0000393	Prac.g_01809	Prav.g_00187
OG0000394	Prac.g_01808	Prav.g_00188
OG0000395	Prac.g_01807	Prav.g_00189
OG0000396	Prac.g_01804	Prav.g_00192
OG0000397	Prac.g_01802	Prav.g_00194
OG0000398	Prac.g_01800	Prav.g_00196
OG0000399	Prac.g_01799	Prav.g_00197
OG0000400	Prac.g_01798	Prav.g_00198
OG0000401	Prac.g_01797	Prav.g_00199
OG0000402	Prac.g_01795	Prav.g_00201
OG0000403	Prac.g_01794	Prav.g_00202
OG0000404	Prac.g_01793	Prav.g_00203
OG0000405	Prac.g_01789	Prav.g_00207
OG0000406	Prac.g_01783	Prav.g_00214
OG0000407	Prac.g_01782	Prav.g_00215
OG0000409	Prac.g_01778	Prav.g_00886
OG0000410	Prac.g_01777	Prav.g_00885
OG0000411	Prac.g_01776	Prav.g_00884
OG0000412	Prac.g_01775	Prav.g_00883
OG0000413	Prac.g_01774	Prav.g_00882
OG0000414	Prac.g_01773	Prav.g_00881
OG0000415	Prac.g_01772	Prav.g_00880
OG0000416	Prac.g_01771	Prav.g_00879
OG0000417	Prac.g_01770	Prav.g_00878
OG0000418	Prac.g_01765	Prav.g_00873
OG0000419	Prac.g_01763	Prav.g_00871
OG0000420	Prac.g_01762	Prav.g_00870
OG0000421	Prac.g_01757	Prav.g_00865
OG0000422	Prac.g_01756	Prav.g_00864
OG0000423	Prac.g_01755	Prav.g_00863
OG0000424	Prac.g_01754	Prav.g_00862
OG0000425	Prac.g_01753	Prav.g_00861
OG0000426	Prac.g_01752	Prav.g_00860
OG0000427	Prac.g_01751	Prav.g_00859
OG0000428	Prac.g_01749	Prav.g_00857
OG0000429	Prac.g_01748	Prav.g_00856
OG0000430	Prac.g_01747	Prav.g_00855
OG0000431	Prac.g_01745	Prav.g_00853
OG0000432	Prac.g_01742	Prav.g_00850
OG0000433	Prac.g_01741	Prav.g_00849
OG0000434	Prac.g_01740	Prav.g_00848
OG0000435	Prac.g_01739	Prav.g_00847
OG0000436	Prac.g_01734	Prav.g_00842
OG0000437	Prac.g_01733	Prav.g_00841
OG0000438	Prac.g_01732	Prav.g_00840
OG0000439	Prac.g_01730	Prav.g_00838
OG0000440	Prac.g_01729	Prav.g_00837
OG0000441	Prac.g_01726	Prav.g_00834
OG0000442	Prac.g_01725	Prav.g_00833
OG0000443	Prac.g_01724	Prav.g_00832
OG0000444	Prac.g_01719	Prav.g_00827
OG0000445	Prac.g_01718	Prav.g_00826
OG0000446	Prac.g_01717	Prav.g_00825
OG0000447	Prac.g_01716	Prav.g_00824
OG0000448	Prac.g_01715	Prav.g_00823
OG0000449	Prac.g_01714	Prav.g_00822
OG0000450	Prac.g_01713	Prav.g_00821
OG0000451	Prac.g_01712	Prav.g_00820
OG0000452	Prac.g_01709	Prav.g_00817
OG0000453	Prac.g_01708	Prav.g_00816
OG0000454	Prac.g_01707	Prav.g_00815
OG0000455	Prac.g_01706	Prav.g_00814
OG0000456	Prac.g_01705	Prav.g_00813
OG0000457	Prac.g_01704	Prav.g_00812
OG0000458	Prac.g_01703	Prav.g_00811
OG0000459	Prac.g_01702	Prav.g_00810
OG0000460	Prac.g_01695	Prav.g_00803
OG0000461	Prac.g_01688	Prav.g_01889
OG0000462	Prac.g_01686	Prav.g_01891
OG0000463	Prac.g_01685	Prav.g_01892
OG0000464	Prac.g_01684	Prav.g_01893
OG0000465	Prac.g_01683	Prav.g_01894
OG0000466	Prac.g_01680	Prav.g_01897
OG0000467	Prac.g_01679	Prav.g_01898
OG0000468	Prac.g_01678	Prav.g_01900
OG0000469	Prac.g_01669	Prav.g_01909
OG0000470	Prac.g_01667	Prav.g_01911
OG0000471	Prac.g_01666	Prav.g_01912
OG0000472	Prac.g_01665	Prav.g_01913
OG0000473	Prac.g_01663	Prav.g_01915
OG0000474	Prac.g_01662	Prav.g_01916
OG0000475	Prac.g_01661	Prav.g_01917
OG0000476	Prac.g_01660	Prav.g_01918
OG0000477	Prac.g_01656	Prav.g_01921
OG0000478	Prac.g_01655	Prav.g_01922
OG0000479	Prac.g_01654	Prav.g_01923
OG0000480	Prac.g_01649	Prav.g_01928
OG0000481	Prac.g_01647	Prav.g_01930
OG0000482	Prac.g_01646	Prav.g_01931
OG0000483	Prac.g_01643	Prav.g_01934
OG0000484	Prac.g_01642	Prav.g_01935
OG0000485	Prac.g_01641	Prav.g_01936
OG0000486	Prac.g_01640	Prav.g_01937
OG0000487	Prac.g_01636	Prav.g_01941
OG0000488	Prac.g_01633	Prav.g_01944
OG0000489	Prac.g_01628	Prav.g_01949
OG0000490	Prac.g_01623	Prav.g_01954
OG0000491	Prac.g_01622	Prav.g_01955
OG0000492	Prac.g_01620	Prav.g_01957
OG0000493	Prac.g_01619	Prav.g_01958
OG0000494	Prac.g_01618	Prav.g_01959
OG0000495	Prac.g_01617	Prav.g_01960
OG0000496	Prac.g_01616	Prav.g_01961
OG0000497	Prac.g_01615	Prav.g_01962
OG0000498	Prac.g_01614	Prav.g_01963
OG0000499	Prac.g_01613	Prav.g_01964
OG0000500	Prac.g_01612	Prav.g_01965
OG0000501	Prac.g_01610	Prav.g_01967
OG0000502	Prac.g_01607	Prav.g_01970
OG0000503	Prac.g_01200	Prav.g_01980
OG0000504	Prac.g_01199	Prav.g_01981
OG0000505	Prac.g_01198	Prav.g_01982
OG0000506	Prac.g_01196	Prav.g_01984
OG0000507	Prac.g_01193	Prav.g_01987
OG0000508	Prac.g_01189	Prav.g_01991
OG0000509	Prac.g_01187	Prav.g_01993
OG0000510	Prac.g_01186	Prav.g_01994
OG0000511	Prac.g_01185	Prav.g_01995
OG0000512	Prac.g_01183	Prav.g_01997
OG0000513	Prac.g_01176	Prav.g_00977
OG0000514	Prac.g_01116	Prav.g_01030
OG0000515	Prac.g_01115	Prav.g_01031
OG0000516	Prac.g_01114	Prav.g_01032
OG0000517	Prac.g_01112	Prav.g_01034
OG0000518	Prac.g_01101	Prav.g_01045
OG0000519	Prac.g_01100	Prav.g_01046
OG0000520	Prac.g_01099	Prav.g_01047
OG0000521	Prac.g_01094	Prav.g_01052
OG0000522	Prac.g_01092	Prav.g_01053
OG0000523	Prac.g_01091	Prav.g_01054
OG0000524	Prac.g_01084	Prav.g_01059
OG0000525	Prac.g_01081	Prav.g_01062
OG0000526	Prac.g_01080	Prav.g_01063
OG0000527	Prac.g_01071	Prav.g_01071
OG0000528	Prac.g_01066	Prav.g_01076
OG0000529	Prac.g_01063	Prav.g_01079
OG0000530	Prac.g_01060	Prav.g_01082
OG0000531	Prac.g_01059	Prav.g_01083
OG0000532	Prac.g_01057	Prav.g_01085
OG0000533	Prac.g_01056	Prav.g_01086
OG0000534	Prac.g_01055	Prav.g_01087
OG0000535	Prac.g_01054	Prav.g_01088
OG0000536	Prac.g_01053	Prav.g_01089
OG0000537	Prac.g_01052	Prav.g_01090
OG0000538	Prac.g_00871	Prav.g_01098
OG0000539	Prac.g_00870	Prav.g_01099
OG0000540	Prac.g_00869	Prav.g_01100
OG0000541	Prac.g_00868	Prav.g_01101
OG0000542	Prac.g_00866	Prav.g_01103
OG0000543	Prac.g_00864	Prav.g_01105
OG0000544	Prac.g_00863	Prav.g_01106
OG0000545	Prac.g_00861	Prav.g_01108
OG0000546	Prac.g_00858	Prav.g_01111
OG0000547	Prac.g_00857	Prav.g_01113
OG0000548	Prac.g_00856	Prav.g_01114
OG0000549	Prac.g_00854	Prav.g_01116
OG0000550	Prac.g_00849	Prav.g_01121
OG0000551	Prac.g_00845	Prav.g_01125
OG0000552	Prac.g_00844	Prav.g_01126
OG0000553	Prac.g_00843	Prav.g_01127
OG0000554	Prac.g_00838	Prav.g_01132
OG0000555	Prac.g_00830	Prav.g_01140
OG0000556	Prac.g_00828	Prav.g_01142
OG0000557	Prac.g_00827	Prav.g_01143
OG0000558	Prac.g_00825	Prav.g_01145
OG0000559	Prac.g_00821	Prav.g_01149
OG0000560	Prac.g_00818	Prav.g_01152
OG0000561	Prac.g_00817	Prav.g_01153
OG0000562	Prac.g_00816	Prav.g_01154
OG0000563	Prac.g_00815	Prav.g_01155
OG0000564	Prac.g_00814	Prav.g_01156
OG0000565	Prac.g_00811	Prav.g_01159
OG0000566	Prac.g_00809	Prav.g_01161
OG0000567	Prac.g_00805	Prav.g_01165
OG0000568	Prac.g_00804	Prav.g_01166
OG0000569	Prac.g_00803	Prav.g_01167
