Orthogroup	Prad	Prau
OG0000138	Prad.g_00012	Prau.g_00536
OG0000139	Prad.g_00092	Prau.g_00577
OG0000140	Prad.g_00091	Prau.g_00578
OG0000141	Prad.g_01396	Prau.g_00645
OG0000142	Prad.g_01424	Prau.g_00675
OG0000143	Prad.g_01428	Prau.g_00679
OG0000144	Prad.g_01226	Prau.g_00692
OG0000145	Prad.g_01107	Prau.g_00816
OG0000146	Prad.g_01110	Prau.g_00819
OG0000147	Prad.g_01111	Prau.g_00820
OG0000148	Prad.g_01162	Prau.g_00870
OG0000149	Prad.g_00301	Prau.g_00900
OG0000150	Prad.g_00293	Prau.g_00909
OG0000151	Prad.g_00235	Prau.g_00966
OG0000152	Prad.g_00186	Prau.g_01015
OG0000153	Prad.g_00167	Prau.g_01034
OG0000154	Prad.g_00139	Prau.g_01063
OG0000155	Prad.g_01476	Prau.g_01226
OG0000156	Prad.g_00359	Prau.g_01359
OG0000157	Prad.g_00360	Prau.g_01360
OG0000158	Prad.g_00567	Prau.g_01436
OG0000159	Prad.g_00563	Prau.g_01433, Prau.g_01457
OG0000160	Prad.g_00514	Prau.g_01532
OG0000161	Prad.g_00508	Prau.g_01538
OG0000162	Prad.g_00502	Prau.g_01544
OG0000163	Prad.g_00467	Prau.g_01578
OG0000164	Prad.g_00917	Prau.g_01756
OG0000165	Prad.g_00910	Prau.g_01763
OG0000166	Prad.g_00843	Prau.g_01833
OG0000167	Prad.g_00777	Prau.g_01899
OG0000168	Prad.g_00767	Prau.g_01909
OG0000169	Prad.g_01637	Prau.g_01919
OG0000170	Prad.g_01635	Prau.g_01921
OG0000171	Prad.g_01617	Prau.g_01940
OG0000172	Prad.g_01609	Prau.g_01949
OG0000173	Prad.g_01594	Prau.g_01964
OG0000174	Prad.g_01566	Prau.g_01991
OG0000175	Prad.g_01556	Prau.g_02001
OG0000176	Prad.g_01532	Prau.g_00004
OG0000177	Prad.g_01531	Prau.g_00005
OG0000178	Prad.g_01530	Prau.g_00006
OG0000179	Prad.g_01970	Prau.g_00016
OG0000180	Prad.g_01969	Prau.g_00017
OG0000181	Prad.g_01968	Prau.g_00018
OG0000182	Prad.g_01967	Prau.g_00019
OG0000183	Prad.g_01963	Prau.g_00023
OG0000184	Prad.g_01940	Prau.g_00054
OG0000185	Prad.g_01937	Prau.g_00057
OG0000186	Prad.g_01929	Prau.g_00066
OG0000187	Prad.g_01928	Prau.g_00067
OG0000188	Prad.g_01911	Prau.g_00083
OG0000189	Prad.g_01897	Prau.g_00097
OG0000190	Prad.g_01896	Prau.g_00098
OG0000191	Prad.g_01876	Prau.g_00118
OG0000192	Prad.g_01872	Prau.g_00122
OG0000193	Prad.g_01845	Prau.g_00147
OG0000194	Prad.g_01842	Prau.g_00150
OG0000195	Prad.g_01840	Prau.g_00152
OG0000196	Prad.g_01830	Prau.g_00162
OG0000197	Prad.g_01829	Prau.g_00163
OG0000198	Prad.g_01828	Prau.g_00164
OG0000199	Prad.g_01821	Prau.g_00171
OG0000200	Prad.g_01807	Prau.g_00185
OG0000201	Prad.g_01799	Prau.g_00193
OG0000202	Prad.g_01798	Prau.g_00194
OG0000203	Prad.g_01797	Prau.g_00195
OG0000204	Prad.g_01796	Prau.g_00196
OG0000205	Prad.g_01789	Prau.g_00203
OG0000206	Prad.g_01784	Prau.g_00208
OG0000207	Prad.g_01782	Prau.g_00210
OG0000208	Prad.g_01781	Prau.g_00211
OG0000209	Prad.g_01772	Prau.g_00220
OG0000210	Prad.g_01771	Prau.g_00221
OG0000211	Prad.g_01758	Prau.g_00234
OG0000212	Prad.g_01751	Prau.g_00241
OG0000213	Prad.g_01734	Prau.g_00259
OG0000214	Prad.g_01724	Prau.g_00269
OG0000215	Prad.g_01699	Prau.g_00294
OG0000216	Prad.g_01697	Prau.g_00296
OG0000217	Prad.g_01694	Prau.g_00299
OG0000218	Prad.g_01692	Prau.g_00301
OG0000219	Prad.g_01691	Prau.g_00302
OG0000220	Prad.g_01690	Prau.g_00303
OG0000221	Prad.g_01689	Prau.g_00304
OG0000222	Prad.g_01681	Prau.g_00312
OG0000223	Prad.g_01668	Prau.g_00325
OG0000224	Prad.g_01666	Prau.g_00327
OG0000225	Prad.g_01645	Prau.g_00348
OG0000226	Prad.g_00761	Prau.g_00352
OG0000227	Prad.g_00759	Prau.g_00354
OG0000228	Prad.g_00756	Prau.g_00357
OG0000229	Prad.g_00666	Prau.g_00477
OG0000230	Prad.g_00069	Prau.g_00479
OG0000231	Prad.g_00058	Prau.g_00490
OG0000232	Prad.g_00049	Prau.g_00499
OG0000233	Prad.g_00043	Prau.g_00505
OG0000234	Prad.g_00031	Prau.g_00517
OG0000235	Prad.g_00028	Prau.g_00520
OG0000236	Prad.g_00014	Prau.g_00534
OG0000237	Prad.g_00123	Prau.g_00547
OG0000238	Prad.g_00117	Prau.g_00553
OG0000239	Prad.g_00104	Prau.g_00565
OG0000240	Prad.g_00103	Prau.g_00566
OG0000241	Prad.g_00099	Prau.g_00570
OG0000242	Prad.g_00097	Prau.g_00572
OG0000243	Prad.g_01333	Prau.g_00583
OG0000244	Prad.g_01336	Prau.g_00586
OG0000245	Prad.g_01338	Prau.g_00588
OG0000246	Prad.g_01342	Prau.g_00592
OG0000247	Prad.g_01352	Prau.g_00602
OG0000248	Prad.g_01354	Prau.g_00604
OG0000249	Prad.g_01356	Prau.g_00606
OG0000250	Prad.g_01361	Prau.g_00611
OG0000251	Prad.g_01380	Prau.g_00629
OG0000252	Prad.g_01383	Prau.g_00632
OG0000253	Prad.g_01384	Prau.g_00633
OG0000254	Prad.g_01400	Prau.g_00649
OG0000255	Prad.g_01406	Prau.g_00655
OG0000256	Prad.g_01416	Prau.g_00667
OG0000257	Prad.g_01419	Prau.g_00670
OG0000258	Prad.g_01432	Prau.g_00683
OG0000259	Prad.g_01234	Prau.g_00700
OG0000260	Prad.g_01237	Prau.g_00703
OG0000261	Prad.g_01239	Prau.g_00705
OG0000262	Prad.g_01243	Prau.g_00709
OG0000263	Prad.g_01255	Prau.g_00721
OG0000264	Prad.g_01265	Prau.g_00731
OG0000265	Prad.g_01049	Prau.g_00755
OG0000266	Prad.g_01059	Prau.g_00765
OG0000267	Prad.g_01070	Prau.g_00776
OG0000268	Prad.g_01071	Prau.g_00777
OG0000269	Prad.g_01141	Prau.g_00849
OG0000270	Prad.g_01144	Prau.g_00852
OG0000271	Prad.g_01152	Prau.g_00860
OG0000272	Prad.g_01153	Prau.g_00861
OG0000273	Prad.g_01176	Prau.g_00884
OG0000274	Prad.g_01177	Prau.g_00885
OG0000275	Prad.g_01180	Prau.g_00887
OG0000276	Prad.g_01185	Prau.g_00892
OG0000277	Prad.g_00308	Prau.g_00893
OG0000278	Prad.g_00305	Prau.g_00896
OG0000279	Prad.g_00298	Prau.g_00904
OG0000280	Prad.g_00297	Prau.g_00905
OG0000281	Prad.g_00292	Prau.g_00910
OG0000282	Prad.g_00243	Prau.g_00958
OG0000283	Prad.g_00209	Prau.g_00992
OG0000284	Prad.g_00204	Prau.g_00997
OG0000285	Prad.g_00199	Prau.g_01002
OG0000286	Prad.g_00187	Prau.g_01014
OG0000287	Prad.g_00170	Prau.g_01031
OG0000288	Prad.g_00140	Prau.g_01062
OG0000289	Prad.g_01035	Prau.g_01073
OG0000290	Prad.g_01021	Prau.g_01086
OG0000291	Prad.g_01019	Prau.g_01088
OG0000292	Prad.g_00972	Prau.g_01136
OG0000293	Prad.g_01505	Prau.g_01198
OG0000294	Prad.g_01504	Prau.g_01199
OG0000295	Prad.g_01484	Prau.g_01218
OG0000296	Prad.g_01482	Prau.g_01220
OG0000297	Prad.g_01474	Prau.g_01228
OG0000298	Prad.g_01473	Prau.g_01229
OG0000299	Prad.g_01455	Prau.g_01246
OG0000300	Prad.g_01452	Prau.g_01249
OG0000301	Prad.g_01451	Prau.g_01250
OG0000302	Prad.g_01449	Prau.g_01252
OG0000303	Prad.g_01442	Prau.g_01259
OG0000304	Prad.g_01438	Prau.g_01263
OG0000305	Prad.g_00602	Prau.g_01401
OG0000306	Prad.g_00599	Prau.g_01404
OG0000307	Prad.g_00585	Prau.g_01418
OG0000308	Prad.g_00584	Prau.g_01419
OG0000309	Prad.g_00580	Prau.g_01423
OG0000310	Prad.g_00530	Prau.g_01513
OG0000311	Prad.g_00528	Prau.g_01515
OG0000312	Prad.g_00525	Prau.g_01518
OG0000313	Prad.g_00511	Prau.g_01535
OG0000314	Prad.g_00487	Prau.g_01558
OG0000315	Prad.g_00477	Prau.g_01568
OG0000316	Prad.g_00457	Prau.g_01588
OG0000317	Prad.g_00943	Prau.g_01730
OG0000318	Prad.g_00940	Prau.g_01733
OG0000319	Prad.g_00927	Prau.g_01746
OG0000320	Prad.g_00925	Prau.g_01748
OG0000321	Prad.g_00924	Prau.g_01749
OG0000322	Prad.g_00923	Prau.g_01750
OG0000323	Prad.g_00914	Prau.g_01759
OG0000324	Prad.g_00887	Prau.g_01785
OG0000325	Prad.g_00878	Prau.g_01795
OG0000326	Prad.g_00872	Prau.g_01801
OG0000327	Prad.g_00848	Prau.g_01828
OG0000328	Prad.g_00847	Prau.g_01829
OG0000329	Prad.g_00830	Prau.g_01846
OG0000330	Prad.g_00829	Prau.g_01847
OG0000331	Prad.g_00828	Prau.g_01848
OG0000332	Prad.g_00814	Prau.g_01862
OG0000333	Prad.g_00812	Prau.g_01864
OG0000334	Prad.g_00804	Prau.g_01872
OG0000335	Prad.g_00799	Prau.g_01877
OG0000336	Prad.g_00795	Prau.g_01881
OG0000337	Prad.g_00779	Prau.g_01897
OG0000338	Prad.g_00778	Prau.g_01898
OG0000339	Prad.g_00774	Prau.g_01902
OG0000340	Prad.g_00766	Prau.g_01910
OG0000340	Prad.g_01294	Prau.g_01910
OG0000341	Prad.g_00764	Prau.g_01912
OG0000342	Prad.g_00763	Prau.g_01913
OG0000343	Prad.g_00762	Prau.g_01914
OG0000344	Prad.g_01639	Prau.g_01917
OG0000345	Prad.g_01634	Prau.g_01922
OG0000346	Prad.g_01630	Prau.g_01926
OG0000347	Prad.g_01615	Prau.g_01942
OG0000348	Prad.g_01606	Prau.g_01952
OG0000349	Prad.g_01589	Prau.g_01969
OG0000350	Prad.g_01570	Prau.g_01987
OG0000351	Prad.g_01553	Prau.g_02004
OG0000352	Prad.g_01552	Prau.g_02005
OG0000353	Prad.g_01537	Prau.g_02021
OG0000355	Prad.g_01535	Prau.g_00001
OG0000356	Prad.g_01534	Prau.g_00002
OG0000357	Prad.g_01533	Prau.g_00003
OG0000358	Prad.g_01529	Prau.g_00007
OG0000359	Prad.g_01528	Prau.g_00008
OG0000360	Prad.g_01527	Prau.g_00009
OG0000361	Prad.g_01976	Prau.g_00010
OG0000362	Prad.g_01974	Prau.g_00012
OG0000363	Prad.g_01972	Prau.g_00014
OG0000364	Prad.g_01971	Prau.g_00015
OG0000365	Prad.g_01966	Prau.g_00020
OG0000366	Prad.g_01965	Prau.g_00021
OG0000367	Prad.g_01964	Prau.g_00022
OG0000368	Prad.g_01962	Prau.g_00024
OG0000369	Prad.g_01961	Prau.g_00025
OG0000370	Prad.g_01960	Prau.g_00026
OG0000371	Prad.g_01954	Prau.g_00031
OG0000372	Prad.g_01951	Prau.g_00034
OG0000373	Prad.g_01950	Prau.g_00035
OG0000374	Prad.g_01949	Prau.g_00036
OG0000375	Prad.g_01947	Prau.g_00047
OG0000376	Prad.g_01945	Prau.g_00049
OG0000377	Prad.g_01941	Prau.g_00053
OG0000378	Prad.g_01939	Prau.g_00055
OG0000379	Prad.g_01936	Prau.g_00058
OG0000380	Prad.g_01927	Prau.g_00068
OG0000381	Prad.g_01923	Prau.g_00072
OG0000382	Prad.g_01912	Prau.g_00082
OG0000383	Prad.g_01910	Prau.g_00084
OG0000384	Prad.g_01909	Prau.g_00085
OG0000385	Prad.g_01908	Prau.g_00086
OG0000386	Prad.g_01907	Prau.g_00087
OG0000387	Prad.g_01894	Prau.g_00100
OG0000388	Prad.g_01891	Prau.g_00103
OG0000389	Prad.g_01887	Prau.g_00107
OG0000390	Prad.g_01880	Prau.g_00114
OG0000391	Prad.g_01877	Prau.g_00117
OG0000392	Prad.g_01873	Prau.g_00121
OG0000393	Prad.g_01871	Prau.g_00123
OG0000394	Prad.g_01870	Prau.g_00124
OG0000395	Prad.g_01869	Prau.g_00125
OG0000396	Prad.g_01866	Prau.g_00128
OG0000397	Prad.g_01864	Prau.g_00130
OG0000398	Prad.g_01862	Prau.g_00132
OG0000399	Prad.g_01861	Prau.g_00133
OG0000400	Prad.g_01860	Prau.g_00134
OG0000401	Prad.g_01859	Prau.g_00135
OG0000402	Prad.g_01857	Prau.g_00137
OG0000403	Prad.g_01856	Prau.g_00138
OG0000404	Prad.g_01855	Prau.g_00139
OG0000405	Prad.g_01851	Prau.g_00143
OG0000406	Prad.g_01844	Prau.g_00148
OG0000407	Prad.g_01843	Prau.g_00149
OG0000408	Prad.g_01841	Prau.g_00151
OG0000409	Prad.g_01839	Prau.g_00153
OG0000410	Prad.g_01838	Prau.g_00154
OG0000411	Prad.g_01837	Prau.g_00155
OG0000412	Prad.g_01836	Prau.g_00156
OG0000413	Prad.g_01835	Prau.g_00157
OG0000414	Prad.g_01834	Prau.g_00158
OG0000415	Prad.g_01833	Prau.g_00159
OG0000416	Prad.g_01832	Prau.g_00160
OG0000417	Prad.g_01831	Prau.g_00161
OG0000418	Prad.g_01826	Prau.g_00166
OG0000419	Prad.g_01824	Prau.g_00168
OG0000420	Prad.g_01823	Prau.g_00169
OG0000421	Prad.g_01818	Prau.g_00174
OG0000422	Prad.g_01817	Prau.g_00175
OG0000423	Prad.g_01816	Prau.g_00176
OG0000424	Prad.g_01815	Prau.g_00177
OG0000425	Prad.g_01814	Prau.g_00178
OG0000426	Prad.g_01813	Prau.g_00179
OG0000427	Prad.g_01812	Prau.g_00180
OG0000428	Prad.g_01810	Prau.g_00182
OG0000429	Prad.g_01809	Prau.g_00183
OG0000430	Prad.g_01808	Prau.g_00184
OG0000431	Prad.g_01806	Prau.g_00186
OG0000432	Prad.g_01803	Prau.g_00189
OG0000433	Prad.g_01802	Prau.g_00190
OG0000434	Prad.g_01801	Prau.g_00191
OG0000435	Prad.g_01800	Prau.g_00192
OG0000436	Prad.g_01795	Prau.g_00197
OG0000437	Prad.g_01794	Prau.g_00198
OG0000438	Prad.g_01793	Prau.g_00199
OG0000439	Prad.g_01791	Prau.g_00201
OG0000440	Prad.g_01790	Prau.g_00202
OG0000441	Prad.g_01787	Prau.g_00205
OG0000442	Prad.g_01786	Prau.g_00206
OG0000443	Prad.g_01785	Prau.g_00207
OG0000444	Prad.g_01780	Prau.g_00212
OG0000445	Prad.g_01779	Prau.g_00213
OG0000446	Prad.g_01778	Prau.g_00214
OG0000447	Prad.g_01777	Prau.g_00215
OG0000448	Prad.g_01776	Prau.g_00216
OG0000449	Prad.g_01775	Prau.g_00217
OG0000450	Prad.g_01774	Prau.g_00218
OG0000451	Prad.g_01773	Prau.g_00219
OG0000452	Prad.g_01770	Prau.g_00222
OG0000453	Prad.g_01769	Prau.g_00223
OG0000454	Prad.g_01768	Prau.g_00224
OG0000455	Prad.g_01767	Prau.g_00225
OG0000456	Prad.g_01766	Prau.g_00226
OG0000457	Prad.g_01765	Prau.g_00227
OG0000458	Prad.g_01764	Prau.g_00228
OG0000459	Prad.g_01763	Prau.g_00229
OG0000460	Prad.g_01756	Prau.g_00236
OG0000461	Prad.g_01749	Prau.g_00244
OG0000462	Prad.g_01747	Prau.g_00246
OG0000463	Prad.g_01746	Prau.g_00247
OG0000464	Prad.g_01745	Prau.g_00248
OG0000465	Prad.g_01744	Prau.g_00249
OG0000466	Prad.g_01741	Prau.g_00252
OG0000467	Prad.g_01740	Prau.g_00253
OG0000468	Prad.g_01738	Prau.g_00255
OG0000469	Prad.g_01729	Prau.g_00264
OG0000470	Prad.g_01727	Prau.g_00266
OG0000471	Prad.g_01726	Prau.g_00267
OG0000472	Prad.g_01725	Prau.g_00268
OG0000473	Prad.g_01723	Prau.g_00270
OG0000474	Prad.g_01722	Prau.g_00271
OG0000475	Prad.g_01721	Prau.g_00272
OG0000476	Prad.g_01720	Prau.g_00273
OG0000477	Prad.g_01716	Prau.g_00277
OG0000478	Prad.g_01715	Prau.g_00278
OG0000479	Prad.g_01714	Prau.g_00279
OG0000480	Prad.g_01709	Prau.g_00284
OG0000481	Prad.g_01707	Prau.g_00286
OG0000482	Prad.g_01706	Prau.g_00287
OG0000483	Prad.g_01703	Prau.g_00290
OG0000484	Prad.g_01702	Prau.g_00291
OG0000485	Prad.g_01701	Prau.g_00292
OG0000486	Prad.g_01700	Prau.g_00293
OG0000487	Prad.g_01696	Prau.g_00297
OG0000488	Prad.g_01693	Prau.g_00300
OG0000489	Prad.g_01688	Prau.g_00305
OG0000490	Prad.g_01683	Prau.g_00310
OG0000491	Prad.g_01682	Prau.g_00311
OG0000492	Prad.g_01680	Prau.g_00313
OG0000493	Prad.g_01679	Prau.g_00314
OG0000494	Prad.g_01678	Prau.g_00315
OG0000495	Prad.g_01677	Prau.g_00316
OG0000496	Prad.g_01676	Prau.g_00317
OG0000497	Prad.g_01675	Prau.g_00318
OG0000498	Prad.g_01674	Prau.g_00319
OG0000499	Prad.g_01673	Prau.g_00320
OG0000500	Prad.g_01672	Prau.g_00321
OG0000501	Prad.g_01670	Prau.g_00323
OG0000502	Prad.g_01667	Prau.g_00326
OG0000503	Prad.g_01657	Prau.g_00336
OG0000504	Prad.g_01656	Prau.g_00337
OG0000505	Prad.g_01655	Prau.g_00338
OG0000506	Prad.g_01653	Prau.g_00340
OG0000507	Prad.g_01650	Prau.g_00343
OG0000508	Prad.g_01646	Prau.g_00347
OG0000509	Prad.g_01644	Prau.g_00349
OG0000510	Prad.g_01643	Prau.g_00350
OG0000511	Prad.g_01642	Prau.g_00351
OG0000512	Prad.g_00760	Prau.g_00353
OG0000513	Prad.g_00753	Prau.g_00360
OG0000514	Prad.g_00671	Prau.g_00472
OG0000515	Prad.g_00670	Prau.g_00473
OG0000516	Prad.g_00669	Prau.g_00474
OG0000517	Prad.g_00667	Prau.g_00476
OG0000518	Prad.g_00061	Prau.g_00487
OG0000519	Prad.g_00060	Prau.g_00488
OG0000520	Prad.g_00059	Prau.g_00489
OG0000521	Prad.g_00054	Prau.g_00494
OG0000522	Prad.g_00052	Prau.g_00496
OG0000523	Prad.g_00051	Prau.g_00497
OG0000524	Prad.g_00045	Prau.g_00503
OG0000525	Prad.g_00042	Prau.g_00506
OG0000526	Prad.g_00041	Prau.g_00507
OG0000527	Prad.g_00034	Prau.g_00514
OG0000528	Prad.g_00029	Prau.g_00519
OG0000529	Prad.g_00026	Prau.g_00522
OG0000530	Prad.g_00023	Prau.g_00525
OG0000531	Prad.g_00022	Prau.g_00526
OG0000532	Prad.g_00020	Prau.g_00528
OG0000533	Prad.g_00019	Prau.g_00529
OG0000534	Prad.g_00018	Prau.g_00530
OG0000535	Prad.g_00017	Prau.g_00531
OG0000536	Prad.g_00016	Prau.g_00532
OG0000537	Prad.g_00015	Prau.g_00533
OG0000538	Prad.g_00129	Prau.g_00541
OG0000539	Prad.g_00128	Prau.g_00542
OG0000540	Prad.g_00127	Prau.g_00543
OG0000541	Prad.g_00126	Prau.g_00544
OG0000542	Prad.g_00124	Prau.g_00546
OG0000543	Prad.g_00122	Prau.g_00548
OG0000544	Prad.g_00121	Prau.g_00549
OG0000545	Prad.g_00119	Prau.g_00551
OG0000546	Prad.g_00116	Prau.g_00554
OG0000547	Prad.g_00114	Prau.g_00556
OG0000548	Prad.g_00113	Prau.g_00557
OG0000549	Prad.g_00111	Prau.g_00559
OG0000550	Prad.g_00106	Prau.g_00564
OG0000551	Prad.g_00102	Prau.g_00567
OG0000552	Prad.g_00101	Prau.g_00568
