Orthogroup	Prad	Syap
OG0000453	Prad.g_01769	Syap.g_01903
OG0000454	Prad.g_01768	Syap.g_01902
OG0000455	Prad.g_01767	Syap.g_01901
OG0000456	Prad.g_01766	Syap.g_01900
OG0000457	Prad.g_01765	Syap.g_01896
OG0000458	Prad.g_01764	Syap.g_01895
OG0000459	Prad.g_01763	Syap.g_01894
OG0000460	Prad.g_01756	Syap.g_01159
OG0000461	Prad.g_01749	Syap.g_01575
OG0000462	Prad.g_01747	Syap.g_01578
OG0000463	Prad.g_01746	Syap.g_01579
OG0000464	Prad.g_01745	Syap.g_01580
OG0000465	Prad.g_01744	Syap.g_01582
OG0000466	Prad.g_01741	Syap.g_01587
OG0000467	Prad.g_01740	Syap.g_01588
OG0000468	Prad.g_01738	Syap.g_01593
OG0000469	Prad.g_01729	Syap.g_02352
OG0000470	Prad.g_01727	Syap.g_02349
OG0000471	Prad.g_01726	Syap.g_02348
OG0000472	Prad.g_01725	Syap.g_02347
OG0000473	Prad.g_01723	Syap.g_02343
OG0000474	Prad.g_01722	Syap.g_02342
OG0000475	Prad.g_01721	Syap.g_02341
OG0000476	Prad.g_01720	Syap.g_02339
OG0000477	Prad.g_01716	Syap.g_01367
OG0000478	Prad.g_01715	Syap.g_01366
OG0000479	Prad.g_01714	Syap.g_01364
OG0000480	Prad.g_01709	Syap.g_01357
OG0000482	Prad.g_01706	Syap.g_01355
OG0000483	Prad.g_01703	Syap.g_01344
OG0000484	Prad.g_01702	Syap.g_01350
OG0000485	Prad.g_01701	Syap.g_01349
OG0000487	Prad.g_01696	Syap.g_01635
OG0000488	Prad.g_01693	Syap.g_01639
OG0000489	Prad.g_01688	Syap.g_02482
OG0000490	Prad.g_01683	Syap.g_01673
OG0000491	Prad.g_01682	Syap.g_01670
OG0000492	Prad.g_01680	Syap.g_01668
OG0000493	Prad.g_01679	Syap.g_01667
OG0000494	Prad.g_01678	Syap.g_01666
OG0000495	Prad.g_01677	Syap.g_01665
OG0000496	Prad.g_01676	Syap.g_01663
OG0000497	Prad.g_01675	Syap.g_01662
OG0000498	Prad.g_01674	Syap.g_01661
OG0000499	Prad.g_01673	Syap.g_01660
OG0000500	Prad.g_01672	Syap.g_01659
OG0000501	Prad.g_01670	Syap.g_01656
OG0000502	Prad.g_01667	Syap.g_02066
OG0000503	Prad.g_01657	Syap.g_00569
OG0000504	Prad.g_01656	Syap.g_00567
OG0000505	Prad.g_01655	Syap.g_00566
OG0000506	Prad.g_01653	Syap.g_00564
OG0000507	Prad.g_01650	Syap.g_00558
OG0000508	Prad.g_01646	Syap.g_00554
OG0000509	Prad.g_01644	Syap.g_00551
OG0000510	Prad.g_01643	Syap.g_00550
OG0000511	Prad.g_01642	Syap.g_00548
OG0000512	Prad.g_00760	Syap.g_02145
OG0000513	Prad.g_00753	Syap.g_02048
OG0000514	Prad.g_00671	Syap.g_02051
OG0000515	Prad.g_00670	Syap.g_02052
OG0000516	Prad.g_00669	Syap.g_02054
OG0000517	Prad.g_00667	Syap.g_02057
OG0000519	Prad.g_00060	Syap.g_00457
OG0000520	Prad.g_00059	Syap.g_00456
OG0000521	Prad.g_00054	Syap.g_01997
OG0000522	Prad.g_00052	Syap.g_01995
OG0000523	Prad.g_00051	Syap.g_02507
OG0000524	Prad.g_00045	Syap.g_02135
OG0000525	Prad.g_00042	Syap.g_02159
OG0000526	Prad.g_00041	Syap.g_02157
OG0000527	Prad.g_00034	Syap.g_02758
OG0000528	Prad.g_00029	Syap.g_02261
OG0000529	Prad.g_00026	Syap.g_02254
OG0000530	Prad.g_00023	Syap.g_02252
OG0000531	Prad.g_00022	Syap.g_02251
OG0000532	Prad.g_00020	Syap.g_02247
OG0000533	Prad.g_00019	Syap.g_02244
OG0000534	Prad.g_00018	Syap.g_02243
OG0000535	Prad.g_00017	Syap.g_02242
OG0000536	Prad.g_00016	Syap.g_02241
OG0000537	Prad.g_00015	Syap.g_02240
OG0000538	Prad.g_00129	Syap.g_00271
OG0000539	Prad.g_00128	Syap.g_00270
OG0000540	Prad.g_00127	Syap.g_00269
OG0000541	Prad.g_00126	Syap.g_00268
OG0000542	Prad.g_00124	Syap.g_00264
OG0000543	Prad.g_00122	Syap.g_00261
OG0000544	Prad.g_00121	Syap.g_00260
OG0000545	Prad.g_00119	Syap.g_00259
OG0000546	Prad.g_00116	Syap.g_00256
OG0000547	Prad.g_00114	Syap.g_00254
OG0000548	Prad.g_00113	Syap.g_00253
OG0000549	Prad.g_00111	Syap.g_00758
OG0000550	Prad.g_00106	Syap.g_02747
OG0000551	Prad.g_00102	Syap.g_02739
OG0000552	Prad.g_00101	Syap.g_02738
OG0000553	Prad.g_00100	Syap.g_02735
OG0000554	Prad.g_00095	Syap.g_01450
OG0000555	Prad.g_01332	Syap.g_01941
OG0000556	Prad.g_01334	Syap.g_01933
OG0000557	Prad.g_01335	Syap.g_01931
OG0000558	Prad.g_01337	Syap.g_01147
OG0000560	Prad.g_01344	Syap.g_00305
OG0000561	Prad.g_01345	Syap.g_00304
OG0000562	Prad.g_01346	Syap.g_00302
OG0000563	Prad.g_01347	Syap.g_00301
OG0000564	Prad.g_01348	Syap.g_00300
OG0000565	Prad.g_01351	Syap.g_00296
OG0000566	Prad.g_01353	Syap.g_00291
OG0000567	Prad.g_01357	Syap.g_01297
OG0000568	Prad.g_01358	Syap.g_01302
OG0000569	Prad.g_01359	Syap.g_01303
OG0000570	Prad.g_01360	Syap.g_01304
OG0000571	Prad.g_01362	Syap.g_01307
OG0000573	Prad.g_01381	Syap.g_00765
OG0000574	Prad.g_01382	Syap.g_00759
OG0000575	Prad.g_01386	Syap.g_00445
OG0000576	Prad.g_01388	Syap.g_00450
OG0000577	Prad.g_01389	Syap.g_00451
OG0000578	Prad.g_01390	Syap.g_00452
OG0000579	Prad.g_01391	Syap.g_00453
OG0000580	Prad.g_01392	Syap.g_00454
OG0000581	Prad.g_01394	Syap.g_01521
OG0000582	Prad.g_01397	Syap.g_01533
OG0000583	Prad.g_01398	Syap.g_01532
OG0000584	Prad.g_01399	Syap.g_01530
OG0000585	Prad.g_01401	Syap.g_01526
OG0000586	Prad.g_01402	Syap.g_01525
OG0000587	Prad.g_01403	Syap.g_01523
OG0000588	Prad.g_01407	Syap.g_00776
OG0000589	Prad.g_01410	Syap.g_00941
OG0000590	Prad.g_01411	Syap.g_00940
OG0000591	Prad.g_01414	Syap.g_01289
OG0000592	Prad.g_01415	Syap.g_01288
OG0000593	Prad.g_01421	Syap.g_00890
OG0000594	Prad.g_01422	Syap.g_00891
OG0000595	Prad.g_01423	Syap.g_00892
OG0000596	Prad.g_01427	Syap.g_00898
OG0000597	Prad.g_01429	Syap.g_00903
OG0000598	Prad.g_01430	Syap.g_00904
OG0000599	Prad.g_01433	Syap.g_00908
OG0000600	Prad.g_01219	Syap.g_00909
OG0000601	Prad.g_01220	Syap.g_00910
OG0000602	Prad.g_01222	Syap.g_00640
OG0000603	Prad.g_01223	Syap.g_00641
OG0000604	Prad.g_01224	Syap.g_02769
