Orthogroup	Prad	Syaq
OG0000134	Prad.g_00754	Syaq.g_00526
OG0000135	Prad.g_00727	Syaq.g_01227
OG0000136	Prad.g_00066	Syaq.g_00496
OG0000137	Prad.g_00032	Syaq.g_00442
OG0000138	Prad.g_00012	Syaq.g_01789
OG0000139	Prad.g_00092	Syaq.g_01844
OG0000140	Prad.g_00091	Syaq.g_01848
OG0000141	Prad.g_01396	Syaq.g_02010
OG0000142	Prad.g_01424	Syaq.g_02082
OG0000143	Prad.g_01428	Syaq.g_02086
OG0000144	Prad.g_01226	Syaq.g_02152
OG0000145	Prad.g_01107	Syaq.g_01796
OG0000146	Prad.g_01110	Syaq.g_02475
OG0000147	Prad.g_01111	Syaq.g_02474
OG0000148	Prad.g_01162	Syaq.g_02359
OG0000149	Prad.g_00301	Syaq.g_02395
OG0000150	Prad.g_00293	Syaq.g_02011
OG0000151	Prad.g_00235	Syaq.g_02283
OG0000152	Prad.g_00186	Syaq.g_02485
OG0000153	Prad.g_00167	Syaq.g_02518
OG0000154	Prad.g_00139	Syaq.g_00066
OG0000155	Prad.g_01476	Syaq.g_00212
OG0000156	Prad.g_00359	Syaq.g_00281
OG0000157	Prad.g_00360	Syaq.g_00282
OG0000158	Prad.g_00567	Syaq.g_01003
OG0000159	Prad.g_00563	Syaq.g_00918, Syaq.g_00941
OG0000160	Prad.g_00514	Syaq.g_00374
OG0000161	Prad.g_00508	Syaq.g_00382
OG0000162	Prad.g_00502	Syaq.g_00389
OG0000163	Prad.g_00467	Syaq.g_01730
OG0000164	Prad.g_00917	Syaq.g_01642
OG0000165	Prad.g_00910	Syaq.g_01630
OG0000166	Prad.g_00843	Syaq.g_00647
OG0000167	Prad.g_00777	Syaq.g_00983
OG0000168	Prad.g_00767	Syaq.g_01004
OG0000169	Prad.g_01637	Syaq.g_01016
OG0000170	Prad.g_01635	Syaq.g_01023
OG0000171	Prad.g_01617	Syaq.g_01052
OG0000172	Prad.g_01609	Syaq.g_01074
OG0000173	Prad.g_01594	Syaq.g_01092
OG0000174	Prad.g_01566	Syaq.g_01224
OG0000175	Prad.g_01556	Syaq.g_01183
OG0000176	Prad.g_01532	Syaq.g_01146
OG0000177	Prad.g_01531	Syaq.g_01145
OG0000178	Prad.g_01530	Syaq.g_01144
OG0000179	Prad.g_01970	Syaq.g_01129
OG0000180	Prad.g_01969	Syaq.g_01128
OG0000181	Prad.g_01968	Syaq.g_01127
OG0000182	Prad.g_01967	Syaq.g_01126
OG0000183	Prad.g_01963	Syaq.g_01122
OG0000184	Prad.g_01940	Syaq.g_01277
OG0000185	Prad.g_01937	Syaq.g_01290
OG0000186	Prad.g_01929	Syaq.g_01563
OG0000187	Prad.g_01928	Syaq.g_01561
OG0000188	Prad.g_01911	Syaq.g_01539
OG0000189	Prad.g_01897	Syaq.g_01499
OG0000190	Prad.g_01896	Syaq.g_01497
OG0000191	Prad.g_01876	Syaq.g_01467
OG0000192	Prad.g_01872	Syaq.g_01462
OG0000193	Prad.g_01845	Syaq.g_01423
OG0000194	Prad.g_01842	Syaq.g_01420
OG0000195	Prad.g_01840	Syaq.g_01418
OG0000196	Prad.g_01830	Syaq.g_01407
OG0000197	Prad.g_01829	Syaq.g_01406
OG0000198	Prad.g_01828	Syaq.g_01405
OG0000199	Prad.g_01821	Syaq.g_01398
OG0000200	Prad.g_01807	Syaq.g_01382
OG0000201	Prad.g_01799	Syaq.g_01365
OG0000202	Prad.g_01798	Syaq.g_01364
OG0000203	Prad.g_01797	Syaq.g_01363
OG0000204	Prad.g_01796	Syaq.g_01362
OG0000205	Prad.g_01789	Syaq.g_01355
OG0000206	Prad.g_01784	Syaq.g_01345
OG0000207	Prad.g_01782	Syaq.g_01338
OG0000208	Prad.g_01781	Syaq.g_01337
OG0000209	Prad.g_01772	Syaq.g_01310
OG0000210	Prad.g_01771	Syaq.g_01309
OG0000211	Prad.g_01758	Syaq.g_01570
OG0000212	Prad.g_01751	Syaq.g_01586
OG0000213	Prad.g_01734	Syaq.g_00729
OG0000214	Prad.g_01724	Syaq.g_00745
OG0000215	Prad.g_01699	Syaq.g_00777
OG0000216	Prad.g_01697	Syaq.g_00781
OG0000217	Prad.g_01694	Syaq.g_00844
OG0000218	Prad.g_01692	Syaq.g_00846
OG0000219	Prad.g_01691	Syaq.g_00847
OG0000220	Prad.g_01690	Syaq.g_00848
OG0000221	Prad.g_01689	Syaq.g_00856
OG0000222	Prad.g_01681	Syaq.g_00868
OG0000223	Prad.g_01668	Syaq.g_00946
OG0000224	Prad.g_01666	Syaq.g_00950
OG0000225	Prad.g_01645	Syaq.g_00543
OG0000226	Prad.g_00761	Syaq.g_00536
OG0000227	Prad.g_00759	Syaq.g_00534
OG0000228	Prad.g_00756	Syaq.g_00531
OG0000229	Prad.g_00666	Syaq.g_00501
OG0000230	Prad.g_00069	Syaq.g_00499
OG0000231	Prad.g_00058	Syaq.g_00485
OG0000232	Prad.g_00049	Syaq.g_00472
OG0000233	Prad.g_00043	Syaq.g_00464
OG0000234	Prad.g_00031	Syaq.g_00440
OG0000235	Prad.g_00028	Syaq.g_01771
OG0000236	Prad.g_00014	Syaq.g_01787
OG0000237	Prad.g_00123	Syaq.g_01805
OG0000238	Prad.g_00117	Syaq.g_01810
OG0000239	Prad.g_00104	Syaq.g_01826
OG0000240	Prad.g_00103	Syaq.g_01827
OG0000241	Prad.g_00099	Syaq.g_02074
OG0000242	Prad.g_00097	Syaq.g_01836
OG0000243	Prad.g_01333	Syaq.g_01922
OG0000244	Prad.g_01336	Syaq.g_01928
OG0000245	Prad.g_01338	Syaq.g_01930
OG0000246	Prad.g_01342	Syaq.g_01934
OG0000247	Prad.g_01352	Syaq.g_01945
OG0000248	Prad.g_01354	Syaq.g_01948
OG0000249	Prad.g_01356	Syaq.g_01950
OG0000250	Prad.g_01361	Syaq.g_01958
OG0000251	Prad.g_01380	Syaq.g_01984
OG0000252	Prad.g_01383	Syaq.g_01987
OG0000253	Prad.g_01384	Syaq.g_01989
OG0000254	Prad.g_01400	Syaq.g_02016
OG0000255	Prad.g_01406	Syaq.g_02041
OG0000256	Prad.g_01416	Syaq.g_02068
OG0000257	Prad.g_01419	Syaq.g_02073
OG0000258	Prad.g_01432	Syaq.g_02095
OG0000259	Prad.g_01234	Syaq.g_02239
OG0000260	Prad.g_01237	Syaq.g_02242
OG0000261	Prad.g_01239	Syaq.g_02245
OG0000262	Prad.g_01243	Syaq.g_02250
OG0000263	Prad.g_01255	Syaq.g_00185
OG0000264	Prad.g_01265	Syaq.g_02582
OG0000266	Prad.g_01059	Syaq.g_00037
OG0000267	Prad.g_01070	Syaq.g_02430
OG0000268	Prad.g_01071	Syaq.g_02431
OG0000269	Prad.g_01141	Syaq.g_02335
OG0000270	Prad.g_01144	Syaq.g_02338
OG0000271	Prad.g_01152	Syaq.g_02346
OG0000272	Prad.g_01153	Syaq.g_02347
OG0000273	Prad.g_01176	Syaq.g_02376
OG0000274	Prad.g_01177	Syaq.g_02377
OG0000275	Prad.g_01180	Syaq.g_02380
OG0000276	Prad.g_01185	Syaq.g_02387
OG0000277	Prad.g_00308	Syaq.g_02388
OG0000278	Prad.g_00305	Syaq.g_02391
OG0000279	Prad.g_00298	Syaq.g_02401
OG0000280	Prad.g_00297	Syaq.g_02410
OG0000281	Prad.g_00292	Syaq.g_02224
OG0000282	Prad.g_00243	Syaq.g_02271
OG0000283	Prad.g_00209	Syaq.g_02445
OG0000284	Prad.g_00204	Syaq.g_02450
OG0000285	Prad.g_00199	Syaq.g_02466
OG0000286	Prad.g_00187	Syaq.g_02484
OG0000288	Prad.g_00140	Syaq.g_00067
OG0000289	Prad.g_01035	Syaq.g_00053
OG0000290	Prad.g_01021	Syaq.g_02682
OG0000291	Prad.g_01019	Syaq.g_02680
OG0000292	Prad.g_00972	Syaq.g_01157
OG0000293	Prad.g_01505	Syaq.g_00262
OG0000294	Prad.g_01504	Syaq.g_00261
OG0000295	Prad.g_01484	Syaq.g_00220
OG0000296	Prad.g_01482	Syaq.g_00218
OG0000297	Prad.g_01474	Syaq.g_00205
OG0000298	Prad.g_01473	Syaq.g_00204
OG0000299	Prad.g_01455	Syaq.g_00171
OG0000300	Prad.g_01452	Syaq.g_00164
OG0000301	Prad.g_01451	Syaq.g_00163
OG0000302	Prad.g_01449	Syaq.g_00162
OG0000303	Prad.g_01442	Syaq.g_00152
OG0000304	Prad.g_01438	Syaq.g_00146
OG0000305	Prad.g_00602	Syaq.g_02677
OG0000306	Prad.g_00599	Syaq.g_01861
OG0000307	Prad.g_00585	Syaq.g_01754
OG0000308	Prad.g_00584	Syaq.g_01752
OG0000309	Prad.g_00580	Syaq.g_01747
OG0000310	Prad.g_00530	Syaq.g_00347
OG0000311	Prad.g_00528	Syaq.g_00352
OG0000312	Prad.g_00525	Syaq.g_00359
OG0000313	Prad.g_00511	Syaq.g_00379
OG0000314	Prad.g_00487	Syaq.g_00408
OG0000315	Prad.g_00477	Syaq.g_00418
OG0000316	Prad.g_00457	Syaq.g_01716
OG0000317	Prad.g_00943	Syaq.g_01675
OG0000318	Prad.g_00940	Syaq.g_01672
OG0000319	Prad.g_00927	Syaq.g_01657
OG0000320	Prad.g_00925	Syaq.g_01655
OG0000321	Prad.g_00924	Syaq.g_01654
OG0000322	Prad.g_00923	Syaq.g_01653
OG0000323	Prad.g_00914	Syaq.g_01638
OG0000324	Prad.g_00887	Syaq.g_01605
OG0000325	Prad.g_00878	Syaq.g_00693
OG0000326	Prad.g_00872	Syaq.g_00686
OG0000327	Prad.g_00848	Syaq.g_00652
OG0000328	Prad.g_00847	Syaq.g_00651
OG0000329	Prad.g_00830	Syaq.g_00633
OG0000330	Prad.g_00829	Syaq.g_00632
OG0000331	Prad.g_00828	Syaq.g_00631
OG0000332	Prad.g_00814	Syaq.g_00616
OG0000333	Prad.g_00812	Syaq.g_00613
OG0000334	Prad.g_00804	Syaq.g_00603
OG0000335	Prad.g_00799	Syaq.g_00598
OG0000336	Prad.g_00795	Syaq.g_00594
OG0000337	Prad.g_00779	Syaq.g_00975
OG0000338	Prad.g_00778	Syaq.g_00981
OG0000339	Prad.g_00774	Syaq.g_00988
OG0000340	Prad.g_00766	Syaq.g_01005
OG0000340	Prad.g_01294	Syaq.g_01005
OG0000341	Prad.g_00764	Syaq.g_01007
OG0000342	Prad.g_00763	Syaq.g_01008
OG0000343	Prad.g_00762	Syaq.g_01010
OG0000344	Prad.g_01639	Syaq.g_01014
OG0000345	Prad.g_01634	Syaq.g_01024
OG0000346	Prad.g_01630	Syaq.g_01029
OG0000347	Prad.g_01615	Syaq.g_01057
OG0000348	Prad.g_01606	Syaq.g_01070
OG0000349	Prad.g_01589	Syaq.g_01099
OG0000350	Prad.g_01570	Syaq.g_00679
OG0000351	Prad.g_01553	Syaq.g_01179
OG0000352	Prad.g_01552	Syaq.g_01178
OG0000353	Prad.g_01537	Syaq.g_01151
OG0000354	Prad.g_01041	Syaq.g_01131
OG0000355	Prad.g_01535	Syaq.g_01149
OG0000356	Prad.g_01534	Syaq.g_01148
OG0000357	Prad.g_01533	Syaq.g_01147
OG0000358	Prad.g_01529	Syaq.g_01143
OG0000359	Prad.g_01528	Syaq.g_01141
OG0000360	Prad.g_01527	Syaq.g_01140
OG0000361	Prad.g_01976	Syaq.g_01139
OG0000362	Prad.g_01974	Syaq.g_01137
OG0000363	Prad.g_01972	Syaq.g_01135
OG0000364	Prad.g_01971	Syaq.g_01134
OG0000365	Prad.g_01966	Syaq.g_01125
OG0000366	Prad.g_01965	Syaq.g_01124
OG0000367	Prad.g_01964	Syaq.g_01123
OG0000368	Prad.g_01962	Syaq.g_01121
OG0000369	Prad.g_01961	Syaq.g_01120
OG0000370	Prad.g_01960	Syaq.g_01119
OG0000371	Prad.g_01954	Syaq.g_01111
OG0000372	Prad.g_01951	Syaq.g_01106
OG0000373	Prad.g_01950	Syaq.g_01105
OG0000374	Prad.g_01949	Syaq.g_01104
OG0000375	Prad.g_01947	Syaq.g_01103
OG0000376	Prad.g_01945	Syaq.g_01101
OG0000377	Prad.g_01941	Syaq.g_01270
OG0000378	Prad.g_01939	Syaq.g_01286
OG0000379	Prad.g_01936	Syaq.g_01291
OG0000380	Prad.g_01927	Syaq.g_01560
OG0000381	Prad.g_01923	Syaq.g_01558
OG0000382	Prad.g_01912	Syaq.g_01540
OG0000383	Prad.g_01910	Syaq.g_01535
OG0000384	Prad.g_01909	Syaq.g_01534
OG0000385	Prad.g_01908	Syaq.g_01533
OG0000386	Prad.g_01907	Syaq.g_01532
OG0000387	Prad.g_01894	Syaq.g_01495
OG0000388	Prad.g_01891	Syaq.g_01491
OG0000389	Prad.g_01887	Syaq.g_01488
OG0000390	Prad.g_00011, Prad.g_01880	Syaq.g_01473
OG0000391	Prad.g_01877	Syaq.g_01468
OG0000392	Prad.g_01873	Syaq.g_01463
OG0000393	Prad.g_01871	Syaq.g_01460
OG0000394	Prad.g_01870	Syaq.g_01459
OG0000395	Prad.g_01869	Syaq.g_01458
OG0000396	Prad.g_01866	Syaq.g_01455
OG0000397	Prad.g_01864	Syaq.g_01453
OG0000398	Prad.g_01862	Syaq.g_01448
OG0000399	Prad.g_01861	Syaq.g_01447
OG0000400	Prad.g_01860	Syaq.g_01446
OG0000401	Prad.g_01859	Syaq.g_01445
OG0000402	Prad.g_01857	Syaq.g_01443
OG0000403	Prad.g_01856	Syaq.g_01442
OG0000404	Prad.g_01855	Syaq.g_01440
OG0000405	Prad.g_01851	Syaq.g_01429
OG0000406	Prad.g_01844	Syaq.g_01422
OG0000407	Prad.g_01843	Syaq.g_01421
OG0000408	Prad.g_01841	Syaq.g_01419
OG0000409	Prad.g_01839	Syaq.g_01417
OG0000410	Prad.g_01838	Syaq.g_01416
OG0000411	Prad.g_01837	Syaq.g_01415
OG0000412	Prad.g_01836	Syaq.g_01414
OG0000413	Prad.g_01835	Syaq.g_01412
OG0000414	Prad.g_01834	Syaq.g_01411
OG0000415	Prad.g_01833	Syaq.g_01410
OG0000416	Prad.g_01832	Syaq.g_01409
OG0000417	Prad.g_01831	Syaq.g_01408
OG0000418	Prad.g_01826	Syaq.g_01403
OG0000419	Prad.g_01824	Syaq.g_01401
OG0000420	Prad.g_01823	Syaq.g_01400
OG0000421	Prad.g_01818	Syaq.g_01395
OG0000422	Prad.g_01817	Syaq.g_01394
OG0000423	Prad.g_01816	Syaq.g_01393
OG0000424	Prad.g_01815	Syaq.g_01392
OG0000425	Prad.g_01814	Syaq.g_01391
OG0000426	Prad.g_01813	Syaq.g_01390
OG0000427	Prad.g_01812	Syaq.g_01389
OG0000428	Prad.g_01810	Syaq.g_01386
OG0000429	Prad.g_01809	Syaq.g_01384
OG0000430	Prad.g_01808	Syaq.g_01383
OG0000431	Prad.g_01806	Syaq.g_01380
OG0000432	Prad.g_01803	Syaq.g_01374
OG0000433	Prad.g_01802	Syaq.g_01369
OG0000434	Prad.g_01801	Syaq.g_01368
OG0000435	Prad.g_01800	Syaq.g_01367
OG0000436	Prad.g_01795	Syaq.g_01361
OG0000437	Prad.g_01794	Syaq.g_01360
OG0000438	Prad.g_01793	Syaq.g_01359
OG0000439	Prad.g_01791	Syaq.g_01357
OG0000440	Prad.g_01790	Syaq.g_01356
OG0000441	Prad.g_01787	Syaq.g_01352
OG0000442	Prad.g_01786	Syaq.g_01350
OG0000443	Prad.g_01785	Syaq.g_01347
OG0000444	Prad.g_01780	Syaq.g_01333
OG0000445	Prad.g_01779	Syaq.g_01332
OG0000446	Prad.g_01778	Syaq.g_01330
OG0000447	Prad.g_01777	Syaq.g_01328
OG0000448	Prad.g_01776	Syaq.g_01327
OG0000449	Prad.g_01775	Syaq.g_01320
OG0000450	Prad.g_01774	Syaq.g_01313
OG0000451	Prad.g_01773	Syaq.g_01312
OG0000452	Prad.g_01770	Syaq.g_01308
OG0000453	Prad.g_01769	Syaq.g_01307
OG0000454	Prad.g_01768	Syaq.g_01306
OG0000455	Prad.g_01767	Syaq.g_01305
OG0000456	Prad.g_01766	Syaq.g_01304
OG0000457	Prad.g_01765	Syaq.g_01302
OG0000458	Prad.g_01764	Syaq.g_01299
OG0000459	Prad.g_01763	Syaq.g_01298
OG0000460	Prad.g_01756	Syaq.g_01577
OG0000461	Prad.g_01749	Syaq.g_00707
OG0000462	Prad.g_01747	Syaq.g_00710
OG0000463	Prad.g_01746	Syaq.g_00711
OG0000464	Prad.g_01745	Syaq.g_00712
OG0000465	Prad.g_01744	Syaq.g_00714
OG0000466	Prad.g_01741	Syaq.g_00718
OG0000467	Prad.g_01740	Syaq.g_00720
OG0000468	Prad.g_01738	Syaq.g_00725
OG0000469	Prad.g_01729	Syaq.g_00739
OG0000470	Prad.g_01727	Syaq.g_00741
OG0000471	Prad.g_01726	Syaq.g_00742
OG0000472	Prad.g_01725	Syaq.g_00744
OG0000473	Prad.g_01723	Syaq.g_00746
OG0000474	Prad.g_01722	Syaq.g_00747
OG0000475	Prad.g_01721	Syaq.g_00748
OG0000476	Prad.g_01720	Syaq.g_00750
OG0000477	Prad.g_01716	Syaq.g_00756
OG0000478	Prad.g_01715	Syaq.g_00757
OG0000479	Prad.g_01714	Syaq.g_00759
OG0000480	Prad.g_01709	Syaq.g_00766
OG0000481	Prad.g_01707	Syaq.g_00768
OG0000482	Prad.g_01706	Syaq.g_00769
OG0000483	Prad.g_01703	Syaq.g_00773
OG0000484	Prad.g_01702	Syaq.g_00774
OG0000485	Prad.g_01701	Syaq.g_00775
OG0000486	Prad.g_01700	Syaq.g_00776
OG0000487	Prad.g_01696	Syaq.g_00782
OG0000488	Prad.g_01693	Syaq.g_00845
OG0000489	Prad.g_01688	Syaq.g_00857
OG0000490	Prad.g_01683	Syaq.g_00864
OG0000491	Prad.g_01682	Syaq.g_00865
OG0000492	Prad.g_01680	Syaq.g_00869
OG0000493	Prad.g_01679	Syaq.g_00870
OG0000494	Prad.g_01678	Syaq.g_00871
OG0000495	Prad.g_01677	Syaq.g_00872
OG0000496	Prad.g_01676	Syaq.g_00873
OG0000497	Prad.g_01675	Syaq.g_00874
OG0000498	Prad.g_01674	Syaq.g_00875
OG0000499	Prad.g_01673	Syaq.g_00876
OG0000500	Prad.g_01672	Syaq.g_00877
OG0000501	Prad.g_01670	Syaq.g_00880
OG0000502	Prad.g_01667	Syaq.g_00953
OG0000503	Prad.g_01657	Syaq.g_00559
OG0000504	Prad.g_01656	Syaq.g_00557
OG0000505	Prad.g_01655	Syaq.g_00556
OG0000506	Prad.g_01653	Syaq.g_00554
OG0000507	Prad.g_01650	Syaq.g_00548
OG0000508	Prad.g_01646	Syaq.g_00544
OG0000509	Prad.g_01644	Syaq.g_00542
OG0000510	Prad.g_01643	Syaq.g_00538
OG0000511	Prad.g_01642	Syaq.g_00537
OG0000512	Prad.g_00760	Syaq.g_00535
OG0000513	Prad.g_00753	Syaq.g_00525
OG0000514	Prad.g_00671	Syaq.g_00514
OG0000515	Prad.g_00670	Syaq.g_00513
OG0000516	Prad.g_00669	Syaq.g_00509
OG0000517	Prad.g_00667	Syaq.g_00502
OG0000518	Prad.g_00061	Syaq.g_00490
OG0000519	Prad.g_00060	Syaq.g_00489
OG0000520	Prad.g_00059	Syaq.g_00488
OG0000521	Prad.g_00054	Syaq.g_00477
OG0000522	Prad.g_00052	Syaq.g_00475
OG0000523	Prad.g_00051	Syaq.g_00474
OG0000524	Prad.g_00045	Syaq.g_00469
OG0000525	Prad.g_00042	Syaq.g_00450
OG0000526	Prad.g_00041	Syaq.g_00448
OG0000527	Prad.g_00034	Syaq.g_00444
OG0000528	Prad.g_00029	Syaq.g_01768
OG0000529	Prad.g_00026	Syaq.g_01773
OG0000530	Prad.g_00023	Syaq.g_01776
OG0000531	Prad.g_00022	Syaq.g_01777
OG0000532	Prad.g_00020	Syaq.g_01780
OG0000533	Prad.g_00019	Syaq.g_01782
OG0000534	Prad.g_00018	Syaq.g_01783
OG0000535	Prad.g_00017	Syaq.g_01784
OG0000536	Prad.g_00016	Syaq.g_01785
OG0000537	Prad.g_00015	Syaq.g_01786
OG0000538	Prad.g_00129	Syaq.g_01798
OG0000539	Prad.g_00128	Syaq.g_01799
OG0000540	Prad.g_00127	Syaq.g_01800
OG0000541	Prad.g_00126	Syaq.g_01801
OG0000542	Prad.g_00124	Syaq.g_01804
OG0000543	Prad.g_00122	Syaq.g_01806
OG0000544	Prad.g_00121	Syaq.g_02567
OG0000545	Prad.g_00119	Syaq.g_01809
OG0000546	Prad.g_00116	Syaq.g_01811
OG0000547	Prad.g_00114	Syaq.g_01813
OG0000548	Prad.g_00113	Syaq.g_01814
OG0000549	Prad.g_00111	Syaq.g_01819
OG0000550	Prad.g_00106	Syaq.g_01824
OG0000551	Prad.g_00102	Syaq.g_01829
OG0000552	Prad.g_00101	Syaq.g_01830
OG0000553	Prad.g_00100	Syaq.g_01834
OG0000554	Prad.g_00095	Syaq.g_01839
OG0000555	Prad.g_01332	Syaq.g_01857
OG0000556	Prad.g_01334	Syaq.g_01925
OG0000557	Prad.g_01335	Syaq.g_01927
OG0000558	Prad.g_01337	Syaq.g_01929
OG0000559	Prad.g_01341	Syaq.g_01933
OG0000560	Prad.g_01344	Syaq.g_01936
OG0000561	Prad.g_01345	Syaq.g_01937
OG0000562	Prad.g_01346	Syaq.g_01938
OG0000563	Prad.g_01347	Syaq.g_01939
OG0000564	Prad.g_01348	Syaq.g_01940
OG0000565	Prad.g_01351	Syaq.g_01943
OG0000566	Prad.g_01353	Syaq.g_01947
OG0000567	Prad.g_01357	Syaq.g_01951
OG0000568	Prad.g_01358	Syaq.g_01954
OG0000569	Prad.g_01359	Syaq.g_01955
OG0000570	Prad.g_01360	Syaq.g_01956
OG0000571	Prad.g_01362	Syaq.g_01960
OG0000572	Prad.g_01375	Syaq.g_01977
OG0000573	Prad.g_01381	Syaq.g_01985
OG0000574	Prad.g_01382	Syaq.g_01986
OG0000575	Prad.g_01386	Syaq.g_01991
OG0000576	Prad.g_01388	Syaq.g_01993
OG0000577	Prad.g_01389	Syaq.g_01994
OG0000578	Prad.g_01390	Syaq.g_01995
OG0000579	Prad.g_01391	Syaq.g_01996
OG0000580	Prad.g_01392	Syaq.g_01997
OG0000581	Prad.g_01394	Syaq.g_02003
OG0000582	Prad.g_01397	Syaq.g_02012
OG0000583	Prad.g_01398	Syaq.g_02013
