Orthogroup	Prad	Prah
OG0000062	Prad.g_00436	Prah.g_01654
OG0000063	Prad.g_01953, Prad.g_00081	Prah.g_00042
OG0000065	Prad.g_01886	Prah.g_01897
OG0000066	Prad.g_00090	Prah.g_01485
OG0000067	Prad.g_01146	Prah.g_00667
OG0000068	Prad.g_00594	Prah.g_01576
OG0000070	Prad.g_00057	Prah.g_00252
OG0000071	Prad.g_00628	Prah.g_01364
OG0000072	Prad.g_01820	Prah.g_02309
OG0000073	Prad.g_00130	Prah.g_01544
OG0000075	Prad.g_00775	Prah.g_02232
OG0000076	Prad.g_01631	Prah.g_00150
OG0000077	Prad.g_01915	Prah.g_01850
OG0000078	Prad.g_01752	Prah.g_01773
OG0000079	Prad.g_01739	Prah.g_02090, Prah.g_01868
OG0000081	Prad.g_00098	Prah.g_01035
OG0000082	Prad.g_01374	Prah.g_01427
OG0000084	Prad.g_00519	Prah.g_00412
OG0000085	Prad.g_00948	Prah.g_01666
OG0000086	Prad.g_01905	Prah.g_01866
OG0000087	Prad.g_01854	Prah.g_02268
OG0000088	Prad.g_01825	Prah.g_02304
OG0000089	Prad.g_00755	Prah.g_00205
OG0000090	Prad.g_00096	Prah.g_01501
OG0000091	Prad.g_01431	Prah.g_00493
OG0000093	Prad.g_00218	Prah.g_00692
OG0000094	Prad.g_01038	Prah.g_02518
OG0000097	Prad.g_01454	Prah.g_01272
OG0000098	Prad.g_00612	Prah.g_00327
OG0000099	Prad.g_00566	Prah.g_02191
OG0000100	Prad.g_00440	Prah.g_01791, Prah.g_00636
OG0000101	Prad.g_00807	Prah.g_01995
OG0000102	Prad.g_01626	Prah.g_00144
OG0000103	Prad.g_01548	Prah.g_02586
OG0000104	Prad.g_01540	Prah.g_02600
OG0000105	Prad.g_01717	Prah.g_02126
OG0000106	Prad.g_00739	Prah.g_01660
OG0000108	Prad.g_00027	Prah.g_01566
OG0000109	Prad.g_00013	Prah.g_01550
OG0000110	Prad.g_01364	Prah.g_01439
OG0000111	Prad.g_01273	Prah.g_01028
OG0000112	Prad.g_01109	Prah.g_00788
OG0000113	Prad.g_01168	Prah.g_00641
OG0000114	Prad.g_00245	Prah.g_00733
OG0000115	Prad.g_00641	Prah.g_00383
OG0000116	Prad.g_01506	Prah.g_01337
OG0000117	Prad.g_01214	Prah.g_01257
OG0000118	Prad.g_00616	Prah.g_01378
OG0000119	Prad.g_00598	Prah.g_01007, Prah.g_01048
OG0000120	Prad.g_00564	Prah.g_02192
OG0000121	Prad.g_00513	Prah.g_00406
OG0000122	Prad.g_00474	Prah.g_01203
OG0000123	Prad.g_00800	Prah.g_01987
OG0000124	Prad.g_01616	Prah.g_00125
OG0000125	Prad.g_01580	Prah.g_02498
OG0000126	Prad.g_01541	Prah.g_02598
OG0000128	Prad.g_01975	Prah.g_00013
OG0000129	Prad.g_01943	Prah.g_02486
OG0000130	Prad.g_01924	Prah.g_01838
OG0000131	Prad.g_01846	Prah.g_02282
OG0000132	Prad.g_01827	Prah.g_02302
OG0000133	Prad.g_01669	Prah.g_02187
OG0000134	Prad.g_00754	Prah.g_00208
OG0000135	Prad.g_00727	Prah.g_02538
OG0000136	Prad.g_00066	Prah.g_00235
OG0000137	Prad.g_00032	Prah.g_00312
OG0000138	Prad.g_00012	Prah.g_01549
OG0000139	Prad.g_00092	Prah.g_01495
OG0000140	Prad.g_00091	Prah.g_01489
OG0000141	Prad.g_01396	Prah.g_01393
OG0000142	Prad.g_01424	Prah.g_00501
OG0000143	Prad.g_01428	Prah.g_00497
OG0000144	Prad.g_01226	Prah.g_00473
OG0000145	Prad.g_01107	Prah.g_01543
OG0000146	Prad.g_01110	Prah.g_00787
OG0000147	Prad.g_01111	Prah.g_00786
OG0000148	Prad.g_01162	Prah.g_00649
OG0000149	Prad.g_00301	Prah.g_00591
OG0000150	Prad.g_00293	Prah.g_00568
OG0000151	Prad.g_00235	Prah.g_00718
OG0000152	Prad.g_00186	Prah.g_00796
OG0000153	Prad.g_00167	Prah.g_00826
OG0000154	Prad.g_00139	Prah.g_00852
OG0000155	Prad.g_01476	Prah.g_01291
OG0000156	Prad.g_00359	Prah.g_01349
OG0000157	Prad.g_00360	Prah.g_01350
OG0000158	Prad.g_00567	Prah.g_02242
OG0000160	Prad.g_00514	Prah.g_00407
OG0000161	Prad.g_00508	Prah.g_00399
OG0000162	Prad.g_00502	Prah.g_00391
OG0000163	Prad.g_00467	Prah.g_01619
OG0000164	Prad.g_00917	Prah.g_01705
OG0000165	Prad.g_00910	Prah.g_01716
OG0000166	Prad.g_00843	Prah.g_02033
OG0000167	Prad.g_00777	Prah.g_02230
OG0000168	Prad.g_00767	Prah.g_02243
OG0000169	Prad.g_01637	Prah.g_00163
OG0000170	Prad.g_01635	Prah.g_00155
OG0000171	Prad.g_01617	Prah.g_00126
OG0000172	Prad.g_01609	Prah.g_00084
OG0000173	Prad.g_01594	Prah.g_00061
OG0000174	Prad.g_01566	Prah.g_02541
OG0000175	Prad.g_01556	Prah.g_02575
OG0000176	Prad.g_01532	Prah.g_00005
OG0000177	Prad.g_01531	Prah.g_00006
OG0000178	Prad.g_01530	Prah.g_00007
OG0000179	Prad.g_01970	Prah.g_00022
OG0000180	Prad.g_01969	Prah.g_00023
OG0000181	Prad.g_01968	Prah.g_00024
OG0000182	Prad.g_01967	Prah.g_00025
OG0000183	Prad.g_01963	Prah.g_00029
OG0000184	Prad.g_01940	Prah.g_02478
OG0000185	Prad.g_01937	Prah.g_02458
OG0000186	Prad.g_01929	Prah.g_01830
OG0000187	Prad.g_01928	Prah.g_01833
OG0000188	Prad.g_01911	Prah.g_01860
OG0000189	Prad.g_01897	Prah.g_01884
OG0000190	Prad.g_01896	Prah.g_01886
OG0000191	Prad.g_01876	Prah.g_00188
OG0000192	Prad.g_01872	Prah.g_00176, Prah.g_00180
OG0000193	Prad.g_01845	Prah.g_02283
OG0000194	Prad.g_01842	Prah.g_02286
OG0000195	Prad.g_01840	Prah.g_02288
OG0000196	Prad.g_01830	Prah.g_02299
OG0000197	Prad.g_01829	Prah.g_02300
OG0000198	Prad.g_01828	Prah.g_02301
OG0000199	Prad.g_01821	Prah.g_02308
OG0000200	Prad.g_01807	Prah.g_02324
OG0000201	Prad.g_01799	Prah.g_02352
OG0000202	Prad.g_01798	Prah.g_02353
OG0000203	Prad.g_01797	Prah.g_02354
OG0000204	Prad.g_01796	Prah.g_02355
OG0000205	Prad.g_01789	Prah.g_02362
OG0000206	Prad.g_01784	Prah.g_02371
OG0000207	Prad.g_01782	Prah.g_02420
OG0000208	Prad.g_01781	Prah.g_02419
OG0000209	Prad.g_01772	Prah.g_02400
OG0000210	Prad.g_01771	Prah.g_02399
OG0000211	Prad.g_01758	Prah.g_01782
OG0000212	Prad.g_01751	Prah.g_01772
OG0000213	Prad.g_01734	Prah.g_02101
OG0000214	Prad.g_01724	Prah.g_02118
OG0000215	Prad.g_01699	Prah.g_02148
OG0000216	Prad.g_01697	Prah.g_02151
OG0000217	Prad.g_01694	Prah.g_02155
OG0000218	Prad.g_01692	Prah.g_02157
OG0000219	Prad.g_01691	Prah.g_02158
OG0000220	Prad.g_01690	Prah.g_02159
OG0000221	Prad.g_01689	Prah.g_02166
OG0000222	Prad.g_01681	Prah.g_02174
OG0000223	Prad.g_01668	Prah.g_02197
OG0000224	Prad.g_01666	Prah.g_02207
OG0000225	Prad.g_01645	Prah.g_01921
OG0000226	Prad.g_00761	Prah.g_01917
OG0000227	Prad.g_00759	Prah.g_01915
OG0000228	Prad.g_00756	Prah.g_00204
OG0000229	Prad.g_00666	Prah.g_00230
OG0000230	Prad.g_00069	Prah.g_00232
OG0000231	Prad.g_00058	Prah.g_00251
OG0000232	Prad.g_00049	Prah.g_00261
OG0000233	Prad.g_00043	Prah.g_00294
OG0000234	Prad.g_00031	Prah.g_00313, Prah.g_00314
OG0000235	Prad.g_00028	Prah.g_01567
OG0000236	Prad.g_00014	Prah.g_01551
OG0000237	Prad.g_00123	Prah.g_01534
OG0000238	Prad.g_00117	Prah.g_01529
OG0000239	Prad.g_00104	Prah.g_01513
OG0000240	Prad.g_00103	Prah.g_01512
OG0000241	Prad.g_00099	Prah.g_01094
OG0000242	Prad.g_00097	Prah.g_00108, Prah.g_01503
OG0000243	Prad.g_01333	Prah.g_01476
OG0000244	Prad.g_01336	Prah.g_01472
OG0000245	Prad.g_01338	Prah.g_01469
OG0000246	Prad.g_01342	Prah.g_01465
OG0000247	Prad.g_01352	Prah.g_01454
OG0000248	Prad.g_01354	Prah.g_01451
OG0000249	Prad.g_01356	Prah.g_01449
OG0000250	Prad.g_01361	Prah.g_01443
OG0000251	Prad.g_01380	Prah.g_01417
OG0000252	Prad.g_01383	Prah.g_01414
OG0000253	Prad.g_01384	Prah.g_01408
OG0000254	Prad.g_01400	Prah.g_01389
OG0000255	Prad.g_01406	Prah.g_00530
OG0000256	Prad.g_01416	Prah.g_00516
OG0000257	Prad.g_01419	Prah.g_00509
OG0000258	Prad.g_01432	Prah.g_00486
OG0000259	Prad.g_01234	Prah.g_00457
OG0000260	Prad.g_01237	Prah.g_00454
OG0000261	Prad.g_01239	Prah.g_00451
OG0000262	Prad.g_01243	Prah.g_00445
OG0000263	Prad.g_01255	Prah.g_02413
OG0000264	Prad.g_01265	Prah.g_00974
OG0000265	Prad.g_01049	Prah.g_00887, Prah.g_00958
OG0000266	Prad.g_01059	Prah.g_00876
OG0000267	Prad.g_01070	Prah.g_00751
OG0000268	Prad.g_01071	Prah.g_00752
OG0000269	Prad.g_01141	Prah.g_00672
OG0000270	Prad.g_01144	Prah.g_00669
OG0000271	Prad.g_01152	Prah.g_00661
OG0000272	Prad.g_01153	Prah.g_00660
OG0000273	Prad.g_01176	Prah.g_00609
OG0000274	Prad.g_01177	Prah.g_00608
OG0000275	Prad.g_01180	Prah.g_00605
OG0000276	Prad.g_01185	Prah.g_00599
OG0000277	Prad.g_00308	Prah.g_00598
OG0000278	Prad.g_00305	Prah.g_00595
OG0000279	Prad.g_00298	Prah.g_00587
OG0000280	Prad.g_00297	Prah.g_00581
OG0000281	Prad.g_00292	Prah.g_00566
OG0000282	Prad.g_00243	Prah.g_00731
OG0000283	Prad.g_00209	Prah.g_00761
OG0000284	Prad.g_00204	Prah.g_00767
OG0000285	Prad.g_00199	Prah.g_01178
OG0000286	Prad.g_00187	Prah.g_00795
OG0000287	Prad.g_00170	Prah.g_01131
OG0000288	Prad.g_00140	Prah.g_00851
OG0000289	Prad.g_01035	Prah.g_00864
OG0000290	Prad.g_01021	Prah.g_00912
OG0000291	Prad.g_01019	Prah.g_00914
OG0000292	Prad.g_00972	Prah.g_02597
OG0000293	Prad.g_01505	Prah.g_01336
OG0000294	Prad.g_01504	Prah.g_01335
OG0000295	Prad.g_01484	Prah.g_01298
OG0000296	Prad.g_01482	Prah.g_01296
OG0000297	Prad.g_01474	Prah.g_01259
OG0000298	Prad.g_01473	Prah.g_01258
OG0000299	Prad.g_01455	Prah.g_01268
OG0000300	Prad.g_01452	Prah.g_01275
OG0000301	Prad.g_01451	Prah.g_01276
OG0000302	Prad.g_01449	Prah.g_01279
OG0000303	Prad.g_01442	Prah.g_01289
OG0000304	Prad.g_01438	Prah.g_01237, Prah.g_01238
OG0000305	Prad.g_00602	Prah.g_00918
OG0000306	Prad.g_00599	Prah.g_00560
OG0000307	Prad.g_00585	Prah.g_01584
OG0000308	Prad.g_00584	Prah.g_01586
OG0000309	Prad.g_00580	Prah.g_01590
OG0000310	Prad.g_00530	Prah.g_00428
OG0000311	Prad.g_00528	Prah.g_00424
OG0000312	Prad.g_00525	Prah.g_00420
OG0000313	Prad.g_00511	Prah.g_00402
OG0000314	Prad.g_00487	Prah.g_00371
OG0000315	Prad.g_00477	Prah.g_00361
OG0000316	Prad.g_00457	Prah.g_01631
OG0000317	Prad.g_00943	Prah.g_01672
OG0000318	Prad.g_00940	Prah.g_01677
OG0000319	Prad.g_00927	Prah.g_01694
OG0000320	Prad.g_00925	Prah.g_01696
OG0000321	Prad.g_00924	Prah.g_01697
OG0000322	Prad.g_00923	Prah.g_01698
OG0000323	Prad.g_00914	Prah.g_01710
OG0000324	Prad.g_00887	Prah.g_01744
OG0000325	Prad.g_00878	Prah.g_02071
OG0000326	Prad.g_00872	Prah.g_02064
OG0000327	Prad.g_00848	Prah.g_02038
OG0000328	Prad.g_00847	Prah.g_02037
OG0000329	Prad.g_00830	Prah.g_02020
OG0000330	Prad.g_00829	Prah.g_02019
OG0000331	Prad.g_00828	Prah.g_02018
OG0000332	Prad.g_00814	Prah.g_02003
OG0000333	Prad.g_00812	Prah.g_02001
OG0000334	Prad.g_00804	Prah.g_01991
OG0000335	Prad.g_00799	Prah.g_01986
OG0000336	Prad.g_00795	Prah.g_01982
OG0000337	Prad.g_00779	Prah.g_02224
OG0000338	Prad.g_00778	Prah.g_02227
OG0000339	Prad.g_00774	Prah.g_02234
OG0000340	Prad.g_00766, Prad.g_01294	Prah.g_02244
OG0000341	Prad.g_00764	Prah.g_02246
OG0000342	Prad.g_00763	Prah.g_02247
OG0000343	Prad.g_00762	Prah.g_00168
OG0000344	Prad.g_01639	Prah.g_00165
OG0000345	Prad.g_01634	Prah.g_00154
OG0000346	Prad.g_01630	Prah.g_00149
OG0000347	Prad.g_01615	Prah.g_00089
OG0000348	Prad.g_01606	Prah.g_00078
OG0000349	Prad.g_01589	Prah.g_00053
OG0000350	Prad.g_01570	Prah.g_02533
OG0000351	Prad.g_01553	Prah.g_02578
OG0000352	Prad.g_01552	Prah.g_02579
OG0000353	Prad.g_01537	Prah.g_02603
OG0000354	Prad.g_01041	Prah.g_00020
OG0000355	Prad.g_01535	Prah.g_00002
OG0000356	Prad.g_01534	Prah.g_00003
OG0000357	Prad.g_01533	Prah.g_00004
OG0000358	Prad.g_01529	Prah.g_00008
OG0000359	Prad.g_01528	Prah.g_00010
OG0000360	Prad.g_01527	Prah.g_00011
OG0000361	Prad.g_01976	Prah.g_00012
OG0000362	Prad.g_01974	Prah.g_00014
OG0000363	Prad.g_01972	Prah.g_00016
OG0000364	Prad.g_01971	Prah.g_00017
OG0000365	Prad.g_01966	Prah.g_00026
OG0000366	Prad.g_01965	Prah.g_00027
OG0000367	Prad.g_01964	Prah.g_00028
OG0000368	Prad.g_01962	Prah.g_00030
OG0000369	Prad.g_01961	Prah.g_00031
OG0000370	Prad.g_01960	Prah.g_00032
OG0000371	Prad.g_01954	Prah.g_00041
OG0000372	Prad.g_01951	Prah.g_00046
OG0000373	Prad.g_01950	Prah.g_00047
OG0000374	Prad.g_01949	Prah.g_00048
OG0000375	Prad.g_01947	Prah.g_00049
OG0000376	Prad.g_01945	Prah.g_00051
OG0000377	Prad.g_01941	Prah.g_02485
OG0000378	Prad.g_01939	Prah.g_02471
OG0000379	Prad.g_01936	Prah.g_02457
OG0000380	Prad.g_01927	Prah.g_01834
OG0000381	Prad.g_01923	Prah.g_01839
OG0000382	Prad.g_01912	Prah.g_01859
OG0000383	Prad.g_01910	Prah.g_01861
OG0000384	Prad.g_01909	Prah.g_01862
OG0000385	Prad.g_01908	Prah.g_01863
OG0000386	Prad.g_01907	Prah.g_01864
OG0000387	Prad.g_01894	Prah.g_01888
OG0000388	Prad.g_01891	Prah.g_01892
OG0000389	Prad.g_01887	Prah.g_01896
OG0000390	Prad.g_00011, Prad.g_01880	Prah.g_00194
OG0000391	Prad.g_01877	Prah.g_00189
OG0000392	Prad.g_01873	Prah.g_00183
OG0000393	Prad.g_01871	Prah.g_00175
OG0000394	Prad.g_01870	Prah.g_00174
OG0000395	Prad.g_01869	Prah.g_00173
OG0000396	Prad.g_01866	Prah.g_02252
OG0000397	Prad.g_01864	Prah.g_02254
OG0000398	Prad.g_01862	Prah.g_02259
OG0000399	Prad.g_01861	Prah.g_02260
OG0000400	Prad.g_01860	Prah.g_02261
OG0000401	Prad.g_01859	Prah.g_02262
OG0000402	Prad.g_01857	Prah.g_02264
OG0000403	Prad.g_01856	Prah.g_02265
OG0000405	Prad.g_01851	Prah.g_02280
OG0000406	Prad.g_01844	Prah.g_02284
OG0000407	Prad.g_01843	Prah.g_02285
OG0000408	Prad.g_01841	Prah.g_02287
OG0000409	Prad.g_01839	Prah.g_02289
OG0000410	Prad.g_01838	Prah.g_02290
OG0000411	Prad.g_01837	Prah.g_02291
OG0000412	Prad.g_01836	Prah.g_02292
OG0000413	Prad.g_01835	Prah.g_02294
OG0000414	Prad.g_01834	Prah.g_02295
OG0000415	Prad.g_01833	Prah.g_02296
OG0000416	Prad.g_01832	Prah.g_02297
OG0000417	Prad.g_01831	Prah.g_02298
OG0000418	Prad.g_01826	Prah.g_02303
OG0000419	Prad.g_01824	Prah.g_02305
OG0000420	Prad.g_01823	Prah.g_02306
OG0000421	Prad.g_01818	Prah.g_02310
OG0000422	Prad.g_01817	Prah.g_02311
OG0000423	Prad.g_01816	Prah.g_02312
OG0000424	Prad.g_01815	Prah.g_02313
OG0000425	Prad.g_01814	Prah.g_02314
OG0000426	Prad.g_01813	Prah.g_02315
OG0000427	Prad.g_01812	Prah.g_02316
OG0000428	Prad.g_01810	Prah.g_00709
OG0000429	Prad.g_01809	Prah.g_02321
OG0000430	Prad.g_01808	Prah.g_02323
OG0000431	Prad.g_01806	Prah.g_02334
OG0000432	Prad.g_01803	Prah.g_02341
OG0000433	Prad.g_01802	Prah.g_02344
OG0000434	Prad.g_01801	Prah.g_02345
OG0000435	Prad.g_01800	Prah.g_02350
OG0000436	Prad.g_01795	Prah.g_02356
OG0000437	Prad.g_01794	Prah.g_02357
OG0000438	Prad.g_01793	Prah.g_02358
OG0000439	Prad.g_01791	Prah.g_02360
OG0000440	Prad.g_01790	Prah.g_02361
OG0000441	Prad.g_01787	Prah.g_02364
OG0000442	Prad.g_01786	Prah.g_02365
OG0000443	Prad.g_01785	Prah.g_02370
OG0000444	Prad.g_01780	Prah.g_02418
OG0000445	Prad.g_01779	Prah.g_02417
OG0000446	Prad.g_01778	Prah.g_02415
OG0000447	Prad.g_01777	Prah.g_02411
OG0000448	Prad.g_01776	Prah.g_02410
OG0000449	Prad.g_01775	Prah.g_02409
OG0000450	Prad.g_01774	Prah.g_02403
OG0000451	Prad.g_01773	Prah.g_02402
OG0000452	Prad.g_01770	Prah.g_02398
OG0000453	Prad.g_01769	Prah.g_02397
OG0000454	Prad.g_01768	Prah.g_02396
OG0000455	Prad.g_01767	Prah.g_02395
OG0000456	Prad.g_01766	Prah.g_02394
OG0000457	Prad.g_01765	Prah.g_02392
OG0000458	Prad.g_01764	Prah.g_02391
OG0000459	Prad.g_01763	Prah.g_02390
OG0000460	Prad.g_01756	Prah.g_01781
OG0000461	Prad.g_01749	Prah.g_02074
OG0000462	Prad.g_01747	Prah.g_02078
OG0000463	Prad.g_01746	Prah.g_02079
OG0000464	Prad.g_01745	Prah.g_02080
OG0000465	Prad.g_01744	Prah.g_02082
OG0000466	Prad.g_01741	Prah.g_02087
OG0000467	Prad.g_01740	Prah.g_02089
OG0000468	Prad.g_01738	Prah.g_02098
OG0000469	Prad.g_01729	Prah.g_02111
OG0000470	Prad.g_01727	Prah.g_02114
OG0000471	Prad.g_01726	Prah.g_02115
OG0000472	Prad.g_01725	Prah.g_02117
OG0000473	Prad.g_01723	Prah.g_02119
OG0000474	Prad.g_01722	Prah.g_02120
OG0000475	Prad.g_01721	Prah.g_02121
OG0000476	Prad.g_01720	Prah.g_02123
OG0000477	Prad.g_01716	Prah.g_02128
OG0000478	Prad.g_01715	Prah.g_02129
OG0000479	Prad.g_01714	Prah.g_02130
OG0000480	Prad.g_01709	Prah.g_02137
OG0000481	Prad.g_01707	Prah.g_02139
OG0000482	Prad.g_01706	Prah.g_02140
OG0000483	Prad.g_01703	Prah.g_02144
OG0000484	Prad.g_01702	Prah.g_02145
OG0000485	Prad.g_01701	Prah.g_02146
OG0000486	Prad.g_01700	Prah.g_02147
OG0000487	Prad.g_01696	Prah.g_02152
OG0000488	Prad.g_01693	Prah.g_02156
OG0000489	Prad.g_01688	Prah.g_02167
OG0000490	Prad.g_01683	Prah.g_02172
OG0000491	Prad.g_01682	Prah.g_02173
OG0000492	Prad.g_01680	Prah.g_02175
OG0000493	Prad.g_01679	Prah.g_02176
OG0000494	Prad.g_01678	Prah.g_02177
OG0000495	Prad.g_01677	Prah.g_02178
OG0000496	Prad.g_01676	Prah.g_02179
OG0000497	Prad.g_01675	Prah.g_02180
OG0000498	Prad.g_01674	Prah.g_02181
OG0000499	Prad.g_01673	Prah.g_02182
OG0000500	Prad.g_01672	Prah.g_02183
OG0000501	Prad.g_01670	Prah.g_02186
OG0000502	Prad.g_01667	Prah.g_02199
OG0000503	Prad.g_01657	Prah.g_01940
OG0000504	Prad.g_01656	Prah.g_01938
OG0000505	Prad.g_01655	Prah.g_01937
OG0000506	Prad.g_01653	Prah.g_01935
OG0000507	Prad.g_01650	Prah.g_01930
OG0000508	Prad.g_01646	Prah.g_01922
OG0000509	Prad.g_01644	Prah.g_01920
OG0000510	Prad.g_01643	Prah.g_01919
OG0000511	Prad.g_01642	Prah.g_01918
OG0000512	Prad.g_00760	Prah.g_01916
OG0000513	Prad.g_00753	Prah.g_00209
OG0000514	Prad.g_00671	Prah.g_00218
OG0000515	Prad.g_00670	Prah.g_00219
OG0000516	Prad.g_00669	Prah.g_00221
OG0000517	Prad.g_00667	Prah.g_00229
OG0000518	Prad.g_00061	Prah.g_00241
OG0000519	Prad.g_00060	Prah.g_00242
OG0000520	Prad.g_00059	Prah.g_00247
OG0000521	Prad.g_00054	Prah.g_00255
OG0000522	Prad.g_00052	Prah.g_00257
OG0000523	Prad.g_00051	Prah.g_00258
OG0000524	Prad.g_00045	Prah.g_00290
OG0000525	Prad.g_00042	Prah.g_00304
OG0000526	Prad.g_00041	Prah.g_00306
OG0000527	Prad.g_00034	Prah.g_00310
OG0000528	Prad.g_00029	Prah.g_01572
OG0000529	Prad.g_00026	Prah.g_01565
OG0000530	Prad.g_00023	Prah.g_01562
OG0000531	Prad.g_00022	Prah.g_01561
OG0000532	Prad.g_00020	Prah.g_01558
OG0000533	Prad.g_00019	Prah.g_01556
OG0000534	Prad.g_00018	Prah.g_01555
OG0000535	Prad.g_00017	Prah.g_01554
OG0000536	Prad.g_00016	Prah.g_01553
OG0000537	Prad.g_00015	Prah.g_01552
OG0000538	Prad.g_00129	Prah.g_01541
OG0000539	Prad.g_00128	Prah.g_01540
OG0000540	Prad.g_00127	Prah.g_01539
OG0000541	Prad.g_00126	Prah.g_01538
OG0000542	Prad.g_00124	Prah.g_01535
OG0000543	Prad.g_00122	Prah.g_01533
OG0000544	Prad.g_00121	Prah.g_01532
OG0000545	Prad.g_00119	Prah.g_01530
OG0000546	Prad.g_00116	Prah.g_01528
OG0000547	Prad.g_00114	Prah.g_01526
OG0000548	Prad.g_00113	Prah.g_01525
OG0000549	Prad.g_00111	Prah.g_01519
OG0000550	Prad.g_00106	Prah.g_01514
OG0000551	Prad.g_00102	Prah.g_01510
OG0000552	Prad.g_00101	Prah.g_01509
OG0000553	Prad.g_00100	Prah.g_01505
OG0000554	Prad.g_00095	Prah.g_01500
OG0000555	Prad.g_01332	Prah.g_01480
OG0000556	Prad.g_01334	Prah.g_01474
OG0000557	Prad.g_01335	Prah.g_01473
OG0000558	Prad.g_01337	Prah.g_01470
OG0000559	Prad.g_01341	Prah.g_01466
OG0000560	Prad.g_01344	Prah.g_01463
OG0000561	Prad.g_01345	Prah.g_01462
OG0000562	Prad.g_01346	Prah.g_01461
OG0000563	Prad.g_01347	Prah.g_01460
OG0000564	Prad.g_01348	Prah.g_01459
OG0000565	Prad.g_01351	Prah.g_01457
OG0000566	Prad.g_01353	Prah.g_01452
OG0000567	Prad.g_01357	Prah.g_01448
OG0000568	Prad.g_01358	Prah.g_01446
OG0000569	Prad.g_01359	Prah.g_01445
OG0000570	Prad.g_01360	Prah.g_01444
OG0000571	Prad.g_01362	Prah.g_01441
OG0000572	Prad.g_01375	Prah.g_01425
OG0000573	Prad.g_01381	Prah.g_01416
OG0000574	Prad.g_01382	Prah.g_01415
OG0000575	Prad.g_01386	Prah.g_01406
OG0000576	Prad.g_01388	Prah.g_01404
OG0000577	Prad.g_01389	Prah.g_01403
OG0000578	Prad.g_01390	Prah.g_01402
OG0000579	Prad.g_01391	Prah.g_01401
OG0000580	Prad.g_01392	Prah.g_01400
OG0000581	Prad.g_01394	Prah.g_01396
OG0000582	Prad.g_01397	Prah.g_01392
OG0000583	Prad.g_01398	Prah.g_01391
OG0000584	Prad.g_01399	Prah.g_01390
OG0000585	Prad.g_01401	Prah.g_01388
OG0000586	Prad.g_01402	Prah.g_01387
OG0000587	Prad.g_01403	Prah.g_01385
OG0000588	Prad.g_01407	Prah.g_00529
OG0000589	Prad.g_01410	Prah.g_00526
