Orthogroup	Prad	Syai
OG0000151	Prad.g_00235	Syai.g_01280
OG0000152	Prad.g_00186	Syai.g_01503
OG0000153	Prad.g_00167	Syai.g_01461
OG0000154	Prad.g_00139	Syai.g_01434
OG0000155	Prad.g_01476	Syai.g_02109
OG0000156	Prad.g_00359	Syai.g_02162
OG0000157	Prad.g_00360	Syai.g_02163
OG0000158	Prad.g_00567	Syai.g_00135
OG0000160	Prad.g_00514	Syai.g_00952
OG0000161	Prad.g_00508	Syai.g_00946
OG0000162	Prad.g_00502	Syai.g_00939
OG0000163	Prad.g_00467	Syai.g_02300
OG0000164	Prad.g_00917	Syai.g_02411
OG0000165	Prad.g_00910	Syai.g_02244
OG0000166	Prad.g_00843	Syai.g_00364
OG0000167	Prad.g_00777	Syai.g_00164
OG0000168	Prad.g_00767	Syai.g_00134
OG0000169	Prad.g_01637	Syai.g_00123
OG0000170	Prad.g_01635	Syai.g_00116
OG0000171	Prad.g_01617	Syai.g_00090
OG0000172	Prad.g_01609	Syai.g_00083
OG0000173	Prad.g_01594	Syai.g_00064
OG0000174	Prad.g_01566	Syai.g_02828
OG0000175	Prad.g_01556	Syai.g_02901
OG0000176	Prad.g_01532	Syai.g_00004
OG0000177	Prad.g_01531	Syai.g_00005
OG0000178	Prad.g_01530	Syai.g_00006
OG0000179	Prad.g_01970	Syai.g_00023
OG0000180	Prad.g_01969	Syai.g_00024
OG0000181	Prad.g_01968	Syai.g_00025
OG0000182	Prad.g_01967	Syai.g_00026
OG0000183	Prad.g_01963	Syai.g_00030
OG0000184	Prad.g_01940	Syai.g_02756
OG0000185	Prad.g_01937	Syai.g_02734
OG0000186	Prad.g_01929	Syai.g_02469
OG0000187	Prad.g_01928	Syai.g_02471
OG0000188	Prad.g_01911	Syai.g_02494
OG0000189	Prad.g_01897	Syai.g_02530
OG0000190	Prad.g_01896	Syai.g_02532
OG0000191	Prad.g_01876	Syai.g_02562
OG0000192	Prad.g_01872	Syai.g_02569
OG0000193	Prad.g_01845	Syai.g_02609
OG0000194	Prad.g_01842	Syai.g_02612
OG0000195	Prad.g_01840	Syai.g_02614
OG0000196	Prad.g_01830	Syai.g_02625
OG0000197	Prad.g_01829	Syai.g_02626
OG0000198	Prad.g_01828	Syai.g_02627
OG0000199	Prad.g_01821	Syai.g_02635
OG0000200	Prad.g_01807	Syai.g_02651
OG0000202	Prad.g_01798	Syai.g_02668
OG0000203	Prad.g_01797	Syai.g_02669
OG0000204	Prad.g_01796	Syai.g_02670
OG0000205	Prad.g_01789	Syai.g_02677
OG0000206	Prad.g_01784	Syai.g_02684
OG0000207	Prad.g_01782	Syai.g_02686
OG0000208	Prad.g_01781	Syai.g_02687
OG0000209	Prad.g_01772	Syai.g_02699
OG0000210	Prad.g_01771	Syai.g_02700
OG0000212	Prad.g_01751	Syai.g_00544
OG0000213	Prad.g_01734	Syai.g_00292
OG0000214	Prad.g_01724	Syai.g_00276
OG0000215	Prad.g_01699	Syai.g_00245
OG0000216	Prad.g_01697	Syai.g_00241
OG0000217	Prad.g_01694	Syai.g_00237
OG0000218	Prad.g_01692	Syai.g_00235
OG0000219	Prad.g_01691	Syai.g_00234
OG0000220	Prad.g_01690	Syai.g_00233
OG0000221	Prad.g_01689	Syai.g_00227
OG0000222	Prad.g_01681	Syai.g_00215
OG0000223	Prad.g_01668	Syai.g_00194
OG0000224	Prad.g_01666	Syai.g_00186
OG0000225	Prad.g_01645	Syai.g_00502
OG0000226	Prad.g_00761	Syai.g_00506
OG0000227	Prad.g_00759	Syai.g_00508
OG0000228	Prad.g_00756	Syai.g_00516
OG0000229	Prad.g_00666	Syai.g_02228
OG0000230	Prad.g_00069	Syai.g_02226
OG0000231	Prad.g_00058	Syai.g_02208
OG0000232	Prad.g_00049	Syai.g_00846
OG0000233	Prad.g_00043	Syai.g_00855
OG0000234	Prad.g_00031	Syai.g_00866
OG0000235	Prad.g_00028	Syai.g_00637
OG0000236	Prad.g_00014	Syai.g_00652
OG0000237	Prad.g_00123	Syai.g_00669
OG0000238	Prad.g_00117	Syai.g_00674
OG0000239	Prad.g_00104	Syai.g_00691
OG0000240	Prad.g_00103	Syai.g_00692
OG0000241	Prad.g_00099	Syai.g_01089, Syai.g_01085
OG0000242	Prad.g_00097	Syai.g_00705
OG0000243	Prad.g_01333	Syai.g_00726
OG0000244	Prad.g_01336	Syai.g_00731
OG0000245	Prad.g_01338	Syai.g_00733
OG0000246	Prad.g_01342	Syai.g_00737
OG0000247	Prad.g_01352	Syai.g_00748
OG0000248	Prad.g_01354	Syai.g_00751
OG0000249	Prad.g_01356	Syai.g_00753
OG0000250	Prad.g_01361	Syai.g_00762
OG0000251	Prad.g_01380	Syai.g_00789
OG0000252	Prad.g_01383	Syai.g_00797
OG0000253	Prad.g_01384	Syai.g_00798
OG0000254	Prad.g_01400	Syai.g_01045
OG0000255	Prad.g_01406	Syai.g_01061
OG0000256	Prad.g_01416	Syai.g_01077
OG0000257	Prad.g_01419	Syai.g_01084
OG0000258	Prad.g_01432	Syai.g_01113
OG0000259	Prad.g_01234	Syai.g_01229
OG0000260	Prad.g_01237	Syai.g_01232
OG0000261	Prad.g_01239	Syai.g_01235
OG0000262	Prad.g_01243	Syai.g_01240
OG0000263	Prad.g_01255	Syai.g_01776
OG0000264	Prad.g_01265	Syai.g_01962
OG0000265	Prad.g_01049	Syai.g_02245
OG0000266	Prad.g_01059	Syai.g_01401
OG0000267	Prad.g_01070	Syai.g_01569
OG0000268	Prad.g_01071	Syai.g_01568
OG0000269	Prad.g_01141	Syai.g_01316
OG0000270	Prad.g_01144	Syai.g_01319
OG0000271	Prad.g_01152	Syai.g_01327
OG0000272	Prad.g_01153	Syai.g_01328
OG0000273	Prad.g_01176	Syai.g_02037
OG0000274	Prad.g_01177	Syai.g_02038
OG0000275	Prad.g_01180	Syai.g_02043
OG0000276	Prad.g_01185	Syai.g_02051
OG0000277	Prad.g_00308	Syai.g_02052
OG0000278	Prad.g_00305	Syai.g_02055
OG0000279	Prad.g_00298	Syai.g_02063
OG0000280	Prad.g_00297	Syai.g_02084
OG0000281	Prad.g_00292	Syai.g_01719
OG0000282	Prad.g_00243	Syai.g_01263
OG0000283	Prad.g_00209	Syai.g_01554
OG0000284	Prad.g_00204	Syai.g_01548
OG0000285	Prad.g_00199	Syai.g_01522
OG0000286	Prad.g_00187	Syai.g_01504
OG0000288	Prad.g_00140	Syai.g_01435
OG0000289	Prad.g_01035	Syai.g_01421
OG0000290	Prad.g_01021	Syai.g_02010
OG0000291	Prad.g_01019	Syai.g_02008
OG0000292	Prad.g_00972	Syai.g_02926
OG0000293	Prad.g_01505	Syai.g_02155
OG0000294	Prad.g_01504	Syai.g_02154
OG0000295	Prad.g_01484	Syai.g_02117
OG0000296	Prad.g_01482	Syai.g_02115
OG0000297	Prad.g_01474	Syai.g_01754
OG0000298	Prad.g_01473	Syai.g_01755
OG0000299	Prad.g_01455	Syai.g_01783
OG0000300	Prad.g_01452	Syai.g_01790
OG0000301	Prad.g_01451	Syai.g_01791
OG0000302	Prad.g_01449	Syai.g_01793
OG0000303	Prad.g_01442	Syai.g_01802
OG0000304	Prad.g_01438	Syai.g_01826
OG0000305	Prad.g_00602	Syai.g_02005
OG0000306	Prad.g_00599	Syai.g_02090
OG0000307	Prad.g_00585	Syai.g_00619
OG0000308	Prad.g_00584	Syai.g_00617
OG0000309	Prad.g_00580	Syai.g_00612
OG0000310	Prad.g_00530	Syai.g_00989
OG0000311	Prad.g_00528	Syai.g_00985
OG0000312	Prad.g_00525	Syai.g_00966
OG0000313	Prad.g_00511	Syai.g_00949
OG0000314	Prad.g_00487	Syai.g_00908
OG0000315	Prad.g_00477	Syai.g_00897
OG0000316	Prad.g_00457	Syai.g_02320, Syai.g_02322
OG0000317	Prad.g_00943	Syai.g_02373
OG0000318	Prad.g_00940	Syai.g_02379
OG0000319	Prad.g_00927	Syai.g_02395
OG0000320	Prad.g_00925	Syai.g_02397
OG0000321	Prad.g_00924	Syai.g_02398
OG0000322	Prad.g_00923	Syai.g_02399
OG0000323	Prad.g_00914	Syai.g_02413
OG0000324	Prad.g_00887	Syai.g_02272
OG0000325	Prad.g_00878	Syai.g_00320
OG0000326	Prad.g_00872	Syai.g_00327
OG0000327	Prad.g_00848	Syai.g_00359
OG0000328	Prad.g_00847	Syai.g_00360
OG0000329	Prad.g_00830	Syai.g_00378
OG0000330	Prad.g_00829	Syai.g_00379
OG0000331	Prad.g_00828	Syai.g_00380
OG0000332	Prad.g_00814	Syai.g_00395
OG0000333	Prad.g_00812	Syai.g_00398
OG0000334	Prad.g_00804	Syai.g_00407
OG0000335	Prad.g_00799	Syai.g_00412
OG0000336	Prad.g_00795	Syai.g_00416
OG0000337	Prad.g_00779	Syai.g_00169
OG0000338	Prad.g_00778	Syai.g_00166
OG0000339	Prad.g_00774	Syai.g_00160
OG0000340	Prad.g_00766, Prad.g_01294	Syai.g_00133
OG0000341	Prad.g_00764	Syai.g_00131
OG0000342	Prad.g_00763	Syai.g_00130
OG0000343	Prad.g_00762	Syai.g_00129
OG0000344	Prad.g_01639	Syai.g_00125
OG0000345	Prad.g_01634	Syai.g_00115
OG0000346	Prad.g_01630	Syai.g_00110
OG0000347	Prad.g_01615	Syai.g_00087
OG0000348	Prad.g_01606	Syai.g_00076
OG0000349	Prad.g_01589	Syai.g_00057
OG0000350	Prad.g_01570	Syai.g_00334
OG0000351	Prad.g_01553	Syai.g_02904
OG0000352	Prad.g_01552	Syai.g_02905
OG0000353	Prad.g_01537	Syai.g_02932
OG0000354	Prad.g_01041	Syai.g_00019
OG0000355	Prad.g_01535	Syai.g_00001
OG0000356	Prad.g_01534	Syai.g_00002
OG0000357	Prad.g_01533	Syai.g_00003
OG0000358	Prad.g_01529	Syai.g_00007
OG0000359	Prad.g_01528	Syai.g_00009
OG0000360	Prad.g_01527	Syai.g_00010
OG0000361	Prad.g_01976	Syai.g_00011
OG0000362	Prad.g_01974	Syai.g_00013
OG0000363	Prad.g_01972	Syai.g_00015
OG0000364	Prad.g_01971	Syai.g_00016
OG0000365	Prad.g_01966	Syai.g_00027
OG0000366	Prad.g_01965	Syai.g_00028
OG0000367	Prad.g_01964	Syai.g_00029
OG0000368	Prad.g_01962	Syai.g_00031
OG0000369	Prad.g_01961	Syai.g_00032
OG0000370	Prad.g_01960	Syai.g_00033
OG0000371	Prad.g_01954	Syai.g_00041
OG0000372	Prad.g_01951	Syai.g_00047
OG0000373	Prad.g_01950	Syai.g_00048
OG0000374	Prad.g_01949	Syai.g_00049
OG0000375	Prad.g_01947	Syai.g_00053
OG0000376	Prad.g_01945	Syai.g_00055
OG0000377	Prad.g_01941	Syai.g_02769
OG0000378	Prad.g_01939	Syai.g_02751
OG0000379	Prad.g_01936	Syai.g_02733
OG0000380	Prad.g_01927	Syai.g_02472
OG0000381	Prad.g_01923	Syai.g_02475
OG0000382	Prad.g_01912	Syai.g_02493
OG0000383	Prad.g_01910	Syai.g_02498
OG0000384	Prad.g_01909	Syai.g_02499
OG0000385	Prad.g_01908	Syai.g_02500
OG0000386	Prad.g_01907	Syai.g_02501
OG0000387	Prad.g_01894	Syai.g_02534
OG0000388	Prad.g_01891	Syai.g_02538
OG0000389	Prad.g_01887	Syai.g_02542
OG0000390	Prad.g_00011, Prad.g_01880	Syai.g_02556
OG0000391	Prad.g_01877	Syai.g_02561
OG0000392	Prad.g_01873	Syai.g_02568
OG0000393	Prad.g_01871	Syai.g_02570
OG0000394	Prad.g_01870	Syai.g_02571
OG0000395	Prad.g_01869	Syai.g_02572
OG0000396	Prad.g_01866	Syai.g_02575
OG0000397	Prad.g_01864	Syai.g_02577
OG0000398	Prad.g_01862	Syai.g_02582
OG0000399	Prad.g_01861	Syai.g_02583
OG0000400	Prad.g_01860	Syai.g_02584
OG0000401	Prad.g_01859	Syai.g_02585
OG0000402	Prad.g_01857	Syai.g_02588
OG0000403	Prad.g_01856	Syai.g_02589
OG0000404	Prad.g_01855	Syai.g_02590
OG0000405	Prad.g_01851	Syai.g_02606
OG0000406	Prad.g_01844	Syai.g_02610
OG0000407	Prad.g_01843	Syai.g_02611
OG0000408	Prad.g_01841	Syai.g_02613
OG0000409	Prad.g_01839	Syai.g_02615
OG0000410	Prad.g_01838	Syai.g_02616
OG0000411	Prad.g_01837	Syai.g_02617
OG0000412	Prad.g_01836	Syai.g_02618
OG0000413	Prad.g_01835	Syai.g_02620
OG0000414	Prad.g_01834	Syai.g_02621
OG0000415	Prad.g_01833	Syai.g_02622
OG0000416	Prad.g_01832	Syai.g_02623
OG0000417	Prad.g_01831	Syai.g_02624
OG0000418	Prad.g_01826	Syai.g_02629
OG0000419	Prad.g_01824	Syai.g_02631
OG0000420	Prad.g_01823	Syai.g_02633
OG0000421	Prad.g_01818	Syai.g_02638
OG0000422	Prad.g_01817	Syai.g_02639
OG0000423	Prad.g_01816	Syai.g_02640
OG0000424	Prad.g_01815	Syai.g_02641
OG0000425	Prad.g_01814	Syai.g_02642
OG0000426	Prad.g_01813	Syai.g_02643
OG0000427	Prad.g_01812	Syai.g_02644
OG0000428	Prad.g_01810	Syai.g_02647
OG0000429	Prad.g_01809	Syai.g_02649
OG0000430	Prad.g_01808	Syai.g_02650
OG0000431	Prad.g_01806	Syai.g_02654
OG0000432	Prad.g_01803	Syai.g_02660
OG0000433	Prad.g_01802	Syai.g_02662
OG0000434	Prad.g_01801	Syai.g_02663
OG0000435	Prad.g_01800	Syai.g_02666
OG0000436	Prad.g_01795	Syai.g_02671
OG0000437	Prad.g_01794	Syai.g_02672
OG0000438	Prad.g_01793	Syai.g_02673
OG0000439	Prad.g_01791	Syai.g_02675
OG0000440	Prad.g_01790	Syai.g_02676
OG0000441	Prad.g_01787	Syai.g_02681
OG0000442	Prad.g_01786	Syai.g_02682
OG0000443	Prad.g_01785	Syai.g_02683
OG0000444	Prad.g_01780	Syai.g_02688
OG0000445	Prad.g_01779	Syai.g_02689
OG0000446	Prad.g_01778	Syai.g_02690
OG0000447	Prad.g_01777	Syai.g_02693
OG0000448	Prad.g_01776	Syai.g_02694
OG0000449	Prad.g_01775	Syai.g_02695
OG0000450	Prad.g_01774	Syai.g_02696
OG0000451	Prad.g_01773	Syai.g_02697
OG0000452	Prad.g_01770	Syai.g_02701
OG0000453	Prad.g_01769	Syai.g_02702
OG0000454	Prad.g_01768	Syai.g_02703
OG0000455	Prad.g_01767	Syai.g_02704
OG0000456	Prad.g_01766	Syai.g_02705
OG0000457	Prad.g_01765	Syai.g_02707
OG0000458	Prad.g_01764	Syai.g_02708
OG0000459	Prad.g_01763	Syai.g_02709
OG0000460	Prad.g_01756	Syai.g_00535
OG0000461	Prad.g_01749	Syai.g_00314
OG0000462	Prad.g_01747	Syai.g_00311
OG0000463	Prad.g_01746	Syai.g_00310
OG0000464	Prad.g_01745	Syai.g_00309
OG0000465	Prad.g_01744	Syai.g_00307
OG0000466	Prad.g_01741	Syai.g_00303
OG0000467	Prad.g_01740	Syai.g_00301
OG0000468	Prad.g_01738	Syai.g_00296
OG0000469	Prad.g_01729	Syai.g_00282
OG0000470	Prad.g_01727	Syai.g_00280
OG0000471	Prad.g_01726	Syai.g_00279
OG0000472	Prad.g_01725	Syai.g_00277
OG0000473	Prad.g_01723	Syai.g_00275
OG0000474	Prad.g_01722	Syai.g_00274
OG0000475	Prad.g_01721	Syai.g_00273
OG0000476	Prad.g_01720	Syai.g_00271
OG0000477	Prad.g_01716	Syai.g_00265
OG0000478	Prad.g_01715	Syai.g_00264
OG0000479	Prad.g_01714	Syai.g_00263
OG0000480	Prad.g_01709	Syai.g_00256
OG0000481	Prad.g_01707	Syai.g_00254
OG0000482	Prad.g_01706	Syai.g_00253
OG0000483	Prad.g_01703	Syai.g_00249
OG0000484	Prad.g_01702	Syai.g_00248
OG0000485	Prad.g_01701	Syai.g_00247
OG0000486	Prad.g_01700	Syai.g_00246
OG0000487	Prad.g_01696	Syai.g_00240
OG0000488	Prad.g_01693	Syai.g_00236
OG0000489	Prad.g_01688	Syai.g_00226
OG0000490	Prad.g_01683	Syai.g_00218
OG0000491	Prad.g_01682	Syai.g_00217
OG0000492	Prad.g_01680	Syai.g_00214
OG0000493	Prad.g_01679	Syai.g_00213
OG0000494	Prad.g_01678	Syai.g_00212
OG0000495	Prad.g_01677	Syai.g_00211
OG0000496	Prad.g_01676	Syai.g_00210
OG0000497	Prad.g_01675	Syai.g_00209
OG0000498	Prad.g_01674	Syai.g_00208
OG0000499	Prad.g_01673	Syai.g_00207
OG0000500	Prad.g_01672	Syai.g_00206
OG0000501	Prad.g_01670	Syai.g_00203
OG0000502	Prad.g_01667	Syai.g_00192
OG0000503	Prad.g_01657	Syai.g_00486
OG0000504	Prad.g_01656	Syai.g_00488
OG0000505	Prad.g_01655	Syai.g_00489
OG0000506	Prad.g_01653	Syai.g_00491
OG0000507	Prad.g_01650	Syai.g_00497
OG0000508	Prad.g_01646	Syai.g_00501
OG0000509	Prad.g_01644	Syai.g_00503
OG0000510	Prad.g_01643	Syai.g_00504
OG0000511	Prad.g_01642	Syai.g_00505
OG0000512	Prad.g_00760	Syai.g_00507
OG0000513	Prad.g_00753	Syai.g_00521
OG0000514	Prad.g_00671	Syai.g_00528
OG0000515	Prad.g_00670	Syai.g_00529
OG0000516	Prad.g_00669	Syai.g_02223
OG0000517	Prad.g_00667	Syai.g_02229
OG0000518	Prad.g_00061	Syai.g_02211
OG0000519	Prad.g_00060	Syai.g_02210
OG0000520	Prad.g_00059	Syai.g_02209
OG0000521	Prad.g_00054	Syai.g_00842
OG0000522	Prad.g_00052	Syai.g_00844
OG0000523	Prad.g_00051	Syai.g_00845
OG0000524	Prad.g_00045	Syai.g_00852
OG0000525	Prad.g_00042	Syai.g_00856
OG0000526	Prad.g_00041	Syai.g_00859
OG0000527	Prad.g_00034	Syai.g_00863
OG0000528	Prad.g_00029	Syai.g_00633
OG0000529	Prad.g_00026	Syai.g_00639
OG0000530	Prad.g_00023	Syai.g_00642
OG0000531	Prad.g_00022	Syai.g_00643
OG0000532	Prad.g_00020	Syai.g_00646
OG0000533	Prad.g_00019	Syai.g_00647
OG0000534	Prad.g_00018	Syai.g_00648
OG0000535	Prad.g_00017	Syai.g_00649
OG0000536	Prad.g_00016	Syai.g_00650
OG0000537	Prad.g_00015	Syai.g_00651
OG0000538	Prad.g_00129	Syai.g_00662
OG0000539	Prad.g_00128	Syai.g_00663
OG0000540	Prad.g_00127	Syai.g_00664
OG0000541	Prad.g_00126	Syai.g_00665
OG0000542	Prad.g_00124	Syai.g_00668
OG0000543	Prad.g_00122	Syai.g_00670
OG0000544	Prad.g_00121	Syai.g_00671
OG0000545	Prad.g_00119	Syai.g_00673
OG0000546	Prad.g_00116	Syai.g_00675
OG0000547	Prad.g_00114	Syai.g_00677
OG0000548	Prad.g_00113	Syai.g_00678
OG0000549	Prad.g_00111	Syai.g_00684
OG0000550	Prad.g_00106	Syai.g_00689
OG0000551	Prad.g_00102	Syai.g_00694
OG0000552	Prad.g_00101	Syai.g_00695
OG0000553	Prad.g_00100	Syai.g_00698
OG0000554	Prad.g_00095	Syai.g_00708
OG0000555	Prad.g_01332	Syai.g_00725
OG0000556	Prad.g_01334	Syai.g_00728
OG0000557	Prad.g_01335	Syai.g_00730
OG0000558	Prad.g_01337	Syai.g_00732
OG0000559	Prad.g_01341	Syai.g_00736
OG0000560	Prad.g_01344	Syai.g_00739
OG0000561	Prad.g_01345	Syai.g_00740
OG0000562	Prad.g_01346	Syai.g_00741
OG0000563	Prad.g_01347	Syai.g_00742
OG0000564	Prad.g_01348	Syai.g_00743
OG0000565	Prad.g_01351	Syai.g_00746
OG0000566	Prad.g_01353	Syai.g_00750
OG0000567	Prad.g_01357	Syai.g_00754
OG0000568	Prad.g_01358	Syai.g_00758
OG0000569	Prad.g_01359	Syai.g_00759
OG0000570	Prad.g_01360	Syai.g_00760
OG0000571	Prad.g_01362	Syai.g_00764
OG0000572	Prad.g_01375	Syai.g_00782
OG0000573	Prad.g_01381	Syai.g_00790
OG0000574	Prad.g_01382	Syai.g_00796
OG0000575	Prad.g_01386	Syai.g_00800
OG0000576	Prad.g_01388	Syai.g_00802
OG0000577	Prad.g_01389	Syai.g_00803
OG0000578	Prad.g_01390	Syai.g_00804
OG0000579	Prad.g_01391	Syai.g_00805
OG0000580	Prad.g_01392	Syai.g_00806
OG0000581	Prad.g_01394	Syai.g_00812
OG0000582	Prad.g_01397	Syai.g_01042
OG0000583	Prad.g_01398	Syai.g_01043
OG0000584	Prad.g_01399	Syai.g_01044
OG0000585	Prad.g_01401	Syai.g_01046
OG0000586	Prad.g_01402	Syai.g_01047
OG0000587	Prad.g_01403	Syai.g_01049
OG0000588	Prad.g_01407	Syai.g_01063
OG0000589	Prad.g_01410	Syai.g_01066
