Orthogroup	Prad	Syaf
OG0000033	Prad.g_01822	Syaf.g_00807
OG0000034	Prad.g_00618	Syaf.g_01241, Syaf.g_00837
OG0000035	Prad.g_00515	Syaf.g_02412
OG0000037	Prad.g_01884	Syaf.g_00899
OG0000038	Prad.g_01582	Syaf.g_00642
OG0000039	Prad.g_01260	Syaf.g_01395
OG0000041	Prad.g_00894	Syaf.g_01171
OG0000042	Prad.g_01624	Syaf.g_00403
OG0000043	Prad.g_00313	Syaf.g_01747
OG0000044	Prad.g_01213	Syaf.g_01358, Syaf.g_01992
OG0000045	Prad.g_00738	Syaf.g_00979
OG0000047	Prad.g_00683, Prad.g_01661	Syaf.g_00030
OG0000048	Prad.g_00735	Syaf.g_00230
OG0000050	Prad.g_01291	Syaf.g_01770
OG0000051	Prad.g_00342	Syaf.g_00972
OG0000053	Prad.g_00494	Syaf.g_02447
OG0000054	Prad.g_01395	Syaf.g_02376
OG0000055	Prad.g_01126	Syaf.g_01402
OG0000057	Prad.g_01272	Syaf.g_01452
OG0000058	Prad.g_00565	Syaf.g_00316
OG0000059	Prad.g_00855	Syaf.g_00143
OG0000061	Prad.g_01496	Syaf.g_01288
OG0000062	Prad.g_00436	Syaf.g_02167
OG0000063	Prad.g_01953, Prad.g_00081	Syaf.g_00457
OG0000065	Prad.g_01886	Syaf.g_00903
OG0000066	Prad.g_00090	Syaf.g_02643
OG0000067	Prad.g_01146	Syaf.g_02049
OG0000068	Prad.g_00594	Syaf.g_02733
OG0000070	Prad.g_00057	Syaf.g_01237
OG0000071	Prad.g_00628	Syaf.g_01254
OG0000072	Prad.g_01820	Syaf.g_00805
OG0000073	Prad.g_00130	Syaf.g_02700
OG0000075	Prad.g_00775	Syaf.g_00353
OG0000076	Prad.g_01631	Syaf.g_00388
OG0000077	Prad.g_01915	Syaf.g_00951
OG0000078	Prad.g_01752	Syaf.g_02782
OG0000079	Prad.g_01739	Syaf.g_00197
OG0000080	Prad.g_00560	Syaf.g_00306
OG0000081	Prad.g_00098	Syaf.g_02776
OG0000082	Prad.g_01374	Syaf.g_02576
OG0000084	Prad.g_00519	Syaf.g_02409
OG0000085	Prad.g_00948	Syaf.g_01048
OG0000086	Prad.g_01905	Syaf.g_00932
OG0000087	Prad.g_01854	Syaf.g_00848
OG0000088	Prad.g_01825	Syaf.g_00811
OG0000089	Prad.g_00755	Syaf.g_02807
OG0000090	Prad.g_00096	Syaf.g_02654
OG0000091	Prad.g_01431	Syaf.g_02302
OG0000094	Prad.g_01038	Syaf.g_01940
OG0000097	Prad.g_01454	Syaf.g_01574
OG0000098	Prad.g_00612	Syaf.g_01637
OG0000099	Prad.g_00566	Syaf.g_00312
OG0000100	Prad.g_00440	Syaf.g_02017
OG0000101	Prad.g_00807	Syaf.g_00093
OG0000102	Prad.g_01626	Syaf.g_00393
OG0000103	Prad.g_01548	Syaf.g_00520
OG0000104	Prad.g_01540	Syaf.g_00502
OG0000105	Prad.g_01717	Syaf.g_00235
OG0000106	Prad.g_00739	Syaf.g_01745
OG0000107	Prad.g_00724	Syaf.g_00177
OG0000108	Prad.g_00027	Syaf.g_02721
OG0000109	Prad.g_00013	Syaf.g_02706
OG0000110	Prad.g_01364	Syaf.g_02589
OG0000112	Prad.g_01109	Syaf.g_01852
OG0000113	Prad.g_01168	Syaf.g_02022
OG0000114	Prad.g_00245	Syaf.g_02103
OG0000115	Prad.g_00641	Syaf.g_02445
OG0000116	Prad.g_01506	Syaf.g_01276
OG0000117	Prad.g_01214	Syaf.g_01605
OG0000118	Prad.g_00616	Syaf.g_02544
OG0000120	Prad.g_00564	Syaf.g_00313
OG0000121	Prad.g_00513	Syaf.g_02419
OG0000123	Prad.g_00800	Syaf.g_00086
OG0000124	Prad.g_01616	Syaf.g_00414
OG0000125	Prad.g_01580	Syaf.g_00640
OG0000126	Prad.g_01541	Syaf.g_00504
OG0000128	Prad.g_01975	Syaf.g_00486
OG0000129	Prad.g_01943	Syaf.g_00651
OG0000130	Prad.g_01924	Syaf.g_00963
OG0000131	Prad.g_01846	Syaf.g_00833
OG0000132	Prad.g_01827	Syaf.g_00813
OG0000133	Prad.g_01669	Syaf.g_01857
OG0000134	Prad.g_00754	Syaf.g_02804
OG0000135	Prad.g_00727	Syaf.g_00605
OG0000136	Prad.g_00066	Syaf.g_01224
OG0000137	Prad.g_00032	Syaf.g_02498
OG0000138	Prad.g_00012	Syaf.g_02705
OG0000139	Prad.g_00092	Syaf.g_02648
OG0000140	Prad.g_00091	Syaf.g_02646
OG0000141	Prad.g_01396	Syaf.g_02375
OG0000142	Prad.g_01424	Syaf.g_02310
OG0000143	Prad.g_01428	Syaf.g_02306
OG0000144	Prad.g_01226	Syaf.g_01735
OG0000145	Prad.g_01107	Syaf.g_02699
OG0000146	Prad.g_01110	Syaf.g_01851
OG0000147	Prad.g_01111	Syaf.g_01850
OG0000148	Prad.g_01162	Syaf.g_02028
OG0000149	Prad.g_00301	Syaf.g_01371
OG0000150	Prad.g_00293	Syaf.g_02645
OG0000151	Prad.g_00235	Syaf.g_02091
OG0000152	Prad.g_00186	Syaf.g_01861
OG0000153	Prad.g_00167	Syaf.g_01904
OG0000154	Prad.g_00139	Syaf.g_01930
OG0000155	Prad.g_01476	Syaf.g_01324
OG0000156	Prad.g_00359	Syaf.g_01270
OG0000157	Prad.g_00360	Syaf.g_01269
OG0000158	Prad.g_00567	Syaf.g_00364
OG0000160	Prad.g_00514	Syaf.g_02418
OG0000161	Prad.g_00508	Syaf.g_02424
OG0000162	Prad.g_00502	Syaf.g_02431
OG0000163	Prad.g_00467	Syaf.g_01105
OG0000164	Prad.g_00917	Syaf.g_00999
OG0000165	Prad.g_00910	Syaf.g_01197
OG0000166	Prad.g_00843	Syaf.g_00133
OG0000167	Prad.g_00777	Syaf.g_00350
OG0000168	Prad.g_00767	Syaf.g_00365
OG0000169	Prad.g_01637	Syaf.g_00376
OG0000170	Prad.g_01635	Syaf.g_00383
OG0000171	Prad.g_01617	Syaf.g_00413
OG0000172	Prad.g_01609	Syaf.g_00419
OG0000173	Prad.g_01594	Syaf.g_00438
OG0000174	Prad.g_01566	Syaf.g_00603
OG0000175	Prad.g_01556	Syaf.g_00531
OG0000176	Prad.g_01532	Syaf.g_00494
OG0000177	Prad.g_01531	Syaf.g_00493
OG0000178	Prad.g_01530	Syaf.g_00492
OG0000179	Prad.g_01970	Syaf.g_00477
OG0000180	Prad.g_01969	Syaf.g_00476
OG0000181	Prad.g_01968	Syaf.g_00475
OG0000182	Prad.g_01967	Syaf.g_00474
OG0000183	Prad.g_01963	Syaf.g_00470
OG0000184	Prad.g_01940	Syaf.g_00664
OG0000185	Prad.g_01937	Syaf.g_00684
OG0000186	Prad.g_01929	Syaf.g_00968
OG0000187	Prad.g_01928	Syaf.g_00966
OG0000188	Prad.g_01911	Syaf.g_00944
OG0000189	Prad.g_01897	Syaf.g_00916
OG0000190	Prad.g_01896	Syaf.g_00914
OG0000191	Prad.g_01876	Syaf.g_00877
OG0000192	Prad.g_01872	Syaf.g_00871
OG0000193	Prad.g_01845	Syaf.g_00832
OG0000194	Prad.g_01842	Syaf.g_00829
OG0000195	Prad.g_01840	Syaf.g_00827
OG0000196	Prad.g_01830	Syaf.g_00816
OG0000197	Prad.g_01829	Syaf.g_00815
OG0000198	Prad.g_01828	Syaf.g_00814
OG0000199	Prad.g_01821	Syaf.g_00806
OG0000200	Prad.g_01807	Syaf.g_00789
OG0000202	Prad.g_01798	Syaf.g_00770
OG0000203	Prad.g_01797	Syaf.g_00769
OG0000204	Prad.g_01796	Syaf.g_00768
OG0000205	Prad.g_01789	Syaf.g_00761
OG0000206	Prad.g_01784	Syaf.g_00736
OG0000207	Prad.g_01782	Syaf.g_00735
OG0000208	Prad.g_01781	Syaf.g_00734
OG0000209	Prad.g_01772	Syaf.g_00714
OG0000210	Prad.g_01771	Syaf.g_00713
OG0000212	Prad.g_01751	Syaf.g_02781
OG0000213	Prad.g_01734	Syaf.g_00210
OG0000214	Prad.g_01724	Syaf.g_00226
OG0000215	Prad.g_01699	Syaf.g_00258
OG0000216	Prad.g_01697	Syaf.g_00262
OG0000217	Prad.g_01694	Syaf.g_00266
OG0000218	Prad.g_01692	Syaf.g_00268
OG0000219	Prad.g_01691	Syaf.g_00269
OG0000220	Prad.g_01690	Syaf.g_00270
OG0000221	Prad.g_01689	Syaf.g_02597, Syaf.g_00273
OG0000222	Prad.g_01681	Syaf.g_00287
OG0000223	Prad.g_01668	Syaf.g_00317
OG0000224	Prad.g_01666	Syaf.g_00324
OG0000225	Prad.g_01645	Syaf.g_00007
OG0000226	Prad.g_00761	Syaf.g_00003
OG0000227	Prad.g_00759	Syaf.g_00001
OG0000228	Prad.g_00756	Syaf.g_02808
OG0000229	Prad.g_00666	Syaf.g_01214
OG0000230	Prad.g_00069	Syaf.g_01216
OG0000231	Prad.g_00058	Syaf.g_01236
OG0000232	Prad.g_00049	Syaf.g_02536
OG0000233	Prad.g_00043	Syaf.g_02528
OG0000234	Prad.g_00031	Syaf.g_02497
OG0000235	Prad.g_00028	Syaf.g_02722
OG0000236	Prad.g_00014	Syaf.g_02707
OG0000237	Prad.g_00123	Syaf.g_02690
OG0000238	Prad.g_00117	Syaf.g_02685
OG0000239	Prad.g_00104	Syaf.g_02669
OG0000240	Prad.g_00103	Syaf.g_02668
OG0000241	Prad.g_00099	Syaf.g_02322
OG0000242	Prad.g_00097	Syaf.g_02656
OG0000243	Prad.g_01333	Syaf.g_02634
OG0000244	Prad.g_01336	Syaf.g_02627
OG0000245	Prad.g_01338	Syaf.g_02625
OG0000246	Prad.g_01342	Syaf.g_02621
OG0000247	Prad.g_01352	Syaf.g_02610
OG0000248	Prad.g_01354	Syaf.g_02607
OG0000249	Prad.g_01356	Syaf.g_02605
OG0000250	Prad.g_01361	Syaf.g_02593
OG0000251	Prad.g_01380	Syaf.g_02568
OG0000252	Prad.g_01383	Syaf.g_02565
OG0000253	Prad.g_01384	Syaf.g_02564
OG0000254	Prad.g_01400	Syaf.g_02371
OG0000255	Prad.g_01406	Syaf.g_02352
OG0000256	Prad.g_01416	Syaf.g_02329
OG0000257	Prad.g_01419	Syaf.g_02323
OG0000258	Prad.g_01432	Syaf.g_02301
OG0000259	Prad.g_01234	Syaf.g_02137
OG0000260	Prad.g_01237	Syaf.g_02134
OG0000261	Prad.g_01239	Syaf.g_02131
OG0000262	Prad.g_01243	Syaf.g_02126
OG0000263	Prad.g_01255	Syaf.g_01585
OG0000264	Prad.g_01265	Syaf.g_01473
OG0000265	Prad.g_01049	Syaf.g_01196
OG0000266	Prad.g_01059	Syaf.g_01967
OG0000267	Prad.g_01070	Syaf.g_01787
OG0000268	Prad.g_01071	Syaf.g_01788
OG0000269	Prad.g_01141	Syaf.g_02054
OG0000270	Prad.g_01144	Syaf.g_02051
OG0000271	Prad.g_01152	Syaf.g_02043
OG0000272	Prad.g_01153	Syaf.g_02042
OG0000273	Prad.g_01176	Syaf.g_01392
OG0000274	Prad.g_01177	Syaf.g_01391
OG0000275	Prad.g_01180	Syaf.g_01386
OG0000276	Prad.g_01185	Syaf.g_01379
OG0000277	Prad.g_00308	Syaf.g_01378
OG0000278	Prad.g_00305	Syaf.g_01375
OG0000279	Prad.g_00298	Syaf.g_01367
OG0000280	Prad.g_00297	Syaf.g_01337
OG0000281	Prad.g_00292	Syaf.g_01636
OG0000282	Prad.g_00243	Syaf.g_02101
OG0000283	Prad.g_00209	Syaf.g_01804
OG0000284	Prad.g_00204	Syaf.g_01810
OG0000285	Prad.g_00199	Syaf.g_01842
OG0000286	Prad.g_00187	Syaf.g_01860
OG0000288	Prad.g_00140	Syaf.g_01929
OG0000289	Prad.g_01035	Syaf.g_01943
OG0000290	Prad.g_01021	Syaf.g_01439
OG0000291	Prad.g_01019	Syaf.g_01441
OG0000292	Prad.g_00972	Syaf.g_00505
OG0000293	Prad.g_01505	Syaf.g_01277
OG0000294	Prad.g_01504	Syaf.g_01278
OG0000295	Prad.g_01484	Syaf.g_01316
OG0000296	Prad.g_01482	Syaf.g_01318
OG0000297	Prad.g_01474	Syaf.g_01607
OG0000298	Prad.g_01473	Syaf.g_01606
OG0000299	Prad.g_01455	Syaf.g_01578
OG0000300	Prad.g_01452	Syaf.g_01571
OG0000301	Prad.g_01451	Syaf.g_01570
OG0000302	Prad.g_01449	Syaf.g_01568
OG0000303	Prad.g_01442	Syaf.g_01559
OG0000304	Prad.g_01438	Syaf.g_01551
OG0000305	Prad.g_00602	Syaf.g_01444
OG0000306	Prad.g_00599	Syaf.g_01332
OG0000307	Prad.g_00585	Syaf.g_02742
OG0000308	Prad.g_00584	Syaf.g_02744
OG0000309	Prad.g_00580	Syaf.g_02749
OG0000310	Prad.g_00530	Syaf.g_02387
OG0000311	Prad.g_00528	Syaf.g_02391
OG0000312	Prad.g_00525	Syaf.g_02397
OG0000313	Prad.g_00511	Syaf.g_02421
OG0000314	Prad.g_00487	Syaf.g_02458
OG0000315	Prad.g_00477	Syaf.g_02468
OG0000316	Prad.g_00457	Syaf.g_01088
OG0000317	Prad.g_00943	Syaf.g_01040
OG0000318	Prad.g_00940	Syaf.g_01032
OG0000319	Prad.g_00927	Syaf.g_01015
OG0000320	Prad.g_00925	Syaf.g_01013
OG0000321	Prad.g_00924	Syaf.g_01012
OG0000322	Prad.g_00923	Syaf.g_01011
OG0000323	Prad.g_00914	Syaf.g_00997
OG0000324	Prad.g_00887	Syaf.g_01164
OG0000325	Prad.g_00878	Syaf.g_00176
OG0000326	Prad.g_00872	Syaf.g_00169
OG0000327	Prad.g_00848	Syaf.g_00138
OG0000328	Prad.g_00847	Syaf.g_00137
OG0000329	Prad.g_00830	Syaf.g_00119
OG0000330	Prad.g_00829	Syaf.g_00118
OG0000331	Prad.g_00828	Syaf.g_00117
OG0000332	Prad.g_00814	Syaf.g_00102
OG0000333	Prad.g_00812	Syaf.g_00099
OG0000334	Prad.g_00804	Syaf.g_00090
OG0000335	Prad.g_00799	Syaf.g_00085
OG0000336	Prad.g_00795	Syaf.g_00081
OG0000337	Prad.g_00779	Syaf.g_00344
OG0000338	Prad.g_00778	Syaf.g_00348
OG0000339	Prad.g_00774	Syaf.g_00355
OG0000340	Prad.g_00766, Prad.g_01294	Syaf.g_00366
OG0000341	Prad.g_00764	Syaf.g_00368
OG0000342	Prad.g_00763	Syaf.g_00369
OG0000343	Prad.g_00762	Syaf.g_00370
OG0000344	Prad.g_01639	Syaf.g_00374
OG0000345	Prad.g_01634	Syaf.g_00384
OG0000346	Prad.g_01630	Syaf.g_00389
OG0000347	Prad.g_01615	Syaf.g_00415
OG0000348	Prad.g_01606	Syaf.g_00427
OG0000349	Prad.g_01589	Syaf.g_00445
OG0000350	Prad.g_01570	Syaf.g_00162
OG0000351	Prad.g_01553	Syaf.g_00528
OG0000352	Prad.g_01552	Syaf.g_00527
OG0000353	Prad.g_01537	Syaf.g_00499
OG0000354	Prad.g_01041	Syaf.g_00479
OG0000355	Prad.g_01535	Syaf.g_00497
OG0000356	Prad.g_01534	Syaf.g_00496
OG0000357	Prad.g_01533	Syaf.g_00495
OG0000358	Prad.g_01529	Syaf.g_00491
OG0000359	Prad.g_01528	Syaf.g_00489
OG0000360	Prad.g_01527	Syaf.g_00488
OG0000361	Prad.g_01976	Syaf.g_00487
OG0000362	Prad.g_01974	Syaf.g_00485
OG0000363	Prad.g_01972	Syaf.g_00483
OG0000364	Prad.g_01971	Syaf.g_00482
OG0000365	Prad.g_01966	Syaf.g_00473
OG0000366	Prad.g_01965	Syaf.g_00472
OG0000367	Prad.g_01964	Syaf.g_00471
OG0000368	Prad.g_01962	Syaf.g_00469
OG0000369	Prad.g_01961	Syaf.g_00468
OG0000370	Prad.g_01960	Syaf.g_00467
OG0000371	Prad.g_01954	Syaf.g_00458
OG0000372	Prad.g_01951	Syaf.g_00453
OG0000373	Prad.g_01950	Syaf.g_00452
OG0000374	Prad.g_01949	Syaf.g_00451
OG0000375	Prad.g_01947	Syaf.g_00449
OG0000376	Prad.g_01945	Syaf.g_00447
OG0000377	Prad.g_01941	Syaf.g_00654
OG0000378	Prad.g_01939	Syaf.g_00668
OG0000379	Prad.g_01936	Syaf.g_00686
OG0000380	Prad.g_01927	Syaf.g_00965
OG0000381	Prad.g_01923	Syaf.g_00962
OG0000382	Prad.g_01912	Syaf.g_00945
OG0000383	Prad.g_01910	Syaf.g_00941
OG0000384	Prad.g_01909	Syaf.g_00940
OG0000385	Prad.g_01908	Syaf.g_00939
OG0000386	Prad.g_01907	Syaf.g_00938
OG0000387	Prad.g_01894	Syaf.g_00912
OG0000388	Prad.g_01891	Syaf.g_00908
OG0000389	Prad.g_01887	Syaf.g_00904
OG0000390	Prad.g_00011, Prad.g_01880	Syaf.g_00883
OG0000391	Prad.g_01877	Syaf.g_00878
OG0000392	Prad.g_01873	Syaf.g_00872
OG0000393	Prad.g_01871	Syaf.g_00870
OG0000394	Prad.g_01870	Syaf.g_00869
OG0000395	Prad.g_01869	Syaf.g_00868
OG0000396	Prad.g_01866	Syaf.g_00865
OG0000397	Prad.g_01864	Syaf.g_00863
OG0000398	Prad.g_01862	Syaf.g_00858
OG0000399	Prad.g_01861	Syaf.g_00857
OG0000400	Prad.g_01860	Syaf.g_00856
OG0000401	Prad.g_01859	Syaf.g_00855
OG0000402	Prad.g_01857	Syaf.g_00852
OG0000403	Prad.g_01856	Syaf.g_00851
OG0000404	Prad.g_01855	Syaf.g_00850
OG0000405	Prad.g_01851	Syaf.g_00835
OG0000406	Prad.g_01844	Syaf.g_00831
OG0000407	Prad.g_01843	Syaf.g_00830
OG0000408	Prad.g_01841	Syaf.g_00828
OG0000409	Prad.g_01839	Syaf.g_00826
OG0000410	Prad.g_01838	Syaf.g_00825
OG0000411	Prad.g_01837	Syaf.g_00824
OG0000412	Prad.g_01836	Syaf.g_00823
OG0000413	Prad.g_01835	Syaf.g_00821
OG0000414	Prad.g_01834	Syaf.g_00820
OG0000415	Prad.g_01833	Syaf.g_00819
OG0000416	Prad.g_01832	Syaf.g_00818
OG0000417	Prad.g_01831	Syaf.g_00817
OG0000418	Prad.g_01826	Syaf.g_00812
OG0000419	Prad.g_01824	Syaf.g_00810
OG0000420	Prad.g_01823	Syaf.g_00808
OG0000421	Prad.g_01818	Syaf.g_00803
OG0000422	Prad.g_01817	Syaf.g_00802
OG0000423	Prad.g_01816	Syaf.g_00801
OG0000424	Prad.g_01815	Syaf.g_00800
OG0000425	Prad.g_01814	Syaf.g_00799
OG0000426	Prad.g_01813	Syaf.g_00798
OG0000427	Prad.g_01812	Syaf.g_00797
OG0000428	Prad.g_01810	Syaf.g_00794
OG0000429	Prad.g_01809	Syaf.g_00792
OG0000430	Prad.g_01808	Syaf.g_00790
OG0000431	Prad.g_01806	Syaf.g_00786
OG0000432	Prad.g_01803	Syaf.g_00779
OG0000433	Prad.g_01802	Syaf.g_00777
OG0000434	Prad.g_01801	Syaf.g_00776
OG0000435	Prad.g_01800	Syaf.g_00772
OG0000436	Prad.g_01795	Syaf.g_00767
OG0000437	Prad.g_01794	Syaf.g_00766
OG0000438	Prad.g_01793	Syaf.g_00765
OG0000439	Prad.g_01791	Syaf.g_00763
OG0000440	Prad.g_01790	Syaf.g_00762
OG0000441	Prad.g_01787	Syaf.g_00756
OG0000442	Prad.g_01786	Syaf.g_00743
OG0000443	Prad.g_01785	Syaf.g_00739
OG0000444	Prad.g_01780	Syaf.g_00733
OG0000445	Prad.g_01779	Syaf.g_00729
OG0000446	Prad.g_01778	Syaf.g_00728
OG0000447	Prad.g_01777	Syaf.g_00725
OG0000448	Prad.g_01776	Syaf.g_00724
OG0000449	Prad.g_01775	Syaf.g_00723
OG0000450	Prad.g_01774	Syaf.g_00717
OG0000451	Prad.g_01773	Syaf.g_00716
OG0000452	Prad.g_01770	Syaf.g_00712
OG0000453	Prad.g_01769	Syaf.g_00711
OG0000454	Prad.g_01768	Syaf.g_00710
OG0000455	Prad.g_01767	Syaf.g_00709
OG0000456	Prad.g_01766	Syaf.g_00708
OG0000457	Prad.g_01765	Syaf.g_00706
OG0000458	Prad.g_01764	Syaf.g_00705
OG0000459	Prad.g_01763	Syaf.g_00704
OG0000460	Prad.g_01756	Syaf.g_02789
OG0000461	Prad.g_01749	Syaf.g_00183
OG0000462	Prad.g_01747	Syaf.g_00186
OG0000463	Prad.g_01746	Syaf.g_00187
OG0000464	Prad.g_01745	Syaf.g_00188
OG0000465	Prad.g_01744	Syaf.g_00190
OG0000466	Prad.g_01741	Syaf.g_00194
OG0000467	Prad.g_01740	Syaf.g_00196
OG0000468	Prad.g_01738	Syaf.g_00206
OG0000469	Prad.g_01729	Syaf.g_00220
OG0000470	Prad.g_01727	Syaf.g_00222
OG0000471	Prad.g_01726	Syaf.g_00223
OG0000472	Prad.g_01725	Syaf.g_00225
OG0000473	Prad.g_01723	Syaf.g_00227
OG0000474	Prad.g_01722	Syaf.g_00228
OG0000475	Prad.g_01721	Syaf.g_00229
OG0000476	Prad.g_01720	Syaf.g_00231
OG0000477	Prad.g_01716	Syaf.g_00237
OG0000478	Prad.g_01715	Syaf.g_00238
OG0000479	Prad.g_01714	Syaf.g_00239
OG0000480	Prad.g_01709	Syaf.g_00247
OG0000481	Prad.g_01707	Syaf.g_00249
OG0000482	Prad.g_01706	Syaf.g_00250
OG0000483	Prad.g_01703	Syaf.g_00254
OG0000484	Prad.g_01702	Syaf.g_00255
OG0000485	Prad.g_01701	Syaf.g_00256
OG0000486	Prad.g_01700	Syaf.g_00257
OG0000487	Prad.g_01696	Syaf.g_00263
OG0000488	Prad.g_01693	Syaf.g_00267
OG0000489	Prad.g_01688	Syaf.g_00274
OG0000490	Prad.g_01683	Syaf.g_00284
OG0000491	Prad.g_01682	Syaf.g_00285
OG0000492	Prad.g_01680	Syaf.g_00288
OG0000493	Prad.g_01679	Syaf.g_00289
OG0000494	Prad.g_01678	Syaf.g_00290
OG0000495	Prad.g_01677	Syaf.g_00291
OG0000496	Prad.g_01676	Syaf.g_00292
OG0000497	Prad.g_01675	Syaf.g_00293
OG0000498	Prad.g_01674	Syaf.g_00294
OG0000499	Prad.g_01673	Syaf.g_00295
OG0000500	Prad.g_01672	Syaf.g_00296
OG0000501	Prad.g_01670	Syaf.g_00299
OG0000502	Prad.g_01667	Syaf.g_00319
OG0000503	Prad.g_01657	Syaf.g_00023
OG0000504	Prad.g_01656	Syaf.g_00021
OG0000505	Prad.g_01655	Syaf.g_00020
OG0000506	Prad.g_01653	Syaf.g_00018
OG0000507	Prad.g_01650	Syaf.g_00012
OG0000508	Prad.g_01646	Syaf.g_00008
OG0000509	Prad.g_01644	Syaf.g_00006
OG0000510	Prad.g_01643	Syaf.g_00005
OG0000511	Prad.g_01642	Syaf.g_00004
OG0000512	Prad.g_00760	Syaf.g_00002
OG0000513	Prad.g_00753	Syaf.g_02803
OG0000514	Prad.g_00671	Syaf.g_02796
OG0000515	Prad.g_00670	Syaf.g_02795
OG0000516	Prad.g_00669	Syaf.g_01219
OG0000517	Prad.g_00667	Syaf.g_01213
OG0000518	Prad.g_00061	Syaf.g_01230
OG0000519	Prad.g_00060	Syaf.g_01231
OG0000520	Prad.g_00059	Syaf.g_01235
OG0000521	Prad.g_00054	Syaf.g_02542
OG0000522	Prad.g_00052	Syaf.g_02538
OG0000523	Prad.g_00051	Syaf.g_02537
OG0000524	Prad.g_00045	Syaf.g_02531
OG0000525	Prad.g_00042	Syaf.g_02507
OG0000526	Prad.g_00041	Syaf.g_02504
OG0000527	Prad.g_00034	Syaf.g_02500
OG0000528	Prad.g_00029	Syaf.g_02728
OG0000529	Prad.g_00026	Syaf.g_02720
OG0000530	Prad.g_00023	Syaf.g_02717
OG0000531	Prad.g_00022	Syaf.g_02716
OG0000532	Prad.g_00020	Syaf.g_02713
OG0000533	Prad.g_00019	Syaf.g_02712
OG0000534	Prad.g_00018	Syaf.g_02711
OG0000535	Prad.g_00017	Syaf.g_02710
OG0000536	Prad.g_00016	Syaf.g_02709
OG0000537	Prad.g_00015	Syaf.g_02708
OG0000538	Prad.g_00129	Syaf.g_02697
OG0000539	Prad.g_00128	Syaf.g_02696
OG0000540	Prad.g_00127	Syaf.g_02695
OG0000541	Prad.g_00126	Syaf.g_02694
OG0000542	Prad.g_00124	Syaf.g_02691
OG0000543	Prad.g_00122	Syaf.g_02689
OG0000544	Prad.g_00121	Syaf.g_02688
OG0000545	Prad.g_00119	Syaf.g_02686
OG0000546	Prad.g_00116	Syaf.g_02684
OG0000547	Prad.g_00114	Syaf.g_02682
OG0000548	Prad.g_00113	Syaf.g_02681
OG0000549	Prad.g_00111	Syaf.g_02676
OG0000550	Prad.g_00106	Syaf.g_02671
OG0000551	Prad.g_00102	Syaf.g_02666
OG0000552	Prad.g_00101	Syaf.g_02665
OG0000553	Prad.g_00100	Syaf.g_02663
OG0000554	Prad.g_00095	Syaf.g_02653
OG0000555	Prad.g_01332	Syaf.g_02635
OG0000556	Prad.g_01334	Syaf.g_02630
OG0000557	Prad.g_01335	Syaf.g_02628
OG0000558	Prad.g_01337	Syaf.g_02626
OG0000559	Prad.g_01341	Syaf.g_02622
OG0000560	Prad.g_01344	Syaf.g_02619
OG0000561	Prad.g_01345	Syaf.g_02618
OG0000562	Prad.g_01346	Syaf.g_02617
OG0000563	Prad.g_01347	Syaf.g_02616
OG0000564	Prad.g_01348	Syaf.g_02615
OG0000565	Prad.g_01351	Syaf.g_02612
OG0000566	Prad.g_01353	Syaf.g_02608
OG0000567	Prad.g_01357	Syaf.g_02604
OG0000568	Prad.g_01358	Syaf.g_02599
OG0000569	Prad.g_01359	Syaf.g_02596
OG0000570	Prad.g_01360	Syaf.g_02595
